numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,doubleaccount,doubleaccounts
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1827,Importations,,,308,Sels ammoniacaux ; bruts ou en poudre,,5131,2270,,5131,Kilo,,,,3.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1827,Importations,,,308,Sels ammoniacaux ; raffinés,,0,0,,0,Kilo,,,,3.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1827,Importations,,,310,"Sels, sulfates ; de magnésie",,9759,16266,,9759,Kilo,,,,0.6,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,172,Sangsues,,809457,26981900,,809457,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,172,Cantharides,,51810,5181,,51810,Kilo,,,,10,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,174,Castoreum,,100560,1257,,100560,Kilo,,,,80,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,174,Eponges ; communes,,353910,70782,,353910,Kilo,,,,5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,174,Eponges ; fines,,143072,8942,,143072,Kilo,,,,16,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,176,Cornes de cerf ; en morceaux,,416,594,,416,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,176,Cornes de cerf ; Râpures,,4021,5744,,4021,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,212,Résines ; Térébenthine liquide,,5486,36571,,5486,Kilo,,,,0.15,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,214,Résines ; Térébenthine ; compacte,,822,4108,,822,Kilo,,,,0.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,214,Résines ; Térébenthine ; essence,,409,681,,409,Kilo,,,,0.6,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,214,Résines ; Scammonée,,21480,537,,21480,Kilo,,,,40,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,216,Baumes ; Benjoin,,2763,921,,2763,Kilo,,,,3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,216,"Baumes ; Storax préparé, liquide",,4806,3004,,4806,Kilo,,,,1.6,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,216,Baumes ; Copahu,,22084,11042,,22084,Kilo,,,,2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,218,Aloes,,12960,5891,,12960,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,218,Opium,,475520,14860,,475520,Kilo,,,,32,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,218,Camphre brut,,74104,18526,,74104,Kilo,,,,4,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,220,Camphre raffiné,,15776,1856,,15776,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,220,Manne,,103401,57445,,103401,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,220,Jus de réglisse,,372539,372539,,372539,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,224,Ipécacuana,,15275,1175,,15275,Kilo,,,,13,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,224,Rhubarbe,,25365,5073,,25365,Kilo,,,,5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,226,Salesepareille,,271215,90405,,271215,Kilo,,,,3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,226,Jalap,,182384,56995,,182384,Kilo,,,,3.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,226,Iris de Florence,,25366,14092,,25366,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,226,Réglisse,,100240,222755,,100240,Kilo,,,,0.45,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,226,Racines ; autres,,112203,37401,,112203,Kilo,,,,3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,228,"Ecorces ; de citrons, d'oranges et de leurs variétés",,10418,20835,,10418,Kilo,,,,0.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,228,Ecorces ; de Quinquina,,1386640,173330,,1386640,Kilo,,,,8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,228,Ecorces ; autres,,881,1101,,881,Kilo,,,,0.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,228,Herbes ; Absinthe,,1148,2295,,1148,Kilo,,,,0.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,228,Herbes ; Autres,,2693,5385,,2693,Kilo,,,,0.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,230,Feuilles ; de Séné,,126165,36047,,126165,Kilo,,,,3.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,230,Feuilles ; d'oranger,,37062,37062,,37062,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,230,Feuilles ; Autres,,524,524,,524,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,230,Fleurs ; de Lavande et d'oranger,,183466,91733,,183466,Kilo,,,,2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,230,Fleurs ; Autres,,3569,3569,,3569,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,232,Fruits ; Casse sans apprêt,,59766,39844,,59766,Kilo,,,,1.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,232,Fruits ; Tamarins ; en gousses,,3494,7764,,3494,Kilo,,,,0.45,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,232,Fruits ; Tamarins ; confits dans le sucre,,1399,933,,1399,Kilo,,,,1.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,232,Fruits ; Badiane ou Anis étoilé de la Chine,,10372,5186,,10372,Kilo,,,,2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,232,Fruits ; Graine de moutarde,,40033,80065,,40033,Kilo,,,,0.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,234,Fruits ; Barbotine,,1742,5808,,1742,Kilo,,,,0.3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,234,Fruits ; Follicules de séné,,39575,14134,,39575,Kilo,,,,2.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,234,Fruits ; Autres,,33821,33821,,33821,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,234,Lichens médicinaux,,1389,4630,,1389,Kilo,,,,0.3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,330,Médicaments composés (Eaux distillées sans alcool),,10405,2081,,10405,Kilo,,,,5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,308,Sels ammoniacaux ; bruts ou en poudre,,8834,2938,,8834,Kilo,,,,3.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,308,Sels ammoniacaux ; raffinés,,0,0,,0,Kilo,,,,3.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1828,Importations,,,310,"Sels, sulfates ; de magnésie",,8294,13824,,8294,Kilo,,,,0.6,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,172,Sangsues,,1337212,44573754,,1337212,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,172,Cantharides,,55710,5571,,55710,Kilo,,,,10,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,174,Castoreum,,2000,25,,2000,Kilo,,,,80,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,174,Eponges ; communes,,324005,64801,,324005,Kilo,,,,5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,174,Eponges ; fines,,144464,9029,,144464,Kilo,,,,16,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,176,Cornes de cerf ; en morceaux,,1235,1765,,1235,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,176,Cornes de cerf ; Râpures,,804,1148,,804,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,212,Résines ; Térébenthine liquide,,4910,32732,,4910,Kilo,,,,0.15,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,214,Résines ; Térébenthine ; compacte,,807,4038,,807,Kilo,,,,0.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,214,Résines ; Térébenthine ; essence,,1214,2024,,1214,Kilo,,,,0.6,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,214,Résines ; Scammonée,,69520,1738,,69520,Kilo,,,,40,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,216,Baumes ; Benjoin,,28338,9446,,28338,Kilo,,,,3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,216,"Baumes ; Storax préparé, liquide",,4107,2567,,4107,Kilo,,,,1.6,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,216,Baumes ; Copahu,,26536,13268,,26536,Kilo,,,,2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,218,Aloes,,16546,7521,,16546,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,218,Opium,,170624,5332,,170624,Kilo,,,,32,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,218,Camphre brut,,78336,19584,,78336,Kilo,,,,4,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,220,Camphre raffiné,,16295,1917,,16295,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,220,Manne,,171719,95399,,171719,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,220,Jus de réglisse,,463544,463544,,463544,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,224,Ipécacuana,,7553,581,,7553,Kilo,,,,13,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,224,Rhubarbe,,32425,6485,,32425,Kilo,,,,5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,226,Salesepareille,,609606,203202,,609606,Kilo,,,,3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,226,Jalap,,334800,104625,,334800,Kilo,,,,3.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,226,Iris de Florence,,51167,28426,,51167,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,226,Réglisse,,129328,287394,,129328,Kilo,,,,0.45,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,226,Racines ; autres,,93462,31154,,93462,Kilo,,,,3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,228,"Ecorces ; de citrons, d'oranges et de leurs variétés",,10032,20064,,10032,Kilo,,,,0.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,228,Ecorces ; de Quinquina,,4598088,574761,,4598088,Kilo,,,,8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,228,Ecorces ; autres,,727,909,,727,Kilo,,,,0.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,228,Herbes ; Absinthe,,1269,2539,,1269,Kilo,,,,0.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,228,Herbes ; Autres,,3980,7961,,3980,Kilo,,,,0.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,230,Feuilles ; de Séné,,150181,42909,,150181,Kilo,,,,3.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,230,Feuilles ; d'oranger,,44523,44523,,44523,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,230,Feuilles ; Autres,,518,518,,518,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,230,Fleurs ; de Lavande et d'oranger,,316352,158176,,316352,Kilo,,,,2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,230,Fleurs ; Autres,,10555,10555,,10555,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,232,Fruits ; Casse sans apprêt,,109170,72780,,109170,Kilo,,,,1.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,232,Fruits ; Tamarins ; en gousses,,1135,2522,,1135,Kilo,,,,0.45,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,232,Fruits ; Tamarins ; confits dans le sucre,,1942,1295,,1942,Kilo,,,,1.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,232,Fruits ; Badiane ou Anis étoilé de la Chine,,53864,26932,,53864,Kilo,,,,2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,232,Fruits ; Graine de moutarde,,29670,59340,,29670,Kilo,,,,0.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,234,Fruits ; Barbotine,,637,2122,,637,Kilo,,,,0.3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,234,Fruits ; Follicules de séné,,15061,5379,,15061,Kilo,,,,2.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,234,Fruits ; Autres,,32686,32686,,32686,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,234,Lichens médicinaux,,704,2346,,704,Kilo,,,,0.3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,330,Médicaments composés (Eaux distillées sans alcool),,17370,3474,,17370,Kilo,,,,5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,308,Sels ammoniacaux ; bruts ou en poudre,,6265,1988,,6265,Kilo,,,,3.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,308,Sels ammoniacaux ; raffinés,,0,0,,0,Kilo,,,,3.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1829,Importations,,,310,"Sels, sulfates ; de magnésie",,2067,3445,,2067,Kilo,,,,0.6,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,172,Sangsues,,1064550,35485000,,1064550,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,172,Cantharides,,57920,5792,,57920,Kilo,,,,10,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,174,Castoreum,,16080,201,,16080,Kilo,,,,80,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,174,Eponges ; communes,,331590,66318,,331590,Kilo,,,,5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,174,Eponges ; fines,,82960,5185,,82960,Kilo,,,,16,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,176,Cornes de cerf ; en morceaux,,2442,3488,,2442,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,176,Cornes de cerf ; Râpures,,149,213,,149,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,212,Résines ; Térébenthine liquide,,1818,12121,,1818,Kilo,,,,0.15,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,214,Résines ; Térébenthine ; compacte,,1375,6874,,1375,Kilo,,,,0.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,214,Résines ; Térébenthine ; essence,,559,932,,559,Kilo,,,,0.6,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,214,Résines ; Scammonée,,71600,1790,,71600,Kilo,,,,40,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,216,Baumes ; Benjoin,,15291,5097,,15291,Kilo,,,,3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,216,"Baumes ; Storax préparé, liquide",,7966,4979,,7966,Kilo,,,,1.6,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,216,Baumes ; Copahu,,6660,3330,,6660,Kilo,,,,2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,218,Aloes,,12181,5537,,12181,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,218,Opium,,289248,9039,,289248,Kilo,,,,32,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,218,Camphre brut,,33408,8352,,33408,Kilo,,,,4,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,220,Camphre raffiné,,29495,3470,,29495,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,220,Manne,,62438,34688,,62438,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,220,Jus de réglisse,,534840,534840,,534840,Kilo,,,,1,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,224,Ipécacuana,,21099,1623,,21099,Kilo,,,,13,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,224,Rhubarbe,,49380,9876,,49380,Kilo,,,,5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,226,Salesepareille,,329685,109895,,329685,Kilo,,,,3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,226,Jalap,,150451,47016,,150451,Kilo,,,,3.2,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,226,Iris de Florence,,39539,21966,,39539,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,226,Réglisse,,174407,387572,,174407,Kilo,,,,0.45,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,226,Racines ; autres,,103179,34393,,103179,Kilo,,,,3,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,228,"Ecorces ; de citrons, d'oranges et de leurs variétés",,16506,33011,,16506,Kilo,,,,0.5,,,,
,Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Tableau décennal,1830,Importations,,,228,Ecorces ; de Quinquina,,3812416,476552,,3812416,Kilo,,,,8,,,,
