numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,remarks,doubleaccounts
541,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,39,Drap ; de laine ; de Silésie,Gènes,2680,335,371940,livres,,0
542,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,39,Drap ; de laine ; de Silésie,Italie,133512,16689,371940,livres,,0
543,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,39,Drap ; de laine ; de Silésie,Savoye,10040,1255,371940,livres,,0
544,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,39,Drap ; de laine ; de Silésie,Suisse,5000,625,371940,livres,,0
545,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; de laine ; de Van Robais,Allemagne,141084,7338,362520,livres,,0
546,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; de laine ; de Van Robais,Espagne,76158,4231,362520,livres,,0
547,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; de laine ; de Van Robais,Flandre,36108,2006,362520,livres,,0
548,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; de laine ; de Van Robais,Italie,71820,3990,362520,livres,,0
549,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; de laine ; de Van Robais,Savoye,12510,695,362520,livres,,0
550,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; de laine ; de Van Robais,Suisse,24840,1380,362520,livres,,0
551,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,39,Drap ; de laine ; divers,Indes,1260,7,1260,pièces,,0
552,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,39,Drap ; de laine ; écarlatte,Allemagne,1218,84,25679,livres,,0
553,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,39,Drap ; de laine ; écarlatte,Espagne,3451,238,25679,livres,,0
554,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,39,Drap ; de laine ; écarlatte,Italie,13296,917,25679,livres,,0
555,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,39,Drap ; de laine ; écarlatte,Savoye,7714,532,25679,livres,,0
556,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; crepe de Reims,Espagne,1572,262,2872,livres,,0
557,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; crepe de Reims,Flandre,1300,26,2872,pièces,,0
558,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; daufine,Allemagne,37062,14825,43709,livres,,0
559,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; daufine,Italie,4162,1665,43709,livres,,0
560,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; daufine,Suisse,2485,820,43709,livres,,0
561,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; droguet,Etats-Unis,55750,5575,55750,livres,,0
562,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; espagnolette,Allemagne,29309,4185,146512,livres,,0
563,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; espagnolette,Espagne,17444,2492,146512,livres,,0
564,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; espagnolette,Flandre,8190,1170,146512,livres,,0
565,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; espagnolette,Genève,11090,1630,146512,livres,,0
566,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; espagnolette,Hollande,1841,263,146512,livres,,0
567,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; espagnolette,Italie,30401,4343,146512,livres,,0
568,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; espagnolette,Russie,2485,355,146512,????,,0
569,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; espagnolette,Savoye,31493,4499,146512,livres,,0
570,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; espagnolette,Suisse,14259,2037,146512,livres,,0
571,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; flanelle,Allemagne,4392,488,24834,livres,,0
572,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; flanelle,Espagne,4390,,24834,,,0
573,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; flanelle,Hollande,1464,366,24834,livres,,0
574,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; flanelle,Italie,10232,2558,24834,livres,,0
575,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; flanelle,Savoye,4356,1089,24834,livres,,0
576,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; futaine,Etats-Unis,2100,35,2100,pièces,,0
577,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; molton,Allemagne,1260,,9908,,,0
578,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; molton,Espagne,1312,164,9908,livres,,0
579,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; molton,Flandre,4304,123,9908,pièces,,0
580,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; molton,Italie,1448,362,9908,livres,,0
581,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; molton,Suisse,1584,44,9908,pièces,,0
582,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; ordinaire,Allemagne,433058,69432,7845202,livres,,0
583,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; ordinaire,Espagne,2728327,542131,7845202,livres,,0
584,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; ordinaire,Etats-Unis,725818,80642,7845202,livres,,0
585,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; ordinaire,Flandre,10056,1609,7845202,livres,,0
586,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; ordinaire,Genève,385241,61670,7845202,livres,,0
587,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; ordinaire,Gènes,109350,18225,7845202,livres,,0
588,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; ordinaire,Isles,49954,,7845202,,,0
589,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; ordinaire,Italie,1796314,294228,7845202,livres,,0
590,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; ordinaire,Naples,4200,700,7845202,livres,,0
591,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; ordinaire,Savoye,1277537,206644,7845202,livres,,0
592,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; ordinaire,Suisse,325347,52133,7845202,livres,,0
593,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; petite,Allemagne,99929,26259,548811,livres,,0
594,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; petite,Espagne,229314,76438,548811,livres,,0
595,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; petite,Flandre,51144,16948,548811,livres,,0
596,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; petite,Genève,2265,755,548811,livres,,0
597,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,41,Drap ; draperie ; petite,Hollande,2086,298,548811,livres,,0
598,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; petite,Italie,76983,25661,548811,livres,,0
599,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; petite,Portugal,38434,12402,548811,livres,,0
600,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; petite,Russie,7651,1093,548811,livres,,0
601,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; petite,Savoye,17665,5745,548811,livres,,0
602,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; petite,Suisse,23340,7780,548811,livres,,0
603,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; pinchina,Flandre,15250,61,15250,pièces,,0
604,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; ratine,Allemagne,5135,585,12891,livres,,0
605,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; ratine,Genève,1925,275,12891,livres,,0
606,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; ratine,Nord,1029,147,12891,livres,,0
607,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; ratine,Russie,4802,686,12891,livres,,0
608,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; raz de maroc,Allemagne,259880,25988,1495565,livres,,0
609,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; raz de maroc,Espagne,72785,7415,1495565,livres,,0
610,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; raz de maroc,Flandre,60965,6689,1495565,livres,,0
611,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; raz de maroc,Gènes,5650,565,1495565,livres,,0
612,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; raz de maroc,Isles,3700,370,1495565,livres,,0
613,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; raz de maroc,Italie,237050,23705,1495565,livres,,0
614,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; raz de maroc,Portugal,823500,82350,1495565,livres,,0
615,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; raz de maroc,Savoye,10350,1035,1495565,livres,,0
616,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; raz de maroc,Suisse,21685,2521,1495565,livres,,0
617,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; serge de laine,Allemagne,83708,16522,256919,livres,,0
618,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; serge de laine,Espagne,12842,3210,256919,livres,,0
619,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; serge de laine,Flandre,66743,14096,256919,livres,,0
620,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; serge de laine,Flandre,6400,160,256919,???? pièces,,0
621,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; serge de laine,Hollande,39936,9984,256919,livres,,0
622,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; serge de laine,Italie,37844,9451,256919,livres,,0
623,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; serge de laine,Savoye,7268,1817,256919,livres,,0
624,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Drap ; draperie ; serge de laine,Suisse,2178,1172,256919,livres,,0
625,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Allemagne,54840,,365583,,,0
626,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Danemark,1750,875,365583,livres,,0
627,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Espagne,44372,22101,365583,livres,,0
628,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Etats-Unis,3990,1900,365583,livres,,0
629,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Genève,9025,,365583,,,0
630,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Gènes,4124,2062,365583,livres,,0
631,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Hollande,17320,,365583,,,0
632,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Indes,1800,6,365583,caisses,,0
633,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Isles,127740,63870,365583,livres,,0
634,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Italie,8630,,365583,,,0
635,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Levant,4556,2278,365583,livres,,0
636,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Nord,2302,1151,365583,livres,,0
637,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Savoye,21876,10938,365583,livres,,0
638,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Suisse,57568,,365583,,,0
639,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,42,Droguerie,Suède,5690,2845,365583,livres,,0
640,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de la Reine d'Hongrie,Levant,6620,6620,6620,livres,,0
641,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de senteur,Allemagne,10117,8746,56851,livres,,0
642,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de senteur,Flandre,3350,1675,56851,livres,,0
643,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de senteur,Hollande,4010,3455,56851,livres,,0
644,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de senteur,Nord,3002,1801,56851,livres,,0
645,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de senteur,Russie,14164,7082,56851,livres,,0
646,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de senteur,Savoye,22208,22208,56851,livres,,0
647,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Allemagne,414193,208,5711531,muids,,0
648,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Angleterre,234198,1915,5711531,muids ordinaires,,0
649,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Angleterre,513560,3209,5711531,muids de genièvre,,0
650,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Danemark,501320,125330,5711531,veltes,,0
651,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Espagne,267005,1650,5711531,barriques,,0
652,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Etats-Unis,20072,5018,5711531,veltes,,0
653,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Flandre,174944,1749.5,5711531,barriques,,0
654,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Genève,1760,5030,5711531,livres,,0
655,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Hollande,1085185,310053,5711531,veltes,,0
656,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Hollande,1237796,16500,5711531,barriques,,0
657,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Indes,38692,9673,5711531,veltes,,0
658,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Isles,163280,1560,5711531,barriques,,0
659,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Italie,179703,599020,5711531,livres,,0
660,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Nord,476450,4133,5711531,pièces,,0
661,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Russie,20626,172,5711531,barriques,,0
662,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Savoye,53271,150892,5711531,livres,,0
663,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Suisse,19415,54165,5711531,livres,,0
664,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; de vie,Suède,310061,87515,5711531,veltes,,0
665,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; forte,Allemagne,1709,,6013,,,0
666,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; forte,Espagne,1884,1884,6013,livres,,0
667,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Eau ; forte,Savoye,2420,2420,6013,livres,,0
668,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Echalas,Allemagne,2400,42,2400,chars,,0
669,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Ecorce ; de cacao,Flandre,1207,,1207,,,0
670,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Ecorce ; de chesne,Allemagne,1500,15,1500,chars,,0
671,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,44,Ecorce ; de tilleul,Flandre,1109,,1109,,,0
672,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Encens,Italie,2589,4058,2589,livres,,0
673,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Epicerie,Espagne,28000,7000,29800,livres,,0
674,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Epicerie,Hollande,1800,800,29800,livres,,0
675,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Epingles,Allemagne,12417,3179,71804,livres,,0
676,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Epingles,Espagne,34804,,71804,,,0
677,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Epingles,Flandre,8845,2128,71804,livres,,0
678,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Epingles,Hollande,4102,1250,71804,livres,,0
679,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Epingles,Nord,1400,560,71804,livres,,0
680,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Epingles,Portugal,10236,,71804,,,0
681,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Essence ; de térébenthine,Allemagne,1728,,1728,,,0
682,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Estampes,Allemagne,53458,3987,75308,livres,,0
683,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Estampes,Espagne,2450,350,75308,livres,,0
684,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Estampes,Flandre,2000,200,75308,livres,,0
685,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Estampes,Russie,5000,500,75308,livres,,0
686,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Estampes,Suisse,12400,1240,75308,livres,,0
687,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Estrasse ; de soye,Gènes,9000,1500,9000,livres,,0
688,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Etain ; ouvré,Allemagne,9140,7625,51953,livres,,0
689,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Exports,46,Etain ; ouvré,Isles,1060,707,51953,livres,,0
