,Entré par,Source,,,Page,Année,Export/Export,Nom Marchandise,Direction,Pays/Région,Quantité,Unité de poids/quantité,Prix unitaire en  Lt (décimale),Valeur transcrite,Différence,Remarques
493,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Cacao,Marseille,Italie,"75 525,00",livres,"1,4000","21 147,000","-84 588,00",erreur
494,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Caffé,Marseille,Italie,"399 270,00",livres,"0,7500","299 452,000","-0,50",
495,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Caisses de bois de sapin,Marseille,Italie,"60,00",charges,"12,0000","720,000","0,00",
496,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Callemande,Marseille,Italie,"3 200,00",livres,"20,0000","64 000,000","0,00",
497,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Canefice,Marseille,Italie,"22 110,00",livres,"1,0000","22 110,000","0,00",
498,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Canelle,Marseille,Italie,"839,00",livres,"1,0000","839,000","0,00",
499,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Capres,Marseille,Italie,"52 610,00",livres,"0,1500","7 891,000","-0,50",
500,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Cardes a carder,Marseille,Italie,"760,00",livres,"2,0000","1 520,000","0,00",
501,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Cartons,Marseille,Italie,"36,00",douzaines,"3,0000","108,000","0,00",
502,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Cartons,Marseille,Italie,"300,00",livres,"2,0000","600,000","0,00",
503,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Carreaux de terre,Marseille,Italie,"5,00",milliers,"20,0000","100,000","0,00",
504,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Cartes à jouer,Marseille,Italie,"100,00",livres,"2,5000","250,000","0,00",
505,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Cendres de Sicile,Marseille,Italie,"6 295,00",livres,"0,0800","502,000","-1,60",
506,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Ceruse,Marseille,Italie,"330,00",livres,"0,2500","82,000","-0,50",
507,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Chaises de pailles,Marseille,Italie,"19,00",douzaines,"10,0000","190,000","0,00",
508,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Chanvre peigné,Marseille,Italie,"1 303,00",livres,"0,7500","977,000","-0,25",
509,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Chapeaux poil et laine,Marseille,Italie,"359,00",douzaines,"60,0000","21 540,000","0,00",
510,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Cheveux,Marseille,Italie,"2 074,00",livres,"20,0000","21 480,000","-20 000,00",erreur de calcul
511,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Cidre,Marseille,Italie,"1 200,00",livres,"0,5000","600,000","0,00",
512,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Cire jaune,Marseille,Italie,"65 319,00",livres,"1,5000","97 978,000","-0,50",
513,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Clous de fer,Marseille,Italie,"1 200,00",livres,"0,1500","180,000","0,00",
514,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Clous de fer,Marseille,Italie,"1,00",valeur,"48,0000","48,000","0,00",
515,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Cochenille,Marseille,Italie,"1 722,00",livres,"15,0000","25 830,000","0,00",
516,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Cochon salé,Marseille,Italie,"200,00",livres,"0,4000","80,000","0,00",
517,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Colle forte,Marseille,Italie,"5 320,00",livres,"0,4000","2 128,000","0,00",
518,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Confitures,Marseille,Italie,"1 010,00",livres,"1,0000","1 010,000","0,00",
519,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Corail ouvré,Marseille,Italie,"9 718,00",livres,"160,0000","1 154 880,000","-400 000,00",erreur de calcul
520,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Cordages d'espars,Marseille,Italie,"242,00",douzaines,"7,0000","1 594,000","-100,00",erreur de calcul
521,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Coton filé,Marseille,Italie,"2 836,00",livres,"1,2000","3 403,000","-0,20",
522,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Coton en laine,Marseille,Italie,"97 209,00",livres,"1,0000","97 209,000","0,00",
523,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Cotonne,Marseille,Italie,"720,00",livres,"3,0000","2 160,000","0,00",
524,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,16,1764,Exports,Couteaux,Marseille,Italie,"1 800,00",livres,"2,0000","3 600,000","0,00",
525,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Couvertures de laine,Marseille,Italie,"150,00",livres,"2,0000","300,000","0,00",
526,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Cuirs tannés,Marseille,Italie,"5 469,00",livres,"0,6000","3 281,000","-0,40",
527,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Cuisses d'oye,Marseille,Italie,"300,00",livres,"1,5000","450,000","0,00",
528,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Cuivre ouvré,Marseille,Italie,"450,00",livres,"1,5000","675,000","0,00",
529,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Cuivre tangoul,Marseille,Italie,"5 700,00",livres,"0,9000","5 130,000","0,00",
530,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Cumin,Marseille,Italie,"150,00",livres,"0,1800","27,000","0,00",
531,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Dorure fine,Marseille,Italie,"175,00",livres,"100,0000","17 500,000","0,00",
532,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Drap londrin,Marseille,Italie,"8 370,00",livres,"6,0000","50 220,000","0,00",
533,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Draperie ordinaire,Marseille,Italie,"58 719,00",livres,"5,0000","193 595,000","-100 000,00",erreur de calcul
534,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Draperie petite,Marseille,Italie,"26 968,00",livres,"2,5000","67 420,000","0,00",
535,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Drogueries,Marseille,Italie,"7 310,00",livres,"1,0000","7 310,000","0,00",
536,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Eau de fleur d'orange,Marseille,Italie,"1 240,00",livres,"0,4000","496,000","0,00",
537,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Eau de lavande,Marseille,Italie,"100,00",livres,"1,0000","100,000","0,00",
538,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Eau de milice,Marseille,Italie,"100,00",livres,"1,5000","150,000","0,00",
539,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Eau de raisine,Marseille,Italie,"540,00",livres,"0,2000","108,000","0,00",
540,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Eau de la Reine d'hongrie,Marseille,Italie,"6 702,00",livres,"0,7500","5 026,000","-0,50",
541,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Eau de rose,Marseille,Italie,"900,00",livres,"0,6000","540,000","0,00",
542,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Eau  de vie,Marseille,Italie,"51 450,00",livres,"0,2500","12 862,000","-0,50",
543,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Epicerie,Marseille,Italie,"281,00",livres,"1,5000","421,000","-0,50",
544,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Eponges,Marseille,Italie,"700,00",livres,"1,0000","700,000","0,00",
545,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Escayolles,Marseille,Italie,"1 300,00",livres,"0,1000","130,000","0,00",
546,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Etain ouvré,Marseille,Italie,"30 000,00",livres,"1,5000","45 000,000","0,00",
547,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Etoffe de soye,Marseille,Italie,"3 543,00",livres,"40,0000","141 720,000","0,00",
548,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Etoupes de chanvre,Marseille,Italie,"800,00",livres,"0,1000","80,000","0,00",
549,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Eventails,Marseille,Italie,"450,00",livres,"3,0000","1 350,000","0,00",
550,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Farine,Marseille,Italie,"6 815,00",livres,"0,1500","1 022,000","-0,25",
551,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Fayance,Marseille,Italie,"20 232,00",livres,"0,5000","10 116,000","0,00",
552,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Fer en barres,Marseille,Italie,"980,00",livres,"0,1500","147,000","0,00",
553,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Fer vieux,Marseille,Italie,"1 600,00",livres,"0,0500","80,000","0,00",
554,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Feves,Marseille,Italie,"1 655,00",charges,"8,0000","13 240,000","0,00",
555,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Figues,Marseille,Italie,"340,00",livres,"0,2000","68,000","0,00",
556,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Fil de chevre,Marseille,Italie,"355,00",livres,"3,0000","1 065,000","0,00",
557,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Filets a sardinaux,Marseille,Italie,"25,00",en nombre,"100,0000","2 500,000","0,00",
558,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,17,1764,Exports,Flanelle,Marseille,Italie,"200,00",livres,"3,0000","600,000","0,00",
559,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Fromage,Marseille,Italie,"13 315,00",livres,"0,3000","3 994,000","-0,50",
560,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Fruit a l'eau de vie,Marseille,Italie,"508,00",livres,"1,0000","508,000","0,00",
561,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Galles,Marseille,Italie,"45 175,00",livres,"0,9000","40 665,000","7,50",
562,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Garance,Marseille,Italie,"32 100,00",livres,"0,4000","12 840,000","0,00",
563,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Gaudron,Marseille,Italie,"129 000,00",livres,"0,1500","19 350,000","0,00",
564,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Gerles de terre,Marseille,Italie,"50,00",en nombre,"8,0000","400,000","0,00",
565,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Gomme adragan,Marseille,Italie,"173,00",livres,"1,5000","259,000","-0,50",
566,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Gomme commune,Marseille,Italie,"9 330,00",livres,"0,3000","2 799,000","0,00",
567,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Gomme du Pays,Marseille,Italie,"1 510,00",livres,"0,3000","453,000","0,00",
568,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Grabeau de cochenille,Marseille,Italie,"70,00",livres,"6,0000","420,000","0,00",
569,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Graine de fenouil,Marseille,Italie,"1 590,00",livres,"0,1500","238,000","-0,50",
570,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Graine de jardin,Marseille,Italie,"7 101,00",livres,"0,2000","1 420,000","-0,20",
571,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Graine de moutarde,Marseille,Italie,"100,00",livres,"0,2000","20,000","0,00",
572,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Huile d'olive,Marseille,Italie,"6 561,00",livres,"0,4000","2 624,000","-0,40",
573,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Huile de vitriol,Marseille,Italie,"300,00",livres,"4,0000","1 200,000","0,00",
574,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Jais,Marseille,Italie,"180,00",livres,"5,0000","900,000","0,00",
575,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Jalap,Marseille,Italie,"1 445,00",livres,"2,0000","2 890,000","0,00",
576,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Jarres,Marseille,Italie,"906,00",en nombre,"5,0000","4 530,000","0,00",
577,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Indienne,Marseille,Italie,"4 659,00",pièces,"12,0000","55 908,000","0,00",
578,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Indigo,Marseille,Italie,"29 340,00",livres,"5,0000","146 700,000","0,00",
579,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Ipecacuana,Marseille,Italie,"370,00",livres,"4,0000","1 480,000","0,00",
580,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Laine lavée,Marseille,Italie,"485,00",livres,"1,0000","485,000","0,00",
581,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,laine surge,Marseille,Italie,"3 479,00",livres,"0,4000","1 391,000","-0,60",
582,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Legumes,Marseille,Italie,"270 600,00",livres,"0,1500","40 590,000","0,00",
583,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Librairie,Marseille,Italie,"13 746,00",livres,"2,0000","27 492,000","0,00",
584,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Liege,Marseille,Italie,"2 000,00",livres,"0,5000","1 000,000","0,00",
585,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Lin peigné,Marseille,Italie,"775,00",livres,"1,0000","775,000","0,00",
586,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Liqueurs,Marseille,Italie,"11 630,00",livres,"0,7500","8 722,000","-0,50",
587,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Litarge,Marseille,Italie,"800,00",livres,"0,0800","64,000","0,00",
588,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Mane,Marseille,Italie,"2 198,00",livres,"1,7500","3 846,000","-0,50",
589,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Marbre ouvré,Marseille,Italie,"1 500,00",livres,"0,1000","150,000","0,00",
590,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Mastic,Marseille,Italie,"85,00",livres,"3,0000","255,000","0,00",
591,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Mercerie,Marseille,Italie,"49 043,00",livres,"3,5000","271 650,000","99 999,50",erreur de calcul
592,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Merevillons,Marseille,Italie,"140,00",charges,"6,0000","840,000","0,00",
593,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,18,1764,Exports,Miel,Marseille,Italie,"250,00",livres,"0,3000","75,000","0,00",
594,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,19,1764,Exports,Millet gros,Marseille,Italie,"80,00",charges,"20,0000","1 600,000","0,00",
595,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,19,1764,Exports,Modes,Marseille,Italie,"150,00",livres,"50,0000","7 500,000","0,00",
596,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,19,1764,Exports,Morue seche,Marseille,Italie,"531 375,00",livres,"0,3000","159 412,000","-0,50",
597,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,19,1764,Exports,Morue verte,Marseille,Italie,"500,00",livres,"0,2000","100,000","0,00",
598,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,19,1764,Exports,Mouchoirs de coton,Marseille,Italie,"39,00",pièces,"8,0000","312,000","0,00",
