numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,total,quantity_unit,remarks,doubleaccounts
2898,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,49,Cuirs ; tannés ; de vache,,96129,82871,96129,Livres,,0
2899,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,49,Cuivre ; divers,,259551,305558,259551,Livres,,0
2900,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,49,Cuivre ; ouvré,,2619,1810,2619,Livres,,0
2901,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Cuivre ; en planches,,389443,277090,389443,Livres,,0
2902,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Cuivre ; en platine et plaque,,39657,27598,39657,Livres,,0
2903,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Cuivre ; dit potin,,175500,292500,175500,Livres,,0
2904,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Cuivre ; vieux et en mitraille,,3194,4259,3194,Livres,,0
2905,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Dentelles ; de fil,,1500,25,1500,Livres,,0
2906,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Draps ; de laine ; draperies ; diverses,,1348686,,1348686,,,0
2907,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Draps ; de laine ; communs,,76160,9900,76160,Livres,,0
2908,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; mêlées ; diverses,,443717,,443717,Livres,,0
2909,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; mêlées ; borax,,2441,1017,2441,Livres,,0
2910,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; mêlées ; gomme ; adragante,,250214,104256,250214,Livres,,0
2911,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; mêlées ; gomme ; arabique,,49177,42763,49177,Livres,,0
2912,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; mêlées ; gomme ; de barbarie,,12095,17278,12095,Livres,,0
2913,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; mêlées ; gomme ; commune,,75295,150592,75295,Livres,,0
2914,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; mêlées ; gomme ; gutte,,13030,2555,13030,Livres,,0
2915,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; mêlées ; gomme ; laque,,41359,20952,41359,Livres,,0
2916,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; mêlées ; gomme ; sandaraque,,2454,4232,2454,Livres,,0
2917,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; mêlées ; gomme ; Sénégal,,1354,1003,1354,Livres,,0
2918,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; mêlées ; mastic,,2454,654,2454,Livres,,0
2919,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; médécinales ; diverses,,8719,,8719,Livres,,0
2920,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; médécinales ; aloes,,3132,783,3132,Livres,,0
2921,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; médécinales ; baume ; du Pérou,,3155,544,3155,Livres,,0
2922,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; médécinales ; calaurure,,1149,1854,1149,Livres,,0
2923,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; médécinales ; camphre,,4760,1190,4760,Livres,,0
2924,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; médécinales ; cantharides,,1421,412,1421,Livres,,0
2925,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; médécinales ; capilaire,,5887,,5887,,,0
2926,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; médécinales ; carrouge,,3318,55296,3318,Livres,,0
2927,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; médécinales ; cassia lignea,,8368,3156,8368,Livres,,0
2928,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; médécinales ; cevadille,,1405,1952,1405,Livres,,0
2929,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; médécinales ; coque Levant,,6150,6833,6150,Livres,,0
2930,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,50,Drogues ; médécinales ; crème ; de tartre,,16296,45268,16296,Livres,,0
2931,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Cuivre ; en planches,,21000,15000,21000,Livres,,0
2932,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Dentelles ; diverses,,5430,,5430,,,0
2933,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Dentelles ; de soye,,100500,201,100500,Livres,,0
2934,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Draperie ; de laine ; diverse,,4482125,1170,4482125,Livres,,2
2935,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Draperie ; de laine ; diverse,,4482125,297804,4482125,Aunes,,1
2936,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Draperie ; de laine ; Londrin,,6075261,675029,6075261,Aunes,,0
2937,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Draperie ; de laine ; de Sedan,,1000,50,1000,Livres,,0
2938,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; mêlées ; diverses,,408318,,408318,,,0
2939,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; mêlées ; benjoin,,5908,6034,5908,Livres,,0
2940,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; mêlées ; borax,,6214,3107,6214,Livres,,0
2941,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; mêlées ; fleur d'aspic ou de lavande,,1039,12990,1039,Livres,,0
2942,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; mêlées ; gomme ; adragante,,5534,2214,5534,Livres,,0
2943,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; mêlées ; gomme ; arabique,,166137,138718,166137,Livres,,0
2944,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; mêlées ; gomme ; de barbarie,,30666,40887,30666,Livres,,0
2945,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; mêlées ; gomme ; laque,,7664,5110,7664,Livres,,0
2946,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; mêlées ; gomme ; gedda,,3180,3534,3180,Livres,,0
2947,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; mêlées ; mastic,,2666,1185,2666,Livres,,0
2948,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; médécinales ; diverses,,8626,,8626,,,0
2949,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; médécinales ; assafétida,,1456,971,1456,Livres,,0
2950,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; médécinales ; camphre,,37974,20706,37974,Livres,,0
2951,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; médécinales ; cantharides,,4495,1000,4495,Livres,,0
2952,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; médécinales ; coloquinte,,1289,1401,1289,Livres,,0
2953,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; médécinales ; coraline,,1155,642,1155,Livres,,0
2954,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,51,Drogues ; médécinales ; crème ; de tartre,,9569,25182,9569,Livres,,0
2955,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; cumin,,2253,7269,2253,Livres,,0
2956,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; jalap,,28932,17019,28932,Livres,,0
2957,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; ipécacuanha,,12474,1386,12474,Livres,,0
2958,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; jus de réglisse,,172905,399298,172905,Livres,,0
2959,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; manne,,696000,556801,696000,Livres,,0
2960,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; pignons d'Inde,,8800,110002,8800,Livres,,0
2961,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; quinquina,,244330,34908,244330,Livres,,0
2962,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; réglisse ; en bois,,25781,229435,25781,Livres,,0
2963,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; rhubarbe,,33735,3681,33735,Livres,,0
2964,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; saffran,,37188,1641,37188,Livres,,0
2965,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; salsepareille,,113095,47123,113095,Livres,,0
2966,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; scamonée,,20800,1600,20800,Livres,,0
2967,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; semens contra,,1367,547,1367,Livres,,0
2968,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; séné,,134449,64141,134449,Livres,,0
2969,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; squine,,4541,3784,4541,Livres,,0
2970,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; stafisaigre,,5894,4912,5894,Livres,,0
2971,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; storax,,20410,8754,20410,Livres,,0
2972,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; médécinales ; tamarin,,10181,16054,10181,Livres,,0
2973,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; chimiques et métalliques ; antimoine,,1125,4501,1125,Livres,,0
2974,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; chimiques et métalliques ; argent ; vif,,17550,15850,17550,Livres,,0
2975,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; chimiques et métalliques ; arsenic,,2341,9364,2341,Livres,,0
2976,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; chimiques et métalliques ; esprit ; de sel,,10550,,10550,,,0
2977,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; chimiques et métalliques ; marcure,,850,170,850,Livres,,0
2978,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; chimiques et métalliques ; sel ; ammoniac,,96959,57694,96959,Livres,,0
2979,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; chimiques et métalliques ; sel ; d'epsum,,5208,3150,5208,Livres,,0
2980,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; chimiques et métalliques ; sel ; de Globert,,6440,4600,6440,Livres,,0
2981,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; chimiques et métalliques ; sublime,,756,189,756,Livres,,0
2982,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; chimiques et métalliques ; vitriol,,6535,9714,6535,Livres,,0
2983,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; odorantes ; encens,,207403,296290,207403,Livres,,0
2984,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; odorantes ; musc,,8038,"32,125",8038,Livres,,0
2985,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; pour la peinture et la teinture ; diverses,,78022,,78022,,,0
2986,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; pour la peinture et la teinture ; alquifoux,,26691,128364,26691,Livres,,0
2987,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; pour la peinture et la teinture ; alun,,433294,1636619,433294,Livres,,0
2988,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; pour la peinture et la teinture ; azur,,59329,79106,59329,Livres,,0
2989,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; pour la peinture et la teinture ; bleu ; en pierre,,3500,3500,3500,Livres,,0
2990,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,52,Drogues ; pour la peinture et la teinture ; bleu ; de prusse,,3788,424,3788,Livres,,0
