Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks,
Fatima zahra,,1775,26,Cercles à tonneaux,Italie,13 600,6 800,,,35 887,,
Fatima zahra,,1775,26,Cercles à tonneaux,Naples,5 700,2 280,,,35 887,,
Fatima zahra,,1775,26,Cercles à tonneaux,Genes,138 760,13 876,,,35 887,,
Fatima zahra,,1775,26,Ceruze,Hollande,1 841 102,387 904,,,,,
Fatima zahra,,1775,26,Chandelle,Allemagne,14 960,7 618,,,21 757,,
Fatima zahra,,1775,26,Chandelle,Angleterre,14 793,7 474,,,21 757,,
Fatima zahra,,1775,26,Chandelle,Russie,8 609,4 304,,,21 757,,
Fatima zahra,,1775,26,Chandelle,Savoye,5 715,2 361,,,21 757,,
Fatima zahra,,1775,26,Chanvre ; battu,Savoye,143 200,57 280,,,3 171 025,,
Fatima zahra,,1775,26,Chanvre ; cru,Angleterre,8 000,1 600,2 795 258,,3 171 025,,
Fatima zahra,,1775,26,Chanvre ; cru,Danemark,929 500,253 175,2 795 258,,3 171 025,,
Fatima zahra,,1775,26,Chanvre ; cru,Flandre,101 800,27 995,2 795 258,,3 171 025,,
Fatima zahra,,1775,26,Chanvre ; cru,Hollande,877 689,230 293,2 795 258,,3 171 025,,
Fatima zahra,,1775,26,Chanvre ; cru,Italie,790 422,158 084,2 795 258,,3 171 025,,
Fatima zahra,,1775,26,Chanvre ; cru,Naples,1 932 528,386 505,2 795 258,,3 171 025,,
Fatima zahra,,1775,26,Chanvre ; cru,Genes,211 950,42 390,2 795 258,,3 171 025,,
Fatima zahra,,1775,26,Chanvre ; cru,Nord,2 494 725,686 400,2 795 258,,3 171 025,,
Fatima zahra,,1775,28,Chanvre ; cru,Russie,3 433 050,893 348,2 795 258,,3 171 025,,
Fatima zahra,,1775,28,Chanvre ; cru,Savoye,535 840,107 168,2 795 258,,3 171 025,,
Fatima zahra,,1775,28,Chanvre ; cru,Suede,41 500,8 300,2 795 258,,3 171 025,,
Fatima zahra,,1775,28,Chanvre ; peigné,Allemagne,29 783,15 097,66 978,,3 171 025,,
Fatima zahra,,1775,28,Chanvre ; peigné,Hollande,26 755,8 098,66 978,,3 171 025,,
Fatima zahra,,1775,28,Chanvre ; peigné,Naples,33 840,16 920,66 978,,3 171 025,,
Fatima zahra,,1775,28,Chanvre ; peigné,Genes,4 700,1 880,66 978,,3 171 025,,
Fatima zahra,,1775,28,Chanvre ; peigné,Russie,58 107,17 432,66 978,,3 171 025,,
Fatima zahra,,1775,28,Chanvre ; peigné,Savoye,8 913,4 456,66 978,,3 171 025,,
Fatima zahra,,1775,28,Chanvre ; peigné,Suisse,6 190,3 095,66 978,,3 171 025,,
Fatima zahra,,1775,28,Chanvre ; carames,Espagne,38 200,11 460,251 509,,3 171 025,,
Fatima zahra,,1775,28,Chanvre ; carames,Hollande,276 018,74 834,251 509,,3 171 025,,
Fatima zahra,,1775,28,Chanvre ; carames,Russie,582 419,165 215,251 509,,3 171 025,,
Fatima zahra,,1775,30,Chapeaux ; de paille,Italie,2 900,17 400,,,17 400,,
Fatima zahra,,1775,30,Charbon ; de bois ,Allemagne,5 978,119 560,241 160,,2 581 819,,
Fatima zahra,,1775,30,Charbon ; de bois ,Espagne,60 000,2 100,241 160,,2 581 819,,
Fatima zahra,,1775,30,Charbon ; de bois ,Italie,690 000,20 700,241 160,,2 581 819,,
Fatima zahra,,1775,30,Charbon ; de bois ,Naples,80 000,2 800,241 160,,2 581 819,,
Fatima zahra,,1775,30,Charbon ; de bois ,Genes,640 000,96 000,241 160,,2 581 819,,
Fatima zahra,,1775,30,Charbon ; de terre ,Allemagne,13 565,81 396,2 340 659,,2 581 819,,
Fatima zahra,,1775,30,Charbon ; de terre ,Angleterre,30 174,905 245,2 340 659,,2 581 819,,
Fatima zahra,,1775,30,Charbon ; de terre ,Flandre,222 571,1 335 426,2 340 659,,2 581 819,,
Fatima zahra,,1775,30,Charbon ; de terre ,Hollande,185 920,18 592,2 340 659,,2 581 819,,
Fatima zahra,,1775,30,Chaux,Flandre,148,4 440,,,,,
Fatima zahra,,1775,30,Chevaux,Allemagne,565,84 750,,,688 696,,
Fatima zahra,,1775,30,Chevaux,Angleterre,698,482 000,,,688 696,,
Fatima zahra,,1775,30,Chevaux,Flandre,160,84 380,,,688 696,,
Fatima zahra,,1775,30,Chevaux,Savoye,229,30 750,,,688 696,,
Fatima zahra,,1775,30,Chevaux,Suisse,56,6 816,,,688 696,,
Fatima zahra,,1775,30,Chevres,Savoye,243,2 430,,,,,
Fatima zahra,,1775,33,Chevrons,Savoye,347,2 083,,,,,
Fatima zahra,,1775,33,Chiens,Angleterre,338,3 380,,,,,
Fatima zahra,,1775,33,Chocolats,Espagne,3 031,6 570,,,29 218,,
Fatima zahra,,1775,33,Chocolats,Italie,10 566,21 132,,,29 218,,
Fatima zahra,,1775,33,Chocolats,Isles,758,1 516,,,29 218,,
Fatima zahra,,1775,33,Cinabre,Hollande,299,1 196,,,,,
Fatima zahra,,1775,33,Cire ; blanche,Nord,11 365,25 571,,,2 656 236,,
Fatima zahra,,1775,33,Cire ; jaune,Allemagne,785,1 177,2 630 665,,2 656 236,,
Fatima zahra,,1775,33,Cire ; jaune,Angleterre,53 754,80 661,2 630 665,,2 656 236,,
Fatima zahra,,1775,33,Cire ; jaune,Hollande,30 016,56 182,2 630 665,,2 656 236,,
Fatima zahra,,1775,33,Cire ; jaune,Genes,2 310,3 465,2 630 665,,2 656 236,,
Fatima zahra,,1775,33,Cire ; jaune,Levant,532 368,798 552,2 630 665,,2 656 236,,
Fatima zahra,,1775,33,Cire ; jaune,Nord,824 040,1 640 993,2 630 665,,2 656 236,,
Fatima zahra,,1775,33,Cire ; jaune,Russie,20 710,41 420,2 630 665,,2 656 236,,
Fatima zahra,,1775,33,Cire ; jaune,Isles,5 392,8 215,2 630 665,,2 656 236,,
Fatima zahra,,1775,33,Citrons et oranges,Espagne,2 938 320,146 916,,,713 743,,
Fatima zahra,,1775,33,Citrons et oranges,Flandre,200 820,14 380,,,713 743,,
Fatima zahra,,1775,33,Citrons et oranges,Italie,3 885 160,194 258,,,713 743,,
Fatima zahra,,1775,33,Citrons et oranges,Genes,3 528,52 927,,,713 743,,
Fatima zahra,,1775,33,Citrons et oranges,Portugal,26 952,269 525,,,713 743,,
Fatima zahra,,1775,33,Citrons et oranges,Savoye,2 382,35 737,,,713 743,,
Fatima zahra,,1775,33,Civadilles,Espagne,8 000,8 000,,,68 000,,
Fatima zahra,,1775,33,Civadilles,Italie,60 000,60 000,,,68 000,,
Fatima zahra,,1775,33,Cloches de fonte,Hollande,1 200,1 500,,,,,
Fatima zahra,,1775,33,Clous de fer,Allemagne,100 915,25 479,,,114 368,,
Fatima zahra,,1775,33,Clous de fer,Flandre,21 013,4 010,,,114 368,,
Fatima zahra,,1775,33,Clous de fer,Hollande,294 343,74 884,,,114 368,,
Fatima zahra,,1775,33,Clous de fer,Nord,47 100,4 275,,,114 368,,
Fatima zahra,,1775,33,Clous de fer,Suede,22 400,5 720,,,114 368,,
Fatima zahra,,1775,35,Cochenille,Espagne,175 282,3 297 742,,,3 315 722,,
Fatima zahra,,1775,35,Cochenille,Flandre,111,5 605,,,3 315 722,,
Fatima zahra,,1775,35,Cochenille,Hollande,480,12 375,,,3 315 722,,
Fatima zahra,,1775,35,Cocons de soye,Levant,9 100,13 650,,,33 600,,
Fatima zahra,,1775,35,Cocons de soye,Savoye,13 300,19 950,,,33 600,,
Fatima zahra,,1775,35,Colle ; forte,Flandre,27 120,15 522,103 251,,843 301,,
Fatima zahra,,1775,35,Colle ; forte,Hollande,138 794,87 729,103 251,,843 301,,
Fatima zahra,,1775,35,Colle ; de poisson,Hollande,142 232,707 415,740 050,,843 301,,
Fatima zahra,,1775,35,Colle ; de poisson,Italie,3 000,15 000,740 050,,843 301,,
Fatima zahra,,1775,35,Colle ; de poisson,Nord,490,2 450,740 050,,843 301,,
Fatima zahra,,1775,35,Colle ; de poisson,Russie,2 037,15 185,740 050,,843 301,,
Fatima zahra,,1775,35,Colombine,Espagne,363 110,18 155,,,33 155,,
Fatima zahra,,1775,35,Colombine,Italie,70 000,7 000,,,33 155,,
Fatima zahra,,1775,35,Colombine,Savoye,80 000,8 000,,,33 155,,
Fatima zahra,,1775,35,Coloquintes,Espagne,3 970,3 970,,,,,
Fatima zahra,,1775,35,Confitures,Allemagne,7 070,5 382,,,49 725,,
Fatima zahra,,1775,35,Confitures,Italie,1 377,1 377,,,49 725,,
Fatima zahra,,1775,35,Confitures,Genes,22 727,22 727,,,49 725,,
Fatima zahra,,1775,35,Confitures,Savoye,1 270,1 270,,,49 725,,
Fatima zahra,,1775,35,Confitures,Isles,22 721,15 676,,,49 725,,
Fatima zahra,,1775,35,Confitures,Indes,2 635,3 293,,,49 725,,
Fatima zahra,,1775,35,Conterie,Italie,20 043,20 043,,,23 968,,
Fatima zahra,,1775,35,Conterie,Genes,3 925,3 925,,,23 968,,
Fatima zahra,,1775,35,Coquilles de Mocres,Hollande,16 970,10 182,,,60 872,,
Fatima zahra,,1775,35,Coquilles de Mocres,Indes,84 484,50 690,,,60 872,,
Fatima zahra,,1775,35,Corail ; brut,Italie,3 634,1 817,9 717,,13 717,,
Fatima zahra,,1775,35,Corail ; brut,Levant,15 800,7 900,9 717,,13 717,,
Fatima zahra,,1775,35,Corail ; ouvré,Espagne,25,4 000,,,13 717,,
Fatima zahra,,1775,37,Corbeilles d'ozier,Genes,195,2 340,,,,,
Fatima zahra,,1775,37,Cordage ; d'auf,Espagne,287 819,28 781,,,80 757,,
Fatima zahra,,1775,37,Cordage ; de chanvre,Italie,8 105,2 431,51 976,,80 757,,
Fatima zahra,,1775,37,Cordage ; de chanvre,Naples,14 178,4 253,51 976,,80 757,,
Fatima zahra,,1775,37,Cordage ; de chanvre,Nord,125 100,37 530,51 976,,80 757,,
Fatima zahra,,1775,37,Cordage ; de chanvre,Savoye,25 874,7 762,51 976,,80 757,,
Fatima zahra,,1775,37,Cordes à boyaux,Naples,603,3 618,,,,,
Fatima zahra,,1775,37,Cornes ; de beufs,Allemagne,7 800,1 215,2 558,,44 841,,
Fatima zahra,,1775,37,Cornes ; de beufs,Angleterre,13 431,1 343,2 558,,44 841,,
Fatima zahra,,1775,37,Cornes ; de cerf,Levant,6 000,1 200,,,44 841,,
Fatima zahra,,1775,37,Cornes ; à lanterne,Angleterre,2 811,2 811,17 382,,44 841,,
Fatima zahra,,1775,37,Cornes ; à lanterne,Flandre,4 060,6 090,17 382,,44 841,,
Fatima zahra,,1775,37,Cornes ; à lanterne,Hollande,8 481,8 481,17 382,,44 841,,
Fatima zahra,,1775,37,Cornes ; de mouton,Espagne,42 960,4 296,23 701,,44 841,,
Fatima zahra,,1775,37,Cornes ; de mouton,Italie,17 000,1 700,23 701,,44 841,,
Fatima zahra,,1775,37,Cornes ; de mouton,Levant,20 280,2 028,23 701,,44 841,,
Fatima zahra,,1775,37,Cornes ; de mouton,Portugal,68 500,6 850,23 701,,44 841,,
Fatima zahra,,1775,37,Cornes ; de mouton,Savoye,88 270,8 827,23 701,,44 841,,
Fatima zahra,,1775,37,Coton ; file,Allemagne,7 374,23 632,1 307 279,,13 292 657,,
Fatima zahra,,1775,37,Coton ; file,Flandre,14 454,31 978,1 307 279,,13 292 657,,
Fatima zahra,,1775,37,Coton ; file,Hollande,9 080,40 860,1 307 279,,13 292 657,,
Fatima zahra,,1775,37,Coton ; file,Italie,219 107,241 017,1 307 279,,13 292 657,,
Fatima zahra,,1775,37,Coton ; file,Naples,6 900,7 590,1 307 279,,13 292 657,,
Fatima zahra,,1775,37,Coton ; file,Genes,5 200,5 720,1 307 279,,13 292 657,,
Fatima zahra,,1775,37,Coton ; file,Levant,827 111,909 822,1 307 279,,13 292 657,,
Fatima zahra,,1775,37,Coton ; file,Suisse,10 745,46 660,1 307 279,,13 292 657,,
Fatima zahra,,1775,37,Coton ; en laine,Allemagne,3 500,7 018,11 985 378,,13 292 657,,
Fatima zahra,,1775,37,Coton ; en laine,Angleterre,14 560,32 032,11 985 378,,13 292 657,,
Fatima zahra,,1775,37,Coton ; en laine,Espagne,700,1 540,11 985 378,,13 292 657,,
Fatima zahra,,1775,37,Coton ; en laine,Hollande,2 099,4 617,11 985 378,,13 292 657,,
Fatima zahra,,1775,37,Coton ; en laine,Levant,3 051 416,3 051 414,11 985 378,,13 292 657,,
Fatima zahra,,1775,37,Coton ; en laine,Portugal,545 240,1 290 795,11 985 378,,13 292 657,,
Fatima zahra,,1775,37,Coton ; en laine,Isles,3 798 405,7 568 191,11 985 378,,13 292 657,,
Fatima zahra,,1775,37,Coton ; en laine,Indes,22 554,29 771,11 985 378,,13 292 657,,
Fatima zahra,,1775,37,Couperon,Angleterre,145 131,11 610,,,152 633,,
Fatima zahra,,1775,37,Couperon,Espagne,15 000,1 500,,,152 633,,
Fatima zahra,,1775,39,Couperon,Flandre,706 170,57 738,,,152 633,,
Fatima zahra,,1775,39,Couperon,Hollande,702 010,70 201,,,152 633,,
Fatima zahra,,1775,39,Couperon,Nord,115 840,11 584,,,152 633,,
Fatima zahra,,1775,39,Couteaux,Hollande,10 200,15 292,,,,,
Fatima zahra,,1775,39,Couvertures ; de coton,Italie,1 500,2 250,26 850,,29 300,,
Fatima zahra,,1775,39,Couvertures ; de coton,Nord,14 400,21 600,26 850,,29 300,,
Fatima zahra,,1775,39,Couvertures ; de coton,Levant,1 000,3 000,26 850,,29 300,,
Fatima zahra,,1775,39,Couvertures ; de laine,Espagne,1 225,2 450,,,29 300,,
Fatima zahra,,1775,39,Creme de tartre,Hollande,4 850,3 445,,,,,
Fatima zahra,,1775,39,Creusets,Nord,,1 079,,,,,
Fatima zahra,,1775,39,Cricks,Hollande,,1 145,,,,,
Fatima zahra,,1775,39,Crin,Allemagne,2 126,1 791,,,431 211,,
Fatima zahra,,1775,39,Crin,Hollande,6 686,7 198,,,431 211,,
Fatima zahra,,1775,39,Crin,Naples,24 200,18 150,,,431 211,,
Fatima zahra,,1775,39,Crin,Levant,340 226,255 169,,,431 211,,
Fatima zahra,,1775,39,Crin,Nord,57 698,30 464,,,431 211,,
Fatima zahra,,1775,39,Crin,Russie,113 832,113 832,,,431 211,,
Fatima zahra,,1775,39,Crin,Savoye,5 759,4 607,,,431 211,,
Fatima zahra,,1775,39,Cuirs ; de beuf ; en poil,Allemagne,8 116,81 165,2 542 659,2 628 602,2 655 815,,
Fatima zahra,,1775,39,Cuirs ; de beuf ; en poil,Espagne,55 214,1 563 148,2 542 659,2 628 602,2 655 815,,
Fatima zahra,,1775,39,Cuirs ; de beuf ; en poil,Hollande,569,8 349,2 542 659,2 628 602,2 655 815,,
Fatima zahra,,1775,39,Cuirs ; de beuf ; en poil,Naples,9 400,1 410,2 542 659,2 628 602,2 655 815,,
Fatima zahra,,1775,39,Cuirs ; de beuf ; en poil,Genes,6 830,1 707,2 542 659,2 628 602,2 655 815,,
Fatima zahra,,1775,41,Cuirs ; de beuf ; en poil,Levant,1 644 247,411 061,2 542 659,2 628 602,2 655 815,,
Fatima zahra,,1775,41,Cuirs ; de beuf ; en poil,Portugal,15 981,159 807,2 542 659,2 628 602,2 655 815,,
Fatima zahra,,1775,41,Cuirs ; de beuf ; en poil,Isles,24 806,297 596,2 542 659,2 628 602,2 655 815,,
Fatima zahra,,1775,41,Cuirs ; de beuf ; en poil,Indes,1 151,18 416,2 542 659,2 628 602,2 655 815,,
Fatima zahra,,1775,41,Cuirs ; de beuf ; tannés,Flandre,176,4 403,85 943,2 628 602,2 655 815,,
Fatima zahra,,1775,41,Cuirs ; de beuf ; tannés,Italie,700,42 000,85 943,2 628 602,2 655 815,,
Fatima zahra,,1775,41,Cuirs ; de beuf ; tannés,Savoye,1 990,2 985,85 943,2 628 602,2 655 815,,
Fatima zahra,,1775,41,Cuirs ; de beuf ; tannés,Isles,69 205,36 555,85 943,2 628 602,2 655 815,,
Fatima zahra,,1775,41,Cuirs ; de Russie,Hollande,13 743,13 743,24 413,,2 655 815,,
Fatima zahra,,1775,41,Cuirs ; de Russie,Nord,10 670,10 670,24 413,,2 655 815,,
Fatima zahra,,1775,41,Cuirs ; de vache ; en poil,Hollande,300,2 800,2 800,,2 655 815,,
Fatima zahra,,1775,41,Cuivre ; en batterie,Allemagne,1 591,2 270,11 508,,3 110 724,,
Fatima zahra,,1775,41,Cuivre ; en batterie,Hollande,4 560,7 935,11 508,,3 110 724,,
Fatima zahra,,1775,41,Cuivre ; en batterie,Nord,745,1 303,11 508,,3 110 724,,
Fatima zahra,,1775,41,Cuivre ; brut,Espagne,73 968,78 541,414 613,,3 110 724,,
Fatima zahra,,1775,41,Cuivre ; brut,Flandre,4 100,5 125,414 613,,3 110 724,,
Fatima zahra,,1775,41,Cuivre ; brut,Hollande,181 352,216 886,414 613,,3 110 724,,
Fatima zahra,,1775,41,Cuivre ; brut,Levant,30 000,42 000,414 613,,3 110 724,,
Fatima zahra,,1775,41,Cuivre ; brut,Nord,24 166,30 207,414 613,,3 110 724,,
Fatima zahra,,1775,41,Cuivre ; brut,Suede,32 449,41 854,414 613,,3 110 724,,
Fatima zahra,,1775,41,Cuivre ; en chaudrons,Flandre,69 663,95 787,,,3 110 724,,
Fatima zahra,,1775,41,Cuivre ; en feuilles,Danemark,19 427,25 255,72 445,,3 110 724,,
Fatima zahra,,1775,41,Cuivre ; en feuilles,Hollande,36 300,47 190,72 445,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en fonds,Suisse,1 900,2 280,,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en fourure,Allemagne,425 423,595 591,671 251,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en fourure,Flandre,46 567,69 850,671 251,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en fourure,Hollande,3 320,5 810,671 251,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; jaune,Hollande,9 780,12 225,,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; ouvré,Allemagne,2 178,3 267,26 157,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; ouvré,Hollande,10 359,17 250,26 157,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; ouvré,Nord,2 753,4 342,26 157,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; ouvré,Savoye,1 007,1 298,26 157,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en planches,Flandre,65 747,92 045,1 328 628,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en planches,Hollande,213 209,298 490,1 328 628,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en planches,Nord,561 527,786 002,1 328 628,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en planches,Russie,1 900,2 480,1 328 628,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en planches,Suede,78 085,109 319,1 328 628,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en planches,Suisse,30 994,40 292,1 328 628,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en plaques,Flandre,925,1 295,,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en platines,Hollande,23 371,26 876,,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; rouge,Allemagne,32 545,48 817,,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en rozelle,Danemark,18 571,18 571,80 956,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en rozelle,Espagne,13 025,13 705,80 956,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en rozelle,Hollande,7 200,8 640,80 956,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en rozelle,Nord,22 660,27 080,80 956,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; en rozelle,Suede,10 600,12 960,80 956,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; tangout,Espagne,150 556,135 502,170 881,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; tangout,Levant,9 848,8 863,170 881,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; tangout,Nord,29 463,26 516,170 881,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; vieux,Allemagne,3 711,3 503,147 005,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; vieux,Hollande,149 509,134 558,147 005,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; vieux,Hollande,,,147 005,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; vieux,Nord,6 940,6 246,147 005,,3 110 724,,
Fatima zahra,,1775,43,Cuivre ; vieux,Suisse,2 887,2 698,147 005,,3 110 724,,
Fatima zahra,,1775,43,Cumin,Hollande,6 140,1 839,,,4 639,,
Fatima zahra,,1775,43,Cumin,Italie,17 500,2 800,,,4 639,,
Fatima zahra,,1775,43,Curcuma,Hollande,10 223,9 199,,,,,
Fatima zahra,,1775,43,Dattes,Italie,10 900,2 725,,,27 305,,
Fatima zahra,,1775,43,Dattes,Levant,122 900,24 580,,,27 305,,
Fatima zahra,,1775,43,Degras,Flandre,,1 010,,,,,
Fatima zahra,,1775,43,Dents ; d'elephant,Flandre,14 717,49 652,293 280,,350 268,,
Fatima zahra,,1775,43,Dents ; d'elephant,Hollande,53 257,213 028,293 280,,350 268,,
Fatima zahra,,1775,43,Dents ; d'elephant,Portugal,6 750,30 600,293 280,,350 268,,
Fatima zahra,,1775,43,Dents ; de morphil,Isles,15 033,56 988,,,350 268,,
Fatima zahra,,1775,45,Dentelle ; fil ; blanc,Flandre,378,302 525,306 625,,310 772,,
Fatima zahra,,1775,45,Dentelle ; fil ; blanc,Savoye,205,4 100,306 625,,310 772,,
Fatima zahra,,1775,45,Dentelle ; fil ; commune,Allemagne,53,2 637,,,310 772,,
Fatima zahra,,1775,45,Dentelle ; fil ; grosse,Suisse,69,1 510,,,310 772,,
Fatima zahra,,1775,45,Dominoterie,Flandre,722,1 263,,,,,
Fatima zahra,,1775,47,Draches,Isles,36 169,28 880,,,,,
Fatima zahra,,1775,47,Drap ; de laine ; d'Angleterre,Angleterre,620,12 400,20 050,,61 223,,
Fatima zahra,,1775,47,Drap ; de laine ; d'Hollande,Hollande,510,7 650,20 050,,61 223,,
Fatima zahra,,1775,51,Drap ; draperie ; vatine,Geneve,514,6 168,41 173,41 173,61 223,,
Fatima zahra,,1775,51,Drap ; draperie ; vatine,Hollande,3 500,35 005,41 173,41 173,61 223,,
Fatima zahra,,1775,51,Drapeaux vieux,Allemagne,15 650,1 173,,,10 754,,
Fatima zahra,,1775,51,Drapeaux vieux,Savoye,63 875,9 581,,,10 754,,
Fatima zahra,,1775,53,Droguerie,Espagne,3 769,3 938,,,246 828,,
Fatima zahra,,1775,53,Droguerie,Flandre,1 194,2 388,,,246 828,,
Fatima zahra,,1775,53,Droguerie,Hollande,177 912,196 839,,,246 828,,
Fatima zahra,,1775,53,Droguerie,Italie,1 810,1 810,,,246 828,,
Fatima zahra,,1775,53,Droguerie,Genes,2 120,2 120,,,246 828,,
Fatima zahra,,1775,53,Droguerie,Levant,26 457,26 457,,,246 828,,
Fatima zahra,,1775,53,Droguerie,Nord,5 248,8 076,,,246 828,,
Fatima zahra,,1775,53,Droguerie,Portugal,1 200,1 200,,,246 828,,
Fatima zahra,,1775,53,Droguerie,Suede,4 000,4 000,,,246 828,,
Fatima zahra,,1775,53,Eau ; de Bussingue,Allemagne,5 750,1 725,,,52 177,,
Fatima zahra,,1775,53,Eau ; de cerizes,Allemagne,3 833,3 833,5 433,,52 177,,
Fatima zahra,,1775,53,Eau ; de cerizes,Suisse,3 200,1 600,5 433,,52 177,,
Fatima zahra,,1775,53,Eau ; de fleur d'orange,Espagne,630,1 260,28 854,,52 177,,
Fatima zahra,,1775,53,Eau ; de fleur d'orange,Italie,30 368,15 184,28 854,,52 177,,
Fatima zahra,,1775,53,Eau ; de fleur d'orange,Genes,14 788,7 394,28 854,,52 177,,
Fatima zahra,,1775,53,Eau ; de fleur d'orange,Savoye,10 032,5 016,28 854,,52 177,,
Fatima zahra,,1775,53,Eau ; forte,Flandre,3 985,3 985,5 335,,52 177,,
Fatima zahra,,1775,53,Eau ; forte,Nord,1 350,1 350,5 335,,52 177,,
Fatima zahra,,1775,53,Eau ; de la R d'hongrie,Genes,2 400,2 400,,,52 177,,
Fatima zahra,,1775,53,Eau ; de senten,Espagne,3 540,7 080,8 430,,52 177,,
Fatima zahra,,1775,53,Eau ; de senten,Flandre,675,1 350,8 430,,52 177,,
Fatima zahra,,1775,55,Eau de vie,Allemagne,61,9 225,,,1 950 451,,
Fatima zahra,,1775,55,Eau de vie,Espagne,12 933,1 938 976,,,1 950 451,,
Fatima zahra,,1775,55,Eau de vie,Hollande,500,2 250,,,1 950 451,,
Fatima zahra,,1775,55,Ecailles ; de cahouanne,Hollande,2 830,33 960,113 006,,146 966,,
Fatima zahra,,1775,55,Ecailles ; de tortue,Espagne,2 962,35 544,113 006,,146 966,,
Fatima zahra,,1775,55,Ecailles ; de tortue,Flandre,3 384,28 768,113 006,,146 966,,
Fatima zahra,,1775,55,Ecailles ; de tortue,Hollande,970,7 760,113 006,,146 966,,
Fatima zahra,,1775,55,Ecailles ; de tortue,Isles,4 435,40 934,113 006,,146 966,,
Fatima zahra,,1775,55,Echalats,Allemagne,54,2 700,,,,,
Fatima zahra,,1775,55,Ecorces ; de hesne,Allemagne,45,1 815,,,7 122,,
Fatima zahra,,1775,55,Ecorces ; de hesne,Flandre,1 769,5 307,,,7 122,,
Fatima zahra,,1775,55,Encens,Levant,48 800,29 280,,,37 776,,
Fatima zahra,,1775,55,Encens,Indes,7 080,8 496,,,37 776,,
Fatima zahra,,1775,55,Encre de la chine,Indes,360,36 000,,,,,
Fatima zahra,,1775,55,Epicerie,Hollande,5 737,14 616,,,,,
Fatima zahra,,1775,55,Eponges,Allemagne,3 377,3 377,,,54 675,,
Fatima zahra,,1775,55,Eponges,Flandre,685,1 027,,,54 675,,
Fatima zahra,,1775,55,Eponges,Italie,2 596,2 596,,,54 675,,
Fatima zahra,,1775,55,Eponges,Levant,47 675,47 675,,,54 675,,
Fatima zahra,,1775,55,Escabilles,Flandre,30,3 000,,,,,
Fatima zahra,,1775,55,Espars,Espagne,184,7 360,,,,,
Fatima zahra,,1775,55,Esprit de citron,Savoye,6 100,91 500,,,,,
Fatima zahra,,1775,55,Estampes,Allemagne,1 556,9 336,,,28 458,,
Fatima zahra,,1775,55,Estampes,Angleterre,1 205,12 050,,,28 458,,
Fatima zahra,,1775,55,Estampes,Espagne,205,1 500,,,28 458,,
Fatima zahra,,1775,55,Estampes,Flandre,243,2 430,,,28 458,,
Fatima zahra,,1775,55,Estampes,Savoye,1 191,3 142,,,28 458,,
Fatima zahra,,1775,57,Etaim ; en blocs,Angleterre,330 006,296 962,381 146,,497 744,,
Fatima zahra,,1775,57,Etaim ; en blocs,Espagne,3 350,2 847,381 146,,497 744,,
Fatima zahra,,1775,57,Etaim ; en blocs,Flandre,31 404,28 263,381 146,,497 744,,
Fatima zahra,,1775,57,Etaim ; en blocs,Hollande,52 569,47 652,381 146,,497 744,,
Fatima zahra,,1775,57,Etaim ; en blocs,Genes,4 400,3 960,381 146,,497 744,,
Fatima zahra,,1775,57,Etaim ; en blocs,Nord,1 625,1 462,381 146,,497 744,,
Fatima zahra,,1775,57,Etaim ; de glace,Nord,2 900,2 900,,,497 744,,
Fatima zahra,,1775,57,Etaim ; des Indes,Hollande,97 940,107 734,,,497 744,,
Fatima zahra,,1775,57,Etaim ; ouvré,Allemagne,1 032,1 548,4 731,,497 744,,
Fatima zahra,,1775,57,Etaim ; ouvré,Hollande,2 207,3 183,4 731,,497 744,,
