Data entry by,Source,Objet général,Year,Exports-Imports,Sheet,Marchandises,Pays,Quantité,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Fruits ; secs,suede,1813036.00,138637.00,959510.00,,1068354.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Fruits ; secs,Isles,52832.00,10566.00,959510.00,,1068354.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Futailles,Savoye,114.00,1368.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Futaillerie des Claude,Suisse,24600.00,24600.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galles,Allemagne,3853.00,3467.00,,,144376.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galles,Espagne,21880.00,19692.00,,,144376.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galles,geneve,1862.00,1396.00,,,144376.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galles,Hollande,76927.00,69234.00,,,144376.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galles,Italie,9183.00,5247.00,,,144376.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galles,Naples,3675.00,3307.00,,,144376.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galles,genes,3586.00,3227.00,,,144376.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galles,Levant,18590.00,9295.00,,,144376.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galles,nord,43976.00,21988.00,,,144376.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galles,Savoye,2734.00,1367.00,,,144376.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galles,suede,12312.00,6156.00,,,144376.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galons ; dorure ; d'argent,Espagne,1151.00,110496.00,370205.00,,375285.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galons ; dorure ; d'or fin,angleterre,8.00,1360.00,166953.00,370205.00,375285.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galons ; dorure ; d'or fin,Espagne,893.00,142920.00,166953.00,370205.00,375285.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galons ; dorure ; d'or fin,Flandre,30.00,4448.00,166953.00,370205.00,375285.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galons ; dorure ; d'or fin,Hollande,30.00,4575.00,166953.00,370205.00,375285.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galons ; dorure ; d'or fin,Isles,55.00,8250.00,166953.00,370205.00,375285.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galons ; dorure ; d'or fin,Guinée,36.00,5400.00,166953.00,370205.00,375285.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galons ; dorure ; d'or faux,Flandre,133.00,2002.00,370205.00,,375285.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galons ; dorure ; or et argt fin,Allemagne,92.00,13854.00,90754.00,370205.00,375285.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galons ; dorure ; or et argt fin,Espagne,58.00,8650.00,90754.00,370205.00,375285.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galons ; dorure ; or et argt fin,Isles,546.00,68250.00,90754.00,370205.00,375285.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Galons ; de filozelle,Espagne,254.00,5080.00,,,375285.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Gans communs ,Allemagne,9405.00,9405.00,23404.00,,349169.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Gans communs ,angleterre,466.00,2673.00,23404.00,,349169.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Gans communs ,Espagne,,3410.00,23404.00,,349169.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Gans communs ,Flandre,,1330.00,23404.00,,349169.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Gans communs ,Hollande,,1353.00,23404.00,,349169.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Gans communs ,Naples,200.00,1000.00,23404.00,,349169.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Gans communs ,nord,331.00,2979.00,23404.00,,349169.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,74,Gans communs ,Isles,209.00,1254.00,23404.00,,349169.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gans ; de filozelle,Espagne,108.00,2170.00,,,349169.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gans ; de Grenoble,Allemagne,31270.00,281430.00,323595.00,,349169.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gans ; de Grenoble,angleterre,4685.00,42165.00,323595.00,,349169.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Garance,angleterre,34999.00,26249.00,,,94388.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Garance,geneve,17247.00,15522.00,,,94388.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Garance,Hollande,26050.00,15687.00,,,94388.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Garance,Italie,48630.00,19452.00,,,94388.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Garance,Savoye,5318.00,2659.00,,,94388.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Garance,Suisse,16466.00,14819.00,,,94388.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gaze ; de soye,Allemagne,111.00,10012.00,394056.00,,397258.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gaze ; de soye,Espagne,2509.00,117082.00,394056.00,,397258.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gaze ; de soye,Flandre,86.00,4337.00,394056.00,,397258.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gaze ; de soye,Italie,671.00,33550.00,394056.00,,397258.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gaze ; de soye,Naples,1275.00,63750.00,394056.00,,397258.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gaze ; de soye,genes,87.00,4375.00,394056.00,,397258.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gaze ; de soye,Suisse,350.00,31500.00,394056.00,,397258.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gaze ; de soye,Isles,779.00,77950.00,394056.00,,397258.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gaze ; de soye,Guinée,715.00,51500.00,394056.00,,397258.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gaze ; au guars de soye,Flandre,213.00,3202.00,,,397258.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Geroffle,Espagne,3485.00,34850.00,,,202520.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Geroffle,Italie,2778.00,27780.00,,,202520.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Geroffle,Naples,600.00,6000.00,,,202520.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Geroffle,Levant,13389.00,133890.00,,,202520.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gingembre,angleterre,5000.00,1500.00,,,6342.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gingembre,Italie,13100.00,2620.00,,,6342.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gingembre,Levant,11110.00,2222.00,,,6342.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Glaces et miroires,Allemagne,12722.00,63613.00,,,519211.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Glaces et miroires,angleterre,15633.00,93800.00,,,519211.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Glaces et miroires,Flandre,13500.00,81000.00,,,519211.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Glaces et miroires,Hollande,3060.00,18360.00,,,519211.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Glaces et miroires,Italie,240.00,1440.00,,,519211.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Glaces et miroires,nord,215.00,1290.00,,,519211.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Glaces et miroires,russie,15300.00,91800.00,,,519211.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Glaces et miroires,Savoye,1260.00,6780.00,,,519211.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Glaces et miroires,suede,800.00,4800.00,,,519211.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Glaces et miroires,Suisse,1430.00,7850.00,,,519211.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Glaces et miroires,Isles,1100.00,5500.00,,,519211.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Glaces et miroires,Guinée,250.00,1750.00,,,519211.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Glaces et miroires,indes,19404.00,141228.00,,,519211.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gommes à dragant,Naples,1243.00,1864.00,2878.00,,90757.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gommes à dragant,Levant,676.00,1014.00,2878.00,,90757.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,76,Gomme ; commune,Genes,1715.00,3430.00,,,90757.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Gomme ; arabique,Espagne,10085.00,7563.00,51857.00,,90757.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Gomme ; arabique,Hollande,4080.00,3060.00,51857.00,,90757.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Gomme ; arabique,Italie,23593.00,17694.00,51857.00,,90757.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Gomme ; arabique,Naples,2020.00,1515.00,51857.00,,90757.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Gomme ; arabique,genes,12326.00,9244.00,51857.00,,90757.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Gomme ; arabique,Levant,5240.00,3930.00,51857.00,,90757.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Gomme ; arabique,nord,2650.00,1987.00,51857.00,,90757.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Gomme ; arabique,Savoye,9153.00,6864.00,51857.00,,90757.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Gomme ; commune,Suisse,2440.00,1708.00,,,90757.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Gomme ; lacque,Hollande,14842.00,29684.00,,,90757.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Gomme ; thurique,Levant,2400.00,1200.00,,,90757.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Grabeau ; d'indigo,Levant,44679.00,134037.00,,,134037.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Graine ; de chanvre,Espagne,5220.00,5220.00,,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Graine ; de foin,Espagne,1650.00,1650.00,5385.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Graine ; de foin,Savoye,24900.00,3735.00,5385.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Graine ; de genievre,Hollande,992.00,4960.00,6400.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Graine ; de genievre,nord,288.00,1440.00,6400.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Graine ; de jardin,Flandre,1800.00,1800.00,19656.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Graine ; de jardin,Hollande,3219.00,3219.00,19656.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Graine ; de jardin,Savoye,10585.00,10585.00,19656.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Graine ; de jardin,Isles,11512.00,1152.00,19656.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Graine ; de jardin,indes,2900.00,2900.00,19656.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Graine ; de lin,angleterre,610400.00,45780.00,53440.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Graine ; de lin,Flandre,21940.00,2194.00,53440.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Graine ; de lin,Savoye,18222.00,5466.00,53440.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,78,Graine ; de navette,Allemagne,13206.00,1319.00,,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Graine ; de treffle,angleterre,83780.00,20945.00,68575.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Graine ; de treffle,Espagne,3670.00,3670.00,68575.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Graine ; de treffle,Flandre,175840.00,43960.00,68575.00,,159995.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Graisse,Hollande,3220.00,1449.00,,,32797.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Graisse,Isles,55524.00,27762.00,,,32797.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Graisse,Guinée,7172.00,3586.00,,,32797.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Gruau,Isles,5500.00,1150.00,,,3020.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Gruau,Guinée,6235.00,1870.00,,,3020.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Habillements,Allemagne,,28586.00,,,796451.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Habillements,angleterre,,8630.00,,,796451.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Habillements,Espagne,,170884.00,,,796451.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Habillements,Flandre,,17079.00,,,796451.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Habillements,Hollande,,1285.00,,,796451.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Habillements,Italie,,44451.00,,,796451.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Habillements,Levant,,2592.00,,,796451.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Habillements,nord,,1260.00,,,796451.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Habillements,Savoye,,7824.00,,,796451.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Habillements,Isles,,504660.00,,,796451.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Habillements,Guinée,,9200.00,,,796451.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,"Haches , houes et serpes",Isles,30205.00,33548.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Hamacks,Hollande,,3596.00,,,6556.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Hamacks,Isles,780.00,2960.00,,,6556.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Harangs ; blancs,Allemagne,36.00,2304.00,10397.00,,11547.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Harangs ; blancs,Suisse,112.00,6580.00,10397.00,,11547.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Harangs ; blancs,Isles,60.00,1513.00,10397.00,,11547.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Harangs ; sors,Suisse,23.00,1150.00,,,11547.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Harnoix,Isles,,2000.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Herbes ; gaudes,angleterre,9094.00,13641.00,38441.00,,43318.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Herbes ; gaudes,danemark,820.00,1230.00,38441.00,,43318.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Herbes ; gaudes,Espagne,27865.00,1393.00,38441.00,,43318.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Herbes ; gaudes,Hollande,12635.00,18952.00,38441.00,,43318.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Herbes ; gaudes,nord,1130.00,1695.00,38441.00,,43318.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Herbes ; gaudes,russie,1020.00,1530.00,38441.00,,43318.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Herbes ; perelle,Hollande,19500.00,4877.00,,,43318.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Horlogerie,danemark,,5420.00,,,7501.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,80,Horlogerie,Allemagne,,2081.00,,,7501.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Houblon,danemark,3790.00,1895.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; de graine,Allemagne,3350.00,1360.00,507068.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; de graine,Suisse,1229710.00,491248.00,507068.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; de graine,Isles,41815.00,14460.00,507068.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; de lin,Isles,7355.00,2942.00,,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,Allemagne,284460.00,146345.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,angleterre,27420.00,13710.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,Espagne,35870.00,16345.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,Flandre,4992.00,14977.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,geneve,9010.00,4436.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,Hollande,197329.00,79321.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,Italie,24460.00,9664.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,Naples,12602.00,5041.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,genes,2680.00,1072.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,Levant,38890.00,15556.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,nord,74548.00,29879.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,Savoye,402280.00,164309.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,suede,62348.00,25192.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,Suisse,52245.00,26162.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,Isles,791703.00,368887.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,Guinée,3651.00,3164.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; d'olive,indes,34426.00,27410.00,951470.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; de poisson,Espagne,13.00,1773.00,23853.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; de poisson,geneve,19758.00,9879.00,23853.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; de poisson,Hollande,22460.00,8984.00,23853.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; de poisson,Suisse,6434.00,3217.00,23853.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; de terebenthine,Hollande,167100.00,20887.00,24037.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,82,Huile ; de terebenthine,nord,25200.00,3150.00,24037.00,,1509370.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Huitres,Angleterre,51800.00,1295.00,,,7295.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Huitres,Hollande,30.00,6000.00,,,7295.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Jambons,Espagne,24720.00,12600.00,,,161262.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Jambons,Italie,2000.00,1200.00,,,161262.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Jambons,Portugal,21870.00,10935.00,,,161262.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Jambons,Isles,227978.00,124518.00,,,161262.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Jambons,Guinée,12061.00,6783.00,,,161262.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Jambons,Indes,8615.00,5226.00,,,161262.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Jarres,Italie,600.00,3600.00,,,9489.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Jarres,Savoye,399.00,1197.00,,,9489.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Jarres,Isles,782.00,4692.00,,,9489.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Jaspe ouvré,Flandre,342.00,2052.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Jeux ; de voile,Isles,360.00,360000.00,,,360000.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Allemagne,,79753.00,,,5515461.00,le total devrait être 6115461
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Angleterre,36050.00,347640.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Danemark,26919.00,197227.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Espagne,7200.00,48425.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Flandre,27638.00,215564.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Geneve,15501.00,814327.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Hollande,82460.00,612043.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Italie,64235.00,417081.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Naples,20031.00,100155.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Genes,537.00,2685.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Levant,223964.00,1119820.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Nord,170183.00,1301736.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Portugal,,1650.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Russie,37346.00,176487.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Savoye,2116.00,10580.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Suede,20425.00,143364.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Indigo,Suisse,69732.00,526924.00,,,5515461.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Instruments de musique,Allemagne,175.00,1400.00,,,4710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Instruments de musique,Flandre,,1510.00,,,4710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,84,Instruments de musique,Indes,3.00,1800.00,,,4710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Jus ; de reglisse,Allemagne,5489.00,1097.00,62946.00,,62946.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Jus ; de reglisse,Espagne,1859.00,2788.00,62946.00,,62946.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Jus ; de reglisse,Hollande,57545.00,20140.00,62946.00,,62946.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Jus ; de reglisse,Levant,3510.00,1755.00,62946.00,,62946.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Jus ; de reglisse,Nord,26920.00,13460.00,62946.00,,62946.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Jus ; de reglisse,Suede,47412.00,23706.00,62946.00,,62946.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; de chevron,Espagne,32033.00,48049.00,168104.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; de chevron,Italie,38510.00,57765.00,168104.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; de chevron,Levant,27504.00,55008.00,168104.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; de chevron,Nord,590.00,1035.00,168104.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; de chevron,Savoye,4165.00,6247.00,168104.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; communs,Isles,2900.00,1740.00,,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; d'Espagne,Angleterre,94045.00,329157.00,891076.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; d'Espagne,Hollande,157142.00,551819.00,891076.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; d'Espagne,Portugal,14.00,7700.00,891076.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; d'Espagne,Isles,6.00,3300.00,891076.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; filée,Savoye,455.00,1365.00,,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; lavée,Hollande,52565.00,57821.00,230628.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; lavée,Italie,5985.00,6583.00,230628.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; lavée,Naples,5000.00,5500.00,230628.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; lavée,Genes,9883.00,10971.00,230628.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; lavée,Levant,6735.00,7408.00,230628.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; lavée,Savoye,129405.00,142345.00,230628.00,,1474150.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,86,Laine ; lavée,Allemagne,763.00,1572.00,,,1474150.00,
