line number,source_type,year,customs_region,customs_office,partner,Export_Import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,value_minus_unit_val_x_qty,,,filepath,source,sheet,value_total,value_sub_total₁,value_sub_total₂,value_sub_total₃,data_collector,unverified,remarks,,absurd_observation,trade defici,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,marmittes de fer,,,5624,,98,montant,à,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,miel,,,122,,51825,livres,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,noix,,,5182,,7,milliers,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,nelis,,,7,,200,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Pekin,,,3400,,99,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,pinase,,,34525,,148,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,patysoie,,,2960,,129,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,peaux de Putoy,,,2580,,4633,pièces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,peaux de Renard en poil,,,NA,,9,douzaines,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,peaux d’agneau en laine,,,NA,,81,douzaines,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,porcelaine des indes,,,NA,,2631,livres,5,L,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,pierres à fusil,,,13165,,360,milliers,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,poivre,,,360,,1850,livres,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,prunes de Brugnolles,,,NA,,100,livres,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,pruneaux de sainte catherine,,,30,,486,livres,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,pruneaux d’amons,,,125,,4494,livres,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,raisin sec,,,225,,300,t.,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,ruban de soye,,,3250,,86,abs.,la,livre,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Roccou,,,25305,,92305,9,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,saffran,,,33500,,150,l.,35,la,livre,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,sel du Croisic,,,5555,,{101,muids,55,;,19,muids,50,;,140,muids,40,;,325,muids,25},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,sel de Bourgneuf,,,250,,{972,charges,20,;,60,charges,38},,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,sucre blanc en pain,,,10688,,82600,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,sucre terré,,,60306,,308400,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,sucre teste de forme,,,53314,,247005,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,sucre brut,,,262562,,290200,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,sirop de sucre,,,5592,,114585,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,satin rayé,,,8724,,49,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,satin uni,,,2420,,49,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,salampouris  ,,,20646,,4647,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,soury,,,3400,,100,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,sanas,,,1500,,75,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,soye tuny,,,2900,,2970,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,squine,,,610,,410,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,savon,,,90,,275,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,thé camhou,,,4535,,907,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,thé Pekan,,,14110,,2822,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,thé saotchon,,,10136,,1448,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,thé soulo,,,26502,,7940,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,thé bou,,,17512,,2915,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,thé divers,,,94529,,2289,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,tabac en poudre,,,22643,,5257,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,toile de cotton des indes,,,116910,,{2897,pieces,;,9630,rames,;,110558},,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,toile de Bretagne,,,5200,,220,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,vin d’amons,,,580,,207,Tonneaux,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,vin nantois,,,4400,,218,Tonneaux,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,vinaigre,,,440,,7,Ton.,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,vert de gris,,,NA,,120,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Dannemarck,Export,confitures,,,2640,,345,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Dannemarck,Export,citrons salés,,,175,,5,barriques,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Dannemarck,Export,chataignes,,,NA,,40,boisseaux,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Dannemarck,Export,drap d’abbeville,,,350,,4,pieces,a,20L,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Dannemarck,Export,eau de vie,,,80,,1600,Bariques,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Dannemarck,Export,pruneaux de sainte catherine,,,12800,,86,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Dannemarck,Export,pruneaux d’amons,,,54,,1535,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Dannemarck,Export,sels,,,168,,50,charges,52L,;,201,muids,45L,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Dannemarck,Export,sirop de sucre,,,2500 ; 90,,4546,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Dannemarck,Export,toile de Bretagne,,,2198,,935,aul,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Dannemarck,Export,Verre à vitres,,,235,,6,paniers,40,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Dannemarck,Export,vin d’amons,,,240,,86,tonneaux,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Dannemarck,Export,vin nantois,,,17200,,52,tonneaux,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,ains à pescher,,,5200,,90,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,arbres fruitiers,,,100,,vaeur,de,100L,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,bled froment,,,100,,1800,tonneaux,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,beurre,,,218400,,3800,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,bazin,,,912,,25,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,bonnets de laine,,,505,,1205,et,6L,l'aune,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,bas de soye,,,750,,7,paires,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,bougie de cire blanche,,,112,,105,35L,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,bouteilles de verre,,,188,,82,douzaines,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,Blanc d'Espagne,,,16,,625,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,Bouchons de Liège,,,31,,1,million,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,Confitures,,,5,,160,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
