numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,probleme,prix_unitaire
102,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,8,Cuirs de bufle en poil,Marseille,119018,"2380,35",Quintal,Unité d'origine Livre,"0,5",50
103,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Cuirs de bœufs,Marseille,5480,"109,6",Quintal,Unité d'origine,0,50
104,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Entreveaux,15,Cuirs de cheval en poil,Etats du roi de Sardaigne,105,15,Nombre,,0,7
105,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Cuirs en poil d'Amérique d'Afrique et de Barbari,Marseille,11913,2317,Nombre,Conversion 2317 pièces en 14658,11913,0
106,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Cuirs; ? En poil,Marseille,4600,92,Nombre,,0,50
107,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Cuirs; De bœuf en poil,Marseille,8580,429,Nombre,,0,20
108,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Cuirs; De bœuf en poil,Marseille,1400,70,Nombre,,0,20
109,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Cuirs; De bœuf en poil,Sardaigne,1428,"23,8",Quintal,Unité d'origine Livre,"-190,4",68
110,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,8,Cuivre,Marseille,579,386,Livre,,0,"1,5"
111,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Cuivre; En pain,Marseille,5056,5056,Livre,,0,1
112,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Cuivre; Fonds,Marseille,155868,155868,Livre,,0,1
113,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Droges; Diverses gommes d'Arabie,Marseille,511,341,Livre,,"-0,5","1,5"
114,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Droges; Odorantes; Encens,Marseille,154,328,Livre,,-10,"0,5"
115,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Entreveaux,15,Drogues,Etats du roi de Sardaigne,105,84,Livre,,0,"1,25"
116,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Drogues diverses,Marseille,326,,,,326,0
117,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Chimiques; Eau forte,Marseille,2379,"16,99",Quintal,Unité d'origine Livre,"0,4",140
118,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Chimiques; Sel,Marseille,880,1220,Livre,,880,0
119,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Drogues; Diverses,Marseille,527,,,,527,0
120,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Drogues; Diverses,Marseille,1763,,,,1763,0
121,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Diverses,Marseille,3534,1767,Livre,,0,2
122,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Drogues; Diverses,Sardaigne,120,,,,120,0
123,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Médicinales; Alquifoux,Marseille,2101,"105,04",Quintal,Unité d'origine Livre,"0,2",20
124,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Drogues; Médicinales; Beaume du Perou,Marseille,420,"17,5",Livre,,0,24
125,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Médicinales; Beaume du Perou,Marseille,294,"10,5",Livre,,0,28
126,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Drogues; Médicinales; Cassia lignea,Marseille,505,202,Livre,,0,"2,5"
127,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Médicinales; Cassia lignea,Marseille,1400,280,Livre,,0,5
128,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Drogues; Médicinales; Cassie sèche,Marseille,1800,300,Livre,,0,6
129,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Médicinales; Diverses,Marseille,3363,,,,3363,0
130,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Médicinales; Diverses,Sardaigne,108,,,,108,0
131,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Drogues; Médicinales; Manne,Marseille,459,306,Livre,,0,"1,5"
132,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Médicinales; Manne,Marseille,4396,2931,Livre,,"-0,5","1,5"
133,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Médicinales; Salsepareille,Marseille,1856,"6,63",Quintal,Unité d'origine Livre,"-0,4",280
134,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Drogues; Médicinales; Storax liquide,Marseille,414,138,Livre,,0,3
135,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Médicinales; Sucre réglisse,Marseille,910,"13,01",Quintal,Unité d'origine Livre,"-0,7",70
136,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Métalliques argent,Marseille,344,86,Livre,,0,4
137,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Drogues; Pour peinture et teinture diverses,Marseille,1092,,,,1092,0
138,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Drogues; Pour peinture et teinture; Alquifoux,Marseille,28359,"1134,37",Quintal,Unité d'origine Livre,"-0,25",25
139,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Drogues; Pour peinture et teinture; Alquifoux,Sardaigne,3427,"137,09",Quintal,Unité d'origine Livre,"-0,25",25
140,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Pour peinture et teinture; Alun,Marseille,694,"23,19",Quintal,Unité d'origine Livre,"-1,7",30
141,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Pour peinture et teinture; Azur,Marseille,654,654,Livre,,0,1
142,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Drogues; Pour peinture et teinture; Diverses,Marseille,2382,,,,2382,0
143,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Pour peinture et teinture; Diverses,Marseille,3405,,,,3405,0
144,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,17,Drogues; Pour peinture et teinture; Vitriol Bleu,Gênes,1370,20,Quintal,Unité d'origine Livre,-10,69
145,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Drogues; Sperme,Marseille,855,171,Livre,,0,5
146,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Eau de fleur d'orange,Gênes,1267,845,Livre,,"-0,5","1,5"
147,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Eau de fleur d'orange,Marseille,135,90,Livre,,0,"1,5"
148,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Eau de fleur d'orange,Sardaigne,1125,750,Livre,,0,"1,5"
149,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Entreveaux,15,Eau de lavande,Etats du roi de Sardaigne,150,120,Livre,,0,"1,25"
150,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Eau de vie,Marseille,144,1,Muid,,0,144
151,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Eau de vie,Marseille,10000,24900,Pinte,Unités d'origine Pinte et Muid,10000,0
152,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Eau; De feuilles d'orange,Marseille,249,830,Livre,,0,"0,3"
153,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Eau; De fleur d'orange,Etats Ecclésiastiques,187,125,Livre,,"-0,5","1,5"
154,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Eau; De fleur d'orange,Gênes,145,97,Livre,,"-0,5","1,5"
155,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Eau; De fleur d'orange,Marseille,838,559,Livre,,"-0,5","1,5"
156,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Ecorce de bargamotte,Sardaigne,150,750,Livre,,0,"0,2"
157,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Engrais colombine,Gênes,2000,400,Quintal,Unité d'origine Livre,0,5
158,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Engrais colombine,Marseille,280,56,Quintal,Unité d'origine Livre,0,5
159,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Epicerie poivre,Marseille,958,639,Livre,,"-0,5","1,5"
160,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Epicerie; Diverse,Marseille,1208,,,,1208,0
161,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Epicerie; Diverse,Marseille,1134,,,,1134,0
162,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Epicerie; Girofle,Marseille,852,71,Livre,,0,12
163,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Epicerie; Girofle,Marseille,5430,"452,5",Livre,,0,12
164,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Epicerie; Poivre,Marseille,11868,6782,Livre,,"-0,5","1,75"
165,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Epicerie; Poivre,Marseille,12654,6327,Livre,,0,2
166,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Epicerie; Poivre giroflé,Marseille,926,741,Livre,,"-0,25","1,25"
167,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Epicerie; Poivre giroflé,Marseille,3782,2364,Livre,,"-0,4","1,6"
168,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Eponge,Marseille,597,199,Livre,,0,3
169,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Essence; De citron,Gênes,2190,175,Livre,,90,12
170,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Essence; De citron,Sardaigne,3360,280,Livre,,0,12
171,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Essence; Diverse,Gênes,1040,260,Livre,,0,4
172,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Essence; Diverse,Marseille,728,182,Livre,,0,4
173,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Essence; Diverse,Naples Sicile Parmes,9000,2250,Livre,,0,4
174,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Essence; Diverse,Sardaigne,1188,297,Livre,,0,4
175,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Etain,Marseille,312,"4,17",Quintal,Unité d'origine Livre,"-0,75",75
176,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Etain,Marseille,1720,"15,64",Quintal,Unité d'origine Livre,"-0,4",110
177,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Etoupe,Marseille,517,"57,5",Quintal,Unité d'origine Livre,"-0,5",9
178,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Etoupe,Marseille,125,500,Livre,,0,"0,25"
179,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Etoupe noire,Marseille,142,"17,8",Quintal,Unité d'origine Livre,"-0,4",8
180,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Extrait D'odeur,Marseille,13008,1084,Livre,,0,12
181,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Extrait D'odeur,Marseille,1120,140,Livre,,0,8
182,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Farine,Marseille,2151,"107,55",Quintal,Unité d'origine Livre,0,20
183,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Farine,Marseille,7950,"317,99",Quintal,Unité d'origine Livre,"0,25",25
184,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Farine,Sardaigne,11115,494,Quintal,Unité d'origine Livre,0,"22,5"
185,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Farine,Sardaigne,6393,"319,65",Quintal,Unité d'origine Livre,0,20
186,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Farine;,Gênes,328,"13,11",Quintal,Unité d'origine Livre,"0,25",25
187,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Farine; De gruau,Marseille,17760,444,Quintal,Unité d'origine Livre,0,40
188,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fayence,Marseille,722,"24,05",Quintal,Unité d'origine Livre,"0,5",30
189,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fayence,Marseille,10311,,,,10311,0
190,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Barcelonette,13,Fer en barre,Etats du roi de Sardaigne,3270,109,Quintal,Unité d'origine Livre,0,30
191,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Entreveaux,15,Fer ouvré,Etats du roi de Sardaigne,108,180,Livre,,54,"0,3"
192,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer;,Hollande,133000,3800,Quintal,Unité d'origine Livre,0,35
193,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer;,Marseille,465,"13,3",Quintal,Unité d'origine Livre,"-0,5",35
194,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer; Ancres,Marseille,1013,"25,33",Quintal,Unité d'origine Livre,"-0,2",40
195,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer; Blanc,Marseille,18707,"340,13",Quintal,Unité d'origine Livre,"-0,15",55
196,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer; Blanc,Suède,14955,"271,91",Quintal,Unité d'origine Livre,"-0,05",55
197,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer; En barres,Gênes,8232,"457,34",Quintal,Unité d'origine Livre,"-0,12",18
198,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer; En barres,Hollande,15660,870,Quintal,Unité d'origine Livre,0,18
199,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer; En barres,Marseille,81708,"4539,34",Quintal,Unité d'origine Livre,"-0,12",18
200,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer; En barres,Milanes Toscane,6480,360,Quintal,Unité d'origine Livre,0,18
201,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer; En barres,Suède,41398,"2299,9",Quintal,Unité d'origine Livre,"-0,2",18
202,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer; En cercles,Marseille,2971,"148,56",Quintal,Unité d'origine Livre,"-0,2",20
203,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer; En tole,Marseille,19335,"460,35",Quintal,Unité d'origine Livre,"0,3",42
