numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,year,direction,bureaux,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
107,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,6,Fromage en boïte,Lorraine,1088,Boites,"0,5",544,0,
108,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,6,Fruits secs en pruneaux,Lorraine,1600,Livres,"0,4",640,0,
109,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,6,Galons de Tours,Lorraine,7660,Livres,"0,2",1532,0,
110,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,6,Graisse,Lorraine,250,Livres,"0,5",125,0,
111,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,6,Habillements ,Lorraine,,,,594,0,
112,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,6,Instruments de musique,Lorraine,120,Livres,"2,5",300,0,
113,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,6,Instruments de musique ; harpe,Lorraine,1,Nombre,130,130,0,
114,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,6,Instruments de musique ; serinette,Lorraine,48,Nombre,12,576,0,
115,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,6,Instruments de musique ; violon,Lorraine,101,Nombre,6,606,0,
116,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,6,Laine brule,Lorraine,10475,Livres,"1,4",14665,0,
117,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,6,Laine peignée,Lorraine,96,Livres,4,386,2,
118,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,6,Liqueurs communs,Lorraine,180,Bouteilles,"1,5",270,0,
119,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,6,Marchandises à la valeur,Lorraine,,,,598,0,
120,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,6,Marchandises à la valeur,Alsace et 3 évéchés,,,,116,0,
121,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Mercerie melée,Lorraine,8433,Livres,3,25299,0,
122,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Mercerie melée,Les 4 villes anséatiques,100,Livres,3,300,0,
123,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Meubles,Lorraine,,,,710,0,
124,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Ouvrages de bois ; divers,Lorraine,,,,381,0,
125,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Ouvrages en bois ; batons vernis,3 évéchés,777,Livres,2,1554,0,
126,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Ouvrages en bois ; futaillerie,Lorraine,2800,Livres,"0,5",1400,0,
127,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Ouvrages en bois ; en tours à filer,Lorraine,444,Nombre,1,444,0,
128,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Ouvrages en bois ; en sabots,Lorraine,7,Charetés,40,280,0,
129,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Pelleterie commune,3 évéchés,35,Livres,3,105,0,
130,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Pelleterie en peaux de lièvres non appretées,Lorraine,1245,Livres,"1,5",1867,"-0,5",
131,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Pierres à éguiser,Les 4 villes anséatiques,1080,Nombre,"0,15",162,0,
132,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Plomb,Lorraine,315,Livres,"0,35",110,"-0,25",
133,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Plume à lit,Lorraine,800,Livres,"0,6",480,0,
134,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Plume à lit,Lorraine,1250,Livres,1,1250,0,
135,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Potterie,Lorraine,1066,Douzaines,"0,3",319,"-0,8",
136,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Rognures de cartes,3 évéchés,7433,Livres,"0,025",185,"-0,83",50 sous le quintal
137,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Quincaillerie diverse,Lorraine,180,Livres,,100,,Pas de prix unitaire
138,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,QUincaillerie de fer en clous,Lorraine,5050,Livres,"0,1",505,0,
139,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Suif en chandelle,Lorraine,11017,Livres,"0,75",8362,"99,25",
140,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Toile de coton en mousseline,Lorraine,1412,Muids,4,5648,0,
141,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Verre en bouteilles,Lorraine,1126,Nombre,"0,2",225,"-0,2",
142,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Verre en tables,Alsace,24730,Livres,"1,5",37095,0,
143,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Verre en tables,Lorraine,14968,Livres,"1,5",22452,0,
144,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Verre en tables,Alsace et Lorraine,100,Livres,"1,5",150,0,
145,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Verre d'assortiment,Alsace,100991,Livres,3,302973,0,
146,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Verre d'assortiment,Lorraine,78629,Livres,3,235887,0,
147,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Verre d'assortiment,Alsace et 3 évéchés,135458,Livres,3,406374,0,
148,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Verre d'assortiment,Alsace et Lorraine,47520,Livres,3,145560,3000,
149,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Verre à vitre,Alsace,7410,Livres,1,7410,0,
150,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Verre à vitre,Lorraine,9390,Livres,1,390,-9000,
151,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Verre à vitre,Alsace et 3 évéchés,4280,Livres,1,4280,0,
152,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Langres.csv,National toutes directions partenaires manquants,Imports,1789,Langres,Langres,7,Verre d'assortiment,3 évéchés,12069,Livres,3,36207,0,
