numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
155,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Coffre de sapin,Hollande,"1,00",en nombre,,,,
156,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cordages,Hollande,"53 840,00",livres,,,,
157,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cordages,Hambourg,"18 755,00",livres,,,,
158,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cordages menus,Hambourg,"503,00",livres,,,,
159,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cornaline pour la Compagnie des Indes,Hollande,"460,00",en nombre,,,,
160,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cornichons,Hollande,"4,00",pots,,,,
161,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Couteaux avec leurs guesnes,Hollande,"1 880,00",livres,,,,
162,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Couteaux flamans pour l´entreport a la destination de Guinée,Hollande,"603,00",douzaines,,,,
163,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Creuset de terre,Norvège,"500,00",en nombre,,,,
164,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Crin,Angleterre,"674,00",livres,,,,
165,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Crin,Angleterre,"1 067,00",livres,,,,
166,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cristalin,Hollande,"50,00",livres,,,,
167,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Criq pour la Compagnie des Indes,Hollande,"36,00",en nombre,,,,
168,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cuir vert,Angleterre,"8 834,00",en nombre,,,,
169,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cuir de Roussy,Hollande,"165,00",livres,,,,
170,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cuir de Roussy,Hambourg,"855,00",livres,,,,
171,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cuir de Roussy,Hambourg,"1 300,00",livres,,,,
172,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cuivre rouge en feuille,Hollande,"3 684,00",livres,,,,
173,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cuivre rouge en feuille,Hambourg,"10 974,00",livres,,,,
174,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cuivre rouge en chaudiere,Hambourg,"1 700,00",livres,,,,
175,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cuivre jaune,Hollande,"15 520,00",livres,,,,
176,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Canelle,Hollande,"1 508,00",livres,,,,
177,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cire jaune,Angleterre,"176,00",livres,,,,
178,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cire jaune,Norvège,"590,00",livres,,,,
179,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cire jaune,Suede,"50,00",livres,,,,
180,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cire jaune,Prusse,"30,00",livres,,,,
181,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Cire jaune,Espagne,"70,00",livres,,,,
182,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,6,,Camphre,Hollande,"127,00",livres,,,,
183,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Cassialignea,Hollande,"278,00",livres,,,,
184,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Cinabre,Hollande,"472,00",livres,,,,
185,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Coique de Levant,Hollande,"126,00",livres,,,,
186,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Cucurma,Hollande,"685,00",livres,,,,
187,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Couperose,Hollande,"202 209,00",livres,,,,
188,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Couperose,Hambourg,"26 941,00",livres,,,,
189,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Dé à coudre,Hollande,"99,00",livres,,,,
190,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Douelle a faire barriques,Hollande,"512,00",en nombre,,,,
191,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Douelle a faire barriques,Norvège,"3 720,00",en nombre,,,,
192,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Douelle a faire barriques,Suede,"560,00",en nombre,,,,
193,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Douelle vieille,Hollande,"400,00",en nombre,,,,
194,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Douelle a barriquage,Suede,"1 920,00",en nombre,,,,
195,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Douelle pour fonds,Suede,"250,00",en nombre,,,,
196,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Draps vieux pour l´entrepot pour la Guinée,Hollande,"130,00",en nombre,,,,
197,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Drogueries diveres dont la qualité n´est point dénommée,Hollande,"12 473,00",livres,,,,
198,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Drogueries diveres dont la qualité n´est point dénommée,Portugal,"352,00",livres,,,,
199,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Drogueries diveres dont la qualité n´est point dénommée pour la Compagnie des Indes,Portugal,"10,00",livres,,,,
200,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Dattes,Portugal,"219,00",livres,,,,
201,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Ecorce de citron,Portugal,"201,00",livres,,,,
202,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Ecorce de citron,Portugal,"201,00",livres,,,,
203,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Equille,Hambourg,"70,00",livres,,,,
204,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Equille,Hollande,"31,00",livres,,,,
205,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Equille à voile pour la Compagnie de Guinée,Hollande,"5 500,00",livres,,,,
206,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Equille à voile pour la Compagnie de Guinée,Hollande,"108,00",barils,,,,
207,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Escopes,Göteborg,"120,00",en nombre,,,,
208,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Espars de 20 à 25 pieds de long,Riga,"310,00",en nombre,,,,
209,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Espars de 20 à 25 pieds de long,Hollande,"220,00",en nombre,,,,
210,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Espars de 20 à 25 pieds de long,Norvège,"450,00",en nombre,,,,
211,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Espars de 36 à 40 pieds,Hollande,"71,00",en nombre,,,,
212,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Espars de 11 à 20 pieds,Hollande,"180,00",en nombre,,,,
213,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,7,,Espars de 11 à 20 pieds,Bruges,"11,00",en nombre,,,,
214,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Etaux en batit pour serruriers,Hollande,"2,00",en nombre,,,,
215,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Esturgon,Hollande,"26,00",livres,,,,
216,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Estampe,Angleterre,"25,00",livres,,,,
217,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Epiceries diveres dont la qualité n´estpoint dénominée,Hollande,"1 296,00",livres,,,,
218,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Eau forte huille de vitriol le dania,Hollande,"83,00",livres,,,,
219,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Epipequaquana,Hollande,"60,00",livres,,,,
220,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fayence,Hollande,"17 281,00",livres,,,,
221,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer en barre,Suede,"169 386,00",livres,,,,
222,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer en barre,Hollande,"86 945,00",livres,,,,
223,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer en barre,Norvège,"23 400,00",livres,,,,
224,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer en barre,Espagne,"280 038,00",livres,,,,
225,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer en barre,Hambourg,"6 050,00",livres,,,,
226,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer pour liquaré et en verge,Suede,"26 206,00",livres,,,,
227,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer pour liquaré et en verge,Norvège,"28 500,00",livres,,,,
228,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer pour liquaré et en verge,Espagne,"752 567,00",livres,,,,
229,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer en cercles,Hollande,"2 082,00",livres,,,,
230,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer en cercles,Hollande,"25 450,00",livres,,,,
231,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,"Fer fondue en Hambourg et planques, poëles et chaudieres",Hollande,"25 358,00",livres,,,,
232,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer en planche,Hambourg,"48,00",en nombre,,,,
233,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer blanc simple,Suede,"6,00",barils,,,,
234,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer blanc simple,Hambourg,"50,00",barils,,,,
235,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer noir simples,Hambourg,"10,00",barils,,,,
236,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer noir simples,Norvège,"2,00",barils,,,,
237,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer blanc simple pour la Compagnie des Indes,Hollande,"12,00",barils,,,,
238,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Fer blanc simple pour la Compagnie des Indes,Hambourg,"102,00",barils,,,,
239,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Ferailles,Hollande,"192,00",livres,,,,
240,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Feves blanches,Hollande,"4,00",livres,,,,
241,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Figues,Espagne,"14 360,00",livres,,,,
242,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,8,,Figues,Portugal,"11 669,00",livres,,,,
243,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Filasse,Hollande,"35,00",livres,,,,
244,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Filasse,Hambourg,"90,00",livres,,,,
245,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Ficelle,Hambourg,"150,00",livres,,,,
246,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fil et letton,Hambourg,"1 044,00",livres,,,,
247,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fil de fer,Hambourg,"7 005,00",livres,,,,
248,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fil de fer pour la Compagnie des Indes,Hambourg,"860,00",livres,,,,
249,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fil de fer pour la Compagnie des Indes,Hambourg,"14 074,00",livres,,,,
250,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fil de fer pour la Compagnie des Indes,Hambourg,"12 933,00",livres,,,,
251,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fil de fer pour la Compagnie des Indes,Hambourg,"15 433,00",livres,,,,
252,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fil de fer assorty,Hollande,"3 971,00",livres,,,,
253,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fil a voile pour la Compagnie des Indes,Hollande,"6 000,00",livres,,,,
254,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fleau de fer,Hollande,"3,00",en nombre,,,,
255,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fleau de fer,Hollande,"2,00",en nombre,,,,
256,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fontaine de fer blanc de peinte,Hollande,"2,00",en nombre,,,,
257,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Forme ou pot de terre pour sucre,Hollande,"1 125,00",en nombre,,,,
258,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Forme ou pot de terre pour sucre,Hambourg,"182,00",en nombre,,,,
259,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fromage,Hollande,"295 621,00",livres,,,,
260,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fromage,Norvège,"1 108,00",livres,,,,
261,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fromage au quart avarié,Hollande,"16 878,00",livres,,,,
262,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fromage a moitie avarié,Hollande,"13 868,00",livres,,,,
263,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fromages,Angleterre,"38 666,00",livres,,,,
264,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fromage pour l´entrepot de la Compagnie des Indes,Hollande,"21 300,00",livres,,,,
265,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Froment,Hollande,"9,00",tonneaux,,,,
266,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Frotoir,Hollande,"106,00",tonneaux,,,,
267,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Furils pour l´entrepot pour la Guinée,Hollande,"693,00",en nombre,,,,
268,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Futaille vide,Hambourg,"24,00",en nombre,,,,
269,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Futaille vide,Gressejay,"10,00",en nombre,,,,doute sur la provenance
270,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Futaille vide,Norvège,"25,00",en nombre,,,,
271,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Futaille vide,Hollande,"18,00",en nombre,,,,
272,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Futaille vide,Hambourg,"4,00",en nombre,,,,
273,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,9,,Fleur de muscade,Hollande,"4,00",livres,,,,
274,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Goudron,Suede,"232,00",barils,,,,
275,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Goudron,Norvège,"26,00",barils,,,,
276,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Goudron,Hambourg,"413,00",barils,,,,
277,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Goudron,Suede,"1 392,00",barils,,,,
278,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Goudron,Norvège,"191,00",barils,,,,
279,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Goudron,Hambourg,"118,00",barils,,,,
280,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Goudron,Hollande,"12,00",barils,,,,
281,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Gamelle de bois,Hollande,"20,00",en nombre,,,,
282,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Goblet a boire,Hambourg,"55,00",livres,,,,
283,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Grenne de choux,Hollande,"170,00",livres,,,,
284,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Graine de lin,Hollande,"5,50",tonneaux,,,,
285,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Graine de lin,Prusse,"3,00",tonneaux,,,,
286,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Graine de lin,Angleterre,"1,50",tonneaux,,,,
287,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Graine de lin,Bruges,"4,00",tonneaux,,,,
288,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Graine a chapelet,,"299,00",livres,,,,
289,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Graine a chapelet,,"1 336,00",livres,,,,
290,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Graine a chapelet pour l´entrepot pour Guinée,Hollande,"17,00",barriques,,,,
291,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Graine a chapelet pour l´entrepot pour Guinée,Hollande,"500,00",sacs,,,,
292,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Graine a coutteaux,Hollande,"425,00",livres,,,,
293,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Guynée bleune,Hollande,"320,00",pieces,,,,
294,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Guynée bleune,Hollande,"200,00",pieces,,,,
295,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Garence,Hollande,"43 318,00",livres,,,,
296,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Garence,Hambourg,"2 317,00",livres,,,,
297,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Geroffle,Hollande,"4 058,00",livres,,,,
298,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Geroffle,Hambourg,"567,00",livres,,,,
299,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Gomme armoniac,Hollande,"15,00",livres,,,,
300,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Gomme arabique,Hollande,"150,00",livres,,,,
301,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Gomme gutte,Hollande,"15,00",livres,,,,
302,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Haran blanc,Hollande,"17,00",barils,,,,
303,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Haran blanc,Hollande,"1,00",quarts,,,,
304,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Haran blanc,Hollande,"956,00",barils,,,,
305,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Haran blanc,Hollande,"0,75",quarts,,,,
306,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,10,,Haran blanc,Hollande,"559,00",barils,,,,
307,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,11,,Harang blanc ; feuillettes,Hollande,"3,00",en nombre,,,,
308,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,11,,Harang blanc ; feuillettes,Hambourg,"1,00",en nombre,,,,
309,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,11,,Harang blanc ; demi feuillettes,Hollande,"2,00",en nombre,,,,
