numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,remarks
160,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Prunes,Nantes,Hollande,14790,Livres,"0,4625",,
161,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Pruneaux,Nantes,Hollande,56403,Livres,"0,1583333",,
162,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Quinquina,Nantes,Hollande,500,Livres,3,,Quinquina ?
163,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Rocou,Nantes,Hollande,86800,Livres,"0,816",,81 Lt 12s le 0/0
164,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Sel,Nantes,Hollande,30,Muids,144,,
165,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Sirop melasse,Nantes,Hollande,69233,Livres,"0,09",,9 Lt le 0/0 
166,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Sucre ; brut,Nantes,Hollande,6986630,Livres,"0,228",,22 Lt 16 s le 0/0 ?
167,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Sucre ; terré,Nantes,Hollande,2863170,Livres,"0,39",,39 Lt le 0/0 ?
168,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Thé,Nantes,Hollande,820,Livres,"1,8",,
169,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Toile ; de Bretagne ,Nantes,Hollande,725,Livres,4,,
170,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Toile ; cholet,Nantes,Hollande,465,Livres,4,,
171,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Verdet,Nantes,Hollande,126,Livres,"1,2",,
172,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Vin ; d'amont,Nantes,Hollande,"1710,25",Tonneaux,300,,Doubts on Indicator Tonenaux 1/4 ?
173,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Vin ; de Bordeaux,Nantes,Hollande,2,Bariques,95,,
174,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Vin ; de Languedoc,Nantes,Hollande,3,Bariques,75,,"Vin , ?"
175,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Vin ; Nantois,Nantes,Hollande,551,Tonneaux,150,,
176,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Vinaigre,Nantes,Hollande,22,Quarts,"6,5",,
177,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Beuf salé,Nantes,Italie,600,Livres,"0,2",,
178,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Caffé des Isles,Nantes,Italie,35775,Livres,"0,775",,
179,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Dattes,Nantes,Italie,100,Livres,"0,35",,
180,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Sucre ; brut,Nantes,Italie,345000,Livres,"0,228",,22Lt 16 s le 0/0 ?
181,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Sucre ; en pain,Nantes,Italie,318,Livres,"0,7",,70 Lt le 0/0 ?
182,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Sucre ; terré,Nantes,Italie,1004320,Livres,"0,39",,39 Lt le 0/0 ?
183,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Thé,Nantes,Italie,132,Livres,"1,8",,
184,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Beurre,Nantes,Nord qui comprend les villes anséatiques,2259,Livres,"0,4",,
185,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Bois d'Ebenne,Nantes,Nord qui comprend les villes anséatiques,20792,Livres,"0,15",,
186,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Cacao,Nantes,Nord qui comprend les villes anséatiques,3461,Livres,"0,6",,60 Lt le 0/0
187,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Caffé des Isles,Nantes,Nord qui comprend les villes anséatiques,2006744,Livres,"0,775",,
188,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Capres et anchois,Nantes,Nord qui comprend les villes anséatiques,12,Flacons,"1,2",,?
189,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Chataignes,Nantes,Nord qui comprend les villes anséatiques,807,Boisseaux,"1,05",,
190,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Chocolat,Nantes,Nord qui comprend les villes anséatiques,180,Livres,"1,7",,
191,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Confitures,Nantes,Nord qui comprend les villes anséatiques,232,Livres,"0,6",,60 Lt le 0/0
192,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Coton en laine,Nantes,Nord qui comprend les villes anséatiques,27240,Livres,"0,9",,90 Lt le 0/0
193,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Draperie,Nantes,Nord qui comprend les villes anséatiques,66,Livres,3,,
194,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Eau de vie,Nantes,Nord qui comprend les villes anséatiques,1939,Veltes ,5,,
195,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Epicerie,Nantes,Nord qui comprend les villes anséatiques,60,Livres,"2,1",,
196,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Fruits cuis,Nantes,Nord qui comprend les villes anséatiques,2625,Livres,"0,4",,
197,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Gingembre,Nantes,Nord qui comprend les villes anséatiques,424,Livres,"0,24",,24 Lt le 0/0
198,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Indigo,Nantes,Nord qui comprend les villes anséatiques,64269,Livres,"4,8",,
199,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Marchandises mêlées,Nantes,Nord qui comprend les villes anséatiques,,Valeur,,315,
200,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Miel,Nantes,Nord qui comprend les villes anséatiques,39095,Livres,"0,175",,
201,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Mouchoirs des Indes,Nantes,Nord qui comprend les villes anséatiques,200,Pièces,36,,
202,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Peaux de veau corroyées,Nantes,Nord qui comprend les villes anséatiques,127,Douzaines,33,,
203,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,7,1769,Exports,Pierres a fusils,Nantes,Nord qui comprend les villes anséatiques,2625,Milliers,"1,75",,Doubts on Indicator Milliers ? 
204,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Porcelaine,Nantes,Nord qui comprend les villes anséatiques,450,Livres,3,,
205,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Rhubarbe,Nantes,Nord qui comprend les villes anséatiques,178,Livres,5,,
206,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Rocou,Nantes,Nord qui comprend les villes anséatiques,8500,Livres,"0,816",,81 Lt 12s le 0/0
207,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Rotins,Nantes,Nord qui comprend les villes anséatiques,6200,Livres,"0,8",,
208,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Sel,Nantes,Nord qui comprend les villes anséatiques,1324,Muids,144,,
209,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Sirop melasse,Nantes,Nord qui comprend les villes anséatiques,2206475,Livres,"0,09",,9 Lt le 0/0 
210,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Sucre ; brut,Nantes,Nord qui comprend les villes anséatiques,2751350,Livres,"0,228",,22 Lt 16 s le 0/0 ?
211,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Sucre ; en pain,Nantes,Nord qui comprend les villes anséatiques,2425,Livres,"0,7",,70 Lt le 0/0 ?
212,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Sucre ; terré,Nantes,Nord qui comprend les villes anséatiques,3115590,Livres,"0,39",,39 Lt le 0/0 ?
213,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Thé,Nantes,Nord qui comprend les villes anséatiques,2259,Livres,"1,8",,
214,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Toile ; de coton,Nantes,Nord qui comprend les villes anséatiques,724,Pièces,34,,
215,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Verdet,Nantes,Nord qui comprend les villes anséatiques,373,Livres,"1,2",,
216,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Vin ; d'amont,Nantes,Nord qui comprend les villes anséatiques,1,Tonneaux,300,,
217,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Vin ; de Bordeaux,Nantes,Nord qui comprend les villes anséatiques,3,Bariques,95,,
218,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Vin ; nantois,Nantes,Nord qui comprend les villes anséatiques,"709,25",Tonneaux,150,,Doubts on Indicator Tonneaux 1/2 ?
219,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Bled sarazin,Nantes,Portugal,1200,Livres,"0,0416667",,
220,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Bled froment,Nantes,Portugal,67200,Livres,"0,1375",,
221,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Bled seigle,Nantes,Portugal,136600,Livres,"0,1125",,
222,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Bonnets de laine,Nantes,Portugal,600,Livres,6,,
223,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Bougie,Nantes,Portugal,145,Livres,"2,1",,
224,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Chemises garnies,Nantes,Portugal,12,En nombre,7,,
225,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Cuirs de beuf Tannés,Nantes,Portugal,700,Livres,1,,Doubts on value 20 s le ?
226,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Eau de vie,Nantes,Portugal,1680,Veltes ,5,,
227,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Etamine de laine,Nantes,Portugal,3296,Livres,"3,5",,
228,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Etoffe de soye,Nantes,Portugal,23,Livres,40,,
229,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Feves,Nantes,Portugal,176000,Livres,"0,0625",,
230,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Marchandises mêlées,Nantes,Portugal,,Valeur,,212,
231,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Peaux ; de daim aprêtées,Nantes,Portugal,8,Douzaines,120,,Doubts on quantity and unit 
232,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Peaux ; de mouton aprêtées,Nantes,Portugal,24216,En nombre,1,,
233,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Peaux ; de veau corroyées,Nantes,Portugal,12765,Douzaines,33,,Indicator Douzième ? 
234,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Pois,Nantes,Portugal,99000,Livres,"0,075",,
235,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,8,1769,Exports,Terre a sucre,Nantes,Portugal,4,Bariques,7,,
236,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Toiles ; de Bretagne ,Nantes,Portugal,900,Livres,4,,
237,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Toiles ; cholet,Nantes,Portugal,2767,Livres,4,,
238,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Porcelaine,Nantes,Russie,670,Livres,3,,
239,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Sucre ; brut,Nantes,Russie,211000,Livres,"0,228",,22 Lt 16 s le 0/0 ?
240,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Sucre ; terré,Nantes,Russie,350000,Livres,"0,39",,39 Lt le 0/0 ?
241,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Vin ; hors,Nantes,Russie,3,Bariques,90,,
242,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Vinaigre,Nantes,Russie,3,Quarts,"6,5",,
243,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Bas ; de fil,Nantes,Suede,10,Livres,5,,Doubts on name
244,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Bas ; de soye,Nantes,Suede,4,Livres,40,,Doubts on name
245,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Caffé des Isles,Nantes,Suede,4320,Livres,"0,775",,
246,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Confitures,Nantes,Suede,463,Livres,"0,6",,60 Lt le 0/0
247,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Coton en laine,Nantes,Suede,250,Livres,"0,9",,90 Lt le 0/0
248,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Eau de vie,Nantes,Suede,5,Pipes,300,,
249,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Eau de vie,Nantes,Suede,2843,Veltes ,5,,
250,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Epicerie,Nantes,Suede,88,Livres,"2,1",,
251,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Estampes,Nantes,Suede,50,Livres,10,,
252,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Etoffe de soye,Nantes,Suede,"94,5",Livres,40,,
253,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Huile d'olive,Nantes,Suede,224,Livres,"0,65",,
254,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Indigo,Nantes,Suede,1528,Livres,"4,8",,
255,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Marchandises mêlées,Nantes,Suede,,Valeur,,551,
256,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Papier blanc ,Nantes,Suede,24,Rames,4,,Doubts on unit Ram ?
257,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Pruneaux,Nantes,Suede,4850,Livres,"0,1583333",,
258,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Raisin,Nantes,Suede,1750,Livres,"0,15",,
259,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Ruban de soye,Nantes,Suede,4,Livres,60,,
260,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Sel,Nantes,Suede,401,Muids,144,,
261,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Sirop melasse,Nantes,Suede,2212,Livres,"0,09",,9 Lt le 0/0 
262,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Sucre ; brut,Nantes,Suede,145600,Livres,"0,228",,22 Lt 16 s le 0/0 ?
263,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,9,1769,Exports,Sucre ; terré,Nantes,Suede,95630,Livres,"0,39",,39 Lt le 0/0 ?
264,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Terre a sucre,Nantes,Suede,9,Bariques,7,,
265,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Verres à vitres,Nantes,Suede,676,carreaux,"0,3",,Doubts on name and Indicator meassurement ?
266,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Vin ; de Bordeaux,Nantes,Suede,5,Bariques,95,,
267,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Vin ; de Liqueur,Nantes,Suede,48,Bouteilles,2,,
268,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Vin ; nantois,Nantes,Suede,3,Tonneaux,150,,
269,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Anabas,Nantes,Guinée,575,Pièces,10,,
270,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Armes ; blanches,Nantes,Guinée,4780,Livres,"1,2",,
271,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Armes ; a feu,Nantes,Guinée,146934,Livres,1,,Doubt on value ? 
272,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Baguettes,Nantes,Guinée,64,Pièces,18,,
273,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Baguettes,Nantes,Guinée,315,Livres,3,,
274,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Bajutapeau,Nantes,Guinée,3377,Pièces,"22,5",,
275,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Barils Vuides ,Nantes,Guinée,7720,En nombre,"0,6",,Doubts on Name ?
276,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Batavia,Nantes,Guinée,150,Pièces,30,,
277,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Bayette,Nantes,Guinée,1268,Livres,3,,
278,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Bazin,Nantes,Guinée,172,Pièces,22,,
279,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Bazin,Nantes,Guinée,400,Livres,4,,
280,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Beuf salé,Nantes,Guinée,1157,Barils,40,,
281,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Beurre,Nantes,Guinée,13400,Livres,"0,4",,
282,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Boelans,Nantes,Guinée,405,Pièces,11,,Boelaure ? 
283,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Bougie,Nantes,Guinée,340,Livres,"2,1",,
284,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Boulange,Nantes,Guinée,149,Pièces,11,,
285,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Bouteilles de verre,Nantes,Guinée,34520,En nombre,"0,2",,
286,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Baule,Nantes,Guinée,695,Pièces,"10,5",,Doubts on name of Product and unit ?
287,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Caffé des Isles,Nantes,Guinée,1906,Livres,"0,775",,
288,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Canette de grez,Nantes,Guinée,9500,En nombre,"0,3",,
289,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Caves ; de 9 flacons,Nantes,Guinée,22,En nombre,7,,
290,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Caves ; de 6 flacons,Nantes,Guinée,2609,En nombre,5,,
291,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Cauris,Nantes,Guinée,545880,Livres,"0,85",,
292,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Ceinturon de laine,Nantes,Guinée,200,Livres,4,,
293,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Chapeaux ; bordés,Nantes,Guinée,201,En nombre,30,,Doubts on name of Product ?
294,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Chapeaux ; communs,Nantes,Guinée,216,En nombre,4,,
295,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,10,1769,Exports,Chapeaux ; à négres,Nantes,Guinée,7820,En nombre,"1,5",,
296,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Chasselas,Nantes,Guinée,3511,Pièces,25,,
297,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Chilas,Nantes,Guinée,490,Pièces,9,,
298,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Cochon salé,Nantes,Guinée,9070,Livres,"0,275",,
299,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Corail ouvré,Nantes,Guinée,"558,5",Livres,80,,Unit Livres le 1/2 ?
300,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Cordages de chanvre,Nantes,Guinée,44950,Livres,"0,3",,
301,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Corots,Nantes,Guinée,3618,Pièces,9,,Doubts on name of Product Coros ?
302,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Cotonne,Nantes,Guinée,11290,Livres,14,,
303,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Coupis,Nantes,Guinée,413,Pièces,10,,
304,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Couteaux flamands,Nantes,Guinée,9929,Douzaines,"1,5",,
305,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Couverture de laine,Nantes,Guinée,100,En nombre,6,,
306,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Couverture de laine,Nantes,Guinée,725,Livres,3,,
307,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Cuivre ouvré,Nantes,Guinée,115,Livres,"1,6",,
308,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Cuivrerie,Nantes,Guinée,24684,Livres,"1,75",,
309,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Custas,Nantes,Guinée,853,Pièces,25,,
310,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Dames jeannes,Nantes,Guinée,50,En nombre,"2,5",,
311,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Dorure fine,Nantes,Guinée,60,Livres,150,,
312,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Drap de Carcassonne,Nantes,Guinée,3961,Livres,4,,
313,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Draperie de Beauvais,Nantes,Guinée,3871,Livres,4,,Doubts on name of Product ?
314,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,11,1769,Exports,Eau de vie,Nantes,Guinée,"84034,5",Veltes ,5,,
