numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,prix_unitaire
2469,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,6,Peaux de veau tannées,Italie,0,127,Livres,,"0,9"
2470,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,6,Amandes,Nord qui comprend les villes anséatiques,0,50,Livres,,"0,2"
2471,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,6,Baffetas,Nord qui comprend les villes anséatiques,0,100,Pièces,,12
2472,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,6,Beure,Nord qui comprend les villes anséatiques,0,27780,Livres,,"0,35"
2473,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,6,Bougie,Nord qui comprend les villes anséatiques,0,25,Livres,,2
2474,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,6,Caffé des Isles,Nord qui comprend les villes anséatiques,0,1087,Livres,,"0,65"
2475,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,6,Chandelle,Nord qui comprend les villes anséatiques,0,11155,Livres,,"0,4"
2476,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,6,Chataignes,Nord qui comprend les villes anséatiques,0,560,Boisseaux,,"0,4"
2477,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,6,Confitures,Nord qui comprend les villes anséatiques,0,525,Livres,,1
2478,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,6,Cotonnade,Nord qui comprend les villes anséatiques,0,20,Aunes,,"2,5"
2479,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,6,Cuirs tannées de bœuf,Nord qui comprend les villes anséatiques,0,1235,Livres,,"0,6"
2480,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,6,Cuirs de vache corroyés,Nord qui comprend les villes anséatiques,0,4452,Pièces,,8
2481,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,6,Cuirs de vache corroyés,Nord qui comprend les villes anséatiques,0,355,Livres,,"0,5"
2482,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Drogueries,Nord qui comprend les villes anséatiques,0,882,Livres,,2
2483,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Eau de vie,Nord qui comprend les villes anséatiques,0,"181383,5",Veltes,,"2,25"
2484,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Fruit cuits,Nord qui comprend les villes anséatiques,0,200,Livres,,"0,2"
2485,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Guinée blanche,Nord qui comprend les villes anséatiques,0,980,Pièces,,35
2486,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Indigo,Nord qui comprend les villes anséatiques,0,2527,Livres,,6
2487,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Miel,Nord qui comprend les villes anséatiques,0,4800,Livres,,"0,1"
2488,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Ocre,Nord qui comprend les villes anséatiques,0,78,Bariques,,20
2489,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Peaux d'agneaux,Nord qui comprend les villes anséatiques,0,12,Pièces,,"0,75"
2490,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Peaux de chevreaux aprestées,Nord qui comprend les villes anséatiques,0,12,Pièces,,"1,25"
2491,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Peaux de mouton aprestées,Nord qui comprend les villes anséatiques,0,162,Pièces,,"1,25"
2492,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Peaux de veau aprestées,Nord qui comprend les villes anséatiques,0,36,Pièces,,2
2493,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Peaux de veau corroyées,Nord qui comprend les villes anséatiques,0,16656,Pièces,,2
2494,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Pierres a fusils,Nord qui comprend les villes anséatiques,0,1071000,En nombre,,"0,002"
2495,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Prunes,Nord qui comprend les villes anséatiques,0,30,Livres,,"0,3"
2496,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Pruneaux,Nord qui comprend les villes anséatiques,0,13620,Livres,,"0,1"
2497,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Salemporis,Nord qui comprend les villes anséatiques,0,611,Pièces,,18
2498,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Savon,Nord qui comprend les villes anséatiques,0,158,Livres,,"0,4"
2499,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Sel,Nord qui comprend les villes anséatiques,0,"1598,25",Charges,,40
2500,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Sel,Nord qui comprend les villes anséatiques,0,2123,Muids,,32
2501,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Sirop melasse,Nord qui comprend les villes anséatiques,0,310325,Livres,,"0,1"
2502,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Thé,Nord qui comprend les villes anséatiques,0,1606,Livres,,3
2503,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Toile de Bretagne,Nord qui comprend les villes anséatiques,0,508,Livres,,"1,75"
2504,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Verres a vitres,Nord qui comprend les villes anséatiques,0,100,Carreaux,,"0,2"
2505,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Vin d'amont,Nord qui comprend les villes anséatiques,0,65,Tonneaux,,120
2506,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Vin de Bordeaux,Nord qui comprend les villes anséatiques,0,1,Bariques,,60
2507,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Vin nantois,Nord qui comprend les villes anséatiques,0,"3261,75",Tonneaux,,80
2508,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Vinaigre,Nord qui comprend les villes anséatiques,0,"97,25",Tonneaux,,64
2509,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,7,Vinaigre,Nord qui comprend les villes anséatiques,0,56,Quarts,,8
2510,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Arbres fruitiers,Portugal,0,400,Pieds,,"0,3"
2511,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Beure,Portugal,0,40,Livres,,"0,35"
2512,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Bougie,Portugal,0,50,Livres,,2
2513,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Chandelle,Portugal,0,30,Livres,,"0,4"
2514,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Cire blanche,Portugal,0,150,Livres,,2
2515,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Etamine de laine,Portugal,0,8298,Aunes,,2
2516,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Etoffe de soye,Portugal,0,212,Livres,,40
2517,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Feves,Portugal,0,34,Tonneaux,,80
2518,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Mercerie,Portugal,0,359,Livres,,"3,5"
2519,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Peaux de mouton aprestées,Portugal,0,6256,Pièces,,"1,25"
2520,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Peaux de veau corroyées,Portugal,0,60662,Pièces,,2
2521,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Serge de laine,Portugal,0,1520,Aunes,,"1,2"
2522,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Tabatieres d'argent,Portugal,1980,,,,
2523,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Tapisserie d'Auvergne,Portugal,0,622,Livres,,5
2524,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Toile de Bretagne,Portugal,0,4850,Livres,,"1,75"
2525,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Vin de Bordeaux,Portugal,0,50,Bouteilles,,"0,45"
2526,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Vinaigre,Portugal,0,100,Quarts,,8
2527,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Sel,Russie,0,159,Charges,,40
2528,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Amandes,Suede,0,220,Livres,,"0,2"
2529,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,8,Anis,Suede,0,2,Bariques,,50
2530,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Beure,Suede,0,5647,Livres,,"0,35"
2531,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Bouchons de liege,Suede,0,12000,En nombre,,"0,007"
2532,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Bouteilles de verre,Suede,0,1,Panier,,20
2533,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Caffé des Isles,Suede,0,750,Livres,,"0,65"
2534,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Chataignes,Suede,0,89,Boisseaux,,"0,4"
2535,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Confitures,Suede,0,144,Livres,,1
2536,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Eau de vie,Suede,0,10,Bariques,,70
2537,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Eau de vie,Suede,0,12,Grosses pipes,,140
2538,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Eau de vie,Suede,0,33,Pipes ordinaires,,110
2539,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Eau de vie,Suede,0,67894,Veltes,,"2,25"
2540,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Eau de la reine d'hongrie,Suede,0,48,Fiolles,,"0,4"
2541,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Fayance,Suede,0,2,Bariques,,20
2542,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Fayance,Suede,0,9,paniers,,10
2543,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Fer en marmittes,Suede,0,15,En nombre,,"2,5"
2544,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Gands communs,Suede,0,4,Ballots,,500
2545,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Gands communs,Suede,0,600,En nombre,,"0,5"
2546,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Indigo,Suede,0,490,Livres,,6
2547,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Noix,Suede,0,16000,En nombre,,"0,00075"
2548,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Ocre,Suede,0,46,Bariques,,20
2549,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Papier blanc,Suede,0,2560,Livres,,"0,75"
2550,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Peaux de veau corroyées,Suede,0,480,En nombre,,2
2551,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Pierres a fusils,Suede,0,4000000,En nombre,,"0,002"
2552,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Prunes,Suede,0,1,Barils,,30
2553,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Prunes,Suede,0,210,Livres,,"0,3"
2554,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Pruneaux,Suede,0,620,Livres,,"0,1"
2555,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,9,Sel,Suede,0,780,Muids,,32
2556,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,10,Sirop melasse,Suede,0,21750,Livres,,"0,1"
2557,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,10,Sucre terré,Suede,0,200,Livres,,"0,5"
2558,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,10,Toile de Bretagne,Suede,0,150,Livres,,"1,75"
2559,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,10,Vin d'amont,Suede,0,"147,75",Tonneaux,,120
2560,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,10,Vin de Bordeaux,Suede,0,2,Bariques,,60
2561,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,10,Vin de Bordeaux,Suede,0,2,Tierçons,,40
2562,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,10,Vin de Champagne,Suede,0,720,Bouteilles,,2
2563,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,10,Vin Hors,Suede,0,6,Bariques,,60
2564,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,10,Vin Hors,Suede,0,1,Tierçons,,40
2565,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,10,Vin nantois,Suede,0,"279,25",Tonneaux,,80
2566,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,10,Vin nantois,Suede,0,1,Tierçons,,13
2567,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,10,Vinaigre,Suede,0,"23,75",Tonneaux,,64
2568,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1762,Exports,Nantes,10,Vinaigre,Suede,0,248,Quarts,,8
2569,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Anchois,Angleterre,0,12,Pots,,"0,75"
2570,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Blonde de soye,Angleterre,0,10,Aunes,,4
2571,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Brai sec,Angleterre,0,2180,Livres,,"0,035"
2572,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Capres,Angleterre,0,12,Livres,,"0,5"
2573,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Cordages de chanvre,Angleterre,0,400,Livres,,"0,3"
2574,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Eaux de la reine d'hongrie,Angleterre,0,30,Fiolles,,"0,4"
2575,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Eaux de vie,Angleterre,0,3,Pièces,,87
2576,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Eaux de vie,Angleterre,0,"34110,5",Veltes,,3
2577,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Fayance,Angleterre,0,30,Douzaines,,"3,25"
2578,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Fer en barres,Angleterre,0,143000,Livres,,"0,15"
2579,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Gans communs,Angleterre,0,48,En nombre,,"0,5"
2580,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Huile d'olive,Angleterre,0,12,Livres,,"0,5"
2581,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Miel,Angleterre,0,4600,Livres,,"0,1"
2582,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Noix,Angleterre,0,55000,En nombre,,"0,001"
2583,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Orge mondée,Angleterre,0,10,Livres,,"0,25"
2584,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Papier blanc,Angleterre,0,900,Livres,,"0,75"
2585,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Planches de sapin grandes,Angleterre,0,400,nombre,,"1,25"
2586,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Planches de sapin petites,Angleterre,0,200,nombre,,"0,5"
2587,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Poudre a poudrer,Angleterre,0,12,Livres,,"0,25"
2588,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,1,Pruneaux,Angleterre,0,230,Livres,,"0,15"
2589,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Reglisse,Angleterre,0,20,Livres,,"0,2"
2590,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Savonnettes,Angleterre,0,3,Livres,,"0,5"
2591,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Sel,Angleterre,0,97,Muids,,60
2592,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Sirop capilaire,Angleterre,0,25,Livres,,1
2593,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Thé,Angleterre,0,12,Livres,,"3,75"
2594,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Vin d'amont,Angleterre,0,2,Bariques,,70
2595,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Vin nantois,Angleterre,0,15,Tonneaux,,100
2596,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Vinaigre,Angleterre,0,12,Quarts,,10
2597,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Caffé des Isles,Danemark,0,9939,Livres,,"0,65"
2598,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Caffé de Bourbon,Danemark,0,1000,Livres,,"0,75"
2599,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Chataignes,Danemark,0,72,Boisseaux,,"0,9"
2600,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Confitures,Danemark,0,60,Livres,,1
2601,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Eau de la reine d'hongrie,Danemark,0,72,Bouteilles,,"2,5"
2602,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Eau de vie,Danemark,0,10,Pièces,,87
2603,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Eau de vie,Danemark,0,19850,Veltes,,3
2604,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Indigo,Danemark,0,105,Livres,,5
2605,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Noix,Danemark,0,26000,nombre,,"0,001"
2606,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Prunes,Danemark,0,24,Livres,,"0,3"
2607,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Pruneaux,Danemark,0,2435,Livres,,"0,15"
2608,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Savon,Danemark,0,320,Livres,,"0,35"
2609,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Sel,Danemark,0,629,Muids,,60
2610,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Sucre terré,Danemark,0,400,Livres,,"0,45"
2611,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Vin d'amont,Danemark,0,"5,25",Tonneaux,,280
2612,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Vin de Bordeaux,Danemark,0,2,Bariques,,100
2613,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Vin de Bordeaux,Danemark,0,3,Tierçons,,66
2614,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Vin de Bourgogne,Danemark,0,1500,Bouteilles,,1
2615,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Vin nantois,Danemark,0,"38,75",Tonneaux,,100
2616,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,2,Vinaigre,Danemark,0,11,Quarts,,10
2617,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,3,Amidon,Espagne,0,225,Livres,,"0,2"
2618,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,3,Beure,Espagne,0,946,Livres,,"0,35"
2619,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,3,Bleu,Espagne,0,85,Livres,,"0,75"
2620,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,3,Bougie,Espagne,0,75,Livres,,2
2621,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,3,Chandelle,Espagne,0,7660,Livres,,"0,4"
2622,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,3,Chapeaux castors,Espagne,0,72,En nombre,,16
2623,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,3,Chapeaux communs,Espagne,0,411,En nombre,,3
2624,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,3,Confitures,Espagne,0,660,Livres,,1
2625,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,3,Couteaux,Espagne,0,1225,Livres,,2
2626,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,3,Cuirs de bœuf,Espagne,0,305,Pièces,,25
2627,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,3,Cuirs de bœuf,Espagne,0,885,Livres,,"0,6"
2628,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1763,Exports,Nantes,3,Cuirs de vache ; corroyés,Espagne,0,1152,Pièces,,8
