numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,doubleaccounts
144,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Pekin,Hollande,678,Pièce,60,40680,0,,
145,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Pigaras,Hollande,1752,Pièce,0,87600,-87600,,
146,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Peaux de veau en poil,Hollande,200,Nombre,0,200,-200,,
147,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Peaux d'agneau passées,Hollande,210,Livre,0,400,-400,,
148,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Peaux de chevreuil,Hollande,11430,Livre,0,11430,-11430,,
149,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Papier a écrire,Hollande,20,Livre,"0,5",10,0,,
150,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Porcelaine des Indes,Hollande,3890,Livre,5,19450,0,,
151,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Pierres a fusils,Hollande,1157,Millier,"2,5",2892,"0,5",,
152,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Sels,Hollande,150,Muid,60,9000,0,,
153,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Sels,Hollande,314,Muid,24,7536,0,,
154,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Sels,Hollande,531,Muid,20,10620,0,,
155,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Sels,Hollande,793,Charge,45,35695,-10,erreur de calcul,
156,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Sels,Hollande,397,Charge,32,12704,0,,
157,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Sels,Hollande,731,Charge,25,18265,10,erreur de calcul,
158,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Sels,Hollande,3271,Charge,23,75233,0,,
159,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Sucre blanc,Hollande,96950,Livre,"0,4",38960,-180,erreur de calcul,
160,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Sucre terré,Hollande,1419750,Livre,"0,32",455520,-1200,erreur de calcul,
161,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Sucre teste de forme,Hollande,54800,Livre,"0,26",14248,0,Prix unitaire en pourcentage,
162,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Sucre brut,Hollande,6691000,Livre,"0,2",1338200,0,Prix unitaire en pourcentage,
163,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Sirop de sucre,Hollande,214300,Livre,"0,05",10715,0,Prix unitaire en pourcentage,
164,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Saffran,Hollande,269,Livre,32,8608,0,,
165,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Soucis,Hollande,400,Pièce,25,10000,0,,
166,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Satin,Hollande,132,Pièce,70,9240,0,,
167,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Sthouchais,Hollande,238,Pièce,30,7140,0,,
168,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Salemporis,Hollande,80,Pièce,20,1600,0,,
169,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Serviettes et napes des Indes,Hollande,4,Pièce,0,400,-400,,
170,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Soyerie,Hollande,"21,5",Livre,40,840,20,erreur de calcul,
171,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Soye tanis,Hollande,21978,Livre,8,175824,0,,
172,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Soye nankin,Hollande,1320,Livre,16,21120,0,,
173,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Squine,Hollande,11710,Livre,"0,75",8782,"0,5",,
174,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Rubarbe,Hollande,139,Livre,70,9730,0,,
175,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Rocou,Hollande,21100,Livre,"0,45",9495,0,,
176,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Robes de chambre de Pekin brodé de soye,Hollande,2,Nombre,150,300,0,,
177,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Thé pekau,Hollande,2133,Livre,6,12798,0,,
178,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Thé camhou,Hollande,3524,Livre,4,14096,0,,
179,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Thé saochaon,Hollande,784,Livre,10,7840,0,,
180,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Thé bou,Hollande,17362,Livre,"2,5",44405,-1000,erreur de calcul,
181,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Thé vert saoul,Hollande,33230,Livre,"2,75",91382,"0,5",,
182,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Thé divers,Hollande,45382,Livre,3,136146,0,,
183,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Tapis,Hollande,155,Pièce,0,3100,-3100,,
184,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Tapis brodés,Hollande,"2,5",Nombre,0,200,-200,,
185,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Toile de coton,Hollande,8686,Pièce,50,434300,0,,
186,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Toile de Bretagne,Hollande,2138,Livre,4,8552,0,,
187,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,5,Tabac en poudre,Hollande,145865,Livre,2,291730,0,,
188,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Toutenague,Hollande,43650,Livre,"1,2",52320,60,erreur de calcul,
189,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Vin de Bordeaux,Hollande,5,Barique,150,750,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
190,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Vin d'Amont,Hollande,1397,Tonneau,120,169640,-2000,Droits sur le vin et le vinaigre 49 sous par tonneau / erreur de calcul,
191,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Vin nantois,Hollande,"255,5",Tonneau,60,15300,30,Droits sur le vin et le vinaigre 49 sous par tonneau / erreur de calcul,
192,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Vinaigre,Hollande,"8,5",Tonneau,60,480,30,Droits sur le vin et le vinaigre 49 sous par tonneau / erreur de calcul,
193,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Verjus,Hollande,16,Pot,"0,4",12,"-5,6",erreur de calcul,
194,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Amandes,Nord,115,Livre,"0,35",40,"0,25",Prix unitaire en pourcentage,
195,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Armoisin,Nord,5,Pièce,40,200,0,,
196,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Aloes,Nord,240,Livre,1,240,0,,
197,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Arbres fruitiers,Nord,,,0,25,-25,,
198,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Beuf salé du pais,Nord,200,Livre,"0,2",40,0,Erreur prix unitaire en pourcentage,
199,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Caffé,Nord,129400,Livre,"2,65",342281,629,erreur de calcul,
200,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Cacao,Nord,515,Livre,"1,4",721,0,,
201,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Chocolat,Nord,16,Livre,3,48,0,,
202,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Confitures,Nord,840,Livre,"0,7",588,0,,
203,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Chataignes,Nord,90,Boisseau,"0,5",45,0,,
204,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Canefice,Nord,12000,Livre,"0,1",6000,-4800,erreur de calcul,
205,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Cardamum,Nord,1860,Livre,"2,5",4650,0,,
206,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Cinabre,Nord,235,Livre,4,940,0,,
207,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Cire jaune,Nord,108,Livre,"1,3",140,"0,4",,
208,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Caladaris,Nord,151,Pièce,10,1510,0,,
209,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Coton en laine,Nord,5790,Livre,"0,7",3953,100,erreur de calcul,
210,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Damas des Indes,Nord,453,Pièce,90,40770,0,,
211,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Droguet de laine,Nord,80,Aune,"0,9",76,-4,erreur de calcul,
212,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Eau de vie,Nord,1276,Barique,70,89320,0,Droits à 3 livres et 5 sous la barique,
213,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Eau de la reyne d'hongrie,Nord,466,Livre,3,1398,0,,
214,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Ecaille de tortue,Nord,67,Livre,10,670,0,,
215,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Fruit cru,Nord,10,Quart,0,100,-100,Prix unitaire à la barique,
216,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Fruit cuit,Nord,80,Livre,"0,25",20,0,Prix unitaire en pourcentage,
217,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Fer d'Espagne,Nord,2000,Livre,"0,14",280,0,Prix unitaire en millier,
218,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Gingembre,Nord,1000,Livre,"0,2",20000,-19800,erreur de calcul,
219,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Gourgouran,Nord,161,Pièce,70,11270,0,,
220,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Garas,Nord,140,Pièce,10,1400,0,,
221,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Galanga,Nord,4260,Livre,1,4260,0,,
222,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Gomme laque en feuilles,Nord,4200,Livre,"1,5",6300,0,,
223,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,6,Gomme laque plate,Nord,20450,Livre,"1,4",28630,0,,
224,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Huile d'olive,Nord,510,Livre,"0,6",1530,-1224,erreur de calcul confusion entre livres et sous,
225,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Hamans,Nord,800,Pièce,20,16000,0,,
226,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Indigo,Nord,148050,Livre,"2,375",351618,"0,75",,
227,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Miel,Nord,43100,Livre,"0,1",21550,-17240,erreur de calcul confusion entre livres et sous,
228,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Mousseline,Nord,180,Aune,0,450,-450,prix de 50 livres la pièce,
229,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Mouchoirs de Ponticheri,Nord,50,Pièce,20,1000,0,,
230,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Mouchoirs de Ponticheri,Nord,249,Nombre,"1,5",373,"0,5",,
231,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Mercerie fine,Nord,371,Livre,6,2226,0,,
232,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Marmites de fer,Nord,80,Nombre,2,160,0,,
233,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Noix,Nord,181,Millier,1,181,0,,
234,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Ocre,Nord,323,Barique,10,3230,0,,
235,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Pruneaux de Ste Caterine,Nord,600,Livre,"0,3",180,0,Prix unitaire en pourcentage,
236,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Pruneaux d'Amont,Nord,1550,Livre,"0,04",7,55,erreur de calcul,
237,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Pekin,Nord,95,Pièce,60,5700,0,,
238,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Peaux de renard seches,Nord,800,Nombre,0,800,-800,,
239,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Peaux de putois seches,Nord,600,Livre,0,600,-600,,
240,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Peaux de fouine seches,Nord,200,Livre,0,300,-300,,
241,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Papier a écrire,Nord,15,Rame,6,90,0,,
242,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Papier a écrire,Nord,935,Livre,"0,5",467,"0,5",,
243,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Poudre a poudrer,Nord,100,Livre,"0,3",30,0,Prix unitaire en pourcentage,
244,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Porcelaine des Indes,Nord,3685,Livre,5,18425,0,,
245,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Pierres a fusils,Nord,1030,Millier,"2,5",2575,0,,
246,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Rocou,Nord,22680,Livre,"0,45",10206,0,,
247,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Satin,Nord,45,Pièce,70,3150,0,,
248,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Salemporis,Nord,277,Pièce,20,5540,0,,
249,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Soyerie,Nord,12,Pièce,40,480,0,,
250,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Saffran,Nord,110,Livre,32,3520,0,,
251,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Sels,Nord,872,Muid,60,52320,0,,
252,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Sels,Nord,186,Muid,30,5580,0,,
253,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Sels,Nord,630,Muid,26,16380,0,,
254,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Sels,Nord,232,Muid,20,4640,0,,
255,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Sels,Nord,537,Charge,45,24165,0,,
256,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Sels,Nord,80,Charge,32,3360,-800,erreur de calcul,
257,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Sels,Nord,314,Charge,23,7222,0,,
258,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Sucre blanc,Nord,100825,Livre,"0,4",40330,0,Prix unitaire en pourcentage,
259,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Sucre terré,Nord,2421450,Livre,"0,32",768874,5990,erreur de calcul,
260,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Sucre teste de forme,Nord,485350,Livre,"0,26",126191,0,Prix unitaire en pourcentage,
261,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Sucre brut,Nord,2698200,Livre,"0,2",579640,-40000,erreur de calcul,
262,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Sirop de sucre,Nord,647775,Livre,"0,05",32388,"0,75",Prix unitaire en pourcentage,
263,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Thé saochaon,Nord,4295,Livre,10,42950,0,,
264,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Thé Imperial,Nord,4298,Livre,6,25788,0,,
265,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Thé pekau,Nord,6700,Livre,6,40200,0,,
266,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,7,Thé camhou,Nord,2740,Livre,5,13700,0,,
267,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Thé bou,Nord,49265,Livre,"2,5",123167,"-4,5",erreur de calcul,
268,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Thé vert ,Nord,21450,Livre,"2,3",49385,-50,erreur de calcul,
269,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Thé vert saoulo,Nord,92420,Livre,"2,75",254155,0,,
270,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Thé divers,Nord,39985,Livre,3,119955,0,,
271,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Toile de coton,Nord,1590,Pièce,50,79500,0,,
272,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Toile peinte,Nord,350,Pièce,30,10500,0,,
273,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Toile de Bretagne,Nord,17340,Livre,4,69360,0,,
274,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Table de marbre,Nord,1,en nombre,0,50,-50,,
275,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Vin de Bordeaux,Nord,2,Tonneau,150,300,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
276,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Vin d'Amont,Nord,187,Tonneau,120,22440,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
277,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Vin nantois,Nord,165,Tonneau,60,9900,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
278,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Vinaigre,Nord,25,Tonneau,60,1500,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
279,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Acier,Espagne,100,Livre,"0,25",25,0,Prix unitaire en pourcentage,
280,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Armoires et comodes,Espagne,,,0,165,-165,,
281,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Bled froment,Espagne,"428,5",Tonneau,95,39660,"1047,5",erreur de calcul,
282,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Beuf salé du pais,Espagne,1600,Livre,"0,2",320,0,Prix unitaire en pourcentage,
283,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Beure de Bretagne,Espagne,7700,Livre,"0,25",1925,0,,
284,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Basin,Espagne,25,Pièce,25,625,0,,
285,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Basin,Espagne,100,Livre,6,600,0,,
286,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Bas de soye,Espagne,120,Paire,15,1800,0,,
287,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Bas de laine,Espagne,85,Livre,6,510,0,,
288,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Confitures,Espagne,310,Livre,"0,7",217,0,,
289,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Cacao,Espagne,10770,Livre,"1,4",15078,0,,
290,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Camelot,Espagne,421,Aune,0,2947,-2947,prix de 7 livres la pièce,
291,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Catlas,Espagne,36,Pièce,0,1080,-1080,,
292,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Chitte,Espagne,51,Pièce,30,1530,0,,
