numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
132,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,4,Montpellier,Eau de la Reine d'Hongrie,Angleterre,"8,00",livres,"0,0000000","0,00","0,00",
133,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,4,Montpellier,Eau de la Reine d'Hongrie,Suède,"3,00",livres,"0,0000000","0,00","0,00",
134,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Montpellier,Essence,Drum,"12,00",livres,"0,0000000","0,00","0,00",
135,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Nantes,Etain,Cadix,"50,00",livres,"0,0000000","0,00","0,00",
136,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Mans,Etamine,Middelbourg,"130,00",aunes,"0,0000000","0,00","0,00",
137,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Mans,Etamine,Bilbao,"116,00",aunes,"0,0000000","0,00","0,00",
138,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Mans,Etamine,Lisbonne,"1 200,00",aunes,"0,0000000","0,00","0,00",
139,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Angers et Saumur,Etamine de laine,Cadix et Bilbao,"14 324,00",aunes,"0,0000000","0,00","0,00",
140,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Angers et Saumur,Etamine de laine,Lisbonne,"11 850,00",aunes,"0,0000000","0,00","0,00",
141,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Angers et Saumur,Etamine de laine,Livourne,"3 024,00",aunes,"0,0000000","0,00","0,00",
142,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Lyon,Etoffe de soye,Bilbao,"6,50",livres,"0,0000000","0,00","0,00",
143,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Tours,Etoffe de soye,Portugal,"10,50",livres,"0,0000000","0,00","0,00",
144,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Paris,Evantail d'Yvoire,Bilbao,"4,00",douzaines,"0,0000000","0,00","0,00",
145,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Paris,Evantail d'Yvoire,Bilbao,"1,00",douzaines,"0,0000000","0,00","0,00",
146,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Paris,Evantail commun,Bilbao,"125,00",livres,"0,0000000","0,00","0,00",
147,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Paris,Evantail commun,Bilbao,"3,00",douzaines,"0,0000000","0,00","0,00",
148,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Anjou,Farine,Espagne,"35,10",tonneaux,"0,0000000","0,00","0,00",
149,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Anjou,Farine,Espagne,"32,00",tonneaux,"0,0000000","0,00","0,00",
150,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Anjou,Farine,Espagne,"10,00",barils,"0,0000000","0,00","0,00",
151,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Pays haut,Fayence,Espagne,"211,50",douzaines,"0,0000000","0,00","0,00",
152,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Pays haut,Fayence,Irlande,"29,50",douzaines,"0,0000000","0,00","0,00",
153,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Pays haut,Fayence,Hollande,"21,00",douzaines,"0,0000000","0,00","0,00",
154,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Pays haut,Fayence,Flandre imperiale,"10,00",douzaines,"0,0000000","0,00","0,00",
155,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Pays haut,Fayence,Portugal,"1,00",douzaines,"0,0000000","0,00","0,00",
156,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,France,Fers,Irlande,"10 000,00",milliers,"0,0000000","0,00","0,00",
157,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Espagne,Fers,Irlande,"4 000,00",milliers,"0,0000000","0,00","0,00",
158,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Espagne,Fers,Irlande,"6 000,00",milliers,"0,0000000","0,00","0,00",
159,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Anjou et Comte nantais,"Fèves, orge, avoine, poix, mille et autres menus grains",Livourne,"702,00",tonneaux,"0,0000000","0,00","0,00",
160,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Anjou et Comte nantais,"Fèves, orge, avoine, poix, mille et autres menus grains",Livourne,"20,00",barriques,"0,0000000","0,00","0,00",
161,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Anjou et Comte nantais,"Fèves, orge, avoine, poix, mille et autres menus grains",Livourne,"3,25",barriques,"0,0000000","0,00","0,00",
162,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Anjou,Feuillards ou cercles,Cadix,"102,00",Paquets,"0,0000000","0,00","0,00",
163,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Mans,Figures de cire,Hambourg,"30,00",livres,"0,0000000","0,00","0,00",
164,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Mans,Figures de cire,Marens,"1,00",en nombre,"0,0000000","0,00","0,00",
165,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Rennes,Fil,Cadix et Bilbao,"7 730,00",livres,"0,0000000","0,00","0,00",
166,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Rennes,Fil,Lisbonne,"200,00",livres,"0,0000000","0,00","0,00",
167,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,5,Rennes,Fil,Livourne,"150,00",livres,"0,0000000","0,00","0,00",
168,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Saumur,Fil en masse,Bilbao,"2 805,00",livres,"0,0000000","0,00","0,00",
169,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Rennes,Fil teuil,Bilbao,"450,00",livres,"0,0000000","0,00","0,00",doute sur la marchandise
170,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Pays haut,Fromage de gruyère,Cadix et Bilbao,"160,00",livres,"0,0000000","0,00","0,00",
171,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Nantes,Fruits crus,Hollande,"7,75",tonneaux,"0,0000000","0,00","0,00",
172,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Nantes,Fruits crus,Hollande,"2,00",paniers,"0,0000000","0,00","0,00",
173,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Nantes,Fruits crus,Hambourg,"3,50",tonneaux,"0,0000000","0,00","0,00",
174,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Nantes,Fruits crus,Hambourg,"1,00",caisses,"0,0000000","0,00","0,00",
175,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Nantes,Fruits crus,Suede,"20,00",bouteilles,"0,0000000","0,00","0,00",
176,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Nantes,Fruits crus,Norvège,"20,00",livres,"0,0000000","0,00","0,00",
177,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Nantes,Fruits crus,Flandre imperiale,"0,87",tonneaux,"0,0000000","0,00","0,00",
178,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Nantes,Fruits cuits secs,Flandre imperiale,"160,00",livres,"0,0000000","0,00","0,00",
179,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Nantes,Fruits cuits secs,Hollande,"30,00",livres,"0,0000000","0,00","0,00",
180,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Nantes,Fruits cuits secs,Suede,"20,00",livres,"0,0000000","0,00","0,00",
181,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Anjou et Orleanais,Froment,Espagne,"5 762,33",tonneaux,"0,0000000","0,00","0,00",
182,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Anjou et Orleanais,Froment,Portugal,"2 351,20",tonneaux,"0,0000000","0,00","0,00",
183,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Anjou et Orleanais,Froment,Livourne,"262,00",tonneaux,"0,0000000","0,00","0,00",
184,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Anjou et Orleanais,Froment,Gennes,"466,00",tonneaux,"0,0000000","0,00","0,00",
185,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Anjou et Orleanais,Froment,Hollande,"230,00",tonneaux,"0,0000000","0,00","0,00",
186,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Paris,Gullons d´argent,Espagne,"14,00",onces,"0,0000000","0,00","0,00",
187,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Nord,Goudron,Hambourg,"1,00",baril,"0,0000000","0,00","0,00",
188,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Nord,Goudron,Cadix,"6,00",baril,"0,0000000","0,00","0,00",
189,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Isles,Indigo,Espagne,"75 499,00",livres,"0,0000000","0,00","0,00",
190,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Isles,Indigo,Hambourg,"134 056,00",livres,"0,0000000","0,00","0,00",
191,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Isles,Indigo,Hollande,"33 451,00",livres,"0,0000000","0,00","0,00",
192,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Isles,Indigo,Irlande,"8 150,00",livres,"0,0000000","0,00","0,00",
193,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Isles,Indigo,Livourne,"20 332,00",livres,"0,0000000","0,00","0,00",
194,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Isles,Indigo,Suede,"3 457,00",livres,"0,0000000","0,00","0,00",
195,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Isles,Indigo,Suede,"4 041,00",livres,"0,0000000","0,00","0,00",
196,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Isles,Indigo,Strasbourg,"1 436,00",livres,"0,0000000","0,00","0,00",
197,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Isles,Indigo,Geneve,"1 006,00",livres,"0,0000000","0,00","0,00",
198,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Isles,Indigo,Nancy,"170,00",livres,"0,0000000","0,00","0,00",
199,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Isles,Indigo,Livourne,"15 817,00",livres,"0,0000000","0,00","0,00",
200,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Nantes,Lamproyes,Espagne,"715,00",boites,"0,0000000","0,00","0,00",
201,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Pays,Lards,Espagne,"870,00",livres,"0,0000000","0,00","0,00",
202,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Pays,Lards,Espagne,"60,00",livres,"0,0000000","0,00","0,00",
203,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,6,Pays,Lards,Portugal,"18,00",livres,"0,0000000","0,00","0,00",
204,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Nantes,Librarie,Espagne,"2 135,00",livres,"0,0000000","0,00","0,00",
205,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Nantes,Librarie,Irlande,"100,00",livres,"0,0000000","0,00","0,00",
206,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Marseille et Bordeaux,Liège,Espagne,"200,00",livres,"0,0000000","0,00","0,00",
207,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Hollande,Lin,Lisbonne,"15 000,00",livres,"0,0000000","0,00","0,00",
208,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Nord,Lin,Lisbonne,"9 377,00",livres,"0,0000000","0,00","0,00",
209,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Pays haut,Marmites de fer,Suede,"145,00",pieces,"0,0000000","0,00","0,00",
210,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Pays haut,Marmites de fer,Irlande,"60,00",pieces,"0,0000000","0,00","0,00",
211,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Pays haut,Marmites de fer ; petites,Durval,"36,00",pieces,"0,0000000","0,00","0,00",
212,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Paris,Meubles,Espagne,,,"0,0000000","0,00","0,00",Absence de quantité
213,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Pays haut,Merceries,Espagne,"3 460,00",livres,"0,0000000","0,00","0,00",
214,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Pays haut,Merceries,Portugal,"300,00",livres,"0,0000000","0,00","0,00",
215,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Pays haut,Merceries,Irlande,"85,00",livres,"0,0000000","0,00","0,00",
216,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Pays haut,Merceries,Hollande,"50,00",livres,"0,0000000","0,00","0,00",
217,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Pays haut,Merceries,Suede,"60,00",livres,"0,0000000","0,00","0,00",
218,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Pays haut,Merceries,Espagne,"70,00",livres,"0,0000000","0,00","0,00",
219,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Anjou,Miel,Hambourg,"34 600,00",livres,"0,0000000","0,00","0,00",
220,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Paris,Miroirs,,"2,00",pieces,"0,0000000","0,00","0,00",
221,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Paris,Miroirs,,"4,00",pieces,"0,0000000","0,00","0,00",
222,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,France,Morue seche,Espagne,"525,00",livres,"0,0000000","0,00","0,00",
223,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,France,Mouchoirs de cotton,Irlande,"34,00",livres,"0,0000000","0,00","0,00",
224,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,France,Mouchoirs de cotton,Irlande,"3,00",douzaines,"0,0000000","0,00","0,00",
225,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,France,Mouchoirs de cotton,Irlande,"8,00",douzaines,"0,0000000","0,00","0,00",
226,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Nantes,Mulles de femmes,Hollande,"12,00",paires,"0,0000000","0,00","0,00",
227,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Anjou,Noix seiches,Irlande,"385 000,00",boisseaux,"0,0000000","0,00","0,00",
228,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Anjou,Noix seiches,Hambourg,"2 000,00",boisseaux,"0,0000000","0,00","0,00",
229,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Anjou,Noix seiches,Portugal,"70 000,00",boisseaux,"0,0000000","0,00","0,00",
230,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Anjou,Noix seiches,Norvège,"35 000,00",boisseaux,"0,0000000","0,00","0,00",
231,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,7,Nantes,Oignons de fleurs,Lisbonne,"125,00",livres,"0,0000000","0,00","0,00",
232,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Nantes,Oreillons,Cadix,"5 453,00",livres,"0,0000000","0,00","0,00",
233,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Nantes,Ornements d'Eglise,Espagne,,,"0,0000000","0,00","0,00",Absence de quantité
234,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Nantes,Ouing vieux,Espagne,"450,00",livres,"0,0000000","0,00","0,00",
235,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Nantes,Ouvrages d'ozier,Espagne,"100,00",livres,"0,0000000","0,00","0,00",
236,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Pays haut,Ozier,Espagne,"3 000,00",en nombre,"0,0000000","0,00","0,00",
237,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Clisson,Papier,Espagne,"20 235,00",livres,"0,0000000","0,00","0,00",
238,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Clisson,Papier,Irlande,"15 529,00",livres,"0,0000000","0,00","0,00",
239,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Clisson,Papier,Hollande,"1 205,00",livres,"0,0000000","0,00","0,00",
240,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Clisson,Papier,Suede,"1 280,00",livres,"0,0000000","0,00","0,00",
241,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Clisson,Papier,Hambourg,"224,00",livres,"0,0000000","0,00","0,00",
242,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Pays haut,Peau de veaux covoyées,Espagne,"222,00",douzaines,"0,0000000","0,00","0,00",
243,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Pays haut,Peau de veaux covoyées,Espagne,"24,00",douzaines,"0,0000000","0,00","0,00",
244,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Pays haut,Peau de veaux covoyées,Portugal,"2 042,00",douzaines,"0,0000000","0,00","0,00",
245,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Pays haut,Peau de vaches tannées,Portugal,"318,00",douzaines,"0,0000000","0,00","0,00",
246,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Pays haut,Peau de vaches tannées,Espagne,"954,00",en nombre,"0,0000000","0,00","0,00",
247,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Pays haut,Peaux de vaches en croutes,Espagne,"700,00",en nombre,"0,0000000","0,00","0,00",
248,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Nantes,Peaux de chevreaux,Espagne,"1 546,00",en nombre,"0,0000000","0,00","0,00",
249,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Nantes,Peaux de moutons passées en blanc,Portugal,"14 150,00",en nombre,"0,0000000","0,00","0,00",
250,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Nantes,Peaux de moutons passées en blanc,Espagne,"30,00",en nombre,"0,0000000","0,00","0,00",
251,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Nantes,Peaux de moutons passées en blanc,Hambourg,"20,00",en nombre,"0,0000000","0,00","0,00",
252,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Nantes,Peaux de lièvres et lapin en poil seche,Portugal,"1 100,00",en nombre,"0,0000000","0,00","0,00",
253,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Nantes,Peaux de lièvres et lapin en poil seche,Hollande,"2 000,00",en nombre,"0,0000000","0,00","0,00",
254,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Nantes,Pleaun de renard et bléreaux,Hambourg,"120,00",en nombre,"0,0000000","0,00","0,00",
255,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Nantes,Pleaun de renard et bléreaux,Hambourg,"800,00",en nombre,"0,0000000","0,00","0,00",
256,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Angers ,Perruques,Espagne,"3,00",en nombre,"0,0000000","0,00","0,00",
257,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Anjou,Pierres a fusils,Hambourg,"150 000,00",en nombre,"0,0000000","0,00","0,00",
258,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Anjou,Pierres a fusils,Hollande,"153 000,00",en nombre,"0,0000000","0,00","0,00",
259,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Auvergne,Pierres de Dailles,Espagne,"16,00",milliers,"0,0000000","0,00","0,00",
260,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Hollande,Planches de sapin pour grenier,gennes,"20,00",en nombre,"0,0000000","0,00","0,00",
261,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Hollande,Planches de sapin pour grenier,Espagne,"25,00",en nombre,"0,0000000","0,00","0,00",
262,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,8,Nantes,Plomb a giboyer,Espagne,"50,00",livres,"0,0000000","0,00","0,00",
263,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Nantes,Plumes a ecrire,Espagne,"3,00",milliers,"0,0000000","0,00","0,00",
