numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,remarks
144,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Fer ouvré,Nantes,Isles françoises de l'Amérique,"3 874,00",Livres,"0,250",,
145,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Fil de Rennes,Nantes,Isles françoises de l'Amérique,"1 200,00",Livres,"1,750",,
146,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Fromage de Gruyere,Nantes,Isles françoises de l'Amérique,"1 815,00",Livres,"0,400",,
147,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Huile de graine,Nantes,Isles françoises de l'Amérique,"1 616,00",Livres,"0,300",,
148,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Huile d'olive,Nantes,Isles françoises de l'Amérique,"1 944,00",Livres,"0,700",,
149,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Jambons,Nantes,Isles françoises de l'Amérique,"4 736,00",Livres,"0,400",,
150,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Meubles,Nantes,Isles françoises de l'Amérique,,Valeur,"0,000","4 240,00",
151,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Peaux de veau corroyées,Nantes,Isles françoises de l'Amérique,"49,00",Douzaines,"36,000",,
152,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Plomb en grenaille,Nantes,Isles françoises de l'Amérique,"1 200,00",Livres,"0,300",,
153,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Plomb en saumon,Nantes,Isles françoises de l'Amérique,"413,00",Livres,"0,250",,
154,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Poudre a feu,Nantes,Isles françoises de l'Amérique,"570,00",Livres,"1,500",,
155,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Poudre a poudrer,Nantes,Isles françoises de l'Amérique,"180,00",Livres,"0,300",,
156,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Quincaille de fer,Nantes,Isles françoises de l'Amérique,"200,00",Livres,"1,000",,
157,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Saumon salé,Nantes,Isles françoises de l'Amérique,"18,00",Tierçons,"50,000",,
158,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Souliers,Nantes,Isles françoises de l'Amérique,"931,00",Paires,"3,000",,
159,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Suif,Nantes,Isles françoises de l'Amérique,"7 445,00",Livres,"0,350",,
160,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,7,1758,Exports,Toiles diverses,Nantes,Isles françoises de l'Amérique,"9 126,00",Livres,"1,250",,
161,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,8,1758,Exports,Vin de Bordeaux,Nantes,Isles françoises de l'Amérique,"149,00",Tonneaux,"300,000",,
162,Anthony Rebours,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,8,1758,Exports,Vin nantois,Nantes,Isles françoises de l'Amérique,"76,00",Tonneaux,"90,000",,
163,Loïc,AD 44 C716 n°30,Local/Nantes/Nantes - Exports – 1758.csv,Local,8,1758,Exports,Graines de jardin,Nantes,Isles françoises de l'Amérique,"1 977,00",Livres,"1,000",,
