numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,Année,exportsimports,marchandises,Direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
108,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,7,1728,Exports,Peaux de veau en poil,Marseille,Pour l'Espagne,"30,00",Douzaines,"20,000","600,00","0,00",
109,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,7,1728,Exports,Peau d'agneau en couleur,Marseille,Pour l'Espagne,"5,00",Douzaines,"10,000","50,00","0,00",
110,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,7,1728,Exports,Pelleterie blanche et teinte,Marseille,Pour l'Espagne,"2790,00",Livres,"0,500","1 395,00","0,00",
111,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,7,1728,Exports,Pelleterie cru en poil,Marseille,Pour l'Espagne,"9260,00",Livres,"0,300","2 778,00","0,00",
112,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,7,1728,Exports,Peignes de buy,Marseille,Pour l'Espagne,"24350,00",Livres,"0,340","8 279,00","0,00",
113,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,7,1728,Exports,Quincaille fine,Marseille,Pour l'Espagne,"1200,00",Livres,"3,000","3 600,00","0,00",
114,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,7,1728,Exports,Quincaille grosse,Marseille,Pour l'Espagne,"1450,00",Livres,"1,000","1 450,00","0,00",
115,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,7,1728,Exports,Ruban de Soye,Marseille,Pour l'Espagne,"216,00",Livres,"65,000","14 040,00","0,00",
116,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,7,1728,Exports,Ruban de filozelle,Marseille,Pour l'Espagne,"2,00",Livres,"16,000","32,00","0,00",
117,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,7,1728,Exports,Saucissons,Marseille,Pour l'Espagne,"555,00",Livres,"1,000","555,00","0,00",
118,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,7,1728,Exports,Saffran,Marseille,Pour l'Espagne,"204,00",Livres,"20,000","4 080,00","0,00",
119,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,7,1728,Exports,Sucre terré,Marseille,Pour l'Espagne,"209700,00",Livres,"0,400","83 880,00","0,00",
120,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,Sucre teste,Marseille,Pour l'Espagne,"12115,00",Livres,"0,260","3 149,90","0,00",
121,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,Souliers,Marseille,Pour l'Espagne,"90,00",Paires,"3,000","270,00","0,00",
122,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,Taffetas,Marseille,Pour l'Espagne,"8,50",Livres,"40,000","340,00","0,00",
123,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,Toile Blanche,Marseille,Pour l'Espagne,"74560,00",Livres,"3,000","223 680,00","0,00",
124,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,Toile crue,Marseille,Pour l'Espagne,"35166,00",Livres,"2,000","70 332,00","0,00",
125,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,Tresse de fil,Marseille,Pour l'Espagne,"1200,00",Livres,"2,500","3 000,00","0,00",
126,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,Tabac en poudre,Marseille,Pour l'Espagne,"25905,00",Livres,"3,000","77 715,00","0,00",
127,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,Tabac en feuille,Marseille,Pour l'Espagne,"355,00",Livres,"1,000","355,00","0,00",
128,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,Vin,Marseille,Pour l'Espagne,"2794,00",Millerolles,"6,000","16 764,00","0,00",
129,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,Verres a boire,Marseille,Pour l'Espagne,"1300,00",Livres,"1,000","1 300,00","0,00",
130,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,Asnes,Marseille,Pour le Piemont et Geneve,"4,00",Nombre,"30,000","120,00","0,00",
131,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,Anchois,Marseille,Pour le Piemont et Geneve,"1090,00",Livres,"0,180","196,20","0,00",
132,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,Amandes cassées,Marseille,Pour le Piemont et Geneve,"46850,00",Livres,"0,200","9 370,00","0,00",
133,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,Amandes en coques,Marseille,Pour le Piemont et Geneve,"900,00",Livres,"0,160","144,00","0,00",
134,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,8,1728,Exports,artichaux frais,Marseille,Pour le Piemont et Geneve,"1,00",Charges,"4,000","4,00","0,00",
135,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Auf ouvré,Marseille,Pour le Piemont et Geneve,"1850,00",Livres,"0,160","296,00","0,00",
136,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Burat d'auvergne,Marseille,Pour le Piemont et Geneve,"6,00",Livres,"3,000","18,00","0,00",
137,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Bas de laine fins,Marseille,Pour le Piemont et Geneve,"106,00",Livres,"9,000","954,00","0,00",
138,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Bas de coton,Marseille,Pour le Piemont et Geneve,"10,00",Livres,"1,500","15,00","0,00",
139,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Babouches,Marseille,Pour le Piemont et Geneve,"205,00",Livres,"3,500","717,50","0,00",
140,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Bazanes tannées,Marseille,Pour le Piemont et Geneve,"101,00",Douzaines,"9,000","909,00","0,00",
141,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Baleine coupée,Marseille,Pour le Piemont et Geneve,"1,00",Valeur,"3,000","3,00","0,00",
142,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Bouchons de liege,Marseille,Pour le Piemont et Geneve,"1045,00",Livres,"5,000","5 225,00","0,00",
143,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Bois ouvré,Marseille,Pour le Piemont et Geneve,"35,00",Charges,"12,000","420,00","0,00",
144,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Bois d'inde,Marseille,Pour le Piemont et Geneve,"350,00",Livres,"0,150","52,50","0,00",
145,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Briques,Marseille,Pour le Piemont et Geneve,"2400,00",Nombre,"0,010","24,00","0,00",
146,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Caffé pour Geneve,Marseille,Pour le Piemont et Geneve,"198497,00",Livres,"1,400","277 895,80","0,00",
147,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Confitures,Marseille,Pour le Piemont et Geneve,"70,00",Livres,"0,800","56,00","0,00",
148,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Capres,Marseille,Pour le Piemont et Geneve,"3580,00",Livres,"0,350","1 253,00","0,00",
149,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Citrons,Marseille,Pour le Piemont et Geneve,"18,00",Charges,"6,000","108,00","0,00",
150,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Camelot,Marseille,Pour le Piemont et Geneve,"93,00",Livres,"5,000","465,00","0,00",
151,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Cadis,Marseille,Pour le Piemont et Geneve,"58,00",Pieces,"25,000","1 450,00","0,00",
152,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Cadis,Marseille,Pour le Piemont et Geneve,"70,00",Cannes,"0,800","56,00","0,00",
153,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,9,1728,Exports,Chapeaux demi vigognes,Marseille,Pour le Piemont et Geneve,"3,00",Nombre,"4,000","12,00","0,00",
154,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Chapeaux comuns,Marseille,Pour le Piemont et Geneve,"70,00",Douzaines,"36,000","2 520,00","0,00",
155,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Chapeaux comuns,Marseille,Pour le Piemont et Geneve,"484,00",Livres,"5,000","2 420,00","0,00",
156,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Cuirs de beuf tannés,Marseille,Pour le Piemont et Geneve,"155,00",Nombre,"30,000","4 650,00","0,00",
157,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Cuirs de vache tannés,Marseille,Pour le Piemont et Geneve,"159,00",Nombre,"18,000","2 862,00","0,00",
158,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Carte a joüer,Marseille,Pour le Piemont et Geneve,"65,00",Livres,"0,750","48,75","0,00",
159,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Cheveux,Marseille,Pour le Piemont et Geneve,"11,50",Livres,"22,000","253,00","0,00",
160,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Cotton en laine,Marseille,Pour le Piemont et Geneve,"30760,00",Livres,"0,400","12 304,00","0,00",
161,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Coton filé,Marseille,Pour le Piemont et Geneve,"25,00",Livres,"0,600","15,00","0,00",
162,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Cire blanche ouvrée,Marseille,Pour le Piemont et Geneve,"775,00",Livres,"1,500","1 162,50","0,00",
163,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Corail ouvré,Marseille,Pour le Piemont et Geneve,"25,00",Livres,"70,000","1 750,00","0,00",
164,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Cuivre neuf,Marseille,Pour le Piemont et Geneve,"2062,00",Livres,"0,900","1 855,80","0,00",
165,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Cuivre vieux,Marseille,Pour le Piemont et Geneve,"240,00",Livres,"0,750","180,00","0,00",
166,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Cardes a carder,Marseille,Pour le Piemont et Geneve,"9,00",Paires,"3,000","27,00","0,00",
167,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Creme de tartre,Marseille,Pour le Piemont et Geneve,"240,00",Livres,"0,300","72,00","0,00",
168,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Colombine,Marseille,Pour le Piemont et Geneve,"167,00",Charges,"4,000","668,00","0,00",
169,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Dindons,Marseille,Pour le Piemont et Geneve,"526,00",Nombre,"1,250","657,50","0,00",
170,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Drogues d'apoticaire,Marseille,Pour le Piemont et Geneve,"116,00",Livres,"3,000","348,00","0,00",
171,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Dattes,Marseille,Pour le Piemont et Geneve,"940,00",Livres,"0,120","112,80","0,00",
172,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Draperie de languedoc,Marseille,Pour le Piemont et Geneve,"700,00",Livres,"5,000","3 500,00","0,00",
173,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,10,1728,Exports,Drap cordeillat,Marseille,Pour le Piemont et Geneve,"651,00",Pieces,"20,000","13 020,00","0,00",
174,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Dentelle,Marseille,Pour le Piemont et Geneve,"1,00",Valeur,"300,000","300,00","0,00",
175,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Eau de vie,Marseille,Pour le Piemont et Geneve,"2750,00",Livres,"0,200","550,00","0,00",
176,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Esprit de vin,Marseille,Pour le Piemont et Geneve,"275,00",Livres,"0,450","123,75","0,00",
177,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Etoffe de laine,Marseille,Pour le Piemont et Geneve,"470,00",Livres,"5,000","2 350,00","0,00",
178,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Etamine de Reims,Marseille,Pour le Piemont et Geneve,"30,00",Livres,"0,500","15,00","0,00",
179,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Figues,Marseille,Pour le Piemont et Geneve,"28800,00",Livres,"0,120","3 456,00","0,00",
180,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Fromage,Marseille,Pour le Piemont et Geneve,"150,00",Livres,"0,200","30,00","0,00",
181,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Futaine,Marseille,Pour le Piemont et Geneve,"20,00",Livres,"1,500","30,00","0,00",
182,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Fleur de souffre,Marseille,Pour le Piemont et Geneve,"1250,00",Livres,"0,250","312,50","0,00",
183,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Fer ouvré,Marseille,Pour le Piemont et Geneve,"878,00",Livres,"0,260","227,50","0,78",arrondi
184,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Fer vieux,Marseille,Pour le Piemont et Geneve,"1350,00",Livres,"0,100","135,00","0,00",
185,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Graisse de porc,Marseille,Pour le Piemont et Geneve,"400,00",Livres,"0,250","100,00","0,00",
186,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Graine de jardin,Marseille,Pour le Piemont et Geneve,"690,00",Livres,"0,750","517,50","0,00",
187,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Galles romaines,Marseille,Pour le Piemont et Geneve,"500,00",Livres,"0,120","60,00","0,00",
188,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Graine de luzerne,Marseille,Pour le Piemont et Geneve,"250,00",Livres,"0,250","62,50","0,00",
189,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Huile d'olive,Marseille,Pour le Piemont et Geneve,"282,00",Millerolles,"40,000","11 280,00","0,00",
190,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Huile de senteur,Marseille,Pour le Piemont et Geneve,"675,00",Livres,"0,500","337,50","0,00",
191,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,11,1728,Exports,Huile de poisson,Marseille,Pour le Piemont et Geneve,"1500,00",Livres,"0,200","300,00","0,00",
192,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Huile de poix,Marseille,Pour le Piemont et Geneve,"275,00",Livres,"0,100","27,50","0,00",
193,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Jarres,Marseille,Pour le Piemont et Geneve,"193,00",Barrils,"1,250","241,25","0,00",
194,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Jujubes,Marseille,Pour le Piemont et Geneve,"230,00",Livres,"0,100","23,00","0,00",
195,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Lard,Marseille,Pour le Piemont et Geneve,"1200,00",Livres,"0,300","360,00","0,00",
196,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Liqueurs a boire,Marseille,Pour le Piemont et Geneve,"70,00",Livres,"1,000","70,00","0,00",
197,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Litarge,Marseille,Pour le Piemont et Geneve,"100,00",Livres,"0,100","10,00","0,00",
198,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Liege,Marseille,Pour le Piemont et Geneve,"1250,00",Livres,"0,120","150,00","0,00",
199,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Mulet,Marseille,Pour le Piemont et Geneve,"1,00",Nombre,"100,000","100,00","0,00",
200,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Merluche,Marseille,Pour le Piemont et Geneve,"1360,00",Livres,"0,160","217,60","0,00",
201,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Miel,Marseille,Pour le Piemont et Geneve,"615,00",Livres,"0,100","61,50","0,00",
202,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Manne de calabre,Marseille,Pour le Piemont et Geneve,"5,00",Livres,"1,000","5,00","0,00",
203,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Mercerie fine,Marseille,Pour le Piemont et Geneve,"1597,00",Livres,"5,000","7 985,00","0,00",
204,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Noisettes,Marseille,Pour le Piemont et Geneve,"1200,00",Livres,"0,060","72,00","0,00",
205,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Nipes,Marseille,Pour le Piemont et Geneve,"1,00",Valeur,"160,000","160,00","0,00",
206,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,"Ouvrage or, argent et Soye",Marseille,Pour le Piemont et Geneve,"15,00",Livres,"80,000","1 200,00","0,00",
207,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Ouvrage de Soye,Marseille,Pour le Piemont et Geneve,"67,00",Livres,"40,000","2 680,00","0,00",
208,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Œufs,Marseille,Pour le Piemont et Geneve,"47,00",Milliers,"30,000","1 410,00","0,00",
209,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,12,1728,Exports,Olives,Marseille,Pour le Piemont et Geneve,"6490,00",Livres,"0,160","1 038,40","0,00",
210,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Oranges,Marseille,Pour le Piemont et Geneve,"44,00",Charges,"15,000","660,00","0,00",
211,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Oignons de fleurs,Marseille,Pour le Piemont et Geneve,"150,00",Livres,"0,600","90,00","0,00",
212,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Poules,Marseille,Pour le Piemont et Geneve,"108,00",Nombre,"1,000","108,00","0,00",
213,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Poulets,Marseille,Pour le Piemont et Geneve,"11060,00",Paires,"0,375","4 147,50","0,00",
