numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problème,remarks
110,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Toile d'emballage,Marseille,L'Espagne,"295,00",Livres,"1,000","295,00","0,00",
111,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Tournesol en drapeau,Marseille,L'Espagne,"2050,00",Livres,"0,250","512,50","0,00",
112,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Vin,Marseille,L'Espagne,"546,00",Millerolles,"6,000","3 276,00","0,00",
113,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Verres a boire,Marseille,L'Espagne,"7630,00",Livres,"1,000","7 630,00","0,00",
114,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Asnes,Marseille,Le Piemont,"53,00",Nombre,"36,000","1 908,00","0,00",
115,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Anchois,Marseille,Le Piemont,"555,00",Livres,"0,750","416,25","0,00",
116,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Amendes cassés,Marseille,Le Piemont,"6260,00",Livres,"0,200","1 252,00","0,00",
117,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Amendes en coque,Marseille,Le Piemont,"2790,00",Livres,"0,150","418,50","0,00",
118,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Acier,Marseille,Le Piemont,"240,00",Livres,"0,240","57,60","0,00",
119,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Auf,Marseille,Le Piemont,"200,00",Livres,"0,070","14,00","0,00",
120,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Baracan,Marseille,Le Piemont,"25,00",Livres,"6,000","150,00","0,00",
121,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Bas de laine ecarlate,Marseille,Le Piemont,"9,00",Livres,"8,000","72,00","0,00",
122,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Bas d'estame,Marseille,Le Piemont,"305,00",Livres,"7,000","2 135,00","0,00",
123,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Bonnet de laine,Marseille,Le Piemont,"160,00",Livres,"5,000","800,00","0,00",
124,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Bazanes tanées,Marseille,Le Piemont,"108,00",Douzaines,"6,000","648,00","0,00",
125,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Baleine coupée,Marseille,Le Piemont,"5,00",Livres,"4,000","20,00","0,00",
126,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Bouchons de liege,Marseille,Le Piemont,"145,00",Livres,"0,200","29,00","0,00",
127,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Bois travaillé,Marseille,Le Piemont,"26,00",Charges,"10,000","260,00","0,00",
128,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Briques,Marseille,Le Piemont,"12100,00",Nombre,"0,012","145,20","0,00",
129,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Beure,Marseille,Le Piemont,"525,00",Livres,"0,250","131,25","0,00",
130,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Caffé,Marseille,Le Piemont,"39163,00",Livres,"1,900","74 409,70","0,00",
131,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Cacao,Marseille,Le Piemont,"90,00",Livres,"1,000","90,00","0,00",
132,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,5,1727,Exports,Capres,Marseille,Le Piemont,"2875,00",Livres,"0,250","718,75","0,00",
133,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Citrons,Marseille,Le Piemont,"5,50",Charges,"6,000","33,00","0,00",
134,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Cadix,Marseille,Le Piemont,"44,00",Pieces,"24,000","1 056,00","0,00",
135,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Cadix,Marseille,Le Piemont,"172,00",Cannes,"0,750","129,00","0,00",
136,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Cadix,Marseille,Le Piemont,"100,00",Livres,"0,000","60,00","-60,00",Pas de prix unitaire
137,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Couvertures de laine,Marseille,Le Piemont,"6,00",Livres,"1,250","7,50","0,00",
138,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Chapeaux de laine,Marseille,Le Piemont,"168,00",Douzaines,"3,000","504,00","0,00",
139,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Chapeaux de laine,Marseille,Le Piemont,"330,00",Livres,"5,000","1 650,00","0,00",
140,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Cuirs de beuf tannes,Marseille,Le Piemont,"87,00",Nombre,"30,000","2 610,00","0,00",
141,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Cuirs de vache tannes,Marseille,Le Piemont,"204,00",Nombre,"20,000","4 080,00","0,00",
142,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Cuirs de cheval tannes,Marseille,Le Piemont,"10,00",Nombre,"20,000","200,00","0,00",
143,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Cheveux,Marseille,Le Piemont,"12,00",Livres,"22,000","264,00","0,00",
144,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Chanvre cru,Marseille,Le Piemont,"300,00",Livres,"0,200","60,00","0,00",
145,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Cartes a joüer,Marseille,Le Piemont,"35,00",Livres,"0,300","10,50","0,00",
146,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Cire blanche ouvrée,Marseille,Le Piemont,"50,00",Livres,"1,500","75,00","0,00",
147,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Cire Jaune,Marseille,Le Piemont,"130,00",Livres,"1,200","156,00","0,00",
148,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Cuivre neuf,Marseille,Le Piemont,"2820,00",Livres,"1,000","2 820,00","0,00",
149,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Cuivre vieux,Marseille,Le Piemont,"100,00",Livres,"0,800","80,00","0,00",
150,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Chaises de noyer,Marseille,Le Piemont,"5,00",Nombre,"4,000","20,00","0,00",
151,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Colombine,Marseille,Le Piemont,"7,00",Chartées,"10,000","70,00","0,00",
152,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Colombine,Marseille,Le Piemont,"173,00",Charges,"4,000","692,00","0,00",
153,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Colombine,Marseille,Le Piemont,"40,00",Panneaux,"0,500","20,00","0,00",
154,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Draperie fine,Marseille,Le Piemont,"600,00",Livres,"6,000","3 600,00","0,00",
155,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Drap cordeillat,Marseille,Le Piemont,"758,00",Pieces,"25,000","18 950,00","0,00",
156,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Drap cordeillat,Marseille,Le Piemont,"40,00",Cannes,"3,000","120,00","0,00",
157,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Dentelles Dupuy,Marseille,Le Piemont,"3,50",Livres,"45,000","157,50","0,00",
158,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Dindons,Marseille,Le Piemont,"580,00",Nombre,"1,500","870,00","0,00",
159,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Esprit de vin,Marseille,Le Piemont,"220,00",Livres,"0,400","88,00","0,00",
160,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Eau de vie,Marseille,Le Piemont,"1625,00",Livres,"0,200","325,00","0,00",
161,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Etamine de laine,Marseille,Le Piemont,"12,00",Livres,"10,000","120,00","0,00",
162,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Etoffe de laine,Marseille,Le Piemont,"336,00",Livres,"5,000","1 680,00","0,00",
163,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Etain ouvré,Marseille,Le Piemont,"15,00",Livres,"1,000","15,00","0,00",
164,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,6,1727,Exports,Figues,Marseille,Le Piemont,"27150,00",Livres,"0,100","2 715,00","0,00",
165,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Fleur de souffre,Marseille,Le Piemont,"450,00",Livres,"0,300","135,00","0,00",
166,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Fer ouvré,Marseille,Le Piemont,"1160,00",Livres,"0,280","324,80","0,00",
167,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Fer vieux,Marseille,Le Piemont,"150,00",Livres,"0,150","22,50","0,00",
168,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Graisse de porc,Marseille,Le Piemont,"1630,00",Livres,"0,200","326,00","0,00",
169,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Gans de veau,Marseille,Le Piemont,"8,00",Livres,"20,000","160,00","0,00",
170,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Graine de Jardin,Marseille,Le Piemont,"90,00",Livres,"0,200","18,00","0,00",
171,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Huille d'ollive,Marseille,Le Piemont,"16400,00",Livres,"0,200","3 270,00","10,00","Erreur de calcul; 30£ la millerolle, soit 4 sous la livre"
172,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Huille de senteur,Marseille,Le Piemont,"580,00",Livres,"0,750","435,00","0,00",
173,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Huile de poisson,Marseille,Le Piemont,"1515,00",Livres,"0,200","303,00","0,00",
174,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Jujubes,Marseille,Le Piemont,"40,00",Livres,"0,150","6,00","0,00",
175,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Lard,Marseille,Le Piemont,"2465,00",Livres,"0,200","493,00","0,00",
176,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Laton vieux,Marseille,Le Piemont,"285,00",Livres,"0,600","171,00","0,00",
177,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Liege,Marseille,Le Piemont,"4600,00",Livres,"0,140","644,00","0,00",
178,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Merluche,Marseille,Le Piemont,"375,00",Livres,"0,160","60,00","0,00",
179,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Miel,Marseille,Le Piemont,"1460,00",Livres,"0,120","175,20","0,00",
180,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Mercerie,Marseille,Le Piemont,"870,00",Livres,"6,000","5 220,00","0,00",
181,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Noix,Marseille,Le Piemont,"2,50",Charges,"8,000","20,00","0,00",
182,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Œufs,Marseille,Le Piemont,"64,00",Charges,"30,000","1 920,00","0,00",
183,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Œufs,Marseille,Le Piemont,"47200,00",Nombre,"0,030","1 416,00","0,00",
184,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Ollives,Marseille,Le Piemont,"650,00",Livres,"0,140","91,00","0,00",
185,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Oranges,Marseille,Le Piemont,"18,50",Charges,"15,000","277,50","0,00",
186,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Oignons de fleur,Marseille,Le Piemont,"50,00",Livres,"0,500","25,00","0,00",
187,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Ouvrage de filozelle,Marseille,Le Piemont,"23,00",Livres,"16,000","368,00","0,00",
188,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,"Ouvrage or, argent et soye",Marseille,Le Piemont,"5,00",Livres,"80,000","400,00","0,00",
189,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Poulet,Marseille,Le Piemont,"100,00",Nombre,"0,750","75,00","0,00",
190,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Poisson fraix,Marseille,Le Piemont,"14,00",Barils,"6,000","84,00","0,00",
191,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Poisson fraix,Marseille,Le Piemont,"480,00",Livres,"0,150","72,00","0,00",
192,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Poisson frit,Marseille,Le Piemont,"875,00",Livres,"0,220","192,50","0,00",
193,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Prunes Brignolles,Marseille,Le Piemont,"4675,00",Livres,"0,250","1 168,75","0,00",
194,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Pommes,Marseille,Le Piemont,"28,50",Charges,"25,000","712,50","0,00",
195,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,7,1727,Exports,Perruques,Marseille,Le Piemont,"1,00",Valeurs,"390,000","390,00","0,00",
196,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Plumes,Marseille,Le Piemont,"1,00",Valeurs,"20,000","20,00","0,00",
197,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Poil de chevre filé,Marseille,Le Piemont,"17,00",Livres,"8,000","136,00","0,00",
198,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Pelleterie aprêtée,Marseille,Le Piemont,"1000,00",Livres,"0,600","600,00","0,00",
199,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Peaux de veaux tannées,Marseille,Le Piemont,"20,50",Douzaines,"16,000","328,00","0,00",
200,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Peaux de moutons passés,Marseille,Le Piemont,"40,50",Douzaines,"6,000","243,00","0,00",
201,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Peaux de brebies crues,Marseille,Le Piemont,"51,00",Douzaines,"2,000","102,00","0,00",
202,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Peaux d'agneau lavées,Marseille,Le Piemont,"127,00",Douzaines,"4,000","508,00","0,00",
203,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Peaux d'agneau lavées,Marseille,Le Piemont,"320,00",Livres,"0,300","96,00","0,00",
204,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Peaux de chien de mer,Marseille,Le Piemont,"5,00",Livres,"0,500","2,50","0,00",
205,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Pommades de senteur,Marseille,Le Piemont,"17,00",Livres,"1,000","17,00","0,00",
206,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Poix noire,Marseille,Le Piemont,"7550,00",Livres,"0,060","453,00","0,00",
207,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Peignes de buy,Marseille,Le Piemont,"17,00",Livres,"0,360","6,10","0,02",
208,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Pierres de four,Marseille,Le Piemont,"25,00",Charges,"30,000","750,00","0,00",
209,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Quincailles,Marseille,Le Piemont,"13,00",Livres,"1,000","13,00","0,00",
210,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Raisin de Corinte,Marseille,Le Piemont,"270,00",Livres,"0,140","37,80","0,00",
211,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Raisin sec,Marseille,Le Piemont,"5175,00",Livres,"0,100","517,50","0,00",
212,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Raisin frais,Marseille,Le Piemont,"8700,00",Livres,"0,020","174,00","0,00",
213,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Sarge,Marseille,Le Piemont,"21,00",Pieces,"40,000","840,00","0,00",
214,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Sarge,Marseille,Le Piemont,"70,00",Cannes,"3,000","210,00","0,00",
215,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Sarge,Marseille,Le Piemont,"80,00",Livres,"2,000","160,00","0,00",
216,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Soye ouvrée,Marseille,Le Piemont,"2,00",Livres,"40,000","80,00","0,00",
217,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Savon,Marseille,Le Piemont,"5900,00",Livres,"0,190","1 121,00","0,00",
218,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Savonnettes de senteur,Marseille,Le Piemont,"3,00",Livres,"0,500","1,50","0,00",
219,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Souffre,Marseille,Le Piemont,"2240,00",Livres,"0,100","224,00","0,00",
220,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Souliers,Marseille,Le Piemont,"67,00",Paires,"3,000","201,00","0,00",
