numrodeligne,dataentryby,source,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
216,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,1///Subsistances///Sel,Etats-Unis d'Amérique,113300,,,,,,99200500,,,2526100,,,,,,,,
216,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,3///Subsistances///Girofle,Royaume de Portugal,58800,,,,,,983900,,,,,,,,,,,
217,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,1///Subsistances///Sel,Villes anséatiques,5500,,,,,,99200500,,,2526100,,,,,,,,
217,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,3///Subsistances///Muscade,Hollande,78800,,,,,,87300,,,,,,,,,,,
218,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,1///Subsistances///Sel,Royaume de Danemarck,119600,,,,,,99200500,,,2526100,,,,,,,,
218,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,3///Subsistances///Muscade,Empire d'Autriche,8500,,,,,,87300,,,,,,,,,,,
219,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,1///Subsistances///Sel,Royaume de Suede,45300,,,,,,99200500,,,2526100,,,,,,,,
219,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,3///Subsistances///Eiceries diverses,Royaume d'Espagne,6300,,,,,,117600,,,,,,,,,,,
220,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,1///Subsistances///Sel,Royaume de sardaigne,217300,,,,,,99200500,,,2526100,,,,,,,,
220,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,3///Subsistances///Eiceries diverses,Hollande,25500,,,,,,117600,,,,,,,,,,,
221,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,1///Subsistances///Sel,Empire d'Autriche,34300,,,,,,99200500,,,2526100,,,,,,,,
221,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,3///Subsistances///Eiceries diverses,Etats-Unis d'Amérique,1000,,,,,,117600,,,,,,,,,,,
222,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,1///Subsistances///Sel,Empire de Suisse,59000,,,,,,99200500,,,2526100,,,,,,,,
222,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,3///Subsistances///Eiceries diverses,Royaume de sardaigne,2100,,,,,,117600,,,,,,,,,,,
223,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,1///Subsistances///Sel,Angleterre,106600,,,,,,99200500,,,2526100,,,,,,,,
223,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,3///Subsistances///Eiceries diverses,Empire d'Autriche,6700,,,,,,117600,,,,,,,,,,,
224,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,1///Subsistances///Provisions de bouche réunies,Royaume d'Espagne,203700,,,,,,99200500,,,1636700,,,,,,,,
224,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,3///Subsistances///Eiceries diverses,Angleterre,45200,,,,,,117600,,,,,,,,,,,
225,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,1///Subsistances///Provisions de bouche réunies,Hollande,53200,,,,,,99200500,,,1636700,,,,,,,,
225,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,3///Subsistances///Eiceries diverses,"Colonies francaises en Amérique,Asie et afrique",30800,,,,,,117600,,,,,,,,,,,
226,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,1///Subsistances///Provisions de bouche réunies,Royaume de Prusse,14200,,,,,,99200500,,,1636700,,,,,,,,
226,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Chanvre,Royaume d'Espagne,34900,,,,,,5049900,,,,,,,,,,,
227,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,1///Subsistances///Provisions de bouche réunies,Etats d'Allemagne,14100,,,,,,99200500,,,1636700,,,,,,,,
227,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Chanvre,Hollande,1400,,,,,,5049900,,,,,,,,,,,
228,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,1///Subsistances///Provisions de bouche réunies,République de suisse,123600,,,,,,99200500,,,1636700,,,,,,,,
228,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Chanvre,Royaume de Prusse,360500,,,,,,5049900,,,,,,,,,,,
229,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,1///Subsistances///Provisions de bouche réunies,Etats-Unis d'Amérique,9100,,,,,,99200500,,,1636700,,,,,,,,
229,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Chanvre,Etats d'Allemagne,239900,,,,,,5049900,,,,,,,,,,,
230,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,1///Subsistances///Provisions de bouche réunies,Villes anséatiques,50900,,,,,,99200500,,,1636700,,,,,,,,
230,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Chanvre,Republique de Suisse,4100,,,,,,5049900,,,,,,,,,,,
231,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,1///Subsistances///Provisions de bouche réunies,Royaume de Danemarck,34100,,,,,,99200500,,,1636700,,,,,,,,
231,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Chanvre,Etats-Unis d'Amérique,563900,,,,,,5049900,,,,,,,,,,,
232,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,1///Subsistances///Provisions de bouche réunies,Royaume de Suede,10900,,,,,,99200500,,,1636700,,,,,,,,
232,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Chanvre,Villes anséatiques,62600,,,,,,5049900,,,,,,,,,,,
233,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,1///Subsistances///Provisions de bouche réunies,Royaume de Genes,9200,,,,,,99200500,,,1636700,,,,,,,,
233,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Chanvre,Royaume de Danemarck,16200,,,,,,5049900,,,,,,,,,,,
234,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,1///Subsistances///Provisions de bouche réunies,Empire ottoman et barbarie,24400,,,,,,99200500,,,1636700,,,,,,,,
234,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Chanvre,Royaume de Suede,102100,,,,,,5049900,,,,,,,,,,,
235,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,1///Subsistances///Provisions de bouche réunies,Royaume de sardaigne,36500,,,,,,99200500,,,1636700,,,,,,,,
235,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Chanvre,Milanes et toscane,652600,,,,,,5049900,,,,,,,,,,,
236,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,1///Subsistances///Provisions de bouche réunies,Empire d'Autriche,18000,,,,,,99200500,,,1636700,,,,,,,,
236,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Chanvre,Republique de Genes,99600,,,,,,5049900,,,,,,,,,,,
237,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,1///Subsistances///Provisions de bouche réunies,Empire de Suisse,9300,,,,,,99200500,,,1636700,,,,,,,,
237,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Chanvre,Royaume de Naples,265300,,,,,,5049900,,,,,,,,,,,
238,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,1///Subsistances///Provisions de bouche réunies,Royaume de Portugal,6200,,,,,,99200500,,,1636700,,,,,,,,
238,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Chanvre,Royaume de sardaigne,201200,,,,,,5049900,,,,,,,,,,,
239,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,1///Subsistances///Provisions de bouche réunies,Angleterre,90500,,,,,,99200500,,,1636700,,,,,,,,
239,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Chanvre,Empire d'Autriche,5000,,,,,,5049900,,,,,,,,,,,
240,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,1///Subsistances///Provisions de bouche réunies,"Colonies francaises en Amérique,Asie et afrique",928800,,,,,,99200500,,,1636700,,,,,,,,
240,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Chanvre,Empire de Russie,1523700,,,,,,5049900,,,,,,,,,,,
241,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,1///Subsistances///Riz,"Colonies francaises en Amérique,Asie et afrique",283200,,,,,,99200500,,,283200,,,,,,,,
241,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Chanvre,Etats de Rome,513400,,,,,,5049900,,,,,,,,,,,
242,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,1///Subsistances///Biscuit de mer,"Colonies francaises en Amérique,Asie et afrique",255600,,,,,,99200500,,,255600,,,,,,,,
242,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Chanvre,Angleterre,24000,,,,,,5049900,,,,,,,,,,,
243,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Chocolat,Royaume d'Espagne,1200,,,,,,131800900,,,23900,,,,,,,,
243,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Chanvre,Republique de Venise,169400,,,,,,5049900,,,,,,,,,,,
244,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Chocolat,République de suisse,1400,,,,,,131800900,,,23900,,,,,,,,
244,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Coton,Royaume d'Espagne,96800,,,,,,42903100,,,,,,,,,,,
245,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Chocolat,Royaume de sardaigne,1300,,,,,,131800900,,,23900,,,,,,,,
245,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Coton,Hollande,98200,,,,,,42903100,,,,,,,,,,,
246,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Chocolat,Empire de Suisse,1100,,,,,,131800900,,,23900,,,,,,,,
246,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Coton,Republique de Suisse,638700,,,,,,42903100,,,,,,,,,,,
247,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Chocolat,"Colonies francaises en Amérique,Asie et afrique",18900,,,,,,131800900,,,23900,,,,,,,,
247,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Coton,Republique de Genes,9300,,,,,,42903100,,,,,,,,,,,
248,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Liqueurs,Royaume d'Espagne,53400,,,,,,131800900,,,1053800,,,,,,,,
248,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Coton,Empire ottoman et Barbarie,12695400,,,,,,42903100,,,,,,,,,,,
249,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Liqueurs,Hollande,9800,,,,,,131800900,,,1053800,,,,,,,,
249,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Coton,Royaume de Naples,243900,,,,,,42903100,,,,,,,,,,,
250,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Liqueurs,Royaume de Prusse,4300,,,,,,131800900,,,1053800,,,,,,,,
250,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Coton,Empire d'Autriche,20100,,,,,,42903100,,,,,,,,,,,
251,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Liqueurs,République de suisse,10900,,,,,,131800900,,,1053800,,,,,,,,
251,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Coton,Royaume de Portugal,2410400,,,,,,42903100,,,,,,,,,,,
252,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Liqueurs,Etats-Unis d'Amérique,26400,,,,,,131800900,,,1053800,,,,,,,,
252,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Coton,Angleterre,297000,,,,,,42903100,,,,,,,,,,,
253,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Liqueurs,Villes anséatiques,6200,,,,,,131800900,,,1053800,,,,,,,,
253,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Coton,"Colonies francaises en Amérique,Asie et afrique",26393300,,,,,,42903100,,,,,,,,,,,
254,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Liqueurs,Royaume de Danemarck,8900,,,,,,131800900,,,1053800,,,,,,,,
254,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Fil,Hollande,312700,,,,,,3549700,,,,,,,,,,,
255,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Liqueurs,Royaume de Suede,4100,,,,,,131800900,,,1053800,,,,,,,,
255,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Fil,Royaume de Prusse,12000,,,,,,3549700,,,,,,,,,,,
256,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Liqueurs,Milanes et toscane,11200,,,,,,131800900,,,1053800,,,,,,,,
256,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Fil,Etats d'Allemagne,483900,,,,,,3549700,,,,,,,,,,,
257,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Liqueurs,Royaume de Genes,21400,,,,,,131800900,,,1053800,,,,,,,,
257,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Fil,Republique de Suisse,1100,,,,,,3549700,,,,,,,,,,,
258,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Liqueurs,Empire ottoman et barbarie,78600,,,,,,131800900,,,1053800,,,,,,,,
258,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Fil,Villes anséatiques,47200,,,,,,3549700,,,,,,,,,,,
259,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Liqueurs,Royaume de Naples,8000,,,,,,131800900,,,1053800,,,,,,,,
259,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Fil,Milanes et toscane,17700,,,,,,3549700,,,,,,,,,,,
260,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Liqueurs,Royaume de sardaigne,28000,,,,,,131800900,,,1053800,,,,,,,,
260,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Fil,Republique de Genes,18200,,,,,,3549700,,,,,,,,,,,
261,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Liqueurs,Empire d'Autriche,28400,,,,,,131800900,,,1053800,,,,,,,,
261,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Fil,Royaume de Naples,2200,,,,,,3549700,,,,,,,,,,,
262,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Liqueurs,Empire de Suisse,5000,,,,,,131800900,,,1053800,,,,,,,,
262,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Fil,Royaume de sardaigne,26900,,,,,,3549700,,,,,,,,,,,
263,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Liqueurs,Angleterre,157300,,,,,,131800900,,,1053800,,,,,,,,
263,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Fil,Empire d'Autriche,2636500,,,,,,3549700,,,,,,,,,,,
264,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Liqueurs,"Colonies francaises en Amérique,Asie et afrique",591900,,,,,,131800900,,,1053800,,,,,,,,
264,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Fil,Angleterre,2100,,,,,,3549700,,,,,,,,,,,
265,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Sirops,Royaume d'Espagne,21300,,,,,,131800900,,,1684800,,,,,,,,
265,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Laine,Royaume d'Espagne,6097800,,,,,,20900500,,,,,,,,,,,
266,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Sirops,Royaume de Prusse,638000,,,,,,131800900,,,1684800,,,,,,,,
266,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Laine,Hollande,1252700,,,,,,20900500,,,,,,,,,,,
267,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Sirops,République de suisse,15200,,,,,,131800900,,,1684800,,,,,,,,
267,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Laine,Royaume de Prusse,63900,,,,,,20900500,,,,,,,,,,,
268,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Sirops,Villes anséatiques,384500,,,,,,131800900,,,1684800,,,,,,,,
268,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Laine,Etats d'Allemagne,715100,,,,,,20900500,,,,,,,,,,,
269,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Sirops,Royaume de Danemarck,6400,,,,,,131800900,,,1684800,,,,,,,,
269,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Laine,Republique de Suisse,122100,,,,,,20900500,,,,,,,,,,,
270,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Sirops,Royaume de Suede,24300,,,,,,131800900,,,1684800,,,,,,,,
270,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Laine,Villes anséatiques,1168300,,,,,,20900500,,,,,,,,,,,
271,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Sirops,Milanes et toscane,43400,,,,,,131800900,,,1684800,,,,,,,,
271,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Laine,Royaume de Danemarck,46400,,,,,,20900500,,,,,,,,,,,
272,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Sirops,Royaume de Genes,51300,,,,,,131800900,,,1684800,,,,,,,,
272,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Laine,Milanes et toscane,7600,,,,,,20900500,,,,,,,,,,,
273,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Sirops,Empire ottoman et barbarie,58600,,,,,,131800900,,,1684800,,,,,,,,
273,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Laine,Republique de Genes,6000,,,,,,20900500,,,,,,,,,,,
274,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Sirops,Royaume de Naples,146700,,,,,,131800900,,,1684800,,,,,,,,
274,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Laine,Empire ottoman et Barbarie,8772300,,,,,,20900500,,,,,,,,,,,
275,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Sirops,Royaume de sardaigne,19100,,,,,,131800900,,,1684800,,,,,,,,
275,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Laine,Royaume de Naples,1258500,,,,,,20900500,,,,,,,,,,,
276,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Sirops,Empire d'Autriche,124200,,,,,,131800900,,,1684800,,,,,,,,
276,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Laine,Royaume de sardaigne,53000,,,,,,20900500,,,,,,,,,,,
277,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Sirops,Empire de Suisse,1000,,,,,,131800900,,,1684800,,,,,,,,
277,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Laine,Empire d'Autriche,403000,,,,,,20900500,,,,,,,,,,,
278,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Sirops,Royaume de Portugal,14000,,,,,,131800900,,,1684800,,,,,,,,
278,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Laine,Royaume de Portugal,365500,,,,,,20900500,,,,,,,,,,,
279,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Sirops,Etats de Rome,62300,,,,,,131800900,,,1684800,,,,,,,,
279,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Laine,Etats de Rome,334500,,,,,,20900500,,,,,,,,,,,
280,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Sirops,Angleterre,19900,,,,,,131800900,,,1684800,,,,,,,,
280,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Laine,Angleterre,231000,,,,,,20900500,,,,,,,,,,,
281,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Sirops,République de VENISE,17000,,,,,,131800900,,,1684800,,,,,,,,
281,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Laine,Republique de Venise,2800,,,,,,20900500,,,,,,,,,,,
282,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Sirops,"Colonies francaises en Amérique,Asie et afrique",37600,,,,,,131800900,,,1684800,,,,,,,,
282,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Lin,Royaume d'Espagne,2100,,,,,,1890300,,,,,,,,,,,
283,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Thé,Royaume d'Espagne,1500,,,,,,131800900,,,1430000,,,,,,,,
283,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Lin,Hollande,511900,,,,,,1890300,,,,,,,,,,,
284,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Thé,Hollande,130700,,,,,,131800900,,,1430000,,,,,,,,
284,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Lin,Royaume de Prusse,240600,,,,,,1890300,,,,,,,,,,,
285,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Thé,République de suisse,26900,,,,,,131800900,,,1430000,,,,,,,,
285,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Lin,Etats d'Allemagne,1100,,,,,,1890300,,,,,,,,,,,
286,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Thé,Etats-Unis d'Amérique,178200,,,,,,131800900,,,1430000,,,,,,,,
286,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Lin,Villes anséatiques,185300,,,,,,1890300,,,,,,,,,,,
287,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Thé,Villes anséatiques,76800,,,,,,131800900,,,1430000,,,,,,,,
287,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Lin,Milanes et toscane,1800,,,,,,1890300,,,,,,,,,,,
288,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Thé,Royaume de Danemarck,51900,,,,,,131800900,,,1430000,,,,,,,,
288,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Lin,Empire d'Autriche,739000,,,,,,1890300,,,,,,,,,,,
289,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Thé,Empire ottoman et barbarie,3800,,,,,,131800900,,,1430000,,,,,,,,
289,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Lin,Empire de Russie,200300,,,,,,1890300,,,,,,,,,,,
290,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Thé,Empire d'Autriche,88600,,,,,,131800900,,,1430000,,,,,,,,
290,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,1///Matières premières///Lin,Angleterre,8200,,,,,,1890300,,,,,,,,,,,
291,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Thé,Empire de Suisse,3800,,,,,,131800900,,,1430000,,,,,,,,
291,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,"1///Matières premières///Poil de chèvre, lièvre et lapin",Hollande,6000,,,,,,1209100,,,,,,,,,,,
292,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Thé,Royaume de Portugal,70000,,,,,,131800900,,,1430000,,,,,,,,
292,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,"1///Matières premières///Poil de chèvre, lièvre et lapin",Empire ottoman et Barbarie,1126300,,,,,,1209100,,,,,,,,,,,
293,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,10,2///Subsistances///Thé,Angleterre,797800,,,,,,131800900,,,1430000,,,,,,,,
293,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,"1///Matières premières///Poil de chèvre, lièvre et lapin",Royaume de Naples,19600,,,,,,1209100,,,,,,,,,,,
294,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Cacao,Royaume d'Espagne,671000,,,,,,131800900,,,1255700,,,,,,,,
294,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,"1///Matières premières///Poil de chèvre, lièvre et lapin",Empire d'Autriche,7800,,,,,,1209100,,,,,,,,,,,
295,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Cacao,Hollande,36900,,,,,,131800900,,,1255700,,,,,,,,
295,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,"1///Matières premières///Poil de chèvre, lièvre et lapin",Angleterre,19100,,,,,,1209100,,,,,,,,,,,
296,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Cacao,Royaume de Prusse,4500,,,,,,131800900,,,1255700,,,,,,,,
296,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,3,"1///Matières premières///Poil de chèvre, lièvre et lapin",Republique de Venise,30300,,,,,,1209100,,,,,,,,,,,
297,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Cacao,République de suisse,224200,,,,,,131800900,,,1255700,,,,,,,,
297,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Soie et filoselle,Royaume d'Espagne,283500,,,,,,28669700,,,,,,,,,,,
298,Fatima Zahra,AN F12 251,Résumé,1787,Exports,,,9,2///Subsistances///Cacao,Villes anséatiques,22000,,,,,,131800900,,,1255700,,,,,,,,
298,Fatima Zahra,AN F12 251,Résumé,1787,Imports,,,2,1///Matières premières///Soie et filoselle,Hollande,17000,,,,,,28669700,,,,,,,,,,,
