"numerodeligne","dataentryby","source","sourcepath","sourcetype","sheet","year","exportsimports","marchandises","direction","pays","quantity","quantity_unit","value","prix_unitaire","Remarques"
578,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1756,"Imports","Mine de Plomb","Rouen","Espagne",25,"livres",,"0,2",
579,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1757,"Imports","Mine de Plomb","Rouen","hollande",250904,"livres",,"0,2",
580,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1757,"Imports","Mine de Plomb","Rouen","nord",41775,"livres",,"0,2",
581,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1758,"Imports","Mine de Plomb","Rouen","hollande",286787,"livres",,"0,2",
582,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1758,"Imports","Mine de Plomb","Rouen","nord",20400,"livres",,"0,2",
583,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1759,"Imports","Mine de Plomb","Rouen","hollande",248675,"livres",,"0,2",
584,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1759,"Imports","Mine de Plomb","Rouen","nord",14025,"livres",,"0,2",
585,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1760,"Imports","Mine de Plomb","Rouen","hollande",161950,"livres",,"0,2",
586,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1760,"Imports","Mine de Plomb","Rouen","nord",38100,"livres",,"0,2",
587,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1762,"Imports","Mine de Plomb","Rouen","hollande",198140,"livres",,"0,2",
588,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1762,"Imports","Mine de Plomb","Rouen","nord",1687,"livres",,"0,2",
589,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1763,"Imports","Mine de Plomb","Rouen","hollande",30802,"livres",,"0,2",
590,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1764,"Imports","Mine de Plomb","Rouen","hollande",145704,"livres",,"0,2",
591,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1766,"Imports","Mine de Plomb","Rouen","hollande",50142,"livres",,"0,2",
592,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",98,1768,"Imports","mine de plomb","Rouen","hollande",26354,"livres",,"0,2",
593,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",98,1768,"Imports","mine de plomb","Rouen","angleterre",200,"livres",,"0,2",
594,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",98,1768,"Imports","mine de plomb","Rouen","Flandre",225975,"livres",,"0,2",
595,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",98,1770,"Imports","mine de plomb","Rouen","hollande",109835,"livres",,"0,2",
596,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",98,1770,"Imports","mine de plomb","Rouen","Flandre",443325,"livres",,"0,2",
597,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",98,1772,"Imports","mine de plomb","Rouen","hollande",212625,"livres",,"0,2",
598,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",98,1772,"Imports","mine de plomb","Rouen","Flandre",405540,"livres",,"0,2",
599,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",98,1773,"Imports","mine de plomb","Rouen","hollande",22115,"livres",,"0,2",
600,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",98,1773,"Imports","mine de plomb","Rouen","Flandre",726815,"livres",,"0,2",
601,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",98,1775,"Imports","mine de plomb","Rouen","hollande",282267,"livres",,"0,2",
602,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",98,1775,"Imports","mine de plomb","Rouen","Flandre",636095,"livres",,"0,2",
603,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1762,"Imports","Mine de Plomb muids","Rouen","Flandre",49200,"livres",,"0,2",
604,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1763,"Imports","Mine de Plomb muids","Rouen","Flandre",251337,"livres",,"0,2",
605,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1764,"Imports","Mine de Plomb muids","Rouen","Flandre",320150,"livres",,"0,2",
606,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",97,1766,"Imports","Mine de Plomb muids","Rouen","Flandre",344125,"livres",,"0,2",
607,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",95,1728,"Imports","Morue séche","Rouen","angleterre",125,"livres",,"0,2",
608,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",95,1728,"Imports","Morue séche","Rouen","ile française",78950,"livres",,"0,2",
609,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",99,1736,"Imports","morue séche","Rouen","hollande",128100,"livres",,"0,2",
610,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",79,1731,"Imports","Plomb en saumon","Rouen","nord",353700,"livres",,"0,2",
611,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1775,"Exports","Plomb","Rouen","Portugal",550,"livres",,"0,2",
612,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",79,1728,"Imports","Plomb en saumon","Rouen","angleterre",995600,"livres",,"0,2",
613,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",79,1728,"Imports","Plomb en saumon","Rouen","Hollande",48675,"livres",,"0,2",
614,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",79,1728,"Imports","Plomb en saumon","Rouen","Nord",248675,"livres",,"0,2",
615,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",79,1728,"Imports","Plomb en saumon","Rouen","Hollande",400,"livres",,"0,2",
616,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",79,1731,"Imports","Plomb en saumon","Rouen","angleterre",1474150,"livres",,"0,2",
617,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",79,1731,"Imports","Plomb en saumon","Rouen","Hollande",63700,"livres",,"0,2",
618,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",99,1733,"Imports","plomb en saumon","Rouen","hollande",48175,"livres",,"0,2",
619,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",99,1734,"Imports","plomb en saumon","Rouen","hollande",95200,"livres",,"0,2",
620,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",80,1750,"Imports","Plomb en saumon","Rouen","angleterre",2427925,"livres",,"0,2",
621,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",80,1750,"Imports","Plomb en saumon","Rouen","Danemark",3917,"livres",,"0,2",
622,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",80,1750,"Imports","Plomb en saumon","Rouen","Hollande",17975,"livres",,"0,2",
623,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",80,1750,"Imports","Plomb en saumon","Rouen","nord",1317662,"livres",,"0,2",
624,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1755,"Imports","Plomb en saumon","Rouen","angleterre",2709151,"livres",,"0,2",
625,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1755,"Imports","Plomb en saumon","Rouen","Hollande",680885,"livres",,"0,2",
626,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1755,"Imports","Plomb en saumon","Rouen","nord",863407,"livres",,"0,2",
627,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1763,"Imports","Plomb en saumon","Rouen","angleterre",1721950,"livres",,"0,2",
628,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1763,"Imports","Plomb en saumon","Rouen","Flandre",160550,"livres",,"0,2",
629,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1763,"Imports","Plomb en saumon","Rouen","Hollande",86175,"livres",,"0,2",
630,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1763,"Imports","Plomb en saumon","Rouen","Hollande",3255,"livres",,"0,2",
631,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1764,"Imports","Plomb en saumon","Rouen","angleterre",2373080,"livres",,"0,2",
632,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1764,"Imports","Plomb en saumon","Rouen","Flandre",177152,"livres",,"0,2",
633,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1764,"Imports","Plomb en saumon","Rouen","Hollande",279572,"livres",,"0,2",
634,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1764,"Imports","Plomb en saumon","Rouen","nord",446875,"livres",,"0,2",
635,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1766,"Imports","Plomb en saumon","Rouen","angleterre",4102543,"livres",,"0,2",
636,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1766,"Imports","Plomb en saumon","Rouen","Flandre",110475,"livres",,"0,2",
637,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1766,"Imports","Plomb en saumon","Rouen","Flandre",2650,"livres",,"0,2",
638,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1766,"Imports","Plomb en saumon","Rouen","Hollande",8799,"livres",,"0,2",
639,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1766,"Imports","Plomb en saumon","Rouen","nord",74287,"livres",,"0,2",
640,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1768,"Imports","Plomb en saumon","Rouen","angleterre",2828375,"livres",,"0,2",
641,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1768,"Imports","Plomb en saumon","Rouen","Flandre",240320,"livres",,"0,2",
642,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1768,"Imports","Plomb en saumon","Rouen","Hollande",48875,"livres",,"0,2",
643,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1768,"Imports","Plomb en saumon","Rouen","nord",95942,"livres",,"0,2",
644,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1770,"Imports","Plomb en saumon","Rouen","angleterre",1995350,"livres",,"0,2",
645,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1770,"Imports","Plomb en saumon","Rouen","Flandre",287310,"livres",,"0,2",
646,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1770,"Imports","Plomb en saumon","Rouen","Hollande",144520,"livres",,"0,2",
647,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1772,"Imports","Plomb en saumon","Rouen","angleterre",1115445,"livres",,"0,2",
648,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1772,"Imports","Plomb en saumon","Rouen","Flandre",860130,"livres",,"0,2",
649,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1772,"Imports","Plomb en saumon","Rouen","Hollande",289859,"livres",,"0,2",
650,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1772,"Imports","Plomb en saumon","Rouen","nord",295975,"livres",,"0,2",
651,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",150,1773,"Exports","Plomb en Saumon","Rouen","Indes",50000,"livres",,"0,2",
652,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1773,"Imports","Plomb en saumon","Rouen","angleterre",1380829,"livres",,"0,2",
653,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1773,"Imports","Plomb en saumon","Rouen","Flandre",676350,"livres",,"0,2",
654,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1773,"Imports","Plomb en saumon","Rouen","Hollande",40665,"livres",,"0,2",
655,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1773,"Imports","Plomb en saumon","Rouen","nord",785865,"livres",,"0,2",
656,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1775,"Imports","Plomb en saumon","Rouen","angleterre",1805767,"livres",,"0,2",
657,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1775,"Imports","Plomb en saumon","Rouen","Espagne",3000,"livres",,"0,2",
658,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1775,"Imports","Plomb en saumon","Rouen","Flandre",479055,"livres",,"0,2",
659,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1775,"Imports","Plomb en saumon","Rouen","Hollande",341992,"livres",,"0,2",
660,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1775,"Imports","Plomb en saumon","Rouen","nord",856395,"livres",,"0,2",
661,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1770,"Imports","Plomb en saumon ","Rouen","Hollande",5645,"livres",,"0,2",
662,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",80,1750,"Imports","Plomb en saumon en grenaille","Rouen","Hollande",1950,"livres",,"0,2",
663,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1755,"Imports","Plomb en saumon grenaille","Rouen","Hollande",3612,"livres",,"0,2",
664,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1763,"Imports","Plomb en saumon grenaille","Rouen","Hollande",43936,"livres",,"0,2",
665,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1763,"Imports","Plomb en saumon grenaille","Rouen","nord",100,"livres",,"0,2",
666,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1764,"Imports","Plomb en saumon grenaille","Rouen","Hollande",1050,"livres",,"0,2",
667,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1766,"Imports","Plomb en saumon grenaille","Rouen","Hollande",600,"livres",,"0,2",
668,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1768,"Imports","Plomb en saumon grenaille","Rouen","Hollande",4235,"livres",,"0,2",
669,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1770,"Imports","Plomb en saumon grenaille","Rouen","Hollande",3530,"livres",,"0,2",
670,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1773,"Imports","Plomb en saumon grenaille","Rouen","Hollande",1406,"livres",,"0,2",
671,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1763,"Imports","Plomb en saumon pour table","Rouen","nord",101762,"livres",,"0,2",
672,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1764,"Imports","Plomb en saumon pour table","Rouen","Hollande",31445,"livres",,"0,2",
673,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1766,"Imports","Plomb en saumon pour table","Rouen","Hollande",44060,"livres",,"0,2",
674,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1766,"Imports","Plomb en saumon rouleaux","Rouen","Hollande",23420,"livres",,"0,2",
675,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1764,"Imports","Plomb en saumon salé","Rouen","Flandre",7350,"livres",,"0,2",
676,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1768,"Imports","Plomb en saumon table","Rouen","Flandre",12025,"livres",,"0,2",
677,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1768,"Imports","Plomb en saumon table","Rouen","Hollande",104249,"livres",,"0,2",
678,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1768,"Imports","Plomb en saumon table","Rouen","nord",44475,"livres",,"0,2",
679,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1770,"Imports","Plomb en saumon table","Rouen","Hollande",26480,"livres",,"0,2",
680,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1772,"Imports","Plomb en saumon table","Rouen","Hollande",37528,"livres",,"0,2",
681,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",82,1773,"Imports","Plomb en saumon table","Rouen","Hollande",134750,"livres",,"0,2",
682,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",161,1763,"Exports","Plomb en table","Rouen","Isles Françaises",9603,"livres",,"0,2",
683,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1770,"Exports","Plomb grenaille","Rouen","Isles Françaises",1000,"livres",,"0,2",
684,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1775,"Exports","Plomb grenaille","Rouen","Isles Françaises",5700,"livres",,"0,2",
685,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1773,"Exports","Plomb grenailles","Rouen","Isles Françaises",5050,"livres",,"0,2",
686,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",99,1735,"Imports","plomb grennielle","Rouen","hollande",88000,"livres",,"0,2",
687,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",99,1736,"Imports","plomb grennielle","Rouen","hollande",69050,"livres",,"0,2",
688,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",99,1735,"Imports","plomb saumon","Rouen","hollande",21900,"livres",,"0,2",
689,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",99,1736,"Imports","plomb saumon","Rouen","hollande",20775,"livres",,"0,2",
690,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",81,1764,"Imports","Plombe en saumon rouleaux","Rouen","Hollande",15295,"livres",,"0,2",
691,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",79,1733,"Imports","Plomben saumon","Rouen","angleterre",492700,"livres",,"0,2",
692,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",79,1733,"Imports","Plomben saumon","Rouen","Hollande",48175,"livres",,"0,2",
693,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",79,1733,"Imports","Plomben saumon","Rouen","nord",248325,"livres",,"0,2",
694,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",161,1766,"Exports","Plomn en grenaille","Rouen","Isles Françaises",8835,"livres",,"0,2",
695,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",79,1731,"Imports","Pomb en saumon en grenaille","Rouen","Hollande",2025,"livres",,"0,2",
696,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",113,1768,"Exports","Pruneaux","Rouen","Angleterre",210,"livres",,"0,2",
697,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1773,"Exports","Pruneaux","Rouen","Isles Françaises",460,"livres",,"0,2",
698,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",137,1773,"Exports","Pruneaux","Rouen","Nord",1038,"livres",,"0,2",
699,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",113,1775,"Exports","Pruneaux","Rouen","Angleterre",3342,"livres",,"0,2",
700,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",121,1775,"Exports","Pruneaux","Rouen","Espagne",8760,"livres",,"0,2",
701,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1775,"Exports","Pruneaux","Rouen","Isles Françaises",490,"livres",,"0,2",
702,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",136,1763,"Exports","Pruneaux cuits","Rouen","Nord",2060,"livres",,"0,2",
703,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",161,1763,"Exports","Raisin","Rouen","Isles Françaises",600,"livres",,"0,2",
704,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",126,1733,"Exports","Raisins secs","Rouen","Hollande",15700,"livres",,"0,2",
705,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",111,1750,"Exports","Raisins secs","Rouen","Angleterre",65,"livres",,"0,2",
706,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",126,1750,"Exports","Raisins secs","Rouen","Hollande",3925,"livres",,"0,2",
707,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",112,1755,"Exports","Raisins secs","Rouen","Angleterre",125,"livres",,"0,2",
708,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",101,1733,"Imports","bois à teindre","Rouen","hollande",453125,"livres",,"0,225",
709,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",101,1734,"Imports","bois à teindre","Rouen","hollande",438350,"livres",,"0,225",
710,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",101,1735,"Imports","bois à teindre","Rouen","hollande",739300,"livres",,"0,225",
711,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",101,1736,"Imports","bois à teindre","Rouen","hollande",455075,"livres",,"0,225",
712,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",56,1728,"Imports","Sucre Brut","Rouen","Ile français d'amérique",17775,"livres",,"0,225",
