line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_lines,value,value_part_of_bundle,quantity,quantity_unit,Prix unitaire en décimale de Lt,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
119,Local,1770,Rennes,,Espagne,Exports,Papier batard commun,,,"6,000.00",,"2,000.00",rames,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
120,Local,1770,Rennes,,Espagne,Exports,Papier Gene fin,,,"119,088.00",,"19,848.00",rames,6.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
121,Local,1770,Rennes,,Espagne,Exports,Papier à l'écu fin,,,"76,272.00",,"9,534.00",rames,8.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
122,Local,1770,Rennes,,Espagne,Exports,Papier à l'étoile fin,,,"41,088.00",,"5,136.00",rames,8.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
123,Local,1770,Rennes,,Espagne,Exports,Papier à l'étoile commun,,,288.00,,48.00,rames,6.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
124,Local,1770,Rennes,,Espagne,Exports,Parchemin ,,,"2,318.00",,"1,159.00",livres,2.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
125,Local,1770,Rennes,,Espagne,Exports,Poivre,,,"1,040.00",,800.00,livres,1.3000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
126,Local,1770,Rennes,,Espagne,Exports,Rhubarbe,,,"24,000.00",,"4,800.00",livres,5.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
127,Local,1770,Rennes,,Espagne,Exports,Sel,,,"8,000.00",,50.00,muids,160.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
128,Local,1770,Rennes,,Espagne,Exports,Soye,,,"288,280.00",,"7,207.00",livres,40.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
129,Local,1770,Rennes,,Espagne,Exports,Sucre brut,,,"58,150.00",,"236,545.00",livres,0.2458333,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
130,Local,1770,Rennes,,Espagne,Exports,Sucre terré,,,"14,703.25",,"34,260.00",livres,0.4291667,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
131,Local,1770,Rennes,,Espagne,Exports,Taffia,,,"2,499.00",,714.00,Veltes,3.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
132,Local,1770,Rennes,,Espagne,Exports,Thé,,,"4,852.60",,"2,554.00",livres,1.9000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
133,Local,1770,Rennes,,Espagne,Exports,Toile de Bretagne,,,"7,500.00",,"1,000.00",pièces,7.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,4,,,,,Thasectra,,,0.00,,,,,,,,,
134,Local,1770,Rennes,,Nord,Exports,Beurre,,,"1,000.00",,"2,000.00",livres,0.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
135,Local,1770,Rennes,,Nord,Exports,Caffé des Isles,,,"256,136.40",,"284,596.00",livres,0.9000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
136,Local,1770,Rennes,,Nord,Exports,Indigo,,,"29,503.80",,"5,316.00",livres,5.5500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
137,Local,1770,Rennes,,Nord,Exports,Peaux de veau corroyées,,,"2,450.00",,70.00,douzaines,35.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
138,Local,1770,Rennes,,Nord,Exports,Savon,,,290.00,,2.00,demies caisses,145.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
139,Local,1770,Rennes,,Nord,Exports,Sel,,,"20,000.00",,125.00,muids,160.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
140,Local,1770,Rennes,,Nord,Exports,Sucre brut,,,"76,979.00",,"313,135.00",livres,0.2458333,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
141,Local,1770,Rennes,,Nord,Exports,Sucre terré,,,"178,984.35",,"417,051.00",livres,0.4291667,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
142,Local,1770,Rennes,,Nord,Exports,Taffia,,,560.00,,160.00,Veltes,3.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
143,Local,1770,Rennes,,Nord,Exports,Thé,,,"4,058.40",,"2,136.00",livres,1.9000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
144,Local,1770,Rennes,,Portugal,Exports,Beurre,,,565.00,,"1,130.00",livres,0.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
145,Local,1770,Rennes,,Portugal,Exports,Cuirs de génisses corroyés,,,"19,629.00",,"2,181.00",cuirs,9.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
146,Local,1770,Rennes,,Portugal,Exports,Orge,,,"3,037.50",,"48,600.00",livres,0.0625000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
147,Local,1770,Rennes,,Portugal,Exports,Papier batard fin,,,"5,728.00",,"1,432.00",rames,4.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
148,Local,1770,Rennes,,Portugal,Exports,Papier batard commun,,,"10,944.00",,"3,648.00",rames,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
149,Local,1770,Rennes,,Portugal,Exports,Papier a bule blanc,,,"61,446.00",,"20,482.00",rames,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
150,Local,1770,Rennes,,Portugal,Exports,Papier à cartouche,,,"2,200.00",,220.00,rames,10.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
151,Local,1770,Rennes,,Portugal,Exports,Papier à l'écu commun,,,420.00,,70.00,rames,6.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
152,Local,1770,Rennes,,Portugal,Exports,Papier d'emballage,,,"6,680.00",,"16,700.00",livres,0.4000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
153,Local,1770,Rennes,,Portugal,Exports,Papier gène fin,,,"31,368.00",,"5,228.00",rames,6.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
154,Local,1770,Rennes,,Portugal,Exports,papier petit commun,,,112.00,,28.00,rames,4.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
155,Local,1770,Rennes,,Portugal,Exports,Peaux de veaux corroyées,,,"90,125.00",,"2,575.00",douzaines,35.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
156,Local,1770,Rennes,,Portugal,Exports,Toile de Bretagne à carreaux,,,"1,858.00",,"1,858.00",aunes,1.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
157,Local,1770,Rennes,,Portugal,Exports,Toile de Bretagne étroite,,,"9,450.00",,"6,300.00",aunes,1.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
158,Local,1770,Rennes,,Portugal,Exports,Toile de Bretagne gracieuse,,,"3,220.00",,"2,300.00",aunes,1.4000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
159,Local,1770,Rennes,,Portugal,Exports,Toile de Bretagne de halle,,,"6,836.20",,"7,196.00",aunes,0.9500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
160,Local,1770,Rennes,,Portugal,Exports,Toile de Bretagne large,,,"12,000.00",,"4,800.00",aunes,2.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
161,Local,1770,Rennes,,Portugal,Exports,Toile de Bretagne de soldavec,,,300.00,,300.00,aunes,1.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
162,Local,1770,Rennes,,Portugal,Exports,Vin,,,280.00,,280.00,bouteilles,1.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
163,Local,1770,Rennes,,Russie,Exports,Sel,,,"34,240.00",,214.00,muids,160.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
164,Local,1770,Rennes,,Russie,Exports,Taffia,,,"2,750.00",,"1,100.00",Veltes,3.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,Erreur dans le document,0.00,,,,,,,,,
165,Local,1770,Rennes,,Savoye et Piemont,Exports,Taffia,,,550.00,,5.00,barriques ,110.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,5,,,,,Thasectra,,,0.00,,,,,,,,,
166,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Amidon,,,627.50,,"2,510.00",livres,0.2500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
167,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Argenterie,,,192.00,,4.00,marcs,48.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
168,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Baracan,,,200.00,,40.00,aunes,15.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,Erreur dans le document,0.00,,,,,,,,,
169,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,bas de laine,,,126.00,,42.00,paires,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
170,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Bœuf à la daube,,,540.00,,60.00,barils,9.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
171,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Bœuf à la daube,,,"1,537.50",,"2,050.00",livres,0.7500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
172,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Bœuf salé,,,"5,400.00",,135.00,barils,40.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
173,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Bœuf salé,,,421.85,,"1,875.00",livres,0.2250000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
174,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Beurre,,,"35,495.00",,"70,990.00",livres,0.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
175,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Bierre,,,408.00,,17.00,barriques ,24.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
176,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Biscuit dames,,,"19,520.00",,"97,600.00",livres,0.2000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
177,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Bottes fortes,,,"1,176.00",,49.00,paires,24.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
178,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Bray gras,,,238.00,,14.00,barils,17.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
179,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Briques,,,"1,100.00",,,,,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,,,,,,,,,,
180,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Camisolletes,,,90.00,,30.00,en nombre,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
181,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Cercles de bois,,,"1,227.50",,491.00,paquets,2.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
182,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Cercles de bois,,,160.00,,"4,800.00",en nombre,0.0333333,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
183,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Chandelles,,,"1,853.50",,"3,370.00",livres,0.5500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
184,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Charbon de terre,,,45.00,,6.00,bariques,7.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
185,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Chaussettes de fil,,,940.80,,448.00,paires,2.1000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
186,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Chaux,,,372.00,,124.00,barriques ,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
187,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Chemises brodées,,,744.00,,248.00,en nombre,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
188,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Chemises garnies,,,"13,384.00",,"1,912.00",en nombre,7.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
189,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Chemises unies,,,"2,336.00",,584.00,en nombre,4.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
190,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Cidre,,,"2,496.00",,104.00,barriques ,24.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
191,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Clous de fer,,,"3,210.00",,"10,700.00",livres,0.3000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
192,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Confitures,,,90.00,,150.00,livres,0.6000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
193,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Cordages de chanvre,,,360.00,,"1,200.00",livres,0.3000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
194,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Couverture de laine,,,192.00,,24.00,en nombre,8.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
195,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Cuirs de bœuf tannés,,,350.00,,350.00,livres,1.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
196,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Dentelle de fil,,,559.00,,430.00,aunes,1.3000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
197,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Drap d'elbeuf,,,"4,500.00",,300.00,aunes,15.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
198,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Eau de vie,,,742.00,,7.00,Tiercone,106.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
199,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Eau de vie,,,"2,772.00",,528.00,Veltes,5.2500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
200,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,farine,,,"5,440.00",,160.00,barils,34.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
201,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,farine,,,"14,550.00",,"77,600.00",livres,0.1875000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,6,,,,,Thasectra,,,0.00,,,,,,,,,
202,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Fer en ancre,,,"3,570.00",,"11,900.00",livres,0.3000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
203,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Filain,,,"4,530.00",,"15,100.00",livres,0.3000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
204,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Flanelle,,,346.00,,173.00,aunes,2.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
205,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Fromage d'hollande,,,120.00,,400.00,livres,0.3000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
206,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Fruit sec,,,"2,400.00",,"8,000.00",livres,0.3000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
207,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Gaudron,,,340.00,,20.00,barils,17.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
208,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Huile d'olive,,,312.50,,125.00,pots,2.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
209,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Jambons,,,"1,526.40",,"2,544.00",livres,0.6000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
210,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,langues,,,200.00,,,,,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,,,,,,,,,,
211,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,lard,,,"4,500.00",,100.00,barils,45.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
212,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,lard,,,"9,006.25",,"32,750.00",livres,0.2750000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
213,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Lignes a pescher,,,360.00,,400.00,livres,0.9000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
214,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,liqueur,,,952.00,,238.00,pots,4.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
215,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,manchettes brodées,,,"1,232.00",,154.00,paires,8.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
216,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,marchandises meslées,,,"1,888.00",,,,,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,,,,,,,,,,
217,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,mercerie,,,"6,969.00",,,,,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,,,,,,,,,,
218,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Molton,,,180.00,,60.00,aunes,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
219,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Mouchoirs de coton,,,340.00,,170.00,en nombre,2.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
220,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Mousseline,,,"2,730.00",,26.00,pièces,105.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
221,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Mousseline,,,700.00,,100.00,aunes,7.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
222,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Pierre a des à Cast,,,600.00,,800.00,pièces,0.7500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
223,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Poix verds,,,772.50,,515.00,boisseaux,1.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
224,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Poivre,,,"1,973.40",,"1,518.00",livres,1.3000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
225,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Ratine,,,"2,700.00",,900.00,aunes,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
226,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Ris,,,"1,447.20",,"7,236.00",livres,0.2000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
227,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Sac de toile,,,715.00,,715.00,en nombre,1.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
228,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Saucisses,,,175.00,,500.00,livres,0.3500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
229,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Savon,,,"4,712.50",,65.00,demies caisses,72.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
230,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Savon,,,637.50,,"1,500.00",livres,0.4250000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
231,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Sel,,,"341,440.00",,"5,335.00",tonneaux,64.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
232,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Serge bleue,,,404.25,,231.00,aunes,1.7500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
233,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Serge a doubler,,,"1,800.00",,300.00,aunes,6.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
234,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Souliers,,,"2,832.00",,708.00,paires,4.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
235,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Taffia,,,"2,842.00",,812.00,Veltes,3.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
