numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,doubleaccounts
132,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Laine d'Espagne,Hollande,"4000,00",Livre,"0,800","3 200,00","0,00",Prix unitaire en pourcentage,
133,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Miel,Hollande,"10425,00",Livre,"0,100","1 042,00","0,50",Prix unitaire en pourcentage,
134,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Mouchoirs de Pontichery,Hollande,"705,00",Pièce,"22,000","15 510,00","0,00",,
135,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Neganipau,Hollande,"1560,00",Pièce,"14,000","21 840,00","0,00",,
136,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Noix,Hollande,"2,00",Millier,"1,250","3,00","-0,50",,
137,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Ocre,Hollande,"1024,00",Barique,"12,500","12 800,00","0,00",,
138,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Pruneaux de Ste Catherine,Hollande,"2550,00",Livre,"0,450","1 147,00","0,50",Prix unitaire en pourcentage,
139,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Pruneaux d'amont,Hollande,"104800,00",Livre,"0,050","5 240,00","0,00",prix unitaire en pourcentage,
140,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Paravent,Hollande,"2,00",Nombre,"0,000","705,00","-705,00",,
141,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Poil de chameau,Hollande,"200,00",Livre,"5,000","1 000,00","0,00",,
142,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Porcelaine des Indes,Hollande,"3505,00",Livre,"5,000","17 525,00","0,00",,
143,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Pierres a fusils,Hollande,"450,00",Millier,"3,500","1 575,00","0,00",,
144,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Rocou,Hollande,"1300,00",Livre,"0,350","455,00","0,00",,
145,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Saffran,Hollande,"718,00",Livre,"30,000","21 540,00","0,00",,
146,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Sels de Bourgneuf,Hollande,"285,00",Charge,"53,500","15 247,00","0,50",,
147,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Sels de Bourgneuf,Hollande,"174,00",Charge,"50,000","8 700,00","0,00",,
148,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Sels de Bourgneuf,Hollande,"75,00",Charge,"46,000","3 450,00","0,00",,
149,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Sels de Bourgneuf,Hollande,"341,00",Charge,"42,000","14 322,00","0,00",,
150,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Sels du Croisic,Hollande,"257,00",Muid,"40,000","10 280,00","0,00",,
151,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Sels du Croisic,Hollande,"788,00",Muid,"35,000","27 580,00","0,00",,
152,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Sels du Croisic,Hollande,"1417,00",Muid,"30,000","44 510,00","-2 000,00",erreur de calcul,
153,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Sucre en pain,Hollande,"2175,00",Livre,"0,500","1 087,00","0,50",Prix unitaire en pourcentage,
154,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Sucre terré,Hollande,"459350,00",Livre,"0,250","114 837,00","0,50",Prix unitaire en pourcentage,
155,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Sucre teste,Hollande,"133250,00",Livre,"0,181","10 826,00","13 325,56",erreur de calcul,
156,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Sucre brut,Hollande,"4260600,00",Livre,"0,134","572 518,00","0,13",Prix unitaire en pourcentage,
157,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Sirop de sucre,Hollande,"395000,00",Livre,"0,050","18 750,00","1 000,00",erreur de calcul,
158,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Selpetre,Hollande,"960,00",Sac,"0,000","0,00","0,00",Pas de prix,
159,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Selpetre,Hollande,"187200,00",Livre,"0,385","72 072,00","0,00",Prix unitaire en pourcentage,
160,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Squine,Hollande,"875,00",Livre,"0,850","743,00","0,75",,
161,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Soye nankin,Hollande,"380,00",Livre,"18,000","6 840,00","0,00",,
162,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Soyerie,Hollande,"7,00",Livre,"40,000","280,00","0,00",,
163,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Suif,Hollande,"5450,00",Livre,"0,300","1 635,00","0,00",Prix unitaire en pourcentage,
164,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Thé divers,Hollande,"22110,00",Livre,"3,000","66 330,00","0,00",,
165,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,4,Tabac de la havanne,Hollande,"56300,00",Livre,"0,400","23 520,00","-1 000,00",erreur de calcul,
166,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Tabac filé,Hollande,"900,00",Livre,"0,750","675,00","0,00",,
167,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Toile de cotton des Indes,Hollande,"31841,00",Pièce,"30,000","954 230,00","1 000,00",erreur de calcul,
168,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Toile de cotton des Indes,Hollande,"6800,00",Livre,"5,000","34 000,00","0,00",,
169,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Toile de Bretagne,Hollande,"5865,00",Livre,"4,000","43 460,00","-20 000,00",Erreur prix total,
170,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Tripes de morue,Hollande,"400,00",Livre,"0,100","40,00","0,00",,
171,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Vin d'amont,Hollande,"1954,00",Tonneau,"200,000","390 800,00","0,00",Droits sur le vin et vinaigre à 49 sous le tonneau,
172,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Vin nantois,Hollande,"332,00",Tonneau,"70,000","22 318,00","922,00",Droits sur le vin et vinaigre à 49 sous le tonneau / erreur de calcul,
173,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Anis vert,Nord,"1800,00",Livre,"0,360","548,00","100,00",erreur de calcul,
174,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Alibanis,Nord,"620,00",Pièce,"11,000","6 820,00","0,00",,
175,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Baffetas bleu,Nord,"700,00",Pièce,"9,000","6 300,00","0,00",,
176,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Bois de goyas,Nord,"2500,00",Livre,"0,033","81,00","0,25",Prix unitaire en pourcentage,
177,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Citrons confits,Nord,"960,00",Livre,"0,650","624,00","0,00",,
178,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Chataignes,Nord,"250,00",Boisseau,"0,350","87,00","0,50",,
179,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Caffé de moka,Nord,"77585,00",Livre,"1,750","135 773,00","0,75",,
180,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Caffé des Isles,Nord,"489750,00",Livre,"0,750","367 312,00","0,50",,
181,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Chasselas,Nord,"20,00",Pièce,"13,000","260,00","0,00",,
182,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Cotton en laine,Nord,"5750,00",Livre,"0,863","4 959,00","0,38",Prix unitaire en pourcentage,
183,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Damas des Indes,Nord,"28,00",Pièce,"60,000","1 680,00","0,00",,
184,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Eau de vie,Nord,"254,00",Barique,"65,000","15 694,00","816,00",Droits à 3 livres et 5 sous par bariques / erreur de calcul,
185,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Etamine de laine,Nord,"300,00",Aune,"2,500","750,00","0,00",,
186,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Guinée bleue,Nord,"120,00",Pièce,"20,000","120,00","2 280,00",Erreur prix total,
187,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Gourgouran,Nord,"24,00",Pièce,"60,000","1 440,00","0,00",,
188,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Guingam,Nord,"14,00",Pièce,"10,000","140,00","0,00",,
189,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Galanga,Nord,"175,00",Livre,"0,650","112,00","1,75",erreur de calcul,
190,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Gomme Senegal,Nord,"85500,00",Livre,"0,350","2 992,00","26 933,00",erreur de calcul,
191,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Gomme arabique,Nord,"70650,00",Livre,"0,400","28 260,00","0,00",Prix unitaire en pourcentage,
192,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Gingembre,Nord,"46975,00",Livre,"0,180","8 455,00","0,50",Prix unitaire en pourcentage,
193,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Indigo,Nord,"120000,00",Livre,"3,250","390 000,00","0,00",,
194,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Laine d'Espagne,Nord,"1050,00",Livre,"0,800","840,00","0,00",Prix unitaire en pourcentage,
195,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Miel,Nord,"80000,00",Livre,"0,100","8 000,00","0,00",Prix unitaire en pourcentage,
196,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Mouchoirs de Pontichery,Nord,"780,00",Pièce,"22,500","17 250,00","300,00",erreur de calcul,
197,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Mouchoirs de fil organdi,Nord,"4,00",Pièce,"31,400","125,00","0,60",,
198,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Merrain ganivelle,Nord,"1000,00",Douelle,"0,700","700,00","0,00",,
199,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Neganipau,Nord,"20,00",Pièce,"14,000","280,00","0,00",,
200,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Ocre,Nord,"152,00",Barique,"12,500","1 900,00","0,00",,
201,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Poivre,Nord,"1680,00",Livre,"1,200","2 016,00","0,00",,
202,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Pruneaux de Ste Catherine,Nord,"200,00",Livre,"0,450","90,00","0,00",Prix unitaire en pourcentage,
203,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Pruneaux d'amont,Nord,"800,00",Livre,"0,050","40,00","0,00",Prix unitaire en pourcentage,
204,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Paravent,Nord,"2,00",Nombre,"0,000","675,00","-675,00",,
205,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Platille,Nord,"779,00",Pièce,"4,500","3 505,00","0,50",,
206,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,5,Papier a ecrire,Nord,"7200,00",Livre,"0,550","198,00","3 762,00",erreur de calcul,
207,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Peaux de renard,Nord,"800,00",Nombre,"0,300","240,00","0,00",,
208,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Porcelaine,Nord,"4820,00",Livre,"5,000","24 100,00","0,00",,
209,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Pierres a fusils,Nord,"2008,00",Millier,"3,500","6,00","7 022,00",erreur de calcul,
210,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Rocou,Nord,"9325,00",Livre,"0,350","3 263,00","0,75",,
211,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Saffran,Nord,"152,00",Livre,"30,000","4 560,00","0,00",,
212,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sels de Bourgneuf,Nord,"115,00",Charge,"53,500","6 152,00","0,50",,
213,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sels de Bourgneuf,Nord,"160,00",Charge,"42,000","6 720,00","0,00",,
214,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sel du Croisic,Nord,"575,00",Muid,"40,000","23 000,00","0,00",,
215,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sel du Croisic,Nord,"288,50",Muid,"35,000","10 077,00","20,50",erreur de calcul,
216,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sel du Croisic,Nord,"95,00",Muid,"30,000","2 850,00","0,00",,
217,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Salpetre,Nord,"17850,00",Livre,"0,385","6 872,00","0,25",Prix unitaire en pourcentage,
218,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sucre blanc,Nord,"177600,00",Livre,"0,345","61 272,00","0,00",Prix unitaire en pourcentage,
219,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sucre terré,Nord,"2343250,00",Livre,"0,250","585 812,00","0,50",Prix unitaire en pourcentage,
220,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sucre teste,Nord,"264000,00",Livre,"0,181","47 850,00","0,00",Prix unitaire en pourcentage,
221,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sucre brut,Nord,"4388600,00",Livre,"0,134","589 719,00","-0,88",Prix unitaire en pourcentage,
222,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sirop de sucre,Nord,"59400,00",Livre,"0,050","2 970,00","0,00",Prix unitaire en pourcentage,
223,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Thé divers,Nord,"37315,00",Livre,"3,000","1 119,00","110 826,00",Erreur prix total,
224,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Toile de cotton blanche des Indes,Nord,"49135,00",Pièce,"30,000","14 740,00","1 459 310,00",Erreur prix total,
225,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Vin d'amont,Nord,"50,00",Tonneau,"200,000","10 000,00","0,00",Droits sur le vin et vinaigre à 49 sous le tonneau,
226,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Vin nantois,Nord,"85,00",Tonneau,"80,000","6 800,00","0,00",Droits sur le vin et vinaigre à 49 sous le tonneau,
227,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Vinaigre,Nord,"5,50",Tonneau,"60,000","288,00","42,00",Droits sur le vin et vinaigre à 49 sous le tonneau / erreur de calcul,
228,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Verroterie,Nord,"100,00",Livre,"0,000","50,00","-50,00",Pas de prix unitaire,
229,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Bled froment,Dannemark,"13,00",Tonneau,"115,000","1 495,00","0,00",,
230,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Basin des Indes,Dannemark,"20,00",Pièce,"20,000","400,00","0,00",,
231,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Caffé des Isles,Dannemark,"1760,00",Livre,"0,750","1 320,00","0,00",,
232,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Chataignes,Dannemark,"140,00",Boisseau,"0,350","49,00","0,00",,
233,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Cottonade,Dannemark,"42,00",Aune,"2,000","84,00","0,00",,
234,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Eau de vie,Dannemark,"305,00",Barique,"65,000","18 834,00","991,00","Droits à 3 livres et 5 sous par bariques = 991,25 livres",
235,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Fayence,Dannemark,"3,00",Douzaine,"3,500","37,00","-26,50",erreur de calcul,
236,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Liege,Dannemark,"560,00",Livre,"0,060","33,00","0,60",Prix unitaire en pourcentage,
237,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Mouchoirs de Rouen,Dannemark,"12,00",Douzaine,"7,000","84,00","0,00",,
238,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Merrain ganivelle,Dannemark,"2500,00",Douelle,"0,070","175,00","0,00",Prix unitaire en millier,
239,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Noix,Dannemark,"86,00",Millier,"1,250","107,00","0,50",,
240,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Pruneaux d'amont,Dannemark,"1225,00",Livre,"0,050","61,00","0,25",,
241,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Porcelaine des Indes,Dannemark,"65,00",Livre,"5,000","325,00","0,00",,
242,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sel du Croisic,Dannemark,"30,00",Muid,"40,000","1 200,00","0,00",,
243,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sel du Croisic,Dannemark,"199,00",Muid,"35,000","6 965,00","0,00",,
244,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sel du Croisic,Dannemark,"100,00",Muid,"30,000","3 000,00","0,00",,
245,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sucre en pain,Dannemark,"900,00",Livre,"0,500","450,00","0,00",Prix unitaire en pourcentage,
246,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Sirop de sucre,Dannemark,"10500,00",Livre,"0,050","525,00","0,00",Prix unitaire en pourcentage,
247,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,6,Soyerie,Dannemark,"11,25",Livre,"40,000","460,00","-10,00",erreur de calcul,
248,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Thé,Dannemark,"927,00",Livre,"3,000","2 871,00","-90,00",Erreur prix total,
249,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Toile de Bretagne,Dannemark,"910,00",Livre,"4,000","3 640,00","0,00",,
250,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Vin d'amont,Dannemark,"363,00",Tonneau,"200,000","72 600,00","0,00",Droits sur le vin et vinaigre à 49 sous le tonneau,
251,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Vin nantois,Dannemark,"44,00",Tonneau,"65,000","2 860,00","0,00",Droits sur le vin et vinaigre à 49 sous le tonneau,
252,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Vinaigre,Dannemark,"4,50",Tonneau,"60,000","90,00","180,00",Droits sur le vin et vinaigre à 49 sous le tonneau / erreur de calcul,
253,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Caffé des Isles,Suède,"300,00",Livre,"0,750","225,00","0,00",,
254,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Eau de vie,Suède,"13,00",Barique,"65,000","845,00","0,00",Droits à 3 livres et 5 sous par bariques,
255,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Indigo,Suède,"160,00",Livre,"3,250","520,00","0,00",,
256,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Mouchoirs de Rouen,Suède,"20,00",Douzaine,"7,000","140,00","0,00",,
257,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Marmites de fer,Suède,"150,00",Nombre,"2,000","300,00","0,00",,
258,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Sel du Croisic,Suède,"65,00",Muid,"40,000","2 600,00","0,00",,
259,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Sel du Croisic,Suède,"178,00",Muid,"35,000","6 230,00","0,00",,
260,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Sel du Croisic,Suède,"295,00",Muid,"30,000","8 850,00","0,00",,
261,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Sucre terré,Suède,"161200,00",Livre,"0,240","38 688,00","0,00",Prix unitaire en pourcentage,
262,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Sucre teste,Suède,"25000,00",Livre,"0,190","4 750,00","0,00",Prix unitaire en pourcentage,
263,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Sucre brut,Suède,"231000,00",Livre,"0,150","34 650,00","0,00",Prix unitaire en pourcentage,
264,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Vin nantois,Suède,"2,50",Tonneau,"70,000","168,00","7,00",erreur de calcul,
