numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,doubleaccounts
1422,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; vieux,Toscane,1108,15835,1683490,livres,28962,,,,0
1423,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; vieux,Angleterre,2255,4510,1683490,livres,28962,,,,0
1424,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; vieux,Empreur,3354,33540,1683490,livres,28962,,,,0
1425,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; vieux,Pologne,1766,9830,1683490,livres,28962,,,,0
1426,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; vieux,Suisse,5645,78925,1683490,livres,28962,,,,0
1427,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; en batterie,Suisse,71775,319000,1683490,livres,,,,,0
1428,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; blanc,Espagne,1809,4297,1683490,livres,216693,,,,0
1429,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; blanc,Sardaigne,1400,3501,1683490,livres,216693,,,,0
1430,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; blanc,Toscane,2433,6084,1683490,livres,216693,,,,0
1431,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; blanc,Suisse,211051,723556,1683490,livres,216693,,,,0
1432,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; en platine,Empreur,2454,6545,1683490,livres,,,,,0
1433,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; ouvré divers,Espagne,73099,389247,1683490,livres,128829,,,,0
1434,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; ouvré divers,Sardaigne,1654,5337,1683490,livres,128829,,,,0
1435,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; ouvré divers,Toscane,4089,16968,1683490,livres,128829,,,,0
1436,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; ouvré divers,Naples,3128,13809,1683490,livres,128829,,,,0
1437,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; ouvré divers,Villes hanséatiques,17859,99221,1683490,livres,128829,,,,0
1438,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; ouvré divers,Empreur,699,,1683490,,128829,,,,0
1439,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; ouvré divers,Suisse,22054,69572,1683490,livres,128829,,,,0
1440,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,100,Fer ; ouvré divers,Danemark,6247,20823,1683490,livres,128829,,,,0
1441,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; divers de lin et de chanvre,Espagne,4961,2155,256340,livres,87053,,,,0
1442,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; divers de lin et de chanvre,Sardaigne,1361,1817,256340,livres,87053,,,,0
1443,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; divers de lin et de chanvre,Barbarie,2798,2008,256340,livres,87053,,,,0
1444,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; divers de lin et de chanvre,Angleterre,7080,915,256340,livres,87053,,,,0
1445,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; divers de lin et de chanvre,Empreur,62253,18971.5,256340,livres,87053,,,,0
1446,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; divers de lin et de chanvre,Suisse,600,28,256340,livres,87053,,,,0
1447,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; divers de lin et de chanvre,Amérique,8000,200,256340,livres,87053,,,,0
1448,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; à coudre,Espagne,56185,22181,256340,livres,167367,,,,0
1449,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; à coudre,Sardaigne,1165,466,256340,livres,167367,,,,0
1450,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; à coudre,Naples,1680,672,256340,livres,167367,,,,0
1451,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; à coudre,Angleterre,59898,17075,256340,livres,167367,,,,0
1452,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; à coudre,Empreur,316,79,256340,livres,167367,,,,0
1453,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; à coudre,Suisse,47523,12625,256340,livres,167367,,,,0
1454,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; à coudre,Amérique,600,100,256340,livres,167367,,,,0
1455,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fils ; d'or et d'argent,Hollande,1920,40,256340,livres,,,,,0
1456,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fleurs aromatiques,Angleterre,1322,2645,,livres,,,,,0
1457,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fourages ; paille,Danemark,1250,41667,17916,livres,,,,,0
1458,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fourages ; son,Barbarie,4666,66667,17916,livres,,,,,0
1459,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fourages ; vesses,Espagne,12000,100000,17916,livres,,,,,0
1460,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fromages,Espagne,31425,53201,216270,livres,,,,,0
1461,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fromages,Portugal,487,444,216270,livres,,,,,0
1462,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fromages,Sardaigne,10291,24872,216270,livres,,,,,0
1463,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fromages,Gènes,8003,18182,216270,livres,,,,,0
1464,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fromages,Etats ecclésiastiques,1973,3492,216270,livres,,,,,0
1465,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fromages,Naples,3496,7469,216270,livres,,,,,0
1466,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fromages,Levant,15276,35189,216270,livres,,,,,0
1467,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fromages,Angleterre,2825,5396,216270,livres,,,,,0
1468,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fromages,Empreur,123417,318961,216270,livres,,,,,0
1469,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fromages,Pologne,5831,14590,216270,livres,,,,,0
1470,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fromages,Suisse,6928,16600,216270,livres,,,,,0
1471,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fromages,Russie,4607,7675,216270,livres,,,,,0
1472,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,102,Fromages,Amérique,1711,4216,216270,livres,,,,,0
1473,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; divers,Espagne,4806,,1537669,,31351,,,,0
1474,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; divers,Portugal,340,,1537669,,31351,,,,0
1475,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; divers,Sardaigne,1415,,1537669,,31351,,,,0
1476,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; divers,Gènes,346,,1537669,,31351,,,,0
1477,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; divers,Toscane,185,,1537669,,31351,,,,0
1478,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; divers,Barbarie,7482,,1537669,,31351,,,,0
1479,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; divers,Levant,12160,,1537669,,31351,,,,0
1480,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; divers,Hollande,1111,,1537669,,31351,,,,0
1481,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; divers,Pologne,511,,1537669,,31351,,,,0
1482,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; divers,Amérique,2995,,1537669,,31351,,,,0
1483,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; divers,Hollande,1669,,1537669,,45431,163422,,,0
1484,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; divers,Angleterre,17347,,1537669,,45431,163422,,,0
1485,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; divers,Villes hanséatiques,16453,,1537669,,45431,163422,,,0
1486,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; divers,Pologne,2103,,1537669,,45431,163422,,,0
1487,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; divers,Suisse,2944,,1537669,,45431,163422,,,0
1488,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; divers,Danemark,1550,,1537669,,45431,163422,,,0
1489,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; divers,Suède,1865,,1537669,,45431,163422,,,0
1490,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; divers,Prusse,339,,1537669,,45431,163422,,,0
1491,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; divers,Russie,1161,,1537669,,45431,163422,,,0
1492,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; chateignes et marrons,Espagne,1807,1202,1537669,????,47993,163422,,,0
1493,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; chateignes et marrons,Angleterre,15969,122775,1537669,livres,47993,163422,,,0
1494,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; chateignes et marrons,Hollande,18614,,1537669,,47993,163422,,,0
1495,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; chateignes et marrons,Villes hanséatiques,7224,,1537669,,47993,163422,,,0
1496,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; chateignes et marrons,Suisse,3005,17500,1537669,livres,47993,163422,,,0
1497,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; chateignes et marrons,Suède,123,,1537669,,47993,163422,,,0
1498,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; chateignes et marrons,Prusse,1196,,1537669,,47993,163422,,,0
1499,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; chateignes et marrons,Russie,55,,1537669,,47993,163422,,,0
1500,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; Pommes et poires,Espagne,870,17800,1537669,livres,7458,163422,,,0
1501,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; Pommes et poires,Danemark,1818,,1537669,,7458,163422,,,0
1502,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; Pommes et poires,Suède,2220,,1537669,,7458,163422,,,0
1503,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; Pommes et poires,Prusse,60,6000,1537669,en nombre,7458,163422,,,0
1504,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; Pommes et poires,Russie,2490,,1537669,,7458,163422,,,0
1505,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; Prunes de ...,Sardaigne,2247,7491,1537669,livres,,163422,,,0
1506,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; citrons et oranges,Gènes,1269,42300,1537669,en nombre,30307,163422,,,0
1507,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; citrons et oranges,Villes hanséatiques,1950,78000,1537669,en nombre,30307,163422,,,0
1508,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; citrons et oranges,Empreur,9690,130215,1537669,en nombre,30307,163422,,,0
1509,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; citrons et oranges,Suisse,2386,41026,1537669,en nombre,30307,163422,,,0
1510,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; citrons et oranges,Danemark,5348,121300,1537669,en nombre,30307,163422,,,0
1511,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; citrons et oranges,Suède,8764,278400,1537669,en nombre,30307,163422,,,0
1512,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; citrons et oranges,Prusse,306,5100,1537669,en nombre,30307,163422,,,0
1513,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; citrons et oranges,Russie,594,9900,1537669,en nombre,30307,163422,,,0
1514,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,104,Fruits ; cruets ; vendenges,Pologne,29986,4996,1537669,tonnes,163422,,,,0
1515,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; divers,Pologne,2143,,1537669,,92863,,,,0
1516,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; confitures,Espagne,14377,14079,1537669,livres,74434,92863,,,0
1517,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; confitures,Portugal,2902,2127,1537669,livres,74434,92863,,,0
1518,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; confitures,Sardaigne,2397,2664,1537669,livres,74434,92863,,,0
1519,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; confitures,Angleterre,3211,6370,1537669,livres,74434,92863,,,0
1520,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; confitures,Hollande,9248,8859,1537669,livres,74434,92863,,,0
1521,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; confitures,Villes hanséatiques,6930,4806,1537669,livres,74434,92863,,,0
1522,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; confitures,Empreur,1101,977,1537669,livres,74434,92863,,,0
1523,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; confitures,Danemark,2840,1768,1537669,livres,74434,92863,,,0
1524,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; confitures,Suède,4101,2926,1537669,livres,74434,92863,,,0
1525,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; confitures,Prusse,2182,1276,1537669,livres,74434,92863,,,0
1526,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; confitures,Russie,20832,16593,1537669,livres,74434,92863,,,0
1527,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; confitures,Amérique,4313,3339,1537669,livres,74434,92863,,,0
1528,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; à l'eau de vie,Espagne,598,299,1537669,pots,16286,92863,,,0
1529,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; à l'eau de vie,Angleterre,4978,,1537669,,16286,92863,,,0
1530,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; à l'eau de vie,Hollande,3821,,1537669,,16286,92863,,,0
1531,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; à l'eau de vie,Villes hanséatiques,524,,1537669,,16286,92863,,,0
1532,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; à l'eau de vie,Danemark,1122,,1537669,,16286,92863,,,0
1533,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; à l'eau de vie,Suède,648,,1537669,,16286,92863,,,0
1534,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; à l'eau de vie,Prusse,816,,1537669,,16286,92863,,,0
1535,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; à l'eau de vie,Russie,1679,,1537669,,16286,92863,,,0
1536,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; confits ; à l'eau de vie,Amérique,2100,435,1537669,pots,16286,92863,,,0
1537,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigre ; divers,Angleterre,18822,87500,1537669,livres,105360,,,,0
1538,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; capres,Sardaigne,5184,14873,1537669,livres,86253,105360,,,0
1539,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; capres,Gènes,8385,21690,1537669,livres,86253,105360,,,0
1540,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; capres,Toscane,12011,30797,1537669,livres,86253,105360,,,0
1541,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; capres,Angleterre,19408,47794,1537669,livres,86253,105360,,,0
1542,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; capres,Hollande,2804,6979,1537669,livres,86253,105360,,,0
1543,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; capres,Villes hanséatiques,11170,24269,1537669,livres,86253,105360,,,0
1544,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; capres,Empreur,840,1980,1537669,livres,86253,105360,,,0
1545,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; capres,Suisse,3919,9311,1537669,livres,86253,105360,,,0
1546,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; capres,Danemark,3956,7554,1537669,livres,86253,105360,,,0
1547,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; capres,Suède,1251,1446,1537669,livres,86253,105360,,,0
1548,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; capres,Prusse,6767,11798,1537669,livres,86253,105360,,,0
1549,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; capres,Russie,9738,9757,1537669,livres,86253,105360,,,0
1550,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; capres,Amérique,820,1175,1537669,livres,86253,105360,,,0
1551,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; cornichons,Danemark,96,88,1537669,flacons,285,105360,,,0
1552,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; cornichons,Suède,11,,1537669,,285,105360,,,0
1553,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; cornichons,Prusse,32,29,1537669,flacons,285,105360,,,0
1554,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; cornichons,Russie,3,3,1537669,flacons,285,105360,,,0
1555,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,106,Fruits ; au vinaigres ; cornichons,Amérique,143,130,1537669,flacons,285,105360,,,0
1556,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; salés ; olives,Espagne,300,1200,1537669,livres,72328,,,,0
