numrodeligne,dataentryby,source,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
747,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Louvier,Russie,49952,,2601,,,,14840692,livres,537165,,,,,,,,,
747,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,59,Drogues melées ; Gommes ; D'Amérique,Amérique,6262,,3131,,,,16882727,livres,740485,,,,,,,,,
748,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Louvier,Amérique,2988,,94,,,,14840692,livres,537165,,,,,,,,,
748,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,59,Drogues melées ; Gommes ; Arabique,Toscane,9323,,8633,,,,16882727,livres,11603,740485,,,,,,,,
749,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Espagne,243790,,19232,,,,14840692,livres,1407150,,,,,,,,,
749,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,59,Drogues melées ; Gommes ; Arabique,Hollande,2280,,2280,,,,16882727,livres,11603,740485,,,,,,,,
750,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Portugal,860,,74,,,,14840692,livres,1407150,,,,,,,,,
750,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,59,Drogues melées ; Gommes ; Commune,Genes,6886,,15302,,,,16882727,livres,13071,740485,,,,,,,,
751,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Sardaigne,366870,,36559,,,,14840692,livres,1407150,,,,,,,,,
751,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,59,Drogues melées ; Gommes ; Commune,Toscane,6185,,13744,,,,16882727,livres,13071,740485,,,,,,,,
752,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Genes,2808,,225,,,,14840692,livres,1407150,,,,,,,,,
752,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,59,Drogues melées ; Gommes ; Elastiques,Portugal,54460,,2723,,,,16882727,livres,58260,740485,,,,,,,,
753,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Toscane,75340,,7474,,,,14840692,livres,1407150,,,,,,,,,
753,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,59,Drogues melées ; Gommes ; Elastiques,Villees Auséatiques,3800,,190,,,,16882727,livres,58260,740485,,,,,,,,
754,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Etats eclesiastiques,10260,,1026,,,,14840692,livres,1407150,,,,,,,,,
754,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,59,Drogues melées ; Gommes ; Elemy,Genes,1770,,1180,,,,16882727,livres,740485,,,,,,,,,
755,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Naples,5650,,565,,,,14840692,livres,1407150,,,,,,,,,
755,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,59,Drogues melées ; Gommes ; Euphorbe,Naples,7911,,14650,,,,16882727,livres,740485,,,,,,,,,
756,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Venise,87832,,8562,,,,14840692,livres,1407150,,,,,,,,,
756,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,59,Drogues melées ; Gommes ; Galanga,Hollande,1211,,2422,,,,16882727,livres,740485,,,,,,,,,
757,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Angleterre,26224,,480,,,,14840692,livres,1407150,,,,,,,,,
757,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues mélées ; Gommes ; Gutte,Sardaigne,3800,,760,,,,16882727,livres,11232,740485,,,,,,,,
758,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Villees Auséatiques,10500,,875,,,,14840692,livres,1407150,,,,,,,,,
758,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues mélées ; Gommes ; Gutte,Angleterre,2870,,634,,,,16882727,livres,11232,740485,,,,,,,,
759,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Empreur,96686,,8650,,,,14840692,livres,1407150,,,,,,,,,
759,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues mélées ; Gommes ; Gutte,Hollande,1004,,208,,,,16882727,livres,11232,740485,,,,,,,,
760,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Pologne,374170,,36746,,,,14840692,livres,1407150,,,,,,,,,
760,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues mélées ; Gommes ; Gutte,Amérique,3558,,593,,,,16882727,livres,11232,740485,,,,,,,,
761,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Suisse,71182,,6243,,,,14840692,livres,1407150,,,,,,,,,
761,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues mélées ; Gommes ; Lacque,Toscane,2132,,1640,,,,16882727,livres,119161,740485,,,,,,,,
762,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Prusse,3168,,325,,,,14840692,livres,1407150,,,,,,,,,
762,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues mélées ; Gommes ; Lacque,Angleterre,72838,,25441,,,,16882727,livres,119161,740485,,,,,,,,
763,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Russie,30754,,3220,,,,14840692,livres,1407150,,,,,,,,,
763,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues mélées ; Gommes ; Lacque,Hollande,17285,,10390,,,,16882727,livres,119161,740485,,,,,,,,
764,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; De Sedan,Amérique,1056,,88,,,,14840692,livres,1407150,,,,,,,,,
764,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues mélées ; Gommes ; Lacque,Empreur,26906,,10705,,,,16882727,livres,119161,740485,,,,,,,,
765,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; Ratines diverses,Espagne,15645,,4740,,,,14840692,livres,424074,,,,,,,,,
765,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues mélées ; Gommes ; De Sandarac,Hollande,16172,,20216,,,,16882727,livres,740485,,,,,,,,,
766,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; Ratines diverses,Sardaigne,253182,,61260,,,,14840692,livres,424074,,,,,,,,,
766,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues mélées ; Gommes ; Sénégal,Hollande,4650,,3110,,,,16882727,livres,740485,,,,,,,,,
767,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; Ratines diverses,Genes,5525,,860,,,,14840692,livres,424074,,,,,,,,,
767,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues ; Huile de vitol,Sardaigne,1145,,2010,,,,16882727,livres,9847,,,,,,,,,
768,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; Ratines diverses,Empreur,3002,,340,,,,14840692,livres,424074,,,,,,,,,
768,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues ; Huile de vitol,Angleterre,8702,,14108,,,,16882727,livres,9847,,,,,,,,,
769,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; Ratines diverses,Pologne,9830,,1029,,,,14840692,livres,424074,,,,,,,,,
769,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues ; Médécinales ; Diverses,Espagne,1675,Erreur de 6000 dont je ne trouve pas l'origine entre Total leur valeur et 3179049.,,,,,16882727,,89956,3179049,,,,,,,,
770,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; Ratines diverses,Suisse,136350,,29202,,,,14840692,livres,424074,,,,,,,,,
770,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues ; Médécinales ; Diverses,Portugal,45,Erreur de 6000 dont je ne trouve pas l'origine entre Total leur valeur et 3179049.,,,,,16882727,,89956,3179049,,,,,,,,
771,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; Ratines diverses,Amérique,540,,36,,,,14840692,livres,424074,,,,,,,,,
771,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues ; Médécinales ; Diverses,Genes,9878,Erreur de 6000 dont je ne trouve pas l'origine entre Total leur valeur et 3179049.,5487,,,,16882727,livres,89956,3179049,,,,,,,,
772,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; Brodé ; En or et argent,Sardaigne,13400,,268,,,,14840692,livres,,,,,,,,,,
772,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues ; Médécinales ; Diverses,Levant,12188,,3859,,,,16882727,livres,89956,3179049,,,,,,,,
773,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; Brodé ; En soye,Sardaigne,6120,,204,,,,14840692,livres,6720,,,,,,,,,
773,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues ; Médécinales ; Diverses,Angleterre,21179,,,,,,16882727,,89956,3179049,,,,,,,,
774,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,56,Draps ; Brodé ; En soye,Pologne,600,,10,,,,14840692,livres,6720,,,,,,,,,
774,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues ; Médécinales ; Diverses,Hollande,32912,,,,,,16882727,,89956,3179049,,,,,,,,
775,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Divers,Espagne,10484,,905,,,,14840692,livres,28286,,,,,,,,,
775,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues ; Médécinales ; Diverses,Villees Auséatiques,2743,,,,,,16882727,,89956,3179049,,,,,,,,
776,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Divers,Empreur,16452,,2428,,,,14840692,livres,28286,,,,,,,,,
776,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues ; Médécinales ; Diverses,Empreur,5532,,,,,,16882727,,89956,3179049,,,,,,,,
777,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Divers,Suisse,1350,,130,,,,14840692,livres,28286,,,,,,,,,
777,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues ; Médécinales ; Diverses,Pologne,3332,,,,,,16882727,,89956,3179049,,,,,,,,
778,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; De Languedoc,Espagne,156262,,35458,,,,14840692,livres,,,,,,,,,,
778,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues ; Médécinales ; Diverses,Amérique,472,,,,,,16882727,,89956,3179049,,,,,,,,
779,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Du Maroc,Espagne,80829,,8376,,,,14840692,livres,458539,,,,,,,,,
779,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues ; Médécinales ; Beaume de Copahu,Portugal,3000,,300,,,,16882727,livres,3179049,,,,,,,,,
780,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Du Maroc,Portugal,4235,,540,,,,14840692,livres,458539,,,,,,,,,
780,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,61,Drogues ; Médécinales ; Benjoin,Hollande,1874,,937,,,,16882727,livres,3179049,,,,,,,,,
781,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Du Maroc,Sardaigne,49945,,7100,,,,14840692,livres,458539,,,,,,,,,
781,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Cantharides,Genes,7003,,2030,,,,16882727,livres,3179049,,,,,,,,,
782,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Du Maroc,Genes,1280,,160,,,,14840692,livres,458539,,,,,,,,,
782,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Camphre,Espagne,3168,,792,,,,16882727,livres,29542,3179049,,,,,,,,
783,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Du Maroc,Toscane,25053,,3579,,,,14840692,livres,458539,,,,,,,,,
783,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Camphre,Hollande,22473,,5135,,,,16882727,livres,29542,3179049,,,,,,,,
784,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Du Maroc,Etats eclesiastiques,24703,,3529,,,,14840692,livres,458539,,,,,,,,,
784,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Camphre,Amérique,3901,,1254,,,,16882727,livres,29542,3179049,,,,,,,,
785,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Du Maroc,Naples,15589,,2227,,,,14840692,livres,458539,,,,,,,,,
785,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Capilaire,Angleterre,4503,,4346,,,,16882727,livres,11153,3179049,,,,,,,,
786,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Du Maroc,Venise,22658,,3630,,,,14840692,livres,458539,,,,,,,,,
786,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Capilaire,Hollande,2300,,1300,,,,16882727,livres,11153,3179049,,,,,,,,
787,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Du Maroc,Hollande,546,,110,,,,14840692,livres,458539,,,,,,,,,
787,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Capilaire,Empreur,4350,,3480,,,,16882727,livres,11153,3179049,,,,,,,,
788,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Du Maroc,Empreur,148095,,21336,,,,14840692,livres,458539,,,,,,,,,
788,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Casse en ***,Angleterre,19719,,19719,,,,16882727,livres,3179049,,,,,,,,,
789,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Du Maroc,Pologne,31641,,5317,,,,14840692,livres,458539,,,,,,,,,
789,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Cassia lignea,Portugal,119069,,41147,,,,16882727,livres,3179049,,,,,,,,,
790,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; Du Maroc,Suisse,53965,,8805,,,,14840692,livres,458539,,,,,,,,,
790,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Chicolin,Villees Auséatiques,6440,,3220,,,,16882727,livres,3179049,,,,,,,,,
791,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; De Sedan,Espagne,13986,,3586,,,,14840692,livres,,,,,,,,,,
791,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Cevadille,Espagne,4617,,6353,,,,16882727,livres,3179049,,,,,,,,,
792,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; De Silésie,Espagne,57467,,4926,,,,14840692,livres,221418,,,,,,,,,
792,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Coloquinte,Espagne,5115,,5500,,,,16882727,livres,3179049,,,,,,,,,
793,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; De Silésie,Sardaigne,32494,,4278,,,,14840692,livres,221418,,,,,,,,,
793,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Crème de tartre,Naples,14668,,39643,,,,16882727,livres,21304,3179049,,,,,,,,
794,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; De Silésie,Genes,2280,,380,,,,14840692,livres,221418,,,,,,,,,
794,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Crème de tartre,Hollande,2408,,2760,,,,16882727,livres,21304,3179049,,,,,,,,
795,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; De Silésie,Toscane,5296,,662,,,,14840692,livres,221418,,,,,,,,,
795,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Crème de tartre,Pologne,3010,,6020,,,,16882727,livres,21304,3179049,,,,,,,,
796,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; De Silésie,Etats eclesiastiques,7984,,998,,,,14840692,livres,221418,,,,,,,,,
796,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Crème de tartre,Suisse,1218,,2030,,,,16882727,livres,21304,3179049,,,,,,,,
797,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; De Silésie,Naples,10528,,1316,,,,14840692,livres,221418,,,,,,,,,
797,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Cumin,Espagne,9694,,25174,,,,16882727,livres,12672,3179049,,,,,,,,
798,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; De Silésie,Venise,11040,,1035,,,,14840692,livres,221418,,,,,,,,,
798,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Cumin,Toscane,1662,,5195,,,,16882727,livres,12672,3179049,,,,,,,,
799,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; De Silésie,Empreur,36548,,2999,,,,14840692,livres,221418,,,,,,,,,
799,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Cumin,Hollande,1316,,950,,,,16882727,livres,12672,3179049,,,,,,,,
800,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; De Silésie,Pologne,28500,,2868,,,,14840692,livres,221418,,,,,,,,,
800,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Eau sederale,Suisse,2292,,,,,,16882727,,3179049,,,,,,,,,
801,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; De Silésie,Suisse,26731,,3009,,,,14840692,livres,221418,,,,,,,,,
801,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Eau vulneraire,Suisse,637,,,,,,16882727,,3179049,,,,,,,,,
802,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Draps ; Draperie petite ; De Silésie,Russie,2550,,255,,,,14840692,livres,221418,,,,,,,,,
802,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Extrait ***,Suisse,346,,,,,,16882727,,3179049,,,,,,,,,
803,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Espagne,18851,,,,,,6076212,,274331,276311,,,,,,,,
803,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Gentiane,Amérique,6000,,1200,,,,16882727,livres,3179049,,,,,,,,,
804,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Sardaigne,38358,,,,,,6076212,,274331,276311,,,,,,,,
804,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,63,Drogues ; Médécinales ; Huile d'amande douce,Genes,8314,,4157,,,,16882727,livres,3179049,,,,,,,,,
805,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Genes,80275,,,,,,6076212,,274331,276311,,,,,,,,
805,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; *****,Espagne,1155,,231,,,,16882727,livres,32309,3179049,,,,,,,,
806,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Toscane,37029,,,,,,6076212,,274331,276311,,,,,,,,
806,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; *****,Portugal,17915,,1945,,,,16882727,livres,32309,3179049,,,,,,,,
807,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Etats eclesiastiques,1877,,,,,,6076212,,274331,276311,,,,,,,,
807,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; *****,Genes,13239,,1471,,,,16882727,livres,32309,3179049,,,,,,,,
808,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Naples,5446,,,,,,6076212,,274331,276311,,,,,,,,
808,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Jalap,Espagne,71569,,32692,,,,16882727,livres,101443,3179049,,,,,,,,
809,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Venise,1110,,,,,,6076212,,274331,276311,,,,,,,,
809,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Jalap,Genes,8537,,5022,,,,16882727,livres,101443,3179049,,,,,,,,
810,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Barbarie,5732,,,,,,6076212,,274331,276311,,,,,,,,
810,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Jalap,Toscane,2550,,1500,,,,16882727,livres,101443,3179049,,,,,,,,
811,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Levant,18410,,,,,,6076212,,274331,276311,,,,,,,,
811,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Jalap,Empreur,18787,,8350,,,,16882727,livres,101443,3179049,,,,,,,,
812,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Angleterre,6079,,,,,,6076212,,274331,276311,,,,,,,,
812,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Jus de reglisse,Espagne,68987,,155022,,,,16882727,livres,106257,3179049,,,,,,,,
813,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Hollande,14227,,,,,,6076212,,274331,276311,,,,,,,,
813,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Jus de reglisse,Genes,12273,,40830,,,,16882727,livres,106257,3179049,,,,,,,,
814,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Villees Auséatiques,1647,,,,,,6076212,,274331,276311,,,,,,,,
814,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Jus de reglisse,Toscane,3358,,33582,,,,16882727,livres,106257,3179049,,,,,,,,
815,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Empreur,18670,,,,,,6076212,,274331,276311,,,,,,,,
815,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Jus de reglisse,Naples,16278,,162785,,,,16882727,livres,106257,3179049,,,,,,,,
816,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Pologne,2792,,,,,,6076212,,274331,276311,,,,,,,,
816,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Jus de reglisse,Barbarie,1041,,10417,,,,16882727,livres,106257,3179049,,,,,,,,
817,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Dannemark,4090,,,,,,6076212,,274331,276311,,,,,,,,
817,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Jus de reglisse,Empreur,4320,,10800,,,,16882727,livres,106257,3179049,,,,,,,,
818,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Suede,12373,,,,,,6076212,,274331,276311,,,,,,,,
818,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Manne,Genes,103175,,82540,,,,16882727,livres,606225,3179049,,,,,,,,
819,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Suisse,51,,,,,,6076212,,274331,276311,,,,,,,,
819,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Manne,Toscane,34360,,27488,,,,16882727,livres,606225,3179049,,,,,,,,
820,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Russie,1250,,,,,,6076212,,274331,276311,,,,,,,,
820,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Manne,Naples,468690,,374952,,,,16882727,livres,606225,3179049,,,,,,,,
821,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,58,Drogues mêlées diverses,Amérique,6064,,,,,,6076212,,274331,276311,,,,,,,,
821,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Opium,Genes,80000,,10000,,,,16882727,livres,170550,3179049,,,,,,,,
822,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,60,Drogues mêlées ; Diverses ; Borax,Angleterre,1980,,660,,,,6076212,livres,276311,,,,,,,,,
822,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Opium,Etats ecclésiastiques,78400,,9800,,,,16882727,livres,170550,3179049,,,,,,,,
823,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,60,Drogues mêlées ; Gommes ; Diverses,Barbarie,4200,,2800,,,,6076212,livres,9318,1083845,,,,,,,,
823,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Opium,Angleterre,12150,,2700,,,,16882727,livres,170550,3179049,,,,,,,,
824,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,60,Drogues mêlées ; Gommes ; Diverses,Angleterre,4018,,2009,,,,6076212,livres,9318,1083845,,,,,,,,
824,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Pignons d'Inde,Espagne,5980,,3990,,,,16882727,livres,3179049,,,,,,,,,
825,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,60,Drogues mêlées ; Gommes ; Diverses,Empreur,1100,,550,,,,6076212,livres,9318,1083845,,,,,,,,
825,Hichem Omri,AN F12 250,Objet Général,1787,Imports,,,65,Drogues ; Médécinales ; Précipité,Hollande,2390,,466,,,,16882727,livres,3179049,,,,,,,,,
826,Hichem Omri,AN F12 250,Objet Général,1787,Exports,,,60,Drogues mêlées ; Gommes ; Adragante,Espagne,2775,,1110,,,,6076212,livres,4337,1083845,,,,,,,,
