numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks,doubleaccounts
121,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,Etoffe ; my soye,Hollande,400,20,Livres,20,0,,0
122,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,gand ; de peau,Hollande,1800,,en valeur,0,,,0
123,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,mercerie,Hollande,20,,en valeur,0,,,0
124,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,Nippes,Hollande,400,,en valeur,0,,,0
125,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,pelleterie ; commune aprestée,Hollande,755,755,Livres,1,0,,0
126,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,provision ; de bouche,Hollande,60,,en valeur,0,,,0
127,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,ruban ; or et argent,Hollande,480,4,Livres,120,0,,0
128,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,ruban ; de soye,Hollande,2200,44,Livres,50,0,,0
129,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,argenterie,Italie,2400,40,marcs,60,0,,0
130,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,bas ; de fil,Italie,81,27,Livres,3,0,,0
131,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,bas ; de fleuret,Italie,375,25,Livres,15,0,,0
132,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,Bas ; de soye,Italie,106500,2662.5,Livres,40,0,,0
133,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,Bonneterie ; de layne,Italie,4032,1344,Livres,3,0,,0
134,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,bougie ; de table,Italie,440,220,Livres,2,0,,0
135,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,boutons ; de fil ; d'or et d'argent,Italie,5700,95,Livres,60,0,,0
136,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,cadis,Italie,850,340,Livres,2.5,0,,0
137,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,camelot ; avec soye,Italie,4800,600,Livres,8,0,,0
138,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,Chapeaux ; castors,Italie,90195,5154,pièces,17.5,0,,0
139,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",6,Chapeaux ; 1/2 castors,Italie,42325,3386,pièces,12.5,0,,0
140,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,chapeaux ; poil et laine,Italie,67540,1228,douzaines,55,0,,0
141,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,chapeaux ; vigogne,Italie,18521.5,2179,pièces,85,0,,0
142,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,chapeaux ; demy vigogne,Italie,13068,2178,pièces,6,0,,0
143,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,cheveux,Italie,80,4,Livres,20,0,,0
144,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,cristaux ; d'office,Italie,2450,980,Livres,2.5,0,,0
145,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,cuir ; tanné,Italie,32838,43785,Livres,.75,-75,erreur de multiplication du copiste,0
146,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,Dorure ; fausse,Italie,10900,545,Livres,20,0,,0
147,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,Dorure ; fine,Italie,536010,4466.75,Livres,120,0,,0
148,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,Draperie ; ecarlate,Italie,96552,8046,Livres,12,0,,0
149,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,Draperie ; ordinaire,Italie,1197927,133103,Livres,9,0,,0
150,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,Draperie ; petite,Italie,828,276,Livres,3,0,,0
151,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,Droguerie,Italie,970,,en valeur,0,,,0
152,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,Etoffe ; or et argent,Italie,1422720,17784,Livres,80,0,,0
153,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,Etoffe ; de soye,Italie,1671150,33423,Livres,50,0,,0
154,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,Etoffe ; my soye,Italie,18320,916,Livres,20,0,,0
155,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,etoffe ; peu de soye,Italie,63880,6388,Livres,10,0,,0
156,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,eventails ; de taffetas,Italie,137664,7648,douzaines,18,0,,0
157,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,eventailsl ; divoire nacre et ecaille,Italie,147000,2450,douzaines,60,0,,0
158,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,fil ; d'or et d'argent,Italie,2700,45,Livres,60,0,,0
159,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,gaze ; de soye,Italie,12600,252,Livres,50,0,,0
160,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,huille ; d'olive,Italie,810,1800,Livres,.45,0,,0
161,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,huille ; de poisson,Italie,405,1350,Livres,.3,0,,0
162,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,mercerie,Italie,44625,14875,Livres,3,0,,0
163,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,mercerie,Italie,366149,,en valeur,0,,,0
164,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,moquette,Italie,1000,200,Livres,5,0,,0
165,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,mousseline ; brodée,Italie,280,4,Livres,70,0,,0
166,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,Mousseline ; de la Compagnie,Italie,18780,313,Livres,60,0,,0
167,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,Nippes,Italie,46137,,en valeur,0,,,0
168,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",7,papier ; blanc,Italie,7389,7389,Livres,1,0,,0
169,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,peaux ; de lievre ; crües,Italie,4653.5,9307,Livres,5,0,,0
170,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,pelleterie ; commune ; aprestée,Italie,3056,3056,Livres,1,0,,0
171,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,pelleterie ; commune ; crüe,Italie,900,1800,Livres,.5,0,,0
172,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,porcelaine,Italie,4175,835,Livres,5,0,,0
173,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,provision ; de bouche,Italie,30030,,en valeur,0,,,0
174,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,ruban ; or et argent,Italie,276750,2306.25,Livres,120,0,,0
175,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,ruban ; de soye,Italie,107000,2140,Livres,50,0,,0
176,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,savon,Italie,1400,4000,Livres,.35,0,,0
177,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,serge ; a doubler,Italie,1485,495,Livres,3,0,,0
178,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,soye ; teinte,Italie,283.5,105,Livres,27,0,,0
179,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,tapisserie ; d'aubusson,Italie,750,150,Livres,5,0,,0
180,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,tapisserie ; d'auvergne,Italie,3900,780,Livres,5,0,,0
181,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,toile ; batiste,Italie,9450,270,Livres,35,0,,0
182,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,toile ; blanche,Italie,1445352,481784,Livres,3,0,,0
183,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,toile ; de cotton,Italie,7890,1578,Livres,5,0,,0
184,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,toille ; royalle,Italie,258068,64517,Livres,4,0,,0
185,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,toille ; teinte,Italie,139584,69792,Livres,2,0,,0
186,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,vin,Italie,2900,,en valeur,0,,,0
187,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,bas ; de fleuret,Portugal,528,33,Livres,16,0,,0
188,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,Bas ; de soye,Portugal,118740,2968.5,Livres,40,0,,0
189,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,Chapeaux ; castors,Portugal,630,36,pièces,17.5,0,,0
190,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,chapeaux ; poil et laine,Portugal,495,9,douzaines,55,0,,0
191,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,Dorure ; fausse,Portugal,2300,115,Livres,20,0,,0
192,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",8,Dorure ; fine,Portugal,91260,760.5,Livres,120,0,,0
193,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,Blanc ; de troyes,Suisse et Genève,17,85,Livres,.2,0,,0
194,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,baies ; de buis,Suisse et Genève,180,9,charretées,20,0,,0
195,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,bouchons ; de liège,Suisse et Genève,21,7,Livres,3,0,,0
196,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,bougie de table,Suisse et Genève,1800,900,Livres,2,0,,0
197,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,boules ; de mail,Suisse et Genève,2.4,12,Livres,2,0,,0
198,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,bouteilles ; de verre,Suisse et Genève,195,13,douzaines,15,0,,0
199,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,bouteilles ; de verre,Suisse et Genève,96,480,Livres,.2,0,,0
200,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,boutons ; de fil ; d'or,Suisse et Genève,120,2,Livres,60,0,,0
201,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,bural,Suisse et Genève,4300,860,Livres,5,0,,0
202,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,caboches,Suisse et Genève,4,40,Livres,.1,0,,0
203,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,caco,Suisse et Genève,2448,1530,Livres,1.6,0,,0
204,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,Caffé ; des Isles,Suisse et Genève,49970.4,41642,Livres,12,0,,0
205,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,caffé ; du Levant,Suisse et Genève,55099.2,22958,Livres,24,0,,0
206,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,Calice ; d'argent,Suisse et Genève,60,1,pièces,60,0,,0
207,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,Camelot ; d'auvergne,Suisse et Genève,7470,1660,Livres,4.5,0,,0
208,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,canards,Suisse et Genève,222,37,douzaines,6,0,,0
209,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,cannes ; de Jongs,Suisse et Genève,200,4,douzaines,50,0,,0
210,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,chair ; salée,Suisse et Genève,122,244,Livres,.5,0,,0
211,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,chaises ; de paille,Suisse et Genève,24,,en valeur,0,,,0
212,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,Chandelle,Suisse et Genève,770,2200,Livres,.35,0,,0
213,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,chanvre ; cru,Suisse et Genève,50,100,Livres,.5,0,,0
214,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,chanvre ; peigné,Suisse et Genève,750.8,951,Livres,8,-10,erreur du copiste,0
215,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,Chapeaux ; castors,Suisse et Genève,2520,144,Pièces,17.5,0,,0
216,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,chapeaux ; de l'aine,Suisse et Genève,175,50,Livres,3.5,0,,0
217,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,chapeaux ; poil et laine,Suisse et Genève,27692.5,5035,douzaines,55,0,,0
218,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,chapons,Suisse et Genève,384,32,douzaines,12,0,,0
219,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,charbon ; de bois,Suisse et Genève,150,15,beines,10,0,,0
220,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,charbon ; de bois,Suisse et Genève,1600,66,charts,25,-50,erreur du copiste,0
221,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,charbon ; de bois,Suisse et Genève,260,13,charretées,20,0,,0
222,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,charbon ; de bois,Suisse et Genève,1326,884,sacs,1.5,0,,0
223,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",9,Chardons ; a drapier,Suisse et Genève,425,425,Livres,1,0,,0
224,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,chataignes,Suisse et Genève,1166.4,7776,Livres,15,0,,0
225,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,chevaux ; poulains,Suisse et Genève,150,5,Livres,30,0,,0
226,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,cheveux,Suisse et Genève,340,17,Livres,20,0,,0
227,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,chocolat,Suisse et Genève,25,10,Livres,2.5,0,,0
228,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,cloche ; de Fonte,Suisse et Genève,15,1,pièces,15,0,,0
229,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,Clous ; de fer,Suisse et Genève,126,630,Livres,.2,0,,0
230,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,Cochenille,Suisse et Genève,3420,190,Livres,18,0,,0
231,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,Confecton,Suisse et Genève,219,18.25,Livres,12,0,,0
232,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,confitures,Suisse et Genève,109,109,Livres,1,0,,0
233,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,Cocqs d'indes,Suisse et Genève,374,374,pièces,1,0,,0
234,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,corail ; de jardin,Suisse et Genève,7272,606,Livres,12,0,,0
235,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,cton ; fillé,Suisse et Genève,28330,14165,Livres,2,0,,0
236,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,coton ; en laine,Suisse et Genève,320650.2,267216,Livres,12,-9,erreur du copiste,0
237,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,couverture ; de l'aine,Suisse et Genève,5532,2766,pièces,2,0,,0
238,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,crin ; de cheval,Suisse et Genève,100,200,Livres,.5,0,,0
239,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,cuirs ; de beuf ; en poil,Suisse et Genève,1467,81.5,pièces,18,0,,0
240,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,cuirs ; de beuf ; tannés,Suisse et Genève,930,31,pièces,30,0,,0
241,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,cuirs ; de beuf ; tannés,Suisse et Genève,9894.75,13193,Livres,75,0,,0
242,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,cuirs ; de cheval,Suisse et Genève,210,14,pièces,15,0,,0
