numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,Droits unitaires,value,probleme,remarks
95,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,6,1726 – 1725 à 1726,Drogueries de toute sorte,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"11,53",Quintaux,"3,55",0,0,Mesure d'origine livre
96,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,6,1726 – 1725 à 1726,Draperies,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,4",Quintaux,"1,75",0,0,Mesure d'origine livre
97,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,6,1726 – 1725 à 1726,Draps et mouchoirs de soye,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,5",Livres,3,0,0,
98,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,7,1726 – 1725 à 1726,Eaux de liqueurs,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,25",Quintaux,"1,5",0,0,Mesure d'origine livre
99,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,7,1726 – 1725 à 1726,Eaux de vie,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"21,39",Quintaux,"3,113",0,0,Mesure d'origine livre
100,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,7,1726 – 1725 à 1726,Eau cordial,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,15,Livres,0,0,0,Droits 5% de la valeur
101,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,7,1726 – 1725 à 1726,Etain vieux,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,55,Livres,"0,9",0,0,
102,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,7,1726 – 1725 à 1726,Etoffes et ouvrages de soye,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"32,49",Quintaux,"11,833",0,0,Mesure d'origine livre
103,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,7,1726 – 1725 à 1726,Etoffes de soye fabriquées,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,6",Quintaux,"6,225",0,0,Mesure d'origine livre
104,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,7,1726 – 1725 à 1726,Etoffes de soye et filoselle,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"17,16",Quintaux,"5,163",0,0,Mesure d'origine livre
105,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,7,1726 – 1725 à 1726,Eguilles,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,25,Nombres,20,0,0,
106,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,7,1726 – 1725 à 1726,Eguilles,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,4,Nombres,1,0,0,
107,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"8,25",Quintaux,"0,8",0,0,Mesure d'origine livre
108,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer en grosses,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"33,05",Quintaux,"0,5",0,0,Mesure d'origine livre
109,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer en bandes taulés ,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"12,65",Quintaux,"0,6",0,0,Mesure d'origine livre
110,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer en bandes taulés ,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"12,6",Quintaux,"0,25",0,0,Mesure d'origine livre
111,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer en bandes taulés ,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,1,Quintaux,"0,5",0,0,Mesure d'origine livre
112,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fers vieux,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,5",Quintaux,"0,15",0,0,Mesure d'origine livre
113,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fers vieux,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,1",Quintaux,"0,25",0,0,Mesure d'origine livre
114,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer en barre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,55,Quintaux,"0,5",0,0,Mesure d'origine livre
115,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer en barre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,68,Quintaux,"0,5",0,0,Mesure d'origine livre
116,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer en barre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"68,67",Quintaux,"0,5",0,0,Mesure d'origine livre
117,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer en barre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"6,5",Quintaux,"0,5",0,0,Mesure d'origine livre
118,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer en barre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,09",Quintaux,"0,5",0,0,Mesure d'origine livre
119,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer en sol,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,2",Quintaux,1,0,0,Mesure d'origine livre
120,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer de toute sorte,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"4,85",Quintaux,"1,5",0,0,Mesure d'origine livre
121,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer en feuilles doubles et simples,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,1212,Feüilles,10,0,0,
122,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Feuilles et autres ouvrages de fer,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,145,Feüilles,2,0,0,
123,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer blanc,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,1350,Feüillets,0,0,0,10 livres le baril
124,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer blanc,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,60,Livres,0,0,0,15 livres le baril de 400 faix
125,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fer en quincaille,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"2,5",Quintaux,2,0,0,Mesure d'origine livre
126,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fromages,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"33,05",Quintaux,"0,5",0,0,Mesure d'origine livre
127,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fromages,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,15,Quintaux,"0,5",0,0,Mesure d'origine livre
128,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fromages,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,1,Quintaux,"0,5",0,0,Mesure d'origine livre
129,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fromages,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"12,95",Quintaux,1,0,0,Mesure d'origine livre
130,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,8,1726 – 1725 à 1726,Fromages,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"57,27",Quintaux,"0,267",0,0,Mesure d'origine livre
131,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Fromages,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"13,87",Quintaux,"0,4",0,0,Mesure d'origine livre
132,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Fromages,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"4,75",Quintaux,1,0,0,Mesure d'origine livre
133,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Fromages,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"82,5",Quintaux,"0,1",0,0,Mesure d'origine livre
134,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Fromage et beurre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"247,31",Quintaux,"0,65",0,0,Mesure d'origine livre
135,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Fromage et beurre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"126,16",Quintaux,"0,5",0,0,Mesure d'origine livre
136,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Fromage et beurre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"169,15",Quintaux,"0,5",0,0,Mesure d'origine livre
137,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Fayance,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,77",Quintaux,1,0,0,Mesure d'origine livre
138,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Fil lessivé,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,01",Quintaux,"2,075",0,0,Mesure d'origine livre
139,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Fil de chanvre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,04",Quintaux,"2,5",0,0,Mesure d'origine livre
140,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Fil de chanvre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,07",Quintaux,"2,5",0,0,Mesure d'origine livre
141,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Filets de chanvre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,86,Livres,"0,006",0,0,Prix pour le cent
142,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Filoselle,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,4,Livres,"0,13",0,0,Prix pour le cent
143,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Filoselle,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"34,5",Livres,"0,13",0,0,Prix pour le cent
144,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Fruits secs,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,3780,Livres,"0,015",0,0,Prix pour le cent
145,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Fruits frais,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,8597,Livres,"0,015",0,0,Prix pour le cent
146,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Fruits communs,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,50,Livres,"0,001",0,0,Prix pour le cent
147,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Figues,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,415,Livres,"0,001",0,0,Prix pour le cent
148,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Foin,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,9,Charrettées,"0,3",0,0,
149,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Foin,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,8,Charrettées,"0,2",0,0,
150,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Futailles vuides,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,25,Pièces,"0,1",0,0,
151,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Futailles vuides,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,8,Pièces,"0,1",0,0,
152,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,9,1726 – 1725 à 1726,Futailles de bois,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,70,Pièces,0,0,0,Prix unitaire au quintal
153,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,10,1726 – 1725 à 1726,Graines de jardin,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"15,89",Quintaux,"2,333",0,0,Mesure d'origine livre
154,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,10,1726 – 1725 à 1726,Graines de chanvre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,5",Quintaux,"0,375",0,0,Mesure d'origine livre
155,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,10,1726 – 1725 à 1726,Graines de toute sorte,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,8,Septiers,"0,25",0,0,
156,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,10,1726 – 1725 à 1726,Glue,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,25",Quintaux,"0,5",0,0,Mesure d'origine livre
157,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,10,1726 – 1725 à 1726,Galle de toute sorte,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"736,4",Quintaux,"0,375",0,0,Mesure d'origine livre
158,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,10,1726 – 1725 à 1726,Grosse dentelle,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"5,8",Quintaux,4,0,0,Mesure d'origine livre
159,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,10,1726 – 1725 à 1726,Gallon fil et soye,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,50,Livres,0,0,0,Droits 10 % de la valeur
160,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,11,1726 – 1725 à 1726,Habits,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,10,Livres,0,0,0,Droits 5% de la valeur
161,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,11,1726 – 1725 à 1726,Habits,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,10,Livres,0,0,0,Droits 5 % de la valeur
162,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,11,1726 – 1725 à 1726,Habits et ornements d'Eglise,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,1620,Nombres,0,0,0,3 livres et 6 sous de la valeur par cent
163,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,11,1726 – 1725 à 1726,Huille de noix,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,1,Quintaux,"0,5",0,0,Mesure d'origine livre
164,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,11,1726 – 1725 à 1726,Huille de noix,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"4,5",Quintaux,"0,5",0,0,Mesure d'origine livre
165,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,11,1726 – 1725 à 1726,Huille de noix,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"21,5",Quintaux,"0,8",0,0,Mesure d'origine livre
166,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,11,1726 – 1725 à 1726,Huille de noix,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,25",Quintaux,2,0,0,Mesure d'origine livre
167,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,11,1726 – 1725 à 1726,Huilles,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"2,25",Quintaux,"0,5",0,0,Mesure d'origine livre
168,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,11,1726 – 1725 à 1726,Huille essencé,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,55",Quintaux,"3,55",0,0,Mesure d'origine livre
169,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,11,1726 – 1725 à 1726,Huille d'olive,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"6,5",Quintaux,"1,183",0,0,Mesure d'origine livre
170,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,11,1726 – 1725 à 1726,Huille d'olive,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,5",Quintaux,"0,5",0,0,Mesure d'origine livre
171,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,11,1726 – 1725 à 1726,Huille de graines,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,25",Barils,"0,2",0,0,
172,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,11,1726 – 1725 à 1726,Herbe de fariette,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"7,2",Quintaux,"0,025",0,0,Mesure d'origine livre
173,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,12,1726 – 1725 à 1726,Lard,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"24,05",Quintaux,5,0,0,Mesure d'origine livre
174,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,12,1726 – 1725 à 1726,Laine serge,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,3",Quintaux,"0,625",0,0,Mesure d'origine livre
175,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,12,1726 – 1725 à 1726,Laine pelade,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"11,1",Quintaux,"0,5",0,0,Mesure d'origine livre
176,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,12,1726 – 1725 à 1726,Liege,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,12",Quintaux,"0,5",0,0,Mesure d'origine livre
177,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,12,1726 – 1725 à 1726,Liqueurs,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,27,Livres,0,0,0,Droits 5% de la valeur
178,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,12,1726 – 1725 à 1726,Linge vieux,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,12,Quintaux,"0,125",0,0,
179,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,12,1726 – 1725 à 1726,Limaille de cuivre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"65,08",Quintaux,"0,8",0,0,Mesure d'origine livre
180,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,13,1726 – 1725 à 1726,Mercerie,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,1",Quintaux,10,0,0,Mesure d'origine livre
181,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,13,1726 – 1725 à 1726,Mercerie etrangere,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,03",Quintaux,10,0,0,Mesure d'origine livre
182,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,13,1726 – 1725 à 1726,Mercerie meslée,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,39",Quintaux,10,0,0,Mesure d'origine livre
183,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,13,1726 – 1725 à 1726,Mercerie menue,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,73",Quintaux,10,0,0,Mesure d'origine livre
184,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,13,1726 – 1725 à 1726,Mercerie ordinaire,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,92",Quintaux,"2,075",0,0,Mesure d'origine livre
185,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,13,1726 – 1725 à 1726,Mercerie,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,13",Quintaux,4,0,0,Mesure d'origine livre
186,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,13,1726 – 1725 à 1726,Mouchoirs,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,,,0,0,0,Droits 30% de la valeur
187,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,13,1726 – 1725 à 1726,Mouchoirs de soye,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,66,Nombres,0,0,0,Droits 10 % de la valeur
188,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,13,1726 – 1725 à 1726,Mollues,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,140,Livres,"0,2",0,0,
