numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,doubleaccounts
1575,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; Niches en or et argent,Portugal,320,4,23343053,livres,1335147,,,0
1576,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; Niches en or et argent,Sardaigne,11300,140,23343053,livres,1335147,,,0
1577,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; Niches en or et argent,Barbarie,2600,65,23343053,livres,1335147,,,0
1578,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; Niches en or et argent,Levant,71400,973,23343053,livres,1335147,,,0
1579,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; Niches en or et argent,Angleterre,2632,20.75,23343053,livres,1335147,,,0
1580,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; Niches en or et argent,Hollande,3075,33.5,23343053,livres,1335147,,,0
1581,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; Niches en or et argent,Villes Auséatiques,10406,69.5,23343053,livres,1335147,,,0
1582,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; Niches en or et argent,Etat de l'empreur,63144,682.5,23343053,livres,1335147,,,0
1583,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; Niches en or et argent,Allemagne-Pologne,1002655,10035.5,23343053,livres,1335147,,,0
1584,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; Niches en or et argent,Suisse-Geneve,3890,40.25,23343053,livres,1335147,,,0
1585,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; Niches en or et argent,Russie,100,1.25,23343053,livres,1335147,,,0
1586,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; Niches en or et argent,Etats unis d'Amerique,840,10.5,23343053,livres,1335147,,,0
1587,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; De soye,Espagne,822976,18270,23343053,livres,15100000,,,0
1588,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; De soye,Portugal,3393,67,23343053,livres,15100000,,,0
1589,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; De soye,Sardaigne,1215426,30958,23343053,livres,15100000,,,0
1590,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; De soye,Genes,298227,8053,23343053,livres,15100000,,,0
1591,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; De soye,Milanes-Toscana,148000,4000,23343053,livres,15100000,,,0
1592,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; De soye,etats ecclésiastiques,117430,3160,23343053,livres,15100000,,,0
1593,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,100,Etoffes ; De soye,Naples,145503,3923.5,23343053,livres,15100000,,,0
1594,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye,Barbarie,20080,502,23343053,livres,15100000,,,0
1595,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye,Levant,19000,475,23343053,livres,15100000,,,0
1596,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye,Angleterre,81870,1586.5,23343053,livres,15100000,,,0
1597,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye,Hollande,196147,3783,23343053,livres,15100000,,,0
1598,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye,Villes Auséatiques,2821,54.75,23343053,livres,15100000,,,0
1599,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye,Etat de l'empreur,1450813,27917.75,23343053,livres,15100000,,,0
1600,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye,Allemagne-Pologne,9151469,183327,23343053,livres,15100000,,,0
1601,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye,Suisse-Geneve,650303,14136.5,23343053,livres,15100000,,,0
1602,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye,Dannemark,16297,278.5,23343053,livres,15100000,,,0
1603,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye,Suede,10958,209.5,23343053,livres,15100000,,,0
1604,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye,Prusse,468,13,23343053,livres,15100000,,,0
1605,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye,Russie,1934,39.5,23343053,livres,15100000,,,0
1606,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye,Etats unis d'Amerique,703110,17322.33,23343053,livres,15100000,,,0
1607,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye et coton,Sardaigne,3453,236,23343053,livres,50554,,,0
1608,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye et coton,Hollande,3904,322,23343053,livres,50554,,,0
1609,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye et coton,Etat de l'empreur,34108,2626.5,23343053,livres,50554,,,0
1610,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye et coton,Allemagne-Pologne,2340,156,23343053,livres,50554,,,0
1611,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye et coton,Suisse-Geneve,1355,114,23343053,livres,50554,,,0
1612,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; De soye et coton,Etats unis d'Amerique,5394,421.25,23343053,livres,50554,,,0
1613,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Mysoye,Sardaigne,37872,2509,23343053,livres,534748,,,0
1614,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Mysoye,Hollande,9275,371,23343053,livres,534748,,,0
1615,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Mysoye,Etat de l'empreur,3420,171,23343053,livres,534748,,,0
1616,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Mysoye,Allemagne-Pologne,440981,17639,23343053,livres,534748,,,0
1617,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Mysoye,Suisse-Geneve,43200,1730,23343053,livres,534748,,,0
1618,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au quart de soye,Sardaigne,11051,1184,23343053,livres,124262,,,0
1619,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au quart de soye,Milanes-Toscana,1043,118,23343053,livres,124262,,,0
1620,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au quart de soye,Venise,1820,140,23343053,livres,124262,,,0
1621,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au quart de soye,Hollande,2347,167,23343053,livres,124262,,,0
1622,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au quart de soye,Etat de l'empreur,105220,8290,23343053,livres,124262,,,0
1623,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au quart de soye,Allemagne-Pologne,2316,189,23343053,livres,124262,,,0
1624,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au quart de soye,Suisse-Geneve,185,20,23343053,livres,124262,,,0
1625,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au quart de soye,Russie,280,14,23343053,livres,124262,,,0
1626,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au 6ème de soye,Sardaigne,72162,7393,23343053,livres,99947,,,0
1627,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au 6ème de soye,etats ecclésiastiques,2150,215,23343053,livres,99947,,,0
1628,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au 6ème de soye,Hollande,2817,264,23343053,livres,99947,,,0
1629,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au 6ème de soye,Etat de l'empreur,14948,1449,23343053,livres,99947,,,0
1630,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au 6ème de soye,Allemagne-Pologne,3860,398,23343053,livres,99947,,,0
1631,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au 6ème de soye,Suisse-Geneve,950,95,23343053,livres,99947,,,0
1632,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,102,Etoffes ; Au 6ème de soye,Etats unis d'Amerique,3060,408,23343053,livres,99947,,,0
1633,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Au 4/5ème de soye,Sardaigne,1380,92,23343053,livres,5746,,,0
1634,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Au 4/5ème de soye,Genes,600,40,23343053,livres,5746,,,0
1635,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Au 4/5ème de soye,Etat de l'empreur,756,63,23343053,livres,5746,,,0
1636,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Au 4/5ème de soye,Allemagne-Pologne,3010,215,23343053,livres,5746,,,0
1637,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Mélangées de soye,Espagne,23256,1483.75,23343053,livres,102818,,,0
1638,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Mélangées de soye,Sardaigne,38470,3812.5,23343053,livres,102818,,,0
1639,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Mélangées de soye,Genes,7671,614,23343053,livres,102818,,,0
1640,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Mélangées de soye,Naples,275,25,23343053,livres,102818,,,0
1641,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Mélangées de soye,Hollande,424,53,23343053,livres,102818,,,0
1642,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Mélangées de soye,Villes Auséatiques,2715,337,23343053,livres,102818,,,0
1643,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Mélangées de soye,Etat de l'empreur,9447,698.5,23343053,livres,102818,,,0
1644,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Mélangées de soye,Allemagne-Pologne,4990,515,23343053,livres,102818,,,0
1645,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Mélangées de soye,Suisse-Geneve,13440,1075,23343053,livres,102818,,,0
1646,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Mélangées de soye,Etats unis d'Amerique,2130,233,23343053,livres,102818,,,0
1647,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Etrangères,Hollande,2754,,23343053,,12332,,,0
1648,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Etrangères,Etat de l'empreur,1234,,23343053,,12332,,,0
1649,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Etrangères,Suède,165,,23343053,,12332,,,0
1650,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoffes ; Etrangères,Etats unis d'Amerique,8179,,23343053,,12332,,,0
1651,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoupes,Sardaigne,10,50,4883,livres,,,,0
1652,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoupes,Etat de l'empreur,4719,41708,4883,livres,,,,0
1653,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoupes,Allemagne-Pologne,140,400,4883,livres,,,,0
1654,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Etoupes,Dannemark,14,100,4883,livres,,,,0
1655,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Eventails,Espagne,12514,,26719,,,,,0
1656,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Eventails,Portugal,2950,,26719,,,,,0
1657,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Eventails,Sardaigne,2463,,26719,,,,,0
1658,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Eventails,Hollande,2330,,26719,,,,,0
1659,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Eventails,Etat de l'empreur,1160,,26719,,,,,0
1660,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Eventails,Allemagne-Pologne,2447,,26719,,,,,0
1661,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Eventails,Suisse-Geneve,247,,26719,,,,,0
1662,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Eventails,Russie,68,,26719,,,,,0
1663,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Eventails,Etats unis d'Amerique,2540,,26719,,,,,0
1664,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Farine ordinaire,Espagne,100838,570889,238645,livres,236266,,le total devrait être,0
1665,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Farine ordinaire,Sardaigne,9438,47190,238645,livres,236266,,,0
1666,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Farine ordinaire,Genes,4457,22283,238645,livres,236266,,,0
1667,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Farine ordinaire,Barbarie,912,4650,238645,livres,236266,,,0
1668,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Farine ordinaire,Levant,88,439,238645,livres,236266,,,0
1669,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Farine ordinaire,Angleterre,1237,9000,238645,livres,236266,,,0
1670,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Farine ordinaire,Hollande,12280,106000,238645,livres,236266,,,0
1671,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,104,Farine ordinaire,Etat de l'empreur,5670,57000,238645,livres,236266,,,0
1672,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Farine ; Ordinaire,Allemagne-Pologne,6000,60000,238645,livres,236266,,,0
1673,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Farine ; Ordinaire,Dannemark,60880,608800,238645,livres,236266,,,0
1674,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Farine ; Ordinaire,Etats unis d'Amerique,34467,250710,238645,livres,236266,,,0
1675,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Farine ; Dite gruau,Espagne,90,600,238645,livres,3278,,le total devrait être,0
1676,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Farine ; Dite gruau,Hollande,912,9120,238645,livres,3278,,,0
1677,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Farine ; Dite gruau,Etat de l'empreur,1063,7086,238645,livres,3278,,,0
1678,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Farine ; Dite gruau,Dannemark,160,1070,238645,livres,3278,,,0
1679,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Farine ; Dite gruau,Suede,153,1022,238645,livres,3278,,,0
1680,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Espagne,7772,,74602,,,,,0
1681,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Portugal,579,,74602,,,,,0
1682,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Sardaigne,2758,,74602,,,,,0
1683,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Genes,1826,5086,74602,livres,,,,0
1684,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Milanes-Toscana,189,,74602,,,,,0
1685,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Naples,345,,74602,,,,,0
1686,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Barbarie,2085,,74602,,,,,0
1687,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Levant,14442,,74602,,,,,0
1688,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Hollande,3475,,74602,,,,,0
1689,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Villes Auséatiques,241,,74602,,,,,0
1690,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Etat de l'empreur,10914,,74602,,,,,0
1691,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Suisse-Geneve,1960,,74602,,,,,0
1692,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Dannemark,13186,,74602,,,,,0
1693,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Prusse,264,,74602,,,,,0
1694,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fayence,Etats unis d'Amerique,14566,,74602,,,,,0
1695,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; Divers et en barres,Espagne,80909,617917,1010432,livres,807345,,ne correspond pas au total marqué,0
1696,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; Divers et en barres,Portugal,1147,11475,1010432,livres,807345,,,0
1697,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; Divers et en barres,Sardaigne,59448,395299,1010432,livres,807345,,,0
1698,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; Divers et en barres,Etat Unis de l'Amerique,20222,101198,1010432,livres,807345,,,0
1699,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; Divers et en barres,Milanes-Toscana,24160,161066,1010432,livres,807345,,,0
1700,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; Divers et en barres,Naples,22942,152800,1010432,livres,807345,,,0
1701,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; Divers et en barres,Barbarie,112946,752977,1010432,livres,807345,,,0
1702,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; Divers et en barres,Levant,167662,1117744,1010432,livres,807345,,,0
1703,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; Divers et en barres,Hollande,1600,8000,1010432,livres,807345,,,0
1704,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; Divers et en barres,Villes Auséatiques,4440,29600,1010432,livres,807345,,,0
1705,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; Divers et en barres,Etat de l'empreur,30976,178379,1010432,livres,807345,,,0
1706,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; Divers et en barres,Allemagne-Pologne,3167,18225,1010432,livres,807345,,,0
1707,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; Divers et en barres,Suisse-Geneve,277336,1630631,1010432,livres,807345,,,0
1708,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; Divers et en barres,Dannemark,390,2600,1010432,livres,807345,,,0
1709,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; De fonte ou coulé,Espagne,220,2200,1010432,livres,23818,,le total devrait être,0
1710,Hichem Omri,AN F12 249,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,Objet Général,1782,Exports,106,Fers ; De fonte ou coulé,Genes,950,3000,1010432,livres,23818,,,0
