numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,DoubleAccounts
816,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de la R. d'hongrie,Genes,4075,60004,,16951,,,0
817,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de la R. d'hongrie,Levant,2130,60004,,16951,,,0
818,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de la R. d'hongrie,Savoye,4133,60004,,16951,,,0
819,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de la R. d'hongrie,Suede,1580,60004,,16951,,,0
820,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; roze,Genes,1200,60004,,1200,,,0
821,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de senteur,Allemagne,16593,60004,,26318,,,0
822,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de senteur,Flandre,2339,60004,,26318,,,0
823,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de senteur,Suisse,3981,60004,,26318,,,0
824,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de senteur,Isles,3405,60004,,26318,,,0
825,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Allemagne,314964,7234377,,,,,0
826,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Angleterre,2209026,7234377,,,,,0
827,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Danemark,433402,7234377,,,,,0
828,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Espagne,259767,7234377,,,,,0
829,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Flandre,114232,7234377,,,,,0
830,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Geneve,4306,7234377,,,,,0
831,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Hollande,1309305,7234377,,,,,0
832,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Indes,158993,7234377,,,,,0
833,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Italie,101931,7234377,,,,,0
834,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Genes,7675,7234377,,,,,0
835,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Levant,13637,7234377,,,,,0
836,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Nord,539190,7234377,,,,,0
837,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Portugal,8400,7234377,,,,,0
838,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Russie,81250,7234377,,,,,0
839,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Savoye,45222,7234377,,,,,0
840,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Suede,310871,7234377,,,,,0
841,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Suisse,13760,7234377,,,,,0
842,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Isles,524158,7234377,,,,,0
843,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Eau ; de vie,Guinée,784288,7234377,,,,,0
844,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,30,Elexir,Isles,5118,5118,,,,,0
845,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Encens,Hollande,5558,17679,,,,,0
846,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Encens,Naples,1580,17679,,,,,0
847,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Encens,Genes,8252,17679,,,,,0
848,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Encens,Suede,2289,17679,,,,,0
849,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Epicerie,Allemagne,4648,63575,,,,,0
850,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Epicerie,Espagne,3360,63575,,,,,0
851,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Epicerie,Levant,6540,63575,,,,,0
852,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Epicerie,Savoye,6832,63575,,,,,0
853,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Epicerie,Isles,42195,63575,,,,,0
854,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Epingles,Allemagne,5250,78386,,,,,0
855,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Epingles,Espagne,50990,78386,,,,,0
856,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Epingles,Flandre,3720,78386,,,,,0
857,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Epingles,Hollande,1450,78386,,,,,0
858,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Epingles,Italie,2145,78386,,,,,0
859,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Epingles,Portugal,8475,78386,,,,,0
860,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Epingles,Suisse,1676,78386,,,,,0
861,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Epingles,Isles,2680,78386,,,,,0
862,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Epingles,Guinée,2000,78386,,,,,0
863,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Eponges,Savoye,1134,1134,,,,,0
864,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Esprit ; de vitriol,Espagne,1464,1464,,,,,0
865,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Estampes,Allemagne,25536,451236,,,,,0
866,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Estampes,Angleterre,108070,451236,,,,,0
867,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Estampes,Espagne,41530,451236,,,,,0
868,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Estampes,Portugal,273900,451236,,,,,0
869,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,31,Estampes,Russie,2200,451236,,,,,0
870,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etaim ; ouvré,Allemagne,4188,233429,,,,,0
871,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etaim ; ouvré,Espagne,3995,233429,,,,,0
872,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etaim ; ouvré,Flandre,1962,233429,,,,,0
873,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etaim ; ouvré,Italie,8476,233429,,,,,0
874,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etaim ; ouvré,Genes,9613,233429,,,,,0
875,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etaim ; ouvré,Levant,171873,233429,,,,,0
876,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etaim ; ouvré,Savoye,5701,233429,,,,,0
877,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etaim ; ouvré,Isles,19981,233429,,,,,0
878,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etaim ; ouvré,Guinée,7640,233429,,,,,0
879,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; buraile,Allemagne,95590,1508517,,628760,,,0
880,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; buraile,Espagne,131300,1508517,,628760,,,0
881,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; buraile,Flandre,53935,1508517,,628760,,,0
882,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; buraile,Italie,275135,1508517,,628760,,,0
883,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; buraile,Portugal,7455,1508517,,628760,,,0
884,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; buraile,Savoye,10500,1508517,,628760,,,0
885,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; buraile,Suisse,54845,1508517,,628760,,,0
886,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de laine,Allemagne,68388,1508517,,501301,,,0
887,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de laine,Espagne,214638,1508517,,501301,,,0
888,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de laine,Flandre,9990,1508517,,501301,,,0
889,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de laine,Geneve,3935,1508517,,501301,,,0
890,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de laine,Hollande,3300,1508517,,501301,,,0
891,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de laine,Italie,4620,1508517,,501301,,,0
892,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de laine,Portugal,98068,1508517,,501301,,,0
893,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de laine,Russie,2250,1508517,,501301,,,0
894,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de laine,Suisse,68055,1508517,,501301,,,0
895,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de laine,Isles,28057,1508517,,501301,,,0
896,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de Reims,Allemagne,109936,1508517,,378456,,,0
897,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de Reims,Espagne,138120,1508517,,378456,,,0
898,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de Reims,Flandre,6320,1508517,,378456,,,0
899,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de Reims,Italie,25720,1508517,,378456,,,0
900,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de Reims,Genes,5600,1508517,,378456,,,0
901,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de Reims,Portugal,20360,1508517,,378456,,,0
902,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de Reims,Savoye,63520,1508517,,378456,,,0
903,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etamine ; de Reims,Suisse,8880,1508517,,378456,,,0
904,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etoffe ; dorure ; d'or,Angleterre,2047,19002318,,6382,2414759,,0
905,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etoffe ; dorure ; d'or,Flandre,1935,19002318,,6382,2414759,,0
906,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etoffe ; dorure ; d'or,Hollande,2400,19002318,,6382,2414759,,0
907,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etoffe ; dorure ; or et argent,Allemagne,853640,19002318,,2408377,2414759,,0
908,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etoffe ; dorure ; or et argent,Espagne,601600,19002318,,2408377,2414759,,0
909,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,32,Etoffe ; dorure ; or et argent,Flandre,61060,19002318,,2408377,2414759,,0
910,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; dorure ; or et argent,Hollande,13240,19002318,,2408377,2414759,,0
911,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; dorure ; or et argent,Italie,813380,19002318,,2408377,2414759,,0
912,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; dorure ; or et argent,Nord,4800,19002318,,2408377,2414759,,0
913,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; dorure ; or et argent,Portugal,7760,19002318,,2408377,2414759,,0
914,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; dorure ; or et argent,Russie,4080,19002318,,2408377,2414759,,0
915,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; dorure ; or et argent,Savoye,10880,19002318,,2408377,2414759,,0
916,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; dorure ; or et argent,Suisse,37937,19002318,,2408377,2414759,,0
917,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Allemagne,10881895,19002318,,18840406,19002318,,0
918,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Angleterre,74080,19002318,,18840406,19002318,,0
919,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Danemark,8520,19002318,,18840406,19002318,,0
920,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Espagne,2687030,19002318,,18840406,19002318,,0
921,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Flandre,610373,19002318,,18840406,19002318,,0
922,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Geneve,9390,19002318,,18840406,19002318,,0
923,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Hollande,140307,19002318,,18840406,19002318,,0
924,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Indes,6960,19002318,,18840406,19002318,,0
925,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Italie,2360080,19002318,,18840406,19002318,,0
926,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Naples,528830,19002318,,18840406,19002318,,0
927,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Genes,6312,19002318,,18840406,19002318,,0
928,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Levant,116130,19002318,,18840406,19002318,,0
929,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Nord,50425,19002318,,18840406,19002318,,0
930,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Portugal,326270,19002318,,18840406,19002318,,0
931,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Russie,31830,19002318,,18840406,19002318,,0
932,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Savoye,204170,19002318,,18840406,19002318,,0
933,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Suede,18115,19002318,,18840406,19002318,,0
934,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Suisse,457496,19002318,,18840406,19002318,,0
935,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Isles,268575,19002318,,18840406,19002318,,0
936,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; diverses,Guinée,53618,19002318,,18840406,19002318,,0
937,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; bours,Levant,11760,19002318,,11760,19002318,,0
938,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; des Indes,Guinée,8955,19002318,,8955,19002318,,0
939,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; panine,Espagne,4600,19002318,,4600,19002318,,0
940,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; satin,Italie,39400,19002318,,121681,19002318,,0
941,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; satin,Naples,2400,19002318,,121681,19002318,,0
942,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; satin,Levant,78000,19002318,,121681,19002318,,0
943,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; satin,Guinée,1881,19002318,,121681,19002318,,0
944,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; velour,Italie,5200,19002318,,14916,19002318,,0
945,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; velour,Isles,6876,19002318,,14916,19002318,,0
946,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,33,Etoffe ; de soye ; velour,Guinée,2840,19002318,,14916,19002318,,0
947,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; mi soye,Allemagne,321366,27570097,,672104,3546260,,0
948,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; mi soye,Espagne,80587,27570097,,672104,3546260,,0
949,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; mi soye,Flandre,9325,27570097,,672104,3546260,,0
950,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; mi soye,Geneve,1000,27570097,,672104,3546260,,0
951,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; mi soye,Hollande,4121,27570097,,672104,3546260,,0
952,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; mi soye,Italie,43727,27570097,,672104,3546260,,0
953,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; mi soye,Portugal,78793,27570097,,672104,3546260,,0
954,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; mi soye,Savoye,99937,27570097,,672104,3546260,,0
955,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; mi soye,Suisse,33248,27570097,,672104,3546260,,0
956,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; peu,Allemagne,100127,27570097,,208406,3546260,,0
957,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; peu,Angleterre,1010,27570097,,208406,3546260,,0
958,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; peu,Espagne,10770,27570097,,208406,3546260,,0
959,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; peu,Flandre,6385,27570097,,208406,3546260,,0
960,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; peu,Geneve,1150,27570097,,208406,3546260,,0
961,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; peu,Hollande,4513,27570097,,208406,3546260,,0
962,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,34,Etoffe ; meslée de soye ; peu,Italie,42435,27570097,,208406,3546260,,0
