numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,total,remarks,DoubleAccounts
859,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,29,Epingles,Allemagne,8590,148404,,0
860,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,29,Epingles,Espagne,115249,148404,,0
861,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,29,Epingles,Flandre,6052,148404,,0
862,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,29,Epingles,Italie,1980,148404,,0
863,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,29,Epingles,Portugal,16533,148404,,0
864,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,29,Eponges,Espagne,1970,1970,,0
865,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,29,Esprit ; de citron,Savoye,1200,1200,,0
866,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,29,Essence,Gènes,1113,6681,,0
867,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,29,Essence,Italie,5568,6681,,0
868,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,29,Estampes,Allemagne,11858,134588,,0
869,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,29,Estampes,Angleterre,65830,134588,,0
870,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,29,Estampes,Danemark,8000,134588,,0
871,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,29,Estampes,Espagne,37100,134588,,0
872,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,29,Estampes,Portugal,11800,134588,,0
873,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etaim ; ouvré,Allemagne,10833,204106,,0
874,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etaim ; ouvré,Espagne,5757,204106,,0
875,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etaim ; ouvré,Guinée,3966,204106,,0
876,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etaim ; ouvré,Gènes,2062,204106,,0
877,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etaim ; ouvré,Isles,7108,204106,,0
878,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etaim ; ouvré,Levant,168487,204106,,0
879,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etaim ; ouvré,Portugal,3581,204106,,0
880,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etaim ; ouvré,Savoye,2312,204106,,0
881,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; buraite,Allemagne,87955,796869,,0
882,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; buraite,Espagne,273787,796869,,0
883,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; buraite,Flandre,78953,796869,,0
884,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; buraite,Italie,281435,796869,,0
885,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; buraite,Savoye,7910,796869,,0
886,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; buraite,Suisse,66829,796869,,0
887,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de Reims,Allemagne,100680,182896,,0
888,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de Reims,Flandre,10256,182896,,0
889,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de Reims,Gènes,1880,182896,,0
890,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de Reims,Italie,43184,182896,,0
891,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de Reims,Portugal,3136,182896,,0
892,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de Reims,Savoye,23760,182896,,0
893,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de laine,Allemagne,24060,727113,,0
894,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de laine,Espagne,422336,727113,,0
895,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de laine,Flandre,61932,727113,,0
896,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de laine,Guinée,4877,727113,,0
897,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de laine,Hollande,3940,727113,,0
898,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de laine,Isles,23391,727113,,0
899,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de laine,Italie,5600,727113,,0
900,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de laine,Portugal,86658,727113,,0
901,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de laine,Russie,1140,727113,,0
902,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de laine,Savoye,1285,727113,,0
903,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etamine ; de laine,Suisse,91894,727113,,0
904,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etoffe ; or et argent,Allemagne,1646220,3941445,,0
905,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etoffe ; or et argent,Espagne,1092160,3941445,,0
906,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etoffe ; or et argent,Flandre,76760,3941445,,0
907,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etoffe ; or et argent,Hollande,18585,3941445,,0
908,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etoffe ; or et argent,Italie,1055880,3941445,,0
909,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etoffe ; or et argent,Portugal,6240,3941445,,0
910,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,30,Etoffe ; or et argent,gènes,1280,3941445,,0
911,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; bours,Espagne,2500,5500,,0
912,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; bours,Savoye,3000,5500,,0
913,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; crêpe,Allemagne,1475,1475,,0
914,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; des Indes,Guinée,5159,5159,,0
915,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Allemagne,1.55E7,2.46E7,,0
916,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Angleterre,38142,2.46E7,,0
917,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Danemark,1860,2.46E7,,0
918,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Espagne,3639596,2.46E7,,0
919,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Flandre,682720,2.46E7,,0
920,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Guinée,150680,2.46E7,,0
921,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Gènes,66205,2.46E7,,0
922,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Hollande,167650,2.46E7,,0
923,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Isles,468720,2.46E7,,0
924,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Italie,2416301,2.46E7,,0
925,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Levant,182260,2.46E7,,0
926,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Naples,394830,2.46E7,,0
927,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Nord,4530,2.46E7,,0
928,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Portugal,183930,2.46E7,,0
929,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Russie,28145,2.46E7,,0
930,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Savoye,371455,2.46E7,,0
931,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Suisse,318658,2.46E7,,0
932,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Suède,11510,2.46E7,,0
933,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; diverses,Venise,9400,2.46E7,,0
934,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; satin,Guinée,5688,74688,,0
935,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; satin,Levant,49000,74688,,0
936,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; satin,Naples,20000,74688,,0
937,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; tafetas,Isles,2800,2800,,0
938,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; velour,Danemark,6600,27640,,0
939,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; velour,Espagne,4000,27640,,0
940,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; velour,Gènes,4400,27640,,0
941,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; velour,Isles,7840,27640,,0
942,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; de soye ; velour,Levant,4800,27640,,0
943,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; mêlée de soye ; mi soye,Allemagne,347997,587052,,0
944,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; mêlée de soye ; mi soye,Espagne,6950,587052,,0
945,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; mêlée de soye ; mi soye,Flandre,7943,587052,,0
946,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; mêlée de soye ; mi soye,Hollande,2225,587052,,0
947,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; mêlée de soye ; mi soye,Italie,64614,587052,,0
948,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; mêlée de soye ; mi soye,Savoye,80718,587052,,0
949,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; mêlée de soye ; mi soye,Suisse,76605,587052,,0
950,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; mêlée de soye ; à peu de soye,Allemagne,111300,215132,,0
951,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; mêlée de soye ; à peu de soye,Espagne,12615,215132,,0
952,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; mêlée de soye ; à peu de soye,Flandre,16615,215132,,0
953,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; mêlée de soye ; à peu de soye,Hollande,2696,215132,,0
954,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; mêlée de soye ; à peu de soye,Italie,26671,215132,,0
955,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; mêlée de soye ; à peu de soye,Portugal,32305,215132,,0
956,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; or et argent,Savoye,18960,3941445,,0
957,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,31,Etoffe ; or et argent,Suisse,25360,3941445,,0
958,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton,Allemagne,16610,52995,,0
959,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton,Espagne,13470,52995,,0
960,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton,Flandre,3315,52995,,0
961,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton,Italie,1250,52995,,0
962,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton,Nord,1220,52995,,0
963,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton,Savoye,6900,52995,,0
964,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton,Suisse,10230,52995,,0
965,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton ; cotonné,Angleterre,1400,56215,Total incorrect,0
966,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton ; cotonné,Espagne,26482,56215,Total incorrect,0
967,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton ; cotonné,Gènes,3505,56215,Total incorrect,0
968,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton ; cotonné,Isles,9553,56215,Total incorrect,0
969,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton ; cotonné,Italie,4320,56215,Total incorrect,0
970,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton ; cotonné,Levant,2385,56215,Total incorrect,0
971,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton ; cotonné,Naples,3795,56215,Total incorrect,0
972,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton ; cotonné,Savoye,3350,56215,Total incorrect,0
973,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; de coton ; cotonné,Suisse,1225,56215,Total incorrect,0
974,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; mêlée de soye ; au quart,Allemagne,42330,285714,,0
975,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; mêlée de soye ; au quart,Espagne,52744,285714,,0
976,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; mêlée de soye ; au quart,Flandre,104500,285714,,0
977,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; mêlée de soye ; au quart,Hollande,81300,285714,,0
978,Pascale GOUTTENEGRE,Nederlandsch Economisch - Historisch Archief (NEHA) 122B,National/Objet Général/IIHS - Amsterdam/1768.csv,Objet Général,1768,Exports,32,Etoffe ; mêlée de soye ; au quart,Nord,1940,285714,,0
