Numéro des lignes,Data entry by,Source,Year,Export-Imports,Sheet,Marchandises,,Pays,,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Leur Valeur (sub-total 3),Total,Remarks
430,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,20,Confitures,,Espagne,,1 650,,,,73 785,
431,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,20,Confitures,,Italie,,2 445,,,,73 785,
432,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,20,Confitures,,Naples,,1 000,,,,73 785,
433,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,20,Confitures,,Genes,,27 752,,,,73 785,
434,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,20,Confitures,,Isles,,30 825,,,,73 785,
435,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,20,Coque ; Levant,,Levant,,,,,,6 750,
436,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,20,Coquilles ; de mer,,Flandre,,4 422,,,,9 168,
437,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,20,Coquilles ; de nacre,,Hollande,,4 746,,,,9 168,
438,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Corail ; brut,,Levant,,,,,,2 002,
439,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Cordages ; de chanvre,,Hollande,,7 761,17 351,,,29 075,
440,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Cordages ; de chanvre,,Italie,,4 159,17 351,,,29 075,
441,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Cordages ; de chanvre,,Savoye,,5 431,17 351,,,29 075,
442,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Cordages ; d'espars,,Espagne,,11 724,,,,29 075,
443,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Cordes ; a boyaux,,Espagne,,1 380,,,,4 824,
444,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Cordes ; a boyaux,,Naples,,3 444,,,,4 824,
445,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Cornes ; à lanternes,,Flandre,,6 216,9 551,,,30 968,
446,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Cornes ; à lanternes,,Hollande,,3 335,9 551,,,30 968,
447,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Cornes ; meslées,,Allemagne,,1 635,19 782,,,30 968,
448,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Cornes ; de mouton,,Espagne,,7 653,19 782,,,30 968,
449,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Cornes ; de mouton,,Levant,,2 060,19 782,,,30 968,
450,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Cornes ; de mouton,,Portugal,,3 200,19 782,,,30 968,
451,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Cornes ; de mouton,,Savoye,,6 869,19 782,,,30 968,
452,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; filé,,Allemagne,,2 772,2 120 306,,,14 657 109,
453,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; filé,,Hollande,,1 000,2 120 306,,,14 657 109,
454,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; filé,,Italie,,9 900,2 120 306,,,14 657 109,
455,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; filé,,Naples,,23 076,2 120 306,,,14 657 109,
456,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; filé,,Genes,,14 520,2 120 306,,,14 657 109,
457,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; filé,,Levant,,2 056 369,2 120 306,,,14 657 109,
458,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; filé,,Savoye,,1 430,2 120 306,,,14 657 109,
459,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; filé,,Suisse,,11 239,2 120 306,,,14 657 109,
460,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; en laine,,Espagne,,13 364,12 536 803,,,14 657 109,
461,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; en laine,,Hollande,,46 212,12 536 803,,,14 657 109,
462,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; en laine,,Naples,,8 400,12 536 803,,,14 657 109,
463,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; en laine,,Genes,,7 820,12 536 803,,,14 657 109,
464,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; en laine,,Levant,,6 100 620,12 536 803,,,14 657 109,
465,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; en laine,,Portugal,,629 990,12 536 803,,,14 657 109,
466,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,21,Coton ; en laine,,Savoye,,5 000,12 536 803,,,14 657 109,
467,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Coton ; en laine,,Isles,,5 725 397,12 536 803,,,14 657 109,
468,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couffes à boulangers,,Genes,,,,,,1 200,
469,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couperose,,Angleterre,,30 795,,,,209 532,
470,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couperose,,Espagne,,19 172,,,,209 532,
471,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couperose,,Flandre,,54 977,,,,209 532,
472,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couperose,,Hollande,,89 832,,,,209 532,
473,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couperose,,Italie,,3 754,,,,209 532,
474,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couperose,,Nord,,6 934,,,,209 532,
475,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couperose,,Savoye,,4 068,,,,209 532,
476,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Courdoüans,,Italie,,1 600,,,,3 712,
477,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Courdoüans,,Levant,,2 112,,,,3 712,
478,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couteaux,,Flandre,,1 800,,,,31 406,
479,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couteaux,,Hollande,,29 606,,,,31 406,
480,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couvertures ; de coton,,Naples,,1 140,2 140,,,47 210,
481,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couvertures ; de coton,,Levant,,1 000,2 140,,,47 210,
482,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couvertures ; de laine,,Espagne,,4 866,45 070,,,47 210,
483,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couvertures ; de laine,,Hollande,,9 332,45 070,,,47 210,
484,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couvertures ; de laine,,Italie,,10 000,45 070,,,47 210,
485,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couvertures ; de laine,,Naples,,19 000,45 070,,,47 210,
486,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Couvertures ; de laine,,Suisse,,1 872,45 070,,,47 210,
487,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Crasse d'huile,,Espagne,,,,,,1 890,
488,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Craye,,Angleterre,,1 320,,,,1 320,
489,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Craye,,Hollande,,,,,,1 320,No value for Hollande
490,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,22,Crayons,,Hollande,,,,,,1 685,
491,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Creusets,,Hollande,,1 005,,,,2 647,
492,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Creusets,,Nord,,1 642,,,,2 647,
493,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Cricks,,Hollande,,,,,,1 506,
494,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Crin,,Allemagne,,5 013,,,,72 918,
495,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Crin,,Hollande,,25 907,,,,72 918,
496,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Crin,,Italie,,1 375,,,,72 918,
497,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Crin,,Naples,,6 450,,,,72 918,
498,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Crin,,Levant,,27 024,,,,72 918,
499,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Crin,,Portugal,,4 657,,,,72 918,
500,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Crin,,Savoye,,1 087,,,,72 918,
501,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Crin,,Suisse,,1 405,,,,72 918,
502,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Cristaux,,Italie,,,,,,1 800,
503,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Cuirs ; de beuf ; en poil,,Angleterre,,25 260,2 513 519,2 544 073,,2 563 233,
504,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Cuirs ; de beuf ; en poil,,Espagne,,538 267,2 513 519,2 544 073,,2 563 233,
505,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Cuirs ; de beuf ; en poil,,Flandre,,1 230,2 513 519,2 544 073,,2 563 233,
506,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Cuirs ; de beuf ; en poil,,Genes,,3 286,2 513 519,2 544 073,,2 563 233,
507,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Cuirs ; de beuf ; en poil,,Levant,,1 121 230,2 513 519,2 544 073,,2 563 233,
508,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Cuirs ; de beuf ; en poil,,Portugal,,305 169,2 513 519,2 544 073,,2 563 233,
509,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Cuirs ; de beuf ; en poil,,Savoye,,2 558,2 513 519,2 544 073,,2 563 233,
510,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Cuirs ; de beuf ; en poil,,Isles,,516 519,2 513 519,2 544 073,,2 563 233,
511,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Cuirs ; de beuf ; tannés,,Allemagne,,1 433,30 554,2 544 073,,2 563 233,
512,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,23,Cuirs ; de beuf ; tannés,,Isles,,29 121,30 554,2 544 073,,2 563 233,
513,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuirs ; de Russie,,Hollande,,6 456,17 711,,,2 563 233,
514,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuirs ; de Russie,,Italie,,1 735,17 711,,,2 563 233,
515,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuirs ; de Russie,,Genes,,1 505,17 711,,,2 563 233,
516,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuirs ; de Russie,,Nord,,8 015,17 711,,,2 563 233,
517,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuirs ; de vache ; en poil,,Espagne,,1 449,,,,2 563 233,
518,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en batterie,,Allemagne,,5 973,19 510,,,1 538 081,
519,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en batterie,,Suisse,,13 537,19 510,,,1 538 081,
520,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; brut,,Allemagne,,54 053,149 847,,,1 538 081,
521,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; brut,,Hollande,,75 107,149 847,,,1 538 081,
522,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; brut,,Nord,,20 687,149 847,,,1 538 081,
523,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en chaudrons,,Allemagne,,2 681,128 522,,,1 538 081,
524,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en chaudrons,,Flandre,,122 781,128 522,,,1 538 081,
525,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en chaudrons,,Hollande,,3 060,128 522,,,1 538 081,
526,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en feuilles,,Allemagne,,457 425,509 832,,,1 538 081,
527,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en feuilles,,Danemark,,3 085,509 832,,,1 538 081,
528,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en feuilles,,Hollande,,8 055,509 832,,,1 538 081,
529,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en feuilles,,Nord,,37 967,509 832,,,1 538 081,
530,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en feuilles,,Suède,,3 300,509 832,,,1 538 081,
531,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en fourure,,Allemagne,,2 444,19 601,,,1 538 081,
532,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en fourure,,Hollande,,17 157,19 601,,,1 538 081,
533,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en hopitaux,,Hollande,,285,,,,1 538 081,
534,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; jaune,,Hollande,,6 548,,,,1 538 081,
535,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; ouvré,,Allemagne,,6 101,96 460,,,1 538 081,
536,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; ouvré,,Espagne,,3 450,96 460,,,1 538 081,
537,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; ouvré,,Hollande,,61 044,96 460,,,1 538 081,
538,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; ouvré,,Suède,,22 500,96 460,,,1 538 081,
539,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; ouvré,,Suisse,,3 365,96 460,,,1 538 081,
540,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en planches,,Flandre,,24 375,290 107,,,1 538 081,
541,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en planches,,Hollande,,18 538,290 107,,,1 538 081,
542,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en planches,,Nord,,245 597,290 107,,,1 538 081,
543,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,24,Cuivre ; en planches,,Suède,,1 597,290 107,,,1 538 081,
544,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; en platines,,Hollande,,10 224,67 964,,,1 538 081,
545,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; en platines,,Nord,,57 740,67 964,,,1 538 081,
546,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; rouge,,Nord,,31 127,32 327,,,1 538 081,
547,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; rouge,,Suède,,1 200,32 327,,,1 538 081,
548,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; en rozette,,Danemark,,2 282,40 165,,,1 538 081,
549,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; en rozette,,Hollande,,4 760,40 165,,,1 538 081,
550,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; en rozette,,Nord,,14 896,40 165,,,1 538 081,
551,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; en rozette,,Savoye,,18 227,40 165,,,1 538 081,
552,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; tangoul,,Espagne,,59 199,67 131,,,1 538 081,
553,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; tangoul,,Hollande,,6 048,67 131,,,1 538 081,
554,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; tangoul,,Levant,,1 884,67 131,,,1 538 081,
555,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; vieux,,Allemagne,,10 055,109 782,,,1 538 081,
556,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; vieux,,Hollande,,72 130,109 782,,,1 538 081,
557,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; vieux,,Nord,,11 766,109 782,,,1 538 081,
558,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; vieux,,Portugal,,1 080,109 782,,,1 538 081,
559,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; vieux,,Savoye,,1 580,109 782,,,1 538 081,
560,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; vieux,,Suède,,2 575,109 782,,,1 538 081,
561,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cuivre ; vieux,,Isles,,10 596,109 782,,,1 538 081,
562,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cumin,,Espagne,,5 037,,,,12 406,
563,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cumin,,Naples,,1 200,,,,12 406,
564,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Cumin,,Levant,,6 169,,,,12 406,
565,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Dattes,,Levant,,,,,,11 279,
566,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Dents ; d'éléphant,,Flandre,,2 562,131 419,,,151 082,
567,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Dents ; d'éléphant,,Hollande,,87 147,131 419,,,151 082,
568,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Dents ; d'éléphant,,Portugal,,41 710,131 419,,,151 082,
569,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Dents ; de morphil,,Isles,,19 663,,,,151 082,
570,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Dentelle ; de fil blanc,,Flandre,,287 800,289 100,,,304 535,
571,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Dentelle ; de fil blanc,,Savoye,,1 300,289 100,,,304 535,
572,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Dentelle ; grosse,,Savoye,,4 845,15 435,,,304 535,
573,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,25,Dentelle ; grosse,,Suisse,,10 590,15 435,,,304 535,
574,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,26,Dominoterie,,Allemagne,,1 500,,,,6 875,
575,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,26,Dominoterie,,Flandre,,5 375,,,,6 875,
576,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,26,Drap ; de laine ; de castor,,Hollande,,1 050,,,,109 438,
577,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,27,,,,,,,,,109 438,No entries on page 27
578,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,28,Drap ; draperie ; capots,,Levant,,6 048,,108 388,,109 438,
579,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,28,Drap ; draperie ; dragues,,Hollande,,2 355,,108 388,,109 438,
580,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,28,Drap ; draperie ; ordinaire,,Espagne,,2 400,81 509,108 388,,109 438,
581,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,28,Drap ; draperie ; ordinaire,,Hollande,,72 000,81 509,108 388,,109 438,
582,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,28,Drap ; draperie ; ordinaire,,Genes,,3 600,81 509,108 388,,109 438,
583,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,28,Drap ; draperie ; ordinaire,,Levant,,3 500,81 509,108 388,,109 438,
584,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,29,Drap ; draperie ; petite,,Angleterre,,1 200,9 675,108 388,,109 438,
585,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,29,Drap ; draperie ; petite,,Espagne,,2 775,9 675,108 388,,109 438,
586,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,29,Drap ; draperie ; petite,,Italie,,1 230,9 675,108 388,,109 438,
587,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,29,Drap ; draperie ; petite,,Genes,,1 890,9 675,108 388,,109 438,
588,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,29,Drap ; draperie ; petite,,Levant,,2 580,9 675,108 388,,109 438,
589,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,29,Drap ; draperie ; ratiné,,Hollande,,8 810,,108 388,,109 438,
590,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,29,Drapeaux ; vieux,,Espagne,,2 700,,,,4 173,
591,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,29,Drapeaux ; vieux,,Savoye,,1 473,,,,4 173,
592,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,29,Drogueries,,Espagne,,1 077,,,,92 287,
593,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,29,Drogueries,,Hollande,,75 340,,,,92 287,
594,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,29,Drogueries,,Genes,,3 980,,,,92 287,
595,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,29,Drogueries,,Venise,,1 200,,,,92 287,
596,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,29,Drogueries,,Levant,,1 450,,,,92 287,
597,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,29,Drogueries,,Nord,,8 240,,,,92 287,
598,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,30,Drogueries,,Savoye,,1 000,,,,92 287,
599,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,30,Eau ; de fleur d'orange,,Italie,,2 718,18 194,,,22 269,
600,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,30,Eau ; de fleur d'orange,,Genes,,9 793,18 194,,,22 269,
601,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,30,Eau ; de fleur d'orange,,Levant,,4 484,18 194,,,22 269,
602,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,30,Eau ; de fleur d'orange,,Savoye,,1 199,18 194,,,22 269,
603,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,30,Eau ; de genièvre,,Flandre,,1 724,,,,22 269,
604,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,30,Eau ; medicinalle,,Allemagne,,2 351,,,,22 269,
605,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,30,Eau de vie,,Espagne,,,,,,403 442,
606,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Ecailles ; de ?,,Isles,,1 360,,,,106 024,
607,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Ecailles ; ?,,Espagne,,17 320,104 664,,,106 024,
608,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Ecailles ; ?,,Flandre,,23 490,104 664,,,106 024,
609,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Ecailles ; ?,,Hollande,,35 278,104 664,,,106 024,
610,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Ecailles ; ?,,Isles,,28 576,104 664,,,106 024,
611,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Ecorces ; de chêne,,Allemagne,,4 611,,,,8 530,
612,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Ecorces ; de cè?,,Genes,,2 700,,,,8 530,
613,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Ecorces ; d'orange,,Naples,,1 219,,,,8 530,
614,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Email,,Hollande,,,,,,3 815,
615,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Encens,,Levant,,,,,,90 040,
616,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Epicerie,,Hollande,,,,,,8 120,
617,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Eponges,,Allemagne,,44 040,,,,149 814,
618,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Eponges,,Flandre,,2 250,,,,149 814,
619,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Eponges,,Italie,,1 096,,,,149 814,
620,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Eponges,,Naples,,1 000,,,,149 814,
621,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Eponges,,Levant,,101 428,,,,149 814,
622,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Epars,,Espagne,,,,,,56 337,
623,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Esprit ; de bergamottes,,Italie,,129 000,172 650,,,198 479,
624,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Esprit ; de bergamottes,,Naples,,15 000,172 650,,,198 479,
625,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,31,Esprit ; de bergamottes,,Genes,,28 650,172 650,,,198 479,
