Numéro de ligne,Data entry by,Source,Year,Export-Import,Sheet,Marchandises,,,,,Pays,,Quantité,,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Leur Valeur (sub-total 3),Total,Remarks,
215,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; de S Marthe,,,,,Flandre,,6 900,,1 380,24 892,,,1 411 712,,
216,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; de S Marthe,,,,,Hollande,,117 560,,23 512,24 892,,,1 411 712,,
217,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; de sandal,,,,,Hollande,,80 145,,16 497,,,,1 411 712,,
218,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; de sapan,,,,,Indes,,33 180,,9 954,,,,1 411 712,,
219,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; de siromombas,,,,,Isles,,2 884,,2 148,,,,1 411 712,,
220,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; à teindre,,,,,Angleterre,,95 430,,12 258,79 274,,,1 411 712,,
221,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; à teindre,,,,,Hollande,,454 216,,67 016,79 274,,,1 411 712,,
222,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; vernis,,,,,Flandre,,,,1 238,,,,1 411 712,,
223,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; violet,,,,,Portugal,,92 495,,21 180,,,,1 411 712,,
224,Fatima zahra,IIHS-122G,1774,Imports,10,Bonnets ; de coton,,,,,Suisse,,518,,3 108,,,,27 089,,
225,Fatima zahra,IIHS-122G,1774,Imports,10,Bonnets ; de fil,,,,,Suisse,,658,,13 160,,,,27 089,,
226,Fatima zahra,IIHS-122G,1774,Imports,10,Bonnets ; de laine,,,,,Espagne,,1 665,,5 001,10 821,,,27 089,,
227,Fatima zahra,IIHS-122G,1774,Imports,10,Bonnets ; de laine,,,,,Levant,,110,,1 320,10 821,,,27 089,,
228,Fatima zahra,IIHS-122G,1774,Imports,10,Bonnets ; de laine,,,,,Nord,,250,,4 500,10 821,,,27 089,,
229,Fatima zahra,IIHS-122G,1774,Imports,10,Borax,,,,,Hollande,,9 452,,28 201,,,,159 880,,
230,Fatima zahra,IIHS-122G,1774,Imports,10,Borax,,,,,Indes,,43 893,,131 679,,,,159 880,,
231,Fatima zahra,IIHS-122G,1774,Imports,11,Bouchons de liege,,,,,Espagne,,118 296,,196 297,,,,198 241,,
232,Fatima zahra,IIHS-122G,1774,Imports,11,Bouchons de liege,,,,,Flandre,,648,,1 944,,,,198 241,,
233,Fatima zahra,IIHS-122G,1774,Imports,11,Bougie,,,,,Russie,,764,,1 673,,,,,,
234,Fatima zahra,IIHS-122G,1774,Imports,11,Boules vutneraires,,,,,Allemagne,,,,2 429,,,,,,
235,Fatima zahra,IIHS-122G,1774,Imports,11,Boulets de canon,,,,,Espagne,,30 000,,5 250,,,,43 590,,
236,Fatima zahra,IIHS-122G,1774,Imports,11,Boulets de canon,,,,,Hollande,,42 600,,38 340,,,,43 590,,
237,Fatima zahra,IIHS-122G,1774,Imports,11,Bourde,,,,,Espagne,,1 385 550,,110 844,,,,147 806,,
238,Fatima zahra,IIHS-122G,1774,Imports,11,Bourde,,,,,Levant,,616 045,,36 962,,,,147 806,,
239,Fatima zahra,IIHS-122G,1774,Imports,11,Bourre ; à batir,,,,,Allemagne,,14 410,,1 441,3 530,,,178 880,,
240,Fatima zahra,IIHS-122G,1774,Imports,11,Bourre ; à batir,,,,,Hollande,,24 700,,2 089,3 530,,,178 880,,
241,Fatima zahra,IIHS-122G,1774,Imports,11,Bourre ; de soye,,,,,Espagne,,5 372,,5 372,175 350,,,178 880,,
242,Fatima zahra,IIHS-122G,1774,Imports,11,Bourre ; de soye,,,,,Levant,,169 978,,169 978,175 350,,,178 880,,
243,Fatima zahra,IIHS-122G,1774,Imports,11,Bouteilles de verre,,,,,Allemagne,,469 558,,89 684,,,,90 804,,
244,Fatima zahra,IIHS-122G,1774,Imports,11,Bouteilles de verre,,,,,Nord,,5 600,,1 120,,,,90 804,,
245,Fatima zahra,IIHS-122G,1774,Imports,11,Boutons ; de crin,,,,,Allemagne,,"6 009,50",,24 101,31 793,,,31 793,,
246,Fatima zahra,IIHS-122G,1774,Imports,11,Boutons ; de crin,,,,,Suisse,,"1 538,50",,7 692,31 793,,,31 793,,
247,Fatima zahra,IIHS-122G,1774,Imports,11,Boyaux salés,,,,,Naples,,1 325,,3 312,,,,6 148,,
248,Fatima zahra,IIHS-122G,1774,Imports,11,Boyaux salés,,,,,Savoye,,1 134,,2 836,,,,6 148,,
249,Fatima zahra,IIHS-122G,1774,Imports,12,Bray et gaudron,,,,,Danemark,,738,,16 583,,,,714 938,,
250,Fatima zahra,IIHS-122G,1774,Imports,12,Bray et gaudron,,,,,Flandre,,118,,2 950,,,,714 938,,
251,Fatima zahra,IIHS-122G,1774,Imports,12,Bray et gaudron,,,,,Hollande,,9 975,,152 988,,,,714 938,,
252,Fatima zahra,IIHS-122G,1774,Imports,12,Bray et gaudron,,,,,Nord,,6 950,,,,,,714 938,,
253,Fatima zahra,IIHS-122G,1774,Imports,12,Bray et gaudron,,,,,Nord,,550 740,,132 101,,,,714 938,,
254,Fatima zahra,IIHS-122G,1774,Imports,12,Bray et gaudron,,,,,Savoye,,102 400,,10 240,,,,714 938,,
255,Fatima zahra,IIHS-122G,1774,Imports,12,Bray et gaudron,,,,,Suede,,8 681,,,,,,714 938,,
256,Fatima zahra,IIHS-122G,1774,Imports,12,Bray et gaudron,,,,,Suede,,2 095 960,,400 076,,,,714 938,,
257,Fatima zahra,IIHS-122G,1774,Imports,12,Briques,,,,,Savoye,,24 500,,3 130,,,,,,
258,Fatima zahra,IIHS-122G,1774,Imports,12,Brosserie,,,,,Hollande,,26 577,,31 605,,,,,,
259,Fatima zahra,IIHS-122G,1774,Imports,12,Brun rouge,,,,,Espagne,,339 690,,8 492,,,,15 560,,
260,Fatima zahra,IIHS-122G,1774,Imports,12,Brun rouge,,,,,Hollande,,95 287,,7 068,,,,15 560,,
261,Fatima zahra,IIHS-122G,1774,Imports,12,Brustes à tisserand,,,,,Savoye,,4 760,,3 570,,,,,,
262,Fatima zahra,IIHS-122G,1774,Imports,12,Cabats,,,,,Espagne,,1 297,,3 882,,,,,,
263,Fatima zahra,IIHS-122G,1774,Imports,12,Cacao,,,,,Espagne,,30 711,,43 800,,,,1 554 046,,
264,Fatima zahra,IIHS-122G,1774,Imports,12,Cacao,,,,,Hollande,,81 250,,99 270,,,,1 554 046,,
265,Fatima zahra,IIHS-122G,1774,Imports,12,Cacao,,,,,Italie,,1 155,,1 501,,,,1 554 046,,
266,Fatima zahra,IIHS-122G,1774,Imports,12,Cacao,,,,,Naples,,1 830,,2 379,,,,1 554 046,,
267,Fatima zahra,IIHS-122G,1774,Imports,12,Cacao,,,,,Genes,,900,,1 170,,,,1 554 046,,
268,Fatima zahra,IIHS-122G,1774,Imports,12,Cacao,,,,,Portugal,,90 730,,54 438,,,,1 554 046,,
269,Fatima zahra,IIHS-122G,1774,Imports,12,Cacao,,,,,Isles,,1 298 039,,1 351 488,,,,1 554 046,,
270,Fatima zahra,IIHS-122G,1774,Imports,12,Caffé ; de Bourbon,,,,,Indes,,25 780,,19 335,,,,34 320 198,,
271,Fatima zahra,IIHS-122G,1774,Imports,13,Caffé ; des Isles,,,,,Allemagne,,5 272,,3 163,32 667 716,,,34 320 198,,
272,Fatima zahra,IIHS-122G,1774,Imports,13,Caffé ; des Isles,,,,,Espagne,,54 625,,40 968,32 667 716,,,34 320 198,,
273,Fatima zahra,IIHS-122G,1774,Imports,13,Caffé ; des Isles,,,,,Italie,,10 385,,7 789,32 667 716,,,34 320 198,,
274,Fatima zahra,IIHS-122G,1774,Imports,13,Caffé ; des Isles,,,,,Genes,,4 240,,3 180,32 667 716,,,34 320 198,,
275,Fatima zahra,IIHS-122G,1774,Imports,13,Caffé ; des Isles,,,,,Russie,,2 470,,1 482,32 667 716,,,34 320 198,,
276,Fatima zahra,IIHS-122G,1774,Imports,13,Caffé ; des Isles,,,,,Savoye,,7 200,,5 400,32 667 716,,,34 320 198,,
277,Fatima zahra,IIHS-122G,1774,Imports,13,Caffé ; des Isles,,,,,Isles,,63 711 667,,32 605 734,32 667 716,,,34 320 198,,
278,Fatima zahra,IIHS-122G,1774,Imports,13,Caffé ; de Levant,,,,,Levant,,357 240,,535 860,,,,34 320 198,,
279,Fatima zahra,IIHS-122G,1774,Imports,13,Caffé ; de Moka,,,,,Indes,,665 023,,1 097 287,,,,34 320 198,,
280,Fatima zahra,IIHS-122G,1774,Imports,13,Cafferieres,,,,,Levant,,430,,15 480,,,,,,
281,Fatima zahra,IIHS-122G,1774,Imports,13,Camphre,,,,,Hollande,,4 534,,9 179,,,,,,
282,Fatima zahra,IIHS-122G,1774,Imports,13,Canefice,,,,,Espagne,,17 250,,5 175,,,,84 113,,
283,Fatima zahra,IIHS-122G,1774,Imports,13,Canefice,,,,,Isles,,340 274,,78 938,,,,84 113,,
284,Fatima zahra,IIHS-122G,1774,Imports,13,Canelle,,,,,Hollande,,14 468,,141 013,,,,181 663,,
285,Fatima zahra,IIHS-122G,1774,Imports,13,Canelle,,,,,Levant,,285,,2 850,,,,181 663,,
286,Fatima zahra,IIHS-122G,1774,Imports,13,Canelle,,,,,Indes,,12 600,,37 800,,,,181 663,,
287,Fatima zahra,IIHS-122G,1774,Imports,13,Cannes à moin,,,,,Hollande,,873,,8 730,,,,,,
288,Fatima zahra,IIHS-122G,1774,Imports,13,Cannettes de grez,,,,,Hollande,,3 500,,1 750,,,,,,
289,Fatima zahra,IIHS-122G,1774,Imports,13,Canons de fer,,,,,Hollande,,166,,46 200,,,,54 922,,
290,Fatima zahra,IIHS-122G,1774,Imports,13,Canons de fer,,,,,Nord,,36 520,,4 222,,,,54 922,,
291,Fatima zahra,IIHS-122G,1774,Imports,13,Canons de fer,,,,,Suede,,150,,4 500,,,,54 922,,
292,Fatima zahra,IIHS-122G,1774,Imports,13,Cantarides,,,,,Italie,,739,,2 217,,,,6 137,,
293,Fatima zahra,IIHS-122G,1774,Imports,13,Cantarides,,,,,Savoye,,784,,3 920,,,,6 137,,
294,Fatima zahra,IIHS-122G,1774,Imports,14,Capres,,,,,Espagne,,6 233,,3 116,,,,6 516,,
295,Fatima zahra,IIHS-122G,1774,Imports,14,Capres,,,,,Italie,,6 800,,3 400,,,,6 516,,
296,Fatima zahra,IIHS-122G,1774,Imports,14,Cardes à carder,,,,,Hollande,,2 976,,6 444,,,,,,
297,Fatima zahra,IIHS-122G,1774,Imports,14,Carosses,,,,,Flandre,,16,,48 000,,,,,,
298,Fatima zahra,IIHS-122G,1774,Imports,14,Carrreaux ; de marbre,,,,,Espagne,,21 500,,21 500,42 148,,,42 148,,
299,Fatima zahra,IIHS-122G,1774,Imports,14,Carrreaux ; de marbre,,,,,Italie,,7 960,,7 960,42 148,,,42 148,,
300,Fatima zahra,IIHS-122G,1774,Imports,14,Carrreaux ; de marbre,,,,,Genes,,12 688,,12 688,42 148,,,42 148,,
301,Fatima zahra,IIHS-122G,1774,Imports,14,Cartes à jouer,,,,,Italie,,100,,4 000,,,,8 000,,
302,Fatima zahra,IIHS-122G,1774,Imports,14,Cartes à jouer,,,,,Genes,,100,,4 000,,,,8 000,,
303,Fatima zahra,IIHS-122G,1774,Imports,14,Caves garnier,,,,,Hollande,,2 861,,24 305,,,,,,
304,Fatima zahra,IIHS-122G,1774,Imports,14,Cauris,,,,,Hollande,,400 168,,397 968,,,,581 328,,
305,Fatima zahra,IIHS-122G,1774,Imports,14,Cauris,,,,,Nord,,18 800,,18 800,,,,581 328,,
306,Fatima zahra,IIHS-122G,1774,Imports,14,Cauris,,,,,Indes,,164 560,,164 560,,,,581 328,,
307,Fatima zahra,IIHS-122G,1774,Imports,14,Cendre ; bleue,,,,,Flandre,,1 267,,2 967,,,,552 457,,
308,Fatima zahra,IIHS-122G,1774,Imports,14,Cendre ; cassant,,,,,Nord,,47,,20 680,,,,552 457,,
309,Fatima zahra,IIHS-122G,1774,Imports,14,Cendre ; commune,,,,,Espagne,,49 380,,3 456,146 427,,,552 457,,
310,Fatima zahra,IIHS-122G,1774,Imports,14,Cendre ; commune,,,,,Italie,,19 650,,1 473,146 427,,,552 457,,
311,Fatima zahra,IIHS-122G,1774,Imports,14,Cendre ; commune,,,,,Naples,,825 935,,57 815,146 427,,,552 457,,
312,Fatima zahra,IIHS-122G,1774,Imports,14,Cendre ; commune,,,,,Levant,,645 090,,77 410,146 427,,,552 457,,
313,Fatima zahra,IIHS-122G,1774,Imports,14,Cendre ; commune,,,,,Savoye,,62 730,,6 273,146 427,,,552 457,,
314,Fatima zahra,IIHS-122G,1774,Imports,14,Cendre ; gravelée,,,,,Allemagne,,171 118,,166 426,,,,552 457,,
315,Fatima zahra,IIHS-122G,1774,Imports,14,Cendre ; de plomb,,,,,Flandre,,12 550,,3 137,4 724,,,552 457,,
316,Fatima zahra,IIHS-122G,1774,Imports,14,Cendre ; de plomb,,,,,Hollande,,6 350,,1 587,4 724,,,552 457,,
317,Fatima zahra,IIHS-122G,1774,Imports,14,Cendre ; potasse,,,,,Allemagne,,128 155,,42 504,211 233,,,552 457,,
318,Fatima zahra,IIHS-122G,1774,Imports,14,Cendre ; potasse,,,,,Flandre,,82 570,,34 307,211 233,,,552 457,,
319,Fatima zahra,IIHS-122G,1774,Imports,14,Cendre ; potasse,,,,,Hollande,,124 842,,48 002,211 233,,,552 457,,
320,Fatima zahra,IIHS-122G,1774,Imports,15,Cendre ; potasse,,,,,Venise,,33 640,,3 364,211 233,,,552 457,,
321,Fatima zahra,IIHS-122G,1774,Imports,15,Cendre ; potasse,,,,,Nord,,206 183,,83 056,211 233,,,552 457,,
322,Fatima zahra,IIHS-122G,1774,Imports,15,Cercles de bois,,,,,Allemagne,,282 680,,6 859,,,,52 203,,
323,Fatima zahra,IIHS-122G,1774,Imports,15,Cercles de bois,,,,,Flandre,,128 660,,4 824,,,,52 203,,
324,Fatima zahra,IIHS-122G,1774,Imports,15,Cercles de bois,,,,,Italie,,30,,1 200,,,,52 203,,
325,Fatima zahra,IIHS-122G,1774,Imports,15,Cercles de bois,,,,,Naples,,46,,18 440,,,,52 203,,
326,Fatima zahra,IIHS-122G,1774,Imports,15,Cercles de bois,,,,,Genes,,208 800,,20 880,,,,52 203,,
327,Fatima zahra,IIHS-122G,1774,Imports,15,Ceruze,,,,,Hollande,,1 792 398,,368 614,,,,,,
328,Fatima zahra,IIHS-122G,1774,Imports,15,Chandelle,,,,,Allemagne,,10 071,,5 035,,,,19 892,,
329,Fatima zahra,IIHS-122G,1774,Imports,15,Chandelle,,,,,Angleterre,,25 954,,12 977,,,,19 892,,
330,Fatima zahra,IIHS-122G,1774,Imports,15,Chandelle,,,,,Savoye,,4 559,,1 880,,,,19 892,,
331,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; battu,,,,,Savoye,,546 000,,218 400,,,,3 229 014,,
332,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; cru,,,,,Espagne,,6 665,,1 333,2 603 393,,,3 229 014,,
333,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; cru,,,,,Hollande,,147 500,,40 562,2 603 393,,,3 229 014,,
334,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; cru,,,,,Italie,,1 696 685,,339 337,2 603 393,,,3 229 014,,
335,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; cru,,,,,Naples,,471 060,,94 212,2 603 393,,,3 229 014,,
336,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; cru,,,,,Genes,,69 980,,13 996,2 603 393,,,3 229 014,,
337,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; cru,,,,,Venise,,91 700,,18 340,2 603 393,,,3 229 014,,
338,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; cru,,,,,Levant,,28 630,,5 726,2 603 393,,,3 229 014,,
339,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; cru,,,,,Nord,,1 516 305,,391 627,2 603 393,,,3 229 014,,
340,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; cru,,,,,Russie,,6 640 460,,1 580 825,2 603 393,,,3 229 014,,
341,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; cru,,,,,Savoye,,287 178,,57 435,2 603 393,,,3 229 014,,
342,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; cru,,,,,Suede,,240 000,,60 000,2 603 393,,,3 229 014,,
343,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; peigné,,,,,Allemagne,,17 827,,9 717,55 369,,,3 229 014,,
344,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; peigné,,,,,Hollande,,38 037,,11 411,55 369,,,3 229 014,,
345,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; peigné,,,,,Naples,,23 300,,11 650,55 369,,,3 229 014,,
346,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; peigné,,,,,Russie,,31 204,,9 361,55 369,,,3 229 014,,
347,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; peigné,,,,,Savoye,,14 822,,7 410,55 369,,,3 229 014,,
348,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; peigné,,,,,Suisse,,10 582,,5 820,55 369,,,3 229 014,,
349,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; en rames,,,,,Espagne,,79 800,,21 945,351 852,,,3 229 014,,
350,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; en rames,,,,,Hollande,,263 001,,68 709,351 852,,,3 229 014,,
351,Fatima zahra,IIHS-122G,1774,Imports,15,Chanvre ; en rames,,,,,Russie,,900 900,,261 198,351 852,,,3 229 014,,
352,Fatima zahra,IIHS-122G,1774,Imports,16,Chapeaux ; de paille,,,,,Italie,,446,,5 352,7 512,,,7 512,,
353,Fatima zahra,IIHS-122G,1774,Imports,16,Chapeaux ; de paille,,,,,Genes,,180,,2 160,7 512,,,7 512,,
354,Fatima zahra,IIHS-122G,1774,Imports,16,Charbon ; de bois ,,,,,Allemagne,,"5 444,50",,108 890,166 814,,,1 951 605,,
355,Fatima zahra,IIHS-122G,1774,Imports,16,Charbon ; de bois ,,,,,Italie,,227 000,,6 810,166 814,,,1 951 605,,
356,Fatima zahra,IIHS-122G,1774,Imports,16,Charbon ; de bois ,,,,,Genes,,340 760,,51 114,166 814,,,1 951 605,,
357,Fatima zahra,IIHS-122G,1774,Imports,16,Charbon ; de terre ,,,,,Allemagne,,16 847,,101 082,1 784 791,,,1 951 605,,
358,Fatima zahra,IIHS-122G,1774,Imports,16,Charbon ; de terre ,,,,,Angleterre,,"11 270,75",,995 321,1 784 791,,,1 951 605,,
359,Fatima zahra,IIHS-122G,1774,Imports,16,Charbon ; de terre ,,,,,Espagne,,105 000,,5 250,1 784 791,,,1 951 605,,
360,Fatima zahra,IIHS-122G,1774,Imports,17,Charbon ; de terre ,,,,,Flandre,,106 973,,641 838,1 784 791,,,1 951 605,,
361,Fatima zahra,IIHS-122G,1774,Imports,17,Charbon ; de terre ,,,,,Hollande,,1 668,,6 840,1 784 791,,,1 951 605,,
362,Fatima zahra,IIHS-122G,1774,Imports,17,Charbon ; de terre ,,,,,Italie,,716,,3 580,1 784 791,,,1 951 605,,
363,Fatima zahra,IIHS-122G,1774,Imports,17,Charbon ; de terre ,,,,,Naples,,280 000,,28 000,1 784 791,,,1 951 605,,
364,Fatima zahra,IIHS-122G,1774,Imports,17,Charbon ; de terre ,,,,,Nord,,96,,2 880,1 784 791,,,1 951 605,,
365,Fatima zahra,IIHS-122G,1774,Imports,17,Chaux ,,,,,Allemagne,,428,,1 280,,,,8 735,,
366,Fatima zahra,IIHS-122G,1774,Imports,17,Chaux ,,,,,Flandre,,248,,7 455,,,,8 735,,
367,Fatima zahra,IIHS-122G,1774,Imports,17,Chevaux,,,,,Allemagne,,474,,71 660,,,,902 826,,
368,Fatima zahra,IIHS-122G,1774,Imports,17,Chevaux,,,,,Angleterre,,900,,626 300,,,,902 826,,
369,Fatima zahra,IIHS-122G,1774,Imports,17,Chevaux,,,,,Flandre,,202,,108 720,,,,902 826,,
370,Fatima zahra,IIHS-122G,1774,Imports,17,Chevaux,,,,,Savoye,,180,,24 450,,,,902 826,,
371,Fatima zahra,IIHS-122G,1774,Imports,17,Chevaux,,,,,Suisse,,406,,71 696,,,,902 826,,
372,Fatima zahra,IIHS-122G,1774,Imports,17,Chevres,,,,,Genes,,293,,2 930,,,,7 613,,
373,Fatima zahra,IIHS-122G,1774,Imports,17,Chevres,,,,,Savoye,,318,,3 180,,,,7 613,,
374,Fatima zahra,IIHS-122G,1774,Imports,17,Chevres,,,,,Suisse,,167,,1 503,,,,7 613,,
375,Fatima zahra,IIHS-122G,1774,Imports,17,Chicolin,,,,,Nord,,1 403,,2 104,,,,,,
376,Fatima zahra,IIHS-122G,1774,Imports,17,Chiens,,,,,Angleterre,,408,,4 080,,,,,,
377,Fatima zahra,IIHS-122G,1774,Imports,17,Chinois,,,,,Savoye,,106 000,,26 500,,,,,,
378,Fatima zahra,IIHS-122G,1774,Imports,17,Chocolat,,,,,Espagne,,2 305,,5 651,,,,24 982,,
379,Fatima zahra,IIHS-122G,1774,Imports,17,Chocolat,,,,,Italie,,5 982,,11 964,,,,24 982,,
380,Fatima zahra,IIHS-122G,1774,Imports,17,Chocolat,,,,,Naples,,1 085,,2 170,,,,24 982,,
381,Fatima zahra,IIHS-122G,1774,Imports,17,Chocolat,,,,,Genes,,1 080,,2 160,,,,24 982,,
382,Fatima zahra,IIHS-122G,1774,Imports,17,Chocolat,,,,,Savoye,,1 518,,3 037,,,,24 982,,
383,Fatima zahra,IIHS-122G,1774,Imports,17,Cinabre,,,,,Hollande,,2 064,,9 600,,,,,,
384,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; blanche,,,,,Espagne,,1 245,,2 490,8 400,,,2 898 814,,
385,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; blanche,,,,,Flandre,,850,,1 700,8 400,,,2 898 814,,
386,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; blanche,,,,,Nord,,1 440,,2 880,8 400,,,2 898 814,,
387,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; blanche,,,,,Savoye,,665,,1 330,8 400,,,2 898 814,,
388,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; à cochetter,,,,,Espagne,,370,,1 480,3 880,,,2 898 814,,
389,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; à cochetter,,,,,Genes,,690,,2 400,3 880,,,2 898 814,,
390,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; jaune,,,,,Angleterre,,10 506,,15 932,2 886 534,,,2 898 814,,
391,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; jaune,,,,,Danemark,,525,,1 050,2 886 534,,,2 898 814,,
392,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; jaune,,,,,Flandre,,2 447,,3 670,2 886 534,,,2 898 814,,
393,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; jaune,,,,,Hollande,,104 435,,196 724,2 886 534,,,2 898 814,,
394,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; jaune,,,,,Italie,,2 568,,3 852,2 886 534,,,2 898 814,,
395,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; jaune,,,,,Genes,,5 618,,8 427,2 886 534,,,2 898 814,,
396,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; jaune,,,,,Levant,,869 862,,1 304 793,2 886 534,,,2 898 814,,
397,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; jaune,,,,,Nord,,628 227,,1 223 738,2 886 534,,,2 898 814,,
398,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; jaune,,,,,Russie,,57 167,,106 226,2 886 534,,,2 898 814,,
399,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; jaune,,,,,Suede,,13 640,,20 460,2 886 534,,,2 898 814,,
400,Fatima zahra,IIHS-122G,1774,Imports,18,Cire ; jaune,,,,,Isles,,831,,1 662,2 886 534,,,2 898 814,,
401,Fatima zahra,IIHS-122G,1774,Imports,18,Citrons et oranges,,,,,Espagne,,5 773,,205 552,,,,1 383 361,,
402,Fatima zahra,IIHS-122G,1774,Imports,18,Citrons et oranges,,,,,Flandre,,167 810,,12 586,,,,1 383 361,,
403,Fatima zahra,IIHS-122G,1774,Imports,18,Citrons et oranges,,,,,Italie,,10 629,,147 165,,,,1 383 361,,
404,Fatima zahra,IIHS-122G,1774,Imports,18,Citrons et oranges,,,,,Naples,,604,,9 060,,,,1 383 361,,
405,Fatima zahra,IIHS-122G,1774,Imports,18,Citrons et oranges,,,,,Genes,,47 567,,713 505,,,,1 383 361,,
406,Fatima zahra,IIHS-122G,1774,Imports,18,Citrons et oranges,,,,,Levant,,152,,2 280,,,,1 383 361,,
407,Fatima zahra,IIHS-122G,1774,Imports,18,Citrons et oranges,,,,,Portugal,,24 419,,244 188,,,,1 383 361,,
408,Fatima zahra,IIHS-122G,1774,Imports,18,Citrons et oranges,,,,,Savoye,,245 125,,49 025,,,,1 383 361,,
409,Fatima zahra,IIHS-122G,1774,Imports,18,Civadilles,,,,,Genes,,1 700,,1 700,,,,,,
410,Fatima zahra,IIHS-122G,1774,Imports,18,Clous de fer,,,,,Allemagne,,91 992,,23 063,,,,232 241,,
411,Fatima zahra,IIHS-122G,1774,Imports,18,Clous de fer,,,,,Danemark,,5 490,,1 372,,,,232 241,,
412,Fatima zahra,IIHS-122G,1774,Imports,18,Clous de fer,,,,,Flandre,,31 455,,4 453,,,,232 241,,
413,Fatima zahra,IIHS-122G,1774,Imports,18,Clous de fer,,,,,Hollande,,595 990,,150 442,,,,232 241,,
414,Fatima zahra,IIHS-122G,1774,Imports,18,Clous de fer,,,,,Nord,,32 500,,8 125,,,,232 241,,
415,Fatima zahra,IIHS-122G,1774,Imports,18,Clous de fer,,,,,Suede,,178 586,,44 786,,,,232 241,,
416,Fatima zahra,IIHS-122G,1774,Imports,19,Cochenille,,,,,Angleterre,,16 375,,294 750,,,,1 425 262,,
417,Fatima zahra,IIHS-122G,1774,Imports,19,Cochenille,,,,,Espagne,,50 114,,1 110 197,,,,1 425 262,,
418,Fatima zahra,IIHS-122G,1774,Imports,19,Cochenille,,,,,Hollande,,41,,1 265,,,,1 425 262,,
419,Fatima zahra,IIHS-122G,1774,Imports,19,Cochenille,,,,,Genes,,400,,6 000,,,,1 425 262,,
420,Fatima zahra,IIHS-122G,1774,Imports,19,Cochenille,,,,,Venise,,725,,13 050,,,,1 425 262,,
421,Fatima zahra,IIHS-122G,1774,Imports,19,Cochons de lait,,,,,Suisse,,1 458,,2 916,,,,,,
422,Fatima zahra,IIHS-122G,1774,Imports,19,Cocons de soye,,,,,Levant,,1 667,,2 500,,,,119 341,,
423,Fatima zahra,IIHS-122G,1774,Imports,19,Cocons de soye,,,,,Savoye,,77 894,,116 841,,,,119 341,,
424,Fatima zahra,IIHS-122G,1774,Imports,19,Colle ; forte,,,,,Allemagne,,2 930,,1 282,172 150,,,294 850,,
425,Fatima zahra,IIHS-122G,1774,Imports,19,Colle ; forte,,,,,Flandre,,49 365,,26 310,172 150,,,294 850,,
426,Fatima zahra,IIHS-122G,1774,Imports,19,Colle ; forte,,,,,Hollande,,281 478,,139 880,172 150,,,294 850,,
427,Fatima zahra,IIHS-122G,1774,Imports,19,Colle ; forte,,,,,Suisse,,11 695,,4 678,172 150,,,294 850,,
