Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
Milewski,122E,1771,21,Cendre ; gravelée,Allemagne,137 672,68 836,73 377,,1 270 562,
Milewski,122E,1771,21,Cendre ; gravelée,Hollande,5 820,4 074,73 377,,1 270 562,
Milewski,122E,1771,21,Cendre ; gravelée,Naples,668,467,73 377,,1 270 562,
Milewski,122E,1771,21,Cendre ; potasse,Allemagne,149 440,61 329,173 087,,1 270 562,
Milewski,122E,1771,21,Cendre ; potasse,Flandre,12 360,5 154,173 087,,1 270 562,
Milewski,122E,1771,21,Cendre ; potasse,Hollande,83 510,31 317,173 087,,1 270 562,
Milewski,122E,1771,21,Cendre ; potasse,Italie,36 700,7 340,173 087,,1 270 562,
Milewski,122E,1771,21,Cendre ; potasse,Venise,21 040,4 208,173 087,,1 270 562,
Milewski,122E,1771,21,Cendre ; potasse,Nord,179 829,63 739,173 087,,1 270 562,
Milewski,122E,1771,21,Cendre ; vedasse,Nord,37,22 400,,,1 270 562,
Milewski,122E,1771,21,Cercles à tonneaux,Allemagne,140 430,3 510,,,94 201,
Milewski,122E,1771,21,Cercles à tonneaux,Flandre,140 550,5 271,,,94 201,
Milewski,122E,1771,21,Cercles à tonneaux,Naples,300 000,12 000,,,94 201,
Milewski,122E,1771,21,Cercles à tonneaux,Genes,1 835 500,73 420,,,94 201,
Milewski,122E,1771,21,Ceruze,Flandre,5 355,1 338,,,332 929,
Milewski,122E,1771,21,Ceruze,Hollande,1 357 814,331 591,,,332 929,
Milewski,122E,1771,21,Champignons,Italie,950,1 900,,,4 520,
Milewski,122E,1771,21,Champignons,Genes,1 310,2 620,,,4 520,
Milewski,122E,1771,21,Chandelle,Allemagne,14 826,7 413,,,564 917,
Milewski,122E,1771,21,Chandelle,Angleterre,1 082 529,541 264,,,564 917,
Milewski,122E,1771,21,Chandelle,Italie,6 595,3 627,,,564 917,
Milewski,122E,1771,21,Chandelle,Russie,3 200,1 280,,,564 917,
Milewski,122E,1771,21,Chandelle,Savoye,28 333,11 333,,,564 917,
Milewski,122E,1771,23,Chanvre ; battu,Savoye,719 500,287 800,,,2 243 116,
Milewski,122E,1771,23,Chanvre ; cru,Espagne,163 340,45 259,1 872 337,,2 243 116,
Milewski,122E,1771,23,Chanvre ; cru,Hollande,380 592,114 177,1 872 337,,2 243 116,
Milewski,122E,1771,23,Chanvre ; cru,Italie,303 050,60 610,1 872 337,,2 243 116,
Milewski,122E,1771,23,Chanvre ; cru,Naples,48 920,9 927,1 872 337,,2 243 116,
Milewski,122E,1771,23,Chanvre ; cru,Genes,28 020,5 604,1 872 337,,2 243 116,
Milewski,122E,1771,23,Chanvre ; cru,Nord,576 180,212 280,1 872 337,,2 243 116,
Milewski,122E,1771,23,Chanvre ; cru,Russie,5 617 200,1 303 789,1 872 337,,2 243 116,
Milewski,122E,1771,23,Chanvre ; cru,Savoye,317 070,63 414,1 872 337,,2 243 116,
Milewski,122E,1771,23,Chanvre ; cru,Suede,172 020,57 277,1 872 337,,2 243 116,
Milewski,122E,1771,23,Chanvre ; peigné,Allemagne,3 429,3 429,12 195,,2 243 116,
Milewski,122E,1771,23,Chanvre ; peigné,Hollande,32 615,5 870,12 195,,2 243 116,
Milewski,122E,1771,23,Chanvre ; peigné,Russie,16 090,2 896,12 195,,2 243 116,
Milewski,122E,1771,23,Chanvre ; en rames,Hollande,19 267,3 880,70 784,,2 243 116,
Milewski,122E,1771,23,Chanvre ; en rames,Nord,29 500,8 112,70 784,,2 243 116,
Milewski,122E,1771,23,Chanvre ; en rames,Russie,391 950,58 792,70 784,,2 243 116,
Milewski,122E,1771,24,Charbon ; de bois,Allemagne,891,32 999,38 094,,2 552 484,
Milewski,122E,1771,24,Charbon ; de bois,Espagne,78 300,1 957,38 094,,2 552 484,
Milewski,122E,1771,24,Charbon ; de bois,Savoye,523,3 138,38 094,,2 552 484,
Milewski,122E,1771,24,Charbon ; de terre,Allemagne,22 830,136 980,2 514 390,,2 552 484,
Milewski,122E,1771,24,Charbon ; de terre,Angleterre,11 364,,2 514 390,,2 552 484,
Milewski,122E,1771,24,Charbon ; de terre,Angleterre,1 259,,2 514 390,,2 552 484,
Milewski,122E,1771,24,Charbon ; de terre,Angleterre,3 061,1 134 150,2 514 390,,2 552 484,3 qtités pour Angleterre
Milewski,122E,1771,24,Charbon ; de terre,Flandre,204 260,1 225 563,2 514 390,,2 552 484,
Milewski,122E,1771,24,Charbon ; de terre,Hollande,7 261,17 697,2 514 390,,2 552 484,
Milewski,122E,1771,24,Chaux,Allemagne,124,1 527,,,3 574,
Milewski,122E,1771,24,Chaux,Flandre,136,2 047,,,3 574,
Milewski,122E,1771,24,Chevaux,Allemagne,557,83 550,,,702 510,
Milewski,122E,1771,24,Chevaux,Angleterre,912,,,,702 510,
Milewski,122E,1771,24,Chevaux,Angleterre,2,447 800,,,702 510,2 qtités pour Angleterre
Milewski,122E,1771,24,Chevaux,Flandre,204,75 080,,,702 510,
Milewski,122E,1771,24,Chevaux,Hollande,48,28 800,,,702 510,
Milewski,122E,1771,24,Chevaux,Savoye,54,,,,702 510,
Milewski,122E,1771,24,Chevaux,Savoye,88,16 900,,,702 510,2 qtités pour Savoye
Milewski,122E,1771,24,Chevaux,Suisse,333,50 380,,,702 510,
Milewski,122E,1771,24,Cheveux,Suisse,730,7 920,,,,
Milewski,122E,1771,24,Chevres,Geneve,180,1 800,,,3 963,
Milewski,122E,1771,24,Chevres,Savoye,309,2 163,,,3 963,
Milewski,122E,1771,25,Chevrons,Angleterre,,,,,,
Milewski,122E,1771,25,Chocolat,Espagne,1 368,3 809,,,26 839,
Milewski,122E,1771,25,Chocolat,Italie,8 302,16 604,,,26 839,
Milewski,122E,1771,25,Chocolat,Naples,960,1 920,,,26 839,
Milewski,122E,1771,25,Chocolat,Genes,960,1 920,,,26 839,
Milewski,122E,1771,25,Chocolat,Portugal,1 293,2 586,,,26 839,
Milewski,122E,1771,25,Chocolat,Savoye,,,,,26 839,
Milewski,122E,1771,25,Cinabre,Hollande,15 072,47 038,,,,
Milewski,122E,1771,25,Cire ; à cachetter,Espagne,345,1 380,,,1 476 965,
Milewski,122E,1771,25,Cire ; jaune,Hollande,8 322,14 441,1 475 585,,1 476 965,
Milewski,122E,1771,25,Cire ; jaune,Italie,900,1 350,1 475 585,,1 476 965,
Milewski,122E,1771,25,Cire ; jaune,Naples,2 000,3 000,1 475 585,,1 476 965,
Milewski,122E,1771,25,Cire ; jaune,Levant,568 091,852 136,1 475 585,,1 476 965,
Milewski,122E,1771,25,Cire ; jaune,Nord,295 769,583 858,1 475 585,,1 476 965,
Milewski,122E,1771,25,Cire ; jaune,Russie,8 095,16 150,1 475 585,,1 476 965,
Milewski,122E,1771,25,Cire ; jaune,Isles,3 100,4 650,1 475 585,,1 476 965,
Milewski,122E,1771,25,Citrons et oranges,Espagne,1 191 869,45 532,,,568 318,
Milewski,122E,1771,25,Citrons et oranges,Flandre,150 450,11 193,,,568 318,
Milewski,122E,1771,25,Citrons et oranges,Genes,9 111 250,232 002,,,568 318,
Milewski,122E,1771,25,Citrons et oranges,Levant,2 383 000,35 745,,,568 318,
Milewski,122E,1771,25,Citrons et oranges,Portugal,4 306 020,215 301,,,568 318,
Milewski,122E,1771,25,Citrons et oranges,Savoye,1 903 000,28 545,,,568 318,
Milewski,122E,1771,25,Clous de fer,Allemagne,297 495,74 374,,,159 273,
Milewski,122E,1771,25,Clous de fer,Espagne,15 875,1 587,,,159 273,
Milewski,122E,1771,25,Clous de fer,Flandre,23 830,5 957,,,159 273,
Milewski,122E,1771,25,Clous de fer,Hollande,251 933,64 377,,,159 273,
Milewski,122E,1771,26,Clous de fer,Russie,10 000,2 500,,,159 273,
Milewski,122E,1771,26,Clous de fer,Suede,41 670,10 478,,,159 273,
Milewski,122E,1771,26,Cochenille,Italie,397,7 146,,,2 102 898,
Milewski,122E,1771,26,Cochenille,Angleterre,552,16 560,,,2 102 898,
Milewski,122E,1771,26,Cochenille,Espagne,95 921,2 004 358,,,2 102 898,
Milewski,122E,1771,26,Cochenille,Hollande,1 207,40 220,,,2 102 898,
Milewski,122E,1771,26,Cochenille,Genes,1 923,34 614,,,2 102 898,
Milewski,122E,1771,26,Cocos,Hollande,190,3 420,,,18 202,
Milewski,122E,1771,26,Cocos,Portugal,218,14 782,,,18 202,
Milewski,122E,1771,26,Cocons de soye,Genes,2 440,3 660,,,210 787,
Milewski,122E,1771,26,Cocons de soye,Savoye,138 085,207 127,,,210 787,
Milewski,122E,1771,26,Colle ; forte,Espagne,9 755,6 030,160 267,,210 618,
Milewski,122E,1771,26,Colle ; forte,Hollande,312 162,154 237,160 267,,210 618,
Milewski,122E,1771,26,Colle ; de poisson,Flandre,1 593,9 558,50 351,,210 618,
Milewski,122E,1771,26,Colle ; de poisson,Hollande,2 704,16 028,50 351,,210 618,
Milewski,122E,1771,26,Colle ; de poisson,Nord,208,1 248,50 351,,210 618,
Milewski,122E,1771,26,Colle ; de poisson,Russie,4 703,23 517,50 351,,210 618,
Milewski,122E,1771,26,Colombine,Espagne,323 900,16 195,,,20 104,
Milewski,122E,1771,26,Colombine,Genes,40 000,2 000,,,20 104,
Milewski,122E,1771,26,Colombine,Portugal,38 190,1 909,,,20 104,
Milewski,122E,1771,26,Coloquintes,Espagne,3 990,3 990,,,,
Milewski,122E,1771,26,Confitures,Allemagne,3 468,3 468,,,40 923,
Milewski,122E,1771,26,Confitures,Italie,3 370,3 370,,,40 923,
Milewski,122E,1771,26,Confitures,Genes,22 633,22 633,,,40 923,
Milewski,122E,1771,26,Confitures,Savoye,2 053,2 053,,,40 923,
Milewski,122E,1771,26,Confitures,Isles,12 797,9 399,,,40 923,
Milewski,122E,1771,27,Conterie,Italie,20 773,20 773,,,61 213,
Milewski,122E,1771,27,Conterie,Genes,7 200,7 200,,,61 213,
Milewski,122E,1771,27,Conterie,Venise,33 240,33 240,,,61 213,
Milewski,122E,1771,27,Coquilles ; de mer,Isles,221,2 210,,,3 242,
Milewski,122E,1771,27,Coquilles ; de nacres,Hollande,500,1 032,,,3 242,
Milewski,122E,1771,27,Corail ; brut,Levant,16 400,2 460,,,2 460,
Milewski,122E,1771,27,Cordages ; d'auf,Espagne,94 980,9 498,,,130 437,
Milewski,122E,1771,27,Cordages ; de chanvre,Espagne,6 000,1 800,90 027,,130 437,
Milewski,122E,1771,27,Cordages ; de chanvre,Hollande,3 210,1 115,90 027,,130 437,
Milewski,122E,1771,27,Cordages ; de chanvre,Italie,27 050,8 115,90 027,,130 437,
Milewski,122E,1771,27,Cordages ; de chanvre,Naples,7 040,2 112,90 027,,130 437,
Milewski,122E,1771,27,Cordages ; de chanvre,Genes,7 865,2 359,90 027,,130 437,
Milewski,122E,1771,27,Cordages ; de chanvre,Savoye,236 640,70 992,90 027,,130 437,
Milewski,122E,1771,27,Cordages ; de chanvre,Suede,11 780,3 534,90 027,,130 437,
Milewski,122E,1771,27,Cordages ; d'espars,Espagne,4 416,30 912,,,130 437,
Milewski,122E,1771,27,Cordes à boyaux,Allemagne,114,2 280,,,6 600,
Milewski,122E,1771,27,Cordes à boyaux,Italie,200,1 200,,,6 600,
Milewski,122E,1771,27,Cordes à boyaux,Naples,520,3 120,,,6 600,
Milewski,122E,1771,27,Cornes ; de beuf,Allemagne,7 550,1 510,4 801,,30 530,
Milewski,122E,1771,27,Cornes ; de beuf,Angleterre,32 913,3 291,4 801,,30 530,
Milewski,122E,1771,27,Cornes ; à lanternes,Flandre,3 075,4 612,8 924,,30 530,
Milewski,122E,1771,27,Cornes ; à lanternes,Hollande,2 875,4 312,8 924,,30 530,
Milewski,122E,1771,27,Cornes ; de mouton,Espagne,88 545,8 854,16 805,,30 530,
Milewski,122E,1771,27,Cornes ; de mouton,Venise,17 000,1 700,16 805,,30 530,
Milewski,122E,1771,27,Cornes ; de mouton,Portugal,12 050,1 205,16 805,,30 530,
Milewski,122E,1771,27,Cornes ; de mouton,Savoye,62 300,5 046,16 805,,30 530,
Milewski,122E,1771,27,Coton ; filé,Allemagne,1 564,3 128,2 076 305,,13 460 061,
Milewski,122E,1771,27,Coton ; filé,Naples,16 420,17 976,2 076 305,,13 460 061,
Milewski,122E,1771,27,Coton ; filé,Genes,13 380,14 718,2 076 305,,13 460 061,
Milewski,122E,1771,27,Coton ; filé,Venise,1 500,1 650,2 076 305,,13 460 061,
Milewski,122E,1771,27,Coton ; filé,Levant,1 846 820,2 031 502,2 076 305,,13 460 061,
Milewski,122E,1771,27,Coton ; filé,Portugal,550,1 650,2 076 305,,13 460 061,
Milewski,122E,1771,27,Coton ; filé,Savoye,5 681,5 681,2 076 305,,13 460 061,
Milewski,122E,1771,28,Coton ; en laine,Flandre,8 087,11 321,11 383 756,,13 460 061,
Milewski,122E,1771,28,Coton ; en laine,Hollande,38 420,53 788,11 383 756,,13 460 061,
Milewski,122E,1771,28,Coton ; en laine,Levant,6 693 180,6 693 180,11 383 756,,13 460 061,
Milewski,122E,1771,28,Coton ; en laine,Nord,3 300,4 620,11 383 756,,13 460 061,
Milewski,122E,1771,28,Coton ; en laine,Portugal,398 943,598 414,11 383 756,,13 460 061,
Milewski,122E,1771,28,Coton ; en laine,Isles,3 220 815,4 022 433,11 383 756,,13 460 061,
Milewski,122E,1771,28,Couffes à boulanger,Savoye,80,1 600,,,,
Milewski,122E,1771,28,Couperose,Angleterre,597 380,50 095,,,256 908,
Milewski,122E,1771,28,Couperose,Flandre,934 545,87 666,,,256 908,
Milewski,122E,1771,28,Couperose,Hollande,1 141 257,103 905,,,256 908,
Milewski,122E,1771,28,Couperose,Naples,12 700,1 143,,,256 908,
Milewski,122E,1771,28,Couperose,Nord,73 052,12 803,,,256 908,
Milewski,122E,1771,28,Couperose,Savoye,14 400,1 296,,,256 908,
Milewski,122E,1771,28,Courdouans,Venise,600,12 000,,,22 740,
Milewski,122E,1771,28,Courdouans,Levant,537,10 740,,,22 740,
Milewski,122E,1771,28,Couteaux,Allemagne,1 440,2 880,,,11 172,
Milewski,122E,1771,28,Couteaux,Hollande,5 528,8 292,,,11 172,
Milewski,122E,1771,28,Couvertures ; de coton,Italie,500,1 250,17 720,,26 726,
Milewski,122E,1771,28,Couvertures ; de coton,Naples,6 800,10 200,17 720,,26 726,
Milewski,122E,1771,28,Couvertures ; de coton,Levant,348,6 270,17 720,,26 726,
Milewski,122E,1771,28,Couvertures ; de laine,Espagne,547,9 006,,,26 726,
Milewski,122E,1771,28,Crayons,Hollande,9 399,2 819,,,,
Milewski,122E,1771,29,Crème de tartre,Hollande,6 210,2 829,,,4 209,
Milewski,122E,1771,29,Crème de tartre,Italie,3 450,1 380,,,4 209,
Milewski,122E,1771,29,Creusets,Allemagne,3 010,1 505,,,6 914,
Milewski,122E,1771,29,Creusets,Hollande,7 482,2 244,,,6 914,
Milewski,122E,1771,29,Creusets,Nord,10 550,3 165,,,6 914,
Milewski,122E,1771,29,Crin,Allemagne,1 775,1 547,,,119 994,
Milewski,122E,1771,29,Crin,Espagne,7 000,7 000,,,119 994,
Milewski,122E,1771,29,Crin,Hollande,15 409,12 849,,,119 994,
Milewski,122E,1771,29,Crin,Naples,15 788,11 841,,,119 994,
Milewski,122E,1771,29,Crin,Levant,31 775,23 830,,,119 994,
Milewski,122E,1771,29,Crin,Nord,38 540,20 570,,,119 994,
Milewski,122E,1771,29,Crin,Russie,62 320,31 660,,,119 994,
Milewski,122E,1771,29,Crin,Savoye,8 885,6 663,,,119 994,
Milewski,122E,1771,29,Crin,Suisse,5 735,4 034,,,119 994,
Milewski,122E,1771,29,Cuirs ; de beuf ; en poil,Angleterre,13 056,195 520,3 258 782,3 265 023,3 287 414,
Milewski,122E,1771,29,Cuirs ; de beuf ; en poil,Espagne,25 432,353 829,3 258 782,3 265 023,3 287 414,
Milewski,122E,1771,29,Cuirs ; de beuf ; en poil,Flandre,459,6 885,3 258 782,3 265 023,3 287 414,
Milewski,122E,1771,29,Cuirs ; de beuf ; en poil,Hollande,13 307,189 785,3 258 782,3 265 023,3 287 414,
Milewski,122E,1771,29,Cuirs ; de beuf ; en poil,Italie,985,13 790,3 258 782,3 265 023,3 287 414,
Milewski,122E,1771,29,Cuirs ; de beuf ; en poil,Naples,320,4 480,3 258 782,3 265 023,3 287 414,
Milewski,122E,1771,29,Cuirs ; de beuf ; en poil,Genes,8 739,122 346,3 258 782,3 265 023,3 287 414,
Milewski,122E,1771,29,Cuirs ; de beuf ; en poil,Levant,115 831,1 621 634,3 258 782,3 265 023,3 287 414,
Milewski,122E,1771,29,Cuirs ; de beuf ; en poil,Portugal,15 790,231 172,3 258 782,3 265 023,3 287 414,
Milewski,122E,1771,29,Cuirs ; de beuf ; en poil,Savoye,1 948,27 270,3 258 782,3 265 023,3 287 414,
Milewski,122E,1771,29,Cuirs ; de beuf ; en poil,Isles,37 776,492 071,3 258 782,3 265 023,3 287 414,
Milewski,122E,1771,29,Cuirs ; de beuf ; tannés,Allemagne,4 085,3 745,6 241,3 265 023,3 287 414,
Milewski,122E,1771,29,Cuirs ; de beuf ; tannés,Isles,4 160,2 496,6 241,3 265 023,3 287 414,
Milewski,122E,1771,29,Cuirs ; de Russie,Hollande,673,10 105,14 091,,3 287 414,
Milewski,122E,1771,29,Cuirs ; de Russie,Russie,,3 986,14 091,,3 287 414,
Milewski,122E,1771,30,Cuirs ; de vache ; en poil,Hollande,375,4 500,8 300,8 300,3 287 414,
Milewski,122E,1771,30,Cuirs ; de vache ; en poil,Savoye,380,3 800,8 300,8 300,3 287 414,
Milewski,122E,1771,30,"Cuivre, ?",Allemagne,757,1 210,,,1 708 194,Le total aurait dû être 1 708 189
Milewski,122E,1771,30,Cuivre; ??,Hollande,175 779,180 675,199 061,,1 708 194,
Milewski,122E,1771,30,Cuivre; ??,Nord,16 715,18 386,199 061,,1 708 194,
Milewski,122E,1771,30,Cuivre; ???,Allemagne,1 768,2 652,133 956,,1 708 194,
Milewski,122E,1771,30,Cuivre; ???,Flandre,87 536,131 304,133 956,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en feuilles,Danemark,15 315,20 600,45 231,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en feuilles,Hollande,18 947,24 631,45 231,,1 708 194,
Milewski,122E,1771,30,Cuivre ; forgé,Allemagne,15 700,25 120,,,1 708 194,
Milewski,122E,1771,30,Cuivre; ?,Allemagne,352 678,405 599,441 583,,1 708 194,
Milewski,122E,1771,30,Cuivre; ?,Flandre,28 787,35 984,441 583,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en hopitaux,Hollande,1 386,2 494,,,1 708 194,
Milewski,122E,1771,30,Cuivre ; jaune,Hollande,64 405,88 532,,,1 708 194,
Milewski,122E,1771,30,Cuivre ; ouvré,Allemagne,2 811,4 038,36 976,,1 708 194,
Milewski,122E,1771,30,Cuivre ; ouvré,Hollande,21 565,32 938,36 976,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en planches,Allemagne,6 911,9 675,365 906,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en planches,Flandre,725,1 087,365 906,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en planches,Hollande,17 934,26 775,365 906,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en planches,Nord,155 774,233 660,365 906,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en planches,Suede,44 710,67 037,365 906,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en planches,Suisse,18 448,27 672,365 906,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en plateaux,Flandre,,1 680,,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en platines,Hollande,16 324,18 810,,,1 708 194,
Milewski,122E,1771,30,Cuivre ; rouge,Allemagne,6 525,9 787,,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en rozette,Allemagne,1 796,3 188,56 556,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en rozette,Danemark,7 112,9 245,56 556,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en rozette,Hollande,14 620,14 620,56 556,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en rozette,Nord,19 125,24 099,56 556,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en rozette,Suisse,3 603,5 404,56 556,,1 708 194,
Milewski,122E,1771,30,Cuivre ; en serrures,Nord,4 285,10 712,,,1 708 194,
Milewski,122E,1771,30,Cuivre ; tangoul,Espagne,119 503,119 503,215 609,,1 708 194,
Milewski,122E,1771,30,Cuivre ; tangoul,Levant,80 865,72 778,215 609,,1 708 194,
Milewski,122E,1771,30,Cuivre ; tangoul,Nord,11 040,9 936,215 609,,1 708 194,
Milewski,122E,1771,30,Cuivre ; tangoul,Suede,14 880,13 392,215 609,,1 708 194,
Milewski,122E,1771,31,Cuivre ; vieux,Allemagne,4 358,4 064,54 971,,1 708 194,Le sous-total aurait dû être 54 966
Milewski,122E,1771,31,Cuivre ; vieux,Hollande,45 970,41 372,54 971,,1 708 194,
Milewski,122E,1771,31,Cuivre ; vieux,Genes,3 200,2 200,54 971,,1 708 194,
Milewski,122E,1771,31,Cuivre ; vieux,Levant,3 888,3 110,54 971,,1 708 194,
Milewski,122E,1771,31,Cuivre ; vieux,Isles,4 528,4 220,54 971,,1 708 194,
Milewski,122E,1771,31,Cumin,Hollande,73 400,11 744,,,,
Milewski,122E,1771,31,Curcuma,Hollande,14 239,8 296,,,,
Milewski,122E,1771,31,Dattes,Levant,87 390,19 458,,,,
Milewski,122E,1771,31,Dents ; d'elephant,Flandre,9 557,23 892,164 152,,174 395,
Milewski,122E,1771,31,Dents ; d'elephant,Hollande,32 142,90 705,164 152,,174 395,
Milewski,122E,1771,31,Dents ; d'elephant,Italie,1 250,12 500,164 152,,174 395,
Milewski,122E,1771,31,Dents ; d'elephant,Levant,375,3 750,164 152,,174 395,
Milewski,122E,1771,31,Dents ; d'elephant,Portugal,9 272,33 305,164 152,,174 395,
Milewski,122E,1771,31,Dents ; de morphet,Isles,5 183,10 243,,,174 395,
Milewski,122E,1771,31,Dentelle ; de fil ; blanc,Flandre,369,295 756,317 156,350 606,352 706,
Milewski,122E,1771,31,Dentelle ; de fil ; blanc,Naples,214,21 400,317 156,350 606,352 706,
Milewski,122E,1771,31,Dentelle ; de fil ; communs,Savoye,381,1 525,,350 606,352 706,
Milewski,122E,1771,31,Dentelle ; de fil ; grosse,Suisse,651,31 925,,350 606,352 706,
Milewski,122E,1771,32,Dentelle ; de soie,Allemagne,6,2 100,,,352 706,
Milewski,122E,1771,32,Devidoirs,Flandre,,2 595,,,,
Milewski,122E,1771,32,Dominoterie,Flandre,347,3 470,,,,
Milewski,122E,1771,32,Dorure fine,Savoye,120,12 000,,,,
Milewski,122E,1771,32,Dragées,Allemagne,2 260,2 260,,,,
Milewski,122E,1771,33,Drap ; d'hollande,Hollande,126,2 348,2 348,,90 701,
Milewski,122E,1771,34,Drap ; draperie ; droguet,Hollande,516,1 548,88 353,,90 701,
Milewski,122E,1771,34,Drap ; draperie ; ordinaire,Espagne,10 765,53 825,55 365,88 353,90 701,
Milewski,122E,1771,34,Drap ; draperie ; ordinaire,Genes,360,1 540,55 365,88 353,90 701,
Milewski,122E,1771,34,Drap ; draperie ; petite,Italie,970,2 910,13 815,88 353,90 701,
Milewski,122E,1771,34,Drap ; draperie ; petite,Naples,1 100,3 300,13 815,88 353,90 701,
Milewski,122E,1771,34,Drap ; draperie ; petite,Levant,2 535,7 605,13 815,88 353,90 701,
Milewski,122E,1771,37,Drap ; draperie ; ratine,Geneve,117,1 170,17 625,88 353,90 701,
Milewski,122E,1771,37,Drap ; draperie ; ratine,Hollande,1 645,16 455,17 625,88 353,90 701,
Milewski,122E,1771,37,Drapeaux vieux,Savoye,117 630,4 728,,,,
Milewski,122E,1771,37,Droguerie,Espagne,10 765,10 765,,,140 422,
Milewski,122E,1771,37,Droguerie,Flandre,1 311,2 623,,,140 422,
Milewski,122E,1771,37,Droguerie,Hollande,49 262,59 359,,,140 422,
Milewski,122E,1771,37,Droguerie,Italie,2 095,2 095,,,140 422,
Milewski,122E,1771,37,Droguerie,Levant,47 975,47 975,,,140 422,
Milewski,122E,1771,37,Droguerie,Portugal,8 400,8 400,,,140 422,
Milewski,122E,1771,37,Droguerie,Savoye,1 600,1 600,,,140 422,
Milewski,122E,1771,37,Droguerie,Geneve,7 605,7 605,,,140 422,
Milewski,122E,1771,37,Eau ; de Cologne,Flandre,,1 403,,,29 343,
Milewski,122E,1771,37,Eau ; de fl. D'orange,Italie,5 436,3 702,23 245,,29 343,
Milewski,122E,1771,37,Eau ; de fl. D'orange,Genes,19 380,9 690,23 245,,29 343,
Milewski,122E,1771,37,Eau ; de fl. D'orange,Levant,14 250,7 125,23 245,,29 343,
Milewski,122E,1771,37,Eau ; de fl. D'orange,Savoye,6 820,2 728,23 245,,29 343,
Milewski,122E,1771,37,Eau ; forte,Angleterre,3 200,3 200,,,29 343,
Milewski,122E,1771,39,Eau ; de la R. d'Hongrie,Hollande,598,1 495,,,29 343,
Milewski,122E,1771,40,Eau de vie,Allemagne,42,10 678,,,6 019 568,
Milewski,122E,1771,40,Eau de vie,Espagne,1 138,,,,6 019 568,
Milewski,122E,1771,40,Eau de vie,Espagne,408,,,,6 019 568,
Milewski,122E,1771,40,Eau de vie,Espagne,29 650,,,,6 019 568,
Milewski,122E,1771,40,Eau de vie,Espagne,1 645 228,5 984 397,,,6 019 568,4 qtités pour Espagne
Milewski,122E,1771,40,Eau de vie,Hollande,68,,,,6 019 568,
Milewski,122E,1771,40,Eau de vie,Hollande,7 200,16 870,,,6 019 568,2 qtités pour hollande
Milewski,122E,1771,40,Eau de vie,Venise,20 000,5 000,,,6 019 568,
Milewski,122E,1771,40,Eau de vie,Savoye,10 495,2 623,,,6 019 568,
Milewski,122E,1771,40,Ecaille ; de cahouanne,Flandre,275,1 925,5 521,,193 480,
Milewski,122E,1771,40,Ecaille ; de cahouanne,Isles,899,3 596,5 521,,193 480,
Milewski,122E,1771,40,Ecaille ; de tortue,Allemagne,,31 940,187 959,,193 480,
Milewski,122E,1771,40,Ecaille ; de tortue,Espagne,764,9 168,187 959,,193 480,
Milewski,122E,1771,40,Ecaille ; de tortue,Flandre,1 329,15 948,187 959,,193 480,
Milewski,122E,1771,40,Ecaille ; de tortue,Hollande,3 633,37 216,187 959,,193 480,
Milewski,122E,1771,40,Ecaille ; de tortue,Isles,10 525,93 687,187 959,,193 480,
Milewski,122E,1771,40,Echalats,Allemagne,36,2 190,,,,
Milewski,122E,1771,40,Ecorce de chesne,Allemagne,68,2 724,,,8 106,
Milewski,122E,1771,40,Ecorce de chesne,Flandre,1 714,5 382,,,8 106,
Milewski,122E,1771,40,Email,Allemagne,1 338,1 069,,,,
Milewski,122E,1771,40,Encens,Levant,3 610,2 166,,,,
Milewski,122E,1771,40,Epicerie,Hollande,213 214,447 513,,,448 913,
Milewski,122E,1771,40,Epicerie,Italie,700,1 400,,,448 913,
Milewski,122E,1771,40,Eponges,Allemagne,7 499,7 499,,,47 430,
Milewski,122E,1771,40,Eponges,Flandre,400,2 400,,,47 430,
Milewski,122E,1771,40,Eponges,Levant,37 531,37 531,,,47 430,
Milewski,122E,1771,40,Escabilles,Flandre,17,1 700,,,,
Milewski,122E,1771,40,Escayolles,Levant,159 720,15 972,,,,
Milewski,122E,1771,42,Escortins,Espagne,201,1 606,,,,
Milewski,122E,1771,42,Espars,Espagne,1 567,62 680,,,,
Milewski,122E,1771,42,Esprit ; de bergamottes,Hollande,150,2 250,84 741,,102 081,
Milewski,122E,1771,42,Esprit ; de bergamottes,Italie,200,3 000,84 741,,102 081,
