numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,DoubleAccounts
751,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; espagnolette,Suisse,6221,3.37E7,64981,1.04E7,,0
752,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; flanelle,Allemagne,2747,3.37E7,24696,1.04E7,,0
753,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; flanelle,Danemark,2000,3.37E7,24696,1.04E7,,0
754,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; flanelle,Espagne,10741,3.37E7,24696,1.04E7,,0
755,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; flanelle,Flandre,1808,3.37E7,24696,1.04E7,,0
756,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; flanelle,Italie,3228,3.37E7,24696,1.04E7,,0
757,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; flanelle,Levant,1000,3.37E7,24696,1.04E7,,0
758,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; flanelle,Savoye,3172,3.37E7,24696,1.04E7,,0
759,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; molton,Allemagne,5260,3.37E7,39481,1.04E7,,0
760,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; molton,Espagne,6213,3.37E7,39481,1.04E7,,0
761,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; molton,Portugal,2310,3.37E7,39481,1.04E7,,0
762,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; molton,Suisse,25698,3.37E7,39481,1.04E7,,0
763,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; ordinaire,Allemagne,598626,3.37E7,6293101,1.04E7,,0
764,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; ordinaire,Espagne,374319,3.37E7,6293101,1.04E7,,0
765,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; ordinaire,Flandre,11958,3.37E7,6293101,1.04E7,,0
766,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; ordinaire,Hollande,1221,3.37E7,6293101,1.04E7,,0
767,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; ordinaire,Italie,861810,3.37E7,6293101,1.04E7,,0
768,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; ordinaire,Naples,304570,3.37E7,6293101,1.04E7,,0
769,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; ordinaire,Genes,280805,3.37E7,6293101,1.04E7,,0
770,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; ordinaire,Levant,141665,3.37E7,6293101,1.04E7,,0
771,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; ordinaire,Portugal,1428,3.37E7,6293101,1.04E7,,0
772,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; ordinaire,Savoye,1265813,3.37E7,6293101,1.04E7,,0
773,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; ordinaire,Suisse,2419014,3.37E7,6293101,1.04E7,,0
774,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,28,Drap ; draperie ; ordinaire,Guinée,31872,3.37E7,6293101,1.04E7,,0
775,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; petite,Allemagne,224898,3.37E7,1402513,1.04E7,,0
776,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; petite,Angleterre,2400,3.37E7,1402513,1.04E7,,0
777,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; petite,Espagne,584830,3.37E7,1402513,1.04E7,,0
778,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; petite,Flandre,189510,3.37E7,1402513,1.04E7,,0
779,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; petite,Italie,151388,3.37E7,1402513,1.04E7,,0
780,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; petite,Naples,93440,3.37E7,1402513,1.04E7,,0
781,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; petite,Genes,49610,3.37E7,1402513,1.04E7,,0
782,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; petite,Venise,2400,3.37E7,1402513,1.04E7,,0
783,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; petite,Levant,38762,3.37E7,1402513,1.04E7,,0
784,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; petite,Portugal,8770,3.37E7,1402513,1.04E7,,0
785,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; petite,Savoye,19857,3.37E7,1402513,1.04E7,,0
786,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; petite,Suisse,34018,3.37E7,1402513,1.04E7,,0
787,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; petite,Isles,2630,3.37E7,1402513,1.04E7,,0
788,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; pinchina,Flandre,8000,3.37E7,,1.04E7,,0
789,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; ratine,Suisse,319480,3.37E7,,1.04E7,,0
790,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; raz de maroc,Allemagne,388000,3.37E7,1157658,1.04E7,,0
791,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; raz de maroc,Espagne,39124,3.37E7,1157658,1.04E7,,0
792,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; raz de maroc,Flandre,51348,3.37E7,1157658,1.04E7,,0
793,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; raz de maroc,Italie,114150,3.37E7,1157658,1.04E7,,0
794,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; raz de maroc,Genes,15600,3.37E7,1157658,1.04E7,,0
795,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; raz de maroc,Portugal,389828,3.37E7,1157658,1.04E7,,0
796,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; raz de maroc,Savoye,92152,3.37E7,1157658,1.04E7,,0
797,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; raz de maroc,Suisse,67456,3.37E7,1157658,1.04E7,,0
798,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; serge,Allemagne,338311,3.37E7,697864,1.04E7,,0
799,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; serge,Espagne,140399,3.37E7,697864,1.04E7,,0
800,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; serge,Flandre,123774,3.37E7,697864,1.04E7,,0
801,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; serge,Hollande,46724,3.37E7,697864,1.04E7,,0
802,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; serge,Italie,13972,3.37E7,697864,1.04E7,,0
803,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; serge,Portugal,13326,3.37E7,697864,1.04E7,,0
804,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; serge,Savoye,5696,3.37E7,697864,1.04E7,,0
805,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; serge,Suisse,10872,3.37E7,697864,1.04E7,,0
806,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; serge,Isles,4790,3.37E7,697864,1.04E7,,0
807,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drap ; draperie ; sergette,Suisse,17950,3.37E7,,,,0
808,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drogueries,Allemagne,32887,290990,,,,0
809,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drogueries,Angleterre,1124,290990,,,,0
810,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drogueries,Danemark,7800,290990,,,,0
811,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drogueries,Espagne,108450,290990,,,,0
812,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drogueries,Flandre,4185,290990,,,,0
813,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drogueries,Hollande,14080,290990,,,,0
814,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drogueries,Italie,8355,290990,,,,0
815,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,29,Drogueries,Naples,16149,290990,,,,0
816,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Drogueries,Genes,12196,290990,,,,0
817,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Drogueries,Levant,5000,290990,,,,0
818,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Drogueries,Nord,1940,290990,,,,0
819,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Drogueries,Savoye,12115,290990,,,,0
820,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Drogueries,Suisse,63057,290990,,,,0
821,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Drogueries,Isles,3652,290990,,,,0
822,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; de Barbades,Naples,1986,57607,,,,0
823,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; de Carmes,Espagne,6327,57607,,,,0
824,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; de fleur d'orange,Nord,2715,57607,,,,0
825,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; forte,Espagne,3537,57607,7899,,,0
826,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; forte,Genes,1629,57607,7899,,,0
827,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; forte,Savoye,2733,57607,7899,,,0
828,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; de raisins,Italie,1000,57607,3237,,,0
829,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; de raisins,Savoye,2237,57607,3237,,,0
830,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; de la Reine d'Hongrie,Espagne,2768,57607,20640,,,0
831,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; de la Reine d'Hongrie,Hollande,3183,57607,20640,,,0
832,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; de la Reine d'Hongrie,Italie,3570,57607,20640,,,0
833,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; de la Reine d'Hongrie,Naples,1382,57607,20640,,,0
834,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; de la Reine d'Hongrie,Genes,5240,57607,20640,,,0
835,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; de la Reine d'Hongrie,Levant,2279,57607,20640,,,0
836,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; de la Reine d'Hongrie,Savoye,2218,57607,20640,,,0
837,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; roze,Italie,1250,57607,2900,,,0
838,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; roze,Genes,1650,57607,2900,,,0
839,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; de senteur,Allemagne,10743,57607,11903,,,0
840,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau ; de senteur,Isles,1160,57607,11903,,,0
841,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Allemagne,513078,5012790,,,,0
842,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Angleterre,1727544,5012790,,,,0
843,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Danemark,199178,5012790,,,,0
844,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Espagne,272381,5012790,,,,0
845,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Flandre,86257,5012790,,,,0
846,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Hollande,559602,5012790,,,,0
847,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Italie,58274,5012790,,,,0
848,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Nord,780525,5012790,,,,0
849,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Portugal,8427,5012790,,,,0
850,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Russie,24360,5012790,,,,0
851,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Savoye,44483,5012790,,,,0
852,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Suède,142571,5012790,,,,0
853,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Suisse,1554,5012790,,,,0
854,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Isles,176326,5012790,,,,0
855,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,30,Eau de vie,Guinée,418230,5012790,,,,0
856,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Encens,Danemark,2248,38745,,,,0
857,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Encens,Espagne,1198,38745,,,,0
858,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Encens,Hollande,3258,38745,,,,0
859,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Encens,Italie,16303,38745,,,,0
860,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Encens,Naples,1404,38745,,,,0
861,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Encens,Genes,4871,38745,,,,0
862,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Encens,Venise,2881,38745,,,,0
863,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Encens,Nord,1522,38745,,,,0
864,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Encens,Savoye,5060,38745,,,,0
865,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Epicerie,Allemagne,31090,66378,,,,0
866,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Epicerie,Naples,5046,66378,,,,0
867,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Epicerie,Suisse,3676,66378,,,,0
868,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Epicerie,Isles,26566,66378,,,,0
869,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Epingles,Allemagne,11155,66349,,,,0
870,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Epingles,Espagne,44249,66349,,,,0
871,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Epingles,Flandre,3365,66349,,,,0
872,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Epingles,Italie,1450,66349,,,,0
873,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Epingles,Portugal,6130,66349,,,,0
874,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Eponges,Genes,1008,4215,,,,0
875,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Eponges,Savoye,1800,4215,,,,0
876,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Eponges,Suisse,1407,4215,,,,0
877,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,31,Esprit ; de citron,Genes,1200,1200,,,,0
879,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Essence,Naples,7080,17418,,,,0
880,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Essence,Nord,1950,17418,,,,0
881,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Essence,Savoye,8388,17418,,,,0
882,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Estampes,Allemagne,24480,97140,,,,0
883,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Estampes,Angleterre,23160,97140,,,,0
884,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Estampes,Espagne,42240,97140,,,,0
885,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Estampes,Flandre,6000,97140,,,,0
886,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Estampes,Nord,1260,97140,,,,0
887,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etaim ; ouvré,Allemagne,10324,105781,,,,0
888,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etaim ; ouvré,Espagne,7410,105781,,,,0
889,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etaim ; ouvré,Genes,5645,105781,,,,0
890,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etaim ; ouvré,Levant,67723,105781,,,,0
891,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etaim ; ouvré,Portugal,1887,105781,,,,0
892,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etaim ; ouvré,Savoye,1580,105781,,,,0
893,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etaim ; ouvré,Isles,7805,105781,,,,0
894,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etaim ; ouvré,Guinée,3407,105781,,,,0
895,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etamine ; buraite,Allemagne,180336,1955899,635156,,,0
896,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etamine ; buraite,Flandre,91360,1955899,635156,,,0
897,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etamine ; buraite,Hollande,2600,1955899,635156,,,0
898,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etamine ; buraite,Italie,269680,1955899,635156,,,0
899,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etamine ; buraite,Portugal,8320,1955899,635156,,,0
900,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etamine ; buraite,Savoye,11320,1955899,635156,,,0
901,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etamine ; buraite,Suisse,69790,1955899,635156,,,0
902,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etamine ; buraite,Isles,1750,1955899,635156,,,0
903,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etamine ; de laine,Allemagne,42624,1955899,859703,,,0
904,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etamine ; de laine,Espagne,627376,1955899,859703,,,0
905,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etamine ; de laine,Flandre,55824,1955899,859703,,,0
906,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etamine ; de laine,Portugal,34400,1955899,859703,,,0
907,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etamine ; de laine,Savoye,28320,1955899,859703,,,0
908,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,33,Etamine ; de laine,Suisse,51854,1955899,859703,,,0
