dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,problemes,unit_price
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Cuirs; De bœuf en poil,Sardaigne,"1 428,00","23,80",Quintal,Unité d'origine Livre,"-190,40","68,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,8,Cuivre,Marseille,"579,00","386,00",Livre,,"0,00","1,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Cuivre; En pain,Marseille,"5 056,00","5 056,00",Livre,,"0,00","1,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Cuivre; Fonds,Marseille,"155 868,00","155 868,00",Livre,,"0,00","1,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Droges; Diverses gommes d'Arabie,Marseille,"511,00","341,00",Livre,,"-0,50","1,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Droges; Odorantes; Encens,Marseille,"154,00","328,00",Livre,,"-10,00","0,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Entreveaux,15,Drogues,Etats du roi de Sardaigne,"105,00","84,00",Livre,,"0,00","1,2500000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Drogues diverses,Marseille,"326,00",,Valeur,,"326,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Chimiques; Eau forte,Marseille,"2 379,00","16,99",Quintal,Unité d'origine Livre,"0,40","140,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Chimiques; Sel,Marseille,"880,00","1 220,00",Livre,,"880,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Drogues; Diverses,Marseille,"527,00",,Valeur,,"527,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Drogues; Diverses,Marseille,"1 763,00",,Valeur,,"1 763,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Diverses,Marseille,"3 534,00","1 767,00",Livre,,"0,00","2,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Drogues; Diverses,Sardaigne,"120,00",,Valeur,,"120,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Médicinales; Alquifoux,Marseille,"2 101,00","105,04",Quintal,Unité d'origine Livre,"0,20","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Drogues; Médicinales; Beaume du Perou,Marseille,"420,00","17,50",Livre,,"0,00","24,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Médicinales; Beaume du Perou,Marseille,"294,00","10,50",Livre,,"0,00","28,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Drogues; Médicinales; Cassia lignea,Marseille,"505,00","202,00",Livre,,"0,00","2,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Médicinales; Cassia lignea,Marseille,"1 400,00","280,00",Livre,,"0,00","5,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Drogues; Médicinales; Cassie sèche,Marseille,"1 800,00","300,00",Livre,,"0,00","6,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Médicinales; Diverses,Marseille,"3 363,00",,Valeur,,"3 363,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Médicinales; Diverses,Sardaigne,"108,00",,Valeur,,"108,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Drogues; Médicinales; Manne,Marseille,"459,00","306,00",Livre,,"0,00","1,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Médicinales; Manne,Marseille,"4 396,00","2 931,00",Livre,,"-0,50","1,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Médicinales; Salsepareille,Marseille,"1 856,00","6,63",Quintal,Unité d'origine Livre,"-0,40","280,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Drogues; Médicinales; Storax liquide,Marseille,"414,00","138,00",Livre,,"0,00","3,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Médicinales; Sucre réglisse,Marseille,"910,00","13,01",Quintal,Unité d'origine Livre,"-0,70","70,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Métalliques argent,Marseille,"344,00","86,00",Livre,,"0,00","4,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Drogues; Pour peinture et teinture diverses,Marseille,"1 092,00",,Valeur,,"1 092,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Drogues; Pour peinture et teinture; Alquifoux,Marseille,"28 359,00","1 134,37",Quintal,Unité d'origine Livre,"-0,25","25,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Drogues; Pour peinture et teinture; Alquifoux,Sardaigne,"3 427,00","137,09",Quintal,Unité d'origine Livre,"-0,25","25,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Pour peinture et teinture; Alun,Marseille,"694,00","23,19",Quintal,Unité d'origine Livre,"-1,70","30,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Pour peinture et teinture; Azur,Marseille,"654,00","654,00",Livre,,"0,00","1,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Drogues; Pour peinture et teinture; Diverses,Marseille,"2 382,00",,Valeur,,"2 382,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Pour peinture et teinture; Diverses,Marseille,"3 405,00",,Valeur,,"3 405,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,17,Drogues; Pour peinture et teinture; Vitriol Bleu,Gênes,"1 370,00","20,00",Quintal,Unité d'origine Livre,"-10,00","69,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Drogues; Sperme,Marseille,"855,00","171,00",Livre,,"0,00","5,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Eau de fleur d'orange,Gênes,"1 267,00","845,00",Livre,,"-0,50","1,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Eau de fleur d'orange,Marseille,"135,00","90,00",Livre,,"0,00","1,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Eau de fleur d'orange,Sardaigne,"1 125,00","750,00",Livre,,"0,00","1,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Entreveaux,15,Eau de lavande,Etats du roi de Sardaigne,"150,00","120,00",Livre,,"0,00","1,2500000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Eau de vie,Marseille,"144,00","1,00",Muid,,"0,00","144,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Eau de vie,Marseille,"10 000,00","24 900,00",Pinte,Unités d'origine Pinte et Muid,"10 000,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Eau; De feuilles d'orange,Marseille,"249,00","830,00",Livre,,"0,00","0,3000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Eau; De fleur d'orange,Etats Ecclésiastiques,"187,00","125,00",Livre,,"-0,50","1,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Eau; De fleur d'orange,Gênes,"145,00","97,00",Livre,,"-0,50","1,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Eau; De fleur d'orange,Marseille,"838,00","559,00",Livre,,"-0,50","1,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Ecorce de bargamotte,Sardaigne,"150,00","750,00",Livre,,"0,00","0,2000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Engrais colombine,Gênes,"2 000,00","400,00",Quintal,Unité d'origine Livre,"0,00","5,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Engrais colombine,Marseille,"280,00","56,00",Quintal,Unité d'origine Livre,"0,00","5,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Epicerie poivre,Marseille,"958,00","639,00",Livre,,"-0,50","1,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Epicerie; Diverse,Marseille,"1 208,00",,Valeur,,"1 208,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Epicerie; Diverse,Marseille,"1 134,00",,Valeur,,"1 134,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Epicerie; Girofle,Marseille,"852,00","71,00",Livre,,"0,00","12,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Epicerie; Girofle,Marseille,"5 430,00","452,50",Livre,,"0,00","12,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Epicerie; Poivre,Marseille,"11 868,00","6 782,00",Livre,,"-0,50","1,7500000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Epicerie; Poivre,Marseille,"12 654,00","6 327,00",Livre,,"0,00","2,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Epicerie; Poivre giroflé,Marseille,"926,00","741,00",Livre,,"-0,25","1,2500000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Epicerie; Poivre giroflé,Marseille,"3 782,00","2 364,00",Livre,,"-0,40","1,6000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Eponge,Marseille,"597,00","199,00",Livre,,"0,00","3,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Essence; De citron,Gênes,"2 190,00","175,00",Livre,,"90,00","12,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Essence; De citron,Sardaigne,"3 360,00","280,00",Livre,,"0,00","12,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Essence; Diverse,Gênes,"1 040,00","260,00",Livre,,"0,00","4,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Essence; Diverse,Marseille,"728,00","182,00",Livre,,"0,00","4,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Essence; Diverse,Naples Sicile Parmes,"9 000,00","2 250,00",Livre,,"0,00","4,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Essence; Diverse,Sardaigne,"1 188,00","297,00",Livre,,"0,00","4,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Etain,Marseille,"312,00","4,17",Quintal,Unité d'origine Livre,"-0,75","75,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Etain,Marseille,"1 720,00","15,64",Quintal,Unité d'origine Livre,"-0,40","110,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Etoupe,Marseille,"517,00","57,50",Quintal,Unité d'origine Livre,"-0,50","9,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Etoupe,Marseille,"125,00","500,00",Livre,,"0,00","0,2500000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Etoupe noire,Marseille,"142,00","17,80",Quintal,Unité d'origine Livre,"-0,40","8,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Extrait D'odeur,Marseille,"13 008,00","1 084,00",Livre,,"0,00","12,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Extrait D'odeur,Marseille,"1 120,00","140,00",Livre,,"0,00","8,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Farine,Marseille,"2 151,00","107,55",Quintal,Unité d'origine Livre,"0,00","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Farine,Marseille,"7 950,00","317,99",Quintal,Unité d'origine Livre,"0,25","25,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Farine,Sardaigne,"11 115,00","494,00",Quintal,Unité d'origine Livre,"0,00","22,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Farine,Sardaigne,"6 393,00","319,65",Quintal,Unité d'origine Livre,"0,00","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Farine;,Gênes,"328,00","13,11",Quintal,Unité d'origine Livre,"0,25","25,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Farine; De gruau,Marseille,"17 760,00","444,00",Quintal,Unité d'origine Livre,"0,00","40,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fayence,Marseille,"722,00","24,05",Quintal,Unité d'origine Livre,"0,50","30,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fayence,Marseille,"10 311,00",,Valeur,,"10 311,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Barcelonette,13,Fer en barre,Etats du roi de Sardaigne,"3 270,00","109,00",Quintal,Unité d'origine Livre,"0,00","30,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Entreveaux,15,Fer ouvré,Etats du roi de Sardaigne,"108,00","180,00",Livre,,"54,00","0,3000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer;,Hollande,"133 000,00","3 800,00",Quintal,Unité d'origine Livre,"0,00","35,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer;,Marseille,"465,00","13,30",Quintal,Unité d'origine Livre,"-0,50","35,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer; Ancres,Marseille,"1 013,00","25,33",Quintal,Unité d'origine Livre,"-0,20","40,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer; Blanc,Marseille,"18 707,00","340,13",Quintal,Unité d'origine Livre,"-0,15","55,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer; Blanc,Suède,"14 955,00","271,91",Quintal,Unité d'origine Livre,"-0,05","55,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer; En barres,Gênes,"8 232,00","457,34",Quintal,Unité d'origine Livre,"-0,12","18,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer; En barres,Hollande,"15 660,00","870,00",Quintal,Unité d'origine Livre,"0,00","18,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer; En barres,Marseille,"81 708,00","4 539,34",Quintal,Unité d'origine Livre,"-0,12","18,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer; En barres,Milanes Toscane,"6 480,00","360,00",Quintal,Unité d'origine Livre,"0,00","18,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer; En barres,Suède,"41 398,00","2 299,90",Quintal,Unité d'origine Livre,"-0,20","18,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer; En cercles,Marseille,"2 971,00","148,56",Quintal,Unité d'origine Livre,"-0,20","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer; En tole,Marseille,"19 335,00","460,35",Quintal,Unité d'origine Livre,"0,30","42,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer; En tole,Sardaigne,"798,00","19,00",Quintal,Unité d'origine Livre,"0,00","42,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer; Feuillard,Marseille,"874,00","20,80",Quintal,Unité d'origine Livre,"0,40","42,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer; Ouvré,Marseille,"350,00","8,75",Quintal,Unité d'origine Livre,"0,00","40,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fer; Vieux,Marseille,"752,00","94,00",Quintal,Unité d'origine Livre,"0,00","8,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fers; Blanc,Marseille,"3 325,00","55,41",Quintal,Unité d'origine Livre,"0,40","60,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Fers; Divers,Marseille,"585,00",,Valeur,,"585,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Fers; Divers,Marseille,"618,00",,Valeur,,"618,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fers; Divers,Marseille,"730,00",,Valeur,,"730,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fers; Divers,Sardaigne,"654,00",,Valeur,,"654,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fers; En barres,Gênes,"9 300,00","372,00",Quintal,Unité d'origine Livre,"0,00","25,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Fers; En barres,Marseille,"2 326,00","136,80",Quintal,Unité d'origine Livre,"0,40","17,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Fers; En barres,Marseille,"4 335,00","254,99",Quintal,Unité d'origine Livre,"0,17","17,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fers; En barres,Marseille,"18 604,00","744,17",Quintal,Unité d'origine Livre,"-0,25","25,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Fers; En barres,Sardaigne,"613,00","36,00",Quintal,Unité d'origine Livre,"1,00","17,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fers; En barres,Sardaigne,"6 922,00","276,81",Quintal,Unité d'origine Livre,"1,75","25,0000000"
