numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
226,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,9,1789,Bayonne,Oleron,Champagne,Toile de bazin,Espagne,550,Aunes,"3,2500000","1 788,00","0,50",203,
227,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,9,1789,Bayonne,Oleron,Guyenne,Toile indienne,Espagne,102,Aunes,"3,5000000","357,00","0,00",32,
228,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,9,1789,Bayonne,Oleron,"Guyenne, Langedoc, Lyon et Etranger",Toile mousseline,Espagne,3581,Aunes,,"235 375,00",,"10108,5",Pas de prix unitaire
229,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,9,1789,Bayonne,Oleron,Beaujolais,Toile de fil bazin,Espagne,27,Pièces,"50,0000000","1 350,00","0,00",160,
230,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,9,1789,Bayonne,Oleron,Beaujolais,Toiles melées,Espagne,1,Valeur,"2 378,0000000","2 378,00","0,00",,En valeur
231,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,9,1789,Bayonne,Oleron,Bearn,Toile d'etoupe de lin,Espagne,5263,Aunes,"1,0000000","5 263,00","0,00",5074,
232,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,9,1789,Bayonne,Oleron,Bearn,Toile de lin,Espagne,4316,Aunes,"1,7500000","7 555,00","2,00",2604,
233,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,9,1789,Bayonne,Oleron,Amiens,Toile de lin royale,Espagne,32,Pièces,"75,0000000","2 400,00","0,00",356,
234,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,9,1789,Bayonne,Oleron,Bearn,Toile bougran,Espagne,808,Pièces,"3,5000000","2 828,00","0,00",2435,
235,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,9,1789,Bayonne,Oleron,,Verrerie diverse,Espagne,1,Valeur,"403,0000000","403,00","0,00",,En valeur
236,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,9,1789,Bayonne,Oleron,Bearn,Vin,Espagne,190,Pintes,"0,6000000","100,00","-14,00",,Erreur de calcul
237,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bierre,Espagne,,,,"600,00",,,Données difficilement déchiffrables
238,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Biscuit,Espagne,16800,Livres,,"2 520,00",,,Pas de prix unitaire
239,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bois de construction en planches de sapin,Espagne,166823,Livres,,"41 310,00",,,Pas de prix unitaire
240,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bois de construction en planches pour bordage,Espagne,,,,"2 108,00",,,
241,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bois de construction de pin (doublage de),Espagne,2000,Nombre,,"1 200,00",,,Pas de prix unitaire
242,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bois de contruction en perche et avirons,Espagne,40,Perches,,"120,00",,,Pas de prix unitaire
243,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bois de contruction en perche et avirons,Portugal,65,Avirons,,"202,00",,,Pas de prix unitaire
244,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bois de contruction en perche et avirons,Hollande,1239,Avirons,,"3 717,00",,,Pas de prix unitaire
245,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bois de construction ; bois du buis,Hollande,1100,Buches,,"670,00",,,Pas de prix unitaire
246,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bois de construction ; bois du buis,Etats de l'empereur,,,,"190,00",,,En valeur
247,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bois pour teinture de campêche en buches,Espagne,13000,Livres,,"11 700,00",,,Pas de prix unitaire
248,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bois à bruler bois a bruler,Espagne,419,Charetées,,"2 933,00",,,Pas de prix unitaire
249,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray ,Espagne,836790,Livres,,"46 684,00",,,Pas de prix unitaire
250,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray,Portugal,5203320,Livres,,"27 681,00",,,Pas de prix unitaire
251,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray,Hollande,88000,Livres,,"4 400,00",,,Pas de prix unitaire
252,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray,Les 4 villes anséatiques,46600,Livres,,"2 370,00",,,Pas de prix unitaire
253,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray ,Etats de l'empereur,88800,,,"4 400,00",,,Pas de prix unitaire
254,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray,Etats du roi de Prusse,13220,Livres,,"680,00",,,Pas de prix unitaire
255,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray goudron,Espagne,704400,Livres,,"48 211,00",,,Pas de prix uniaitaire
256,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray goudron,Portugal,61600,Livres,,"4 078,00",,,Pas de prix unitaire
257,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray résine,Espagne,50100,Livres,,"2 622,00",,,Pas de prix unitaire
258,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray résine,Portugal,6600,Livres,,"330,00",,,Pas de prix unitaire
259,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray térébenthine,Portugal,2400,Livres,,"300,00",,,Pas de prix unitaire
260,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cordage en cables neufs,Espagne,3,Nombre,,"4 207,00",,,3 nombre et 9100 livres; pas de prix unitaire
261,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cacao de Guyaquil,Espagne,57228,Livres,,"30 204,00",,,Pas de prix unitaire
262,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cacao de caraques,Espagne,434977,Livres,,"508 483,00",,,Pas de prix unitaire
263,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cacaob (pelure de),Etats de l'empereur,5890,Livres,,"3 498,00",,,Pas de prix unitaire
264,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Canarilles,Espagne,2500,Livres,,"435,00",,,Pas de prix unitaire
265,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Chairs salées,Portugal,92200,Livres,,"45 738,00",,,Pas de prix unitaire
266,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Chanvre en rames,Espagne,19699,Livres,,"7 270,00",,,Pas de prix unitaire
267,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Chanvre en rames,Portugal,17400,Livres,,"5 700,00",,,Pas de prix unitaire
268,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Charbon en terre,Espagne,48000,Livres,,"750,00",,,Pas de prix unitaire
269,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cidre ,Espagne,38700,Pièces,,"1 456,00",,,Pas de prix unitaire
270,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cire blanche,Espagne,1300,Livres,,"8 000,00",,,Pas de prix unitaire
271,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cire jaune,Espagne,5000,Livres,,"9 800,00",,,Pas de prix unitaire
272,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cuirs de bœuf secs en poil,Etats de l'empereur,10000,Livres,,"7 500,00",,,Pas de prix unitaire
273,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cuirs de bœuf apprêtés,Espagne,4000,Livres,,"4 050,00",,,Pas de prix unitaire
274,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cuivre en saumons,La Hollande,7600,Livres,,"7 600,00",,,Pas de prix unitaire
275,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cuivre en planche,Espagne,2000,Livres,,"4 000,00",,,Pas de prix unitaire
276,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues pour peinture et teinture ; craie,Espagne,2500,Livres,,"110,00",,,Pas de prix unitaire
277,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues pour peinture et teinture ; indigo,La Hollande,20400,Livres,,"183 600,00",,,Pas de prix unitaire
278,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues pour peinture et teinture ; indigo,Les 4 villes anséatiques,28780,Livres,,"259 020,00",,,Pas de prix unitaire
279,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues pour peinture et teinture ; peinture,Etats de l'empereur,8000,Livres,,"1 000,00",,,Pas de prix unitaire
280,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales réglisse de bois,La Hollande,104280,Livres,,"15 914,00",,,Pas de prix unitaire
281,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales réglisse de bois,Les 4 villes anséatiques,23760,Livres,,"3 484,00",,,Pas de prix unitaire
282,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales réglisse de bois,Etats de l'empereur,104920,Livres,,"15 414,00",,,Pas de prix unitaire
283,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales réglisse en jus,Espagne,12000,Livres,,"4 800,00",,,Pas de prix unitaire
284,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales réglisse en jus,La Hollande,15000,Livres,,"8 000,00",,,Pas de prix unitaire
285,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales réglisse en jus,Les 4 villes anséatiques,8600,Livres,,"41 150,00",,,Pas de prix unitaire
286,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales réglisse en jus,Etats de l'empereur,8200,Livres,,"4 000,00",,,Pas de prix unitaire
287,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales huile de térébenttine,Espagne,9500,Livres,,"1 900,00",,,Pas de prix unitaire
288,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales huile de térébenttine,Angleterre,7100,Livres,,"432,00",,,Pas de prix unitaire
289,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales huile de térébenttine,La Hollande,147200,Livres,,"13 290,00",,,Pas de prix unitaire
290,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales huile de térébenttine,Les 4 villes anséatiques,74600,Livres,,"12 870,00",,,Pas de prix unitaire
291,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales huile de térébenttine,Etats de l'empereur,29400,Livres,,"3 465,00",,,Pas de prix unitaire
292,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales huile de térébenttine,Etats du roi de Prusse,16500,Livres,,"3 300,00",,,Pas de prix unitaire
293,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Eau de vie de vin,Espagne,,,,"527 157,00",,, 1224818 ? 4252 muids et 242 pintes
294,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Eau de vie de vin,Les 4 villes anséatiques,,,,"41 435,00",,,104010? 361 muids 42 pintes
295,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Eau de vie de vin,Etats de l'empereur,,,,"11 875,00",,,27450? 95 muids et 90 pintes
296,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Eau de vie de vin,Etats du roi de Prusse,,,,"12 600,00",,,34200? 118 muids 216 pintes
297,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Eau de vie de vin,Etats unis de l'Amérique,,,,"21 600,00",,,48000 ? 166 muids et 192 pintes
298,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Epiceries canelle communes,Espagne,400,Livres,,"900,00",,,Pas de prix unitaire
299,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Epiceries canelle de Chine,Espagne,600,Livres,,"1 500,00",,,Pas de prix unitaire
300,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Etoffes coton velours commun,Espagne,200,Livres,,"520,00",,,Pas de prix unitaire
301,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Fayence,Espagne,36800,Livres,,"13 790,00",,,Pas de prix unitaire
302,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Fer en cloux,Espagne,16500,Livres,,"11 500,00",,,Pas de prix unitaire
303,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Fer ouvré,Espagne,3000,Livres,,"750,00",,,Pas de prix unitaire
304,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Fil d'épreuve,Espagne,2200,Livres,,"9 240,00",,,Pas de prix unitaire
305,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Huile de morue,Espagne,1550,Livres,,"480,00",,,Pas de prix unitaire
306,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Huile de lin,Espagne,800,Livres,,"300,00",,,Pas de prix unitaire
307,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Laine ordinaire,La Hollande,11250,Livres,,"22 500,00",,,Pas de prix unitaire
308,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Laine de France,Portugal,7800,Livres,,"5 100,00",,,Pas de prix unitaire
309,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Laine fine en rames,La Hollande,3500,Livres,,"12 250,00",,,Pas de prix unitaire
310,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Laine fine en rames,Etats de l'empereur,6750,Livres,,"20 250,00",,,Pas de prix unitaire
311,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Légumes fêves,Espagne,206640,Livres,,"28 074,00",,,Pas de prix unitaire
312,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Légumes fêves,Angleterre,60000,Livres,,"4 000,00",,,Pas de prix unitaire
313,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Linge de table,Etats unis de l'Amérique,1,Livre,,"300,00",,,En valeur
314,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Liqueurs,Espagne,600,Pintes,,"900,00",,,Qauntités non certaines ; pas de prix unitaire
315,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Liqueurs anizette,Espagne,4050,Pintes,,"1 800,00",,,Pas de prix unitaire
316,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Marchandises diverses à la valeur,Espagne,1,Valeur,,"189,00",,,En valeur
317,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Marchandises diverses à la valeur,Le Portugal,1, Valeur,,"55,00",,,En valeur
318,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Marchandises diverses à la valeur,La Hollande,1,Valeur,,"90,00",,,En valeur
319,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Marchandises diverses à la valeur,Etats du roi de Prusse,1,Valeur,,"60,00",,,En valeur
320,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Mercerie commune,Espagne,2830,Livres,,"3 234,00",,,Pas de prix unitaire
321,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Mercerie mélée,Espagne,4300,Livres ,,"15 534,00",,,Pas de prix unitaire
322,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Mercerie mélée en lizière de drap,Espagne,625,Livres,,"1 000,00",,,Pas de prix unitaire
323,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Meubles armoires bois de noyer,Espagne,8,Nombre,,"340,00",,,Pas de prix unitaire
324,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Papier commun,Le Portugal,46550,Livres,,"27 616,00",,,Pas de prix unitaire
325,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Pâte de térébenthine,Angleterre,80000,Livres,,"4 800,00",,,Pas de prix unitaire
326,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Pâte de térébenthine,La Hollande,156300,Livres,,"10 257,00",,,Pas de prix unitaire
