numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
109,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,11,1789,Narbonne,Montlouis,Lyon,Ruban de soye,Espagne,177,,,"7 636,00",,,Pas d'unité de mesure ni de prix unitaire
110,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,11,1789,Narbonne,Montlouis,Marseille,Savon,Espagne,1150,Livres,"0,4500000","517,00","-0,50",,
111,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,11,1789,Narbonne,Montlouis,Normandie,Toile de coton,Espagne,881,Aunes,"3,7500000","3 305,00","1,25",,
112,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,11,1789,Narbonne,Montlouis,Languedoc,Toile de coton bazin,Espagne,487,Aunes,"3,0000000","1 461,00","0,00",287,
113,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,11,1789,Narbonne,Montlouis,Commerce français,Toile de coton mousseline,Espagne,1154,Livres,"25,0000000","28 850,00","0,00",,
114,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,11,1789,Narbonne,Montlouis,Flandre,Toile de chanvre,Espagne,207,Aunes,"2,0000000","414,00","0,00",200,
115,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,11,1789,Narbonne,Montlouis,Lyon,Toile de fil,Espagne,596,Aunes,"1,5000000","894,00","0,00",140,
116,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,11,1789,Narbonne,Montlouis,Dauphiné,Toile de lin,Espagne,2866,Aunes,"3,0000000","8 598,00","0,00",954,
117,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,11,1789,Narbonne,Montlouis,Lyon,Toile de lin de limon,Espagne,400,Aunes,"6,0000000","2 400,00","0,00",30,
118,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,11,1789,Narbonne,Montlouis,Amiens,Toile de lin de limon,Espagne,1655,Aunes,"6,0000000","9 930,00","0,00",292,
119,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,11,1789,Narbonne,Montlouis,Commerce français,Toile peinte,Espagne,321,Aunes,"3,7500000","1 242,00","38,25",177,Erreur de calcul
120,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,11,1789,Narbonne,Montlouis,Roussillon,Vin,Espagne,,,,"704,00",,,13+(1/3) muids et 15 pintes
121,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,,Bestiaux divers,Espagne,1,Valeur,"1 050,0000000","1 050,00","0,00",,En valeur
122,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Roussillon,Bestiaux cochons,Espagne,59,Nombre,"30,0000000","1 770,00","0,00",,
123,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Roussillon,Bestiaux chevres,Espagne,889,Nombre,"10,0000000","8 890,00","0,00",,
124,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Roussillon,Bestiaux moutons,Espagne,1662,Nombre,"15,0000000","24 930,00","0,00",,
125,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Beurre,Espagne,800,Livres,"0,5000000","400,00","0,00",,
126,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Bijouterie en or,Espagne,1,Marc,,"600,00",,,Pas de prix unitaire
127,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Bonnetterie de coton bas,Espagne,163,Douzaines,"18,0000000","2 934,00","0,00",565,
128,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Roussillon,Bonnetterie de coton bas,Espagne,100,Livres,"3,0000000","300,00","0,00",,
129,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Bonnetterie de fil bas,Espagne,26,Douzaines,"30,0000000","780,00","0,00",90,
130,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Anjou,Bonnetterie de fil bas,Espagne,39,Douzaines,"15,0000000","585,00","0,00",144,
131,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Amiens,Bonnetterie de laine bas,Espagne,1144,Douzaines,"15,0000000","17 160,00","0,00",545,
132,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Roussillon,Bonnetterie de laine bonets,Espagne,75,Douzaines,"10,0000000","750,00","0,00",240,
133,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Lyon,Bonnetterie de soye bas,Espagne,40,Pièces,"9,0000000","360,00","0,00",6,
134,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Marseille,Bois de santal,Espagne,500,Livres,"0,4500000","225,00","0,00",,
135,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Marseille,Cacao,Espagne,450,Livres,"1,0000000","450,00","0,00",,
136,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Cendres soudes,Marseille,6150,Livres,"0,0500000","307,00","-0,50",,
137,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Cire en bougie,Espagne,102,Livres,"2,2500000","230,00","0,50",,
138,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Marseille,Cire de bougie blanche,Espagne,131,Livres,"2,0000000","262,00","0,00",,
139,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Roussillon,Cire de bougie jaune,Espagne,2388,Livres,"1,5000000","3 582,00","0,00",,
140,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Lyon,Chapeaux poil laine,Espagne,12,Douzaines,"72,0000000","864,00","0,00",200,
141,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Roussillon,Coton filé,Espagne,4486,Livres,"2,0000000","8 972,00","0,00",,
142,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Coton filé,Espagne,14738,Livres,"4,5000000","66 321,00","0,00",,
143,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Sedan,Draperie de laine drap,Espagne,711,Aunes,"20,0000000","14 220,00","0,00",1439,
144,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Louvier,Draperie de laine drap,Espagne,130,Aunes,"15,0000000","1 950,00","0,00",258,
145,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Draperie petite,Espagne,154,Aunes,"3,0000000","462,00","0,00",50,
146,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Draperie petite ratine,Espagne,200,Aunes,"5,0000000","1 000,00","0,00",190,
147,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,,Drogues médicinales diverses,Espagne,1,Valeur,"451,0000000","451,00","0,00",,En valeur
148,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Marseille,Epicerie poivre,Espagne,580,Livres,"1,5000000","870,00","0,00",,
149,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Guyenne,Etoffes de coton velours,Espagne,128,Aunes,"10,0000000","1 280,00","0,00",54,
150,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,,Etoffes de laine diverses,Espagne,1,Valeur,"2 851,0000000","2 851,00","0,00",,En valeur
151,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Amiens,Etoffes de laine baracan,Espagne,1100,Aunes,"4,0000000","4 400,00","0,00",792,
152,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Champagne,Etoffes de laine burat,Espagne,270,Aunes,"3,0000000","810,00","0,00",105,
153,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Flandre,Etoffes de laine calemande,Espagne,166,Aunes,"4,0000000","664,00","0,00",80,
154,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Amiens,Etoffes de laine camelot burail,Espagne,548,,,"1 370,00",,240,Pas d'unité de mesure ni de prix unitaire
155,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Flandre,Etoffes de laine camelot ,Espagne,458,,,"1 145,00",,220,Pas d'unité de mesure ni de prix unitaire
156,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Amiens,Etoffes de laine camelot ,Espagne,3665,Aunes,"2,5000000","9 162,00","-0,50",1488,
157,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Flandre,Etoffes de laine camelot large,Espagne,281,Aunes,"3,0000000","843,00","0,00",130,
158,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Flandre,Etoffes de laine escot,Espagne,266,Aunes,,"798,00",,100,Pas de prix unitaire
159,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Etoffes de laine escot,Espagne,2998,Aunes,"3,0000000","8 994,00","0,00",1236,
160,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Champagne,Etoffes de laine etamine,Espagne,666,Aunes,"2,5000000","1 665,00","0,00",260,
161,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Anjou,Etoffes de laine etamine,Espagne,150,Aunes,"3,0000000","450,00","0,00",100,
162,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Amiens,Etoffes de laine etamine,Espagne,1157,Aunes,"4,0000000","4 628,00","0,00",,
163,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Amiens,Etoffes de laine panne,Espagne,1825,Aunes,"4,0000000","7 300,00","0,00",1250,
164,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Amiens,Etoffes de laine satin,Espagne,198,Aunes,"5,0000000","990,00","0,00",84,
165,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Amiens,Etoffes de laine serge,Espagne,1250,Aunes,"3,0000000","3 750,00","0,00",710,
166,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Etoffes de laine serge,Espagne,5925,Aunes,"2,0000000","11 850,00","0,00",2040,
167,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Etoffes de filoselle papeline,Espagne,350,Aunes,"3,0000000","1 050,00","0,00",60,
168,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Amiens,Etoffes de poil camelot,Espagne,105,Aunes,"100,0000000","1 050,00","-9 450,00",45,Erreur de calcul
169,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Amiens,Etoffes de poil panne,Espagne,1351,Aunes,"8,0000000","10 808,00","0,00",1026,
170,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Lyon,Etoffes de soye,Espagne,4637,Aunes,"6,0000000","27 822,00","0,00",459,
171,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Etoffes de soye,Espagne,427,Aunes,"6,0000000","2 562,00","0,00",41,
172,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Lyon,Etoffes taffetas,Espagne,92,Aunes,"8,0000000","936,00","200,00",10,Erreur de calcul
173,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Mélangées,Espagne,557,Aunes,,"2 673,00",,107,Pas de prix unitaire
174,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Lyon,Mélangées fil et soye,Espagne,148,Aunes,"4,0000000","592,00","0,00",62,
175,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Lyon,Mélangées dorure et soye,Espagne,120,Aunes,"25,0000000","3 000,00","0,00",38,
176,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Mélangées laine et filoselle,Espagne,352,Aunes,"3,0000000","1 056,00","0,00",100,
177,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Lyon,Evantails communs,Espagne,456,,,"800,00",,,Pas d'unité de mesure ni de prix unitaire
178,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Provence,Fer battu,Marseille,25000,Livres,"0,1300000","3 250,00","0,00",,
179,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Lyon,Fil blanc,Espagne,62,,,"150,00",,,Pas d'unité de mesure ni de prix unitaire
180,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Lyon,Fleurs artificielles,Espagne,"5,5",,,"137,00",,,Pas d'unité de mesure ni de prix unitaire
181,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Roussillon,Fourage paille,Espagne,283500,Livres,"0,0050000","1 417,00","-0,50",,
182,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Lyon,Gaze de soye,Espagne,388,Livres,"80,0000000","31 040,00","0,00",,
183,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Lyon,Gaze de soye fichus,Espagne,"77,5",Livres,"80,0000000","6 200,00","0,00",,
184,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Isles de France,Gaze de soye fichus,Espagne,18,Livres,"80,0000000","1 440,00","0,00",,
185,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Isles de France,Gaze au 6e de soye,Espagne,60,Livres,"40,0000000","2 400,00","0,00",,
186,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Roussillon,Graine de chanvre,Espagne,15162,Livres,"0,1500000","2 274,00","-0,30",,
187,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Roussillon,Graine de lapin,Espagne,2150,Livres,"0,1200000","258,00","0,00",,
188,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Habillements,Espagne,1,Valeur,"350,0000000","350,00","0,00",,En valeur
189,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Huile de vitriol,Espagne,3545,Livres,"0,5000000","1 773,00","0,50",,
190,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Roussillon,Huile de vitriol,Espagne,720,Livres,"0,5000000","360,00","0,00",,
191,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Roussillon,Liège en planches,Espagne,8655,Livres,"0,0800000","690,00","-2,40",,
192,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Liqueurs,Espagne,967,,,"1 104,00",,,Pas d'unité de mesure ni de prix unitaire
193,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,,Marchandises diverses,Espagne,1,Valeur,"1 000,0000000","1 000,00","0,00",,En valeur
194,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Mercerie,Espagne,68,,,"140,00",,,Pas d'unité de mesure ni de prix unitaire
195,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Lyon,Mercerie,Espagne,9708,,,"17 347,00",,,Pas d'unité de mesure ni de prix unitaire
196,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Anjou,Mouchoirs de coton,Espagne,"7,5",Douzaines,"24,0000000","180,00","0,00",150,
197,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Languedoc,Mouchoirs de fil peint,Espagne,21,Douzaines,"30,0000000","630,00","0,00",20,
198,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Isles de France,Orpheverie en or et argent,Espagne,8,Livres,,"940,00",,,Pas de prix unitaire
199,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,13,1789,Narbonne,Perpignan,Etranger,Orpheverie en or et argent,Espagne,5,,,"500,00",,,Pas d'unité de mesure ni de prix unitaire
200,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Lyon,Papier peint,Espagne,200,Livres,"0,5000000","100,00","0,00",,
201,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Languedoc,Peaux de chevres,Espagne,1913,,,"1 331,00",,,Pas d'unité de mesure ni de prix unitaire
202,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Languedoc,Peaux de moutons tannées,Espagne,"120,5",Douzaines,"12,0000000","1 446,00","0,00",1354,
203,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Languedoc,Peaux d'ours apprêtées,Espagne,12,Nombre,"12,0000000","144,00","0,00",65,
204,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Languedoc,Peaux de veaux bronzées,Espagne,"567,5",Douzaines,"60,0000000","34 110,00","60,00",8187,
205,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Languedoc,Plumes d'oye,Espagne,110,Livres,,"100,00",,,Pas de prix unitaire
206,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Lyon,Pierres fausses,Espagne,14,,,"175,00",,,Pas d'unité de mesure ni de prix unitaire
207,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Etranger,Quincaillerie de fer,Espagne,203,,,"220,00",,,Pas d'unité de mesure ni de prix unitaire
208,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Roussillon,Quincaillerie de fer,Espagne,1,Valeur,"117,0000000","117,00","0,00",,En valeur
209,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Languedoc,Ruban de soye,Espagne,14,Livres,"50,0000000","700,00","0,00",,
210,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Lyon,Ruban de soye,Espagne,117,,,"5 650,00",,,Pas d'unité de mesure ni de prix unitaire
211,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Foret,Ruban de soye,Espagne,48,Livres,"50,0000000","2 400,00","0,00",,
212,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,,Toiles diverses,Espagne,1,Valeur,"332,0000000","332,00","0,00",,En valeur
213,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Colonies françaises,Toiles de coton mousseline,Espagne,1252,Aunes,"6,0000000","7 512,00","0,00",102,
214,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Normandie,Toiles peintes,Espagne,265,Aunes,"2,2500000","597,00","0,75",30,
215,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Bretagne,Toiles peintes,Espagne,483,Aunes,"3,0000000","1 449,00","0,00",200,
216,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Bretagne,Toiles de lin blanche,Espagne,100,Aunes,"2,0000000","200,00","0,00",370,
217,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Maine,Toiles de lin blanche,Espagne,4587,Aunes,"2,0000000","9 174,00","0,00",2200,
218,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Dauphiné,Toiles de lin blanche,Espagne,147,Aunes,"3,0000000","441,00","0,00",195,
219,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National par direction,Exports,14,1789,Narbonne,Perpignan,Hainault,Toiles de lin blanche,Espagne,500,Aunes,"3,0000000","1 500,00","0,00",130,
