numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,problemes,unit_price,doubleaccounts
113,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Rum,Angleterre,"3 200,00",?,Pintes,Conversion en Muid et Pinte,,,
114,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Sucre en pains,Angleterre,"7 000,00","10,00",?,,,,
115,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Suif; Fondu,Russie,"8 500,00","17 000,00",Livre,,,,
116,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Suif; Fondu,Etats Unis,"900,00","1 800,00",Livre,,,,
117,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Suif; En chandelles,Russie,"3 250,00","5 000,00",Livre,,,,
118,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Tabac en feuilles,Angleterre,"31 680,00","96 000,00",Livre,,,,
119,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Tabac en feuilles,Etats Unis,"454 420,00","13 700 000,00",Livre,,,,
120,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Toiles; Diverses,Les 4 villes anséatiques,"21 500,00","159,00",?,,,,
121,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Toiles; D'embalage,Les 4 villes anséatiques,"2 000,00","200,00",?,,,,
122,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Toiles; A sacs,Les 4 villes anséatiques,"4 320,00","3 600,00",Aune,,,,
123,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Toiles; A voile,Russie,"7 250,00","145,00",?,,,,
124,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Toiles; Rayée,Angleterre,"150,00","37,00",Aune,,,,
125,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Toiles; De coton,Angleterre,"2 400,00",,Valeur,,,,
126,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Verre en bouteilles,Angleterre,"1 632,00","7 872,00",Nombre,,,,
127,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Verroterie,Angleterre,"550,00",,Valeur,,,,
128,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Port franc de Lorient,4,Verroterie,Les 4 villes anséatiques,"628,00","1,00",?,,,,
129,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Acier brut,Lorient,"180,00","6,00",Quintal,Unité d'origine Livre,"0,00","30,0000000",
130,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Bonneterie diverse,Lorient,"160,00",,Valeur,,,,
131,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Bonneterie diverse,Angleterre,"575,00",,Valeur,,,,
132,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Baleine en fanon,Etats Unis,"34 120,00","13 648,00",Livre,,"0,00","2,5000000",
133,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Caumes de bambouts,Lorient,"460,00",,Valeur,,,,
134,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Cendre potasse,Etats Unis,"3 900,00","130,00",Quintal,Unité d'origine Livre,"0,00","30,0000000",
135,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Chairs salées; Jambon,Lorient,"307,00","342,00",Livre,,"-0,80","0,9000000",
136,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Charbon de terre,Lorient,"892,00","596,00",Quintal,,"-2,00","1,5000000",
137,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Coton filé,Lorient,"228,00","57,00",Livre,,"0,00","4,0000000",
138,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Couverture de laine,Angleterre,"110,00","6,00",Nombre,,,,
139,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Cuivre ouvré,Lorient,"160,00","80,00",Livre,,,,
140,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Cuivre en mitraille,Lorient,"422,00","604,00",Livre,,"-0,80","0,7000000",
141,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Cuivre en cloches,Lorient,"2 166,00","1 444,00",Livre,Conversion de 2 pièces pour 1444 Livres,"0,00","1,5000000",
142,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Drap de laine,Angleterre,"3 362,00","497,00",Aune,,,,
143,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Drap casimir,Angleterre,"896,00","218,00",Aune,,,,
144,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Drap ratine,Angleterre,"189,00","84,50",Aune,,,,
145,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Drogueries; diverses,Lorient,"1 000,00","500,00",Livre,,,,
146,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Drogueries; Alun,Lorient,"1 095,00","18,25",Quintal,Unité d'origine Livre,"0,00","60,0000000",
147,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Drogueries; Sel de nitre,Lorient,"6 720,00","5 600,00",Livre,,"0,00","1,2000000",
148,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Eau de vie simple,Lorient,"6 100,00","1 220,00",Velte,Unités d'origine Muid et Pinte,"0,00","5,0000000",
149,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Etoffes diverses de coton,Angleterre,"17 614,00",,Valeur,,,,
150,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Etoffes diverses de laine,Angleterre,"5 226,00",,Valeur,,,,
151,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Fayence,Angleterre,"10 113,00",,Valeur,,,,
152,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Fer en barres et verges,Lorient,"20 360,00","1 018,00",Quintal,Unité d'origine Livre,"0,00","20,0000000",
153,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Fer en barres et verges,Suede,"9 490,00","474,50",Quintal,,"0,00","20,0000000",
154,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Fer ouvré,Lorient,"1 750,00","3 500,00",Livre,,,,
155,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Fer blanc,Lorient,"578,00","11,57",Quintal,Unité d'origine Livre,"-0,50","50,0000000",
156,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Fil de fer,Etats de l'empereur ou Allemagne et Flandre,"290,00","768,00",Livre,,,,
157,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Fromages,Lorient,"20,00","0,34",Quintal,Unité d'origine Livre,"-0,40","60,0000000",
158,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Fromages,Hollande,"1 816,00","30,27",Quintal,Unité d'origine Livre,"-0,20","60,0000000",
159,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Grains comestibles ris,Lorient,"1 957,00","78,30",Quintal,Unité d'origine Livre,"-0,50","25,0000000",
160,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Graine de lin,Lorient,"1 186,00","59,32",Quintal,Unité d'origine Livre,"-0,40","20,0000000",
161,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Huile de baleine,Etats Unis,"39 939,00","998,47",Quintal,Unité d'origine Livre,"0,20","40,0000000",
162,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Huile d'olive,Lorient,"896,00","896,00",Livre,,"0,00","1,0000000",
163,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Lin peigné,Lorient,"153,00","153,00",Livre,,"0,00","1,0000000",
164,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Marchandises à la valeur,Lorient,"1 088,00",,Valeur,,,,
165,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Marchandises à la valeur,Angleterre,"215,00",,Valeur,,,,
166,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,6,Mercerie,Lorient,"1 264,00",,Valeur,,,,
167,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Meubles vieux,Lorient,"812,00",,Valeur,,,,
168,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Meubles vieux,Angleterre,"525,00",,Valeur,,,,
169,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Mouchoirs des Indes,Lorient,"744,00","31,00",Nombre,,"0,00","24,0000000",
170,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Ouvrages en tôle,Lorient,"602,00",,Valeur,,,,
171,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Quincaillerie,Angleterre,"4 252,00","2 611,00",Livre,,,,
172,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Reverberes,Lorient,"508,00",,Valeur,,,,
173,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Savon,Marseille,"12 014,00","218,43",Quintal,Unité d'origine Livre,"0,35","55,0000000",
174,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Sirop à boire,Lorient,"435,00","145,00",Bouteille,,"0,00","3,0000000",
175,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Suif fondu,Lorient,"328,00","656,00",Livre,,"0,00","0,5000000",
176,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Suif en chandeles,Lorient,"132,00","165,00",Livre,,"0,00","0,8000000",
177,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Thé vert,Lorient,"120,00","15,00",Livre,,"0,00","8,0000000",
178,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Toile Bazin,Angleterre,"1 003,00","120,00",Aune,,,,
179,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Verrerie,Lorient,"115,00",,Valeur,,,,
180,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Verrerie,Angleterre,"188,00",,Valeur,,,,
181,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Vin rouge,Lorient,"12 600,00","151,00",Muid,Plus 262 Pintes,,,
182,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Vin de Bordeaux,Lorient,"32 856,00","316,00",Muid,Plus 277 Pintes,,,
183,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Vin blanc,Lorient,"300,00","5,00",Muid,Plus 60 Pintes,,,
184,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Vin de liqueurs,Lorient,"1 039,00","3,00",Muid,Plus 136 Pintes et 26?,,,
185,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Vin du cap,Lorient,"720,00","120,00",Pintes,,"0,00","6,0000000",
186,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Ville de Lorient,7,Vin de Malaga,Lorient,"1 177,00","785,00",Pintes,Unités d'origine Pinte et Muid,"-0,50","1,5000000",
187,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Bois de sapin en planches,Lorient,"1 725,00","1 150,00",Nombre,,"0,00","1,5000000",
188,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Bois de sapin en planches,Bayonne,"9 225,00","6 150,00",Nombre,,"0,00","1,5000000",
189,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Bois de sapin en planches,Angleterre,"1 440,00","960,00",Nombre,,"0,00","1,5000000",
190,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Bois de sapin en planches,Norvège,"20 018,00","14 012,00",Nombre,,"-1 000,00","1,5000000",
191,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Bois en avirons,Bayonne,"134,00","62,00",Nombre,,"10,00","2,0000000",
192,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Bois en avirons,Lorient,"480,00","240,00",Nombre,,"0,00","2,0000000",
193,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Bois merrain,Lorient,"1 080,00","10 800,00",Nombre,,,,
194,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Bois à bruler,Petites Isles,"756,00","31,50",Corde,,,,
195,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Bois de cèdre,Lorient,"450,00",,Valeur,,,,
196,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Bray; Sec,Bayonne,"328,00","54,70",Quintal,Unité d'origine Livre,"-0,20","6,0000000",
197,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Bray; Goudron,Bayonne,"489,00","48,90",Quintal,Unité d'origine Livre,"0,00","10,0000000",
198,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Bray; Goudron,Lorient,"845,00","84,50",Quintal,Unité d'origine Livre,"0,00","10,0000000",
199,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Bray; Goudron,Norvège,"2 360,00","236,00",Quintal,Unité d'origine Livre,"0,00","10,0000000",
200,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Bray; Résine,Bayonne,"317 953,00","37 406,30",Quintal,Unité d'origine Livre,"-0,55","8,5000000",
201,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Cendres de lessives,Petites Isles,"10 640,00","2 660,00",Quintal,Unité d'origine Livre,"0,00","4,0000000",
202,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Charbon de terre,Lorient,"410,00","327,75",Quintal,Unité d'origine Livre,"0,31","1,2500000",
203,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Chaux,Lorient,"156,00","125,00",Quintal,Unité d'origine Livre,"-0,25","1,2500000",
204,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Cidre,Lorient,"396,00","12,00",Muid,Plus 44 Pintes,,,
205,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Cordages,Lorient,"196,00","490,00",Livre,,,,
206,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Drogues pour la peinture et teinture,Lorient,"256,00",,Valeur,,,,
207,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Eau de vie,Lorient,"4 270,00","854,00",Velte,Unités d'origine Muid et Pinte,"0,00","5,0000000",
208,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Fayence,Lorient,"1 873,00",,Valeur,,,,
209,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Fayence,Angleterre,"970,00",,Valeur,,,,
210,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Fer étain,Lorient,"930,00","3 100,00",Livre,,"0,00","0,3000000",
211,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Fer en barres,Lorient,"37 277,00","2 485,17",Quintal,Unité d'origine Livre,"-0,55","15,0000000",
212,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Fer en verges,Lorient,"865,00","41,18",Quintal,Unité d'origine Livre,"0,22","21,0000000",
213,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Fer en clous,Lorient,"260,00","6,50",Quintal,Unité d'origine Livre,"0,00","40,0000000",
214,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Fromages,Lorient,"1 220,00","20,33",Quintal,Unité d'origine Livre,"0,20","60,0000000",
215,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Fruits crus,Petites Isles,"375,00",,Valeur,,,,
216,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Futailles vides,Lorient,"475,00","190,00",Nombre,,,,
217,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Grains comestibles; Froment,Etats Unis,"35 672,00","2 744,04",Quintal,Unité d'origine Livre,"1 371,50","12,5000000",
218,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Grains comestibles; Ris,Lorient,"1 196,00","47,86",Quintal,Unité d'origine Livre,"-0,50","25,0000000",
219,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Grains comestibles; Seigle,Petites Isles,"3 420,00","380,00",Quintal,Unité d'origine Livre,"0,00","9,0000000",
220,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Huile de baleine,Lorient,"5 040,00","112,00",Quintal,Unité d'origine Livre,"0,00","45,0000000",
221,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Huile d'olive,Hollande,"2 589,00","73,98",Quintal,Unité d'origine Livre,"-0,30","35,0000000",
222,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Huile d'olive,Marseille,"3 420,00","4 560,00",Quintal,Unité d'origine Livre,"0,00","0,7500000",
