numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
332,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,9,1789,Besancon,Morez,Flandre,Toile de lin et de chanvre blanche,"Suisse, les alliés et Genève",355,Livres,"5,0000000","1 775,00","0,00",,
333,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,9,1789,Besancon,Morez,Flandre,Toile de lin blanche,"Suisse, les alliés et Genève",780,Aunes,"3,0000000","2 340,00","0,00",460,
334,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,9,1789,Besancon,Morez,Normandie,Toile de lin blanche,"Suisse, les alliés et Genève",493,Aunes,"3,0000000","1 479,00","0,00",278,
335,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,9,1789,Besancon,Morez,Picardie,Toile de lin blanche,"Suisse, les alliés et Genève",252,Aunes,"6,0000000","1 512,00","0,00",,
336,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,9,1789,Besancon,Morez,Normandie,Toile indienne,"Suisse, les alliés et Genève",60,Livres,"8,0000000","480,00","0,00",,
337,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,9,1789,Besancon,Morez,Amiens,Toile de lin dite limon,"Suisse, les alliés et Genève",165,Livres,,"5 560,00",,,Pas de prix unitaire
338,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,9,1789,Besancon,Morez,Bourgogne,Vin de Bourgogne,Gex,"58,5",Muids,"144,0000000","8 424,00","0,00",,
339,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,9,1789,Besancon,Morez,Bourgogne,Vin de Bourgogne,"Suisse, les alliés et Genève","20,1527777778",Muids,"144,0000000","2 902,00","0,00",,
340,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,9,1789,Besancon,Morez,Bourgogne,Vin de Bourgogne en bouteilles,Etat du roi de Sardaigne,165,Bouteilles,"1,5000000","247,00","-0,50",,
341,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,9,1789,Besancon,Morez,Bourgogne,Vin de Bourgogne en bouteilles,"Suisse, les alliés et Genève",2787,Bouteilles,"1,5000000","4 180,00","-0,50",,
342,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,9,1789,Besancon,Morez,Champagne,Vin de champagne,"Suisse, les alliés et Genève",2380,Bouteilles,"2,0000000","4 760,00","0,00",,
343,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,9,1789,Besancon,Morez,Franche comté,Vin de Franche comté,Gex,"136,5",Muids,,"10 920,00",,,136 muids et 144 pintes estimés à 10920£
344,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,9,1789,Besancon,Morez,Franche comté,Volaille,"Suisse, les alliés et Genève",5870,Nombre,"1,0000000","5 870,00","0,00",,
345,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Amandes en coque,"Suisse, les alliés et Genève",7944,Livres,"0,6000000","4 766,00","-0,40",,
346,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Armes blanches,"Suisse, les alliés et Genève",30,Nombre,,"137,00",,,30 marcs estimés à 137£
347,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Arbres,"Suisse, les alliés et Genève",1,Valeur,"430,0000000","430,00","0,00",,En valeur
348,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Guyenne,Baleine coupée,"Suisse, les alliés et Genève",52,Livres,"6,0000000","312,00","0,00",,
349,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Bestiaux en boeufs,"Suisse, les alliés et Genève",34,Nombre,"220,0000000","7 480,00","0,00",,
350,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Bestiaux en chevres,"Suisse, les alliés et Genève",72,Nombre,"15,0000000","1 080,00","0,00",,
351,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Bestiaux en porcs,"Suisse, les alliés et Genève",2514,Nombre,"55,0000000","138 270,00","0,00",,
352,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Bestiaux en moutons,"Suisse, les alliés et Genève",3708,Nombre,"12,0000000","44 496,00","0,00",,
353,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Bestiaux en vaches,"Suisse, les alliés et Genève",315,Nombre,"100,0000000","31 500,00","0,00",,
354,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Bestiaux en veau,"Suisse, les alliés et Genève",133,Nombre,"18,0000000","2 394,00","0,00",,
355,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Beurre,"Suisse, les alliés et Genève",,,,"5 962,00",,,112 muids et 264 pintes estimées 5962£
356,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Bijouterie,"Suisse, les alliés et Genève",1,Valeur,"5 000,0000000","5 000,00","0,00",,En valeur
357,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Paris,Bijouterie,"Suisse, les alliés et Genève",1,Valeur,"2 100,0000000","2 100,00","0,00",,En valeur
358,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Etranger,Bois des isles et des Indes de Bresil,"Suisse, les alliés et Genève",140,Livres,"1,2000000","168,00","0,00",,
359,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Bois des isles et des Indes de ferambourg,"Suisse, les alliés et Genève",447,Livres,"1,2000000","536,00","-0,40",,
360,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Isles francaises,Bois des isles et des Indes de ferambourg,"Suisse, les alliés et Genève",340,Livres,"1,2000000","408,00","0,00",,
361,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Normandie,Bois des isles et des Indes moulu,"Suisse, les alliés et Genève",2674,Livres,"0,3000000","802,00","-0,20",,
362,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Bois des isles et des Indes moulu,"Suisse, les alliés et Genève",2385,Livres,"0,3000000","715,00","-0,50",,
363,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Bois des isles et des Indes moulu,"Suisse, les alliés et Genève",1371,Livres,"0,3000000","411,00","-0,30",,
364,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Bonneterie de laine bas,"Suisse, les alliés et Genève",72,Pièces,"4,0000000","288,00","0,00",,
365,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Bonneterie de fil en bas,"Suisse, les alliés et Genève",30,Douzaines,"36,0000000","1 080,00","0,00",,
366,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Bonneterie de coton en bas,"Suisse, les alliés et Genève","11,5",Livres,"10,0000000","115,00","0,00",,
367,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Bonneterie de soye,"Suisse, les alliés et Genève",118,Livres,"55,0000000","6 490,00","0,00",,
368,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Bonneterie de soye,"Suisse, les alliés et Genève",30,Livres,"55,0000000","1 650,00","0,00",,
369,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Paris,Bonneterie de soye,"Suisse, les alliés et Genève",14,Livres,"55,0000000","770,00","0,00",,
370,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Paris,Cannes de bois vernis,"Suisse, les alliés et Genève",120,Nombre,,"100,00",,,Estimés
371,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Chair salée diverse,"Suisse, les alliés et Genève",1481,Livres,"0,5000000","889,00","148,50",,Erreur de calcul
372,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Chapeaux poil et laine,"Suisse, les alliés et Genève",345,Douzaines,"60,0000000","20 700,00","0,00",,
373,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Cheveux aprêtés,"Suisse, les alliés et Genève",40,Livres,,"800,00",,,Estimées
374,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Cire en bougie,"Suisse, les alliés et Genève",3060,Livres,"3,0000000","9 180,00","0,00",,
375,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Cire en bougie,"Suisse, les alliés et Genève",168,Livres,,"504,00",,,Pas de prix unitaire
376,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Cire blanche,"Suisse, les alliés et Genève",2179,Livres,"2,0000000","4 358,00","0,00",,
377,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Chocolat,"Suisse, les alliés et Genève",80,Livres,"3,0000000","240,00","0,00",,
378,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Cordes et ficelle,"Suisse, les alliés et Genève",115,Livres,"1,0000000","115,00","0,00",,
379,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Coton filé,"Suisse, les alliés et Genève",40,Livres,"6,0000000","240,00","0,00",,
380,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Forez,Coutellerie,"Suisse, les alliés et Genève",1,Valeur,"1 050,0000000","1 050,00","0,00",,En valeur
381,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Couvertures de cotons,"Suisse, les alliés et Genève",40,Nombre,"24,0000000","960,00","0,00",,
382,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Champagne,Couvertures de laine,"Suisse, les alliés et Genève",23,Nombre,,"400,00",,,Pas de prix unitaire
383,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Couvertures de laine,"Suisse, les alliés et Genève",50,Nombre,,"900,00",,,Pas de prix unitaire
384,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Cuirs aprêtés,"Suisse, les alliés et Genève",900,Livres,"2,0000000","1 800,00","0,00",,
385,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Cuirs de bœufs tannés,"Suisse, les alliés et Genève",15622,Livres,"1,2500000","19 527,00","-0,50",,
386,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Cuirs de chevaux tannés,"Suisse, les alliés et Genève",256,Livres,"1,0000000","256,00","0,00",,
387,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Cuirs de vaches tannées,"Suisse, les alliés et Genève",3024,Livres,"1,2500000","3 780,00","0,00",,
388,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Cuivre ouvré,"Suisse, les alliés et Genève",230,Livres,"2,0000000","460,00","0,00",,
389,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Amiens,Drap commun,"Suisse, les alliés et Genève",470,Livres,"10,0000000","4 700,00","0,00",,
390,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Champagne,Drap commun,"Suisse, les alliés et Genève",75,Livres,"8,0000000","600,00","0,00",,
391,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Drap commun,"Suisse, les alliés et Genève",2390,Livres,"8,0000000","19 120,00","0,00",,
392,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Drap commun,"Suisse, les alliés et Genève",220,Livres,"8,0000000","1 760,00","0,00",,
393,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Champagne,Drap fin,"Suisse, les alliés et Genève",70,Livres,"10,0000000","700,00","0,00",,
394,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie diverse,"Suisse, les alliés et Genève",1,Valeur,"543,0000000","543,00","0,00",,En valeur
395,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Droguerie diverse,"Suisse, les alliés et Genève",1,Valeur,"100,0000000","100,00","0,00",,En valeur
396,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Droguerie boray,"Suisse, les alliés et Genève",87,Livres,"4,0000000","348,00","0,00",,
397,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie gomme arabique,"Suisse, les alliés et Genève",2330,Livres,"3,0000000","6 990,00","0,00",,
398,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Droguerie gomme arabique,"Suisse, les alliés et Genève",2300,Livres,"3,0000000","6 900,00","0,00",,
399,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie gomme adragante,"Suisse, les alliés et Genève",300,Livres,"3,0000000","900,00","0,00",,
400,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie gomme Senegal,"Suisse, les alliés et Genève",20860,Livres,"2,5000000","52 150,00","0,00",,
401,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Droguerie gomme Senegal,"Suisse, les alliés et Genève",1900,Livres,"2,5000000","4 750,00","0,00",,
402,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Droguerie médicinales diverses,"Suisse, les alliés et Genève",80,Livres,"2,0000000","160,00","0,00",,
403,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Provence,Droguerie médicinales diverses,"Suisse, les alliés et Genève",1,Valeur,"270,0000000","270,00","0,00",,En valeur
404,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Droguerie au bois de réglisse,"Suisse, les alliés et Genève",479,Livres,"0,4500000","216,00","0,45",,
405,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie au bois de réglisse,"Suisse, les alliés et Genève",998,Livres,"0,4500000","449,00","-0,10",,
406,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie coriandre,"Suisse, les alliés et Genève",228,Livres,"0,9000000","255,00","49,80",,Erreur de calcul
407,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Droguerie huile d'absinthe,"Suisse, les alliés et Genève",350,Livres,"0,5000000","175,00","0,00",,
408,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie crème de tartre,"Suisse, les alliés et Genève",1545,Livres,"0,5000000","772,00","-0,50",,
409,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie manne,"Suisse, les alliés et Genève",380,Livres,"2,0000000","760,00","0,00",,
410,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Droguerie jus de réglisse,"Suisse, les alliés et Genève",97,Livres,"2,0000000","194,00","0,00",,
411,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie jus de réglisse,"Suisse, les alliés et Genève",1145,Livres,"2,0000000","2 290,00","0,00",,
412,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie rhubarbe,"Suisse, les alliés et Genève",25,Livres,"12,0000000","300,00","0,00",,
413,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie saffran,"Suisse, les alliés et Genève",90,Livres,"50,0000000","4 500,00","0,00",,
414,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Droguerie saffran,"Suisse, les alliés et Genève",25,Livres,"50,0000000","1 250,00","0,00",,
415,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Droguerie sel chimique,"Suisse, les alliés et Genève",80,Livres,"3,0000000","240,00","0,00",,
416,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie sel chimique,"Suisse, les alliés et Genève",2260,Livres,"3,0000000","6 780,00","0,00",,
417,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie sel amoniac,"Suisse, les alliés et Genève",430,Livres,"2,0000000","860,00","0,00",,
418,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Droguerie sel saturne,"Suisse, les alliés et Genève",1700,Livres,"1,5000000","2 550,00","0,00",,
419,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie sel saturne,"Suisse, les alliés et Genève",6000,Livres,"1,5000000","9 000,00","0,00",,
420,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Droguerie vitriol,"Suisse, les alliés et Genève",18248,Livres,"1,0000000","18 248,00","0,00",,
421,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Normandie,Droguerie vitriol,"Suisse, les alliés et Genève",1310,Livres,"1,0000000","1 310,00","0,00",,
422,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie vitriol,"Suisse, les alliés et Genève",6808,Livres,"1,0000000","6 808,00","0,00",,
423,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie pour peinture et teinture diverses,"Suisse, les alliés et Genève",1,Valeur,"209,0000000","209,00","0,00",,En valeur
424,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Lyon,Droguerie alun,"Suisse, les alliés et Genève",5050,Livres,"0,4000000","2 020,00","0,00",,
425,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Droguerie alun,"Suisse, les alliés et Genève",1880,Livres,"0,4000000","752,00","0,00",,
426,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Droguerie azur,"Suisse, les alliés et Genève",200,Livres,"0,7500000","150,00","0,00",,
427,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Bourgogne,Droguerie blanc de troye et craye,"Suisse, les alliés et Genève",40183,Livres,"0,0700000","2 813,00","0,19",,
428,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Franche comté,Droguerie blanc de troye et craye,"Suisse, les alliés et Genève",26000,Livres,"0,0700000","1 820,00","0,00",,
429,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,11,1789,Besancon,Pontarlier,Paris,Droguerie couleur composées,"Suisse, les alliés et Genève",1,Valeur,"350,0000000","350,00","0,00",,En valeur
430,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,12,1789,Besancon,Pontarlier,Franche comté,Drogues couperose verte,"Suisse, les alliés et Genève",9140,Livres,"0,5000000","4 570,00","0,00",,
431,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,12,1789,Besancon,Pontarlier,Lyon,Drogues couperose verte,"Suisse, les alliés et Genève",590,Livres,"0,5000000","295,00","0,00",,
432,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,12,1789,Besancon,Pontarlier,Lyon,Drogues garence,"Suisse, les alliés et Genève",13000,Livres,"1,0000000","13 000,00","0,00",,
433,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,12,1789,Besancon,Pontarlier,Lyon,Drogues gaudes,"Suisse, les alliés et Genève",800,Livres,"0,3000000","240,00","0,00",,
434,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,12,1789,Besancon,Pontarlier,Bourgogne,Drogues huile de therebentine,"Suisse, les alliés et Genève",338,Livres,"0,6000000","203,00","0,20",,
435,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National par direction,Exports,12,1789,Besancon,Pontarlier,Franche comté,Drogues huile de therebentine,"Suisse, les alliés et Genève",963,Livres,"0,6000000","578,00","0,20",,
