simplification,nbr_occurences_simpl,sitc,sitc_FR,sitc_EN,revolutionempire,RE_aggregate,nbr_occurences_RE_aggregate
favelottes,112,9c,Divers incertains et inconnus,Various uncertain and unknown,Légumes,Subsistances,213261
favelottes en gerbe,13,9c,Divers incertains et inconnus,Various uncertain and unknown,Légumes,Subsistances,213261
faîteaux,2,9c,Divers incertains et inconnus,Various uncertain and unknown,Ouvrages divers et mélangés,Industrie française et étrangère,213317
faïence,2068,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
faïence commune,5,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
faïence d'Oneille,1,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
faïence de Delft,2,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
faïence de Rouen,3,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
faïence de Versailles,2,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
faïence diverse,7,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
faïence du Faubourg Saint-Antoine,3,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
faïence en ???,1,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
faïence et porcelaine et poterie,12,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
faïence et poterie,31,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
faïence et poterie de grès et de terre,68,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
faïence et poterie et verrerie,15,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Ouvrages divers et mélangés,Industrie française et étrangère,213317
faïence pour cheminée,1,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
faïence pour jardin,1,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
faïence à miette,1,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
fenouil,35,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Subsistances diverses et mélangées,Subsistances,213261
fenouil de Florence,2,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Subsistances diverses et mélangées,Subsistances,213261
fenugrec,6,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
fenêtre de noyer,1,8,Articles manufacturés divers n.d.a,Various manufactures,"Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
fer,3096,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer battu,76,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer battu et fondu,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer battu et ouvrages de fer,145,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer blanc en feuilles ouvré,7,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer bleu,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer brut,2,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer brut de fonte,5,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer carré,16,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer caverges,4,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer coudé,2,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer coulé,326,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer coulé en fonte,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer coulé en gueuse,11,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer coulé et battu,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer coulé et de fonte,6,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer coulé figuré,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer coulé ou de fonte,15,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer courbe,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer d'Espagne,3,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer de Sibérie,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer de captifs,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer de charrues,2,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer de fonte,70,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer de fonte brut ouvré,11,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer de fonte en gueuse,5,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer de fonte ouvert,2,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer de lin cierge,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Divers incertains,Divers,65687
fer de mulets,2,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer de toute sorte,13,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer de traite,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer de tôle,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer de voyage,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Fer,Métaux,18777
fer dhipsium,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer divers en barres feuillard,11,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en ?,9,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en balle,2,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en ballon,5,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en bandes,37,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en barils,2,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en barres,2,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en barres et feuillards,3,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en barres et feuilles,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en batterie,92,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en bottes,27,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en boue,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en casse,18,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en caverge,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en chaudronnerie,7,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en choux,6,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en crapaudines,5,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en culture,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en fafion,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en feuilles doubles,2,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en fichu,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en fonte,10,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en fourrure,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en grappes,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en grenades,2,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en grenaille,19,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en grillons,3,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en grosses,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en gueuse,131,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en guéné,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en haches,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en laine,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en laiton,3,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en lamelles,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en liens,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en limaille,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en metumes,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en mine,0,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en mitraille,5,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en palmes,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en paquet,7,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en planches,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en plane,0,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en plançons,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en plaques,296,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en platines,195,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en platures,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en plomb,1,6j,"Métaux, produits métalliques et outils",Metal products,Métaux divers et mélangés,Métaux,18777
fer en pocle,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en potin,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en quincaille,3,6j,"Métaux, produits métalliques et outils",Metal products,Quincaillerie,Industrie française et étrangère,213317
fer en sablerie,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en sol,2,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en suc,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer en taillanderie,23,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en truffe,10,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en tôle et en feuilles,0,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en verges et lattes,123,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en vrilles,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer en écopes,9,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer et canons de fer,1,9b,Divers mélangés,Mixed flows,Ouvrages métalliques,Industrie française et étrangère,213317
fer et ferrements à nègre,3,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer et ferrure,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer et étain,1,6j,"Métaux, produits métalliques et outils",Metal products,Métaux divers et mélangés,Métaux,18777
fer figuré,4,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer floud,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer fondu,4,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
"fer fondu en Hambourg et planques, poêles et chaudière",1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer fondu en grillons,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer fondu et coulé,135,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer forgé en massiaux ou prismes,3,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer laminé,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer maqua,6,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer marchand,1900,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer marth,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer moulé autre que pour projectiles de guerre,2,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer neuf,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer noir,268,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer noir de 450 feuilles,3,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer noir de feuilles,23,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer noir double,3,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer noir en feuilles doubles,6,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer noir en feuilles simples,7,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer noir et en tôle,5,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer noir et simple de 450 feuilles,2,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer noir simple,20,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer noirci,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer ou fer fondu,3,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer plat,48,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer plat en barres,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer pour foyer,2,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer pour liquarer et en verge,3,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer pour moulins à sucre,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer préparé pour canons de fusils et pistolets,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer préparé pour forces à tondre le drap,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer rond,51,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer roue,1,9b,Divers mélangés,Mixed flows,Ouvrages métalliques,Industrie française et étrangère,213317
fer roulé,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer spaté,14,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer tôle,2,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer vieux,464,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer vieux ouvré,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer à cardes,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer à cheval,5,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages métalliques,Industrie française et étrangère,213317
fer à coiffer,5,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer à faire feu,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer à friser,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer à la valeur,17,6j,"Métaux, produits métalliques et outils",Metal products,Fer,Métaux,18777
fer à lames,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer à moulins,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer à mulets,1,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages métalliques,Industrie française et étrangère,213317
fer à nègre,24,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer à repasser,13,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
fer-blanc,1490,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc brut,2,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc de 450 feuilles,4,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc double,21,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc double de 450 feuilles,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc en bottes,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc en feuilles,275,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc en tôle,6,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc et de 600 feuilles,2,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc laminé ou platiné,2,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc par barils de 450 feuilles,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc par barils de 600 feuilles,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc simple,83,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc simple de 450 feuilles,3,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc simple pour la Compagnie des Indes,2,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc vieux,2,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
fer-blanc étamé laminé ou platiné,6,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
ferblanterie,12,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
ferrachon,6,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
ferraille,21,6j,"Métaux, produits métalliques et outils",Metal products,Métaux divers et mélangés,Métaux,18777
ferraille et mitraille,2,6j,"Métaux, produits métalliques et outils",Metal products,Métaux divers et mélangés,Métaux,18777
ferraille limaille mitraille et paille de fer,2,6j,"Métaux, produits métalliques et outils",Metal products,Métaux divers et mélangés,Métaux,18777
ferraille vieille,126,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Métaux divers et mélangés,Métaux,18777
ferrandine,5,6i,Autres filés ou tissés,Other threads and fabrics,Étoffes diverses,Objets manufacturés,111009
ferrements,153,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
ferrements à chirurgie,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
ferrements à menuisier,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
ferrements à nègre,18,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
ferrements à sucre,6,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
ferrières,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
ferronnerie,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
ferrure,7,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
ferrés,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Ouvrages métalliques,Industrie française et étrangère,213317
feu,2,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
feu argenté,2,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
feuillard,2,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuillards,270,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuillards de 2 de longueur et au-dessous,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Bois divers hors combustible,Matières premières,167569
feuillards de 2 à 4 mètres exclusivement,2,9c,Divers incertains et inconnus,Various uncertain and unknown,Bois divers hors combustible,Matières premières,167569
feuillards de 4 mètres et au-dessus,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Bois divers hors combustible,Matières premières,167569
feuillards de bois,187,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuillards de bois de 2 mètres et au-dessous,8,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuillards de bois de 2 mètres et au-dessus,1,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuillards de bois de 2 à 4 mètres,2,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuillards de bois de 2 à 4 mètres exclusivement,6,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuillards de bois de 4 mètres,2,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuillards de bois de 4 mètres et au-dessus,4,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuillards de bois en cordes,1,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuillards de bois et osier,3,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuillards de bois merrains,10,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuillards de bois pour boucaud,4,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuillards de fer,126,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
feuillards de fer et cercles de fer,0,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
feuillards de fer et tôle de fer,5,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
feuillards de fer ou ???,0,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
feuillards ou cercles,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Divers incertains,Divers,65687
feuillards pour barriques,2,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuilles,66,6c,Papier,Paper products,Divers incertains,Divers,65687
feuilles autres que médicinales,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
feuilles d'argent,2,9a,Monnaies et métaux précieux,Precious metals,Argenterie et orfèvrerie,Matières d'or et d'argent,3292
feuilles d'argent battu et d'or,2,9a,Monnaies et métaux précieux,Precious metals,Argenterie et orfèvrerie,Matières d'or et d'argent,3292
feuilles d'argent et d'or,1,9a,Monnaies et métaux précieux,Precious metals,Argenterie et orfèvrerie,Matières d'or et d'argent,3292
feuilles d'or,5,9a,Monnaies et métaux précieux,Precious metals,Argenterie et orfèvrerie,Matières d'or et d'argent,3292
feuilles d'or battu,10,9a,Monnaies et métaux précieux,Precious metals,Argenterie et orfèvrerie,Matières d'or et d'argent,3292
