quantity_unit,quantity_unit_orthographe,quantity_unit_ajustees,u_conv,q_conv,remarque_unit,incertitude_unit,source_hambourg,missing,need_marchandises,source_bdc,nbr_bdc_quantity_unit,nbr_bdc_quantity_unit_ajustees
Caissons,caissons,caissons,contenant,1,,,,,,1,1,20
Canastres,canastre,,,,,,,,,1,1,230617
canavette,,,,,,,,,,1,2,230617
canavettes,canavettes,,,,,,0,1,0,1,14,230617
Canavettes,,,,,,,,,,1,4,230617
canelle,,,,,,,,,,1,3,230617
canelles,,,,,,,,,,1,22,230617
Canelles,cannelles,,,,,,,,,1,1,230617
canes,,,,,,,,,,1,6,230617
Canes,,,,,,,,,,1,1,230617
canettes,,,,,,,,,,1,1,230617
canevettes,canavettes,,,,,,,,,1,1,230617
Canevettes,,,,,,,,,,1,5,230617
cannades,,,,,,,,,,1,1,230617
cannavettes,canavettes,,,,,,,,,1,1,230617
canne,,,,,,,,,,1,1,230617
Cannées,,,,,,,,,,1,1,230617
cannelle,,,,,,,,,,1,1,230617
cannelles,cannelles,,,,p94 : certainement canettes,,0,1,0,1,4,230617
cannes,cannes,cannes,cm,194.89999,"p94 doursther, correspond à la toise",,0,,0,1,30,60
Cannes,cannes,cannes,cm,194.89999,"p94 doursther, correspond à la toise",,,,,1,30,60
cannes en carré,,,,,,,,,,1,1,230617
cannettes,,,,,,,,,,1,1,230617
Cannettes,,,,,,,,,,1,2,230617
Cannevette,,,,,,,,,,1,1,230617
cannevettes,,,,,,,,,,1,3,230617
Cannevettes,,,,,,,,,,1,1,230617
caps,caps,,,,,,0,1,0,1,6,230617
Caps,caps,,,,,,,,,1,4,230617
caques,caques,caques,kg,13.6,"p100 doursther : équivalent au baril, en anglais cade/cag",,0,,0,1,3,5
Caques,caques,caques,kg,13.6,"p100 doursther : équivalent au baril, en anglais cade/cag",,,,,1,2,5
Careaux,carreaux,,,,,,,,,1,2,230617
Cargaison,,,,,,,,,,1,1,230617
cargaisons,,,,,,,,,,1,1,230617
carpes,carpes,pièces,pieces,1,,,0,,0,1,8,194
carques,,,,,,,,,,1,1,230617
carraux,,,,,,,,,,1,1,230617
Carraux,carreaux,,,,,,,,,1,2,230617
Carre,carre,,,,,,,,,1,1,230617
carreaux,carreaux,carreaux,litres,102.832,p102 : 1 carreaux=102.832 décimètres cubes,,0,,0,1,43,65
Carreaux,carreaux,carreaux,litres,102.832,p102 : 1 carreaux=102.832 décimètres cubes,,,,,1,22,65
cartier du pied de 480 livres,cartier du pied de 480 livres,,,,,,,,,1,1,230617
cartieres,cartieres,,,,p103 voir quartière,,0,1,0,1,1,230617
Cartieres,cartieres,,,,,,,,,1,3,230617
cartroles,cartroles,,,,,,,,,1,1,230617
casse,,,,,,,,,,1,1,230617
cave,cave,,,,,,,,,1,1,230617
caves,cave,,,,,,0,1,0,1,6,230617
Caves,,,,,,,,,,1,3,230617
cens,,,,,,,,,,1,1,230617
Cens,cent,cents,kg,26000,"p107 doursther, 10.2833 stères, 300 pieds cubes de paris",,,,,1,53,128
cent,,,,,,,,,,1,10,230617
Cent,cent,cents,kg,26000,"p107 doursther, 10.2833 stères, 300 pieds cubes de paris",,,,,1,12,128
Cent au grand,,,,,,,,,,1,1,230617
Cent au grand compte,cent au grand compte,,,,,,,,,1,28,230617
cent.,,,,,,,,,,1,7,230617
centaine,centaine,,,,,,,,,1,2,230617
centaines,centaine,,,,,,,,,1,3,230617
cents,cent,cents,kg,26000,"p107 doursther, 10.2833 stères, 300 pieds cubes de paris",,0,,0,1,32,128
Cents,cent,cents,kg,26000,"p107 doursther, 10.2833 stères, 300 pieds cubes de paris",,,,,1,31,128
cercles,,,,,,,,,,1,11,230617
chaises,,,,,,,,,,1,3,230617
chaldes,chaldes,,,,,,,,,1,4,230617
chaldres,,,,,,,,,,1,5,230617
Chaldres,,,,,,,,,,1,1,230617
chalons,chalon,,,,,,,,,1,1,230617
chamois,chamois,pièces,pieces,1,,,0,,0,1,6,194
chanterice,chanterice,,,,,,,,,1,1,230617
chapeau,chapeaux,,kg,26000,"D'après Doursther, mesure pour le sel - varie suivant le lieu entre 28 et 26 tonnes",,,,,1,1,230617
chapeaux,chapeaux,,kg,26000,"D'après Doursther, mesure pour le sel - varie suivant le lieu entre 28 et 26 tonnes",,0,,0,1,65,230617
Chapeaux,chapeaux,,kg,26000,"D'après Doursther, mesure pour le sel - varie suivant le lieu entre 28 et 26 tonnes",,,,,1,6,230617
chapons,,,,,,,,,,1,1,230617
Char,chars,,,,,,,,,1,2,230617
chardées,chardées,,,,,,0,1,0,1,1,230617
chardes,chardes,,,,,,,,,1,1,230617
cHaretée,charretée,,,,,,,,,1,1,230617
Charetée,,,,,,,,,,1,1,230617
charetées,charretées,,,,,,,,,1,6,230617
Charetées,,,,,,,,,,1,2,230617
charetes,charrettes,,,,,,,,,1,2,230617
charetés,,,,,,,,,,1,2,230617
Charetés,,,,,,,,,,1,2,230617
charettes,,,,,,,,,,1,2,230617
Charettes,charrettes,,,,,,,,,1,2,230617
charge,,,,,,,,,,1,14,230617
Charge,charges,charges,kg,146.85001,D'après Doursther (France). Aussi la valeure choisie par Werner,,,,,1,5,1175
charge de 300 livres,,,,,,,,,,1,34,230617
charge de chenal,charge de chenal,,,,,,,,,1,1,230617
charge de cheval,charge de chenal,,,,,,,,,1,1,230617
chargées,,,,,,,,,,1,1,230617
charges,charges,charges,kg,146.85001,D'après Doursther (France). Aussi la valeure choisie par Werner,,0,,0,1,863,1175
Charges,charges,charges,kg,146.85001,D'après Doursther (France). Aussi la valeure choisie par Werner,,,,,1,307,1175
chariot,chariots,,,,,,,,,1,1,230617
Chariot,chariots,,,,,,,,,1,2,230617
chariots,chariots,,,,,,0,,1,1,10,230617
Chariots,chariots,,,,,,,,,1,4,230617
charretées,charretées,charretées,litres,1920,"www.genefourneau.com/mesure.html , =1,92 stères",,0,,0,1,122,172
Charretées,charretées,charretées,litres,1920,"www.genefourneau.com/mesure.html , =1,92 stères",,,,,1,3,172
charretes,,,,,,,,,,1,2,230617
charretés,,,,,,,,,,1,1,230617
charrette,,,,,,,,,,1,1,230617
charriot,chariots,,,,,,,,,1,1,230617
chars,chars,chars,litres,548.44,"p111 doursther, mesure de genève",,0,,0,1,108,127
Chars,chars,chars,litres,548.44,"p111 doursther, mesure de genève",,,,,1,19,127
charte,charte,,,,,,,,,1,2,230617
charté,charretées,charretées,litres,1920,"www.genefourneau.com/mesure.html , =1,92 stères",,,,,1,1,172
chartée,charretées,charretées,litres,1920,"www.genefourneau.com/mesure.html , =1,92 stères",,,,,1,2,172
Chartée,charretées,charretées,litres,1920,"www.genefourneau.com/mesure.html , =1,92 stères",,,,,1,3,172
chartées,charretées,charretées,litres,1920,"www.genefourneau.com/mesure.html , =1,92 stères",,,,,1,8,172
Chartées,charretées,charretées,litres,1920,"www.genefourneau.com/mesure.html , =1,92 stères",,,,,1,33,172
chartéle,chartils,,,,,,,,,1,1,230617
chartéls,chartils,,,,,,,,,1,1,230617
chartés,chartées,,,,,,,,,1,3,230617
chartiers,,,,,,,,,,1,1,230617
charts,chars,,,,,,,,,1,1,230617
Chatores ??,,,,,,,,,,1,1,230617
cheldes,cheldes,,,,,,,,,1,1,230617
chemises,,,,,,,,,,1,7,230617
chevaux,chevaux,pièces,pieces,1,,,0,,0,1,25,194
chevrier,chevrier,,,,,,,,,1,1,230617
chevrons,chevrons,,,,,,,,,1,1,230617
Chevrons,,,,,,,,,,1,1,230617
chipons de 300 livres,chipons de 300 livres,,,,,,,,,1,1,230617
chopes,chopes,,,,,,0,1,0,1,1,230617
choux,choux,choux,pieces,1,,,0,,0,1,1,1
citrons,,,,,,,,,,1,1,230617
classer,classer,,,,,,,,,1,1,230617
Cnes,cnes,,,,,,,,,1,1,230617
codes,,,,,,,,,,1,1,230617
coffre,coffre,coffres,contenant,1,,,,,,1,1,10
Coffre,coffre,coffres,contenant,1,,,,,,1,1,10
coffres,coffre,coffres,contenant,1,,,0,,0,1,8,10
Coffres,,,,,,,,,,1,2,230617
coffrets,coffrets,,,,,,,,,1,1,230617
collé,collé,,,,,,,,,1,1,230617
colonne,colonnes,,,,,,,,,1,1,230617
colonnes,colonnes,,,,,,,,,1,1,230617
commune,communes,en nombre,pieces,1,,,,,,1,1,13328
communes,communes,en nombre,pieces,1,,,0,,0,1,9,13328
Communes,communes,en nombre,pieces,1,,,,,,1,1,13328
comune,communes,en nombre,pieces,1,,,,,,1,1,13328
comunes,communes,en nombre,pieces,1,,,,,,1,1,13328
conques,conques,conques,litres,41.060001,doursther : 41.06 litres p119,,0,,0,1,212,212
coquilles,,,,,,,,,,1,1,230617
corde,corde,cordes,kg,12.2375,p121 doursther et -la genealogie-entre-amis.com,,,,,1,2,39
Corde,,,,,,,,,,1,1,230617
cordes,corde,cordes,kg,12.2375,p121 doursther et -la genealogie-entre-amis.com,,0,,0,1,19,39
Cordes,corde,cordes,kg,12.2375,p121 doursther et -la genealogie-entre-amis.com,,,,,1,18,39
cordons,cordons,,,,,,0,1,0,1,1,230617
Costes,costés,,,,,,,,,1,1,230617
Costés,costés,,,,,,,,,1,1,230617
cotes,cotes,pièces,pieces,1,,,0,,0,1,2,194
Cotes,cotes,pièces,pieces,1,,,,,,1,2,194
cottes,cottes,,,,,,0,1,0,1,1,230617
Cottes,cottes,,,,,,,,,1,9,230617
coupe,,,,,,,,,,1,1,230617
Coupe,,,,,,,,,,1,1,230617
coupes,coupes,coupes,contenant,1,,,0,,0,1,6,6
Coupes,,,,,,,,,,1,6,230617
Coupon,coupons,,,,,,,,,1,1,230617
coupons,coupons,,,,,,0,1,0,1,5,230617
Coupons,coupons,,,,,,,,,1,5,230617
courbes,courbes,,,,,,,,,1,1,230617
cout,,,,,,,,,,1,1,230617
couteaux,,,,,,,,,,1,1,230617
Couverts,,,,,,,,,,1,1,230617
couvertures,couvertures,pièces,pieces,1,,,0,,0,1,15,194
Croix,croix,,,,,,,,,1,2,230617
cruche,cruche,cruches,pieces,1,,,,,,1,1,3
cruches,cruche,cruches,pieces,1,,,0,,0,1,2,3
Cruches,,,,,,,,,,1,3,230617
cubillons,cubillons,,,,,,0,1,0,1,1,230617
Cuina,cuina,,,,,,,,,1,1,230617
cuir,cuirs,pieces,pieces,1,,,,,,1,2,138
cuirs,cuirs,pieces,pieces,1,,,0,,0,1,109,138
Cuirs,cuirs,pieces,pieces,1,,,,,,1,24,138
Cuirs entier,cuirs entier,pieces,pieces,1,,,,,,1,1,138
Cuirs entiers,cuirs entiers,pieces,pieces,1,,,,,,1,1,138
Dame jannes,,,,,,,,,,1,1,230617
damejannes,,,,,,,,,,1,1,230617
de,de,en nombre,pieces,1,,,0,,0,1,4,13328
de 11 pied,de 11 pied,,,,,,,,,1,1,230617
de 15 a 20 pieds,de 15 a 20 pieds,,,,,,,,,1,1,230617
de 20 a 25 pieds,de 20 a 25 pieds,,,,,,,,,1,2,230617
de 22 pieds,de 22 pieds,,,,,,,,,1,2,230617
de 27 pieds,de 27 pieds,,,,,,,,,1,1,230617
de 4 pieds,de 4 pieds,,,,,,,,,1,1,230617
de 7 a 8 pied,de 7 a 8 pied,,,,,,,,,1,1,230617
de 8 a 9 pied,de 8 a 9 pied,,,,,,,,,1,1,230617
de 9 pied,de 9 pied,,,,,,,,,1,1,230617
de 9 pieds,de 9 pieds,,,,,,,,,1,1,230617
de selle,de selle,en nombre,pieces,1,,,0,,0,1,1,13328
de12 pieds,de12 pieds,,,,,,,,,1,1,230617
decagramme,,,,,,,,,,1,1,230617
décimètres,,,,,,,,,,1,13,230617
demi barriques,,,,,,,,,,1,3,230617
demi bouteilles,demi bouteilles,,,,,,,,,1,2,230617
Demi bouteilles,,,,,,,,,,1,1,230617
demi charge,,,,,,,,,,1,2,230617
Demi charge,,,,,,,,,,1,1,230617
demi cuirs,demi cuirs,,,,,,,,,1,1,230617
demi Cuirs,demi cuirs,,,,,,,,,1,10,230617
Demi cuirs,,,,,,,,,,1,1,230617
Demi meulles,,,,,,,,,,1,1,230617
demi pièce,,,,,,,,,,1,1,230617
demi pièces,demi pièces,,,,,,,,,1,3,230617
Demi pièces,demi pièces,,,,,,,,,1,3,230617
demi planches,demi planches,,,,,,,,,1,3,230617
demi Planches,demi planches,,,,,,,,,1,1,230617
demie,demie,,,,,,,,,1,4,230617
Demie ancres,demie ancres,,,,,,,,,1,1,230617
demie bouteilles,demi bouteilles,,,,,,,,,1,2,230617
demie charge,,,,,,,,,,1,2,230617
Demie charge,demie charge,,,,,,,,,1,1,230617
demie pièces,demi pièces,demi pièces,pieces,.5,,,0,,0,1,2,2
demies,demie,,,,,,,,,1,3,230617
Demies,demie,,,,,,,,,1,1,230617
Demies bouteilles,demi bouteilles,,,,,,,,,1,1,230617
demy,demy,,,,,,,,,1,2,230617
Demy bariques,demy barriques,,,,,,,,,1,1,230617
demy bouteilles,,,,,,,,,,1,1,230617
demy charge,,,,,,,,,,1,2,230617
demy Cuirs,demy cuirs,,,,,,,,,1,4,230617
Demy cuirs,demy cuirs,,,,,,,,,1,1,230617
Demy pièce,demy pièce,,,,,,,,,1,1,230617
demy pieces,demy pièce,,,,,,,,,1,3,230617
Demy pièces,demy pièce,,,,,,,,,1,2,230617
demy pieds,demy pieds,,,,,,,,,1,1,230617
demy planches Barils,demy planches barils,,,,,,,,,1,1,230617
demycs,demycs,demi-pièces,pieces,.5,,,0,,0,1,2,2
devants,devants,,,,,,0,1,0,1,1,230617
differ ents longueurs,différentes longueurs,,,,,,,,,1,2,230617
differentes grandeur,différentes grandeurs,,,,,,,,,1,1,230617
differentes longueur,différentes longueurs,,,,,,,,,1,2,230617
differentes longueurs,différentes longueurs,,,,,,,,,1,1,230617
differents gradeurs,différentes grandeurs,,,,,,,,,1,1,230617
differents grandeur,différentes grandeurs,,,,,,,,,1,1,230617
differents grandeurs,différentes grandeurs,,,,,,,,,1,2,230617
differents longueurs,différentes longueurs,,,,,,,,,1,1,230617
dimension grands,dimension grands,,,,,,,,,1,1,230617
dimension moyens,dimension moyens,,,,,,,,,1,1,230617
dimension petits,dimension petits,,,,,,,,,1,1,230617
dindons,,,,,,,,,,1,1,230617
divers,divers,,,,,,,,,1,1,230617
diverses,divers,,,,,,,,,1,12,230617
diverses grandeurs,diverses grandeurs,,,,,,,,,1,2,230617
double,double,,,,,,,,,1,1,230617
doublures,doublures,doublures,pieces,1,,,0,,0,1,1,1
douelles,douelles,douelles,cm,90,Wikipedia,,0,,0,1,366,447
Douelles,douelles,douelles,cm,90,Wikipedia,,,,,1,48,447
douëlles,douelles,douelles,cm,90,Wikipedia,,,,,1,1,447
Douëlles,douelles,douelles,cm,90,Wikipedia,,,,,1,3,447
doüelles,,,,,,,,,,1,1,230617
Doüelles,douelles,douelles,cm,90,Wikipedia,,,,,1,27,447
Doüelles fai 2 m 1/2,douelles fait 2 m 1/2,,,,,,,,,1,1,230617
Doüelles fait 3 m 1/8,douelles fait 3 m 1/8,,,,,,,,,1,1,230617
douelless,douelles,douelles,cm,90,Wikipedia,,,,,1,2,447
Douemmes,,,,,,,,,,1,1,230617
Douilles,,,,,,,,,,1,1,230617
dourgs,dourgs,,,,,,0,1,0,1,1,230617
douz,douz,,,,,,,,,1,25,230617
douzaine,douzaine,douzaines,pieces,12,,,,,,1,251,5569
Douzaine,douzaine,douzaines,pieces,12,,,,,,1,112,5569
douzaine de paires,,,,,,,,,,1,5,230617
Douzaine de paires,douzaine de paires,douzaines de paires,pieces,24,,,,,,1,2,48
Douzaine de pairres,douzaine de paires,douzaines de paires,pieces,24,,,,,,1,1,48
douzaines,douzaine,douzaines,pieces,12,,,0,,0,1,3466,5569
Douzaines,douzaine,douzaines,pieces,12,,,,,,1,1740,5569
Douzaines bonnets,douzaine bonnets,,,,,,,,,1,1,230617
Douzaines de bas,douzaine de bas,,,,,,,,,1,2,230617
douzaines de fiole,douzaine de fiole,,,,,,,,,1,1,230617
Douzaines de fiolles,douzaine de fiole,,,,,,,,,1,1,230617
Douzaines de mouchoirs,douzaine de mouchoirs,,,,,,,,,1,1,230617
douzaines de pains,,,,,,,,,,1,1,230617
douzaines de paires,douzaine de paires,douzaines de paires,pieces,24,,,0,,0,1,17,48
Douzaines de paires,douzaine de paires,douzaines de paires,pieces,24,,,,,,1,28,48
Douzaines de peaux,douzaine de peaux,,,,,,,,,1,1,230617
douzaines de play,,,,,,,,,,1,1,230617
douzaines de pots,douzaine de pots,,,,,,,,,1,1,230617
douzaines de tasses,,,,,,,,,,1,5,230617
Douzaines grands,douzaine grands,,,,,,,,,1,1,230617
Douzaines petits,douzaine petits,,,,,,,,,1,1,230617
Draps,,,,,,,,,,1,1,230617
Droits,droits,,,,,,,,,1,13,230617
drugnes,,,,,,,,,,1,1,230617
duttes,duttes,,,,,,0,1,0,1,1,230617
E',,,,,,,,,,1,1,230617
ecuelles,,,,,,,,,,1,2,230617
emines,,,,,,,,,,1,1,230617
Emines,,,,,,,,,,1,1,230617
en,,,,,,,,,,1,2,230617
En,en,,,,,,,,,1,1,230617
en 5,,,,,,,,,,1,1,230617
en argent,en argent,,,,,,,,,1,1,230617
en Bouteille,en bouteille,,,,,,,,,1,2,230617
en Centaine,en centaine,,,,,,,,,1,1,230617
en feuilles,en feuilles,en feuilles,pieces,1,,,0,,0,1,1,1
en milliers,en milliers,,,,,,,,,1,2,230617
en nombre,en nombre,en nombre,pieces,1,,,0,,0,1,10569,13328
En nombre,en nombre,en nombre,pieces,1,,,,,,1,2741,13328
EN nombre,,,,,,,,,,1,1,230617
en nombres,,,,,,,,,,1,242,230617
en pièces,,,,,,,,,,1,3,230617
en valeur,en valeur,,,,,,,,,1,55,230617
Encres,encres,,,,,,,,,1,1,230617
entier,entiers,,,,,,,,,1,1,230617
Entiers,entiers,,,,,,,,,1,1,230617
epinettes,epinettes,,,,,,0,1,0,1,2,230617
estiée,,,,,,,,,,1,1,230617
estimation,,,,,,,,,,1,5,230617
Estimation,,,,,,,,,,1,1,230617
estimé,estimé,,,,,,,,,1,44,230617
Estimé,estimé,,,,,,,,,1,11,230617
estimée,estimé,,,,,,,,,1,35,230617
Estimée,estimé,,,,,,,,,1,5,230617
estimées,estimé,,,,,,,,,1,118,230617
Estimées,estimé,,,,,,,,,1,18,230617
estimer,estimé,,,,,,,,,1,1,230617
estimes,,,,,,,,,,1,1,230617
estimés,,,,,,,,,,1,66,230617
Estimés,estimé,,,,,,,,,1,8,230617
Estimez,estimé,,,,,,,,,1,1,230617
estuimées,,,,,,,,,,1,1,230617
esturgeons,esturgeons,pièces,pieces,1,,,0,,0,1,2,194
facon,flacon,,,,,,,,,1,1,230617
facs,facs,,,,,,,,,1,1,230617
Fagots,,,,,,,,,,1,2,230617
fais,faix,,,,,,,,,1,2,230617
Fais,,,,,,,,,,1,1,230617
faix,faix,,,,,,0,,1,1,112,230617
Faix,faix,,,,,,,,,1,41,230617
fanegues,,,,,,,,,,1,21,230617
faneques,,,,,,,,,,1,1,230617
fanèques,,,,,,,,,,1,1,230617
Fanigues,fanigues,,,,,,,,,1,1,230617
fannegues,,,,,,,,,,1,1,230617
fanons,fanons,fanons,pieces,1,,,0,,0,1,6,6
fanques,,,,,,,,,,1,1,230617
faqunir,faqunir,,,,,,,,,1,1,230617
fartraux,fartraux,,,,,,0,1,0,1,1,230617
fauteuils 10,,,,,,,,,,1,1,230617
FAUX,fau,,,,,,,,,1,1,230617
fermier,,,,,,,,,,1,1,230617
fers,fers,,,,,,,,,1,1,230617
Fers,fers,,,,,,,,,1,1,230617
fervices,,,,,,,,,,1,1,230617
Feuillards,,,,,,,,,,1,1,230617
Feuille,feuille,feuilles,pieces,1,,,,,,1,2,132
feuilles,feuille,feuilles,pieces,1,,,0,,0,1,91,132
Feuilles,feuille,feuilles,pieces,1,,,,,,1,39,132
feuilles doubles,feuille double,,,,,,,,,1,1,230617
feuilles simples,feuille simple,,,,,,,,,1,2,230617
Feuillets,,,,,,,,,,1,1,230617
Feuillette,,,,,,,,,,1,1,230617
feuillettes,feuillette,feuillettes,kg,134.11,p161 doursther,,0,,0,1,7,7
fiole,fiole,,,,,,,,,1,1,230617
fioles,,,,,,,,,,1,8,230617
Fioles,fiole,,,,,,,,,1,9,230617
fiolles,fiole,,,,,,,,,1,3,230617
Fiolles,fiole,,,,,,,,,1,11,230617
fiottes,fiottes,,,,,,0,1,0,1,3,230617
flacon,flacon,flacons,contenant,1,,,,,,1,3,111
flacons,flacon,flacons,contenant,1,,,0,,0,1,46,111
Flacons,flacon,flacons,contenant,1,,,,,,1,62,111
fleau,fleau,,,,,,,,,1,1,230617
fleuilles,fleuilles,,,,,,,,,1,1,230617
fluttes,fluttes,,,,,,0,1,0,1,2,230617
Fluttes,fluttes,,,,,,,,,1,3,230617
Fontaine,,,,,,,,,,1,1,230617
Fourneaux,fourneaux,,,,,,,,,1,1,230617
fournitures,fournitures,,,,,,0,1,0,1,27,230617
Fournitures,fournitures,,,,,,,,,1,24,230617
fours,fours,,,,,,0,1,0,1,3,230617
Fours,fours,,,,,,,,,1,2,230617
Fourures,,,,,,,,,,1,1,230617
francs,,,,,,,,,,1,76,230617
Francs,,,,,,,,,,1,25,230617
frequier,frequier,,,,,,,,,1,1,230617
frequiers,frequier,,,,,,,,,1,2,230617
fréquiers,frequier,,,,,,,,,1,1,230617
frequies,frequier,,,,,,,,,1,1,230617
frequin,frequin,,,,,,,,,1,1,230617
frequins,frequin,,,,,,0,1,0,1,16,230617
Frequins,,,,,,,,,,1,6,230617
fréquins,frequin,,,,,,,,,1,1,230617
frequiur,frequiur,,,,,,,,,1,1,230617
Fres,fres,,,,,,,,,1,1,230617
Fromages,fromages,,,,,,,,,1,1,230617
funnes,funnes,,,,,,0,1,0,1,1,230617
fusils,fusils,fusils,pieces,1,,,0,,0,1,16,19
Fusils,fusils,fusils,pieces,1,,,,,,1,3,19
Fusils de traite,,,,,,,,,,1,1,230617
futaille,futailles,futailles,contenant,1,,,,,,1,1,31
Futaille de 800 livres,futaille de 800 livres,,,,,,,,,1,1,230617
futailles,futailles,futailles,contenant,1,,,0,,0,1,23,31
Futailles,futailles,futailles,contenant,1,,,,,,1,7,31
futs,futs,,,,,,,,,1,1,230617
fûts,,,,,,,,,,1,1,230617
Garniture,garnitures,,,,,,,,,1,1,230617
garnitures,garnitures,pièces,pieces,1,,,0,,0,1,3,194
Garnitures,garnitures,,,,,,,,,1,5,230617
génisses,génisses,pièces,pieces,1,,,0,,0,1,7,194
gets,gets,,,,,,,,,1,2,230617
Gets,gets,,,,,,,,,1,1,230617
Ggoblets,gobelets,,,,,,,,,1,1,230617
Girofle,girofle,,,,,,,,,1,1,230617
gobelets,,,,,,,,,,1,2,230617
Goblets,,,,,,,,,,1,1,230617
gommes,,,,,,,,,,1,2,230617
Gommes,,,,,,,,,,1,5,230617
Gonne,,,,,,,,,,1,1,230617
gonnes,gonnes,,,,,,0,1,0,1,15,230617
Gonnes,gonnes,,,,,,,,,1,5,230617
Gosses,gosses,,,,,,,,,1,1,230617
gounes ?,,,,,,,,,,1,1,230617
Gousses,,,,,,,,,,1,1,230617
gramme,,,,,,,,,,1,81,230617
Grammes,,,,,,,,,,1,5,230617
grande,grande,,,,,,,,,1,1,230617
grander,grande,,,,,,,,,1,1,230617
grandes,grande,,,,,,,,,1,9,230617
grandes caisses,,,,,,,,,,1,3,230617
Grandes Pièces,,,,,,,,,,1,1,230617
grandeurs,grandeurs,,,,,,,,,1,1,230617
grandeurs diverses,grandeurs diverses,,,,,,,,,1,1,230617
grands,grands,grands,pieces,1,,,0,,0,1,4,4
grands pièces,grands pièces,,,,,,,,,1,1,230617
greniers,,,,,,,,,,1,1,230617
Greniers,,,,,,,,,,1,1,230617
Grenies,,,,,,,,,,1,1,230617
groffe,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,1,850
Gros,gros,,,,,,,,,1,2,230617
grose,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,1,850
groses,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,15,850
groses pieces,grosses pièces,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,1,850
grosse,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,25,850
Grosse,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,9,850
grosses,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,0,,0,1,506,850
Grosses,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,291,850
grossés,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,1,850
Grosses bariques,grosses barriques,,,,,,,,,1,4,230617
Grosses barriques,grosses barriques,,,,,,,,,1,2,230617
Grosses paires,grosses paires,,,,,,,,,1,1,230617
Grosses pipes,,,,,,,,,,1,1,230617
Grossess,grosses,,,,,,,,,1,9,230617
grosseur,grosseur,,,,,,,,,1,2,230617
grots,grots,,,,,,0,1,0,1,1,230617
guindeau,guindeau,,,,,,,,,1,1,230617
haches,,,,,,,,,,1,1,230617
halles,halles,,,,,,,,,1,1,230617
hambonoy,,,,,,,,,,1,1,230617
hambourg,hambourg,,,,,,,,,1,1,230617
Hambourg,hambourg,,,,,,,,,1,2,230617
hambourges,hambourg,,,,,,,,,1,1,230617
hambourgs,hambourg,,,,,,0,1,0,1,4,230617
Hambourgs,hambourg,,,,,,,,,1,2,230617
harpe,,,,,,,,,,1,1,230617
hectolitre,,,,,,,,,,1,10,230617
hectolitres,,,,,,,,,,1,453,230617
Hectolitres,,,,,,,,,,1,93,230617
horloges,horloges,,,,,,,,,1,1,230617
huitièmes,huitièmes,,,,,,0,1,0,1,1,230617
huitres,huitres,huitres,pieces,1,,,0,,0,1,1,1
hume,hume,,,,,,,,,1,1,230617
inerastée,inerastée,,,,,,0,1,0,1,1,230617
iss?,,,,,,,,,,1,1,230617
issarions,,,,,,,,,,1,1,230617
jarres,,,,,,,,,,1,3,230617
Jates,,,,,,,,,,1,1,230617
jattes,jattes,,,,,,,,,1,1,230617
jets,jets,,,,,,,,,1,3,230617
Jets,jets,,,,,,,,,1,1,230617
Jeu,,,,,,,,,,1,2,230617
jeux,jeux,,,,,,0,1,0,1,2,230617
Jeux,jeux,,,,,,,,,1,2,230617
juments,juments,pièces,pieces,1,,,0,,0,1,10,194
justes,justes,,,,,,,,,1,2,230617
jutes,jutes,,,,,,,,,1,3,230617
Jutes,jutes,,,,,,,,,1,1,230617
juttes,jutes,,,,,,,,,1,3,230617
kg,,,,,,,,,,1,3066,230617
Kilo,,,,,,,,,,1,2121,230617
kilogramme,,,,,,,,,,1,10,230617
kilogrammes,,,,,,,,,,1,1332,230617
kilogrammes de l'étranger,,,,,,,,,,1,11,230617
kilogrammes des colonies françaises,,,,,,,,,,1,1,230617
L'aune,,,,,,,,,,1,1,230617
laes,laes,,,,,,,,,1,1,230617
Laëst,laëst,,,,,,,,,1,1,230617
lames,,,,,,,,,,1,1,230617
lames d'épées,lames d'épées,,,,,,,,,1,1,230617
lase,lase,,,,,,,,,1,1,230617
last,last,last,kg,2028,"Witthöft 1993, Ulrich",,1,,0,1,11,11
lats,lats,,,,,,0,1,0,1,4,230617
Latz,latz,,,,,,,,,1,3,230617
le cent,,,,,,,,,,1,31,230617
Le cent,le cent,,,,,,,,,1,1,230617
le mille,,,,,,,,,,1,4,230617
le pied cube,,,,,,,,,,1,8,230617
le reste,,,,,,,,,,1,3,230617
les 180 livres,,,,,,,,,,1,9,230617
leth*,,,,,,,,,,1,1,230617
leths,leths,leths de cendre,litres,2638.2,"dictionnaire du commerce p600 : un leth pour 12 barils, puis p549 -> prendre tonnes de berlin ?",,0,,0,1,27,27
Leths,,,,,,,,,,1,2,230617
lethz,,,,,,,,,,1,3,230617
