numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,quantit,quantity_unit,bureaux,doubleaccounts
383,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Crain,5457,livres,Rouen,0
384,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Crespes et crespons,1634,pièces,Bourges et Moulins,0
385,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Crespes et crespons,24,pièces,Convoy de Bordeaux,0
386,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Crespes et crespons,2598,pièces,"Lyon, Valence et Bresse",0
387,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de bœuf ou vache,1,cuirs,Amiens et Soissons,0
388,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de bœuf ou vache,1876,cuirs,Caën par Mer,0
389,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de bœuf ou vache,24,cuirs,Caën par Terre,0
390,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de bœuf ou vache,8,cuirs,Chaalons et Troyes,0
391,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de bœuf ou vache,2,cuirs,Dijon et Chalons-sur_saone,0
392,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de bœuf ou vache,8,cuirs,La Rochelle,0
393,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de bœuf ou vache,15,cuirs,Poitou,0
394,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de bœuf ou vache,22,cuirs,Rethelois,0
395,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de Roussy,2920,cuirs,Amiens et Soissons,0
396,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de Roussy,2,cuirs,Bourges et Moulins,0
397,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de Roussy,850,cuirs,Convoy de Bordeaux,0
398,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de Roussy,54,cuirs,La Rochelle,0
399,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de Roussy,14,cuirs,"Languedoc, Provence et Roussillon",0
400,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de Roussy,1,cuirs,"Lyon, Valence et Bresse",0
401,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de Roussy,35,cuirs,Mayne et Anjou,0
402,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de Roussy,102,cuirs,Poitou,0
403,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de Roussy,6591,cuirs,Rouen,0
404,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; de Roussy,380,cuirs,Tonne-Charente,0
405,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; dorez,30,livres,Amiens et Soissons,0
406,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; dorez,250,livres,Rethelois,0
407,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; dorez,200,livres,Rouen,0
408,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; forts,479,cuirs,Amiens et Soissons,0
409,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; forts,1211,cuirs,Convoy de Bordeaux,0
410,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; forts,33,cuirs,La Rochelle,0
411,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; forts,80,cuirs,"Languedoc, Provence et Roussillon",0
412,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; forts,21,cuirs,Nantes,0
413,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; salez,383,livres,Amiens et Soissons,0
414,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; salez,4251,livres,Caën par Mer,0
415,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; salez,1,livres,Caën par Terre,0
416,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; salez,998,livres,Mayne et Anjou,0
417,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; salez,352,livres,Nantes,0
418,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; salez,39,livres,Poitou,0
419,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; salez,187,livres,Rouen,0
420,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,1381,cuirs,Amiens et Soissons,0
421,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,25,cuirs,Bayonne et Arzac,0
422,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,560,cuirs,Bourges et Moulins,0
423,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,1523,cuirs,Caën par Mer,0
424,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,3419,cuirs,Caën par Terre,0
425,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,20,cuirs,Chaalons et Troyes,0
426,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,110,cuirs,Convoy de Bordeaux,0
427,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,1,cuirs,Dijon et Chalons-sur_saone,0
428,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,355,cuirs,La Rochelle,0
429,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,55570,cuirs,"Languedoc, Provence et Roussillon",0
430,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,89,cuirs,"Lyon, Valence et Bresse",0
431,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,886,cuirs,Mayne et Anjou,0
432,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,48,cuirs,Nantes,0
433,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,428,cuirs,Poitou,0
434,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,44,cuirs,Rethelois,0
435,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; secs ; à poil,39465,cuirs,Rouen,0
436,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,936,cuirs,Amiens et Soissons,0
437,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,200,cuirs,Bayonne et Arzac,0
438,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,59,cuirs,Bourges et Moulins,0
439,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,914,cuirs,Caën par Mer,0
440,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,240,cuirs,Caën par Terre,0
441,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,103,cuirs,Chaalons et Troyes,0
442,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,1188,cuirs,Convoy de Bordeaux,0
443,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,17,cuirs,Dijon et Chalons-sur_saone,0
444,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,575,cuirs,La Rochelle,0
445,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,7202,cuirs,"Languedoc, Provence et Roussillon",0
446,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,46,cuirs,Mayne et Anjou,0
447,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,250,cuirs,Nantes,0
448,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,38,cuirs,Poitou,0
449,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,2,cuirs,Rethelois,0
450,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,854,cuirs,Rouen,0
451,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuirs ; tannez,15,cuirs,Tonne-Charente,0
452,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; en rozette,7000,livres,Dijon et Chalons-sur_saone,0
453,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; en rozette,37199,livres,Rouen,0
454,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; non ouvré ; en rosette ou plaque,1513,livres,Amiens et Soissons,0
455,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; non ouvré ; en rosette ou plaque,800,livres,Caën par Terre,0
456,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; non ouvré ; en rosette ou plaque,167,livres,Chaalons et Troyes,0
457,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; non ouvré ; en rosette ou plaque,42700,livres,Convoy de Bordeaux,0
458,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; non ouvré ; en rosette ou plaque,14193,livres,La Rochelle,0
459,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; non ouvré ; en rosette ou plaque,5507,livres,"Languedoc, Provence et Roussillon",0
460,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; non ouvré ; en rosette ou plaque,20837,livres,"Lyon, Valence et Bresse",0
461,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; non ouvré ; en rosette ou plaque,12450,livres,Nantes,0
462,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; non ouvré ; en rosette ou plaque,436,livres,Poitou,0
463,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; non ouvré ; en rosette ou plaque,1825,livres,Rouen,0
464,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; non ouvré ; en rosette ou plaque,11190,livres,Tonne-Charente,0
465,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,33956,livres,Amiens et Soissons,0
466,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,80,livres,Bayonne et Arzac,0
467,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,272,livres,Bourges et Moulins,0
468,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,10345,livres,Caën par Terre,0
469,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,18796,livres,Chaalons et Troyes,0
470,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,13900,livres,Convoy de Bordeaux,0
471,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,1114,livres,Dijon et Chalons-sur_saone,0
472,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,39189,livres,La Rochelle,0
473,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,20506,livres,"Languedoc, Provence et Roussillon",0
474,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,978,livres,"Lyon, Valence et Bresse",0
475,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,253,livres,Mayne et Anjou,0
476,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,26060,livres,Nantes,0
477,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,3480,livres,Poitou,0
478,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,196570,livres,Rethelois,0
479,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,22500,livres,Rouen,0
480,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; ouvré,21995,livres,Tonne-Charente,0
481,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; rompu,130,livres,Amiens et Soissons,0
482,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; rompu,20739,livres,Caën par Terre,0
483,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; rompu,12,livres,Chaalons et Troyes,0
484,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; rompu,16600,livres,Convoy de Bordeaux,0
485,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; rompu,4125,livres,La Rochelle,0
486,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; rompu,8315,livres,"Languedoc, Provence et Roussillon",0
487,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; rompu,1675,livres,Nantes,0
488,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; rompu,17,livres,Poitou,0
489,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; rompu,80,livres,Rethelois,0
490,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,7,Cuivre ; rompu,2375,livres,Rouen,0
491,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Damas ; Cafart,10,pièces,Amiens et Soissons,0
492,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Damas ; Cafart,10,pièces,Convoy de Bordeaux,0
493,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Damas ; Cafart,543,pièces,"Lyon, Valence et Bresse",0
494,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Damas ; Cafart,47,pièces,Paris,0
495,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Damas ; Cafart,50,pièces,Rouen,0
496,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Damas ; de Luques,800,pièces,"Lyon, Valence et Bresse",0
497,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; d'or et d'argent,.4375,livres,Amiens et Soissons,0
498,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; d'or et d'argent,10,livres,Bayonne et Arzac,0
499,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; d'or et d'argent,2.375,livres,Chaalons et Troyes,0
500,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de fil,20.0625,livres,Amiens et Soissons,0
501,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de fil,19.8125,livres,Bourges et Moulins,0
502,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de fil,1,livres,Caën par Terre,0
503,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de fil,1.25,livres,Chaalons et Troyes,0
504,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de fil,8,livres,"Languedoc, Provence et Roussillon",0
505,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de fil,167.125,livres,"Lyon, Valence et Bresse",0
506,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de fil,143.3125,livres,Paris,0
507,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de fil,341.5,livres,Poitou,0
508,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de fil,60.5,livres,Rouen,0
509,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de fil,7,livres,Tonne-Charente,0
510,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de soye,182,livres,Amiens et Soissons,0
511,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de soye,8,livres,Caën par Terre,0
512,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de soye,5,livres,Chaalons et Troyes,0
513,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de soye,2,livres,"Languedoc, Provence et Roussillon",0
514,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de soye,1.5,livres,"Lyon, Valence et Bresse",0
515,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de soye,22,livres,Paris,0
516,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de soye,9.75,livres,Poitou,0
517,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de soye,10,livres,Rethelois,0
518,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Dentelle ; de soye,3,livres,Rouen,0
519,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,"Draps ; d'Angleterre, Hollande et Espagne",1147,pièces,Amiens et Soissons,0
520,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,"Draps ; d'Angleterre, Hollande et Espagne",15,pièces,Bayonne et Arzac,0
521,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,"Draps ; d'Angleterre, Hollande et Espagne",2,pièces,Bourges et Moulins,0
522,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,"Draps ; d'Angleterre, Hollande et Espagne",308,pièces,Convoy de Bordeaux,0
523,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,"Draps ; d'Angleterre, Hollande et Espagne",2,pièces,La Rochelle,0
524,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,"Draps ; d'Angleterre, Hollande et Espagne",13,pièces,"Languedoc, Provence et Roussillon",0
525,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,"Draps ; d'Angleterre, Hollande et Espagne",1,pièces,"Lyon, Valence et Bresse",0
526,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,"Draps ; d'Angleterre, Hollande et Espagne",22,pièces,Nantes,0
527,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,"Draps ; d'Angleterre, Hollande et Espagne",109,pièces,Paris,0
528,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,"Draps ; d'Angleterre, Hollande et Espagne",4,pièces,Poitou,0
529,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,"Draps ; d'Angleterre, Hollande et Espagne",75,pièces,Rouen,0
530,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; d'or et d'argent fin,27,livres,"Lyon, Valence et Bresse",0
531,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; d'or et d'argent fin,14,livres,Rouen,0
532,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; de douzaine,84,pièces,Amiens et Soissons,0
533,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; de douzaine,280,pièces,Bayonne et Arzac,0
534,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; de douzaine,30,pièces,"Languedoc, Provence et Roussillon",0
535,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; de douzaine,78,pièces,Rouen,0
536,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; de soye,883,livres,Amiens et Soissons,0
537,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; de soye,4.5,livres,Bourges et Moulins,0
538,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; de soye,36.4375,livres,Caën par Terre,0
539,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; de soye,7,livres,Chaalons et Troyes,0
540,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; de soye,171.5,livres,Mayne et Anjou,0
541,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; de soye,5,livres,Poitou,0
542,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; de soye,297.75,livres,Rouen,0
543,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; petits,23080,livres,Bourges et Moulins,0
544,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; petits,30,livres,Caën par Mer,0
545,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; petits,2932,livres,Dijon et Chalons-sur_saone,0
546,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; petits,190,livres,La Rochelle,0
547,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; petits,3716,livres,"Languedoc, Provence et Roussillon",0
548,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; petits,170,livres,Mayne et Anjou,0
549,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; petits,8269,livres,Nantes,0
550,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; petits,17240,livres,Poitou,0
551,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Draps ; petits,4739,livres,Tonne-Charente,0
552,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Droguets,405,livres,Amiens et Soissons,0
553,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Droguets,238,livres,Bourges et Moulins,0
554,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Droguets,142,livres,"Lyon, Valence et Bresse",0
555,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Droguets,153,livres,Mayne et Anjou,0
556,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Droguets,11773,livres,Poitou,0
557,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; non ouvré,46,livres,Amiens et Soissons,0
558,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; non ouvré,4858,livres,Caën par Mer,0
559,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; non ouvré,43942,livres,Caën par Terre,0
560,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; non ouvré,167575,livres,Convoy de Bordeaux,0
561,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; non ouvré,46102,livres,La Rochelle,0
562,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; non ouvré,75,livres,"Languedoc, Provence et Roussillon",0
563,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; non ouvré,6760,livres,"Lyon, Valence et Bresse",0
564,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; non ouvré,33758,livres,Mayne et Anjou,0
565,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; non ouvré,25810,livres,Nantes,0
566,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; non ouvré,657,livres,Poitou,0
567,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; non ouvré,409,livres,Rethelois,0
568,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; non ouvré,503722,livres,Rouen,0
569,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; non ouvré,3300,livres,Tonne-Charente,0
570,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; ouvré,945,livres,Amiens et Soissons,0
571,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,8,Etain ; ouvré,10,livres,Bourges et Moulins,0
