numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
161,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,5,Anjou et Comte nantais,"Fèves, orge, avoine, poix, mille et autres menus grains",Livourne,"3,25",barriques,0,0,0,
162,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,5,Anjou,Feuillards ou cercles,Cadix,102,Paquets,0,0,0,
163,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,5,Mans,Figures de cire,Hambourg,30,livres,0,0,0,
164,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,5,Mans,Figures de cire,Marens,1,en nombre,0,0,0,
165,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,5,Rennes,Fil,Cadix et Bilbao,7730,livres,0,0,0,
166,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,5,Rennes,Fil,Lisbonne,200,livres,0,0,0,
167,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,5,Rennes,Fil,Livourne,150,livres,0,0,0,
168,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Saumur,Fil en masse,Bilbao,2805,livres,0,0,0,
169,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Rennes,Fil teuil,Bilbao,450,livres,0,0,0,doute sur la marchandise
170,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Pays haut,Fromage de gruyère,Cadix et Bilbao,160,livres,0,0,0,
171,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Nantes,Fruits crus,Hollande,"7,75",tonneaux,0,0,0,
172,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Nantes,Fruits crus,Hollande,2,paniers,0,0,0,
173,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Nantes,Fruits crus,Hambourg,"3,5",tonneaux,0,0,0,
174,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Nantes,Fruits crus,Hambourg,1,caisses,0,0,0,
175,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Nantes,Fruits crus,Suede,20,bouteilles,0,0,0,
176,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Nantes,Fruits crus,Norvège,20,livres,0,0,0,
177,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Nantes,Fruits crus,Flandre imperiale,"0,87",tonneaux,0,0,0,
178,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Nantes,Fruits cuits secs,Flandre imperiale,160,livres,0,0,0,
179,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Nantes,Fruits cuits secs,Hollande,30,livres,0,0,0,
180,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Nantes,Fruits cuits secs,Suede,20,livres,0,0,0,
181,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Anjou et Orleanais,Froment,Espagne,"5762,33",tonneaux,0,0,0,
182,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Anjou et Orleanais,Froment,Portugal,"2351,2",tonneaux,0,0,0,
183,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Anjou et Orleanais,Froment,Livourne,262,tonneaux,0,0,0,
184,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Anjou et Orleanais,Froment,Gennes,466,tonneaux,0,0,0,
185,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Anjou et Orleanais,Froment,Hollande,230,tonneaux,0,0,0,
186,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Paris,Gullons d´argent,Espagne,14,onces,0,0,0,
187,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Nord,Goudron,Hambourg,1,baril,0,0,0,
188,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Nord,Goudron,Cadix,6,baril,0,0,0,
189,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Isles,Indigo,Espagne,75499,livres,0,0,0,
190,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Isles,Indigo,Hambourg,134056,livres,0,0,0,
191,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Isles,Indigo,Hollande,33451,livres,0,0,0,
192,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Isles,Indigo,Irlande,8150,livres,0,0,0,
193,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Isles,Indigo,Livourne,20332,livres,0,0,0,
194,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Isles,Indigo,Suede,3457,livres,0,0,0,
195,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Isles,Indigo,Suede,4041,livres,0,0,0,
196,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Isles,Indigo,Strasbourg,1436,livres,0,0,0,
197,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Isles,Indigo,Geneve,1006,livres,0,0,0,
198,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Isles,Indigo,Nancy,170,livres,0,0,0,
199,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Isles,Indigo,Livourne,15817,livres,0,0,0,
200,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Nantes,Lamproyes,Espagne,715,boites,0,0,0,
201,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Pays,Lards,Espagne,870,livres,0,0,0,
202,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Pays,Lards,Espagne,60,livres,0,0,0,
203,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,6,Pays,Lards,Portugal,18,livres,0,0,0,
204,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Nantes,Librarie,Espagne,2135,livres,0,0,0,
205,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Nantes,Librarie,Irlande,100,livres,0,0,0,
206,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Marseille et Bordeaux,Liège,Espagne,200,livres,0,0,0,
207,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Hollande,Lin,Lisbonne,15000,livres,0,0,0,
208,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Nord,Lin,Lisbonne,9377,livres,0,0,0,
209,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Pays haut,Marmites de fer,Suede,145,pieces,0,0,0,
210,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Pays haut,Marmites de fer,Irlande,60,pieces,0,0,0,
211,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Pays haut,Marmites de fer ; petites,Durval,36,pieces,0,0,0,
212,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Paris,Meubles,Espagne,,,0,0,0,Absence de quantité
213,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Pays haut,Merceries,Espagne,3460,livres,0,0,0,
214,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Pays haut,Merceries,Portugal,300,livres,0,0,0,
215,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Pays haut,Merceries,Irlande,85,livres,0,0,0,
216,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Pays haut,Merceries,Hollande,50,livres,0,0,0,
217,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Pays haut,Merceries,Suede,60,livres,0,0,0,
218,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Pays haut,Merceries,Espagne,70,livres,0,0,0,
219,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Anjou,Miel,Hambourg,34600,livres,0,0,0,
220,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Paris,Miroirs,,2,pieces,0,0,0,
221,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Paris,Miroirs,,4,pieces,0,0,0,
222,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,France,Morue seche,Espagne,525,livres,0,0,0,
223,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,France,Mouchoirs de cotton,Irlande,34,livres,0,0,0,
224,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,France,Mouchoirs de cotton,Irlande,3,douzaines,0,0,0,
225,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,France,Mouchoirs de cotton,Irlande,8,douzaines,0,0,0,
226,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Nantes,Mulles de femmes,Hollande,12,paires,0,0,0,
227,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Anjou,Noix seiches,Irlande,385000,boisseaux,0,0,0,
228,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Anjou,Noix seiches,Hambourg,2000,boisseaux,0,0,0,
229,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Anjou,Noix seiches,Portugal,70000,boisseaux,0,0,0,
230,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Anjou,Noix seiches,Norvège,35000,boisseaux,0,0,0,
231,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,7,Nantes,Oignons de fleurs,Lisbonne,125,livres,0,0,0,
232,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Nantes,Oreillons,Cadix,5453,livres,0,0,0,
233,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Nantes,Ornements d'Eglise,Espagne,,,0,0,0,Absence de quantité
234,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Nantes,Ouing vieux,Espagne,450,livres,0,0,0,
235,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Nantes,Ouvrages d'ozier,Espagne,100,livres,0,0,0,
236,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Pays haut,Ozier,Espagne,3000,en nombre,0,0,0,
237,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Clisson,Papier,Espagne,20235,livres,0,0,0,
238,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Clisson,Papier,Irlande,15529,livres,0,0,0,
239,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Clisson,Papier,Hollande,1205,livres,0,0,0,
240,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Clisson,Papier,Suede,1280,livres,0,0,0,
241,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Clisson,Papier,Hambourg,224,livres,0,0,0,
242,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Pays haut,Peau de veaux covoyées,Espagne,222,douzaines,0,0,0,
243,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Pays haut,Peau de veaux covoyées,Espagne,24,douzaines,0,0,0,
244,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Pays haut,Peau de veaux covoyées,Portugal,2042,douzaines,0,0,0,
245,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Pays haut,Peau de vaches tannées,Portugal,318,douzaines,0,0,0,
246,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Pays haut,Peau de vaches tannées,Espagne,954,en nombre,0,0,0,
247,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Pays haut,Peaux de vaches en croutes,Espagne,700,en nombre,0,0,0,
248,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Nantes,Peaux de chevreaux,Espagne,1546,en nombre,0,0,0,
249,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Nantes,Peaux de moutons passées en blanc,Portugal,14150,en nombre,0,0,0,
250,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Nantes,Peaux de moutons passées en blanc,Espagne,30,en nombre,0,0,0,
251,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Nantes,Peaux de moutons passées en blanc,Hambourg,20,en nombre,0,0,0,
252,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Nantes,Peaux de lièvres et lapin en poil seche,Portugal,1100,en nombre,0,0,0,
253,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Nantes,Peaux de lièvres et lapin en poil seche,Hollande,2000,en nombre,0,0,0,
254,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Nantes,Pleaun de renard et bléreaux,Hambourg,120,en nombre,0,0,0,
255,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Nantes,Pleaun de renard et bléreaux,Hambourg,800,en nombre,0,0,0,
256,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Angers ,Perruques,Espagne,3,en nombre,0,0,0,
257,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Anjou,Pierres a fusils,Hambourg,150000,en nombre,0,0,0,
258,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Anjou,Pierres a fusils,Hollande,153000,en nombre,0,0,0,
259,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Auvergne,Pierres de Dailles,Espagne,16,milliers,0,0,0,
260,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Hollande,Planches de sapin pour grenier,gennes,20,en nombre,0,0,0,
261,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Hollande,Planches de sapin pour grenier,Espagne,25,en nombre,0,0,0,
262,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,8,Nantes,Plomb a giboyer,Espagne,50,livres,0,0,0,
263,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Nantes,Plumes a ecrire,Espagne,3,milliers,0,0,0,
264,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Bretagne,Plumes d´oye,Flandre imperiale,240,livres,0,0,0,
265,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Bretagne,Plumes d´oye,Angleterre,150,livres,0,0,0,
266,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Bas Poitou,Plumes a lit,Flandre imperiale,106,livres,0,0,0,
267,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Bas Poitou,Plumes a lit,Espagne,50,livres,0,0,0,
268,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Nantes,Poids de fer et en fleau,Irlande,700,livres,0,0,0,
269,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Nantes,Poids crues,Hambourg,29,quintaux,0,0,0,
270,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Nantes,Poids crues,Hambourg,1,caisse,0,0,0,
271,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Nantes,Poids verds,Portugal,3,boisseaux,0,0,0,
272,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Nantes,Pommes,Flandre imperiale,1,quart,0,0,0,
273,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Nantes,Pommes,Hambourg,1,quart,0,0,0,
274,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Pays haut,Potterie de terre,Espagne,6,douzaines,0,0,0,
275,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Nantes,Poudre a poudrer,Irlande,106,livres,0,0,0,
276,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Anjou,Pruneaux damon,Hollande,135050,livres,0,0,0,
277,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Anjou,Pruneaux damon,Hambourg,210,livres,0,0,0,
278,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Anjou,Pruneaux damon,Flandre imperiale,7233,livres,0,0,0,
279,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Anjou,Pruneaux damon,Norvège,3460,livres,0,0,0,
280,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Anjou,Pruneaux damon,Suede,3430,livres,0,0,0,
281,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,St. Catherine,Prunes,Hollande,9537,livres,0,0,0,
282,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,St. Catherine,Prunes,Hambourg,1275,livres,0,0,0,
283,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,St. Catherine,Prunes,Flandre imperiale,1564,livres,0,0,0,
284,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,St. Catherine,Prunes,Espagne,90,livres,0,0,0,
285,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,St. Catherine,Prunes,Norvège,210,livres,0,0,0,
286,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,St. Catherine,Prunes,Suede,1791,livres,0,0,0,
287,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Saumur,Quincaillerie,Espagne,27735,livres,0,0,0,
288,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Isles,Quinquina,Hollande,450,livres,0,0,0,
289,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,France,Raves ou oeufs de morue,Espagne,4,barriques,0,0,0,
290,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Bayonne,Raisins,Irlande,10000,livres,0,0,0,
291,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Nantes,Ratafias,Hambourg,500,livres,0,0,0,
292,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Nantes,Rechaux avec leurs pieds de fer,Espagne,6,en nombre,0,0,0,
293,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Nantes,Retaille de peaux de veaux corroyées,Portugal,250,livres,0,0,0,
294,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Isles,Rocou,Hambourg,22567,livres,0,0,0,
295,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Isles,Rocou,Livourne,3270,livres,0,0,0,
296,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,9,Isles,Rocou,Suede,900,livres,0,0,0,
297,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Isles,Rocou,Irlande,1220,livres,0,0,0,
298,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Isles,Rocou,Espagne,800,livres,0,0,0,
299,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Isles,Rocou,Hollande,2250,livres,0,0,0,
300,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Isles,Rocou,Geneve,4341,livres,0,0,0,
301,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Isles,Rocou,Nancy,413,livres,0,0,0,
302,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Isles,Rocou,Livourne,6151,livres,0,0,0,
303,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Nantes,Rognures de peaux pour colle,Portugal,500,livres,0,0,0,
304,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Tours,Ruban de soye,Espagne,3,livres,0,0,0,
305,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Berry,Saffran,Hollande,700,livres,0,0,0,
306,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Berry,Saffran,Hambourg,350,livres,0,0,0,
307,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Berry,Saffran,Flandre imperiale,401,livres,0,0,0,
308,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Bas Bretagne,Sardine pressée,Espagne,50,barriques,0,0,0,
309,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Marseille,Savons,Espagne,1490,livres,0,0,0,
310,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Marseille,Savons,Suede,160,livres,0,0,0,
311,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,France,Serge,Espagne,311,aunes,0,0,0,
312,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,France,Serge,Portugal,300,aunes,0,0,0,
313,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Comte nantais,Sel,Espagne,2,muids,0,0,0,
314,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Comte nantais,Sel,Irlande,"23,5",muids,0,0,0,
315,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Nantes,Sirop de capillaire,Irlande,2,livres,0,0,0,
316,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Nantes,Sirop de capillaire,Hollande,48,livres,0,0,0,
317,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Isles,Sucre brut,Hambourg,3321993,livres,0,0,0,
318,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Isles,Sucre brut,Hollande,5996434,livres,0,0,0,
319,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Isles,Sucre brut,Flandre imperiale,533975,livres,0,0,0,
320,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Isles,Sucre brut,Bremen,113500,livres,0,0,0,
321,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Isles,Sucre brut,Suede,40000,livres,0,0,0,
322,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Isles,Sucre brut,Livourne,8600,livres,0,0,0,
323,Torsten,AD44 C706,Out/Nantes - Exports - 1734 - bis.csv,Out,1734,Exports,Nantes,10,Isles,Sucre brut,Irlande,100,livres,0,0,0,
