year,marchandises,value,quantit,quantity_unit_
1746,Vitriol ; blanc,,,
1747,Alun,0,0,livres
1747,Beurre; vers Hambourg,2420,35.955658,livres
1747,Blanc ; de baleine ; vers Hambourg,0,0,livres
1747,Bois ; de Pernanbuco,6100,19326.734,livres
1747,Bois ; de teinture ; vers Hambourg,7850,,
1747,Bougie ; de suif,0,0,livres
1747,Cacao ; vers Hambourg,3620,6949.0103,livres
1747,Café ; vers Hambourg,922341,973019.06,livres
1747,Cochenille,0,0,livres
1747,Coton ; autre et de Méditerranée,350,634.30457,livres
1747,Coton ; autre et de Méditerranée,4700,4240.6235,livres
1747,Eau ; de vie ; vers Hambourg,151890,49251.77,livres
1747,Fer ; vers Hambourg,0,0,livres
1747,"Fruits ; divers ; amandes, pelures, raisins, prunes",900,7566.646,livres
1747,"Fruits ; divers ; amandes, pelures, raisins, prunes",13820,60020.574,livres
1747,"Fruits ; divers ; amandes, pelures, raisins, prunes",1375,9426.6865,livres
1747,"Fruits ; divers ; amandes, pelures, raisins, prunes",8500,145685.14,livres
1747,Galle,4950,11004.885,livres
1747,Gingembre,11875,31205.518,livres
1747,Gomme ; vers Hambourg,70150,,
1747,Goudron ; de Suède ; vers Hambourg,0,0,last
1747,Grammes argent ; mark banco,8.194523811340332,,
1747,Huile ; d'olive ; blanc ; de Gènes,9119,35480.805,livres
1747,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1747,Indigo,366900,76520,livres
1747,Minium,3620,37360.27,livres
1747,Oxyde ; de plomb,700,2908.5093,livres
1747,Plombs,0,0,livres
1747,Poivre ; blanc-noir,450,469.50653,livres
1747,Potasse ; vers Hambourg,0,0,livres
1747,Riz ; vers Hambourg,11400,87449.07,livres
1747,Safran ; orange,6050,439.91202,livres
1747,Savon ; vers Hambourg,3800,15878.758,livres
1747,Sucre ; cru blanc ; du Brésil,4359235.5,12384155,livres
1747,Suif ; pour faire du savon,0,0,livres
1747,Sumac,0,0,livres
1747,Tabac ; de Virginie ; vers Hambourg,16313,79952.422,livres
1747,Tartre ; vers Hambourg,1050,7006.1538,livres
1747,Thé ; boue,300,177.19533,livres
1747,Térébenthine,2700,45069.246,livres
1747,Vert-de-gris,7140,6631.9639,livres
1747,Vin ; de France ; vers Hambourg,571591,17783.393,oxhoft
1747,Vinaigre ; vers Hambourg,4776,224.70799,tierce
1747,Vitriol ; blanc,0,0,livres
1748,Alun,,,
1748,Beurre; vers Hambourg,,,
1748,Blanc ; de baleine ; vers Hambourg,,,
1748,Bois ; de Pernanbuco,,,
1748,Bougie ; de suif,,,
1748,Cacao ; vers Hambourg,,,
1748,Café ; vers Hambourg,,,
1748,Cochenille,,,
1748,Coton ; autre et de Méditerranée,,,
1748,Coton ; autre et de Méditerranée,,,
1748,Eau ; de vie ; vers Hambourg,,,
1748,Fer ; vers Hambourg,,,
1748,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1748,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1748,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1748,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1748,Galle,,,
1748,Gingembre,,,
1748,Gomme ; vers Hambourg,,,
1748,Goudron ; de Suède ; vers Hambourg,,,
1748,Grammes argent ; mark banco,8.13512134552002,,
1748,Huile ; d'olive ; blanc ; de Gènes,,,
1748,Huile ; de baleine ; vers Hambourg,,,
1748,Indigo,,,
1748,Minium,,,
1748,Oxyde ; de plomb,,,
1748,Plombs,,,
1748,Poivre ; blanc-noir,,,
1748,Potasse ; vers Hambourg,,,
1748,Riz ; vers Hambourg,,,
1748,Safran ; orange,,,
1748,Savon ; vers Hambourg,,,
1748,Sucre ; cru blanc ; du Brésil,,,
1748,Suif ; pour faire du savon,,,
1748,Sumac,,,
1748,Tabac ; de Virginie ; vers Hambourg,,,
1748,Tartre ; vers Hambourg,,,
1748,Thé ; boue,,,
1748,Térébenthine,,,
1748,Vert-de-gris,,,
1748,Vin ; de France ; vers Hambourg,,,
1748,Vinaigre ; vers Hambourg,,,
1748,Vitriol ; blanc,,,
1749,Alun,,,
1749,Beurre; vers Hambourg,,,
1749,Blanc ; de baleine ; vers Hambourg,,,
1749,Bois ; de Pernanbuco,,,
1749,Bougie ; de suif,,,
1749,Cacao ; vers Hambourg,,,
1749,Café ; vers Hambourg,,,
1749,Cochenille,,,
1749,Coton ; autre et de Méditerranée,,,
1749,Coton ; autre et de Méditerranée,,,
1749,Eau ; de vie ; vers Hambourg,,,
1749,Fer ; vers Hambourg,,,
1749,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1749,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1749,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1749,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1749,Galle,,,
1749,Gingembre,,,
1749,Gomme ; vers Hambourg,,,
1749,Goudron ; de Suède ; vers Hambourg,,,
1749,Grammes argent ; mark banco,8.188544273376465,,
1749,Huile ; d'olive ; blanc ; de Gènes,,,
1749,Huile ; de baleine ; vers Hambourg,,,
1749,Indigo,,,
1749,Minium,,,
1749,Oxyde ; de plomb,,,
1749,Plombs,,,
1749,Poivre ; blanc-noir,,,
1749,Potasse ; vers Hambourg,,,
1749,Riz ; vers Hambourg,,,
1749,Safran ; orange,,,
1749,Savon ; vers Hambourg,,,
1749,Sucre ; cru blanc ; du Brésil,,,
1749,Suif ; pour faire du savon,,,
1749,Sumac,,,
1749,Tabac ; de Virginie ; vers Hambourg,,,
1749,Tartre ; vers Hambourg,,,
1749,Thé ; boue,,,
1749,Térébenthine,,,
1749,Vert-de-gris,,,
1749,Vin ; de France ; vers Hambourg,,,
1749,Vinaigre ; vers Hambourg,,,
1749,Vitriol ; blanc,,,
1750,Alun,,,
1750,Beurre; vers Hambourg,,,
1750,Blanc ; de baleine ; vers Hambourg,,,
1750,Bois ; de Pernanbuco,,,
1750,Bougie ; de suif,,,
1750,Cacao ; vers Hambourg,,,
1750,Café ; vers Hambourg,,,
1750,Cochenille,,,
1750,Coton ; autre et de Méditerranée,,,
1750,Coton ; autre et de Méditerranée,,,
1750,Eau ; de vie ; vers Hambourg,,,
1750,Fer ; vers Hambourg,,,
1750,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1750,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1750,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1750,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1750,Galle,,,
1750,Gingembre,,,
1750,Gomme ; vers Hambourg,,,
1750,Goudron ; de Suède ; vers Hambourg,,,
1750,Grammes argent ; mark banco,8.350000381469727,,
1750,Huile ; d'olive ; blanc ; de Gènes,,,
1750,Huile ; de baleine ; vers Hambourg,,,
1750,Indigo,,,
1750,Minium,,,
1750,Oxyde ; de plomb,,,
1750,Plombs,,,
1750,Poivre ; blanc-noir,,,
1750,Potasse ; vers Hambourg,,,
1750,Riz ; vers Hambourg,,,
1750,Safran ; orange,,,
1750,Savon ; vers Hambourg,,,
1750,Sucre ; cru blanc ; du Brésil,,,
1750,Suif ; pour faire du savon,,,
1750,Sumac,,,
1750,Tabac ; de Virginie ; vers Hambourg,,,
1750,Tartre ; vers Hambourg,,,
1750,Thé ; boue,,,
1750,Térébenthine,,,
1750,Vert-de-gris,,,
1750,Vin ; de France ; vers Hambourg,,,
1750,Vinaigre ; vers Hambourg,,,
1750,Vitriol ; blanc,,,
1751,Alun,,,
1751,Beurre; vers Hambourg,,,
1751,Blanc ; de baleine ; vers Hambourg,,,
1751,Bois ; de Pernanbuco,,,
1751,Bougie ; de suif,,,
1751,Cacao ; vers Hambourg,,,
1751,Café ; vers Hambourg,,,
1751,Cochenille,,,
1751,Coton ; autre et de Méditerranée,,,
1751,Coton ; autre et de Méditerranée,,,
1751,Eau ; de vie ; vers Hambourg,,,
1751,Fer ; vers Hambourg,,,
1751,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1751,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1751,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1751,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1751,Galle,,,
1751,Gingembre,,,
1751,Gomme ; vers Hambourg,,,
1751,Goudron ; de Suède ; vers Hambourg,,,
1751,Grammes argent ; mark banco,8.342241287231445,,
1751,Huile ; d'olive ; blanc ; de Gènes,,,
1751,Huile ; de baleine ; vers Hambourg,,,
1751,Indigo,,,
1751,Minium,,,
1751,Oxyde ; de plomb,,,
1751,Plombs,,,
1751,Poivre ; blanc-noir,,,
1751,Potasse ; vers Hambourg,,,
1751,Riz ; vers Hambourg,,,
1751,Safran ; orange,,,
1751,Savon ; vers Hambourg,,,
1751,Sucre ; cru blanc ; du Brésil,,,
1751,Suif ; pour faire du savon,,,
1751,Sumac,,,
1751,Tabac ; de Virginie ; vers Hambourg,,,
1751,Tartre ; vers Hambourg,,,
1751,Thé ; boue,,,
1751,Térébenthine,,,
1751,Vert-de-gris,,,
1751,Vin ; de France ; vers Hambourg,,,
1751,Vinaigre ; vers Hambourg,,,
1751,Vitriol ; blanc,,,
1752,Alun,,,
1752,Beurre; vers Hambourg,,,
1752,Blanc ; de baleine ; vers Hambourg,,,
1752,Bois ; de Pernanbuco,,,
1752,Bougie ; de suif,,,
1752,Cacao ; vers Hambourg,,,
1752,Café ; vers Hambourg,,,
1752,Cochenille,,,
1752,Coton ; autre et de Méditerranée,,,
1752,Coton ; autre et de Méditerranée,,,
1752,Eau ; de vie ; vers Hambourg,,,
1752,Fer ; vers Hambourg,,,
1752,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1752,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1752,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1752,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1752,Galle,,,
1752,Gingembre,,,
1752,Gomme ; vers Hambourg,,,
1752,Goudron ; de Suède ; vers Hambourg,,,
1752,Grammes argent ; mark banco,8.265439033508301,,
1752,Huile ; d'olive ; blanc ; de Gènes,,,
1752,Huile ; de baleine ; vers Hambourg,,,
1752,Indigo,,,
1752,Minium,,,
1752,Oxyde ; de plomb,,,
1752,Plombs,,,
1752,Poivre ; blanc-noir,,,
1752,Potasse ; vers Hambourg,,,
1752,Riz ; vers Hambourg,,,
1752,Safran ; orange,,,
1752,Savon ; vers Hambourg,,,
1752,Sucre ; cru blanc ; du Brésil,,,
1752,Suif ; pour faire du savon,,,
1752,Sumac,,,
1752,Tabac ; de Virginie ; vers Hambourg,,,
1752,Tartre ; vers Hambourg,,,
1752,Thé ; boue,,,
1752,Térébenthine,,,
1752,Vert-de-gris,,,
1752,Vin ; de France ; vers Hambourg,,,
1752,Vinaigre ; vers Hambourg,,,
1752,Vitriol ; blanc,,,
1753,Alun,0,0,livres
1753,Beurre; vers Hambourg,400,7.6404252,livres
1753,Blanc ; de baleine ; vers Hambourg,0,0,livres
1753,Bois ; de Pernanbuco,8000,23836.127,livres
1753,Bois ; de teinture ; vers Hambourg,9075,,
1753,Bougie ; de suif,260,6.3280983,livres
1753,Cacao ; vers Hambourg,1725,4353.6099,livres
1753,Café ; vers Hambourg,1188009,2327527.8,livres
1753,Cochenille,0,0,livres
1753,Coton ; autre et de Méditerranée,4950,10103.125,livres
1753,Coton ; autre et de Méditerranée,5100,6458.7705,livres
1753,Eau ; de vie ; vers Hambourg,206705,94404.711,livres
1753,Fer ; vers Hambourg,0,0,livres
1753,"Fruits ; divers ; amandes, pelures, raisins, prunes",38820,190162.75,livres
1753,"Fruits ; divers ; amandes, pelures, raisins, prunes",1700,13317.386,livres
1753,"Fruits ; divers ; amandes, pelures, raisins, prunes",750,5906.9395,livres
1753,"Fruits ; divers ; amandes, pelures, raisins, prunes",42851,921266.88,livres
1753,Galle,5940,14393.11,livres
1753,Gingembre,6150,24166.24,livres
1753,Gomme ; vers Hambourg,27625,41759.887,livres
1753,Goudron ; de Suède ; vers Hambourg,0,0,last
1753,Grammes argent ; mark banco,8.169172286987305,,
1753,Huile ; d'olive ; blanc ; de Gènes,6391,22947.434,livres
1753,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1753,Indigo,459325,95795.992,livres
1753,Minium,1725,17204.988,livres
1753,Oxyde ; de plomb,0,0,livres
1753,Plombs,1260,44.408405,livres
1753,Poivre ; blanc-noir,975,1051.2507,livres
1753,Potasse ; vers Hambourg,500,3556.8706,livres
1753,Riz ; vers Hambourg,0,0,livres
1753,Safran ; orange,1900,132.72136,livres
1753,Savon ; vers Hambourg,2100,10669.32,livres
1753,Sucre ; cru blanc ; du Brésil,4080972,20426882,livres
1753,Suif ; pour faire du savon,0,0,livres
1753,Sumac,1800,27239.43,livres
1753,Tabac ; de Virginie ; vers Hambourg,37860,231337.08,livres
1753,Tartre ; vers Hambourg,5225,28167.436,livres
1753,Thé ; boue,650,491.61285,livres
1753,Térébenthine,3350,54470.934,livres
1753,Vert-de-gris,12450,10107.682,livres
1753,Vin ; de France ; vers Hambourg,792489,23591.029,oxhoft
1753,Vinaigre ; vers Hambourg,5335,236.7636,tierce
1753,Vitriol ; blanc,0,0,livres
1754,Alun,,,
1754,Beurre; vers Hambourg,,,
1754,Blanc ; de baleine ; vers Hambourg,,,
1754,Bois ; de Pernanbuco,,,
1754,Bougie ; de suif,,,
1754,Cacao ; vers Hambourg,,,
1754,Café ; vers Hambourg,,,
1754,Cochenille,,,
1754,Coton ; autre et de Méditerranée,,,
1754,Coton ; autre et de Méditerranée,,,
1754,Eau ; de vie ; vers Hambourg,,,
1754,Fer ; vers Hambourg,,,
1754,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1754,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1754,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1754,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1754,Galle,,,
1754,Gingembre,,,
1754,Gomme ; vers Hambourg,,,
1754,Goudron ; de Suède ; vers Hambourg,,,
1754,Grammes argent ; mark banco,8.223044395446777,,
1754,Huile ; d'olive ; blanc ; de Gènes,,,
1754,Huile ; de baleine ; vers Hambourg,,,
1754,Indigo,,,
1754,Minium,,,
1754,Oxyde ; de plomb,,,
1754,Plombs,,,
1754,Poivre ; blanc-noir,,,
1754,Potasse ; vers Hambourg,,,
1754,Riz ; vers Hambourg,,,
1754,Safran ; orange,,,
1754,Savon ; vers Hambourg,,,
1754,Sucre ; cru blanc ; du Brésil,,,
1754,Suif ; pour faire du savon,,,
1754,Sumac,,,
1754,Tabac ; de Virginie ; vers Hambourg,,,
1754,Tartre ; vers Hambourg,,,
1754,Thé ; boue,,,
1754,Térébenthine,,,
1754,Vert-de-gris,,,
1754,Vin ; de France ; vers Hambourg,,,
1754,Vinaigre ; vers Hambourg,,,
1754,Vitriol ; blanc,,,
1755,Alun,0,0,livres
1755,Beurre; vers Hambourg,4000,79.036034,livres
1755,Blanc ; de baleine ; vers Hambourg,0,0,livres
1755,Bois ; de Pernanbuco,0,0,livres
1755,Bois ; de teinture ; vers Hambourg,67750,,
1755,Bougie ; de suif,270,4.9704967,livres
1755,Cacao ; vers Hambourg,100,323.38913,livres
1755,Café ; vers Hambourg,1744996,3190849.8,livres
1755,Cochenille,0,0,livres
1755,Coton ; autre et de Méditerranée,11740,28698.383,livres
1755,Coton ; autre et de Méditerranée,0,0,livres
1755,Eau ; de vie ; vers Hambourg,123125,67233.688,livres
1755,Fer ; vers Hambourg,0,0,livres
1755,"Fruits ; divers ; amandes, pelures, raisins, prunes",57545,1378476.1,livres
1755,"Fruits ; divers ; amandes, pelures, raisins, prunes",6815,37606.969,livres
1755,"Fruits ; divers ; amandes, pelures, raisins, prunes",62635,287311.75,livres
1755,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1755,Galle,7370,18418.572,livres
1755,Gingembre,14090,59840.273,livres
1755,Gomme ; vers Hambourg,76965,97606.445,livres
1755,Goudron ; de Suède ; vers Hambourg,0,0,last
1755,Grammes argent ; mark banco,8.24873161315918,,
1755,Huile ; d'olive ; blanc ; de Gènes,1885,6809.251,livres
1755,Huile ; de baleine ; vers Hambourg,25,.81253546,tonneaux
1755,Indigo,276000,40293.441,livres
1755,Minium,100,829.20282,livres
1755,Oxyde ; de plomb,0,0,livres
1755,Plombs,150,4.383286,livres
1755,Poivre ; blanc-noir,350,345.95947,livres
1755,Potasse ; vers Hambourg,1400,12753.374,livres
1755,Riz ; vers Hambourg,0,0,livres
1755,Safran ; orange,2750,187.22528,livres
1755,Savon ; vers Hambourg,10695,49395.359,livres
1755,Sucre ; cru blanc ; du Brésil,5561915,19818012,livres
1755,Suif ; pour faire du savon,0,0,livres
1755,Sumac,345,6724.4346,livres
1755,Tabac ; de Virginie ; vers Hambourg,31945,190719.97,livres
1755,Tartre ; vers Hambourg,1180,7162.7065,livres
1755,Thé ; boue,20200,19197.434,livres
1755,Térébenthine,4386,68631.516,livres
1755,Vert-de-gris,8070,7254.9038,livres
1755,Vin ; de France ; vers Hambourg,743919,30261.045,oxhoft
1755,Vinaigre ; vers Hambourg,13435,766.71753,tierce
1755,Vitriol ; blanc,0,0,livres
1756,Alun,1000,7124.9429,livres
1756,Beurre; vers Hambourg,3900,66.591537,livres
1756,Blanc ; de baleine ; vers Hambourg,0,0,livres
1756,Bois ; de Pernanbuco,0,0,livres
1756,Bois ; de teinture ; vers Hambourg,75,,
1756,Bougie ; de suif,0,0,livres
1756,Cacao ; vers Hambourg,2400,7751.938,livres
1756,Café ; vers Hambourg,1304970,2037026.4,livres
1756,Cochenille,0,0,livres
1756,Coton ; autre et de Méditerranée,0,0,livres
1756,Coton ; autre et de Méditerranée,11050,27329.465,livres
1756,Eau ; de vie ; vers Hambourg,221630,118650.69,livres
1756,Fer ; vers Hambourg,0,0,livres
1756,"Fruits ; divers ; amandes, pelures, raisins, prunes",250,1625.8259,livres
1756,"Fruits ; divers ; amandes, pelures, raisins, prunes",38655,189173.72,livres
1756,"Fruits ; divers ; amandes, pelures, raisins, prunes",40131,801786.13,livres
1756,"Fruits ; divers ; amandes, pelures, raisins, prunes",9777,66494.828,livres
1756,Galle,15660,36098.129,livres
1756,Gingembre,83380,330730.16,livres
1756,Gomme ; vers Hambourg,17900,23344.498,livres
1756,Goudron ; de Suède ; vers Hambourg,0,0,last
1756,Grammes argent ; mark banco,8.013137817382813,,
1756,Huile ; d'olive ; blanc ; de Gènes,5232,20344.943,livres
1756,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1756,Indigo,283650,36008.93,livres
1756,Minium,2400,20048.115,livres
1756,Oxyde ; de plomb,0,0,livres
1756,Plombs,0,0,livres
1756,Poivre ; blanc-noir,6400,6225.353,livres
1756,Potasse ; vers Hambourg,0,0,livres
1756,Riz ; vers Hambourg,0,0,livres
1756,Safran ; orange,300,21.218809,livres
1756,Savon ; vers Hambourg,11170,54613.531,livres
1756,Sucre ; cru blanc ; du Brésil,3624856,11546081,livres
1756,Suif ; pour faire du savon,0,0,livres
1756,Sumac,0,0,livres
1756,Tabac ; de Virginie ; vers Hambourg,45946,218063.59,livres
1756,Tartre ; vers Hambourg,700,4420.7461,livres
1756,Thé ; boue,27575,27760.998,livres
1756,Térébenthine,3175,48071.102,livres
1756,Vert-de-gris,19200,19583.844,livres
1756,Vin ; de France ; vers Hambourg,505614,23330.287,oxhoft
1756,Vinaigre ; vers Hambourg,6115,382.28308,tierce
1756,Vitriol ; blanc,200,714.28571,livres
1757,Alun,,,
1757,Beurre; vers Hambourg,,,
1757,Blanc ; de baleine ; vers Hambourg,,,
1757,Bois ; de Pernanbuco,,,
1757,Bougie ; de suif,,,
1757,Cacao ; vers Hambourg,,,
1757,Café ; vers Hambourg,,,
1757,Cochenille,,,
1757,Coton ; autre et de Méditerranée,,,
1757,Coton ; autre et de Méditerranée,,,
1757,Eau ; de vie ; vers Hambourg,,,
1757,Fer ; vers Hambourg,,,
1757,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1757,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1757,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1757,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1757,Galle,,,
1757,Gingembre,,,
1757,Gomme ; vers Hambourg,,,
1757,Goudron ; de Suède ; vers Hambourg,,,
1757,Grammes argent ; mark banco,7.782524108886719,,
1757,Huile ; d'olive ; blanc ; de Gènes,,,
1757,Huile ; de baleine ; vers Hambourg,,,
1757,Indigo,,,
1757,Minium,,,
1757,Oxyde ; de plomb,,,
1757,Plombs,,,
1757,Poivre ; blanc-noir,,,
1757,Potasse ; vers Hambourg,,,
1757,Riz ; vers Hambourg,,,
1757,Safran ; orange,,,
1757,Savon ; vers Hambourg,,,
1757,Sucre ; cru blanc ; du Brésil,,,
1757,Suif ; pour faire du savon,,,
1757,Sumac,,,
1757,Tabac ; de Virginie ; vers Hambourg,,,
1757,Tartre ; vers Hambourg,,,
1757,Thé ; boue,,,
1757,Térébenthine,,,
1757,Vert-de-gris,,,
1757,Vin ; de France ; vers Hambourg,,,
1757,Vinaigre ; vers Hambourg,,,
1757,Vitriol ; blanc,,,
1758,Alun,,,
1758,Beurre; vers Hambourg,,,
1758,Blanc ; de baleine ; vers Hambourg,,,
1758,Bois ; de Pernanbuco,,,
1758,Bougie ; de suif,,,
1758,Cacao ; vers Hambourg,,,
1758,Café ; vers Hambourg,,,
1758,Cochenille,,,
1758,Coton ; autre et de Méditerranée,,,
1758,Coton ; autre et de Méditerranée,,,
1758,Eau ; de vie ; vers Hambourg,,,
1758,Fer ; vers Hambourg,,,
1758,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1758,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1758,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1758,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1758,Galle,,,
1758,Gingembre,,,
1758,Gomme ; vers Hambourg,,,
1758,Goudron ; de Suède ; vers Hambourg,,,
1758,Grammes argent ; mark banco,7.608406543731689,,
1758,Huile ; d'olive ; blanc ; de Gènes,,,
1758,Huile ; de baleine ; vers Hambourg,,,
1758,Indigo,,,
1758,Minium,,,
1758,Oxyde ; de plomb,,,
1758,Plombs,,,
1758,Poivre ; blanc-noir,,,
1758,Potasse ; vers Hambourg,,,
1758,Riz ; vers Hambourg,,,
1758,Safran ; orange,,,
1758,Savon ; vers Hambourg,,,
1758,Sucre ; cru blanc ; du Brésil,,,
1758,Suif ; pour faire du savon,,,
1758,Sumac,,,
1758,Tabac ; de Virginie ; vers Hambourg,,,
1758,Tartre ; vers Hambourg,,,
1758,Thé ; boue,,,
1758,Térébenthine,,,
1758,Vert-de-gris,,,
1758,Vin ; de France ; vers Hambourg,,,
1758,Vinaigre ; vers Hambourg,,,
1758,Vitriol ; blanc,,,
1759,Alun,,,
1759,Beurre; vers Hambourg,,,
1759,Blanc ; de baleine ; vers Hambourg,,,
1759,Bois ; de Pernanbuco,,,
1759,Bougie ; de suif,,,
1759,Cacao ; vers Hambourg,,,
1759,Café ; vers Hambourg,,,
1759,Cochenille,,,
1759,Coton ; autre et de Méditerranée,,,
1759,Coton ; autre et de Méditerranée,,,
1759,Eau ; de vie ; vers Hambourg,,,
1759,Fer ; vers Hambourg,,,
1759,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1759,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1759,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1759,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1759,Galle,,,
1759,Gingembre,,,
1759,Gomme ; vers Hambourg,,,
1759,Goudron ; de Suède ; vers Hambourg,,,
1759,Grammes argent ; mark banco,7.384372234344482,,
1759,Huile ; d'olive ; blanc ; de Gènes,,,
1759,Huile ; de baleine ; vers Hambourg,,,
1759,Indigo,,,
1759,Minium,,,
1759,Oxyde ; de plomb,,,
1759,Plombs,,,
1759,Poivre ; blanc-noir,,,
1759,Potasse ; vers Hambourg,,,
1759,Riz ; vers Hambourg,,,
1759,Safran ; orange,,,
1759,Savon ; vers Hambourg,,,
1759,Sucre ; cru blanc ; du Brésil,,,
1759,Suif ; pour faire du savon,,,
1759,Sumac,,,
1759,Tabac ; de Virginie ; vers Hambourg,,,
1759,Tartre ; vers Hambourg,,,
1759,Thé ; boue,,,
1759,Térébenthine,,,
1759,Vert-de-gris,,,
1759,Vin ; de France ; vers Hambourg,,,
1759,Vinaigre ; vers Hambourg,,,
1759,Vitriol ; blanc,,,
1760,Alun,900,3928.0835,livres
1760,Beurre; vers Hambourg,0,0,livres
1760,Blanc ; de baleine ; vers Hambourg,0,0,livres
1760,Bois ; de Pernanbuco,0,0,livres
1760,Bougie ; de suif,0,0,livres
1760,Cacao ; vers Hambourg,0,0,livres
1760,Café ; vers Hambourg,30100,54011.215,livres
1760,Cochenille,0,0,livres
1760,Coton ; autre et de Méditerranée,0,0,livres
1760,Coton ; autre et de Méditerranée,0,0,livres
1760,Eau ; de vie ; vers Hambourg,182060,80977.188,livres
1760,Fer ; vers Hambourg,450,19.818562,livres
1760,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1760,"Fruits ; divers ; amandes, pelures, raisins, prunes",46800,182889.03,livres
1760,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1760,"Fruits ; divers ; amandes, pelures, raisins, prunes",52455,989117.5,livres
1760,Galle,2090,3665.1128,livres
1760,Gingembre,200,966.55933,livres
1760,Gomme ; vers Hambourg,0,0,livres
1760,Goudron ; de Suède ; vers Hambourg,0,0,last
1760,Grammes argent ; mark banco,8.010278701782227,,
1760,Huile ; d'olive ; blanc ; de Gènes,10211,37822.789,livres
1760,Huile ; de baleine ; vers Hambourg,6000,163.44058,tonneaux
1760,Indigo,15900,2443.4238,livres
1760,Minium,0,0,livres
1760,Oxyde ; de plomb,800,3034.7173,livres
1760,Plombs,0,0,livres
1760,Poivre ; blanc-noir,0,0,livres
1760,Potasse ; vers Hambourg,6100,45392.859,livres
1760,Riz ; vers Hambourg,0,0,livres
1760,Safran ; orange,0,0,livres
1760,Savon ; vers Hambourg,4400,20747.266,livres
1760,Sucre ; cru blanc ; du Brésil,22780,57698.352,livres
1760,Suif ; pour faire du savon,1520,32.405849,livres
1760,Sumac,0,0,livres
1760,Tabac ; de Virginie ; vers Hambourg,37762,112833.96,livres
1760,Tartre ; vers Hambourg,5475,23239.732,livres
1760,Thé ; boue,0,0,livres
1760,Térébenthine,6975,105835.77,livres
1760,Vert-de-gris,2175,2413.9006,livres
1760,Vin ; de France ; vers Hambourg,927298,32103.668,oxhoft
1760,Vinaigre ; vers Hambourg,3985,152.95934,tierce
1760,Vitriol ; blanc,0,0,livres
1761,Alun,,,
1761,Beurre; vers Hambourg,,,
1761,Blanc ; de baleine ; vers Hambourg,,,
1761,Bois ; de Pernanbuco,,,
1761,Bougie ; de suif,,,
1761,Cacao ; vers Hambourg,,,
1761,Café ; vers Hambourg,,,
1761,Cochenille,,,
1761,Coton ; autre et de Méditerranée,,,
1761,Coton ; autre et de Méditerranée,,,
1761,Eau ; de vie ; vers Hambourg,,,
1761,Fer ; vers Hambourg,,,
1761,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1761,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1761,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1761,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1761,Galle,,,
1761,Gingembre,,,
1761,Gomme ; vers Hambourg,,,
1761,Goudron ; de Suède ; vers Hambourg,,,
1761,Grammes argent ; mark banco,8.295989990234375,,
