numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,doubleaccounts
291,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Rhubarbe,St Domingue,400,50,Chine,livres,,0
292,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Drogues pour la peinture et la teinture,St Domingue,210,,,,,0
293,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Drogues pour la peinture et la teinture,Sénégal et Guinée,8,,,,,0
294,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Brun rouge,St Domingue,440,2200,Angleterre,livres,,0
295,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Ceruse,St Domingue,792,2400,Hollande,livres,,0
296,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Ocre en pierre,St Domingue,860,43,Berry,barriques,,0
297,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Ocre en poudre,St Domingue,414,8280,Nantes,livres,,0
298,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Peintures à l'huille,St Domingue,10245,20491,Nantes,livres,,0
299,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Peintures à l'huille,La Martinique,57,115,Nantes,livres,,0
300,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Peintures à l'huille,La Guadeloupe,212,424,Nantes,livres,,0
301,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Peintures à l'huille,Cayenne et Guyanne,417,835,Nantes,livres,,0
302,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Peintures à l'huille,Sénégal et Guinée,1176,2353,Nantes,livres,,0
303,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Vermillon,St Domingue,600,100,Hollande,livres,,0
304,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux d'odeurs diverses,St Domingue,1950,,,,,0
305,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux d'odeurs diverses,La Guadeloupe,780,,,,,0
306,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux d'odeurs diverses,Sénégal et Guinée,82,,,,,0
307,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux de vie simple,St Domingue,3183,"21,5833333333",Nantes,muids,,1
309,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux de vie simple,St Domingue,3183,75,Nantes,bouteilles,,2
310,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux de vie simple,La Martinique,756,"5,25",Nantes,muids,,0
312,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux de vie simple,La Guadeloupe,264,"1,8333333333",Nantes,muids,,0
314,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux de vie simple,Sénégal et Guinée,106276,"738,0277777778",Nantes,muids,,0
316,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux de vie simple,Sénégal et Guinée,5152,"40,8888888889",Poitou,muids,,0
318,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux de vie simple,Sénégal et Guinée,784,"6,2222222222",Espagne,muids,,0
320,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux de vie simple,La Martinique,2261,"16,75",La Rochelle,muids,,0
322,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux de vie simple,Sénégal et Guinée,45058,"278,1388888889",Bordeaux,muids,,0
324,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux de vie simple,Sénégal et Guinée,128120,1095,Barcelone,muids,,0
325,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux de vie simple,Sénégal et Guinée,7761,"56,75",Bayonne,muids,,0
327,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux de vie d'Andaye,Sénégal et Guinée,250,200,Bayonne,bouteilles,,0
328,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Eaux de vie simple,Sénégal et Guinée,1620,10,Cognac,muids,,0
329,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Encre à écrire,St Domingue,1043,,Nantes,,,0
330,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Encre à écrire,Cayenne et Guyanne,120,,Nantes,,,0
331,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Epicerie commune,St Domingue,9046,9046,Hollande,livres,,0
332,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Epicerie commune,La Martinique,70,70,Hollande,livres,,0
333,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Epicerie commune,La Guadeloupe,200,200,Hollande,livres,,0
334,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Epicerie commune,Sénégal et Guinée,2410,2410,Hollande,livres,,0
335,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Cannelle,St Domingue,300,50,Chine,livres,,0
336,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Cannelle,La Martinique,930,155,Chine,livres,,0
337,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Poivre,St Domingue,1346,841,Indes,livres,,0
338,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Poivre,La Martinique,173,108,Indes,livres,,0
339,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Etain ouvré,Sénégal et Guinée,4449,3559,Nantes,livres,,0
340,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Etoffes grosses de laine,Sénégal et Guinée,2500,1000,Bretagne,aunes,Le pdf donne aussi la quantité en livres,0
341,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Etoffe bayette,Sénégal et Guinée,20112,5028,Angleterre,aunes,,0
342,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,67,Etoffe barail,St Domingue,941,"268,75",Troye,aunes,,0
343,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe étamine fine,La Martinique,34000,8500,Mans,aunes,Le pdf donne aussi la quantité en livres,0
344,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe étamine fine,St Domingue,3320,664,Reims,aunes,Le pdf donne aussi la quantité en livres,0
345,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe étamine fine,La Martinique,1380,276,Reims,aunes,Le pdf donne aussi la quantité en livres,0
346,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe eternelle laine,Sénégal et Guinée,117,39,Lille,aunes,Le pdf donne aussi la quantité en livres,0
347,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe eternelle laine,St Domingue,240,60,Angleterre,aunes,Le pdf donne aussi la quantité en livres,0
348,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe flanelle fine,St Domingue,300,50,Reims,aunes,Le pdf donne aussi la quantité en livres,0
349,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe moquette,Sénégal et Guinée,525,150,Abbeville,aunes,Le pdf donne aussi la quantité en livres,0
350,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe prunelle fine,Cayenne et Guyanne,800,100,Lille,aunes,Le pdf donne aussi la quantité en livres,0
351,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe serge laine,St Domingue,1387,730,Lille,aunes,Le pdf donne aussi la quantité en livres,0
352,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe en drap de coton,St Domingue,1575,350,Angleterre,aunes,Le pdf donne aussi la quantité en livres,0
353,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Drap de coton,St Domingue,108,24,Troye,aunes,Le pdf donne aussi la quantité en livres,0
354,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Velours de coton,Sénégal et Guinée,910,70,Rouen,aunes,Le pdf donne aussi la quantité en livres,0
355,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe de soye,St Domingue,55687,6829,Lyon,aunes,Le pdf donne aussi la quantité en livres,0
356,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe de soye,La Martinique,1265,140,Lyon,aunes,Le pdf donne aussi la quantité en livres,0
357,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe de soye,La Guadeloupe,220,36,Lyon,aunes,Le pdf donne aussi la quantité en livres,0
358,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe de soye,Sénégal et Guinée,85250,8934,Lyon,aunes,Le pdf donne aussi la quantité en livres,0
359,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe de soie dite milleret,St Domingue,600,10,Nantes,aunes,Le pdf donne aussi la quantité en livres,0
360,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe velours de soie,Sénégal et Guinée,6048,168,Lyon,aunes,Le pdf donne aussi la quantité en livres,0
361,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe de soie or et argent,Sénégal et Guinée,900,"8,75",Paris,livres,,0
363,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe de soye en laine,La Guadeloupe,350,100,Lyon,aunes,Doute sur la marchandise / Le pdf donne aussi la quantité en livres,0
364,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe soye en coton dite calutras,Sénégal et Guinée,330,110,Nîmes,aunes,Le pdf donne aussi la quantité en livres,0
365,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe soye en poil,St Domingue,720,90,Lille,aunes,Le pdf donne aussi la quantité en livres,0
366,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe velours d'Utreck,St Domingue,480,60,Amiens,aunes,Le pdf donne aussi la quantité en livres,0
367,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoffe velours d'Utreck,Sénégal et Guinée,456,57,Amiens,aunes,Le pdf donne aussi la quantité en livres,0
368,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Etoupes à calfater,St Domingue,1440,12000,Nantes,livres,,0
369,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,La Guadeloupe,48,400,Nantes,livres,,0
370,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,Cayenne et Guyanne,60,500,Nantes,livres,,0
371,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,Sénégal et Guinée,72,600,Nantes,livres,,0
372,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,St Domingue,87904,439521,Nantes,livres,,0
373,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,La Martinique,5250,26250,Nantes,livres,,0
374,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,La Guadeloupe,26250,131250,Nantes,livres,,0
375,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,Cayenne et Guyanne,2275,11375,Nantes,livres,,0
376,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,Sénégal et Guinée,8764,43820,Nantes,livres,,0
377,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,St Domingue,25267,132475,Orléans,livres,,0
378,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,La Guadeloupe,1330,7000,Orléans,livres,,0
379,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,Sénégal et Guinée,6883,36225,Orléans,livres,,0
380,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,St Domingue,49906,237650,Beauce,livres,,0
381,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,La Martinique,1837,8750,Beauce,livres,,0
382,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,La Guadeloupe,808,3850,Beauce,livres,,0
383,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,Cayenne et Guyanne,3601,17150,Beauce,livres,,0
384,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Farine,St Domingue,2380,11900,Bordeaux,livres,,0
385,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Gruau,St Domingue,128,640,Hollande,livres,,0
386,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Gruau,Sénégal et Guinée,664,3320,Hollande,livres,,0
387,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fayence,St Domingue,38771,3622,Angleterre,douzaines,,1
388,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fayence,St Domingue,38771,1838,Angleterre,services,,2
389,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fayence,La Guadeloupe,42,3,Angleterre,services,,0
390,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fayence,Sénégal et Guinée,1398,"388,6666",Angleterre,douzaines,,0
391,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fayence,St Domingue,10976,1372,Nevers,douzaines,,0
392,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fayence,La Martinique,120,15,Nevers,douzaines,,0
393,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fayence,La Guadeloupe,160,20,Nevers,douzaines,,0
394,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fayence,Cayenne et Guyanne,288,36,Nevers,douzaines,,0
395,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fayence,Sénégal et Guinée,2912,364,Nevers,douzaines,,0
396,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fayence,St Domingue,11170,2234,Nantes,douzaines,,0
397,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fayence,La Martinique,15,3,Nantes,douzaines,,0
398,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fayence,La Guadeloupe,240,48,Nantes,douzaines,,0
399,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fayence,Sénégal et Guinée,2635,527,Nantes,douzaines,,0
400,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fayence,St Domingue,784,98,Rouen,douzaines,,0
401,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fer en ancres,St Domingue,360,1200,St Esprit les Bayonne,livres,Le pdf donne aussi la quantité en nombres,0
402,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fer en ancres,Sénégal et Guinée,991,3304,St Esprit les Bayonne,livres,Le pdf donne aussi la quantité en nombres,0
403,Cyril Mouton,ANOM Col F 2B 13 (tableau 20),National toutes directions partenaires manquants/Colonies/1788 - Nantes - Exports colonies.csv,National toutes directions partenaires manquants,1788,Exports,Nantes,68,Fer en ancres,Sénégal et Guinée,706,2520,Nantes,livres,Le pdf donne aussi la quantité en nombres,0
