numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,total,quantity_unit,remarks,doubleaccounts
88,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Sucre raffiné,Iles Françaises de l’Amérique,30,30,2 010,livres,,0
89,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Sucre raffiné,Iles Françaises de l’Amérique,75,75,2 010,livres,,0
90,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Sucre raffiné,Iles Françaises de l’Amérique,122,122,2 010,livres,,0
91,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bayonne,Bayonne,2,Sucre terré,Iles Françaises de l’Amérique,171 898,277 254,41 411 073,livres,,0
92,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Sucre terré,Iles Françaises de l’Amérique,15 577 488,23 965 383,41 411 073,livres,,0
93,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Sucre terré,Iles Françaises de l’Amérique,894 917,1 443 415,41 411 073,livres,,0
94,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Sucre terré,Iles Françaises de l’Amérique,137 863,222 360,41 411 073,livres,,0
95,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lorient,Brest,2,Sucre terré,Iles Françaises de l’Amérique,211 977,341 898,41 411 073,livres,,0
96,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Sucre terré,Iles Françaises de l’Amérique,7 763 397,12 942 327,41 411 073,livres,,0
97,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Sucre terré,Iles Françaises de l’Amérique,614 130,990 533,41 411 073,livres,,0
98,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Servan,2,Sucre terré,Iles Françaises de l’Amérique,50 568,81 562,41 411 073,livres,,0
99,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Caen,Granville,2,Sucre terré,Iles Françaises de l’Amérique,7 812,12 600,41 411 073,livres,,0
100,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Sucre terré,Iles Françaises de l’Amérique,5 519 636,8 624 431,41 411 073,livres,,0
101,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Honfleur,2,Sucre terré,Iles Françaises de l’Amérique,186 826,301 331,41 411 073,livres,,0
102,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Vallery sur Somme,2,Sucre terré,Iles Françaises de l’Amérique,91 230,147 145,41 411 073,livres,,0
103,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lille,Dunkerque,2,Sucre terré,Iles Françaises de l’Amérique,280 596,452 574,41 411 073,livres,,0
104,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,2,Sucre terré,Iles Françaises de l’Amérique,145,234,41 411 073,livres,,0
105,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,La Ciotat,2,Sucre terré,Iles Françaises de l’Amérique,35 305,56 943,41 411 073,livres,Pas sûr de la direction,0
106,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Sucre terré,Iles Françaises de l’Amérique,9 865 274,16 172 580,41 411 073,livres,,0
107,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bayonne,Bayonne,2,Sucre tête,Iles Françaises de l’Amérique,358 745,763 287,10 235 066,livres,,0
108,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Sucre tête,Iles Françaises de l’Amérique,4 630 668,9 450 345,10 235 066,livres,,0
109,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Blaye,2,Sucre tête,Iles Françaises de l’Amérique,5 848,12 444,10 235 066,livres,,0
110,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Sucre tête,Iles Françaises de l’Amérique,39 008,82 995,10 235 066,livres,,0
111,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Sucre tête,Iles Françaises de l’Amérique,1 878 873,3 997 600,10 235 066,livres,,0
112,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Sucre tête,Iles Françaises de l’Amérique,604 611,1 259 606,10 235 066,livres,,0
113,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Vallery sur Somme,2,Sucre tête,Iles Françaises de l’Amérique,50 760,108 000,10 235 066,livres,,0
114,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lille,Dunkerque,2,Sucre tête,Iles Françaises de l’Amérique,675 621,1 437 488,10 235 066,livres,,0
115,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Sucre tête,Iles Françaises de l’Amérique,1 990 931,4 236 025,10 235 066,livres,,0
116,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bayonne,Bayonne,2,Bois d’acajou,Iles Françaises de l’Amérique,460,,175 693,livres,,0
117,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Bois d’acajou,Iles Françaises de l’Amérique,40 576,,175 693,,,0
118,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Bois d’acajou,Iles Françaises de l’Amérique,2 544,,175 693,,,0
119,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Bois d’acajou,Iles Françaises de l’Amérique,33 255,,175 693,,,0
120,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Bois d’acajou,Iles Françaises de l’Amérique,1 308,,175 693,,,0
121,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Bois d’acajou,Iles Françaises de l’Amérique,61 951,,175 693,,,0
122,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lille,Dunkerque,2,Bois d’acajou,Iles Françaises de l’Amérique,2 724,,175 693,,,0
123,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Bois d’acajou,Iles Françaises de l’Amérique,32 881,,175 693,,,0
124,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Bois de Brésil,Iles Françaises de l’Amérique,1 061,1 415,19 644,livres,,0
125,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Bois de Brésil,Iles Françaises de l’Amérique,18 583,12 229,19 644,livres,,0
126,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bayonne,Bayonne,2,Bois de Campêche,Iles Françaises de l’Amérique,621,5 175,203 540,livres,,0
127,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Bois de Campêche,Iles Françaises de l’Amérique,106 718,533 592,203 540,livres,,0
128,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Bois de Campêche,Iles Françaises de l’Amérique,21 224,303 193,203 540,livres,,0
129,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Bois de Campêche,Iles Françaises de l’Amérique,18 647,124 313,203 540,livres,,0
130,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lille,Dunkerque,2,Bois de Campêche,Iles Françaises de l’Amérique,16 367,163 674,203 540,livres,,0
131,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Bois de Campêche,Iles Françaises de l’Amérique,38 976,389 763,203 540,livres,,0
132,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Bois de couleurs,Iles Françaises de l’Amérique,1 979,,7 222,,,0
133,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lorient,Brest,2,Bois de couleurs,Iles Françaises de l’Amérique,380,,7 222,,,0
134,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Bois de couleurs,Iles Françaises de l’Amérique,302,,7 222,,,0
135,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Bois de couleurs,Iles Françaises de l’Amérique,4 561,,7 222,,,0
136,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Bois de merrein,Iles Françaises de l’Amérique,17 645,,17 645,,,0
137,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Bois de Sainte-Marthe,Iles Françaises de l’Amérique,2 826,6 280,18 033,livres,,0
138,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Bois de Sainte-Marthe,Iles Françaises de l’Amérique,15 207,50 690,18 033,livres,,0
139,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Bois Divers,Iles Françaises de l’Amérique,2 320,,11 878,,,0
140,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Bois Divers,Iles Françaises de l’Amérique,810,,11 878,,,0
141,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Bois Divers,Iles Françaises de l’Amérique,935,,11 878,,,0
142,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Bois Divers,Iles Françaises de l’Amérique,151,,11 878,,,0
143,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Servan,2,Bois Divers,Iles Françaises de l’Amérique,75,,11 878,,,0
144,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Bois Divers,Iles Françaises de l’Amérique,7 497,,11 878,,,0
145,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,2,Bois Divers,Iles Françaises de l’Amérique,40,,11 878,,,0
146,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Bois Divers,Iles Françaises de l’Amérique,50,,11 878,,,0
147,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bayonne,Bayonne,2,Carret,Iles Françaises de l’Amérique,1 045,95,108 085,livres,,0
148,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Carret,Iles Françaises de l’Amérique,41 776,2 984,108 085,livres,,0
149,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Carret,Iles Françaises de l’Amérique,15 366,1 182,108 085,livres,,0
150,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Carret,Iles Françaises de l’Amérique,54,6,108 085,livres,,0
151,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Carret,Iles Françaises de l’Amérique,24 390,2 439,108 085,livres,,0
152,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Honfleur,2,Carret,Iles Françaises de l’Amérique,120,12,108 085,livres,,0
153,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lille,Dunkerque,2,Carret,Iles Françaises de l’Amérique,1 376,169,108 085,livres,,0
154,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Carret,Iles Françaises de l’Amérique,23 958,1 996,108 085,livres,,0
155,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bayonne,Bayonne,2,Confitures,Iles Françaises de l’Amérique,256,256,75 146,livres,,0
156,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Confitures,Iles Françaises de l’Amérique,29 128,14 564,75 146,livres,,0
157,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Confitures,Iles Françaises de l’Amérique,3 330,1 110,75 146,livres,,0
158,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Confitures,Iles Françaises de l’Amérique,1 431,954,75 146,livres,,0
159,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Confitures,Iles Françaises de l’Amérique,10 493,11 659,75 146,livres,,0
160,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Confitures,Iles Françaises de l’Amérique,211,211,75 146,livres,,0
161,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Servan,2,Confitures,Iles Françaises de l’Amérique,113,113,75 146,livres,,0
162,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Confitures,Iles Françaises de l’Amérique,23 330,11 665,75 146,livres,,0
163,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Honfleur,2,Confitures,Iles Françaises de l’Amérique,574,574,75 146,livres,,0
164,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Vallery sur Somme,2,Confitures,Iles Françaises de l’Amérique,126,84,75 146,livres,,0
165,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lille,Dunkerque,2,Confitures,Iles Françaises de l’Amérique,150,150,75 146,livres,,0
166,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,2,Confitures,Iles Françaises de l’Amérique,46,46,75 146,livres,,0
167,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Confitures,Iles Françaises de l’Amérique,5 958,5 958,75 146,livres,,0
168,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bayonne,Bayonne,2,Cuirs en poil,Iles Françaises de l’Amérique,34 875,2 325,595 172,en nombre,,0
169,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Cuirs en poil,Iles Françaises de l’Amérique,168 819,8 039,595 172,en nombre,,0
170,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Cuirs en poil,Iles Françaises de l’Amérique,83 328,6 944,595 172,en nombre,,0
171,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Cuirs en poil,Iles Françaises de l’Amérique,2 880,192,595 172,en nombre,,0
172,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Cuirs en poil,Iles Françaises de l’Amérique,9 630,963,595 172,en nombre,,0
173,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lille,Dunkerque,2,Cuirs en poil,Iles Françaises de l’Amérique,61 376,7 672,595 172,en nombre,,0
174,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,La Ciotat,2,Cuirs en poil,Iles Françaises de l’Amérique,240,48,595 172,en nombre,Pas sûr de la direction,0
175,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Cuirs en poil,Iles Françaises de l’Amérique,254 024,39 004,595 172,en nombre,,0
