quantity_unit,quantity_unit_orthographe,quantity_unit_ajustees,u_conv,q_conv,remarque_unit,incertitude_unit,source_hambourg,missing,need_marchandises,source_bdc,nbr_bdc_quantity_unit,nbr_bdc_quantity_unit_ajustees
charetes,charrettes,,,,,,,,,1,1,224943
Charettes,charrettes,,,,,,,,,1,2,224943
Charge,charges,charges,kg,146.85001,D'après Doursther (France). Aussi la valeure choisie par Werner,,,,,1,3,224943
charge de chenal,charge de chenal,,,,,,,,,1,1,224943
charge de cheval,charge de chenal,,,,,,,,,1,1,224943
Charges,charges,charges,kg,146.85001,D'après Doursther (France). Aussi la valeure choisie par Werner,,,,,1,42,224943
charges,charges,charges,kg,146.85001,D'après Doursther (France). Aussi la valeure choisie par Werner,,0,,0,1,319,319
Chariot,chariots,,,,,,,,,1,2,224943
chariot,chariots,,,,,,,,,1,1,224943
Chariots,chariots,,,,,,,,,1,3,224943
chariots,chariots,,,,,,0,,1,1,10,224943
Charretées,charretées,charretées,litres,1920,"www.genefourneau.com/mesure.html , =1,92 stères",,,,,1,2,224943
charretées,charretées,charretées,litres,1920,"www.genefourneau.com/mesure.html , =1,92 stères",,0,,0,1,122,122
charriot,chariots,,,,,,,,,1,1,224943
Chars,chars,chars,litres,548.44,"p111 doursther, mesure de genève",,,,,1,19,224943
chars,chars,chars,litres,548.44,"p111 doursther, mesure de genève",,0,,0,1,108,108
charte,charte,,,,,,,,,1,2,224943
charté,charretées,charretées,litres,1920,"www.genefourneau.com/mesure.html , =1,92 stères",,,,,1,1,224943
Chartée,charretées,charretées,litres,1920,"www.genefourneau.com/mesure.html , =1,92 stères",,,,,1,3,224943
chartée,charretées,charretées,litres,1920,"www.genefourneau.com/mesure.html , =1,92 stères",,,,,1,1,224943
Chartées,charretées,charretées,litres,1920,"www.genefourneau.com/mesure.html , =1,92 stères",,,,,1,29,224943
chartées,charretées,charretées,litres,1920,"www.genefourneau.com/mesure.html , =1,92 stères",,,,,1,6,224943
chartéle,chartils,,,,,,,,,1,1,224943
chartéls,chartils,,,,,,,,,1,1,224943
chartés,chartées,,,,,,,,,1,2,224943
charts,chars,,,,,,,,,1,1,224943
cheldes,cheldes,,,,,,,,,1,1,224943
chevaux,chevaux,pièces,pieces,1,,,0,,0,1,25,181
chevrier,chevrier,,,,,,,,,1,1,224943
chevrons,chevrons,,,,,,,,,1,1,224943
chipons de 300 livres,chipons de 300 livres,,,,,,,,,1,1,224943
chopes,chopes,,,,,,0,1,0,1,1,224943
choux,choux,choux,pieces,1,,,0,,0,1,1,1
classer,classer,,,,,,,,,1,1,224943
Cnes,cnes,,,,,,,,,1,1,224943
Coffre,coffre,coffres,contenant,1,,,,,,1,1,224943
coffre,coffre,coffres,contenant,1,,,,,,1,1,224943
coffres,coffre,coffres,contenant,1,,,0,,0,1,6,6
coffrets,coffrets,,,,,,,,,1,1,224943
collé,collé,,,,,,,,,1,1,224943
colonne,colonnes,,,,,,,,,1,1,224943
colonnes,colonnes,,,,,,,,,1,1,224943
commune,communes,en nombre,pieces,1,,,,,,1,1,224943
Communes,communes,en nombre,pieces,1,,,,,,1,1,224943
communes,communes,en nombre,pieces,1,,,0,,0,1,9,5304
comune,communes,en nombre,pieces,1,,,,,,1,1,224943
comunes,communes,en nombre,pieces,1,,,,,,1,1,224943
conques,conques,conques,litres,41.060001,doursther : 41.06 litres p119,,0,,0,1,7,7
corde,corde,cordes,kg,12.2375,p121 doursther et -la genealogie-entre-amis.com,,,,,1,2,224943
Cordes,corde,cordes,kg,12.2375,p121 doursther et -la genealogie-entre-amis.com,,,,,1,2,224943
cordes,corde,cordes,kg,12.2375,p121 doursther et -la genealogie-entre-amis.com,,0,,0,1,12,12
cordons,cordons,,,,,,0,1,0,1,1,224943
Costes,costés,,,,,,,,,1,1,224943
Costés,costés,,,,,,,,,1,1,224943
Cotes,cotes,pièces,pieces,1,,,,,,1,2,224943
cotes,cotes,pièces,pieces,1,,,0,,0,1,2,181
Cottes,cottes,,,,,,,,,1,9,224943
cottes,cottes,,,,,,0,1,0,1,1,224943
coupes,coupes,coupes,contenant,1,,,0,,0,1,2,2
Coupon,coupons,,,,,,,,,1,1,224943
Coupons,coupons,,,,,,,,,1,4,224943
coupons,coupons,,,,,,0,1,0,1,3,224943
courbes,courbes,,,,,,,,,1,1,224943
couvertures,couvertures,pièces,pieces,1,,,0,,0,1,15,181
Croix,croix,,,,,,,,,1,2,224943
cruche,cruche,cruches,pieces,1,,,,,,1,1,224943
cruches,cruche,cruches,pieces,1,,,0,,0,1,2,2
cubillons,cubillons,,,,,,0,1,0,1,1,224943
Cuina,cuina,,,,,,,,,1,1,224943
cuir,cuirs,pieces,pieces,1,,,,,,1,1,224943
Cuirs,cuirs,pieces,pieces,1,,,,,,1,12,224943
cuirs,cuirs,pieces,pieces,1,,,0,,0,1,88,89
Cuirs  entier,cuirs  entier,pieces,pieces,1,,,,,,1,1,224943
Cuirs  entiers,cuirs  entiers,pieces,pieces,1,,,,,,1,1,224943
de,de,en nombre,pieces,1,,,0,,0,1,4,5304
de 11 pied,de 11 pied,,,,,,,,,1,1,224943
de 15 a 20 pieds,de 15 a 20 pieds,,,,,,,,,1,1,224943
de 20 a 25 pieds,de 20 a 25 pieds,,,,,,,,,1,2,224943
de 22 pieds,de 22 pieds,,,,,,,,,1,2,224943
de 27 pieds,de 27 pieds,,,,,,,,,1,1,224943
de 4 pieds,de 4 pieds,,,,,,,,,1,1,224943
de 7 a 8 pied,de 7 a 8 pied,,,,,,,,,1,1,224943
de 8 a 9 pied,de 8 a 9 pied,,,,,,,,,1,1,224943
de 9 pied,de 9 pied,,,,,,,,,1,1,224943
de 9 pieds,de 9 pieds,,,,,,,,,1,1,224943
de selle,de selle,en nombre,pieces,1,,,0,,0,1,1,5304
de12 pieds,de12 pieds,,,,,,,,,1,1,224943
demi bouteilles,demi bouteilles,,,,,,,,,1,1,224943
demi Cuirs,demi cuirs,,,,,,,,,1,10,224943
demi cuirs,demi cuirs,,,,,,,,,1,1,224943
Demi pièces,demi pièces,,,,,,,,,1,2,224943
demi pièces,demi pièces,,,,,,,,,1,1,224943
demi Planches,demi planches,,,,,,,,,1,1,224943
demi planches,demi planches,,,,,,,,,1,3,224943
demie,demie,,,,,,,,,1,4,224943
Demie ancres,demie ancres,,,,,,,,,1,1,224943
demie bouteilles,demi bouteilles,,,,,,,,,1,2,224943
Demie charge,demie charge,,,,,,,,,1,1,224943
demie pièces,demi pièces,demi pièces,pieces,.5,,,0,,0,1,2,2
Demies,demie,,,,,,,,,1,1,224943
demies,demie,,,,,,,,,1,3,224943
Demies bouteilles,demi bouteilles,,,,,,,,,1,1,224943
demy,demy,,,,,,,,,1,2,224943
Demy bariques,demy barriques,,,,,,,,,1,1,224943
Demy cuirs,demy cuirs,,,,,,,,,1,1,224943
demy Cuirs,demy cuirs,,,,,,,,,1,4,224943
Demy pièce,demy pièce,,,,,,,,,1,1,224943
demy pieces,demy pièce,,,,,,,,,1,3,224943
Demy pièces,demy pièce,,,,,,,,,1,2,224943
demy pieds,demy pieds,,,,,,,,,1,1,224943
demy planches  Barils,demy planches  barils,,,,,,,,,1,1,224943
demycs,demycs,demi-pièces,pieces,.5,,,0,,0,1,2,2
devants,devants,,,,,,0,1,0,1,1,224943
differ ents longueurs,différentes longueurs,,,,,,,,,1,2,224943
differentes grandeur,différentes grandeurs,,,,,,,,,1,1,224943
differentes longueur,différentes longueurs,,,,,,,,,1,2,224943
differentes longueurs,différentes longueurs,,,,,,,,,1,1,224943
differents gradeurs,différentes grandeurs,,,,,,,,,1,1,224943
differents grandeur,différentes grandeurs,,,,,,,,,1,1,224943
differents grandeurs,différentes grandeurs,,,,,,,,,1,2,224943
differents longueurs,différentes longueurs,,,,,,,,,1,1,224943
dimension grands,dimension grands,,,,,,,,,1,1,224943
dimension moyens,dimension moyens,,,,,,,,,1,1,224943
dimension petits,dimension petits,,,,,,,,,1,1,224943
divers,divers,,,,,,,,,1,1,224943
diverses,divers,,,,,,,,,1,12,224943
diverses grandeurs,diverses grandeurs,,,,,,,,,1,2,224943
double,double,,,,,,,,,1,1,224943
doublures,doublures,doublures,pieces,1,,,0,,0,1,1,1
Douelles,douelles,douelles,cm,90,Wikipedia,,,,,1,29,224943
douelles,douelles,douelles,cm,90,Wikipedia,,0,,0,1,358,358
Douëlles,douelles,douelles,cm,90,Wikipedia,,,,,1,3,224943
douëlles,douelles,douelles,cm,90,Wikipedia,,,,,1,1,224943
Doüelles,douelles,douelles,cm,90,Wikipedia,,,,,1,21,224943
Doüelles fai 2 m 1/2,douelles fait 2 m 1/2,,,,,,,,,1,1,224943
Doüelles fait 3 m 1/8,douelles fait 3 m 1/8,,,,,,,,,1,1,224943
douelless,douelles,douelles,cm,90,Wikipedia,,,,,1,2,224943
dourgs,dourgs,,,,,,0,1,0,1,1,224943
douz,douz,,,,,,,,,1,20,224943
Douzaine,douzaine,douzaines,pieces,12,,,,,,1,40,224943
douzaine,douzaine,douzaines,pieces,12,,,,,,1,7,224943
Douzaine de paires,douzaine de paires,douzaines de paires,pieces,24,,,,,,1,2,224943
Douzaine de pairres,douzaine de paires,douzaines de paires,pieces,24,,,,,,1,1,224943
Douzaines,douzaine,douzaines,pieces,12,,,,,,1,622,224943
douzaines,douzaine,douzaines,pieces,12,,,0,,0,1,1829,1829
Douzaines bonnets,douzaine bonnets,,,,,,,,,1,1,224943
Douzaines de bas,douzaine de bas,,,,,,,,,1,2,224943
douzaines de fiole,douzaine de fiole,,,,,,,,,1,1,224943
Douzaines de fiolles,douzaine de fiole,,,,,,,,,1,1,224943
Douzaines de mouchoirs,douzaine de mouchoirs,,,,,,,,,1,1,224943
Douzaines de paires,douzaine de paires,douzaines de paires,pieces,24,,,,,,1,13,224943
douzaines de paires,douzaine de paires,douzaines de paires,pieces,24,,,0,,0,1,8,8
Douzaines de peaux,douzaine de peaux,,,,,,,,,1,1,224943
douzaines de pots,douzaine de pots,,,,,,,,,1,1,224943
Douzaines grands,douzaine grands,,,,,,,,,1,1,224943
Douzaines petits,douzaine petits,,,,,,,,,1,1,224943
Droits,droits,,,,,,,,,1,13,224943
duttes,duttes,,,,,,0,1,0,1,1,224943
En,en,,,,,,,,,1,1,224943
en argent,en argent,,,,,,,,,1,1,224943
en Bouteille,en bouteille,,,,,,,,,1,2,224943
en Centaine,en centaine,,,,,,,,,1,1,224943
en feuilles,en feuilles,en feuilles,pieces,1,,,0,,0,1,1,1
en milliers,en milliers,,,,,,,,,1,2,224943
En nombre,en nombre,en nombre,pieces,1,,,,,,1,255,224943
en nombre,en nombre,en nombre,pieces,1,,,0,,0,1,5290,5304
en valeur,en valeur,,,,,,,,,1,39,224943
Encres,encres,,,,,,,,,1,1,224943
entier,entiers,,,,,,,,,1,1,224943
Entiers,entiers,,,,,,,,,1,1,224943
epinettes,epinettes,,,,,,0,1,0,1,1,224943
Estimé,estimé,,,,,,,,,1,4,224943
estimé,estimé,,,,,,,,,1,5,224943
Estimée,estimé,,,,,,,,,1,1,224943
estimée,estimé,,,,,,,,,1,2,224943
Estimées,estimé,,,,,,,,,1,17,224943
estimées,estimé,,,,,,,,,1,1,224943
estimer,estimé,,,,,,,,,1,1,224943
Estimés,estimé,,,,,,,,,1,5,224943
Estimez,estimé,,,,,,,,,1,1,224943
esturgeons,esturgeons,pièces,pieces,1,,,0,,0,1,2,181
facon,flacon,,,,,,,,,1,1,224943
facs,facs,,,,,,,,,1,1,224943
fais,faix,,,,,,,,,1,2,224943
Faix,faix,,,,,,,,,1,3,224943
faix,faix,,,,,,0,,1,1,19,224943
Fanigues,fanigues,,,,,,,,,1,1,224943
fanons,fanons,fanons,pieces,1,,,0,,0,1,6,6
faqunir,faqunir,,,,,,,,,1,1,224943
fartraux,fartraux,,,,,,0,1,0,1,1,224943
FAUX,fau,,,,,,,,,1,1,224943
Fers,fers,,,,,,,,,1,1,224943
fers,fers,,,,,,,,,1,1,224943
Feuille,feuille,feuilles,pieces,1,,,,,,1,2,224943
Feuilles,feuille,feuilles,pieces,1,,,,,,1,12,224943
feuilles,feuille,feuilles,pieces,1,,,0,,0,1,65,65
feuilles doubles,feuille double,,,,,,,,,1,1,224943
feuilles simples,feuille simple,,,,,,,,,1,1,224943
feuillettes,feuillette,feuillettes,kg,134.11,p161 doursther,,0,,0,1,7,7
fiole,fiole,,,,,,,,,1,1,224943
Fioles,fiole,,,,,,,,,1,1,224943
Fiolles,fiole,,,,,,,,,1,1,224943
fiolles,fiole,,,,,,,,,1,3,224943
fiottes,fiottes,,,,,,0,1,0,1,3,224943
flacon,flacon,flacons,contenant,1,,,,,,1,3,224943
Flacons,flacon,flacons,contenant,1,,,,,,1,4,224943
flacons,flacon,flacons,contenant,1,,,0,,0,1,25,25
fleau,fleau,,,,,,,,,1,1,224943
fleuilles,fleuilles,,,,,,,,,1,1,224943
Fluttes,fluttes,,,,,,,,,1,3,224943
fluttes,fluttes,,,,,,0,1,0,1,2,224943
Fourneaux,fourneaux,,,,,,,,,1,1,224943
Fournitures,fournitures,,,,,,,,,1,1,224943
fournitures,fournitures,,,,,,0,1,0,1,3,224943
Fours,fours,,,,,,,,,1,2,224943
fours,fours,,,,,,0,1,0,1,3,224943
frequier,frequier,,,,,,,,,1,1,224943
frequiers,frequier,,,,,,,,,1,2,224943
fréquiers,frequier,,,,,,,,,1,1,224943
frequies,frequier,,,,,,,,,1,1,224943
frequin,frequin,,,,,,,,,1,1,224943
frequins,frequin,,,,,,0,1,0,1,13,224943
fréquins,frequin,,,,,,,,,1,1,224943
frequiur,frequiur,,,,,,,,,1,1,224943
Fres,fres,,,,,,,,,1,1,224943
Fromages,fromages,,,,,,,,,1,1,224943
funnes,funnes,,,,,,0,1,0,1,1,224943
Fusils,fusils,fusils,pieces,1,,,,,,1,2,224943
fusils,fusils,fusils,pieces,1,,,0,,0,1,12,12
futaille,futailles,futailles,contenant,1,,,,,,1,1,224943
Futaille de 800 livres,futaille de 800 livres,,,,,,,,,1,1,224943
Futailles,futailles,futailles,contenant,1,,,,,,1,3,224943
futailles,futailles,futailles,contenant,1,,,0,,0,1,20,20
futs,futs,,,,,,,,,1,1,224943
Garniture,garnitures,,,,,,,,,1,1,224943
Garnitures,garnitures,,,,,,,,,1,2,224943
garnitures,garnitures,pièces,pieces,1,,,0,,0,1,1,181
génisses,génisses,pièces,pieces,1,,,0,,0,1,7,181
Gets,gets,,,,,,,,,1,1,224943
gets,gets,,,,,,,,,1,2,224943
Ggoblets,gobelets,,,,,,,,,1,1,224943
Girofle,girofle,,,,,,,,,1,1,224943
Gonnes,gonnes,,,,,,,,,1,2,224943
gonnes,gonnes,,,,,,0,1,0,1,5,224943
Gosses,gosses,,,,,,,,,1,1,224943
grande,grande,,,,,,,,,1,1,224943
grander,grande,,,,,,,,,1,1,224943
grandes,grande,,,,,,,,,1,9,224943
grandeurs,grandeurs,,,,,,,,,1,1,224943
grandeurs diverses,grandeurs diverses,,,,,,,,,1,1,224943
grands,grands,grands,pieces,1,,,0,,0,1,4,4
grands pièces,grands pièces,,,,,,,,,1,1,224943
groffe,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,1,224943
Gros,gros,,,,,,,,,1,2,224943
grose,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,1,224943
groses,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,15,224943
groses pieces,grosses pièces,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,1,224943
Grosse,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,3,224943
grosse,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,12,224943
Grosses,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,108,224943
grosses,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,0,,0,1,224,224
grossés,grosses,grosses,pieces,144,"p175 doursther, 12 douzaines",,,,,1,1,224943
Grosses bariques,grosses barriques,,,,,,,,,1,4,224943
Grosses barriques,grosses barriques,,,,,,,,,1,2,224943
Grosses paires,grosses paires,,,,,,,,,1,1,224943
Grossess,grosses,,,,,,,,,1,9,224943
grosseur,grosseur,,,,,,,,,1,2,224943
grots,grots,,,,,,0,1,0,1,1,224943
guindeau,guindeau,,,,,,,,,1,1,224943
halles,halles,,,,,,,,,1,1,224943
Hambourg,hambourg,,,,,,,,,1,2,224943
hambourg,hambourg,,,,,,,,,1,1,224943
hambourges,hambourg,,,,,,,,,1,1,224943
Hambourgs,hambourg,,,,,,,,,1,2,224943
hambourgs,hambourg,,,,,,0,1,0,1,4,224943
horloges,horloges,,,,,,,,,1,1,224943
huitièmes,huitièmes,,,,,,0,1,0,1,1,224943
huitres,huitres,huitres,pieces,1,,,0,,0,1,1,1
hume,hume,,,,,,,,,1,1,224943
inerastée,inerastée,,,,,,0,1,0,1,1,224943
jattes,jattes,,,,,,,,,1,1,224943
Jets,jets,,,,,,,,,1,1,224943
jets,jets,,,,,,,,,1,3,224943
Jeux,jeux,,,,,,,,,1,1,224943
jeux,jeux,,,,,,0,1,0,1,1,224943
juments,juments,pièces,pieces,1,,,0,,0,1,10,181
justes,justes,,,,,,,,,1,2,224943
Jutes,jutes,,,,,,,,,1,1,224943
jutes,jutes,,,,,,,,,1,3,224943
juttes,jutes,,,,,,,,,1,3,224943
laes,laes,,,,,,,,,1,1,224943
Laëst,laëst,,,,,,,,,1,1,224943
lames d'épées,lames d'épées,,,,,,,,,1,1,224943
lase,lase,,,,,,,,,1,1,224943
last,last,last,kg,2028,"Witthöft 1993, Ulrich",,1,,0,1,11,11
lats,lats,,,,,,0,1,0,1,3,224943
Latz,latz,,,,,,,,,1,3,224943
Le cent,le cent,,,,,,,,,1,1,224943
leths,leths,leths de cendre,litres,2638.2,"dictionnaire du commerce p600 : un leth pour 12 barils, puis p549 -> prendre tonnes de berlin ? ",,0,,0,1,22,22
Lets,lets,,,,,,,,,1,1,224943
lets,lets,,,,,,,,,1,1,224943
lez,lez,,,,,,,,,1,1,224943
li,li,,,,,,,,,1,1,224943
Liens,liens,,,,,,,,,1,2,224943
Livre,livres,livres de paris,kg,.48949999,Wikipedia: poids du marc,,,,,1,6,224943
livre,livres,livres de paris,kg,.48949999,Wikipedia: poids du marc,,,,,1,2,224943
Livres,livres,livres de paris,kg,.48949999,Wikipedia: poids du marc,,,,,1,19597,224943
livres,livres,livres de paris,kg,.48949999,Wikipedia: poids du marc,,0,,0,1,59302,59302
Livres + Onces,livres + onces,,,,,,,,,1,10,224943
Livres + onces,livres + onces,,,,,,,,,1,7,224943
livres 10 onces,livres 10 onces,livres 10 onces,kg,.48949999,,,0,,0,1,3,4
livres 14 onces,livres 14 onces,livres 14 onces,kg,.48949999,,,0,,0,1,1,4
livres 2 onces,livres 2 onces,livres 2 onces,kg,.48949999,,,0,,0,1,1,1
livres 3 onces,livres 3 onces,livres 3 onces,kg,.48949999,,,0,,0,1,1,1
livres 6 onces,livres 6 onces,livres 6 onces,kg,.48949999,,,0,,0,1,4,5
livres 9 onces,livres 9 onces,livres 9 onces,kg,.48949999,,,0,,0,1,1,5
livres de bateau,livres de bateau,livres de bateau,kg,150,"Witthöft 1993, Ulrich",,1,,0,0,0,0
livres de hambourg,livres de hambourg,livres de hambourg,kg,.48453999,"Witthöft 1993, Ulrich",,1,,0,0,0,0
livres de marbré,livres de marbré,livres de marbré,kg,.48949999,,,0,,0,1,1,1
livres de noir,livres de noir,livres de noir,kg,.48949999,,,0,,0,1,1,1
Livres en saumure,livres en saumure,,,,,,,,,1,1,224943
livres evalué,livres evalué,,,,,,,,,1,1,224943
livres ou pieces,livres ou pieces,,,,,,,,,1,1,224943
livrets,livrets,,,,,,0,1,0,1,1,224943
Livrres,livres,,,,,,,,,1,1,224943
lmiliers,milliers,,,,,,,,,1,1,224943
lpiè,lpiè,,,,,,,,,1,1,224943
lui,lui,,,,,,,,,1,1,224943
madirers,madriers,madriers,pieces,1,pièces ??,,,,,1,1,224943
Madrier,madriers,madriers,pieces,1,pièces ??,,,,,1,2,224943
Madriers,madriers,madriers,pieces,1,pièces ??,,,,,1,20,224943
madriers,madriers,madriers,pieces,1,pièces ??,,0,,0,1,32,32
madures,madures,,,,,,0,1,0,1,1,224943
mailles,mailles,mailles,kg,.076485001,quart de l'once,,0,,0,1,1,1
main,main,,,,,,,,,1,1,224943
Malles,malles,malles,contenant,1,,,,,,1,1,224943
malles,malles,malles,contenant,1,,,0,,0,1,2,2
Manades,manades,,,,,,,,,1,1,224943
mandel,mandel,,,,,,0,1,0,1,3,224943
mane,mannes,mannes,contenant,1,http://books.google.fr/books?id=9HM7AQAAIAAJ&pg=PA56&lpg=PA56&dq=mannes+de+charbon&source=bl&ots=WmK7GL1a82&sig=iO8oAqn4W-S8Bhi-28ohNUZPaP8&hl=fr&sa=X&ei=ULG2U76SNaz20gWTpoCYCQ&ved=0CFIQ6AEwCQ#v=onepage&q=mannes%20de%20charbon&f=false,,,,,1,1,224943
Mannes,mannes,mannes,contenant,1,http://books.google.fr/books?id=9HM7AQAAIAAJ&pg=PA56&lpg=PA56&dq=mannes+de+charbon&source=bl&ots=WmK7GL1a82&sig=iO8oAqn4W-S8Bhi-28ohNUZPaP8&hl=fr&sa=X&ei=ULG2U76SNaz20gWTpoCYCQ&ved=0CFIQ6AEwCQ#v=onepage&q=mannes%20de%20charbon&f=false,,,,,1,3,224943
mannes,mannes,mannes,contenant,1,http://books.google.fr/books?id=9HM7AQAAIAAJ&pg=PA56&lpg=PA56&dq=mannes+de+charbon&source=bl&ots=WmK7GL1a82&sig=iO8oAqn4W-S8Bhi-28ohNUZPaP8&hl=fr&sa=X&ei=ULG2U76SNaz20gWTpoCYCQ&ved=0CFIQ6AEwCQ#v=onepage&q=mannes%20de%20charbon&f=false,,0,,0,1,9,9
Marc,marcs,marcs,kg,.24474999,Wikipedia: poids du marc,,,,,1,2,224943
Marces,marces,,,,,,,,,1,1,224943
Marcqs,marcqs,,,,,,,,,1,1,224943
Marcs,marcs,marcs,kg,.24474999,Wikipedia: poids du marc,,,,,1,52,224943
marcs,marcs,marcs,kg,.24474999,Wikipedia: poids du marc,,0,,0,1,219,219
Marcs + Onces,marcs + onces,,,,,,,,,1,2,224943
marcs 6 onces,marcs 6 onces,marcs 6 onces,kg,.24474999,,,0,,0,1,1,1
maroquins,maroquins,peaux,pieces,1,,,0,,0,1,14,219
martes,martes,,,,,,0,1,0,1,4,224943
mases,masses,,,,,,,,,1,1,224943
Masses,masses,,,,,,,,,1,2,224943
masses,masses,,,,,,0,1,0,1,8,224943
matreaux,matreaux,,,,,,,,,1,1,224943
mats,mats,mats,pieces,1,,,0,,0,1,4,4
Meches,meches,,,,,,,,,1,1,224943
Mesure,mesures,mesures,litres,14.63,doursther p279,,,,,1,2,224943
Mesures,mesures,mesures,litres,14.63,doursther p279,,,,,1,6,224943
mesures,mesures,mesures,litres,14.63,doursther p279,,0,,0,1,9,9
Meules,meules,,,,,,,,,1,2,224943
meules,meules,,,,,,,,,1,1,224943
Meulles,meules,,,,,,,,,1,2,224943
Migeres,migères,,,,,,,,,1,3,224943
migères,migères,,,,,,0,1,0,1,3,224943
mil,milliers,milliers,pieces,1000,,,,,,1,2,224943
Miliers,milliers,milliers,pieces,1000,,,,,,1,1,224943
miliers,milliers,milliers,pieces,1000,,,,,,1,12,224943
Millerolles,millerolles,,,,,,,,,1,8,224943
millerolles,millerolles,,,,,,0,,1,1,267,224943
Milles,milliers,milliers,pieces,1000,,,,,,1,5,224943
Millier,milliers,milliers,pieces,1000,,,,,,1,2,224943
millier,milliers,milliers,pieces,1000,,,,,,1,10,224943
MIlliers,milliers,milliers,pieces,1000,,,,,,1,1,224943
Milliers,milliers,milliers,pieces,1000,,,,,,1,283,224943
milliers,milliers,milliers,pieces,1000,,,0,,0,1,346,346
milliers au grand compte,milliers au grand compte,,,,,,,,,1,26,224943
mines,mines,mines,litres,76.171997,Wikipedia,,0,,0,1,1,1
minots,minots,minots,litres,38.085999,Wikipedia,,0,,0,1,3,3
mli,milliers,,,,,,,,,1,2,224943
mogesne,mogesne,,,,,,,,,1,1,224943
mollus,mollus,,,,,,0,1,0,1,24,224943
monades,monades,,,,,,0,1,0,1,1,224943
monds,monds,monds,kg,1250,p298 doursther,,0,,0,1,37,37
mont,mont,,,,,,,,,1,1,224943
monts,mont,,,,,,,,,1,1,224943
morcEaux,morceaux,morceaux,pieces,1,,,,,,1,1,224943
morceaux,morceaux,morceaux,pieces,1,,,0,,0,1,8,8
mottes,mottes,,,,,,0,1,0,1,2,224943
Mouchoirs,mouchoirs,,,,,,,,,1,1,224943
moutons,moutons,pièces,pieces,1,,,0,,0,1,5,181
movres,movres,,,,,,0,1,0,1,1,224943
moyenes,moyenne,,,,,,,,,1,1,224943
moyenne,moyenne,,,,,,,,,1,1,224943
moyenne pièces,moyenne pièces,,,,,,,,,1,1,224943
moyennes,moyenne,,,,,,,,,1,2,224943
Muid,muids,,,,,,,,,1,13,224943
muid,muids,,,,,,,,,1,3,224943
Muids,muids,,,,,,,,,1,500,224943
muids,muids,,,,,,0,,1,1,1309,224943
Muids + Pintes,muids + pintes,,,,,,,,,1,79,224943
Muids + pintes,muids + pintes,,,,,,,,,1,3,224943
Muids + pintes et bouteilles,muids + pintes et bouteilles,,,,,,,,,1,25,224943
Muids + Septiers,muids + septiers,,,,,,,,,1,1,224943
Muids + Septiers + Minots,muids + septiers + minots,,,,,,,,,1,4,224943
Muids + Septiers + Minots + boisseau,muids + septiers + minots + boisseau,,,,,,,,,1,1,224943
muids de genièvre,muids de genièvre,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),,0,,0,1,1,2
Muids le demy,muids le demy,,,,,,,,,1,1,224943
muids ordinaires,muids ordinaires,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),,0,,0,1,1,2
mullets,mullets,pièces,pieces,1,,,0,,0,1,5,181
mur,mur,,,,,,,,,1,1,224943
napes,napes,,,,,,,,,1,2,224943
Nomb re,nombre,,,,,,,,,1,1,224943
Nombre,nombre,,,,,,,,,1,1176,224943
nombre,nombre,,,,,,,,,1,1826,224943
Nombres,nombre,,,,,,,,,1,287,224943
nombres,nombre,,,,,,,,,1,13,224943
oedinaire,ordinaire,ordinaires,pieces,1,,,,,,1,1,224943
Onces,onces,onces,kg,.030594001,1/16 de la livre,,,,,1,24,224943
onces,onces,onces,kg,.030594001,1/16 de la livre,,0,,0,1,50,50
ordinaire,ordinaire,ordinaires,pieces,1,,,,,,1,1,224943
ordinaires,ordinaire,ordinaires,pieces,1,,,0,,0,1,12,12
ordinnaires,ordinaire,ordinaires,pieces,1,,,,,,1,1,224943
oxhoft,oxhoft,oxhoft,kg,223.158,"Witthöft 1993, explication 1 oxhoft=223.158 litres",,1,,0,0,0,0
Pains,pains,pains,pieces,1,,,,,,1,1,224943
pains,pains,pains,pieces,1,,,0,,0,1,16,16
Paire,paires,paires,pieces,2,,,,,,1,2,224943
paire,paires,paires,pieces,2,,,,,,1,15,224943
Paires,paires,paires,pieces,2,,,,,,1,233,224943
paires,paires,paires,pieces,2,,,0,,0,1,345,345
palles,palles,,,,,,,,,1,1,224943
palme,palme,,,,,,,,,1,2,224943
palmes,palmes,,,,,,,,,1,2,224943
panicons,panicons,,,,,,,,,1,1,224943
Panier,paniers,,,,,,,,,1,4,224943
panier,paniers,,,,,,,,,1,3,224943
panier de pistolets,panier de pistolets,,,,,,,,,1,1,224943
Paniers,paniers,,,,,,,,,1,28,224943
paniers,paniers,paniers pour poissons,contenant,1,,,0,,0,1,95,95
pannier,paniers,,,,,,,,,1,1,224943
