numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,prix_unitaire,Valeur en Livres tournois,valeur en sous,valeur en denier,value,Valeur (Prix unitaire ,problem,remarks,Unverified
185,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Moulins ; a caffé,???,120.00,,3.0,,,3.0000000,360,,,360.00,360.00,0.00,,
186,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,??,???,120.00, pièces,80.0,,,80.0000000,9600,,,9600.00,"9,600.00",0.00,,
187,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Noir ; de fumée,???,680.00,livres,,10,,0.5000000,340,,,340.00,340.00,0.00,,
188,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Ocre,???,800.00,livres,,2,,0.1000000,80,,,80.00,80.00,0.00,,
189,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Olives,???,"5,365.00",livres,,2,,0.1000000,536,,,536.00,536.50,-0.50,,
190,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Orge,???,"1,757.00",charges,15.0,,,15.0000000,26355,,,26355.00,"26,355.00",0.00,,
191,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Papier ; blanc,???,"1,524.00",rames,6.0,,,6.0000000,9144,,,9144.00,"9,144.00",0.00,,
192,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Parfumerie,???,200.00,livres,5.0,,,5.0000000,1000,,,1000.00,"1,000.00",0.00,,
193,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Pastel,???,900.00,livres,15.0,,,15.0000000,13500,,,13500.00,"13,500.00",0.00,,
194,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Peaux ; de chamois,???,"3,583.00",livres,,25,,1.2500000,4478,,,4478.00,"4,478.75",-0.75,,
195,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Peaux ; de chevre ; apretées,???,50.00,en nombre,,20,,1.0000000,50,,,50.00,50.00,0.00,,
196,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Peaux ; de marroquin,???,775.00,livres,,30,,1.5000000,1162,,,1162.00,"1,162.50",-0.50,,
197,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Peaux ; de mouton ; apretées,???,"1,925.00",livres,,20,,1.0000000,1925,,,1925.00,"1,925.00",0.00,,
198,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Peaux ; d'ours,???,50.00,en nombre,20.0,,,20.0000000,1000,,,1000.00,"1,000.00",0.00,,
199,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Peaux ; de veau ; tannées,???,"19,134.00",livres,,25,,1.2500000,23917,,,23917.00,"23,917.50",-0.50,,
200,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Pelleterie ; apretée,???,"2,295.00",livres,20.0,,,20.0000000,45900,,,45900.00,"45,900.00",0.00,,
201,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Peignes ; de buis,???,"31,050.00",livres,,30,,1.5000000,46575,,,46575.00,"46,575.00",0.00,,
202,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Pierres ; codes,???,320.00,livres,,2,,0.1000000,32,,,32.00,32.00,0.00,,
203,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Pierres ; a fusils,???,"24,170.00",livres,,5,,0.2500000,6042,,,6042.00,"6,042.50",-0.50,,
204,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Pierres ; ponces,???,950.00,livres,,10,,0.5000000,475,,,475.00,475.00,0.00,,
205,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Pistaches,???,250.00,livres,,20,,1.0000000,250,,,250.00,250.00,0.00,,
206,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Plomb ; en grenaille,???,500.00,livres,,4,,0.2000000,100,,,100.00,100.00,0.00,,
207,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Plumes ; d'autruche ; apretées,???,130.00,livres,40.0,,,40.0000000,5200,,,5200.00,"5,200.00",0.00,,
208,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Poissons ; salés,???,"4,930.00",livres,,4,,0.2000000,986,,,986.00,986.00,0.00,,
209,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Poivre,???,"14,428.00",livres,,30,,1.5000000,21642,,,21642.00,"21,642.00",0.00,,
210,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Poivre ; gerofflé,???,857.00,livres,,15,,0.7500000,642,,,642.00,642.75,-0.75,,
211,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Pomade,???,"2,026.00",livres,,30,,1.5000000,3039,,,3039.00,"3,039.00",0.00,,
212,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Porcelaine,???,150.00,livres,10.0,,,10.0000000,1500,,,1500.00,"1,500.00",0.00,,
213,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Poterie ; terraille,???,"3,578.00",douzaines,,20,,1.0000000,3578,,,3578.00,"3,578.00",0.00,,
214,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Poudre ; d'ailhaud,???,66.00,livres,150.0,,,150.0000000,9900,,,9900.00,"9,900.00",0.00,,
215,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Poudre ; a feu,???,"9,600.00",livres,,20,,1.0000000,9600,,,9600.00,"9,600.00",0.00,,
216,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Poudre ; a poudrer,???,"5,616.00",livres,,4,,0.2000000,1123,,,1123.00,"1,123.20",-0.20,,
217,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Prunes,???,"6,832.00",livres,,4,,0.2000000,1366,,,1366.00,"1,366.40",-0.40,,
218,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Quincaille ,???,"142,000.00",livres,,20,,1.0000000,142000,,,142000.00,"142,000.00",0.00,,
219,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Quinquina,???,"3,900.00",livres,3.0,,,3.0000000,11700,,,11700.00,"11,700.00",0.00,,
220,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Raclure ; de corne,???,"5,000.00",livres,,2,,0.1000000,500,,,500.00,500.00,0.00,,
221,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Rhubarbe,???,100.00,livres,10.0,,,10.0000000,1000,,,1000.00,"1,000.00",0.00,,
222,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Ris,???,"167,000.00",livres,,3,,0.1500000,25050,,,25050.00,"25,050.00",0.00,,
223,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Rocou,???,"2,547.00",livres,,50,,2.5000000,6367,,,6367.00,"6,367.50",-0.50,,
224,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Ruban ; de soye,???,"3,838.00",livres,60.0,,,60.0000000,230280,,,230280.00,"230,280.00",0.00,,
225,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Satin,???,"1,500.00",livres,40.0,,,40.0000000,60000,,,60000.00,"60,000.00",0.00,,
226,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Saucissons,???,"4,013.00",livres,,24,,1.2000000,4815,,,4815.00,"4,815.60",-0.60,,
227,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Savon,???,"5,061.00",livres,,5,,0.2500000,1265,,,1265.00,"1,265.25",-0.25,,
228,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Savonnettes,???,"1,670.00",livres,,40,,2.0000000,3340,,,3340.00,"3,340.00",0.00,,
229,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Scamonée,???,200.00,livres,10.0,,,10.0000000,2000,,,2000.00,"2,000.00",0.00,,
230,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Saindoux,???,630.00,livres,,4,,0.2000000,126,,,126.00,126.00,0.00,,
231,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Sel ; ammoniac,???,310.00,livres,1.5,,,1.5000000,465,,,465.00,465.00,0.00,,
232,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Sené,???,235.00,livres,,30,,1.5000000,352,,,352.00,352.50,-0.50,,
233,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Sirop ; de capilaire,???,"6,300.00",livres,,20,,1.0000000,6300,,,6300.00,"6,300.00",0.00,,
234,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Sirop ; de melasse,???,"4,800.00",livres,0.2,,,0.1500000,720,,,720.00,720.00,0.00,,
235,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Souffre,???,"247,200.00",livres,0.1,,,0.0800000,19776,,,19776.00,"19,776.00",0.00,,
236,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Soye ; apretée,???,300.00,livres,20.0,,,20.0000000,6000,,,6000.00,"6,000.00",0.00,,
237,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Sucre ; blanc,???,"2,227,043.00",livres,,10,,0.5000000,1113521,,,1113521.00,"1,113,521.50",-0.50,,
238,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Sucre ; brut,???,"109,295.00",livres,,5,,0.2500000,27323,,,27323.00,"27,323.75",-0.75,,
239,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Sucre ; candy,???,500.00,livres,,20,,1.0000000,500,,,500.00,500.00,0.00,,
240,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Sucre ; rafiné,???,"9,110.00",livres,0.6,,,0.6000000,5466,,,5466.00,"5,466.00",0.00,,
241,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Suif,???,600.00,livres,,5,,0.2500000,150,,,150.00,150.00,0.00,,
242,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Sumac,???,"70,280.00",livres,,2,,0.1000000,7028,,,7028.00,"7,028.00",0.00,,
243,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Tabac,???,300.00,livres,3.0,,,3.0000000,900,,,900.00,900.00,0.00,,
244,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Tamarin,???,150.00,livres,0.8,,,0.8000000,120,,,120.00,120.00,0.00,,
245,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Tartre,???,200.00,livres,0.2,,,0.2000000,40,,,40.00,40.00,0.00,,
246,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Therebentine,???,540.00,livres,0.5,,,0.5000000,270,,,270.00,270.00,0.00,,
247,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Thé,???,182.00,livres,3.0,,,3.0000000,546,,,546.00,546.00,0.00,,
248,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Thon ; mariné,???,"2,227.00",livres,,24,,1.2000000,2672,,,2672.00,"2,672.40",-0.40,,
249,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Toille ; abat,???,400.00,pièces,10.0,,,10.0000000,4000,,,4000.00,"4,000.00",0.00,,
250,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Toile ; d'aman,???,100.00,pièces,10.0,,,10.0000000,1000,,,1000.00,"1,000.00",0.00,,
251,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,4,Toile ; d'antioche,???,335.00,pièces,12.0,,,12.0000000,4020,,,4020.00,"4,020.00",0.00,,
252,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Toile ; blanche,???,"540,259.00",livres,5.0,,,5.0000000,2701295,,,2701295.00,"2,701,295.00",0.00,,
253,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Toile ; de caisse,???,406.00,livres,4.0,,,4.0000000,1624,,,1624.00,"1,624.00",0.00,,
254,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Toile ; cirée,???,"1,824.00",livres,3.0,,,3.0000000,5472,,,5472.00,"5,472.00",0.00,,
255,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Toile ; d'emballage,???,"1,200.00",livres,,10,,0.5000000,600,,,600.00,600.00,0.00,,
256,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Toile ; de Laval,???,"2,115.00",livres,3.0,,,3.0000000,6345,,,6345.00,"6,345.00",0.00,,
257,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Toile ; manouf,???,"1,399.00",pièces,8.0,,,8.0000000,11192,,,11192.00,"11,192.00",0.00,,
258,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Toile ; de montagne,???,"7,100.00",pièces,3.0,,,3.0000000,21300,,,21300.00,"21,300.00",0.00,,
259,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Toile ; peinte,???,"17,461.00",livres,,50,,2.5000000,43652,,,43652.00,"43,652.50",-0.50,,
260,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Toile ; a voile,???,20.00,pièces,80.0,,,80.0000000,1600,,,1600.00,"1,600.00",0.00,,
261,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Truffes,???,245.00,livres,,30,,1.5000000,367,,,367.00,367.50,-0.50,,
262,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Verdet,???,"14,501.00",livres,,16,,0.8000000,11600,,,11600.00,"11,600.80",-0.80,,
263,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Vermichel,???,700.00,livres,,4,,0.2000000,140,,,140.00,140.00,0.00,,
264,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Verres ; communs,???,"5,650.00",livres,,20,,1.0000000,5650,,,5650.00,"5,650.00",0.00,,
265,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Vin ; de Malaga,???,12.00,milleroles,100.0,,,100.0000000,1200,,,1200.00,"1,200.00",0.00,,
266,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Vin ; muscat,???,97.00,milleroles,40.0,,,40.0000000,3880,,,3880.00,"3,880.00",0.00,,
267,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Vin ; rouge,???,178.00,milleroles,12.0,,,12.0000000,2136,,,2136.00,"2,136.00",0.00,,
268,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Vinaigre,???,6.00,milleroles,10.0,,,10.0000000,60,,,60.00,60.00,0.00,,
269,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Vitriol,???,"1,261.00",livres,,12,,0.6000000,756,,,756.00,756.60,-0.60,,
270,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Alun,Hollande,800.00,livres,,4,,0.2000000,160,,,160.00,160.00,0.00,,
271,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Amandes,Hollande,"297,860.00",livres,,4,,0.2000000,59552,,,59552.00,"59,572.00",-20.00,,
272,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Bois ; d'olivier,Hollande,"99,313.00",livres,,2,,0.1000000,9931,,,9931.00,"9,931.30",-0.30,,
273,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Bois ; de rose,Hollande,130.00,livres,0.2,,,0.1500000,19,,,19.00,19.50,-0.50,,
274,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Caffé,Hollande,"140,795.00",livres,,15,,0.7500000,105795,,,105795.00,"105,596.25",198.75,,
275,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Canefice,Hollande,"4,800.00",livres,0.3,,,0.3000000,1440,,,1440.00,"1,440.00",0.00,,
276,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Cantarides,Hollande,200.00,livres,3.0,,,3.0000000,600,,,600.00,600.00,0.00,,
277,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Capres,Hollande,"7,181.00",livres,,10,,0.5000000,3595,,,3595.00,"3,590.50",4.50,,
