numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
147,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Bordeaux,Cuivre feuilles,Angleterre,13166,Livres,1,13166,0,
148,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Amiens,Cuivre ouvré,Angleterre,163,Livres,"1,6",260,"-0,8",
149,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Bordeaux,Cuivre ouvré,Angleterre,1914,Livres,"1,8",3445,"-0,2",
150,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Saint-Quentin,Dentelle or et argent,Angleterre,18,Livres,150,2700,0,
151,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Caen,Dentelle or et argent,Angleterre,35,Livres,100,3487,-13,
152,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Amiens,Dentelle de fil blanc,Angleterre,"1117,5",Livres,444,496170,0,
153,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Flandre,Dentelle de fil blanc,Angleterre,"430,5",Livres,800,344400,0,
154,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Rouen,Dentelle de fil blanc,Angleterre,"62,5",Livres,100,6250,0,
155,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Amiens,Dentelle de soye,Angleterre,"1600,25",Livres,350,560065,"-22,5",A oublié d'indiquer le 3 dans le prix (50 au lieu de 350lt)
156,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Caen,Dentelle de soye,Angleterre,"163,5",Livres,300,49087,37,
157,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Paris,Dentelle de soye,Angleterre,366,Livres,360,131760,0,
158,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Rouen,Dentelle de soye,Angleterre,191,Livres,300,57300,0,
159,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Saint-Quentin,Dentelle de soye,Angleterre,146,Livres,350,51000,-100,A oublié d'indiquer le 3 dans le prix (50 au lieu de 350lt)
160,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Amiens,Drap d'elbeuf,Angleterre,414,Livres,12,4974,6,
161,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Bordeaux,Draperie ordinaire,Angleterre,,,,58950,0,
162,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Nantes,Draperie ordinaire,Angleterre,1000,Livres,6,6000,0,
163,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Nantes,Drogueries ,Angleterre,300,Livres,2,600,0,
164,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Rennes,Drogueries ,Angleterre,,,,4500,0,
165,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Amiens,Eau de senteur,Angleterre,812,Livres,1,812,0,
166,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Rouen,Eau de senteur,Angleterre,530,Livres,2,1060,0,
167,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Amiens,Eau de vie,Angleterre,"3119,5",Muids,230,717523,38,
168,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Bayonne,Eau de vie,Angleterre,2,Pipes,300,600,0,
169,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Bordeaux,Eau de vie,Angleterre,1150,Bariques,120,138000,0,
170,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Caen,Eau de vie,Angleterre,991,pots,1,991,0,
171,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,La Rochelle,Eau de vie,Angleterre,"308,5",Bariques,140,43190,0,
172,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Montpellier,Eau de vie ,Angleterre,334475,Verges,"3,5",1170662,"-0,5",
173,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Nantes,Eau de vie,Angleterre,50,Verges,"4,5",225,0,
174,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Rennes,Eau de vie,Angleterre,50,Verges,"4,5",225,0,
175,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Rouen,Eau de vie,Angleterre,"127,25",Muids,200,25450,0,
176,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Rennes,Epicerie,Angleterre,63,Livres,12,756,0,
177,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Amiens,Estampes ,Angleterre,2171,Livres,10,21710,0,
178,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,6,1777,Rouen,Estampes ,Angleterre,24,Livres,10,240,0,
179,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,7,1777,Caen,Etain en bloc,Angleterre,584,Livres,"0,9",525,"-0,6",
180,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,7,1777,La Rochelle,Etain en bloc,Angleterre,10959,Livres,1,10959,0,
181,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,7,1777,Marseille,Etain en bloc,Angleterre,90000,Livres,"0,65",58500,0,
182,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,7,1777,Rouen,Etain en bloc,Angleterre,557438,Livres,"0,9",501694,"-0,2",
183,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,7,1777,Paris,Etoffe de soye,Angleterre,"4,5",Livres,40,200,20,erreur de calcul
184,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,7,1777,Bordeaux,Farine,Angleterre,25720,Livres,"0,15",3858,0,
185,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,7,1777,Marseille,Farine,Angleterre,184400,Livres,"0,2",36880,0,
186,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,7,1777,Rennes,Farine,Angleterre,200,Barils,30,6000,0,
187,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,7,1777,Rouen,Farine,Angleterre,354481,Livres,"0,15",53172,"-0,15",
188,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,7,1777,Amiens,Fer en ancres,Angleterre,2130,Livres,"0,25",532,"-0,5",
189,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,7,1777,Marseille,Fer en barres,Angleterre,222900,Livres,"0,15",33435,0,
190,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,7,1777,Montpellier,Fer en barres,Angleterre,26610,Livres,"0,15",3991,"-0,5",
191,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,7,1777,Amiens,Fromage,Angleterre,6780,Livres,"0,35",2373,0,
192,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,7,1777,Rouen,Grabeau de poivre,Angleterre,6482,Livres,"0,65",4213,"-0,3",
193,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Amiens,Etamine de laine,Angleterre,804,Livres,6,4824,0,
194,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Amiens,Etoffe d'or,Angleterre,"9,5",Livres,90,821,-34,erreur de calcul
195,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Amiens,Etoffe de soye,Angleterre,"989,5",Livres,40,39585,5,
196,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Bordeaux,Etoffe de soye,Angleterre,110,Livres,40,4400,0,
197,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Marseille,Etoffe de soye,Angleterre,280,Livres,40,11200,0,
198,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Montpellier,Etoffe de soye,Angleterre,63,Livres,40,2520,0,
199,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Paris,Etoffe de soye,Angleterre,806,Livres,40,32240,0,
200,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Rouen,Etoffe de soye,Angleterre,57,Livres,80,4560,0,
201,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Amiens,Etoffe mi soye,Angleterre,47,Livres,20,940,0,
202,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Paris,Etoffe a peu,Angleterre,"207,5",Livres,10,2075,0,"a oublié ""de soye"""
203,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Amiens,Evantails,Angleterre,50,Douzaines,18,900,0,
204,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Paris,Fayance,Angleterre,290,Livres,"0,6",174,0,
205,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Rouen,Fayance,Angleterre,1440,Livres,"0,6",864,0,
206,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Rennes,Fer en barres,Angleterre,19000,Livres,"0,2",3800,0,
207,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Rouen,Fer en marmites,Angleterre,945,Livres,"0,125",118,"-0,13",
208,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Bordeaux,Fer ouvré,Angleterre,2156,Livres,"0,25",534,-5,erreur de calcul
209,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Montpellier,Figues,Angleterre,964,Livres,"0,2",192,"-0,8",erreur de calcul
210,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Rouen,Fil a coudre,Angleterre,2800,Livres,4,11200,0,
211,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Amiens,Fromage,Angleterre,543,Livres,"0,4",217,"-0,2",
212,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Rouen,Fromage,Angleterre,2590,Livres,"0,5",1295,0,
213,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Nantes,Fruits cruds,Angleterre,80,Bariques,6,480,0,
214,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Rennes,Fruits cruds pommes,Angleterre,106,paniers,6,636,0,
215,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Rouen,Fruits cruds,Angleterre,55,Barils,15,825,0,
216,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Amiens,Fruits secs,Angleterre,3250,Livres,"0,3",975,0,
217,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Caen,Fruits secs,Angleterre,1328,Livres,"0,5",664,0,
218,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Rennes,Fruits secs,Angleterre,8675,Livres,"0,3",2602,"-0,5",
219,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Rouen,Gands communs,Angleterre,60,Livres,5,300,0,
220,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Lyon,Gands de Grenoble,Angleterre,6565,Livres,9,59085,0,
221,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Amiens,Gands garnis de soye,Angleterre,10,Douzaines,18,180,0,
222,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Rouen,Garance,Angleterre,5700,Livres,1,5700,0,
223,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Amiens,Gibier cailles,Angleterre,227,Douzaines,6,1362,0,
224,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Rouen,Gibier lievres,Angleterre,232,en nombre,"1,5",348,0,
225,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Amiens,Glaces et miroirs,Angleterre,,,,1200,0,
226,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Paris,Glaces et miroirs,Angleterre,14600,Livres,6,87600,0,
227,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,7,1777,Amiens,Gase de soye,Angleterre,136,Livres,50,6800,0,
228,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Amiens,Graines de jardin,Angleterre,1330,Livres,1,1330,0,
229,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Caen,Graines de jardin,Angleterre,764,Livres,1,764,0,
230,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Rouen,Graines de lin,Angleterre,88046,Livres,"0,1",8804,"-0,6",
231,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Amiens,Huile de vitriol,Angleterre,7020,Livres,"0,6",4212,0,
232,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Amiens,Huitres,Angleterre,"12,25",Barils,10,122,"-0,5",
233,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Rouen,Huitres,Angleterre,283,Paniers,10,2830,0,
234,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Bordeaux,Indigo,Angleterre,18975,Livres,6,113850,0,
235,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Marseille,Indigo,Angleterre,3900,Livres,5,19500,0,
236,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Nantes,Indigo,Angleterre,24329,Livres,7,170303,0,
237,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Rennes,Indigo,Angleterre,983,Livres,7,6881,0,
238,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Amiens,Instruments de musique,Angleterre,640,Livres,10,6400,0,
239,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Amiens,Instruments de musique forte piano,Angleterre,1,en nombre,200,200,0,
240,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Amiens,Laine filée,Angleterre,4361,Livres,"3,5",15263,"-0,5",
241,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Caen,Laine filée,Angleterre,52,Livres,4,208,0,
242,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Caen,Laine peignée,Angleterre,11214,Livres,3,33642,0,
243,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Caen,Laine en suin,Angleterre,9710,Livres,"1,5",14565,0,
244,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Amiens,Laine en toison,Angleterre,60553,Livres,"2,5",151382,"-0,5",
245,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Nantes,Langues,Angleterre,3370,Livres,1,3370,0,
246,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Rouen,Langues,Angleterre,6270,Livres,"0,6",3762,0,
247,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Rouen,Lard,Angleterre,109848,Livres,"0,4",43939,"-0,2",
248,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Amiens,Librairies,Angleterre,12554,Livres,2,25108,0,
249,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,8,1777,Nantes,Liege,Angleterre,30400,Livres,"0,1",3040,0,
250,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Bayonne,Graines de lin,Angleterre,77700,Livres,"0,075",5827,"-0,5",
251,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,La Rochelle,Graines de lin,Angleterre,4676755,Livres,"0,075",350752,"-4,63",prix total illisible
252,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Nantes,Graines de lin,Angleterre,94350,Livres,"0,15",14152,"-0,5",
253,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Rouen,Graines de treffle,Angleterre,75342,Livres,"0,25",18835,"-0,5",
254,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Caen,Graines de semaille,Angleterre,4704,Livres,"0,25",1176,0,
255,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Rennes,Guinguan,Angleterre,8,Pièces,10,80,0,
256,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Amiens,Habits,Angleterre,"37,5",Livres,80,3000,0,
257,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Amiens,Habits,Angleterre,"45,5",Livres,40,1820,0,
258,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Paris,Habits,Angleterre,"78,5",Livres,80,6280,0,
259,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Saint-Quentin,Habits,Angleterre,,,,385,0,
260,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Rennes,Harangs blancs,Angleterre,38,Barils,60,2280,0,
261,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Rouen,Herbes vaudes,Angleterre,5610,Bottes,1,5610,0,
262,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Rouen,Houblon,Angleterre,722,Livres,"0,2",144,"-0,4",
263,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Amiens,Huile d'olive,Angleterre,230,Livres,"0,9",207,0,
264,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Montpellier,Huile d'olive,Angleterre,16470,Livres,"0,5",8235,0,
265,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Rennes,Huile d'olive,Angleterre,681,Pots,4,2724,0,
266,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Rouen,Huile d'olive,Angleterre,210,Livres,"0,7",147,0,
267,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Bayonne,Huile de terebentine,Angleterre,55900,Livres,"0,125",6987,"-0,5",
268,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Amiens,Huitres,Angleterre,8,Milliers,25,200,0,
269,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Caen,Huitres,Angleterre,,,,218,0,
270,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Bordeaux,Indigo,Angleterre,5684,Livres,7,39788,0,
271,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Nantes,Indigo,Angleterre,592,Livres,"7,25",4292,0,
272,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Amiens,Instruments de musique harpes,Angleterre,6,en nombre,250,1500,0,
273,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Amiens,Instruments de musique violons,Angleterre,12,en nombre,48,576,0,
274,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Amiens,Instruments de musique,Angleterre,210,Livres,10,2100,0,
275,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Rouen,Instruments de musique,Angleterre,482,Livres,"2,5",1205,0,
276,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Rouen,Laines d'Espagne,Angleterre,48250,Livres,"3,5",168875,0,
277,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Caen,Lard,Angleterre,14550,Livres,"0,4",5820,0,
278,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Rennes,Lard,Angleterre,5986,Livres,"0,4",2394,"-0,4",
279,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Marseille,Legumes,Angleterre,3312,Livres,"0,2",662,"-0,4",
280,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Montpellier,Legumes,Angleterre,19510,Livres,"0,2",3902,0,
281,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Amiens,Librairies,Angleterre,200,Livres,2,400,0,
282,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Marseille,Librairies,Angleterre,825,Livres,2,1650,0,
283,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Rouen,Librairies,Angleterre,2460,Livres,2,4920,0,
284,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Bayonne,Liege,Angleterre,25000,Livres,"0,1",2500,0,
285,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,8,1777,Montpellier,Liege,Angleterre,73360,Livres,"0,15",11004,0,
286,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,9,1777,Amiens,Litarge,Angleterre,4025,Livres,"0,18",724,"-0,5",
287,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,9,1777,Amiens,Marchandises melées,Angleterre,,,,22239,0,
288,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,9,1777,Caen,Marchandises melées,Angleterre,,,,299,0,
289,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,9,1777,Paris,Marchandises melées,Angleterre,,,,18625,0,
290,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,9,1777,Rouen,Marchandises melées,Angleterre,,,,1921,0,
291,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,9,1777,Caen,Meules à taillandier,Angleterre,124,en nombre,30,3720,0,
292,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,9,1777,Rouen,Meules à taillandier,Angleterre,1363,en nombre,30,40890,0,
293,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,9,1777,Rouen,Meules à taillandier,Angleterre,170,Chaldes,50,8500,0,
294,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,9,1777,Amiens,Mine de plomb,Angleterre,24100,Livres,"0,18",4338,0,
295,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,9,1777,Rouen,Moutons,Angleterre,26,en nombre,10,260,0,
