numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks
598,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de Russie,Savoye,3670,3670.0,971055,livres,,,
599,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de vaches ; corroyés,Allemagne,5640,235.0,971055,en nombre,98600,312974,
600,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de vaches ; corroyés,Espagne,1540,1899.0,971055,livres,98600,312974,
601,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de vaches ; corroyés,Portugal,91420,4571.0,971055,en nombre,98600,312974,
602,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de vaches ; tissés,Italie,9356,11695.0,971055,livres,30427,312974,le total devrait etre 35427
603,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de vaches ; tissés,Naples,15743,15743.0,971055,livres,30427,312974,
604,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de vaches ; tissés,Levant,6995,6995.0,971055,livres,30427,312974,
605,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de vaches ; tissés,Savoye,3333,3333.0,971055,livres,30427,312974,
606,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de vaches ; en poil,Allemagne,73509,3523.0,971055,en nombre,312974,,
607,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de vaches ; tannés,Allemagne,12174,562.0,971055,en nombre,105438,312974,
608,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de vaches ; tannés,Espagne,14140,707.0,971055,en nombre,105438,312974,
609,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de vaches ; tannés,Italie,2550,5100.0,971055,livres,105438,312974,
610,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de vaches ; tannés,Naples,20376,40752.0,971055,livres,105438,312974,
611,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de vaches ; tannés,Savoye,51588,1719.0,971055,en nombre,105438,312974,
612,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuirs ; de vaches ; tannés,Isles,4610,193.0,971055,en nombre,105438,312974,
613,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuisses d'oye,Isles,1752,146.0,,en nombre,,,
614,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuivre ; en batterie,Allemagne,1470,919.0,547496,livres,5741,,
615,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuivre ; en batterie,Angleterre,4271,2441.0,547496,livres,5741,,
616,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuivre ; en chaudrons,Isles,18368,13120.0,547496,livres,,,
617,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuivre ; doré,Allemagne,3828,,547496,,,,
618,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuivre ; en feuilles,Angleterre,16900,16900.0,547496,livres,72945,,
619,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuivre ; en feuilles,Isles,41630,28324.0,547496,livres,72945,,
620,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuivre ; en feuilles,Indes,14415,9610.0,547496,livres,72945,,
621,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuivre ; ouvré,Angleterre,1045,670.0,547496,livres,155518,,
622,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuivre ; ouvré,Espagne,4351,2496.0,547496,livres,155518,,
623,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuivre ; ouvré,Italie,41649,27766.0,547496,livres,155518,,
624,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuivre ; ouvré,Genes,18560,11600.0,547496,livres,155518,,
625,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuivre ; ouvré,Suisse,1852,1235.0,547496,livres,155518,,
626,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuivre ; ouvré,Guinée,84486,48279.0,547496,livres,155518,,
627,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,42,Cuivre ; ouvré,Indes,3575,1987.0,547496,livres,155518,,
628,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Cuivre ; en planches,Indes,253654,181182.0,547496,livres,,,
629,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Cuivre ; en rozette,Indes,13728,11440.0,547496,livres,,,
630,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Cuivre ; tangout,Italie,20970,23300.0,547496,livres,,,
631,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Cuivre ; vieux,Flandre,2744,2744.0,547496,livres,,,
632,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dame jannes,Isles,41867,13284.0,43617,en nombre,,,
633,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dame jannes,Indes,1750,350.0,43617,en nombre,,,
634,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Degras de peaux,Savoye,1076,10760.0,,livres,,,
635,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; dorure ; d'argent,Espagne,1450,14.5,4016348,livres,2500,10330,
636,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; dorure ; d'argent,Hollande,1050,15.0,4016348,livres,2500,10330,
637,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; dorure ; d'or,Allemagne,5580,31.0,4016348,livres,10330,,
638,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; dorure ; or et argent,Espagne,2250,7.5,4016348,livres,10330,,
639,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; de fil ; de Caen,Hollande,4550,13.0,4016348,livres,5668,1859021,
640,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; de fil ; de Caen,Italie,1118,11.25,4016348,livres,5668,1859021,
641,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; de fil ; blanc,Allemagne,52488,232.5,4016348,livres,1593244,1859021,
642,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; de fil ; blanc,Angleterre,789075,1822.0,4016348,livres,1593244,1859021,
643,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; de fil ; blanc,Danemark,3325,9.5,4016348,livres,1593244,1859021,
644,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; de fil ; blanc,Espagne,13696,40.75,4016348,livres,1593244,1859021,
645,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; de fil ; blanc,Flandre,361248,813.5,4016348,livres,1593244,1859021,
646,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; de fil ; blanc,Hollande,4760,29.75,4016348,livres,1593244,1859021,
647,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; de fil ; blanc,Italie,24360,85.25,4016348,livres,1593244,1859021,
648,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; de fil ; blanc,Levant,276752,617.75,4016348,livres,1593244,1859021,
649,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; de fil ; blanc,Savoye,32584,78.25,4016348,livres,1593244,1859021,
650,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; de fil ; blanc,Suisse,2214,775.0,4016348,livres,1593244,1859021,
651,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,44,Dentelle ; de fil ; blanc,Isles,32742,327.5,4016348,livres,1593244,1859021,
652,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de fil ; communs,Espagne,3360,56.5,4016348,livres,1859021,,
653,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de fil ; du Puy,Espagne,234587,4691.75,4016348,livres,256749,1859021,
654,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de fil ; du Puy,Italie,18412,368.25,4016348,livres,256749,1859021,
655,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de fil ; du Puy,Levant,3750,75.0,4016348,livres,256749,1859021,
656,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de soye,Allemagne,549850,1571.0,4016348,livres,2146997,,
657,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de soye,Angleterre,1054986,3014.25,4016348,livres,2146997,,
658,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de soye,Espagne,179825,578.5,4016348,livres,2146997,,
659,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de soye,Flandre,83825,239.5,4016348,livres,2146997,,
660,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de soye,Hollande,61950,177.0,4016348,livres,2146997,,
661,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de soye,Italie,138643,595.75,4016348,livres,2146997,,
662,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de soye,Naples,23975,68.5,4016348,livres,2146997,,
663,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de soye,Genes,2887,8.25,4016348,livres,2146997,,
664,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de soye,Venise,1750,5.5,4016348,livres,2146997,,
665,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de soye,Levant,1925,5.5,4016348,livres,2146997,,
666,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de soye,Nord,3675,10.5,4016348,livres,2146997,,
667,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de soye,Russie,21175,60.5,4016348,livres,2146997,,
668,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de soye,Savoye,15225,43.5,4016348,livres,2146997,,
669,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dentelle ; de soye,Suisse,7306,21.75,4016348,livres,2146997,,
670,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dominoterie,Allemagne,1460,146.0,,livres,,,
671,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dorure fine,Allemagne,180360,1503.0,4679820,livres,,,
672,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dorure fine,Espagne,2200160,19594.0,4679820,livres,,,
673,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dorure fine,Flandre,202800,1690.0,4679820,livres,,,
674,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dorure fine,Genes,17640,147.0,4679820,livres,,,
675,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dorure fine,Hollande,24000,200.0,4679820,livres,,,
676,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dorure fine,Italie,1591920,13394.0,4679820,livres,,,
677,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dorure fine,Naples,33500,335.0,4679820,livres,,,
678,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dorure fine,Levant,207300,2073.0,4679820,livres,,,
679,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dorure fine,Portugal,71020,596.0,4679820,livres,,,
680,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dorure fine,Savoye,21200,177.0,4679820,livres,,,
681,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dorure fine,Suisse,48720,406.0,4679820,livres,,,
682,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dorure fine,Isles,10800,69.0,4679820,livres,,,
683,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dorure fine,Guinée,4300,,4679820,,,,
684,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Dorure fine,Indes,66100,649.0,4679820,livres,,,
685,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Drap ; de laine ; de Carcassone,Isles,1158,193.0,16898123,livres,24408,8853716,
686,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Drap ; de laine ; de Carcassone,Guinée,18350,3950.0,16898123,livres,24408,8853716,
687,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Drap ; de laine ; de Carcassone,Indes,4900,10.0,16898123,balles,24408,8853716,
688,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Drap ; de laine ; cordeillard,Espagne,22360,279.5,16898123,pièces,103825,8853716,
689,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Drap ; de laine ; cordeillard,Savoye,81465,16293.0,16898123,livres,103825,8853716,
690,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Drap ; de laine ; divers,Indes,200000,400.0,16898123,balles,8853716,,
691,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Drap ; de laine ; ecarlatte,Espagne,1125,75.0,16898123,livres,100170,8853716,
692,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Drap ; de laine ; ecarlatte,Italie,56445,3763.0,16898123,livres,100170,8853716,
693,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Drap ; de laine ; ecarlatte,Savoye,1500,100.0,16898123,livres,100170,8853716,
694,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,46,Drap ; de laine ; ecarlatte,Suisse,41100,2740.0,16898123,livres,100170,8853716,
695,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; d'Elbeuf,Allemagne,425152,36208.0,16898123,livres,1659273,8853716,
696,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; d'Elbeuf,Angleterre,10260,867.0,16898123,livres,1659273,8853716,
697,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; d'Elbeuf,Espagne,292081,19340.0,16898123,aunes,1659273,8853716,
698,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; d'Elbeuf,Flandre,28596,2540.0,16898123,livres,1659273,8853716,
699,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; d'Elbeuf,Geneve,29044,2204.0,16898123,livres,1659273,8853716,
700,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; d'Elbeuf,Hollande,15708,983.0,16898123,aunes,1659273,8853716,
701,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; d'Elbeuf,Italie,330296,20651.0,16898123,aunes,1659273,8853716,
702,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; d'Elbeuf,Nord,13364,1796.0,16898123,livres,1659273,8853716,
703,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; d'Elbeuf,Portugal,38400,3200.0,16898123,livres,1659273,8853716,
704,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; d'Elbeuf,Savoye,157276,9994.0,16898123,livres,1659273,8853716,
705,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; d'Elbeuf,Suisse,103968,8161.0,16898123,livres,1659273,8853716,
706,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; d'Elbeuf,Isles,195690,12983.0,16898123,livres,1659273,8853716,
707,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; d'Elbeuf,Guinée,19438,2754.0,16898123,livres,1659273,8853716,
708,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de france,Espagne,83392,5369.0,16898123,aunes,8853716,,
709,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Languedoc,Espagne,85810,19069.0,16898123,livres,8853716,,
710,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Lille,Flandre,15750,63.0,16898123,pièces,8853716,,
711,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; Londrin,Espagne,43827,6261.0,16898123,aunes,5756872,8853716,
712,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; Londrin,Levant,5543545,791935.0,16898123,aunes,5756872,8853716,
713,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; Londrin,Indes,169500,113.0,16898123,ballots,5756872,8853716,
714,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Louviers,Allemagne,32400,1620.0,16898123,aunes,284660,8853716,
715,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Louviers,Espagne,28660,1433.0,16898123,aunes,284660,8853716,
716,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Louviers,Flandre,2700,135.0,16898123,aunes,284660,8853716,
717,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Louviers,Geneve,14220,711.0,16898123,aunes,284660,8853716,
718,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Louviers,Hollande,6860,343.0,16898123,aunes,284660,8853716,
719,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Louviers,Italie,64360,3218.0,16898123,aunes,284660,8853716,
720,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Louviers,Savoye,128260,6413.0,16898123,aunes,284660,8853716,
721,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Louviers,Suisse,3540,177.0,16898123,aunes,284660,8853716,
722,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Louviers,Indes,3660,183.0,16898123,aunes,284660,8853716,
723,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Rouen,Allemagne,1225,175.0,16898123,aunes,5365,8853716,
724,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Rouen,Flandre,1236,103.0,16898123,livres,5365,8853716,
725,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Rouen,Hollande,2904,242.0,16898123,aunes,5365,8853716,
726,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Sedan,Espagne,70500,141.0,16898123,pièces,8853716,,
727,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Silesie,Allemagne,102580,10258.0,16898123,livres,278885,8853716,
728,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Silesie,Espagne,11820,1182.0,16898123,livres,278885,8853716,
729,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Silesie,Flandre,22975,2297.0,16898123,livres,278885,8853716,
730,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Silesie,Hollande,5100,510.0,16898123,livres,278885,8853716,
731,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Silesie,Italie,95800,9580.0,16898123,livres,278885,8853716,
732,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Silesie,Genes,5650,565.0,16898123,livres,278885,8853716,
733,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Silesie,Portugal,3500,350.0,16898123,livres,278885,8853716,
734,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Silesie,Savoye,26860,2686.0,16898123,livres,278885,8853716,
