numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks,Droits totaux indiqués,doubleaccounts
134,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Laines ; surfines ; lavées ; à chaud,Monde,347074,26698,kg,13,,,75,
135,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Laines ; fines; brutes,Monde,86736,30977,kg,"2,8",,,170,
136,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Laines ; fines; lavées ; à froid,Monde,309574,55281,kg,"5,6",,,304,
137,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Laines ; fines; lavées ; à chaud,Monde,832858,134332,kg,"6,2",,,369,
138,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Laines ; communes ; brutes,Monde,44572,31837,kg,"1,4",,,346,
139,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Laines ; communes ; lavées ; à froid,Monde,128464,45880,kg,"2,8",,,505,
140,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Laines ; communes ; lavées ; à chaud,Monde,25886,7396,kg,"3,5",,,41,
141,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Laines ; teintes,Monde,57640,11528,kg,5,,,32,
142,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Laines : Bourre et déchet de laines,Monde,129085,129085,kg,1,,,355,
143,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Crins ; bruts,Monde,112,59,kg,"1,9",,,97,
144,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Crins ; frisés,Monde,32302,15382,kg,"2,1",,,29,
145,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Cheveux,Monde,31992,3999,kg,8,,,88,
146,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Poils ; de chameaux,Monde,25010,3761,kg,"6,65",,,83,
147,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Poils ; de porcs et sangliers,Monde,8455,1691,kg,5,,,37,
148,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Poils ; de vaches et autres plocs,Monde,2195,4391,kg,"0,5",,,197,
149,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Poils ; propres à la chapellerie et à la filature,Monde,13,2,kg,"6,65",,,0,
150,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Plumes ; de parure ; blanches ; brutes,Monde,26325,351,kg,75,,,8,
151,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Plumes ; de parure ; blanches ; apprêtées,Monde,499401,3995,kg,125,,,11,
152,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Plumes ; de parure ; noires ; brutes,Monde,2784,58,kg,48,,,1,
153,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Plumes ; de parure ; noires ; apprêtées,Monde,247222,2908,kg,85,,,8,
154,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Plumes ; de parure ; autres ; brutes,Monde,0,0,kg,0,,,0,
155,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Plumes ; de parure ; autres ; apprêtées,Monde,111340,2783,kg,40,,,7,
156,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Plumes ; à écrire ; brutes,Monde,931,98,kg,"9,5",,,2,
157,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Plumes ; à écrire ; apprêtées,Monde,185947,12396,kg,15,,,31,
158,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,"Plumes ; à lit ; Duvet ; de cygne, d’oie, canard",Monde,35009,4668,kg,"7,5",,,9,
159,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Plumes ; à lit ; Duvet ; d’eyder (édredon),Monde,336,6,kg,56,,,0,
160,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Plumes ; à lit ; autres plumes,Monde,52587,17529,kg,3,,,47,
161,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Soies ; en cocons,Monde,0,0,kg,0,,,0,
162,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Soies ; grèges ; douppions,Monde,0,0,kg,0,,,0,
163,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Soies ; grèges ; autres de toute sorte,Monde,0,0,kg,0,,,0,
164,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Soies ; moulinées; douppions,Monde,0,0,kg,0,,,0,
165,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Soies ; moulinées; autres de toute sorte,Monde,350,5,kg,70,,,0,
166,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Soies ; teintes,Monde,379115,3857,kg,55,,,888,
167,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Soies ; bourre ; écrue,Monde,0,0,kg,0,,,0,
168,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Soies ; bourre ; filée (fleuret écru),Monde,0,0,kg,0,,,0,
169,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Soies ; bourre ; filée (fleuret teint),Monde,0,0,kg,0,,,0,
170,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Cire non ouvrée ; brune ou jaune,Monde,120906,30245,kg,0,,,3373,
171,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Cire non ouvrée ; blanche,Monde,108441,23574,kg,"4,6",,,264,
172,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Cire non ouvrée ; crasse de cire,Monde,0,0,kg,0,,,0,
173,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Graisses ; suif brut,Monde,49791,49791,kg,1,,,1608,
174,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Graisses ; de pied de bœuf,Monde,221,184,kg,"1,2",,,20,
175,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Graisses ; Dégras de peaux,Monde,3894,4867,kg,"0,8",,,13,
176,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,28,Graisses ; Autres de toute sorte,Monde,100095,83412,kg,"1,2",,,1769,
177,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Colle ; de poisson,Monde,116514,6743,kg,18,,,11753,
178,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Colle ; forte,Monde,393336,245835,kg,"1,6",,,103379,
179,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Fromages,Monde,3964363,3964363,kg,"1,2",,,722324,
180,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Beurre ; frais ou fondu,Monde,680789,486276,kg,14,,,17652,
181,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Beurre ; salé,Monde,66236,47311,kg,"1,4",,,2834,
182,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Oeufs (15 ou 16 au kg),Monde,81064,162126,kg,"0,5",,,892,
183,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Miel,Monde,2058,2573,kg,"0,8",,,1328,
184,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Présure,Monde,26310,21925,kg,"1,2",,,121,
185,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Boyaux frais ou salés,Monde,4415,8832,kg,"0,5",,,103,
186,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,"Sabots de bétail, râpures de cornes de bétail, etc",Monde,15708,75264,kg,"0,5",,,904,
187,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Oreillons,Monde,222155,444608,kg,"0,5",,,5139,
188,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Sang de bétail et autres déchets d’animaux,Monde,3364,11213,kg,"0,3",,,139,
189,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,"Engrais (fumier, colombine, poudrette, etc)",Monde,19834,661153,kg,"0,03",,,727,
190,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,"Poissons ; d’eau douce, frais",Monde,38282,63803,kg,"0,6",,,351,
191,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,"Poissons ; de mer ; frais, sec, salé ou fumé",Pêche française,2230594,7197169,kg,"0,5",,,0,
192,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,"Poissons ; de mer ; frais, sec, salé ou fumé",Pêche étrangère,2401550,1661619,kg,"0,5",,,211234,
193,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Poissons ; de mer ; mariné ou à l’huile,Monde,191,383,kg,"0,5",,,442,
194,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Rogues de morue,Pêche française,47944,59930,kg,"0,8",,,0,
195,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Rogues de morue,Pêche étrangère,2165798,2707248,kg,"0,8",,,14560,
196,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Huîtres ; fraîches,Monde,8876,591758,en nombre,"0,015",,,3255,
197,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Huîtres ; marinées,Monde,78,39,kg,2,,,11,
198,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Homards et autres coquillages pleins ; à la valeur,Monde,177,0,kg,0,,,29,
199,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Homards et autres coquillages pleins ; au kilogramme,Monde,104964,209035,kg,0,,,2530,
200,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Graisse de poisson,Pêche française,1090008,1461476,kg,0,,,0,
201,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Graisse de poisson,Pêche étrangère,1450583,1912196,kg,0,,,132364,
202,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Fanons de baleine,Pêche française,12860,6430,kg,2,,,0,
203,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Fanons de baleine,Pêche étrangère,279636,139818,kg,2,,,46827,
204,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Blanc de baleine,Monde,220958,56628,kg,0,,,34112,
205,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Peaux de phoques brutes,Pêche française,980,98,en nombre,10,,,0,
206,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Peaux de phoques brutes,Pêche étrangère,42160,4216,en nombre,10,,,907,
207,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Corail brut,Pêche française,3300,165,kg,20,,,0,
208,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Corail brut,Pêche étrangère,40520,2026,kg,20,,,443,
209,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Perles fines,Monde,748240,37412,gramme,20,,,206,
210,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,"Sangsues, vipères et limaces",Monde,9624,320800,en nombre,"0,03",,,353,
211,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,"Cantharides, cloportes",Monde,9565,676,kg,14,,,500,
212,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,"Musc, castoreum et civette",Monde,23168,183,kg,0,,,3708,
213,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Antales,Monde,171,341,kg,"0,5",,,29,
214,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Vessies,Monde,53,33,kg,"1,6",,,5,
215,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Sang de bouc,Monde,6,3,kg,2,,,1,
216,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Os de coeur de cerf et de sèche,Monde,7568,1892,kg,4,,,104,
217,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Corne de cerf en morceaux,Monde,12587,5034,kg,"2,5",,,279,
218,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Râpure de cornes de cerf et d’ivoire,Monde,1091,779,kg,"1,4",,,85,
219,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Ambre gris,Monde,400,"0,5",kg,800,,,37,
220,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Éponges ; communes,Monde,277905,50528,kg,"5,5",,,34882,
221,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Éponges ; fines,Monde,54122,2706,kg,20,,,6129,
222,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,Pieds d’élan,Monde,0,0,kg,0,,,0,
223,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,"Boyaux secs, préparés",Monde,0,0,kg,0,,,0,
224,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,29,"Scinc, espèce de petit lézard",Monde,200,200,en nombre,1,,,3,
225,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Colle ; de poisson,Monde,15950,725,kg,22,,,15950,
226,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Colle ; forte,Monde,15253,10169,kg,"1,5",,,15253,
227,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Fromages,Monde,493853,548726,kg,"0,9",,,493853,
228,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Beurre ; frais ou fondu,Monde,86079,57386,kg,"1,5",,,86079,
229,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Beurre ; salé,Monde,1549819,1033212,kg,"1,5",,,1549819,
230,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Oeufs (15 ou 16 au kg),Monde,1888833,3777666,kg,"0,5",,,1888833,
231,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Miel,Monde,762817,953521,kg,"0,8",,,762817,
232,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Présure,Monde,6925,5540,kg,"1,25",,,6925,
233,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Boyaux frais ou salés,Monde,18552,30920,kg,"0,6",,,18552,
234,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,"Sabots de bétail, râpures de cornes de bétail, etc",Monde,0,0,kg,0,,,0,
235,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Oreillons,Monde,0,0,kg,0,,,0,
236,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Sang de bétail et autres déchets d’animaux,Monde,8667,17333,kg,"0,5",,,8667,
237,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,"Engrais (fumier, colombine, poudrette, etc)",Monde,28788,959621,kg,"0,03",,,28788,
238,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,"Poissons ; d’eau douce, frais",Monde,172,287,kg,"0,6",,,172,
239,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,"Poissons ; de mer ; frais, sec, salé ou fumé",Pêche française,0,0,kg,0,,,0,
240,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,"Poissons ; de mer ; frais, sec, salé ou fumé",Pêche étrangère,108152,239786,kg,0,,,108152,
241,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Poissons ; de mer ; mariné ou à l’huile,Monde,7770,15540,kg,"0,5",,,7770,
242,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Rogues de morue,Pêche française,0,0,kg,0,,,0,
243,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Rogues de morue,Pêche étrangère,0,0,kg,0,,,0,
244,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Huîtres ; fraîches,Monde,13267,884445,en nombre,"0,015",,,13267,
245,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Huîtres ; marinées,Monde,7035,2814,kg,"2,5",,,7035,
246,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Homards et autres coquillages pleins ; à la valeur,Monde,0,0,kg,0,,,0,
247,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Homards et autres coquillages pleins ; au kilogramme,Monde,0,0,kg,0,,,0,
248,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Graisse de poisson,Pêche française,0,0,kg,0,,,0,
249,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Graisse de poisson,Pêche étrangère,23252,25837,kg,0,,,23252,
250,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Fanons de baleine,Pêche française,0,0,kg,0,,,0,
251,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Fanons de baleine,Pêche étrangère,43992,18330,kg,"2,4",,,43992,
252,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Blanc de baleine,Monde,167,104,kg,"1,6",,,267,
253,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Peaux de phoques brutes,Pêche française,0,0,kg,0,,,0,
254,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Peaux de phoques brutes,Pêche étrangère,0,0,kg,0,,,0,
255,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Corail brut,Pêche française,0,0,kg,0,,,0,
256,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Corail brut,Pêche étrangère,21068,916,kg,23,,,21068,
257,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Perles fines,Monde,642576,29208,gramme,22,,,642576,
258,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,"Sangsues, vipères et limaces",Monde,35626,1188855,en nombre,0,,,35626,
259,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,"Cantharides, cloportes",Monde,32115,2073,en nombre,0,,,32115,
260,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,"Musc, castoreum et civette",Monde,750,1,en nombre,750,,,750,
261,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Antales,Monde,947,1893,en nombre,"0,5",,,947,
262,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Vessies,Monde,5350,3343,en nombre,"1,6",,,5350,
263,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Sang de bouc,Monde,0,0,en nombre,0,,,0,
264,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Os de coeur de cerf et de sèche,Monde,371,86,en nombre,0,,,371,
265,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Corne de cerf en morceaux,Monde,205,79,en nombre,"2,6",,,205,
266,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Râpure de cornes de cerf et d’ivoire,Monde,628,417,en nombre,"1,5",,,628,
267,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Ambre gris,Monde,8800,11,en nombre,800,,,8800,
268,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Éponges ; communes,Monde,8725,1163,en nombre,"7,5",,,8725,
269,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Éponges ; fines,Monde,9693,359,en nombre,27,,,9693,
270,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,Pieds d’élan,Monde,0,0,en nombre,0,,,0,
271,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,"Boyaux secs, préparés",Monde,8309,13849,en nombre,"0,6",,,8309,
272,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,29,"Scinc, espèce de petit lézard",Monde,0,0,en nombre,0,,,0,
