"numrodeligne","dataentryby","source","sourcepath","sourcetype","year","exportsimports","direction","sheet","marchandises","pays","value","quantit","quantity_unit","prix_unitaire","probleme","remarks","Droits totaux indiqués","doubleaccounts"
307,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,6,"Seigle et maïs ; Grains","Monde",538476,44873,"hectolitre",12,,,7308,
308,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,6,"Seigle et maïs ; Farine","Monde",1727,6909,"kg","0,25",,,19,
309,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,6,"Autres céréales ; Grains","Monde",319924,34138,"hectolitre",10,,"Exactement, 12 francs et 8 francs",5015,
310,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,6,"Autres céréales ; Farine","Monde",27382,109530,"kg","0,25",,,302,
311,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,6,"Pain et biscuit de mer","Monde",170702,569007,"kg","0,3",,,818,
312,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,6,"Pommes de terre","Monde",32309,461559,"kg","0,07",,,533,
313,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,6,"Légumes secs","Monde",290754,1938360,"kg","0,15",,,4327,
314,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,6,"Lupins (graines de)","Monde",11179,159707,"kg","0,07",,,439,
315,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,6,"Riz","Monde",40668,101670,"kg","0,4",,,424,
316,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,6,"Marrons et châtaignes","Monde",78033,312129,"kg","0,25",,,850,
317,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,6,"Gruaux et fécules","Monde",5572,12382,"kg","0,45",,,168,
318,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,6,"Grains perlés ou mondés","Monde",6402,9146,"kg","0,7",,,8,
319,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,6,"Alpiste et millet","Monde",19302,77209,"kg","0,25",,,1542,
320,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,6,"Pâtes","Italie",146429,209184,"kg","0,7",,,1678,
321,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sagou","Monde",2192,3653,"kg","0,5",,,1323,
322,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Salep","Monde",2555,511,"kg",5,,,453,
323,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Arrowroot","Monde",416,116,"kg","3,6",,,53,
324,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Pain d'épice","Monde",4090,4544,"kg","0,9",,,714,
325,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Citrons, oranges et leurs variétés","Monde",1648686,1006521,"kg","0,4",,,116824,
326,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Fruits ; de table ; frais ; autres que citrons, oranges et leurs variétés","Monde",89729,598185,"kg","0,15",,,30328,
327,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Fruits ; de table ; secs et tapés","Monde",536312,893855,"kg","0,6",,,164596,
328,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Fruits ; de table ; confits","Monde",2472,3091,"kg","0,8",,,1466,
329,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Noix, amandes, noisettes, arachis, olives, noyaux","Monde",87312,87312,"kg",1,,,9338,
330,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Graines de lin","Monde",336401,1121338,"kg","0,3",,,32496,
331,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Colza, navettes et autres sans distinction","Monde",61463,245854,"kg","0,25",,,14835,
332,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Anis vert","Monde",780,976,"kg","0,8",,,314,
333,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Baies de genièvre","Monde",8120,16239,"kg","0,5",,,197,
334,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Semences ; de Jardin et de fleurs","Monde",50218,21109,"kg",2,,,297,
335,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Semences ; de coton","Monde",1170,585,"kg",2,,,7,
336,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Semences ; de prairie","Monde",111394,139243,"kg","0,8",,,1647,
337,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Semences ; forestales, de pastel, de garance","Monde",18953,18953,"kg",1,,,229,
338,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre brut","Colonies françaises de Bourbon",2887557,4125082,"kg","0,7",,,23390918,1
339,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre brut","Colonies françaises d'Amérique",28480226,43815733,"kg","0,65",,,23390918,2
340,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre brut ; brun ","Inde",499476,1666492,"kg","0,3",,,1139785,1
341,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre brut ; brun ","Amérique",13874,34685,"kg","0,4",,,1139785,2
342,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre brut ; brun ","Monde (hors Inde et Amérique)",10041,16736,"kg","0,6",,,1139785,3
343,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre brut ; blanc","Inde",135874,271749,"kg","0,5",,,209579,
344,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre brut ; blanc","Amérique",6355,10592,"kg","0,6",,,9904,
345,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre brut ; blanc","Monde (hors Inde et Amérique)",5427,6684,"kg","0,8",,,4022,
346,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre terré","Colonies françaises d'Amérique",4145073,4363235,"kg","0,95",,,3359691,
347,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre terré étranger ; brun","Inde",512408,732012,"kg","0,7",,,3676302,1
348,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre terré étranger ; brun","Amérique",47408,59260,"kg","0,8",,,3676302,2
349,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre terré étranger ; brun","Entrepôts",5470,5470,"kg",1,,,3676302,3
350,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre terré étranger ; blanc","Inde",2903,3226,"kg","0,9",,,468846,1
351,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre terré étranger ; blanc","Amérique",427086,341669,"kg","1,25",,,468846,2
352,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre terré étranger ; blanc","Entrepôts",41149,28379,"kg","1,45",,,468846,3
353,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sucre raffiné","Monde",0,0,"kg",0,,,0,
354,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Mélasse","Colonies françaises",864,4318,"kg","0,2",,,760,
355,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Bonbons","Monde",1007,503,"kg",2,,,687,
356,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Confitures","Monde",28551,14275,"kg","1,4",,,12621,
357,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Sirops","Monde",4611,2305,"kg",2,,,1606,
358,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Cacao brut","Colonies françaises",347163,315603,"kg","1,1",,,770867,1
359,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Cacao brut","Monde (hors Europe)",137471,124974,"kg","1,1",,,770867,2
360,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,7,"Cacao brut","Entrepôts",339421,251423,"kg","1,35",,,770867,3
361,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Sagou","Monde",87,60,"kg","1,45",,,87,
362,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Salep","Monde",2288,352,"kg","6,5",,,1,
363,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Arrowroot","Monde",0,0,"kg",0,,,0,
364,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Pain d'épice","Monde",3291,3657,"kg","0,9",,,10,
365,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Citrons, oranges et leurs variétés","Monde",35382,64330,"kg","0,55",,,177,
366,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Fruits ; de table ; frais ; autres que citrons, oranges et leurs variétés","Monde",364424,2429494,"kg","0,15",,,6641,
367,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Fruits ; de table ; secs et tapés","Monde",2623545,3747921,"kg","0,7",,,10168,
368,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Fruits ; de table ; confits","Monde",524516,524516,"kg",1,,,1147,
369,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Noix, amandes, noisettes, arachis, olives, noyaux","Monde",1137610,1138007,"kg","0,75",,,24126,
370,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Graines de lin","Monde",1460,4170,"kg","0,35",,,0,
371,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Colza, navettes et autres sans distinction","Monde",0,0,"kg",0,,,0,
372,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Anis vert","Monde",100749,125936,"kg","0,8",,,346,
373,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Baies de genièvre","Monde",30639,61579,"kg","0,5",,,169,
374,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Semences ; de Jardin et de fleurs","Monde",74250,37125,"kg",2,,,795,
375,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Semences ; de coton","Monde",0,0,"kg",0,,,0,
376,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Semences ; de prairie","Monde",2134562,2668202,"kg","0,8",,,7338,
377,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Semences ; forestales, de pastel, de garance","Monde",5408,22266,"kg","1,2",,,65,
378,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Sucre brut","Monde",13969,9312,"kg","1,5",,,10,
379,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Sucre terré","Monde",0,0,"kg",0,,,0,
380,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Sucre raffiné","Monde",0,0,"kg",0,,,0,
381,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Mélasse","Colonies françaises",1257522,4191740,"kg","0,3",,,27,
382,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Bonbons","Monde",119130,39710,"kg",3,,,70,
383,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Confitures","Monde",54720,27260,"kg",2,,,58,
384,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Sirops","Monde",164103,54701,"kg",3,,,145,
385,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,7,"Cacao brut","Monde",9132,3653,"kg","2,5",,,10,
386,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Café","Colonies françaises de Bourbon",3260400,1482000,"kg","2,2",,,6336652,1
387,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Café","Colonies françaises d'Amérique",14284175,6492807,"kg","2,2",,,6336652,2
388,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Café","Inde",326487,155470,"kg","2,1",,,6336652,3
389,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Café","Amérique",1813799,863714,"kg","2,1",,,6336652,4
390,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Café","Entrepôts",371656,154857,"kg","2,4",,,6336652,5
391,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Cannelle ; fine","Colonies françaises",227,14,"kg",16,,,62,
392,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Cannelle ; fine","Europe",33965,1941,"kg","17,5",,,12487,
393,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Cannelle ; commune","Colonies françaises",12908,3227,"kg",4,,,68825,1
394,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Cannelle ; commune","Inde",6380,1595,"kg",4,,,68825,2
395,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Cannelle ; commune","Amérique",64240,10060,"kg",4,,,68825,3
396,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Cannelle ; commune","Entrepôts",54686,11393,"kg","4,8",,,68825,4
397,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Cassia-lignea","Guiane française",408,163,"kg","2,5",,,90,
398,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Cassia-lignea","Monde (hors Guiane française)",4428,1771,"kg","2,5",,,3701,
399,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Gingembre","Monde",1180,3533,"kg",40,,,790,
400,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Girofle ; clous","Colonies françaises",269947,53989,"kg",5,,,115137,
401,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Girofle ; clous","Entrepôts",153,27,"kg","5,6",,,103,
402,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Girofle ; griffes et pédicules","Monde",32681,6536,"kg",5,,,3425,
403,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Muscades ; rondes","Inde",2067,207,"kg",10,,,0,
404,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Muscades ; rondes","Entrepôts",624,62,"kg","10,7",,,0,
405,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Muscades ; longues","Monde",997,125,"kg",8,,,567,
406,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Poivre","Colonies françaises",59665,49721,"kg","1,2",,,1709938,1
407,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Poivre","Inde",1516323,1010482,"kg","1,5",,,1709938,2
408,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Poivre","Amérique",95269,79391,"kg","1,2",,,1709938,3
409,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Poivre","Entrepôts",1203438,601719,"kg",2,,,1709938,4
410,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Piment","Amérique",8225,5875,"kg","1,4",,,34764,1
411,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Piment","Entrepôts",45988,25549,"kg","1,8",,,34764,2
412,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Thé","Inde",277853,39679,"kg",7,,,246914,1
413,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Thé","Colonies",4606,625,"kg","7,5",,,246914,2
414,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Thé","Entrepôts",346344,43293,"kg",8,,,246914,3
415,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Vanille","Monde",300363,1001,"kg",300,,,5602,
416,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Tabacs en feuilles ou en côtes pour la régie","Monde (hors Europe)",1774341,1364878,"kg","1,3",,,353649,1
417,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Tabacs en feuilles ou en côtes pour la régie","Entrepôts",5057047,3262611,"kg","1,55",,,353649,2
418,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Graines d'amome","Monde",306,278,"kg","1,1",,,380,
419,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Fèves odorantes de Tonka","Monde",18112,362,"kg",50,,,2162,
420,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Noix de Ravensara","Monde",15,250,"decagramme",6,,,22,
421,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Macis","Monde (hors Europe)",271,45,"kg",6,,,415,
422,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Macis","Entrepôts",325,50,"kg","6,5",,,536,
423,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Gommes","Europe",10838,6774,"kg","1,6",,,80,
424,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Gommes ; exotiques","Sénégal français",881198,518352,"kg","1,7",,,57019,
425,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Gommes ; exotiques","Monde (hors Europe et Sénégal français)",358176,130151,"kg",0,,,30107,
426,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Poix ou galipot","Monde",15596,173292,"kg","0,09",,,7508,
427,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Brai gras ou goudron","Monde",158078,2258263,"kg","0,07",,,100375,
428,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Térébenthine ; liquide","Monde",150,1667,"kg","0,15",,,525,
429,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Térébenthine ; compacte","Monde",2142,10710,"kg","0,2",,,990,
430,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Essence de térébenthine","Monde",15,25,"kg","0,6",,,8,
431,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,8,"Brai sec, colophane, résine d'huile","Monde",6693,66543,"kg","0,2",,,3188,
432,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,8,"Café","Monde",1040,2419,"kg","4,3",,,3,
433,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,8,"Cannelle ; fine","Monde",2340,130,"kg",18,,,6,
434,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,8,"Cannelle ; commune","Monde",23804,3662,"kg","6,5",,,161,
435,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,8,"Cassia-lignea","Monde",0,0,"kg",0,,,0,
436,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,8,"Gingembre","Monde",415,488,"kg","0,85",,,1,
437,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,8,"Girofle ; clous","Monde",8050,805,"kg",10,,,2,
438,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,8,"Girofle ; griffes et pédicules","Monde",0,0,"kg",0,,,0,
439,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,8,"Muscades ; rondes","Monde",2400,120,"kg",20,,,0,
440,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,8,"Muscades ; longues","Monde",0,0,"kg",0,,,0,
441,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,8,"Poivre","Monde",31044,10348,"kg",3,,,26,
442,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,8,"Piment","Monde",0,0,"kg",0,,,0,
443,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,8,"Thé","Monde",7860,786,"kg",10,,,2,
