numerodeligne,dataentryby,source,SourceType,year,exports/imports,sheet,marchandises,Pays,value,Sous-total,Sous-tota 2l,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
446,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,17,Bouchons de liege,Espagne,2721,48961.25,,,,,,,,,,,,,,,,,,
447,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,17,Bouchons de liege,Flandre,1228,48961.25,,,,,,,,,,,,,,,,,,
448,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bouchons de liege,Isles,37284,48961.25,,,,,,,,,,,,,,,,,,
449,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bouchons de liege,Italie,1551,48961.25,,,,,,,,,,,,,,,,,,
450,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bouchons de liege,Levant,450,48961.25,,,,,,,,,,,,,,,,,,
451,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bouchons de liege,Nord,1919,48961.25,,,,,,,,,,,,,,,,,,
452,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bouchons de liege,Savoye,1371,48961.25,,,,,,,,,,,,,,,,,,
453,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bouchons de liege,Suisse,2331,48961.25,,,,,,,,,,,,,,,,,,
454,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougie,Allemagne,9227.5,735305.625,,,,,,,,,,,,,,,,,,
455,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougie,Angleterre,2600,735305.625,,,,,,,,,,,,,,,,,,
456,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougie,Danemark,307.2000122070313,735305.625,,,,,,,,,,,,,,,,,,
457,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougie,Espagne,3459,735305.625,,,,,,,,,,,,,,,,,,
458,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougie,Flandre,12004.5,735305.625,,,,,,,,,,,,,,,,,,
459,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougie,Guinée,907.5,735305.625,,,,,,,,,,,,,,,,,,
460,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougie,Hollande,5331,735305.625,,,,,,,,,,,,,,,,,,
461,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougie,Isles,683163.6875,735305.625,,,,,,,,,,,,,,,,,,
462,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougie,Portugal,1846.199951171875,735305.625,,,,,,,,,,,,,,,,,,
463,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougie,Savoye,14,735305.625,,,,,,,,,,,,,,,,,,
464,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougie,Suisse,16445,735305.625,,,,,,,,,,,,,,,,,,
465,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougran,Allemagne,170.3999938964844,2204.300048828125,,,,,,,,,,,,,,,,,,
466,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougran,Espagne,643.5,2204.300048828125,,,,,,,,,,,,,,,,,,
467,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougran,Flandre,609.4000244140625,2204.300048828125,,,,,,,,,,,,,,,,,,
468,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bougran,Isles,781,2204.300048828125,,,,,,,,,,,,,,,,,,
469,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Boules de mail,Nord,9,49.75,,,,,,,,,,,,,,,,,,
470,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Boules de mail,Savoye,23.75,49.75,,,,,,,,,,,,,,,,,,
471,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Boules de mail,Suisse,17,49.75,,,,,,,,,,,,,,,,,,
472,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bouralisse,Italie,68,102,,,,,,,,,,,,,,,,,,
473,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bouralisse,Suisse,34,102,,,,,,,,,,,,,,,,,,
474,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bouras,Levant,66,,,,,,,,,,,,,,,,,,,
475,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bourde,Italie,38423,,,,,,,,,,,,,,,,,,,
476,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bours de Levant,Espagne,1548,15984,,,,,,,,,,,,,,,,,,
477,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bours de Levant,Italie,900,15984,,,,,,,,,,,,,,,,,,
478,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,18,Bours de Levant,Levant,13536,15984,,,,,,,,,,,,,,,,,,
479,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bourre ; à batier,Allemagne,43.5,223.0500030517578,,,,,,,,,,,,,,,,,,
480,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bourre ; à batier,Savoye,179.5500030517578,223.0500030517578,,,,,,,,,,,,,,,,,,
481,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bourses à cheveux,Angleterre,96,3885,,,,,,,,,,,,,,,,,,
482,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bourses à cheveux,Danemark,100,3885,,,,,,,,,,,,,,,,,,
483,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bourses à cheveux,Flandre,175,3885,,,,,,,,,,,,,,,,,,
484,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bourses à cheveux,Hollande,70,3885,,,,,,,,,,,,,,,,,,
485,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bourses à cheveux,Italie,3300,3885,,,,,,,,,,,,,,,,,,
486,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bourses à cheveux,Russie,144,3885,,,,,,,,,,,,,,,,,,
487,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bouteilles de verre,Allemagne,120,59866.1015625,,,,,,,,,,,,,,,,,,
488,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bouteilles de verre,Angleterre,340,59866.1015625,,,,,,,,,,,,,,,,,,
489,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bouteilles de verre,Danemark,100,59866.1015625,,,,,,,,,,,,,,,,,,
490,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bouteilles de verre,Espagne,15632.7998046875,59866.1015625,,,,,,,,,,,,,,,,,,
491,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bouteilles de verre,Flandre,30.79999923706055,59866.1015625,,,,,,,,,,,,,,,,,,
492,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bouteilles de verre,Guinée,868,59866.1015625,,,,,,,,,,,,,,,,,,
493,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bouteilles de verre,Isles,9521,59866.1015625,,,,,,,,,,,,,,,,,,
494,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bouteilles de verre,Italie,3134.39990234375,59866.1015625,,,,,,,,,,,,,,,,,,
495,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bouteilles de verre,Levant,679,59866.1015625,,,,,,,,,,,,,,,,,,
496,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bouteilles de verre,Nord,381,59866.1015625,,,,,,,,,,,,,,,,,,
497,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bouteilles de verre,Portugal,73.5,59866.1015625,,,,,,,,,,,,,,,,,,
498,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bouteilles de verre,Savoye,27400,59866.1015625,,,,,,,,,,,,,,,,,,
499,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Bouteilles de verre,Suisse,1585.599975585938,59866.1015625,,,,,,,,,,,,,,,,,,
500,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; d'argent,Allemagne,350,1523.050048828125,260262.40625,261524.90625,,,,,,,,,,,,,,,,
501,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; d'argent,Espagne,569.0499877929688,1523.050048828125,260262.40625,261524.90625,,,,,,,,,,,,,,,,
502,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; d'argent,Flandre,604,1523.050048828125,260262.40625,261524.90625,,,,,,,,,,,,,,,,
503,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; d'or,Allemagne,850,8829.349609375,260262.40625,261524.90625,,,,,,,,,,,,,,,,
504,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; d'or,Angleterre,1037.5,8829.349609375,260262.40625,261524.90625,,,,,,,,,,,,,,,,
505,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; d'or,Espagne,4657.5,8829.349609375,260262.40625,261524.90625,,,,,,,,,,,,,,,,
506,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; d'or,Flandre,951.8499755859375,8829.349609375,260262.40625,261524.90625,,,,,,,,,,,,,,,,
507,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; d'or,Hollande,12.5,8829.349609375,260262.40625,261524.90625,,,,,,,,,,,,,,,,
508,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; d'or,Isles,1000,8829.349609375,260262.40625,261524.90625,,,,,,,,,,,,,,,,
509,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; d'or,Suisse,320,8829.349609375,260262.40625,261524.90625,,,,,,,,,,,,,,,,
510,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; or et argent,Allemagne,64772.5,249910,260262.40625,261524.90625,,,,,,,,,,,,,,,,
511,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; or et argent,Angleterre,45,249910,260262.40625,261524.90625,,,,,,,,,,,,,,,,
512,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; or et argent,Espagne,68732.5,249910,260262.40625,261524.90625,,,,,,,,,,,,,,,,
513,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; or et argent,Flandre,24960,249910,260262.40625,261524.90625,,,,,,,,,,,,,,,,
514,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,19,Boutons ; dorure ; or et argent,Isles,900,249910,260262.40625,261524.90625,,,,,,,,,,,,,,,,
515,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Boutons ; dorure ; or et argent,Italie,23700,249910,260262.40625,261524.90625,,,,,,,,,,,,,,,,
516,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Boutons ; dorure ; or et argent,Russie,27920,249910,260262.40625,261524.90625,,,,,,,,,,,,,,,,
517,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Boutons ; dorure ; or et argent,Suede,19200,249910,260262.40625,261524.90625,,,,,,,,,,,,,,,,
518,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Boutons ; dorure ; or et argent,Suisse,19680,249910,260262.40625,261524.90625,,,,,,,,,,,,,,,,
519,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Boutons ; d'acier,Isles,187.5,261524.90625,,,,,,,,,,,,,,,,,,
520,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Boutons ; de cuivre doré,Isles,160,261524.90625,,,,,,,,,,,,,,,,,,
521,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Boutons ; de jaix,Angleterre,90,261524.90625,,,,,,,,,,,,,,,,,,
522,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Boutons ; de poil,Allemagne,45,825,261524.90625,,,,,,,,,,,,,,,,,
523,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Boutons ; de poil,Isles,780,825,261524.90625,,,,,,,,,,,,,,,,,
524,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Boyaux salés,Italie,645.4500122070313,695.4500122070313,,,,,,,,,,,,,,,,,,
525,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Boyaux salés,Savoye,50,695.4500122070313,,,,,,,,,,,,,,,,,,
526,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Braule,Guinée,1560,,,,,,,,,,,,,,,,,,,
527,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Bray ; gras,Angleterre,30,22078,127985.703125,,,,,,,,,,,,,,,,,
528,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Bray ; gras,Espagne,10760,22078,127985.703125,,,,,,,,,,,,,,,,,
529,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Bray ; gras,Isles,6588,22078,127985.703125,,,,,,,,,,,,,,,,,
530,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Bray ; gras,Portugal,4700,22078,127985.703125,,,,,,,,,,,,,,,,,
531,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Bray ; sec,Angleterre,79.19999694824219,105907.703125,127985.703125,,,,,,,,,,,,,,,,,
532,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Bray ; sec,Danemark,14,105907.703125,127985.703125,,,,,,,,,,,,,,,,,
533,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Bray ; sec,Espagne,31504.80078125,105907.703125,127985.703125,,,,,,,,,,,,,,,,,
534,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Bray ; sec,Flandre,1617,105907.703125,127985.703125,,,,,,,,,,,,,,,,,
535,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Bray ; sec,Hollande,13216.5,105907.703125,127985.703125,,,,,,,,,,,,,,,,,
536,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Bray ; sec,Italie,16822.5,105907.703125,127985.703125,,,,,,,,,,,,,,,,,
537,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Bray ; sec,Levant,34588.5,105907.703125,127985.703125,,,,,,,,,,,,,,,,,
538,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Bray ; sec,Nord,145.1999969482422,105907.703125,127985.703125,,,,,,,,,,,,,,,,,
539,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Bray ; sec,Portugal,7920,105907.703125,127985.703125,,,,,,,,,,,,,,,,,
540,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Briques,Allemagne,98,3729.39990234375,,,,,,,,,,,,,,,,,,
541,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Briques,Flandre,314,3729.39990234375,,,,,,,,,,,,,,,,,,
542,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,20,Briques,Isles,3317.39990234375,3729.39990234375,,,,,,,,,,,,,,,,,,
543,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Brochets,Allemagne,125,,,,,,,,,,,,,,,,,,,
544,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Bronze,Flandre,42,,,,,,,,,,,,,,,,,,,
545,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Brosserie,Flandre,1090,1895,,,,,,,,,,,,,,,,,,
546,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Brosserie,Guinée,45,1895,,,,,,,,,,,,,,,,,,
547,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Brosserie,Isles,760,1895,,,,,,,,,,,,,,,,,,
548,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Brun rouge,Espagne,11.75,5373.25,,,,,,,,,,,,,,,,,,
549,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Brun rouge,Hollande,960,5373.25,,,,,,,,,,,,,,,,,,
550,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Brun rouge,Isles,480,5373.25,,,,,,,,,,,,,,,,,,
551,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Brun rouge,Italie,5.25,5373.25,,,,,,,,,,,,,,,,,,
552,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Brun rouge,Levant,3916.25,5373.25,,,,,,,,,,,,,,,,,,
553,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Burat,Suisse,4450,,,,,,,,,,,,,,,,,,,
554,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Bure,Allemagne,1398.25,,,,,,,,,,,,,,,,,,,
555,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Cabas de jongs,Flandre,50,,,,,,,,,,,,,,,,,,,
556,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Cabarets vernis,Flandre,6,1446,,,,,,,,,,,,,,,,,,
557,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Cabarets vernis,Hollande,1068,1446,,,,,,,,,,,,,,,,,,
558,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Cabarets vernis,Isles,372,1446,,,,,,,,,,,,,,,,,,
559,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Cacao,Angleterre,10094,1174888,,,,,,,,,,,,,,,,,,
560,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Cacao,Danemark,711,1174888,,,,,,,,,,,,,,,,,,
561,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Cacao,Espagne,494369.15625,1174888,,,,,,,,,,,,,,,,,,
562,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Cacao,Flandre,4770.85009765625,1174888,,,,,,,,,,,,,,,,,,
563,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Cacao,Hollande,8101.64990234375,1174888,,,,,,,,,,,,,,,,,,
564,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Cacao,Italie,581847,1174888,,,,,,,,,,,,,,,,,,
565,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Cacao,Levant,36115.55078125,1174888,,,,,,,,,,,,,,,,,,
566,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Cacao,Nord,12949.349609375,1174888,,,,,,,,,,,,,,,,,,
567,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Cacao,Savoye,272,1174888,,,,,,,,,,,,,,,,,,
568,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,21,Cacao,Suisse,25657.5,1174888,,,,,,,,,,,,,,,,,,
569,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Cadenats,Guinée,36,,,,,,,,,,,,,,,,,,,
570,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Cadis,Suisse,2645,,,,,,,,,,,,,,,,,,,
571,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Cadres dorés,Flandre,60,624,,,,,,,,,,,,,,,,,,
572,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Cadres dorés,Hollande,564,624,,,,,,,,,,,,,,,,,,
573,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; de Bourbon,Flandre,251792,2293855.75,15848996,,,,,,,,,,,,,,,,,
574,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; de Bourbon,Hollande,1344100,2293855.75,15848996,,,,,,,,,,,,,,,,,
575,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; de Bourbon,Nord,697963.75,2293855.75,15848996,,,,,,,,,,,,,,,,,
576,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; des Isles,Allemagne,311.25,13478196,15848996,,,,,,,,,,,,,,,,,
577,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; des Isles,Angleterre,15191.099609375,13478196,15848996,,,,,,,,,,,,,,,,,
578,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; des Isles,Danemark,240527.203125,13478196,15848996,,,,,,,,,,,,,,,,,
579,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; des Isles,Espagne,29124.19921875,13478196,15848996,,,,,,,,,,,,,,,,,
580,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; des Isles,Flandre,171175.5,13478196,15848996,,,,,,,,,,,,,,,,,
581,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; des Isles,Guinée,110,13478196,15848996,,,,,,,,,,,,,,,,,
582,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; des Isles,Hollande,2954503,13478196,15848996,,,,,,,,,,,,,,,,,
583,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; des Isles,Italie,921968.625,13478196,15848996,,,,,,,,,,,,,,,,,
584,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; des Isles,Levant,829146,13478196,15848996,,,,,,,,,,,,,,,,,
585,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; des Isles,Nord,7890541.5,13478196,15848996,,,,,,,,,,,,,,,,,
586,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; des Isles,Portugal,2933.10009765625,13478196,15848996,,,,,,,,,,,,,,,,,
587,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; des Isles,Russie,38338.19921875,13478196,15848996,,,,,,,,,,,,,,,,,
588,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; des Isles,Suede,109777.546875,13478196,15848996,,,,,,,,,,,,,,,,,
589,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; des Isles,Suisse,274548.3125,13478196,15848996,,,,,,,,,,,,,,,,,
590,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; de Moka,Flandre,2572.5,76944.5,15848996,,,,,,,,,,,,,,,,,
591,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; de Moka,Hollande,6322.5,76944.5,15848996,,,,,,,,,,,,,,,,,
592,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; de Moka,Isles,4689.5,76944.5,15848996,,,,,,,,,,,,,,,,,
593,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; de Moka,Nord,3125,76944.5,15848996,,,,,,,,,,,,,,,,,
594,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Caffé ; de Moka,Suisse,60235,76944.5,15848996,,,,,,,,,,,,,,,,,
595,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Callemande,Allemagne,22426,749435,,,,,,,,,,,,,,,,,,
596,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Callemande,Espagne,215774,749435,,,,,,,,,,,,,,,,,,
597,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Callemande,Flandre,93400,749435,,,,,,,,,,,,,,,,,,
598,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Callemande,Isles,49895,749435,,,,,,,,,,,,,,,,,,
599,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Callemande,Italie,29890,749435,,,,,,,,,,,,,,,,,,
600,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Callemande,Levant,325450,749435,,,,,,,,,,,,,,,,,,
601,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Callemande,Portugal,3600,749435,,,,,,,,,,,,,,,,,,
602,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Callemande,Savoye,6600,749435,,,,,,,,,,,,,,,,,,
603,Milewski,Montbret 155-1,Objet Général,1755,Exports,22,Callemande,Suisse,2400,749435,,,,,,,,,,,,,,,,,,
604,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Cambay,Hollande,990,,,,,,,,,,,,,,,,,,,
605,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; d'Auvergne,Suisse,5973.75,690683.75,,,,,,,,,,,,,,,,,,
606,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; burail,Allemagne,9660,690683.75,,,,,,,,,,,,,,,,,,
607,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; de laine,Allemagne,16765,662580,690683.75,,,,,,,,,,,,,,,,,
608,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; de laine,Espagne,151660,662580,690683.75,,,,,,,,,,,,,,,,,
609,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; de laine,Flandre,58080,662580,690683.75,,,,,,,,,,,,,,,,,
610,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; de laine,Isles,50312.5,662580,690683.75,,,,,,,,,,,,,,,,,
611,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; de laine,Italie,36880,662580,690683.75,,,,,,,,,,,,,,,,,
612,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; de laine,Levant,328240,662580,690683.75,,,,,,,,,,,,,,,,,
613,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; de laine,Portugal,3200,662580,690683.75,,,,,,,,,,,,,,,,,
614,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; de laine,Savoye,8680,662580,690683.75,,,,,,,,,,,,,,,,,
615,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; de laine,Suisse,8762.5,662580,690683.75,,,,,,,,,,,,,,,,,
616,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; laine et soye,Espagne,9960,690683.75,,,,,,,,,,,,,,,,,,
617,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; poil et soye,Isles,2450,2510,690683.75,,,,,,,,,,,,,,,,,
618,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; poil et soye,Savoye,60,2510,690683.75,,,,,,,,,,,,,,,,,
619,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camelot ; poil et soye,Suisse,,,,,,,,,,,,,,,,,,,,
620,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Camphre,Levant,250,,,,,,,,,,,,,,,,,,,
621,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Canefice,Espagne,60,8550.099609375,,,,,,,,,,,,,,,,,,
622,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Canefice,Italie,8444.5,8550.099609375,,,,,,,,,,,,,,,,,,
623,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Canefice,Levant,45.59999847412109,8550.099609375,,,,,,,,,,,,,,,,,,
624,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Canelle,Espagne,184596.5,317409.5,,,,,,,,,,,,,,,,,,
625,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Canelle,Isles,225,317409.5,,,,,,,,,,,,,,,,,,
626,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Canelle,Italie,103308,317409.5,,,,,,,,,,,,,,,,,,
627,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Canelle,Levant,29280,317409.5,,,,,,,,,,,,,,,,,,
628,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Caneva,Allemagne,1520,1545,,,,,,,,,,,,,,,,,,
629,Milewski,Montbret 155-1,Objet Général,1755,Exports,23,Caneva,Flandre,25,1545,,,,,,,,,,,,,,,,,,
