Nom opérateur/trice,Cote du document source,Année,N° de page du PDF,Exportations/Importations,Pays d'origine,Familles de marchandises,Nom de la marchandise,Quantités marchandises,Unité de compte/quantités,Prix unitaire,Unité de compte,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,Valeur en décimale de Lt,Unité de compte,Total ,Unité de compte,Remarques
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,70,Exportations,Nord,,Houblon,,,,,596,5,,"596,25",,"17437,65",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,70,Exportations,Allemagne,,Housses ; de cheval,,,,,225,,,225,,225,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,70,Exportations,Allemagne,,Huile ; d'amande,,,,,368,,,368,,638,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,70,Exportations,Flandre,,Huile ; d'amande,,,,,270,,,270,,638,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Nord,,Huile ; d'aspic,,,,,792,,,792,,792,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Allemagne,,Huile ; d'olive,,,,,177250,14,,"177250,7",,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Angleterre,,Huile ; d'olive,,,,,200,,,200,,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Danemark,,Huile ; d'olive,,,,,479,10,,"479,5",,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Espagne,,Huile ; d'olive,,,,,43837,6,,"43837,3",,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Flandre,,Huile ; d'olive,,,,,13594,2,,"13594,1",,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Gènes,,Huile ; d'olive,,,,,6832,,,6832,,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Genève,,Huile ; d'olive,,,,,11050,1,,"11050,05",,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Hollande,,Huile ; d'olive,,,,,41925,16,,"41925,8",,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Isles,,Huile ; d'olive,,,,,60532,8,,"60532,4",,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Italie,,Huile ; d'olive,,,,,2076,,,2076,,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Levant,,Huile ; d'olive,,,,,1459,,,1459,,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Naples,,Huile ; d'olive,,,,,212,,,212,,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Nord,,Huile ; d'olive,,,,,18049,18,,"18049,9",,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Portugal,,Huile ; d'olive,,,,,200,,,200,,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Savoye,,Huile ; d'olive,,,,,19860,11,,"19860,55",,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Suède,,Huile ; d'olive,,,,,18115,10,,"18115,5",,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Suisse,,Huile ; d'olive,,,,,37407,15,,"37407,75",,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Gènes,,Huile ; de chimie,,,,,2375,,,2375,,2375,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Allemagne,,Huile ; de graine,,,,,1785,,,1785,,"288492,9",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Hollande,,Huile ; de graine,,,,,18,,,18,,"288492,9",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Suisse,,Huile ; de graine,,,,,286689,18,,"286689,9",,"288492,9",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Danemark,,Huile ; de lin,,,,,108,,,108,,"3337,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Espagne,,Huile ; de lin,,,,,1955,,,1955,,"3337,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Isles,,Huile ; de lin,,,,,640,,,640,,"3337,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Portugal,,Huile ; de lin,,,,,634,10,,"634,5",,"3337,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Allemagne,,Huile ; de navette,,,,,10300,,,10300,,10300,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Espagne,,Huile ; de noix,,,,,404,,,404,,"1353,3",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Gènes,,Huile ; de noix,,,,,60,,,60,,"1353,3",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Hollande,,Huile ; de noix,,,,,442,16,,"442,8",,"1353,3",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Savoye,,Huile ; de noix,,,,,436,10,,"436,5",,"1353,3",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Suisse,,Huile ; de noix,,,,,10,,,10,,"453082,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Allemagne,,Huile ; de poisson,,,,,476,,,476,,"453907,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Espagne,,Huile ; de poisson,,,,,451870,,,451870,,"453907,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Flandre,,Huile ; de poisson,,,,,80,10,,"80,5",,"453907,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Gènes,,Huile ; de poisson,,,,,150,,,150,,"453907,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,71,Exportations,Genève,,Huile ; de poisson,,,,,560,,,560,,"453907,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Italie,,Huile ; de poisson,,,,,621,,,621,,"453907,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Savoye,,Huile ; de poisson,,,,,150,,,150,,"453907,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Hollande,,Huile ; de rabelle,,,,,18,,,18,,18,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Savoye,,Huile ; de senteur,,,,,94,,,94,,94,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Hollande,,Huile ; de térébenthine,,,,,6100,,,6100,,7945,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Nord,,Huile ; de térébenthine,,,,,1845,,,1845,,7945,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Espagne,,Huile ; de vitriol,,,,,800,,,800,,"1773,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Flandre,,Huile ; de vitriol,,,,,53,10,,"53,5",,"1773,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Genève,,Huile ; de vitriol,,,,,920,,,920,,"1773,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Hollande,,Huitres,,,,,6000,,,6000,,6000,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Hollande,,Images,,,,,27,,,27,,27,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Espagne,,Indienne,,,,,218952,,,218952,,373662,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Gènes,,Indienne,,,,,10848,,,10848,,373662,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Hollande,,Indienne,,,,,86632,,,86632,,373662,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Italie,,Indienne,,,,,21854,,,21854,,373662,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Levant,,Indienne,,,,,5820,,,5820,,373662,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Naples,,Indienne,,,,,2700,,,2700,,373662,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Savoye,,Indienne,,,,,26856,,,26856,,373662,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Allemagne,,Indigo,,,,,80106,,,80106,,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Danemark,,Indigo,,,,,15050,,,15050,,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Espagne,,Indigo,,,,,24593,10,,"24593,5",,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Flandre,,Indigo,,,,,13886,,,13886,,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Gènes,,Indigo,,,,,21096,,,21096,,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Genève,,Indigo,,,,,1368,,,1368,,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Hollande,,Indigo,,,,,95084,10,,"95084,5",,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Italie,,Indigo,,,,,432912,,,432912,,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Levant,,Indigo,,,,,663448,,,663448,,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Naples,,Indigo,,,,,10720,,,10720,,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Nord,,Indigo,,,,,111445,,,111445,,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Portugal,,Indigo,,,,,500,,,500,,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Russie,,Indigo,,,,,910,,,910,,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Savoye,,Indigo,,,,,42384,,,42384,,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Suède,,Indigo,,,,,9099,10,,"9099,5",,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Suisse,,Indigo,,,,,94530,10,,"94530,5",,1617133,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Flandre,,Instruments ; de musique,,,,,60,,,60,,60,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Allemagne,,Jais,,,,,174,,,174,,3014,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Espagne,,Jais,,,,,925,,,925,,3014,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Savoye,,Jais,,,,,1915,,,1915,,3014,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Italie,,Jalap,,,,,375,,,375,,375,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Allemagne,,Jambons,,,,,417,10,,"417,5",,"72348,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Espagne,,Jambons,,,,,36457,,,36457,,"72348,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Flandre,,Jambons,,,,,982,5,,"982,25",,"72348,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Hollande,,Jambons,,,,,2065,,,2065,,"72348,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Isles,,Jambons,,,,,15007,,,15007,,"72348,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Nord,,Jambons,,,,,105,,,105,,"72348,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Portugal,,Jambons,,,,,17314,10,,"17314,5",,"72348,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Gènes,,Jarres,,,,,320,,,320,,85510,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Italie,,Jarres,,,,,77250,,,77250,,85510,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,72,Exportations,Savoye,,Jarres,,,,,7940,,,7940,,85510,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Flandre,,Jarretières ; de fil,,,,,18,,,18,,18,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Allemagne,,Jarretières ; de fleuret,,,,,52,10,,"52,5",,"52,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Flandre,,Jarretières ; de soye,,,,,200,,,200,,200,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Flandre,,Jaspe ; ouvré,,,,,531,,,531,,531,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,73,Exportations,Isles,,Jets ; de voile,,,,,28800,,,28800,,28800,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Nord,,Jujubes,,,,,18,,,18,,248,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Savoye,,Jujubes,,,,,230,,,230,,248,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Espagne,,Jus ; de citron,,,,,210,,,210,,870,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Suisse,,Jus ; de citron,,,,,660,,,660,,870,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Espagne,,Jus ; de réglisse,,,,,128,,,128,,17769,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Gènes,,Jus ; de réglisse,,,,,1330,,,1330,,17769,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Hollande,,Jus ; de réglisse,,,,,12889,,,12889,,17769,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Nord,,Jus ; de réglisse,,,,,904,,,904,,17769,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Savoye,,Jus ; de réglisse,,,,,614,,,614,,17769,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Suède,,Jus ; de réglisse,,,,,1904,,,1904,,17769,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Espagne,,Lacques ; platte,,,,,972,,,972,,1347,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Flandre,,Lacques ; platte,,,,,10,,,10,,1347,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Hollande,,Lacques ; platte,,,,,365,,,365,,1347,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Genève,,Laine ; à broder,,,,,360,,,360,,360,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Allemagne,,Laine ; à tapisserie,,,,,6282,,,6282,,"11978,4",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Espagne,,Laine ; à tapisserie,,,,,5650,,,5650,,"11978,4",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Flandre,,Laine ; à tapisserie,,,,,33,12,,"33,6",,"11978,4",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Hollande,,Laine ; à tapisserie,,,,,12,16,,"12,8",,"11978,4",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Genève,,Laine ; brute,,,,,27,,,27,,27,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Allemagne,,Laine ; commune,,,,,4756,5,,"4756,25",,"5053,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Suisse,,Laine ; commune,,,,,297,,,297,,"5053,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Hollande,,Laine ; d'Espagne,,,,,961800,,,961800,,1048950,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Portugal,,Laine ; d'Espagne,,,,,87150,,,87150,,1048950,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,74,Exportations,Espagne,,Laine ; de Bearn,,,,,40,16,,"40,8",,"40,8",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Espagne,,Laine ; de chevron,,,,,58755,,,58755,,75426,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Hollande,,Laine ; de chevron,,,,,12840,,,12840,,75426,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Levant,,Laine ; de chevron,,,,,1110,,,1110,,75426,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Savoye,,Laine ; de chevron,,,,,2721,,,2721,,75426,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Suisse,,Laine ; de Levant,,,,,1342,10,,"1342,5",,"1342,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Levant,,Laine ; de sergovie,,,,,33684,,,33684,,33684,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Allemagne,,Laine ; filée,,,,,1200,,,1200,,1354,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Flandre,,Laine ; filée,,,,,88,,,88,,1354,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Savoye,,Laine ; filée,,,,,66,,,66,,1354,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Espagne,,Laine ; grosse,,,,,1256,,,1256,,1256,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Allemagne,,Laine ; lavée,,,,,1200,,,1200,,19551,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Espagne,,Laine ; lavée,,,,,396,,,396,,19551,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Savoye,,Laine ; lavée,,,,,17955,,,17955,,19551,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Espagne,,Laine ; surge,,,,,5392,,,5392,,"71684,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Genève,,Laine ; surge,,,,,46,10,,"46,5",,"71684,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Hollande,,Laine ; surge,,,,,3708,,,3708,,"71684,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,75,Exportations,Savoye,,Laine ; surge,,,,,62538,,,62538,,"71684,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Allemagne,,Lames ; de sabre,,,,,20,,,20,,20,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Espagne,,Lampareille,,,,,212120,,,212120,,385369,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Flandre,,Lampareille,,,,,84840,,,84840,,385369,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Italie,,Lampareille,,,,,10845,,,10845,,385369,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Levant,,Lampareille,,,,,77520,,,77520,,385369,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Suisse,,Lampareille,,,,,44,,,44,,385369,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Espagne,,Lamproie,,,,,440,,,440,,440,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Isles,,Langues ; salées,,,,,40,,,40,,40,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Espagne,,Lanillas,,,,,23555,,,23555,,26285,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Flandre,,Lanillas,,,,,2520,,,2520,,26285,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Italie,,Lanillas,,,,,140,,,140,,26285,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Levant,,Lanillas,,,,,70,,,70,,26285,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Savoye,,Lapins,,,,,12,,,12,,12,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Allemagne,,Lard,,,,,856,7,,"856,35",,"33169,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Angleterre,,Lard,,,,,120,,,120,,"33169,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Espagne,,Lard,,,,,17514,,,17514,,"33169,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Flandre,,Lard,,,,,441,,,441,,"33169,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Hollande,,Lard,,,,,3130,,,3130,,"33169,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,76,Exportations,Isles,,Lard,,,,,4983,15,,"4983,75",,"33169,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,77,Exportations,Levant,,Lard,,,,,120,,,120,,"33169,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,77,Exportations,Portugal,,Lard,,,,,4500,,,4500,,"33169,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,77,Exportations,Savoye,,Lard,,,,,1504,,,1504,,"33169,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,77,Exportations,Allemagne,,Lassets ; de fil,,,,,299,15,,"299,75",,"299,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,77,Exportations,Allemagne,,Lassets ; de fleuret,,,,,632,10,,"632,5",,"722,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,77,Exportations,Flandre,,Lassets ; de fleuret,,,,,90,,,90,,"722,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,77,Exportations,Flandre,,Lassets ; de soye,,,,,2,,,2,,2,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,77,Exportations,Espagne,,Légumes,,,,,1053,,,1053,,24535,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,77,Exportations,Gènes,,Légumes,,,,,6653,,,6653,,24535,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,77,Exportations,Isles,,Légumes,,,,,1164,,,1164,,24535,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,77,Exportations,Italie,,Légumes,,,,,2740,,,2740,,24535,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,77,Exportations,Levant,,Légumes,,,,,7100,,,7100,,24535,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,77,Exportations,Savoye,,Légumes,,,,,5825,,,5825,,24535,,
