numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,doubleaccounts,leurvaleursubtotal_1
133,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Chapeaux de demi-castor,La Guadeloupe,180,12,Lyonnais,en nombre,,0,8580
134,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Chapeaux de demi-castor,Sénégal et Guinée,450,30,Lyonnais,en nombre,,0,
135,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Chapeaux de demi-castor bords en or,Sénégal et Guinée,504,14,Isle de France,en nombre,,0,
136,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Charbon de terre,St Domingue,6502,433500,Bretagne,livres,,0,7259
137,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Charbon de terre,La Guadeloupe,757,50500,Bretagne,livres,,0,7259
138,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Charbon de terre,Sénégal et Guinée,330,22000,Bretagne,livres,,0,
139,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Charbon de terre,St Domingue,3945,263000,Anjou,livres,,0,4777
140,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Charbon de terre,La Guadeloupe,607,40500,Anjou,livres,,0,4777
141,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Charbon de terre,Cayenne et Guyanne,225,15000,Anjou,livres,,0,4777
142,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Chaux éteinte,St Domingue,33358,7413,Anjou,barriques,,0,33781
143,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Chaux éteinte,La Martinique,288,64,Anjou,barriques,,0,33781
144,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Chaux éteinte,Cayenne et Guyanne,135,30,Anjou,barriques,,0,33781
145,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Chaux éteinte,Sénégal et Guinée,288,64,Anjou,barriques,,0,
146,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cire en bougie,St Domingue,17365,6315,Mans,livres,,0,19358
147,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cire en bougie,La Martinique,1993,725,Mans,livres,,0,19358
148,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cire en bougie,Sénégal et Guinée,709,258,Mans,livres,,0,
149,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cire en bougie,St Domingue,11975,6790,Bretagne,livres,,0,
150,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cire en bougie,Sénégal et Guinée,250,100,Bretagne,livres,,0,
151,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cire en bougie,St Domingue,534,178,Isle de France,livres,,0,
152,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cire en bougie,St Domingue,995,362,Anjou,livres,,0,
153,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cire en bougie,Sénégal et Guinée,247,90,Anjou,livres,,0,
154,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Confitures liquides,St Domingue,7244,5174,Bretagne,livres,,0,7447
155,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Confitures liquides,La Martinique,203,145,Bretagne,livres,,0,7447
156,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Confitures liquides,Sénégal et Guinée,778,556,Bretagne,livres,,0,
157,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Corail en filières,Sénégal et Guinée,14200,43,Indes,livres,,0,
158,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cordages blancs,St Domingue,3300,6600,Bretagne,livres,,0,
159,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cordages blancs,Sénégal et Guinée,500,1000,Bretagne,livres,,0,
160,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cordages goudronnés,St Domingue,5170,11490,,livres,,0,
161,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cordages goudronnés,Sénégal et Guinée,2380,5290,,livres,,0,
162,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Coutellerie diverse,St Domingue,3875,775,Isle de France,livres,,0,
163,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Couteaux à manches de bois,Sénégal et Guinée,67880,17411,Étranger,douzaines,,0,
164,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Couvertures grosses de laine,Sénégal et Guinée,6468,539,Bretagne,en nombre,,0,
165,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Couvertures grosses de laine,Sénégal et Guinée,2250,150,Champagne,en nombre,,0,
166,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Crin préparé,St Domingue,2250,1250,Bretagne,livres,,0,2788
167,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Crin préparé,La Martinique,538,299,Bretagne,livres,,0,2788
168,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cuirs de bœufs tannés,St Domingue,1148,820,,livres,,0,9771
169,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cuirs de bœufs tannés,La Martinique,8483,6059,,livres,,0,9771
170,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cuirs de bœufs tannés,Cayenne et Guyanne,140,100,,livres,,0,9771
171,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cuivre en feuilles et en planche,St Domingue,1012,750,Étranger,livres,,0,
172,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cuivre en feuilles et en planche,Sénégal et Guinée,1573,2124,Étranger,livres,,0,
173,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,19,Cuivre en barettes,Sénégal et Guinée,1057,705,Étranger,livres,,0,
174,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Cuivre en batterie de cuisine,St Domingue,5479,3131,Bretagne,livres,,0,5986
175,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Cuivre en batterie de cuisine,Cayenne et Guyanne,507,290,Bretagne,livres,,0,5986
176,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Cuivre en batterie de cuisine,Sénégal et Guinée,8627,4930,Bretagne,livres,,0,
177,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Cuivre en neptunes et chaudrons,Sénégal et Guinée,18230,30144,Étranger,livres,,0,
178,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Dentelle fine,St Domingue,5400,9,Flandres,livres,,0,6675
179,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Dentelle fine,La Martinique,1275,"2,1875",Flandres,livres,,0,6675
181,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Dentelle de soye,St Domingue,3050,"38,125",Lyonnais,livres,,0,
183,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drap gros de laine,Sénégal et Guinée,3745,535,Étranger,aunes,,0,
184,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drap gros,St Domingue,7000,875,Languedoc,aunes,,0,
185,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drap gros,Sénégal et Guinée,139760,17470,Languedoc,aunes,,0,
186,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drap blanc et écarlate,Sénégal et Guinée,12200,"726,5",Étranger,aunes,,0,
187,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Draperie pour doublures,St Domingue,410,205,Amiénois,aunes,,0,
188,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Draperie pour doublures,Sénégal et Guinée,680,640,Amiénois,aunes,,0,
189,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drap de silesie,Cayenne et Guyanne,360,60,Isle de France,aunes,,0,
190,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drap,St Domingue,5763,"169,5",Louviers,aunes,,0,6443
191,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drap,La Guadeloupe,680,20,Louviers,aunes,,0,6443
192,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drap,Sénégal et Guinée,1020,30,Louviers,aunes,,0,
193,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drap blanc fin,St Domingue,6840,570,Sedan,aunes,,0,
194,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,drap blanc fin,Sénégal et Guinée,3240,270,Sedan,aunes,,0,
195,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drogues médicinales diverses,St Domingue,20855,,,,Pas de quantité indiquée,0,21091
196,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drogues médicinales diverses,La Guadeloupe,236,,,,Pas de quantité indiquée,0,21091
197,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drogues médicinales diverses,Sénégal et Guinée,23746,,,,Pas de quantité indiquée,0,
198,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drogues communes,St Domingue,14381,17976,Marseille,livres,,0,14777
199,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drogues communes,La Guadeloupe,396,495,Marseille,livres,,0,14777
200,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drogues communes,Sénégal et Guinée,116,145,Marseille,livres,,0,
201,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drogues pour la peinture et la teinture,St Domingue,7713,,,,Pas de quantité indiquée,0,8740
202,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drogues pour la peinture et la teinture,La Guadeloupe,702,,,,Pas de quantité indiquée,0,8740
203,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drogues pour la peinture et la teinture,Cayenne et Guyanne,325,,,,Pas de quantité indiquée,0,8740
204,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Drogues pour la peinture et la teinture,Sénégal et Guinée,807,,,,Pas de quantité indiquée,0,
205,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Eaux médicinales diverses,St Domingue,1311,,,,Pas de quantité indiquée,0,
206,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Eau de vie simple,Sénégal et Guinée,3307,"10,2083333333",Angoumois,muids,,0,
208,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Eau de vie simple,St Domingue,3304,"20,3958333333",Bretagne,muids,,0,
210,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Eau de vie simple,La Martinique,270,"1,6006944444",Bretagne,muids,,0,
212,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Eau de vie simple,Sénégal et Guinée,379750,"2344,1388888889",Bretagne,muids,,0,
214,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Eau de vie simple,Sénégal et Guinée,29571,"273,8056",Étranger,muids,273 muids + 232 pintes,0,
216,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Eau de vie simple,Sénégal et Guinée,69060,"383,6667",Guyenne,muids,383 muids + 192 pintes,0,
218,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Eau de vie simple,Sénégal et Guinée,30637,"179,1667",Aunis,muids,179 muids + 48 pintes,0,
220,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Eau de vie simple,Sénégal et Guinée,7175,"19,5521",Languedoc,muids,19 muids + 159 pintes,0,
222,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Eau de vie simple d'audaye,St Domingue,192,154,Pays des Basques,bouteilles,,0,
223,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Eau de vie simple d'audaye,Sénégal et Guinée,960,"2,2292",Pays des Basques,muids,2 muids + 66 pintes,0,
225,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Eau de vie simple de genievre,Sénégal et Guinée,225,"1,3889",Étranger,muids,1 muid + 112 pintes,0,
227,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Eau de vie simple de lavande,Sénégal et Guinée,176,67,Provence,bouteilles,,0,
228,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Encre à écrire,St Domingue,2241,2241,Bretagne,bouteilles,,0,
229,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Epicerie commune,St Domingue,5238,,Étranger,,Pas de quantité indiquée,0,5418
230,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Epicerie commune,La Guadeloupe,180,,Étranger,,Pas de quantité indiquée,0,5418
231,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Epicerie commune,Sénégal et Guinée,865,,Étranger,,Pas de quantité indiquée,0,
232,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Poivre,St Domingue,1134,773,Étranger,livres,,0,1403
233,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Poivre,La Guadeloupe,269,168,Étranger,livres,,0,1403
234,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etain en bloc,St Domingue,600,600,Étranger,livres,,0,
235,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etain ouvré,St Domingue,299,230,Étranger,livres,,0,
236,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etain ouvré,Sénégal et Guinée,9090,6693,Étranger,livres,,0,
237,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe bayette grosse de laine,Sénégal et Guinée,46424,11606,Étranger,aunes,,0,
238,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe camelot fin,St Domingue,480,60,Lyonnais,aunes,,0,
239,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe flamande de mauvaise qualité,Sénégal et Guinée,936,312,,aunes,,0,
240,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe étamine fine,St Domingue,5607,1246,Le Mans,aunes,,0,
241,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe flanelle fine,St Domingue,2001,667,Champagne,aunes,,0,
242,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe flanelle fine,St Domingue,120,20,Étranger,aunes,,0,
243,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe moleton de laine,St Domingue,1161,387,Champagne,aunes,,0,
244,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe moquette grasse de laine et fil,Sénégal et Guinée,2220,555,Amiénois,aunes,,0,
245,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe prunelle fine,St Domingue,176,22,Flandres,aunes,,0,
246,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe prunelle fine,St Domingue,234,26,Amiénois,aunes,,0,
247,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe voile noir dde laine,St Domingue,1092,182,Champagne,aunes,,0,
248,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe de laine avec dorure,La Martinique,240,40,lyonnais,aunes,,0,
249,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe de fil de laine,Sénégal et Guinée,3000,1500,,aunes,,0,
250,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe de fil au quart de soye,Sénégal et Guinée,4676,1664,,aunes,,0,
251,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe de coton diverses,St Domingue,1172,214,,aunes,,0,
252,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe de coton diverses,Sénégal et Guinée,1740,290,,aunes,,0,
253,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe de coton de quart de soye,Sénégal et Guinée,12663,4221,lyonnais,aunes,,0,
254,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,20,Etoffe de soye et laine,La Martinique,137,50,lyonnais,aunes,,0,
255,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Etoffe sirsacas soye en coton,St Domingue,560,10,Indes,pièces,,0,
256,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Etoffe sistresaye soye en coton,Sénégal et Guinée,1265,23,Indes,pièces,,0,
257,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Etoffe soye or et argent,St Domingue,270,3,lyonnais,livres,,0,2520
258,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Etoffe soye or et argent,La Martinique,2250,25,lyonnais,livres,,0,2520
259,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Etoffe de soye,St Domingue,114235,2077,lyonnais,livres,,0,115335
260,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Etoffe de soye,La Martinique,1045,19,lyonnais,livres,,0,115335
261,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Etoffe de soye,La Guadeloupe,55,1,lyonnais,livres,,0,115335
262,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Etoffe de soye,Sénégal et Guinée,139755,2451,lyonnais,livres,,0,
263,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Etoffe velours de soye,Sénégal et Guinée,25800,430,lyonnais,livres,,0,
264,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Farine,St Domingue,54596,237375,Bretagne,livres,,0,67284
265,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Farine,La Martinique,1529,6650,Bretagne,livres,,0,67284
266,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Farine,La Guadeloupe,11159,48475,Bretagne,livres,,0,67284
267,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Farine,Sénégal et Guinée,18797,81725,Bretagne,livres,,0,
