numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,Double compte,Leurvaleursubtotal_1
116,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fer en barres,La Guadeloupe,218,1095,Suède,livres,,0,
117,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fer plat et quarré,St Domingue,2479,12395,Suède,livres,,0,18022
118,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fer plat et quarré,La Martinique,2260,11300,Suède,livres,,0,18022
119,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fer plat et quarré,La Guadeloupe,1747,8735,Suède,livres,,0,18022
120,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fer plat et quarré,Tabago,11536,57680,Suède,livres,,0,18022
121,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fer battu,La Martinique,180,900,Flandres,livres,,0,
122,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fer blanc,Tabago,1310,1580,Angleterre,livres,,0,
123,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fer ouvré,St Domingue,360,,Dunkerque,,,0,
124,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fer ouvré,Tabago,225,,Dunkerque,,,0,
125,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fil blanc,St Domingue,2475,825,Flandres,,Pas d'unité indiquée,0,4080
126,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fil blanc,La Martinique,405,135,Flandres,,Pas d'unité indiquée,0,4080
127,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fil blanc,La Guadeloupe,1200,400,Flandres,,Pas d'unité indiquée,0,4080
128,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fil divers,St Domingue,2854,5481,Flandres,paquets,,0,
129,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fil retord,St Domingue,1152,120,Flandres,livres,,0,3452
130,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fil retord,La Martinique,625,125,Flandres,livres,,0,3452
131,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fil retord,La Guadeloupe,1675,335,Flandres,livres,,0,3452
132,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fil retord à coudre,St Domingue,2460,340,Flandres,livres,,0,7960
133,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fil retord à coudre,La Martinique,5500,1010,Flandres,livres,,0,7960
134,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fil à coudre,Tabago,235,140,Angleterre,livres,,0,
135,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fil à voile,St Domingue,250,170,Artois,livres,,0,820
136,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fil à voile,La Martinique,570,400,Artois,livres,,0,820
137,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fromage,La Martinique,124,310,Flandres,livres,,0,720
138,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fromage,La Guadeloupe,200,500,Flandres,livres,,0,720
139,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fromage,Tabago,396,990,Flandres,livres,,0,720
140,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fromage,St Domingue,580,1450,Hollande,livres,,0,964
141,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fromage,Tabago,384,965,Hollande,livres,,0,964
142,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,26,Fromage,Tabago,60,120,Angleterre,,Pas d'unité indiquée,0,
143,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,gaze de soye,Tabago,1020,12,Paris,pièces,,0,
144,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Grain comestible avoine,La Martinique,468,58,Flandres,razières,,0,
145,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Grain comestible avoine,La Guadeloupe,928,116,Flandres,razières,,0,
146,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Grain comestible avoine,Tabago,171,112,Flandres,razières,,0,
147,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Grain comestible gruau,Tabago,18,120,Angleterre,livres,,0,
148,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Grain comestible orge perlé,Tabago,150,3,,razières,,0,
149,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Graine de jardin,St Domingue,20,3,Flandres,livres,,0,
150,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Habillements en soye,St Domingue,840,,Flandres,,,0,
151,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Habillements de nègre en étoffe,Tabago,11580,,Angleterre,,,0,
152,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Habillements de toiles de chanvre,Tabago,5050,,Angleterre,,,0,
153,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Huiles de graines,St Domingue,4500,10000,Neutre Kaire,livres,,0,10305
154,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Huiles de graines,La Martinique,5085,11300,Neutre Kaire,livres,,0,10305
155,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Huiles de graines,La Guadeloupe,360,800,Neutre Kaire,livres,,0,10305
156,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Huiles de graines,Tabago,360,800,Neutre Kaire,livres,,0,10305
157,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Huiles de poisson,Tabago,1263,3158,Neutre Kaire,livres,,0,
158,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Laiton filé,Tabago,20,10,Angleterre,livres,,0,
159,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Légumes divers,St Domingue,780,7800,Flandres,livres,,0,6395
160,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Légumes divers,La Martinique,322,"7,5",Flandres,razières,,1,6395
161,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Légumes divers,La Martinique,322,1725,Flandres,livres,,2,6395
162,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Légumes divers,La Guadeloupe,1720,40,Flandres,razières,,1,6395
163,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Légumes divers,La Guadeloupe,1720,9200,Flandres,livres,,2,6395
164,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Légumes divers,Tabago,3573,170,Flandres,razières,,1,6395
165,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Légumes divers,Tabago,3573,1735,Flandres,livres,,2,6395
166,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Légumes divers,Tabago,1980,74,Dunkerque,razières,,1,
167,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Légumes divers,Tabago,1980,5000,Dunkerque,livres,,2,
168,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Légumes marinés,Tabago,230,360,Dunkerque,livres,,0,
169,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Légumes haricots,Tabago,50,2,Flandres,razières,,0,
170,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Légumes pois verts,Tabago,225,15,Flandres,razières,,0,
171,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Légumes fèves,Tabago,600,50,Flandres,razières,,0,
172,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Liège en bouchons,St Domingue,40,100,Flandres,livres,,0,140
173,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Liège en bouchons,Tabago,100,73,Flandres,grosses,,0,140
174,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Lingerie chemise de lin,La Martinique,2160,216,Laval,en nombre,,0,
175,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Lingerie chemise de lin,St Domingue,2973,404,Flandres,en nombre,,0,10913
176,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Lingerie chemise de lin,La Martinique,7940,2146,Flandres,en nombre,,0,10913
177,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Lingerie de toile gingas de lin,St Domingue,350,115,Flandres,en nombre,,0,
178,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Marbre travaillé,Tabago,300,900,Flandres,,Pas d'unité indiquée,0,
179,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Marchandises à la valeur,Tabago,138,,,livres,,0,
180,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Mercerie mêlée,Tabago,984,656,Angleterre,livres,,0,
181,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Mercerie mêlée,La Martinique,806,120,Paris,livres,,0,
182,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Mercerie cordons de fil,St Domingue,750,118,Flandres,livres,,0,
183,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles en bois,St Domingue,2250,,Flandres,,,0,2610
184,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles en bois,La Martinique,330,,Flandres,,,0,2610
185,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles en bois,Tabago,30,,Flandres,,,0,2610
186,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles en chaises en fauteuil de bois,St Domingue,5649,230,Flandres,douzaines,,0,
187,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles en chaises en fauteuil de bois,St Domingue,5649,1500,Flandres,valeur,,0,
188,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles en chaises en fauteuil de bois,La Martinique,4803,266,Flandres,douzaines,,0,
189,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles en chaises en fauteuil de bois,La Martinique,4803,10,Flandres,en nombre,,0,
190,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles en chaises en fauteuil de bois,Tabago,810,45,Flandres,douzaines,,0,
191,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles en chaises en fauteuil de bois,La Martinique,720,35,Dunkerque,douzaines,,0,
192,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles en chaises en fauteuil de bois,La Guadeloupe,684,"28,5",Dunkerque,douzaines,,0,
193,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles matelats,Tabago,500,,Dunkerque,,,0,
194,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles miroirs de toilette,Tabago,770,,Angleterre,,,0,
195,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles à taillandier,La Martinique,170,56,Ostende,en nombre,,0,
196,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles à taillandier,St Domingue,416,52,Hollande,en nombre,,0,
197,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles à taillandier,La Guadeloupe,208,26,Hollande,en nombre,,0,
198,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles à taillandier,Tabago,480,60,Hollande,en nombre,,0,
199,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles à taillandier,St Domingue,140,,Angleterre,,,0,
200,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Meubles à taillandier,Tabago,4956,,Angleterre,,,0,
201,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Mouchoirs de Cholet,La Martinique,5000,210,Nantes,en nombre,,0,
202,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Mouchoirs de coton,La Guadeloupe,2553,217,Rouen,douzaines,,0,
203,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Mouchoirs fil de lin imprimé,St Domingue,560,11,Flandres,douzaines,,0,
204,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,27,Outils en fer,Tabago,27085,55220,Angleterre,livres,,0,
205,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages argentés,La Martinique,500,150,Flandres,livres,,0,
206,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de cordonniers en souliers,St Domingue,864,216,Flandres,paires,,0,1764
207,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de cordonniers en souliers,La Martinique,900,500,Flandres,livres,,0,1764
208,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de cuir en pelterie,St Domingue,1400,590,Flandres,livres,,0,
209,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de cuir en pelterie,Tabago,740,,Angleterre,,,0,
210,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de souliers de soye,St Domingue,500,50,France,livres,,0,
211,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de modes en fleurs artificielles,La Guadeloupe,300,,Paris,,,0,
212,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de terre cuite en brique,St Domingue,1950,130000,Flandres,en nombre,,0,7350
213,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de terre cuite en brique,La Martinique,3030,202000,Flandres,en nombre,,0,7350
214,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de terre cuite en brique,La Guadeloupe,630,42000,Flandres,en nombre,,0,7350
215,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de terre cuite en brique,Tabago,1740,116000,Flandres,en nombre,,0,7350
216,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrage en panne à couvrir,St Domingue,600,9000,Hollande,en nombre,,0,1200
217,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrage en panne à couvrir,La Martinique,600,10000,Hollande,en nombre,,0,1200
218,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages en pipes à fumer,St Domingue,1200,600,Flandres,grosses,,0,
219,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages en pipes à fumer,Tabago,250,180,Angleterre,grosses,,0,
220,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages en pipes à fumer,St Domingue,1650,825,Artois,grosses,,0,2050
221,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages en pipes à fumer,La Martinique,400,200,Artois,grosses,,0,2050
222,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de charonage,St Domingue,70,100,Flandres,livres,,0,
223,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de charonage,St Domingue,1020,,Dunkerque,,,0,
224,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de bois,St Domingue,450,,Dunkerque,,,0,545
225,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de bois,La Martinique,80,,Dunkerque,,,0,545
226,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de bois,Tabago,15,,Dunkerque,,,0,545
227,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de cuivre doré,St Domingue,4000,,Paris,,,0,4250
