numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,doubleaccounts,leurvaleursubtotal_1
234,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales squine,La Martinique,124,83,Indes étrangères,livres,,0,632
235,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales storax,La Martinique,236,105,Levant,livres,,0,
236,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales suc de réglisse,St Domingue,143,210,Étranger,livres,,0,265
237,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales suc de réglisse,La Guadeloupe,122,180,Étranger,livres,,0,265
238,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales tamarin,St Domingue,252,150,Levant,livres,,0,
239,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries médicinales theriaque,St Domingue,4300,430,Étranger,livres,,0,
240,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques diverses,St Domingue,2256,,Marseille,livres,Pas de quantité indiquée,0,3756
241,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques diverses,La Martinique,800,,Marseille,livres,Pas de quantité indiquée,0,3756
242,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques diverses,La Guadeloupe,700,,Marseille,livres,Pas de quantité indiquée,0,3756
243,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques antimoine,St Domingue,178,595,Étranger,livres,,0,300
244,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques antimoine,La Martinique,122,408,Étranger,livres,,0,300
245,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques argent vif,St Domingue,724,207,Étranger,livres,,0,1689
246,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques argent vif,La Martinique,458,131,Étranger,livres,,0,1689
247,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques argent vif,La Guadeloupe,402,115,Étranger,livres,,0,1689
248,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques argent vif,Cayenne et Guyanne,105,30,Étranger,livres,,0,1689
249,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques sel amoniac,St Domingue,2284,846,Levant,livres,,0,
250,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques sels composés,St Domingue,2398,1199,Marseille,livres,,0,2856
251,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques sels composés,La Martinique,138,69,Marseille,livres,,0,2856
252,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques sels composés,La Guadeloupe,320,160,Marseille,livres,,0,2856
253,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques sels d'epsum,St Domingue,1711,3852,Provence,livres,,0,2706
254,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques sels d'epsum,La Martinique,438,730,Provence,livres,,0,2706
255,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques sels d'epsum,La Guadeloupe,557,929,Provence,livres,,0,2706
256,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques sublimé,St Domingue,775,155,Étranger,livres,,0,
257,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries métalliques et chimiques odorantes encens,St Domingue,217,290,Levant,livres,,0,
258,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture alun,St Domingue,275,655,Étranger,livres,,0,
259,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture ceruse,St Domingue,1194,3980,Étranger,livres,,0,2094
260,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture ceruse,La Martinique,900,3000,Étranger,livres,,0,2094
261,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture cinabre,St Domingue,756,140,Étranger,livres,,0,
262,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture cochenille,La Martinique,240,10,Indes commerce français,livres,,0,
263,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture couleurs composées,St Domingue,614,,Marseille,,,0,2855
264,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture couleurs composées,La Martinique,2002,,Marseille,,,0,2855
265,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture couleurs composées,La Guadeloupe,239,,Marseille,,,0,2855
266,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture couleurs composées,Sénégal et Guinée,343,343,Marseille,livres,,0,
267,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture galles,St Domingue,176,160,Levant,livres,,0,419
268,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture galles,La Martinique,243,221,Levant,livres,,0,419
269,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture lytharge,St Domingue,1140,342,Étranger,livres,,0,
270,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture mine de plomb,La Martinique,177,590,Étranger,livres,,0,
271,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture noir de fumée,La Martinique,156,390,Étranger,livres,,0,
272,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture ocre,St Domingue,352,1957,Étranger,livres,,0,614
273,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture ocre,La Guadeloupe,262,1455,Étranger,livres,,0,614
274,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture verdet,St Domingue,324,270,Languedoc,livres,,0,482
275,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Drogueries pour teinture et peinture verdet,La Martinique,158,132,Languedoc,livres,,0,482
276,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Epicerie en cannelle,St Domingue,5055,337,Indes commerce français,livres,,0,11940
277,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Epicerie en cannelle,La Martinique,5595,373,Indes commerce français,livres,,0,11940
278,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Epicerie en cannelle,La Guadeloupe,1290,86,Indes commerce français,livres,,0,11940
279,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Epicerie en girofle,St Domingue,5460,455,Indes commerce français,livres,,0,6252
280,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Epicerie en girofle,La Martinique,492,41,Indes commerce français,livres,,0,6252
281,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Epicerie en girofle,La Guadeloupe,300,25,Indes commerce français,livres,,0,6252
282,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Epicerie en noix muscade,St Domingue,690,46,Indes commerce français,livres,,0,1155
283,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Epicerie en noix muscade,La Martinique,225,15,Indes commerce français,livres,,0,1155
284,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Epicerie en noix muscade,La Guadeloupe,240,16,Indes commerce français,livres,,0,1155
285,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Epicerie en poivre,St Domingue,18213,11601,Indes commerce français,livres,,0,33242
286,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Epicerie en poivre,La Martinique,12420,7911,Indes commerce français,livres,,0,33242
287,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Epicerie en poivre,La Guadeloupe,1973,1257,Indes commerce français,livres,,0,33242
288,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Epicerie en poivre,Cayenne et Guyanne,636,405,Indes commerce français,livres,,0,33242
289,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Eau de vie,St Domingue,29111,"202,1597222222",Languedoc,muids,,0,50738
291,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Eau de vie,La Martinique,21627,"150,1909722222",Languedoc,muids,,0,50738
293,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Eau de vie,Sénégal et Guinée,10533,"73,1493055556",Languedoc,muids,,0,42961
295,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Eau de vie,St Domingue,23942,"166,2604166667",Provence,muids,,0,42961
297,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Eau de vie,La Martinique,17007,"118,1041666667",Provence,muids,,0,42961
299,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Eau de vie,La Guadeloupe,962,"6,6805555556",Provence,muids,,0,42961
301,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Eau de vie,Cayenne et Guyanne,1050,"7,2916666667",Provence,muids,,0,42961
303,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Eau d'odeur,St Domingue,4398,3665,Marseille,livres,,0,9632
304,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Eau d'odeur,La Martinique,3512,2927,Marseille,livres,,0,9632
305,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Eau d'odeur,La Guadeloupe,1212,1010,Marseille,livres,,0,9632
306,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Eau d'odeur,Cayenne et Guyanne,510,425,Marseille,livres,,0,9632
307,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Eau de la reine d'hongrie,St Domingue,100,,Marseille,,Pas de quantité indiquée,0,
308,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Etain ouvré,St Domingue,897,598,Lyonnais,livres,,0,1857
309,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Etain ouvré,La Martinique,960,640,Lyonnais,livres,,0,1857
310,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Etain seringues,La Martinique,240,60,Marseille,en nombre,,0,680
311,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,42,Etain seringues,La Guadeloupe,440,,Marseille,,Pas de quantité indiquée,0,680
312,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de coton en drap,St Domingue,450,30,Normandie,livres,,0,
313,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de laine etamine,La Martinique,7712,964,Champagne,livres,,0,12357
314,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de laine etamine,La Guadeloupe,2720,240,Champagne,livres,,0,12357
315,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de laine etamine,Cayenne et Guyanne,1925,35,Champagne,livres,,0,12357
316,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de laine calemande,La Martinique,2240,280,Amienois,livres,,0,
317,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de laine moleton,La Guadeloupe,108,18,Languedoc,livres,,0,
318,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de laine prunelle,St Domingue,184,23,Isle de France,livres,,0,
319,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de soye,St Domingue,256135,4657,Lyonnais,livres,,0,378620
320,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de soye,La Martinique,82390,1498,Lyonnais,livres,,0,378620
321,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de soye,La Guadeloupe,38170,694,Lyonnais,livres,,0,378620
322,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de soye,Cayenne et Guyanne,1925,35,Lyonnais,livres,,0,378620
323,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de soye,Sénégal et Guinée,2035,37,Lyonnais,livres,,0,
324,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de soye,St Domingue,24035,437,Nîmes,livres,,0,35585
325,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de soye,La Martinique,5720,104,Nîmes,livres,,0,35585
326,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de soye,La Guadeloupe,5830,106,Nîmes,livres,,0,35585
327,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de soye et coton,St Domingue,6920,346,Languedoc,livres,,0,9180
328,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de soye et coton,La Martinique,2260,113,Languedoc,livres,,0,9180
329,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe de soye et coton,Sénégal et Guinée,800,40,Languedoc,livres,,0,
330,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe en dorure,St Domingue,3300,,Lyonnais,,Pas de quantité indiquée,0,4020
331,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoffe en dorure,La Guadeloupe,720,,Lyonnais,,Pas de quantité indiquée,0,4020
332,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoupe noire,St Domingue,1440,12000,Marseille,livres,,0,2185
333,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoupe noire,La Martinique,565,4712,Marseille,livres,,0,2185
334,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Etoupe noire,La Guadeloupe,180,1500,Marseille,livres,,0,2185
335,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Eventails,St Domingue,4827,614,Marseille,douzaines,,0,7348
336,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Eventails,La Martinique,1921,487,Marseille,douzaines,,0,7348
337,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Eventails,La Guadeloupe,600,126,Marseille,douzaines,,0,7348
338,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Farine,St Domingue,32304,134600,Languedoc,livres,,0,36156
339,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Farine,La Guadeloupe,3690,15375,Languedoc,livres,,0,36156
340,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Farine,Cayenne et Guyanne,162,700,Languedoc,livres,,0,36156
341,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Farine,Sénégal et Guinée,738,3075,Languedoc,livres,,0,
342,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Farine,St Domingue,30720,128000,Étranger,livres,,0,38268
343,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Farine,La Martinique,2412,10050,Étranger,livres,,0,38268
344,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Farine,La Guadeloupe,5136,21400,Étranger,livres,,0,38268
345,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fayance,St Domingue,73580,122574,Marseille,livres,,0,115535
346,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fayance,La Martinique,19575,32625,Marseille,livres,,0,115535
347,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fayance,La Guadeloupe,20580,34300,Marseille,livres,,0,115535
348,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fayance,Cayenne et Guyanne,1800,3000,Marseille,livres,,0,115535
349,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fayance,La Guadeloupe,198,330,Étranger,livres,,0,
350,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fer ouvré,St Domingue,9217,29222,Marseille,livres,,0,12663
351,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fer ouvré,La Martinique,2341,,Marseille,,Pas de quantité indiquée,0,12663
352,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fer ouvré,La Guadeloupe,735,2450,Marseille,livres,,0,12663
353,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fer ouvré,Cayenne et Guyanne,370,900,Marseille,livres,,0,12663
354,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fer ouvré,Sénégal et Guinée,723,2410,Marseille,livres,,0,
355,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fer ouvré,St Domingue,1080,3600,Touraine,livres,,0,1367
356,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fer ouvré,La Martinique,287,957,Touraine,livres,,0,1367
357,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fer en ancre,La Guadeloupe,5917,13150,Étranger,livres,,0,
358,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fer blanc ouvré,St Domingue,7696,,Marseille,,Pas de quantité indiquée,0,10764
359,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fer blanc ouvré,La Martinique,2553,,Marseille,,Pas de quantité indiquée,0,10764
360,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fer blanc ouvré,La Guadeloupe,515,,Marseille,,Pas de quantité indiquée,0,10764
361,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fer en barre,St Domingue,24826,130662,Étranger,livres,,0,27046
362,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,43,Fer en barre,La Martinique,1878,9885,Étranger,livres,,0,27046
