numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,doubleaccounts
322,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Suc de réglisse,St Domingue,384,565,Naples,livres,,0
323,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Suc de réglisse,La Martinique,180,265,Naples,livres,,0
324,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Suc de réglisse,La Guadeloupe,27,40,Naples,livres,,0
325,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Sels divers composés,St Domingue,9049,8316,Marseille,livres,,0
326,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Sels divers composés,La Martinique,2618,2893,Marseille,livres,,0
327,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Sels divers composés,La Guadeloupe,577,380,Marseille,livres,,0
328,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Sels divers composés,Sénégal,180,300,Marseille,livres,,0
329,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Tamarin,St Domingue,359,214,Indes orientales,livres,,0
330,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Dorures fausses,St Domingue,4776,398,Lyon,livres,,0
331,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Dorures fines en galons,St Domingue,21400,,Lyon,,,0
332,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Dorures fines en galons,La Martinique,10350,,Lyon,,,0
333,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Dorures fines en galons,Sénégal,1750,,Lyon,,,0
334,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Dorures fines en galons,Isle de France et de Bourbon,3975,,Lyon,,,0
335,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Epicerie en canelle,St Domingue,10305,687,Indes orientales,livres,,0
336,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Epicerie en canelle,La Martinique,13665,911,Indes orientales,livres,,0
337,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Epicerie en canelle,La Guadeloupe,120,8,Indes orientales,livres,,0
338,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Girofle,St Domingue,8988,749,Lorient,livres,,0
339,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Girofle,La Martinique,4020,335,Lorient,livres,,0
340,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Girofle,La Guadeloupe,180,15,Lorient,livres,,0
341,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Noix muscade,St Domingue,4665,311,Lorient,livres,,0
342,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Noix muscade,La Martinique,1455,97,Lorient,livres,,0
343,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Noix muscade,La Guadeloupe,135,9,Lorient,livres,,0
344,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Poivre,St Domingue,25529,16261,Indes orientales,livres,,0
345,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Poivre,La Martinique,10577,6737,Indes orientales,livres,,0
346,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Poivre,La Guadeloupe,958,610,Indes orientales,livres,,0
347,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Poivre,Cayenne et Guyanne,950,605,Indes orientales,livres,,0
348,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Poivre,Sénégal,756,482,Indes orientales,livres,,0
349,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Eau de vie,St Domingue,37046,"257,2638888889",Languedoc,muids,,0
351,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Eau de vie,La Martinique,28034,"194,6770833333",Languedoc,muids,,0
353,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Eau de vie,Sénégal,38760,"269,2361111111",Languedoc,muids,,0
355,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Eau de vie,Isle de France et de Bourbon,102608,"712,5520833333",Languedoc,muids,,0
357,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Eau de vie,St Domingue,14535,"100,9513888889",Provence,muids,,0
359,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Eau de vie,La Martinique,12779,"88,7395833333",Provence,muids,,0
361,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Eau de vie,La Guadeloupe,2150,"14,9305555556",Provence,muids,,0
363,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Eau de vie,Sénégal,36044,"267,6631944444",Provence,muids,,0
365,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Eau de vie,Isle de France et de Bourbon,23407,"162,5451388889",Provence,muids,,0
367,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Eau d'odeur diverses,St Domingue,6657,,Marseille,,,0
368,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Eau d'odeur diverses,La Martinique,4321,,Marseille,,,0
369,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Eau d'odeur diverses,La Guadeloupe,340,,Marseille,,,0
370,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Eau d'odeur diverses,Cayenne et Guyanne,173,,Marseille,,,0
371,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Eau d'odeur diverses,Isle de France et de Bourbon,11433,,Marseille,,,0
372,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Essence,St Domingue,930,186,Marseille,livres,,0
373,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Essence,La Martinique,1560,312,Marseille,livres,,0
374,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etain ouvré,St Domingue,4205,,Marseille,,,0
375,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etain ouvré,La Martinique,60,,Marseille,,,0
376,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etain ouvré,Cayenne et Guyanne,100,,Marseille,,,0
377,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etain ouvré,St Domingue,2093,,Lyon,,Le pdf donne aussi la quantité en aunes,0
378,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe soye et coton,St Domingue,400,20,France,livres,Le pdf donne aussi la quantité en aunes,0
379,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe soye et coton,St Domingue,5100,255,Lyon,livres,Le pdf donne aussi la quantité en aunes,0
380,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe soye et coton,La Martinique,744,"37,1875",Lyon,livres,"Le pdf donne aussi la quantité en aunes (311,25)",1
382,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe soye et coton,La Guadeloupe,1420,71,Lyon,livres,Le pdf donne aussi la quantité en aunes,0
383,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe soye et fil,Isle de France et de Bourbon,600,40,Lyon,livres,Le pdf donne aussi la quantité en aunes,0
384,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe au quart de soye,La Martinique,1000,,Lyon,,,0
385,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe au sixième de soye,La Martinique,3720,310,France,livres,Le pdf donne aussi la quantité en aunes,0
386,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe eternel,St Domingue,405,27,Lyon,livres,Le pdf donne aussi la quantité en aunes,0
387,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe soye et coton,St Domingue,4280,214,Nîmes,livres,Le pdf donne aussi la quantité en aunes,0
388,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe soye et coton,La Martinique,300,15,Nîmes,livres,Le pdf donne aussi la quantité en aunes,0
389,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe soye et coton,St Domingue,2100,105,Lyon,livres,Le pdf donne aussi la quantité en aunes,0
390,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe soye et coton,La Martinique,2720,136,Lyon,livres,Le pdf donne aussi la quantité en aunes,0
391,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe de coton,St Domingue,12216,1018,Rouen,livres,Le pdf donne aussi la quantité en aunes,0
392,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe de coton,La Martinique,3996,333,Rouen,livres,Le pdf donne aussi la quantité en aunes,0
393,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,55,Etoffe de coton brodé,St Domingue,321,,Lyon,,,0
394,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffe de laine,St Domingue,12832,1604,Reims,livres,Le pdf donne aussi la quantité en aunes,0
395,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffe de laine,La Martinique,7480,935,Reims,livres,Le pdf donne aussi la quantité en aunes,0
396,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffe de laine,La Guadeloupe,1600,200,Reims,livres,Le pdf donne aussi la quantité en aunes,0
397,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etamine laine,St Domingue,9270,1545,Mans,livres,Le pdf donne aussi la quantité en aunes,0
398,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etamine laine,La Martinique,1830,305,Mans,livres,Le pdf donne aussi la quantité en aunes,0
399,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Baracan de laine,St Domingue,92,23,Amiens,livres,Le pdf donne aussi la quantité en aunes,0
400,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Callemende de laine,St Domingue,480,60,Lille,livres,Le pdf donne aussi la quantité en aunes,0
401,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Callemende de laine,La Martinique,1200,150,Lille,livres,Le pdf donne aussi la quantité en aunes,0
402,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Molleton de laine,St Domingue,1662,277,Nîmes,livres,Le pdf donne aussi la quantité en aunes,0
403,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Molleton de laine,St Domingue,3000,500,Montpellier,livres,Le pdf donne aussi la quantité en aunes,0
404,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Camelot de laine,La Martinique,1350,225,Lille,livres,Le pdf donne aussi la quantité en aunes,0
405,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Camelot de laine,St Domingue,350,35,Amiens,livres,Le pdf donne aussi la quantité en aunes,0
406,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Camelot de laine,La Martinique,150,15,Amiens,livres,Le pdf donne aussi la quantité en aunes,0
407,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Prunelle de laine,La Martinique,440,55,Amiens,livres,Le pdf donne aussi la quantité en aunes,0
408,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Pinchinat de laine,St Domingue,1850,370,France,livres,Le pdf donne aussi la quantité en aunes,0
409,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffes de soye,St Domingue,258555,4701,Lyon,livres,,0
410,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffes de soye,La Martinique,98643,"1793,5",Lyon,livres,,0
411,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffes de soye,La Guadeloupe,12485,227,Lyon,livres,,0
412,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffes de soye,Cayenne et Guyanne,825,15,Lyon,livres,,0
413,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffes de soye,Sénégal,348,"6,3333",Lyon,livres,,0
414,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffes de soye,Isle de France et de Bourbon,10230,186,Lyon,livres,,0
415,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffes de soye,St Domingue,17490,318,Nîmes,livres,,0
416,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffes de soye,La Martinique,5995,109,Nîmes,livres,,0
417,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffes de soye,Sénégal,8662,"157,5",Nîmes,livres,,0
418,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffe de soye dite florence,St Domingue,3800,76,Avignon,livres,Le pdf donne aussi la quantité en aunes,0
419,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffe de soye et dorure,St Domingue,3060,34,Lyon,livres,Le pdf donne aussi la quantité en aunes,0
420,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffe de soye et dorure,La Martinique,1260,14,Lyon,livres,Le pdf donne aussi la quantité en aunes,0
421,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffe de soye et dorure,Cayenne et Guyanne,360,4,Lyon,livres,Le pdf donne aussi la quantité en aunes,0
422,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffe de soye et dorure,Sénégal,900,10,Lyon,livres,Le pdf donne aussi la quantité en aunes,0
423,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffe de soye brodés en or,St Domingue,5070,"42,25",Lyon,livres,Le pdf donne aussi la quantité en aunes,0
424,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoffe de soye brodés en or,La Martinique,60,"0,5",Lyon,livres,Le pdf donne aussi la quantité en aunes,0
425,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoupes noires,St Domingue,3439,28663,Marseille,livres,,0
426,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoupes noires,La Martinique,648,5404,Marseille,livres,,0
427,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Etoupes noires,Isle de France et de Bourbon,612,5100,Marseille,livres,,0
428,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Farine,St Domingue,226890,945377,Languedoc,livres,,0
429,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Farine,La Martinique,158948,662285,Languedoc,livres,,0
430,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Farine,La Guadeloupe,10116,42151,Languedoc,livres,,0
431,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Farine,Cayenne et Guyanne,3600,15000,Languedoc,livres,,0
432,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Farine,Sénégal,3696,15400,Languedoc,livres,,0
433,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Farine,Isle de France et de Bourbon,3435,14315,Languedoc,livres,,0
434,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fayence,St Domingue,127812,,Marseille,,,0
435,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fayence,La Martinique,49704,,Marseille,,,0
436,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fayence,La Guadeloupe,5232,,Marseille,,,0
437,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fayence,Cayenne et Guyanne,2544,,Marseille,,,0
438,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fayence,Isle de France et de Bourbon,17334,,Marseille,,,0
439,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer en barre,St Domingue,4047,21300,Suède,livres,,0
440,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer en barre,La Martinique,1867,9825,Suède,livres,,0
441,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer en barre,Sénégal,13908,73200,Suède,livres,,0
442,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer en barre,Isle de France et de Bourbon,22214,116920,Suède,livres,,0
443,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer ouvré,St Domingue,9582,18488,Marseille,livres,,1
444,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer ouvré,St Domingue,9582,4037,Marseille,,,2
445,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer ouvré,La Martinique,2434,2816,Marseille,livres,,1
446,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer ouvré,La Martinique,2434,1590,Marseille,,,2
447,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer ouvré,La Guadeloupe,381,1273,Marseille,livres,,0
448,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer ouvré,Sénégal,106,355,Marseille,livres,,0
449,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer ouvré,Isle de France et de Bourbon,1402,2500,Marseille,livres,,1
450,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer ouvré,Isle de France et de Bourbon,1402,652,Marseille,,,2
451,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer blanc,St Domingue,120,200,Marseille,livres,,0
452,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer blanc,Isle de France et de Bourbon,180,300,Marseille,livres,,0
453,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer blanc,Isle de France et de Bourbon,1603,2290,Hambourg,livres,,0
454,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer blanc ouvré,St Domingue,12651,,Marseille,,,0
455,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer blanc ouvré,La Martinique,2250,,Marseille,,,0
456,Cyril Mouton,ANOM Col F 2B 13 (tableau 22),Colonies/1788 - Marseille - Exports colonies.csv,Colonies,1788,Exports,Marseille,56,Fer blanc ouvré,La Guadeloupe,3220,,Marseille,,,0
