numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,doubleaccounts
417,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Couvertures de laine,St Domingue,10350,345,Rouen,en nombre,,0
418,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Couvertures de laine,Sénégal et Guinée,3780,126,Rouen,en nombre,,0
419,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Couvertures de laine,St Domingue,2100,70,Béarn,en nombre,,0
420,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Crin,St Domingue,997,1330,Hollande,livres,,0
421,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Crin,La Martinique,352,470,Hollande,livres,,0
422,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Crin,La Guadeloupe,30,40,Hollande,livres,,0
423,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Crin,Cayenne et Guyanne,375,500,Hollande,livres,,0
424,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuirs de bœufs tannés,St Domingue,7678,6980,Bordeaux,livres,,0
425,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuirs de bœufs tannés,La Martinique,2552,3280,Bordeaux,livres,,0
426,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuirs de bœufs tannés,La Guadeloupe,528,440,Bordeaux,livres,,0
427,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuirs de vaches tannés,St Domingue,240,200,Bordeaux,livres,,0
428,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre argenté,Sénégal et Guinée,900,,Paris,,,0
429,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre en feuilles,St Domingue,5608,3505,Suède,livres,,0
430,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre en feuilles,La Martinique,1920,1200,Suède,livres,,0
431,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre en feuilles,La Guadeloupe,1248,780,Suède,livres,,0
432,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre en feuilles,Sénégal et Guinée,7626,4766,Suède,livres,,0
433,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre en planches,La Martinique,3840,2400,Suède,livres,,0
434,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre en planches,St Domingue,560,350,Hambourg,livres,,0
435,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre en planches,La Martinique,320,200,Hambourg,livres,,0
436,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre ouvré,St Domingue,8502,5668,Bordeaux,livres,,0
437,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre ouvré,La Martinique,1822,1215,Bordeaux,livres,,0
438,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre ouvré,La Guadeloupe,1902,1268,Bordeaux,livres,,0
439,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre ouvré,Sénégal et Guinée,975,650,Bordeaux,livres,,0
440,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre ouvré,St Domingue,627,418,Angleterre,livres,,0
441,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre ouvré,Sénégal et Guinée,1515,1010,Angleterre,livres,,0
442,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,5,Cuivre ouvré,Sénégal et Guinée,6829,4553,Hollande,livres,,0
443,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Couteaux divers,La Martinique,100,10,Hollande,douzaines,,0
444,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Couteaux divers,Sénégal et Guinée,7814,3473,Hollande,douzaines,,0
445,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Couteaux,St Domingue,480,21,Chatellerault,douzaines,,0
446,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Couteaux,Sénégal et Guinée,11608,1289,Chatellerault,douzaines,,0
447,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Couteaux,Sénégal et Guinée,945,420,Nantes,douzaines,,0
448,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Couteaux,Sénégal et Guinée,2360,1049,Hambourg,douzaines,,0
449,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Couteaux à virole d'argent,St Domingue,3872,44,Paris,douzaines,,0
450,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Couteaux de traite,St Domingue,1488,923,Hollande,douzaines,,0
451,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Couteaux de traite,Sénégal et Guinée,404,195,Hollande,douzaines,,0
452,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Couteaux,St Domingue,108,3,Ste Foix,douzaines,,0
453,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Rasoirs,St Domingue,78,30,Bordeaux,douzaines,,0
454,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Rasoirs,La Guadeloupe,150,100,Bordeaux,douzaines,,0
455,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Rasoirs,Sénégal et Guinée,1044,58,Bordeaux,douzaines,,0
456,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Rasoirs,Sénégal et Guinée,52920,2940,Hambourg,douzaines,,0
457,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Dentelle de fil,St Domingue,77200,76,Lille,livres,,1
458,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Dentelle de fil,St Domingue,77200,200,Lille,aunes,,2
459,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Dentelle de fil,La Martinique,60,10,Lille,aunes,,0
460,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Dentelle de fil,La Guadeloupe,2000,2,Paris,livres,,0
461,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Dentelle de fil,St Domingue,1350,"4,5",Ruffec,livres,,0
462,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Dentelle de soye,St Domingue,2000,,Paris,,,0
463,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Dentelle de soye,La Martinique,3000,"4,5",Paris,livres,,0
464,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Dorure fine,St Domingue,14120,"88,25",Paris,livres,,0
466,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Dorure fine,St Domingue,11840,74,Lyon,livres,,0
467,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Dorure fine,St Domingue,1568,49,,livres,Pas d'origine,0
468,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Draperie,Sénégal et Guinée,5400,360,Ruffec,aunes,,0
469,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Draperie,St Domingue,22440,1320,Angleterre,aunes,,0
470,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Draperie,La Martinique,1360,80,Angleterre,aunes,,0
471,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Draperie,La Guadeloupe,408,24,Rouen,aunes,,0
472,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Draperie,St Domingue,1890,90,Paris,aunes,,0
473,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Draperie,La Martinique,1150,50,Amiens,aunes,,0
474,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Draperie,St Domingue,1920,160,Toulouse,aunes,,0
475,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Draperie,St Domingue,3740,340,Montauban,aunes,,0
476,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Draperie,St Domingue,660,62,Tours,aunes,,0
477,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Draperie,St Domingue,2100,210,Bordeaux,aunes,,0
478,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap de Billard,St Domingue,340,10,Montauban,aunes,,0
479,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap de Billard,La Guadeloupe,340,10,Montauban,aunes,,0
480,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap casimir,La Guadeloupe,300,50,Rouen,aunes,,0
481,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap casimir,St Domingue,224,16,Angleterre,aunes,,0
482,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap commun,St Domingue,210,30,La Rochelle,aunes,,0
483,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap,St Domingue,14836,1236,Carcassonne,livres,,0
484,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap,La Martinique,960,80,Carcassonne,livres,,0
485,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap,Sénégal et Guinée,4980,1100,Carcassonne,aunes,,0
486,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap,St Domingue,28600,1300,Elbœuf,aunes,,0
487,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap,La Martinique,440,20,Elbœuf,aunes,,0
488,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap,Cayenne et Guyanne,3300,150,Elbœuf,aunes,,0
489,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap loudrin,St Domingue,82080,6840,Carcassonne,livres,,0
490,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap loudrin,La Martinique,3552,295,Carcassonne,livres,,0
491,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap loudrin,La Guadeloupe,16932,1411,Carcassonne,livres,,0
492,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap loudrin,Sénégal et Guinée,43488,3624,Carcassonne,livres,,0
493,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap loudrin,La Guadeloupe,192,16,Angleterre,livres,,0
494,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap loudrin,Sénégal et Guinée,1320,110,Angleterre,livres,,0
495,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap,St Domingue,102564,8546,Louviers,livres,,0
496,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap,Sénégal et Guinée,1350,90,Louviers,livres,,0
497,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap,St Domingue,98924,7066,Sédan,livres,,0
498,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap,La Martinique,1050,75,Sédan,livres,,0
499,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap,La Guadeloupe,15050,1075,Sédan,livres,,0
500,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drap Silésie,La Guadeloupe,1347,105,Reims,livres,,0
501,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Raz castor,St Domingue,480,80,Reims,livres,,0
502,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drogues médicinales diverses,St Domingue,42657,,Hollande,,,0
503,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drogues médicinales diverses,La Martinique,2717,,Hollande,,,0
504,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drogues médicinales diverses,La Guadeloupe,3705,,Hollande,,,0
505,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drogues médicinales diverses,Sénégal et Guinée,690,,Hollande,,,0
506,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Mâne,St Domingue,1450,580,Langen,livres,,0
507,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Salsepareille,St Domingue,4551,1517,Bordeaux,livres,,0
508,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Sel d'Ipsum,La Martinique,1200,200,Bordeaux,livres,,0
509,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Sel d'Ipsum,St Domingue,1680,280,Hollande,livres,,0
510,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drogues pour la peinture et teinture,St Domingue,4013,,Hollande,,,0
511,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drogues pour la peinture et teinture,La Martinique,905,,Hollande,,,0
512,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drogues pour la peinture et teinture,La Guadeloupe,1330,,Hollande,,,0
513,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Drogues pour la peinture et teinture,Cayenne et Guyanne,100,,Hollande,,,0
514,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Céruse,St Domingue,2286,6350,Hollande,livres,,0
515,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Gros rouge,St Domingue,3750,12500,Hollande,livres,,0
516,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Mine de plomb,St Domingue,180,600,Hollande,livres,,0
517,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Mine de plomb,La Guadeloupe,60,200,Hollande,livres,,0
518,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Noir de fumée,St Domingue,2256,1880,Hambourg,livres,,0
519,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Noir de fumée,La Martinique,780,650,Hambourg,livres,,0
520,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Noir de fumée,La Guadeloupe,204,170,Hambourg,livres,,0
521,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Peintures broyées,St Domingue,20713,34521,Bordeaux,livres,,0
522,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Peintures broyées,La Martinique,4728,7880,Bordeaux,livres,,0
523,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Peintures broyées,La Guadeloupe,1290,2150,Bordeaux,livres,,0
524,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Peintures broyées,Cayenne et Guyanne,690,1150,Bordeaux,livres,,0
525,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Peintures broyées,Sénégal et Guinée,72,120,Bordeaux,livres,,0
526,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,6,Safran,St Domingue,1000,40,Orléans,livres,,0
527,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de vie simple,St Domingue,144438,"914,1967213115",Bordeaux,muids,,0
529,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de vie simple,La Martinique,58024,"367,2786885246",Bordeaux,muids,,0
531,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de vie simple,La Guadeloupe,29076,"184,0327868852",Bordeaux,muids,,0
533,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de vie simple,Cayenne et Guyanne,255,"1,7213114754",Bordeaux,muids,,0
535,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de vie simple,Sénégal et Guinée,112531,"712,262295082",Bordeaux,muids,,0
537,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de vie d'Endaye,St Domingue,1825,"6,3975409836",Bordeaux,muids,,0
539,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de vie d'Endaye,La Martinique,300,"1,0491803279",Bordeaux,muids,,0
541,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de vie d'Endaye,La Guadeloupe,150,150,Bordeaux,pintes,,0
542,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de vie d'Endaye,Sénégal et Guinée,65,65,Bordeaux,pintes,,0
543,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de vie d'Endaye,St Domingue,2146,"7,5327868852",St Esprit les Bayonne,muids,,0
545,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de lavande,St Domingue,833,833,Bordeaux,livres,,0
546,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de lavande,La Martinique,160,160,Bordeaux,livres,,0
547,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de lavande,La Guadeloupe,328,328,Bordeaux,livres,,0
548,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de lavande,Sénégal et Guinée,84,84,Bordeaux,livres,,0
549,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de senteur,St Domingue,5871,1957,Bordeaux,livres,,0
550,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,7,Eau de senteur,La Martinique,78,26,Bordeaux,livres,,0
