numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,remarks
92,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Riz,Possessions Hollandaises,1579,Articles de marchandises permis par l'arrêt du 30 août 1784
93,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Bierre,Possessions des États-Unis de l'Amérique,1050,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
94,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Bierre,Possessions Espagnoles,3660,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
95,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Bierre,Possessions Anglaises,49158,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
96,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Bierre,Possessions Hollandaises,41540,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
97,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Cacao,Possessions Espagnoles,63925,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
98,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Caffé,Possessions Espagnoles,3250,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
99,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Caffé,Possessions Anglaises,9850,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
100,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Caffé,Possessions Hollandaises,66451,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
101,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Côtes de baleine,Possessions Portugaises,42000,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
102,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Coton,Possessions Danoises,2840,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
103,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Coton,Possessions Espagnoles,31040,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
104,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Dents d'éléphant,Possessions Anglaises,20000,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
105,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Farine,Possessions des États-Unis de l'Amérique,240444,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
106,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Farine,Possessions Espagnoles,83132,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
107,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Farine,Possessions Anglaises,127765,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
108,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Farine,Possessions Danoises,23700,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
109,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Farine,Possessions suédoises,10990,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
110,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Farine,Possessions Hollandaises,160836,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
111,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Fromage,Possessions des États-Unis de l'Amérique,2800,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
112,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Huile de poisson,Possessions des États-Unis de l'Amérique,165097,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
113,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Huile de poisson,Possessions Portugaises,56000,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
114,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Huile de poisson,Possessions Danoises,1000,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
115,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Huile de poisson,Possessions Hollandaises,5660,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
116,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Indigo,Possessions des États-Unis de l'Amérique,1600,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
117,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Indigo,Possessions Espagnoles,10940,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
118,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Objets divers,Possessions des États-Unis de l'Amérique,337103,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
119,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Objets divers,Possessions Espagnoles,302568,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
120,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Objets divers,Possessions Portugaises,1472,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
121,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Objets divers,Possessions Anglaises,135133,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
122,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Objets divers,Possessions Danoises,7707,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
123,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Objets divers,Possessions suédoises,5708,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
124,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Objets divers,Possessions Hollandaises,79473,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
125,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Rum,Possessions des États-Unis de l'Amérique,26949,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
126,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Rum,Possessions Espagnoles,1600,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
127,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Rum,Possessions Anglaises,36955,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
128,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Rum,Possessions suédoises,8600,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
129,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Sel,Possessions des États-Unis de l'Amérique,14020,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
130,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Sel,Possessions Portugaises,31100,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
131,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Sel,Possessions Anglaises,49484,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
132,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Sel,Possessions Hollandaises,4893,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
133,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Sucre blanc,Possessions Anglaises,1200,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
134,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Sucre blanc,Possessions Hollandaises,7500,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
135,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Tabac,Possessions des États-Unis de l'Amérique,501648,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
136,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Tabac,Possessions Espagnoles,35649,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
137,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Tabac,Possessions Anglaises,1058,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
138,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Tabac,Possessions Danoises,7294,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
139,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Tabac,Possessions suédoises,23430,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
140,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Tabac,Possessions Hollandaises,2094,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
141,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Toileries de toute sorte,Possessions des États-Unis de l'Amérique,2441,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
142,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Toileries de toute sorte,Possessions Espagnoles,196207,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
143,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Toileries de toute sorte,Possessions Anglaises,33661,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
144,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Toileries de toute sorte,Possessions Hollandaises,21203,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
145,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Vins divers,Possessions des États-Unis de l'Amérique,3100,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
146,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Vins divers,Possessions Espagnoles,19580,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
147,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Vins divers,Possessions Anglaises,64360,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
148,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Imports,Colonies Françaises de l'Amérique,3,Volailles,Possessions des États-Unis de l'Amérique,82404,Articles de marchandises introduites par permissions particulières des administrateurs ou pour être réexportées
149,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Denrées des colonies rum,Colonies Françaises de l'Amérique,697160,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1784
150,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Denrées des colonies rum,Colonies Françaises de l'Amérique,22416,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1785
151,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Denrées des colonies rum,Colonies Françaises de l'Amérique,70550,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1786
152,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Denrées des colonies rum,Colonies Françaises de l'Amérique,25000,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1787
153,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Denrées des colonies rum,Colonies Françaises de l'Amérique,13720,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1788
154,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Denrées des colonies rum,Colonies Françaises de l'Amérique,120794,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1789
155,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Denrées des colonies sirop,Colonies Françaises de l'Amérique,3212273,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1790
156,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Denrées des colonies sirop,Colonies Françaises de l'Amérique,33611,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1791
157,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Denrées des colonies sirop,Colonies Françaises de l'Amérique,303935,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1792
158,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Denrées des colonies sirop,Colonies Françaises de l'Amérique,3203,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1793
159,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Denrées des colonies sirop,Colonies Françaises de l'Amérique,8708,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1794
160,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Denrées des colonies sirop,Colonies Françaises de l'Amérique,87365,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1795
161,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Denrées des colonies tafia,Colonies Françaises de l'Amérique,169000,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1796
162,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Denrées des colonies tafia,Colonies Françaises de l'Amérique,144810,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1797
163,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Denrées des colonies tafia,Colonies Françaises de l'Amérique,4800,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1798
164,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Denrées des colonies tafia,Colonies Françaises de l'Amérique,2350,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1799
165,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Denrées des colonies tafia,Colonies Françaises de l'Amérique,49600,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1800
166,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Chapeaux,Colonies Françaises de l'Amérique,50900,2nde classe marchandises originaires de France
167,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Chapeaux,Colonies Françaises de l'Amérique,1440,2nde classe marchandises originaires de France
168,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Chapeaux,Colonies Françaises de l'Amérique,11132,2nde classe marchandises originaires de France
169,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Chaudières et marmites de ???,Colonies Françaises de l'Amérique,27049,2nde classe marchandises originaires de France
170,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Chaudières et marmites de ???,Colonies Françaises de l'Amérique,2000,2nde classe marchandises originaires de France
171,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Chaudières et marmites de ???,Colonies Françaises de l'Amérique,1500,2nde classe marchandises originaires de France
172,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Chaudières et marmites de ???,Colonies Françaises de l'Amérique,4800,2nde classe marchandises originaires de France
173,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Dentelles,Colonies Françaises de l'Amérique,2400,2nde classe marchandises originaires de France
174,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Drap de laine,Colonies Françaises de l'Amérique,2100,2nde classe marchandises originaires de France
175,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Eau de vie,Colonies Françaises de l'Amérique,160225,2nde classe marchandises originaires de France
176,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Eau de vie,Colonies Françaises de l'Amérique,156142,2nde classe marchandises originaires de France
177,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Eau de vie,Colonies Françaises de l'Amérique,31928,2nde classe marchandises originaires de France
178,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Eau de vie,Colonies Françaises de l'Amérique,6495,2nde classe marchandises originaires de France
179,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Eau de vie,Colonies Françaises de l'Amérique,2766,2nde classe marchandises originaires de France
