numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,doubleaccounts
257,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Médicaments composés,Sénégal et Guinée,600,,Paris,,,0
258,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Médicaments composés,Tabago,4840,,Angleterre,,,0
259,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Médicaments composés,Sénégal et Guinée,800,,Angleterre,,,0
260,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Drogues pour la peinture et teinture,St Domingue,55,,,,,0
261,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Drogues pour la peinture et teinture,Cayenne et Guyanne,114,,,,,0
262,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Drogues pour la peinture et teinture,Tabago,148,,,,,0
263,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Pierre bleue,Tabago,1290,98,Angleterre,livres,,0
264,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Peinture broyée,St Domingue,2792,13988,,livres,,0
265,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Peinture broyée,La Martinique,14538,20769,,livres,,0
266,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Peinture broyée,Tabago,1471,2102,,livres,,0
267,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Eau d'odeur,St Domingue,286,143,Paris,livres,,0
268,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Eau d'odeur,La Martinique,700,350,Paris,livres,,0
269,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Eau de vie de genièvre,Sénégal et Guinée,32212,"185,8333333333",Ostende,muids,,0
270,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Eau de vie de genièvre,Sénégal et Guinée,12463,"72,125",Hollande,muids,,0
271,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Eau de vie d'Andaye,Sénégal et Guinée,345,"2,0833333333",Bayonne,muids,,0
272,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Eau de vie simple,Sénégal et Guinée,128068,"684,125",Bordeaux,muids,,0
273,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Eau de vie simple,Sénégal et Guinée,20526,"118,8888888889",Cette,muids,,0
274,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Eau de vie simple,St Domingue,218,"1,2638888889",La Rochelle,muids,,0
275,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Eau de vie simple,La Martinique,142,236,La Rochelle,pintes,,0
276,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Eau de vie simple,La Guadeloupe,47,72,La Rochelle,pintes,,0
277,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Eau de vie simple,Tabago,524,"3,0347222222",La Rochelle,muids,,0
278,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Eau de vie simple,Bourbon,274,"1,5833333333",La Rochelle,muids,,0
279,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Eau de vie simple,Sénégal et Guinée,39294,"227,3472222222",La Rochelle,muids,,0
280,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,41,Encre rouge,Tabago,300,5,Angleterre,bouteilles,,0
281,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Epicerie mêlée,St Domingue,1256,,Angleterre,,,0
282,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Epicerie mêlée,La Martinique,600,,Angleterre,,,0
283,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Epicerie mêlée,Tabago,1150,,Angleterre,,,0
284,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Epicerie mêlée,Sénégal et Guinée,48,,Angleterre,,,0
285,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Estampes,St Domingue,685,,Paris,,,0
286,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etain ouvré,St Domingue,695,695,Le Havre,livres,,0
287,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etain ouvré,La Martinique,300,300,Le Havre,livres,,0
288,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etain ouvré,La Guadeloupe,350,294,Le Havre,livres,,0
289,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etain ouvré,Tabago,422,310,Le Havre,livres,,0
290,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etain ouvré,Sénégal et Guinée,2000,2250,Le Havre,livres,,0
291,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de coton en drap et velours,La Martinique,6075,1215,Rouen,aunes,,0
292,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de coton en drap et velours,La Guadeloupe,650,130,Rouen,aunes,,0
293,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de coton en drap et velours,Tabago,1800,335,Rouen,aunes,,0
294,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de coton en drap et velours,Sénégal et Guinée,300,100,Rouen,aunes,,0
295,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de coton en drap et velours,La Guadeloupe,3700,300,Angleterre,aunes,,0
296,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de camelot dit bayette,Sénégal et Guinée,21453,5716,Beauvais,aunes,,0
297,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe bayette,Tabago,300,100,Angleterre,aunes,,0
298,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe bayette,Sénégal et Guinée,5040,1680,Angleterre,aunes,,0
299,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe callemande de laine,St Domingue,200,72,Lille,aunes,,0
300,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe callemande de laine,La Martinique,1330,466,Lille,aunes,,0
301,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de laine,Sénégal et Guinée,8400,2800,Hambourg,aunes,,0
302,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe burat,St Domingue,2300,577,Reims,aunes,,0
303,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe burat,La Martinique,7110,1896,Reims,aunes,,0
304,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe camelot laine,La Martinique,26500,5300,Lille,aunes,,0
305,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe étamine laine,St Domingue,6300,2522,Reims,aunes,,0
306,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe étamine laine,La Martinique,9100,6716,Reims,aunes,,0
307,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe étamine laine,La Guadeloupe,5000,903,Reims,aunes,,0
308,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe flanelle,St Domingue,90,58,Reims,aunes,,0
309,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe flanelle,La Martinique,900,276,Reims,aunes,,0
310,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe flanelle,Sénégal et Guinée,700,400,Angleterre,aunes,,0
311,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de laine,Tabago,13741,6017,Angleterre,aunes,,0
312,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe prunelle laine,La Martinique,6000,1223,Abbeville,aunes,,0
313,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe prunelle laine,St Domingue,1200,200,Lille,aunes,,0
314,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe satinette,St Domingue,2100,600,Rouen,aunes,,0
315,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe dite belinge,Tabago,210,140,,aunes,,0
316,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe fil en coton,St Domingue,16400,4100,Rouen,aunes,,0
317,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de soye,St Domingue,8827,"160,5",Lyon,aunes,,0
318,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de soye,La Martinique,2145,391,Lyon,livres,,0
319,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de soye,Cayenne et Guyanne,112,4,Lyon,livres,,0
320,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de soye,Bourbon,504,12,Lyon,livres,,0
321,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de soye,Sénégal et Guinée,17050,310,Lyon,livres,,0
322,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de soye,St Domingue,330,6,Paris,livres,,0
323,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe de soye,Sénégal et Guinée,1475,485,Nîmes,aunes,,0
324,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe satin,Tabago,250,25,Lyon,aunes,,0
325,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe soyerie,Sénégal et Guinée,12500,250,Lyon,aunes,,0
326,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe soye et laine,St Domingue,400,112,Lyon,aunes,,0
327,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe soye et laine,La Martinique,640,125,Lyon,aunes,,0
328,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe soye et laine,La Guadeloupe,200,80,Lyon,aunes,,0
329,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe au quart de soye,Sénégal et Guinée,4455,1609,Nîmes,aunes,,0
330,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe au sixième de soye,Sénégal et Guinée,873,410,Paris,aunes,,0
331,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe soye et coton,Sénégal et Guinée,1220,209,Nîmes,aunes,,0
332,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Etoffe sirsacas,La Guadeloupe,60,22,Paris,aunes,,0
333,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,St Domingue,25954,173030,Isle de France,livres,,0
334,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,La Martinique,14784,98560,Isle de France,livres,,0
335,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,La Guadeloupe,8569,57124,Isle de France,livres,,0
336,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,Tabago,4963,33085,Isle de France,livres,,0
337,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,Bourbon,1980,13200,Isle de France,livres,,0
338,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,Sénégal et Guinée,5116,34109,Isle de France,livres,,0
339,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,St Domingue,14600,97335,Pontoise,livres,,0
340,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,La Martinique,50253,335025,Pontoise,livres,,0
341,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,La Guadeloupe,12420,82800,Pontoise,livres,,0
342,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,Tabago,1314,8760,Pontoise,livres,,0
343,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,Sénégal et Guinée,14334,95560,Pontoise,livres,,0
344,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,St Domingue,30730,204870,Bordeaux,livres,,0
345,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,La Martinique,32016,213440,Bordeaux,livres,,0
346,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,La Guadeloupe,2640,17600,Bordeaux,livres,,0
347,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,Tabago,911,6072,Bordeaux,livres,,0
348,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,Sénégal et Guinée,27732,184880,Bordeaux,livres,,0
349,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Farine,St Domingue,5250,35000,Angleterre,livres,,0
350,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fayence,St Domingue,55570,113195,Rouen,livres,,0
351,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fayence,La Martinique,11800,27566,Rouen,livres,,0
352,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fayence,La Guadeloupe,2870,5560,Rouen,livres,,0
353,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fayence,Tabago,1020,616,Rouen,livres,,0
354,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fayence,Sénégal et Guinée,395,2976,Rouen,livres,,0
355,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fayence,St Domingue,7000,19082,Le Havre,livres,,0
356,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fayence,La Martinique,1500,2400,Le Havre,livres,,0
357,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fayence,La Guadeloupe,600,2100,Le Havre,livres,,0
358,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fayence,Tabago,75,88,Le Havre,livres,,0
359,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fayence,St Domingue,5602,22409,St Clément,livres,,0
360,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fayence,St Domingue,11240,22536,Angleterre,livres,,0
361,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fayence,Tabago,4282,8840,Angleterre,livres,,0
362,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fayence,Sénégal et Guinée,912,4072,Angleterre,livres,,0
363,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer en barres,St Domingue,11362,50500,Suède,livres,,0
364,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer en barres,Tabago,530,2359,Suède,livres,,0
365,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer en barres,Bourbon,5805,25789,Suède,livres,,0
366,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer en barres,Sénégal et Guinée,70617,313855,Suède,livres,,0
367,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer en barres,Sénégal et Guinée,3917,17410,Russie,livres,,0
368,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer en barres,Sénégal et Guinée,340,1512,Hollande,livres,,0
369,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer fondu,Tabago,300,1200,Angleterre,livres,,0
370,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer fondu en grillon,St Domingue,4545,1510,Le Havre,livres,,0
371,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer blanc,St Domingue,200,575,Angleterre,livres,,0
372,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer de fonte en cloches,St Domingue,800,600,Rouen,livres,,0
373,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer de fonte en marmites,St Domingue,98470,447594,Rouen,livres,,0
374,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer de fonte en marmites,La Martinique,11772,53508,Rouen,livres,,0
375,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer de fonte en marmites,La Guadeloupe,2224,10110,Rouen,livres,,0
376,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer de fonte en marmites,Bourbon,1496,6800,Rouen,livres,,0
377,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer de fonte en marmites,Sénégal et Guinée,515,2340,Rouen,livres,,0
378,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer de fonte en chaudières,St Domingue,919,3996,Rouen,livres,,0
379,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer de fonte en chaudières,La Martinique,3157,13725,Rouen,livres,,0
380,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer de fonte en chaudières,St Domingue,2927,12725,Angleterre,livres,,0
381,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer de fonte en chaudières,La Martinique,1133,4925,Angleterre,livres,,0
382,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer de fonte en chaudières,Tabago,9,40,Angleterre,livres,,0
383,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,42,Fer de fonte en chaudières,Sénégal et Guinée,898,3905,Angleterre,livres,,0
