numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,origine,quantity_unit,remarks,doubleaccounts
131,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Cuivres,La Martinique,6673,,livres,,0
132,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Cuivres,La Guadeloupe,1484,,livres,,0
133,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Cuivres,Sénégal et Guinée,60321,,livres,,0
134,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Dentelles ; de fil,St Domingue,10500,,livres,,0
135,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Dentelles ; de fil,La Martinique,8000,,livres,,0
136,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Dentelles ; de soye,St Domingue,4500,,livres,,0
137,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Draperie ; divers,St Domingue,336,,aunes,,0
138,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Draperie ; divers,La Martinique,5024,,aunes,,0
139,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Draperie ; divers,La Guadeloupe,785,,aunes,,0
140,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Draperie ; divers,Sénégal et Guinée,108934,,aunes,,0
141,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Draperie ; divers,Sénégal et Guinée,108934,,aunes,,0
142,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Draperie ; draps d'Elbeuf et Sedan,St Domingue,3600,,aunes,,0
143,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Draperie ; draps d'Elbeuf et Sedan,La Martinique,53640,,aunes,,0
144,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Eau de vie simple,St Domingue,265,,muids,,0
146,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Eau de vie simple,La Guadeloupe,400,,muids,,0
148,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Eau de vie simple,Sénégal et Guinée,280002,,muids,,0
150,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Eau de vie de genièvre,Sénégal et Guinée,26240,,muids,,0
151,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Epée argentée,St Domingue,7555,,,,0
152,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Epicerie ; divers,Tabago,75,,,,0
153,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Epicerie ; divers,Sénégal et Guinée,1400,,,,0
154,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Epicerie ; huile de lin,St Domingue,967,,livres,,0
155,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Epicerie ; huile de lin,La Martinique,300,,livres,,0
156,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Epicerie ; huile de lin,La Guadeloupe,320,,livres,,0
157,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Epicerie ; huile de lin,Tabago,912,,livres,,0
158,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Epicerie ; huile de lin,Sénégal et Guinée,274,,livres,,0
159,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Epicerie ; huile d'olive,St Domingue,58448,,livres,,0
160,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Epicerie ; huile d'olive,La Martinique,18000,,livres,,0
161,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Epicerie ; huile d'olive,La Guadeloupe,6876,,livres,,0
162,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Epicerie ; huile d'olive,Tabago,80,,livres,,0
163,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Epicerie ; huile d'olive,Sénégal et Guinée,1496,,livres,,0
164,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Espèce monnoyé ???,Sénégal et Guinée,2000,,,Doute sur la marchandise,0
165,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etain ouvré,La Martinique,3300,,livres,,0
166,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes diverses,St Domingue,1298,,,,0
167,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes diverses,La Martinique,995,,,,0
168,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes diverses,La Guadeloupe,120,,,,0
169,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes diverses,Tabago,2008,,,,0
170,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes diverses,Sénégal et Guinée,4510,,,,0
171,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes de coton,St Domingue,2930,,aunes,Le pdf donne aussi la quantité en livres,0
172,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes de coton,Sénégal et Guinée,1558,,aunes,Le pdf donne aussi la quantité en livres,0
173,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes de laine,St Domingue,3680,,aunes,Le pdf donne aussi la quantité en livres,0
174,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes de laine,La Martinique,29503,,aunes,Le pdf donne aussi la quantité en livres,0
175,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes de laine,La Guadeloupe,3718,,aunes,Le pdf donne aussi la quantité en livres,0
176,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes de laine,Tabago,180,,aunes,Le pdf donne aussi la quantité en livres,0
177,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes de laine,Sénégal et Guinée,11185,,aunes,Le pdf donne aussi la quantité en livres,0
178,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes de soye,St Domingue,9506,,aunes,,0
179,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes de soye,La Martinique,4975,,aunes,,0
180,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes de soye,Sénégal et Guinée,32935,,aunes,,0
181,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Etoffes mêlées de soye,Sénégal et Guinée,3582,,aunes,Le pdf donne aussi la quantité en livres,0
182,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fayance,St Domingue,73448,,,,0
183,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fayance,La Martinique,8500,,,,0
184,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fayance,La Guadeloupe,600,,,,0
185,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fayance,Tabago,1800,,,,0
186,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fayance,Sénégal et Guinée,2310,,,,0
187,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; en ancres,St Domingue,653,,livres,,0
188,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; en ancres,La Martinique,2762,,livres,,0
189,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; en ancres,Tabago,589,,livres,,0
190,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; en ancres,Sénégal et Guinée,12830,,livres,,0
191,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fer ; en barres,St Domingue,18590,,livres,,0
192,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fer ; en barres,La Martinique,1867,,livres,,0
193,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fer ; en barres,Tabago,1089,,livres,,0
194,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fer ; en barres,Sénégal et Guinée,91419,,livres,,0
195,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; feuillard,St Domingue,13440,,livres,,0
196,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; feuillard,La Martinique,900,,livres,,0
197,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; feuillard,Tabago,300,,livres,,0
198,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; feuillard,Sénégal et Guinée,597,,livres,,0
199,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; en clous,St Domingue,75990,,livres,,0
200,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; en clous,La Martinique,14160,,livres,,0
201,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; en clous,La Guadeloupe,7851,,livres,,0
202,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; en clous,Tabago,4572,,livres,,0
203,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; en clous,Sénégal et Guinée,252,,livres,,0
204,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fer ; de fonte en chaudières,St Domingue,107559,,livres,,0
205,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fer ; de fonte en chaudières,La Martinique,3773,,livres,,0
206,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fer ; de fonte en chaudières,Tabago,230,,livres,,0
207,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fer ; de fonte en chaudières,Sénégal et Guinée,2788,,livres,,0
208,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; ouvré en ferrements,St Domingue,53640,,livres,,0
209,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; ouvré en ferrements,La Martinique,9648,,livres,,0
210,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; ouvré en ferrements,La Guadeloupe,1667,,livres,,0
211,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; ouvré en ferrements,Tabago,2858,,livres,,0
212,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; ferblanterie,St Domingue,600,,,,0
213,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; ferblanterie,Tabago,388,,,,0
214,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fers ; ferblanterie,Sénégal et Guinée,1316,,,,0
215,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fil à coudre,St Domingue,21954,,livres,,0
216,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fil à coudre,La Martinique,10140,,livres,,0
217,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fil à coudre,La Guadeloupe,4050,,livres,,0
218,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fil à coudre,Tabago,414,,livres,,0
219,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fil à coudre,Sénégal et Guinée,1050,,livres,,0
220,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Fusils de traite,Sénégal et Guinée,164448,,en nombre,,0
221,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Futailles vides,St Domingue,17360,,,,0
222,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Futailles vides,La Martinique,1220,,,,0
223,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Futailles vides,La Guadeloupe,1215,,,,0
224,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Futailles vides,Sénégal et Guinée,9100,,,,0
225,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Gazes de soye,St Domingue,6720,,livres,,0
226,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Gazes de soye,La Guadeloupe,960,,livres,,0
227,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Glaces,St Domingue,26482,,,,0
228,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Glaces,La Martinique,1050,,,,0
229,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Glaces,La Guadeloupe,760,,,,0
230,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Grillages en fer,St Domingue,4036,,livres,,0
231,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Gruau,Sénégal et Guinée,1870,,livres,,0
232,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Hamacs de coton,St Domingue,975,,en nombre,,0
233,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Hamacs de coton,La Martinique,4980,,en nombre,,0
234,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,18,Hamacs de coton,La Guadeloupe,1200,,en nombre,,0
235,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Hardes diverses,St Domingue,24437,,,,0
236,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Hardes diverses,La Martinique,12870,,,,0
237,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Hardes diverses,La Guadeloupe,780,,,,0
238,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Hardes diverses,Tabago,4465,,,,0
239,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Hardes diverses,Sénégal et Guinée,300,,,,0
240,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Horlogerie,St Domingue,780,,,,0
241,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Horlogerie,La Guadeloupe,1030,,,,0
242,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Instruments ; mathématiques,St Domingue,1165,,,,0
243,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Instruments ; mathématiques,La Martinique,250,,,,0
244,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Instruments ; mathématiques,Sénégal et Guinée,394,,,,0
245,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Instruments ; de musique,St Domingue,3050,,,,0
246,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Instruments ; de musique,La Martinique,1600,,,,0
247,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Instruments ; de musique,La Guadeloupe,3484,,,,0
248,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Instruments ; de musique,Tabago,860,,,,0
249,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Légumes en pois et fèves,St Domingue,280,,livres,,0
250,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Légumes en pois et fèves,Tabago,3734,,livres,,0
251,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Légumes en pois et fèves,Sénégal et Guinée,241487,,livres,,0
252,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Lingerie ; chemises divers,St Domingue,83554,,en nombre,,0
253,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Lingerie ; chemises divers,La Martinique,16220,,en nombre,,0
254,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Lingerie ; chemises divers,La Guadeloupe,6812,,en nombre,,0
255,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Lingerie ; chemises divers,Sénégal et Guinée,36,,en nombre,,0
256,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Lingerie ; serviettes nappes draps,St Domingue,58991,,,,0
257,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Lingerie ; serviettes nappes draps,La Martinique,16780,,,,0
258,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Lingerie ; serviettes nappes draps,La Guadeloupe,9146,,,,0
259,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Lingerie ; serviettes nappes draps,Tabago,1546,,,,0
260,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Lingerie ; serviettes nappes draps,Sénégal et Guinée,730,,,,0
