numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks,Droits totaux indiqués,doubleaccounts
445,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,8,Nougat,Monde (Hors Colonies),,2555,kg,,,,7,
446,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,8,Nougat,Colonies,,6189,kg,,,,0,
447,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,8,Sirops,Monde (Hors Colonies),,47873,kg,,,,132,
448,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,8,Sirops,Colonies,,8102,kg,,,,0,
449,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,8,Café ; de l'Inde,Monde (Hors Colonies),,3637,kg,,,,10,
450,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,8,Café ; de l'Inde,Colonies,,498,kg,,,,0,
451,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Cannelle ; fine,Colonies françaises,,73,kg,,,,316,
452,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Cannelle ; fine,Europe,,1085,kg,,,,6950,
453,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Cannelle ; commune,Colonies françaises,,818,kg,,,,1440,
454,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Cannelle ; commune,Inde ; des établissements français,,249,kg,,,,338,
455,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Cannelle ; commune,Inde ; des comptoirs étrangers,,15557,kg,,,,14973,
456,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Cannelle ; commune,Monde (hors Europe),,77,kg,,,,157,
457,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Cannelle ; commune,Entrepôts,,7983,kg,,,,17145,
458,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Cassia-lignea,Guiane française,,499,kg,,,,274,
459,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Cassia-lignea,Monde (hors Guiane française),,134,kg,,,,191,
460,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Gingembre,Monde,,6716,kg,,,,1480,
461,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Girofle ; clous (fleurs),Colonies françaises ; au-delà du Cap,,14451,kg,,,,30224,
462,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Girofle ; clous (fleurs),Colonies françaises ; en-deça du Cap,,15887,kg,,,,31774,
463,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Girofle ; clous (fleurs),Inde,,58,kg,,,,189,
464,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Girofle ; clous (fleurs),Entrepôts,,248,kg,,,,1017,
465,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Girofle ; Griffes (pédicules),Monde,,1309,kg,,,,1647,
466,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Muscades ; de l'Inde,Inde ; des établissements français,,780,kg,,,,4609,
467,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Muscades ; de l'Inde,Inde ; des comptoirs étrangers,,598,kg,,,,5918,
468,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Muscades,Entrepôts,,228,kg,,,,2446,
469,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Macis,Entrepôts,,47,kg,,,,497,
470,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Poivre,Colonies françaises,,2106,kg,,,,1390,
471,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Poivre,Inde ; des établissements français,,331338,kg,,,,284331,
472,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Poivre,Inde ; des comptoirs étrangers,,225424,kg,,,,210772,
473,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Poivre ,Monde (hors Europe),,15488,kg,,,,16185,
474,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Poivre,Entrepôts,,892351,kg,,,,985962,
475,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Piment,Colonies françaises,,66,kg,,,,44,
476,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Piment,Inde ; des établissements français,,9408,kg,,,,8073,
477,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Piment,Monde (Europe),,16,kg,,,,17,
478,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Piment,Entrepôts,,24055,kg,,,,26578,
479,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Thé,Inde ; des établissements français,,3243,kg,,,,8017,
480,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Thé,Inde ; des comptoirs étrangers,,55748,kg,,,,77763,
481,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Thé,Monde (hors Europe),,3111,kg,,,,10267,
482,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Thé,Entrepôts,,17053,kg,,,,65021,
483,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Vanille,Monde,,1177,kg,,,,6530,
484,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Tabac en feuilles ou en côtes ; pour la régie,Monde (hors Europe),,558741,kg,,,,0,
485,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Tabac en feuilles ou en côtes ; pour la régie,Entrepôts,,2511166,kg,,,,203483,
486,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Graines d'amome,Monde,,322,kg,,,,451,
487,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Gommes pures (d'amandier et de cerisier),Europe,,4312,kg,,,,49,
488,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Gommes pures ; exotiques,Sénégal français,,223191,kg,,,,25451,
489,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Gommes pures ; exotiques,Monde (hors Europe),,116910,kg,,,,26457,
490,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Gommes pures ; exotiques,Entrepôts,,17525,kg,,,,5094,
491,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Résines indigènes ; brutes ; poix ou galipots,Monde,,142962,kg,,,,5189,
492,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Résines indigènes ; brutes ; brais gras ou goudron,Monde,,1403457,kg,,,,50825,
493,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Résines indigènes ; épurée.... Térébenthine ; liquide,Monde,,3535,kg,,,,1326,
494,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Résines indigènes ; épurée.... Térébenthine ; compacte,Monde,,13319,kg,,,,1288,
495,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Résines indigènes ; distillées.... Essence de térébenthine,Monde,,264,kg,,,,79,
496,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,"Résines ; indigènes ; brais sec, colophane, résine d'huile",Monde,,46384,kg,,,,1576,
497,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Scammonée,Monde,,229,kg,,,,1514,
498,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Jalap,Monde,,0,kg,,,,0,
499,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Résineux exotiques ; sans distinction,Colonies françaises,,278,kg,,,,122,
500,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Résineux exotiques ; sans distinction,Inde ; des établissements français,,13071,kg,,,,10064,
501,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Résineux exotiques ; sans distinction,Inde ; des comptoirs étrangers,,165,kg,,,,145,
502,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Résineux exotiques ; sans distinction,Monde (hors Europe),,16307,kg,,,,15567,
503,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Résineux exotiques ; sans distinction,Entrepôts,,37587,kg,,,,39278,
504,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Baumes ; Benjoin,Monde,,2982,kg,,,,3949,
505,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Baumes ; Storax ; naturel,Monde,,47,kg,,,,23,
506,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Baumes ; Storax ; préparé,Monde,,1531,kg,,,,219,
507,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,9,Baumes ; sans distinction,Monde,,609,kg,,,,6841,
508,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Cannelle ; fine,Colonies françaises,,0,kg,,,,0,
509,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Cannelle ; fine,Europe,,0,kg,,,,0,
510,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Cannelle ; commune,Monde (Hors Colonies),,146,kg,,,,6,
511,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Cannelle ; commune,Colonies,,40,kg,,,,0,
512,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Girofle ; clous (fleurs),Inde,,4,kg,,,,0,
513,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Poivre,Monde (Hors Colonies),,10582,kg,,,,29,
514,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Poivre,Colonies,,375,kg,,,,0,
515,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Piment,Monde,,1184,kg,,,,3,
516,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Thé,Monde (Hors Colonies),,335,kg,,,,1,
517,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Thé,Colonies,,30,kg,,,,0,
518,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Vanille,Monde (Hors Colonies),,95,kg,,,,0,
519,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Vanille,Colonies,,13,kg,,,,0,
520,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Tabac en feuilles ou en côtes ; pour la régie,Entrepôts,,2183480,kg,,,,21262,
521,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Gommes pures ; (d'amandier et de cerisier),Europe,,2679,kg,,,,321,
522,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Gommes pures ; exotiques,Monde,,12468,kg,,,,1399,
523,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Résines indigènes ; brutes ; poix ou galipots,Monde,,51322,kg,,,,565,
524,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Résines indigènes ; brutes ; brais gras ou goudron,Monde (Hors Colonies),,390262,kg,,,,4293,
525,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Résines indigènes ; brutes ; brais gras ou goudron,Colonies,,100658,kg,,,,0,
526,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Résines indigènes ; épurée.... Térébenthine ; liquide,Monde (Hors Colonies),,1780,kg,,,,20,
527,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Résines indigènes ; épurée.... Térébenthine ; liquide,Colonies,,215,kg,,,,0,
528,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Résines indigènes ; épurée.... Térébenthine ; compacte,Monde,,640059,kg,,,,7041,
529,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Résines indigènes ; distillées.... Essence de térébenthine,Monde (Hors Colonies),,633045,kg,,,,3702,
530,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Résines indigènes ; distillées.... Essence de térébenthine,Colonies,,8017,kg,,,,0,
531,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,"Résines ; indigènes ; brais sec, colophane, résine d'huile",Monde (Hors Colonies),,733370,kg,,,,8067,
532,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,"Résines ; indigènes ; brais sec, colophane, résine d'huile",Colonies,,102956,kg,,,,0,
533,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Scammonée,Monde (Hors Colonies),,424,kg,,,,48,
534,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Scammonée,Colonies,,10,kg,,,,0,
535,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Jalap,Monde (Hors Colonies),,41,kg,,,,5,
536,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Jalap,Colonies,,108,kg,,,,0,
537,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Résineux exotiques,Monde (Hors Colonies),,2951,kg,,,,331,
538,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Résineux exotiques,Colonies,,261,kg,,,,0,
539,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Baumes ; Benjoin,Monde (Hors Colonies),,22,kg,,,,5,
540,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Baumes ; Benjoin,Colonies,,10,kg,,,,0,
541,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Baumes ; Storax ; naturel,Monde,,91,kg,,,,10,
542,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Baumes ; Storax ; préparé,Monde,,897,kg,,,,101,
543,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,9,Baumes ; sans distinction,Monde,,291,kg,,,,33,
544,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Aloès,Monde,,1033,kg,,,,2273,
545,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Opium,Monde,,1114,kg,,,,2482,
546,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Camphre ; brut,Monde,,7676,kg,,,,12665,
547,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Camphre ; raffiné,Monde,,823,kg,,,,2756,
548,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Cachou brut,Monde,,186,kg,,,,204,
549,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Manne,Monde,,73794,kg,,,,65781,
550,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Jus de réglisse,Monde,,197257,kg,,,,106517,
551,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Glu,Monde,,126,kg,,,,21,
552,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Jus de citron et de limon,Monde,,116854,kg,,,,1289,
553,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,"Huiles ; de rose, de cannelle, de Rhodes, de macis et muscade",Monde,,72,kg,,,,6799,
554,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,"Huiles ; de citron, orange et leurs variétés",Monde,,6916,kg,,,,30680,
555,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; de girofle et de sassafras,Monde,,901,kg,,,,9056,
556,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; de fenouil et d'anis,Monde,,382,kg,,,,1786,
557,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; ambrée,Monde,,28,kg,,,,63,
558,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; de romarin,Monde,,5,kg,,,,8,
559,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; de menthe,Monde,,203,kg,,,,389,
560,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; de jasmins et autres fleurs,Monde,,125,kg,,,,140,
561,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; de sauge et de marjolaine,Monde,,0,kg,,,,0,
562,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,"Huiles ; de casse, genièvre, cèdre, cédrin",Monde,,171,kg,,,,118,
563,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; de lavande,Monde,,233,kg,,,,159,
564,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; de laurier,Monde,,1645,kg,,,,799,
565,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; de pignon et riccin,Monde,,2393,kg,,,,975,
566,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; de palme et de cacao,Monde,,4303,kg,,,,723,
567,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; sans distinction,Monde,,289,kg,,,,994,
568,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; d'amande,Monde,,0,kg,,,,0,
569,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; d'olive ; comestible,Monde,,6216261,kg,,,,1756171,
570,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; d'olive ; ne pouvant servir qu'aux fabriques,Monde,,17844225,kg,,,,3264156,
571,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; d'olive ; ne pouvant servir qu'aux fabriques (de la Corse),Monde,,652042,kg,,,,35862,
572,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; de faîne et de noix,Monde,,27320,kg,,,,4958,
573,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Huiles ; de graines grasses,Monde,,359200,kg,,,,50666,
574,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Ipécacuanha,Monde,,1539,kg,,,,8496,
575,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Rhubarbe,Monde,,2550,kg,,,,8583,
576,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Salsepareille,Monde,,6852,kg,,,,456442,
577,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Jalap,Monde,,14033,kg,,,,15437,
578,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Iris de Florence,Monde,,19403,kg,,,,12813,
579,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Réglisse,Monde,,126673,kg,,,,17934,
580,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Gentiane,Monde,,70,kg,,,,17,
581,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Racines ; sans désignation,Monde,,24501,kg,,,,4466,
582,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,"Écorces ; de citron, d'orange et leurs variétés",Monde,,9877,kg,,,,1933,
583,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,10,Écorces ; de quinquina,Monde,,7440,kg,,,,22675,
