numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
244,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,,Ouvrages de cuivre divers,Sardaigne,,,,1432,,En valeur
245,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Dauphiné,Papier à écrire,Sardaigne,900,Livres,0,459,459,Pas de prix unitaire
246,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Dauphiné,Papier à écrire,Suisse,2200,Livres,0,1650,1650,Pas de prix unitaire
247,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Marseille,Pate,Suisse,2300,Nombre,0,1113,1113,Pas de prix unitaire
248,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Provence,Parfumerie,Sardaigne,,,,1280,,En valeur
249,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Provence,Parfumerie,Suisse,,,,1382,,En valeur
250,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,,Parfumerie savonette,Sardaigne,540,Nombre,"1,65",891,0,
251,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,,Parfumerie savonette,Suisse,636,Nombre,"1,65",1007,"-42,4",Erreur de calcul
252,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,,Peaux diverses,Sardaigne,,,,545,,En valeur
253,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,,Peaux diverses,Suisse,,,,920,,En valeur
254,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Dauphiné,Peaux de moutons megissées,Sardaigne,10341,Nombre,"1,25",12926,"-0,25",
255,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Dauphiné,Peaux de moutons megissées,Suisse,557,Nombre,"1,25",696,"-0,25",
256,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,,Pierres diverses,Sardaigne,,,,184,,En valeur
257,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,,Pierres diverses,Suisse,,,,914,,En valeur
258,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Dauphiné,Platre,Sardaigne,66900,Nombre,"0,005",334,"-0,5",
259,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Etranger,Plomb en barre,Sardaigne,6165,Nombre,"0,35",2157,"-0,75",
260,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,,Poissons divers,Sardaigne,,,,315,,En valeur
261,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,,Poissons divers,Suisse,,,,406,,En valeur
262,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Provence,Poissons anchoix,Sardaigne,8287,Nombre,"0,6",4972,"-0,2",
263,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Provence,Poissons anchoix,Suisse,3780,Nombre,"0,6",2268,0,
264,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Marseille,Poissons merluche,Sardaigne,18685,Nombre,"0,4",7474,0,
265,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Marseille,Poissons merluche,Suisse,5530,Nombre,"0,4",2212,0,
266,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Dauphiné,Poissons merluche,Sardaigne,35705,Nombre,"0,35",12497,"0,25",
267,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Dauphiné,Poterie commune,Sardaigne,88720,Nombre,"0,075",6210,-444,Erreur de calcul
268,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Dauphiné,Poussiere de foin,Sardaigne,27315,Nombre,"0,17",4643,"-0,55",
269,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,,Quincaillerie de fer diverse,Sardaigne,,,,504,,En valeur
270,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,,Quincaillerie de fer diverse,Suisse,,,,292,,En valeur
271,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Forez,Ruban de soye,Sardaigne,36,Nombre,45,1620,0,
272,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Lyon,Ruban de soye,Sardaigne,22,Nombre,50,1100,0,
273,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Lyon,Ruban de soye,Suisse,15,Nombre,50,750,0,
274,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Provence,Savon,Sardaigne,150495,Nombre,"0,5",75247,"-0,5",
275,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Provence,Savon,Suisse,832539,Nombre,"0,5",416269,"-0,5",
276,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Languedoc,Sirop de capilaire,Sardaigne,335,Nombre,"0,75",251,"-0,25",
277,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Marseille,Souffre en canon,Sardaigne,1240,Nombre,"0,32",397,"0,2",
278,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Marseille,Souffre en canon,Suisse,2913,Nombre,"0,32",932,"-0,16",
279,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Marseille,Souffre en fleur,Sardaigne,670,Nombre,"0,35",243,"8,5",Erreur de calcul
280,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Marseille,Souffre en fleur,Suisse,6536,Nombre,"0,35",2288,"0,4",
281,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Dauphiné,Suif en chandelle,Sardaigne,850,Nombre,"0,6",510,0,
282,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Etranger,Thé,Suisse,64,Nombre,"3,25",208,0,
283,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,5,1789,Grenoble,Grenoble,Marseille,Terre à netoyer,Suisse,11550,Nombre,"0,085",982,"0,25",
284,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,7,1789,Grenoble,Bourg d'oisau,Dauphiné,Bestiaux vaches,Sardaigne,1,Nombre,60,60,0,En valeur
285,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,7,1789,Grenoble,Bourg d'oisau,Dauphiné,Bêtes de somme poulins,Sardaigne,12,Nombre,150,1800,0,
286,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,7,1789,Grenoble,Bourg d'oisau,Dauphiné,Cuirs,Sardaigne,60,Nombre,8,480,0,
287,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,7,1789,Grenoble,Bourg d'oisau,,Marchandises à la valeur,Sardaigne,,,,187,,En valeur
288,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,7,1789,Grenoble,Bourg d'oisau,Dauphiné,Vin ,Sardaigne,9,Nombre,0,515,515,Pas de prix unitaire Largeur en lignes : 270
289,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,9,1789,Grenoble,Guillestre,,Bestiaux divers,Sardaigne,,,,580,,En valeur
290,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Amandes mondées,Sardaigne,15310,Nombre,"0,3",4593,0,
291,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Bestiaux divers,Sardaigne,,,,1325,,En valeur
292,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Bestiaux agneaux,Sardaigne,422,Nombre,"2,5",1055,0,
293,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Bestiaux brebis,Sardaigne,10490,Nombre,10,104900,0,
294,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Bestiaux genisses,Sardaigne,300,Nombre,35,10500,0,
295,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Bestiaux juments,Sardaigne,136,Nombre,80,10880,0,
296,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Bestiaux mulets,Sardaigne,4,Nombre,300,1200,0,
297,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Bestiaux mules et mulets,Sardaigne,94,Nombre,120,11280,0,
298,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Bestiaux mules,Sardaigne,15,Nombre,120,1800,0,
299,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Bestiaux vaches,Sardaigne,134,Nombre,60,8040,0,
300,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Bestiaux veaux,Sardaigne,503,Nombre,12,6036,0,
301,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Beurre,Sardaigne,6157,Nombre,"0,4",2462,"-0,8",
302,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Languedoc,Bonnetterie de poil d'Inde,Sardaigne,117,Douzaines,24,2808,0,Largeur en lignes : 475
303,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Languedoc,Bonnetterie de poil bas et gants,Sardaigne,271,Douzaines,18,4878,0,Largeur en lignes : 819
304,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,,Chairs salées diverses,Sardaigne,,,,244,,En valeur
305,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Chapeaux,Sardaigne,804,Douzaines,36,2412,0,
306,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Cire jaune,Sardaigne,3162,Nombre,"1,5",4743,0,
307,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Coton filé,Sardaigne,40,Nombre,3,120,0,
308,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Languedoc,Couvertures de laine,Sardaigne,60,Nombre,15,900,0,Largeur en lignes : 350
309,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Languedoc,Cuirs de vaches tannés,Sardaigne,8364,Livres,"1,5",12546,0,
310,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Draperie,Sardaigne,"1720,5",Livres,3,5162,"0,5",
311,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Provence,Draperie cordeillat,Sardaigne,18,Pièces,45,810,0,Largeur en lignes : 300
312,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Sedan,Draperie drap,Sardaigne,4,Aunes,26,104,0,Largeur en lignes : 8
313,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,,Drogueries diverses,Sardaigne,,,,170,,En valeur
314,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,,Fers divers,Sardaigne,,,,118,,En valeur
315,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Fromage,Sardaigne,8918,Nombre,"0,3",2675,"-0,4",
316,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,,Fruits divers,Sardaigne,,,,442,,En valeur
317,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Instruments de musique,Sardaigne,,,,100,,En valeur
318,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Liqueur,Sardaigne,,,,114,,En valeur
319,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,,Marchandises à la valeur,Sardaigne,,,,305,,En valeur
320,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Métal,Sardaigne,200,Nombre,"1,2",240,0,
321,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Languedoc,Mouchoirs de coton,Sardaigne,64,Douzaines,24,1536,0,Largeur en lignes : 135
322,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Lyon,Mouchoirs de coton,Sardaigne,7,Douzaines,24,168,0,Largeur en lignes : 475
323,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,,Ouvrages divers,Sardaigne,,,,400,,En valeur
324,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Peaux de moutons bazannées,Sardaigne,"134,5",Douzaines,9,1210,"-0,5",134 douzaines et 6 nombre à 9 livres la douzaine ; Largeur en lignes : 900
325,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Peaux de moutons chamoisées,Sardaigne,2586,Douzaines,15,38790,0,Largeur en lignes : 20783
326,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Peaux de moutons megissées chamoisées bazannées,Sardaigne,2815,Douzaines,12,33780,0,Largeur en lignes : 18776
327,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Peaux de marmottes apprêtées,Sardaigne,282,Nombre,1,282,0,
328,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Peaux de renard,Sardaigne,"64,6666666667",Douzaines,27,1746,0,64 douzaines et 8 nombre à 27 livres la douzaine ; Largeur en lignes : 331
329,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Peaux de renard et marmotte,Sardaigne,17,Douzaines,30,510,0,Largeur en lignes : 96
330,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,,Quincaillerie de fer diverse,Sardaigne,,,,216,,En valeur
331,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Marseille,Savon,Sardaigne,691,Nombre,"0,55",380,"-0,05",
332,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,Dauphiné,Suif en chandelle,Sardaigne,873,Nombre,"0,55",480,"-0,15",
333,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,,Toiles diverses,Sardaigne,,,,165,,En valeur
334,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,11,1789,Grenoble,Briançon,,Vins divers,Sardaigne,,,,242,,En valeur
335,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,13,1789,Grenoble,Beauvoisin,,Armes diverses,Sardaigne,,,,296,,En valeur
336,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,13,1789,Grenoble,Beauvoisin,,Armes diverses,Gènes,,,,515,,En valeur
337,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,13,1789,Grenoble,Beauvoisin,,Bestiaux divers,Sardaigne,,,,1269,,En valeur
338,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,13,1789,Grenoble,Beauvoisin,Dauphiné,Bestiaux agneaux,Sardaigne,1536,Nombre,3,4608,0,
339,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,13,1789,Grenoble,Beauvoisin,Dauphiné,Bestiaux bœufs,Sardaigne,477,Nombre,100,47700,0,
340,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,13,1789,Grenoble,Beauvoisin,Dauphiné,Bestiaux cochons,Sardaigne,679,Nombre,20,13580,0,
341,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,13,1789,Grenoble,Beauvoisin,Dauphiné,Bestiaux cochons petits,Sardaigne,404,Nombre,15,6060,0,
342,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,13,1789,Grenoble,Beauvoisin,Dauphiné,Bestiaux génisses,Sardaigne,25,Nombre,30,1500,750,Erreur de calcul
343,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,13,1789,Grenoble,Beauvoisin,Dauphiné,Bestiaux moutons,Sardaigne,1723,Nombre,12,20676,0,
344,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,13,1789,Grenoble,Beauvoisin,Dauphiné,Bestiaux poulins,Sardaigne,23,Nombre,100,2300,0,
345,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,13,1789,Grenoble,Beauvoisin,Dauphiné,Bestiaux taureaux,Sardaigne,336,Nombre,60,20160,0,
346,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,13,1789,Grenoble,Beauvoisin,Dauphiné,Bestiaux vaches,Sardaigne,57,Nombre,50,2850,0,
347,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,13,1789,Grenoble,Beauvoisin,Dauphiné,Bestiaux veaux,Sardaigne,44,Nombre,15,660,0,
348,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,13,1789,Grenoble,Beauvoisin,Lyon,Bierre,Sardaigne,,,,2303,,35 muids et 212 pintes; pas de prix unitaire
