numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
102,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,bois à bruler et fagots,Petites iles,,valeur,,57159,,marchandises en estimation
103,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,bois de construction,Petites iles,,valeur,,1361,,marchandises en estimation
104,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,bois en cercles,Petites iles,,valeur,,3100,,2200 veltes et 500 pintes
105,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,charbon de bois,Petites iles,4725,livres,,165,,marchandises en estimation
106,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,cire blanche,Petites iles,507,livres,"2,5",1267,"-0,5",
107,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie simple,Dunkerque,"1592,67",livres,"202,1",321893,"15,07",14 sous la pinte ou 202lt et 2s le muid
108,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie simple,Petites iles,"1,03",livres,"202,1",208,"0,29",14 sous la pinte ou 202lt et 2s le muid
109,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie simple,Portugal,"64,81",livres,"202,1",13096,"-1,2",14 sous la pinte ou 202lt et 2s le muid
110,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie simple,Angleterre,9502,muids,"202,1",1920354,"-0,2",14 sous la pinte ou 202lt et 2s le muid
111,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie simple,Hollande,13,muids,"202,1",2627,"-0,3",14 sous la pinte ou 202lt et 2s le muid
112,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie simple,Quatre villes hanséatiques,316,muids,"202,1",63863,"-0,6",14 sous la pinte ou 202lt et 2s le muid
113,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie simple,Etats de l'Empereur,"931,06",muids,"202,1",188166,"-0,33",14 sous la pinte ou 202lt et 2s le muid
114,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie simple,Danemark,"310,42",muids,"202,1",62735,"-0,21",14 sous la pinte ou 202lt et 2s le muid
115,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie double,Dunkerque,"1325,33",muids,"230,4",305318,"-38,8",
116,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie double,Portugal,"122,58",muids,"230,4",28288,"44,8",
117,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie double,Angleterre,"11186,03",muids,"230,4",2577260,"-0,8",
118,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie double,Hollande,"33,44",muids,"230,4",7705,"-0,6",
119,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie double,Quatre villes hanséatiques,"8,92",muids,"230,4",2054,"-0,4",
120,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie double,Etats de l'Empereur,"916,36",muids,"230,4",211130,"0,4",
121,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,eau de vie double,Danemark,"103,31",muids,"230,4",23802,"0,4",
122,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,fruits secs,Petites iles,,valeur,,1122,,
123,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,fruits verts,Petites iles,,valeur,,3248,,
124,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,graines de lin,Angleterre,414738,livres,"0,12",49768,"-0,56",en quintal
125,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,graines comestibles meteil,Petites iles,17810,livres,"0,12",2137,"-0,2",en quintal
126,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,orge,Petites iles,4000,livres,"0,1",400,0,en quintal
127,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,avoine,Petites iles,12200,livres,"0,08",976,0,en quintal
128,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,légumes feves,Petites iles,800,livres,"0,15",120,0,en quintal
129,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,liège en planches,Angleterre,2000,livres,"0,3",600,0,
130,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,marchandises à la valeur,Petites iles,,valeur,,619,,marchandises en estimation
131,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,marchandises à la valeur,Angleterre,,valeur,,137,,marchandises en estimation
132,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,ouvrages divers en bois,Petites iles,,valeur,,3636,,marchandises en estimation
133,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,ouvrages divers de terre cuite,Petites iles,,valeur,,1003,,marchandises en estimation
134,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Angoumois,papier,Petites iles,280,rames,10,2800,0,
135,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,peaux de chevaux apprétées,Angleterre,400,pièces,1,400,0,marchandises en estimation
136,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,pommes de terre pour ?,Petites iles,7,charetés,15,105,0,
137,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,pierres,Petites iles,16345,pièces,"0,4",6538,0,marchandises en estimation
138,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,pierres,Lorient,7610,pièces,"0,4",3044,0,marchandises en estimation
139,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,vin,Dunkerque,"1,13",muids,,125,,marchandises en estimation
140,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,vin,Hollande,"166,67",muids,,6000,,marchandises en estimation
141,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,11,1789,La Rochelle,Charente ,Saintonge,vin,Etats de l'Empereur,28,muids,,1026,,marchandises en estimation
142,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,bois à bruler,Petites iles,,valeur,,6192,,marchandises en estimation
143,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,fagots,Petites iles,16200,pièces,"0,05",810,0,
144,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,bois de construction,Petites iles,,valeur,,300,,marchandises en estimation
145,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,bois en bordages,Petites iles,1800,pieds,1,1800,0,
146,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,charbon de bois,Petites iles,25000,livres,"0,025",625,0,en quintal
147,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,chaux,Petites iles,25,tonneaux,15,375,0,
148,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,eau de vie simple,Angleterre,"14,17",muids,144,2040,0,10 sous la pinte
149,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,eau de vie simple,Hollande,"57,75",muids,144,8316,0,10 sous la pinte
150,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,eau de vie simple,Quatre villes hanséatiques,"322,78",muids,144,46480,0,10 sous la pinte
151,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,eau de vie simple,La prusse,"4,08",muids,144,588,0,10 sous la pinte
152,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Aunis,eau de vie simple,Petites iles,"360,97",muids,"158,4",57178,0,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)"
153,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Aunis,eau de vie simple,Dunkerque,"49,83",muids,"158,4",7894,"0,4","11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)"
154,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Aunis,eau de vie simple,Lorient,"168,08",muids,"158,4",26626,"1,6","11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)"
155,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Aunis,eau de vie simple,Hollande,"47,22",muids,"158,4",7484,4,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)"
156,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Aunis,eau de vie simple,Quatre villes hanséatiques,"1304,33",muids,"158,4",206649,"42,6","11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)"
157,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Guyenne,eau de vie simple,Hollande,"15,28",muids,"158,4",2420,0,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)"
158,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,fromage,Petites iles,600,livres,"0,3",180,0,en quintal
159,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,futailles,Petites iles,14,pieces,15,210,0,
160,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,marchandises à la valeur,Petites iles,,valeur,,117,,marchandises en estimation
161,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,poisson salé divers,Petites iles,,valeur,,868,,marchandises en estimation
162,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,sel,Dunkerque,19617750,livres,"0,009",266750,"99999,13",erreur de calcul
163,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,sel,Bayonne,288000,livres,"0,009",2324,-124,erreur de calcul
164,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,sel,Espagne,142200,livres,"0,009",1209,"0,3",marchandises en estimation
165,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,sel,Angleterre,609750,livres,"0,009",5182,"-0,88",marchandises en estimation
166,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,sel,Hollande,3337250,livres,"0,009",28366,"-0,63",marchandises en estimation
167,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,sel,Quatre villes hanséatiques,423000,livres,"0,009",3595,"-0,5",marchandises en estimation
168,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,sel,Etats de l'Empereur,717300,livres,"0,009",6097,"-0,05",marchandises en estimation
169,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,sel,La prusse,2295900,livres,"0,009",19515,"-0,15",marchandises en estimation
170,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Aunis,sel,Dunkerque,175050,livres,"0,009",1487,"-0,93",en quintal
171,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Aunis,sel,Bayonne,3960000,livres,"0,009",33660,0,en quintal
172,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Aunis,sel,Espagne,743400,livres,"0,009",6319,"0,1",en quintal
173,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Aunis,sel,Angleterre,2806875,livres,"0,009",23858,"-0,44",en quintal
174,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Aunis,sel,Hollande,3941775,livres,"0,009",33505,"-0,09",en quintal
175,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Aunis,sel,L'amerique,685725,livres,"0,009",5828,"-0,66",en quintal
176,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,verrerie en bouteille,Petites iles,1000,pieces,"0,3",300,0,en quintal
177,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,vin,Lorient,162,muids,36,5832,0,
178,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,vin,Dunkerque,81,livres,36,2916,0,
179,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,vin,Petites iles,126,livres,36,4536,0,
180,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,vin,Hollande,"335,65",muids,36,12122,"38,5",erreur de calcul
181,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Poitou,vin,Lorient,24,muids,36,864,0,
182,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Poitou,vin,Dunkerque,"205,5",muids,36,7431,33,erreur de calcul
183,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Poitou,vin,Petites iles,"45,75",muids,36,1701,54,erreur de calcul
184,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Poitou,vin,Hollande,93,muids,36,3348,0,
185,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,vin blanc,Petites iles,447,muids,"28,8",12873,"-0,6",
186,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,vin blanc,Dunkerque,48,muids,"28,8",1382,"-0,4",
187,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,vin blanc,Quatre villes hanséatiques,3357,muids,"28,8",96681,"-0,6",
188,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,vin blanc,La prusse,363,muids,"28,8",10454,"-0,4",
189,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,vin blanc,Petites iles,"102,47",muids,18,1844,"-0,38",
190,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,vin blanc,Hollande,"261,25",muids,18,4702,"-0,5",
191,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,9,1789,La Rochelle,Marennes,Saintonge,vin blanc,Quatre villes hanséatiques,75,muids,18,1350,0,
192,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,amandes,Petites iles,250,livres,"0,6",150,0,en quintal
193,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,beurre,Petites iles,850,livres,1,850,0,
194,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,bois merrain,Petites iles,2300,pièces,,345,,marchandises en estimation
195,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Languedoc,bonneterie de coton,Petites iles,,valeur,,144,,marchandises en estimation
196,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,anjou,bonneterie de fil,Petites iles,,valeur,,556,,marchandises en estimation
197,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Poitou,bonneterie de laine,Petites iles,,valeur,,840,,marchandises en estimation
198,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Touraine,bonneterie de soye,Petites iles,6,livres,50,300,0,
199,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Lyonais,bonneterie de soye,Petites iles,6,livres,,300,,marchandises en estimation
200,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,bray gras,Petites iles,650,livres,"0,2",130,0,en quintal
