numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
101,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,fer blanc,Russie,12000,livres,"0,6000000","7 200,00","0,00",
102,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,fer en barres,Petites iles,32452,livres,"0,1500000","4 898,00","30,20",
103,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,fer en barres,Hollande,110600,livres,"0,1500000","16 590,00","0,00",
104,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,fer en barres,Suede,913500,livres,"0,0000000","137 525,00",,
105,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,fer en barres,Russie,214795,livres,"0,1500000","32 219,00","-0,25",
106,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,fer en plaques de cheminées,Hollande,16102,livres,"0,0000000","2 093,00",,
107,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,fer en tôle,Suede,855,livres,"0,5000000","427,00","-0,50",
108,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,fer vieux,Petites iles,4400,livres,"0,0300000","132,00","0,00",
109,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,fromage,Hollande,284985,livres,"0,3500000","99 745,00","0,25",
110,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,graines comestibles diverses,Angleterre,49700,livres,"0,0700000","3 277,00","-202,00",
111,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,froment,Angleterre,166780,livres,"0,1200000","20 847,00","833,40",
112,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,orge,Angleterre,115325,livres,"0,0800000","9 226,00","0,00",
113,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,orge,Hollande,141400,livres,"0,0800000","11 312,00","0,00",
114,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,orge,Quatre villes hanséatiques,40080,livres,"0,0800000","3 206,00","-0,40",
115,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,seigle,Quatre villes hanséatiques,278200,livres,"0,0900000","25 038,00","0,00",
116,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,riz,Angleterre,4400,livres,"0,3500000","1 540,00","0,00",
117,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,graisses,Angleterre,450,livres,"0,4000000","180,00","0,00",
118,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,huille d'olive,Marseille,40017,livres,"0,7500000","30 013,00","0,25",
119,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,huille de lin,Hollande,22826,livres,"0,4000000","9 130,00","-0,40",
120,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,laine en poil,Bayonne,21580,livres,"0,6000000","12 948,00","0,00",
121,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,légumes feves,Petites iles,1980,livres,"0,1200000","238,00","0,40",
122,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,légumes feves,Hollande,90000,livres,"0,1200000","10 800,00","0,00",
123,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,liége,Bayonne,2000,livres,"0,1000000","200,00","0,00",
124,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,lin,Hollande,3180,livres,"1,2000000","3 816,00","0,00",
125,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,linge vieux,Petites iles,20100,livres,"0,0500000","1 005,00","0,00",
126,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,marchandises à la valeur,Petites iles,,valeur,"0,0000000","199,00",,marchandises en estimation
127,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,marchandises à la valeur,Marseille,,valeur,"0,0000000","315,00",,marchandises en estimation
128,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,marchandises à la valeur,Angleterre,,valeur,"0,0000000","330,00",,marchandises en estimation
129,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,marchandises à la valeur,Hollande,,valeur,"0,0000000","319,00",,marchandises en estimation
130,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,marbre ouvré,Marseille,3000,livres,"0,0000000","1 800,00",,marchandises en estimation
131,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,mercerie  commune,Angleterre,,valeur,"0,0000000","1 850,00",,marchandises en estimation
132,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,mercerie  commune,Quatre villes hanséatiques,,valeur,"0,0000000","300,00",,marchandises en estimation
133,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,ouvrages de coutellerie,Hollande,,valeur,"0,0000000","950,00",,marchandises en estimation
134,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,ouvrages de terre cuite,Hollande,,valeur,"0,0000000","584,00",,marchandises en estimation
135,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,peaux de veaux en poil,Petites iles,48,pièces,"2,5000000","120,00","0,00",
136,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,plomb,Angleterre,304643,livres,"0,2250000","68 546,00","1,32",
137,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,poisson salé divers,Hollande,620,livres,"0,0000000","372,00",,marchandises en estimation
138,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,quincaillerie de fer,Hollande,,valeur,"0,0000000","21 323,00",,marchandises en estimation
139,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,clous de fer,Dunkerque,28455,livres,"0,3500000","9 959,00","-0,25",
140,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,clous de fer,Hollande,510,livres,"0,3500000","178,00","-0,50",
141,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,fil de fer,Hollande,1970,livres,"0,6000000","1 182,00","0,00",
142,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,savon,Marseille,295928,livres,"0,5000000","147 964,00","0,00",
143,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,suif fondu,Dunkerque,1975,livres,"0,3500000","691,00","-0,25",
144,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,suif fondu,Bayonne,14880,livres,"0,3500000","5 208,00","0,00",
145,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,suif fondu,Angleterre,43765,livres,"0,3500000","15 318,00","0,25",
146,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,suif fondu,Russie,137000,livres,"0,3500000","47 950,00","0,00",
147,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,7,1789,La Rochelle,Rochefort,,suif en rame,Petites iles,3545,livres,"0,3000000","1 063,00","-0,50",
148,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,8,1789,La Rochelle,Rochefort,,vin divers,Bayonne,,valeur,"0,0000000","160,00",,marchandises en estimation
149,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,8,1789,La Rochelle,Rochefort,,vin d'Espagne,Bayonne,240,bouteilles,"1,2500000","300,00","0,00",
150,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,8,1789,La Rochelle,Rochefort,,vin de constance,Hollande,22,bouteilles,"12,0000000","264,00","0,00",
151,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,8,1789,La Rochelle,Rochefort,,vinaigre,Petites iles,,livres,"0,0000000","486,00",,marchandises en estimation
152,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,armes blanches,Allemagne,,valeur,"0,0000000","120,00",,marchandises en estimation
153,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,beurre,Angleterre,9425,livres,"0,5500000","5 184,00","0,25",
154,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,batiments naufragés,Prusse,1,pièces,"0,0000000","1 800,00",,marchandises en estimation
155,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bierres,Hollande,"30,71",muids,"0,0000000","1 188,00",,marchandises en estimation
156,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bois de chêne en bordages,Prusse,,valeur,"0,0000000","12 400,00",,marchandises en estimation
157,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bois de chêne en bordages,Russie,,livres,"0,0000000","1 540,00",,marchandises en estimation
158,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bois de sapin en planches,Hollande,42,pièces,"0,6000000","25,00","-0,20",
159,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bois de sapin en planches,Danemark,115172,pièces,"0,6000000","69 103,00","-0,20",
160,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bois de sapin en planches,Prusse,4000,pièces,"1,3000000","5 200,00","0,00",
161,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bois en mâtereaux,Hollande,,valeur,"0,0000000","216,00",,
162,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bois en mâtereaux,Danemark,,valeur,"0,0000000","1 270,00",,
163,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bois en mâtereaux,Prusse,,valeur,"0,0000000","180,00",,
164,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bois en solivaux,Danemark,,valeur,"0,0000000","1 260,00",,
165,Loïc,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bray et gaudron,Bayonne,6100,livres,"0,0750000","457,00","-0,50",
166,Loïc,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bray et gaudron,Dunkerque,46500,livres,"0,0750000","3 485,00","-2,50",
167,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bois merrain pour tonnellerie,Prusse,39240,pièces,"0,0000000","11 772,00",,
168,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bois merrain pour tonnellerie,Russie,4000,pièces,"0,0000000","1 200,00",,
169,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bois merrain pour tonnellerie,L'Amerique,40000,pièces,"0,0000000","12 000,00",,
170,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bray et gaudron,Danemark,16200,livres,"0,0750000","1 215,00","0,00",
171,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,bray et gaudron,L'Amerique,44000,livres,"0,0750000","3 300,00","0,00",
172,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,chair de bœuf salée,Hollande,936,livres,"0,3000000","281,00","0,20",
173,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,chanvre en masse,Quatre villes hanséatiques,7150,livres,"0,0000000","2 860,00",,
174,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,chanvre en masse,Russie,84000,livres,"0,0000000","30 240,00",,
175,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,charbon de terre,Angleterre,10,muids,"100,0000000","1 000,00","0,00",
176,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,coton filé,Marseille,105,livres,"2,0000000","210,00","0,00",
177,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,cuivre ouvré,Prusse,82,livres,"0,0000000","123,00",,
178,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,eau de vie,Petites iles,"473,81",muids,"129,6000000","59 699,00","-1 706,20",3 lt 12 s la velte; erreur de calcul
179,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,farine,L'amerique,13400,livres,"0,2000000","2 680,00","0,00",
180,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,fer en barres,Danemark,105000,livres,"0,1500000","15 750,00","0,00",
181,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,fer en barres,Prusse,33000,livres,"0,1500000","4 950,00","0,00",
182,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,fer en ancres,Bayonne,8145,livres,"0,3000000","2 433,00","-10,50",arrondi
183,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,fromages,Hollande,13175,livres,"0,4500000","5 929,00","0,25",
184,Loïc,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,futailles,Petites iles,68,pièces,"0,0000000","680,00",,
185,Loïc,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,futailles,Lorient,136,pièces,"0,0000000","1 360,00",,
186,Loïc,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,futailles,Dunkerque,1128,pièces,"0,0000000","11 280,00",,
187,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,futailles,Espagne,57,pièces,"0,0000000","570,00",,
188,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,futailles,Angleterre,45,pièces,"0,0000000","450,00",,
189,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,futailles,Hollande,137,pièces,"0,0000000","1 370,00",,
190,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,futailles,Danemark,40,pièces,"0,0000000","400,00",,
191,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,graines comestibles froment,Angleterre,165400,livres,"0,1300000","20 502,00","-1 000,00",erreur de calcul
192,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,graines comestibles froment,Danemark,4500,livres,"0,1300000","585,00","0,00",
193,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,orge,Angleterre,312635,livres,"0,0800000","25 011,00","0,20",
194,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,huile d'olive,Marseille,6589,livres,"0,9000000","5 930,00","-0,10",
195,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,huile de lin,Hollande,625,livres,"0,3000000","187,00","-0,50",
196,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,huile de baleine,Dunkerque,400,livres,"0,4000000","160,00","0,00",en quintal
197,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,légumes feves,Hollande,14000,livres,"0,1000000","1 400,00","0,00",en quintal
198,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,pommes de terre,Hollande,"10,5",boisseaux,"0,0000000","120,00",,
199,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,marchandises à la valeur,Petites iles,,valeur,"0,0000000","202,00",,marchandises en estimation
200,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,marchandises à la valeur,Marseille,,valeur,"0,0000000","144,00",,marchandises en estimation
